date,sym,dir,entry_t,entry,exit_t,exit,reason,pnl_unit,pnl_mis,qty_mis,grade,score,cpr_narrow,tight_risk,rsi_conviction,clean_past,cpr_pct,or_width_pct,rsi_val,past_pct
2025-06-26,ADANIENT,LONG,09:30,2470.1,10:10,2454.1,SL,-16.0,-14960.0,935,B,2,1,1,0,0,0.0109,0.5465,62.19,0.1013
2025-06-26,VEDL,LONG,09:55,430.2,14:35,437.25,TGT,7.05,37851.45,5369,C,1,1,0,0,0,0.2691,1.0576,62.99,0.0349
2025-06-26,M&M,SHORT,09:35,3205.9,14:30,3205.9,SL,0.0,0.0,720,C,1,0,0,1,0,0.4687,0.9295,30.28,0.0717
2025-06-26,TRENT,SHORT,09:30,6102.5,12:45,6053.75,TGT,48.75,18427.5,378,A,3,1,1,1,0,0.0708,0.4588,31.35,0.0737
2025-06-26,GODREJPROP,SHORT,09:35,2383.6,14:30,2383.6,SL,0.0,0.0,969,C,1,1,0,0,0,0.0861,1.0404,38.91,0.0838
2025-06-26,RELIANCE,LONG,09:30,1475.7,13:40,1491.6,TGT,15.9,24883.5,1565,A,3,1,1,1,0,0.0386,0.6505,66.05,0.0678
2025-06-26,AXISBANK,LONG,09:30,1221.4,13:45,1236.7,TGT,15.3,28932.3,1891,B,2,1,1,0,0,0.2931,0.6959,63.31,0.1394
2025-06-27,TRENT,SHORT,10:30,6095.5,15:00,6006.25,TGT,89.25,33736.5,378,C,1,0,0,1,0,0.3615,0.8695,10.1,0.1065
2025-06-27,IRCTC,LONG,09:30,779.55,11:45,789.07,TGT,9.525,28222.57,2963,B,2,0,1,1,0,0.3613,0.7825,71.07,0.0321
2025-06-27,GRASIM,SHORT,09:30,2876,11:50,2846.0,TGT,30.0,24090.0,803,B,2,0,1,1,0,0.4611,0.6919,33.19,0.0035
2025-06-27,GODREJPROP,SHORT,09:40,2373.9,14:30,2373.9,SL,0.0,0.0,973,A,3,1,0,1,1,0.2767,1.011,34.89,0.4237
2025-06-27,AXISBANK,SHORT,09:35,1232.3,15:20,1223.7,EOD_1518,8.6,16116.4,1874,C,1,0,0,1,0,0.4561,1.0306,28.19,0.162
2025-06-27,APOLLOHOSP,LONG,12:25,7203,15:20,7310.5,EOD_1518,107.5,34400.0,320,C,1,1,0,0,0,0.2824,1.0968,61.45,0.0903
2025-06-30,TATASTEEL,SHORT,11:15,160.6,15:20,159.72,EOD_1518,0.88,12657.04,14383,B,2,1,0,1,0,0.2266,0.9651,25.21,0.0311
2025-06-30,BEL,LONG,10:35,418.15,15:20,422.25,EOD_1518,4.1,22648.4,5524,A+,4,1,1,1,1,0.2176,0.6935,71.07,0.2277
2025-06-30,VEDL,SHORT,09:30,446.85,14:40,444.52,SL,2.325,12017.93,5169,A,3,1,1,0,1,0.1823,0.7721,39.88,0.2121
2025-06-30,BPCL,SHORT,12:05,316.7,14:30,316.38,SL,0.325,2370.22,7293,C,1,0,0,1,0,0.4381,1.4051,25.86,0.1419
2025-06-30,BAJFINANCE,SHORT,09:45,943,15:20,936.5,EOD_1518,6.5,15918.5,2449,B,2,1,0,1,0,0.0528,1.2725,31.1,0.1059
2025-06-30,IRCTC,SHORT,10:20,783,14:40,781.58,SL,1.425,4203.75,2950,B,2,0,1,1,0,0.345,0.5811,32.27,0.1276
2025-06-30,GRASIM,SHORT,09:35,2862.7,15:20,2847.9,EOD_1518,14.8,11928.8,806,B,2,1,0,1,0,0.2116,0.9327,28.36,0.021
2025-06-30,RELIANCE,SHORT,12:55,1506.1,15:05,1502.65,SL,3.45,5288.85,1533,B,2,1,0,1,0,0.2624,1.0291,31.13,0.0266
2025-06-30,AXISBANK,SHORT,09:40,1217.6,15:20,1200,EOD_1518,17.6,33387.2,1897,C,1,0,0,1,0,0.4658,1.4701,26.13,0.041
2025-07-01,ADANIENT,SHORT,10:10,2539.8,15:05,2537.2,SL,2.6,2363.4,909,B,2,1,1,0,0,0.2657,0.7953,35.29,0.1298
2025-07-01,BEL,LONG,09:30,429.1,15:20,432.3,EOD_1518,3.2,17225.6,5383,C,0,0,0,0,0,0.4568,1.0254,60.63,0.14
2025-07-01,IRCTC,SHORT,09:50,776.35,14:50,775.1,SL,1.25,3718.75,2975,B,2,1,0,0,1,0.1661,0.9339,37.38,0.2121
2025-07-01,GODREJPROP,SHORT,09:40,2345.7,11:50,2316.75,TGT,28.95,28486.8,984,B,2,0,1,1,0,0.487,0.7418,21.38,0.0809
2025-07-01,RELIANCE,LONG,09:35,1515.9,15:20,1527.8,EOD_1518,11.9,18123.7,1523,C,1,0,0,1,0,0.4335,0.9169,72.06,0.1255
2025-07-01,APOLLOHOSP,SHORT,09:50,7432.5,14:30,7432.5,SL,0.0,0.0,310,A,3,1,0,1,1,0.2571,1.7154,26.48,0.2349
2025-07-02,TATASTEEL,LONG,11:20,161.95,11:50,164.78,TGT,2.835,40435.6,14263,C,1,0,0,1,0,0.4078,1.0003,68.92,0.167
2025-07-02,BEL,SHORT,09:35,428.8,13:25,422.88,TGT,5.925,31917.98,5387,C,1,0,0,1,0,0.3405,0.8629,27.09,0.0583
2025-07-02,BPCL,SHORT,10:45,315.9,15:00,315.2,SL,0.7,5118.4,7312,C,1,1,0,0,0,0.2261,0.8705,35.64,0.0949
2025-07-02,M&M,SHORT,13:25,3159.1,14:30,3159.1,SL,0.0,0.0,731,C,0,0,0,0,0,0.3556,1.1934,37.97,0.1864
2025-07-02,BAJFINANCE,SHORT,09:35,929.75,13:40,914.6,TGT,15.15,37632.6,2484,B,2,1,0,1,0,0.1247,1.0379,29.48,0.0484
2025-07-02,TRENT,LONG,11:40,6197.5,14:30,6197.5,SL,0.0,0.0,372,C,1,0,0,0,1,0.3703,0.9923,63.97,0.6905
2025-07-02,HAL,SHORT,09:40,4896,14:35,4892.1,SL,3.9,1836.9,471,A+,4,1,1,1,1,0.0515,0.6495,32.88,0.2425
2025-07-02,IRCTC,SHORT,12:45,773,14:30,773,SL,0,0,2988,A,3,1,1,1,0,0.238,0.7891,34.42,0.0646
2025-07-02,APOLLOHOSP,LONG,10:30,7527.5,14:30,7527.5,SL,0.0,0.0,306,C,1,1,0,0,0,0.0133,1.3484,63.73,0.1264
2025-07-03,BEL,LONG,09:50,429.5,14:30,429.5,SL,0.0,0.0,5378,C,1,1,0,0,0,0.1131,1.0827,61.59,0.1866
2025-07-03,VEDL,SHORT,11:15,448.8,15:20,442.15,EOD_1518,6.65,34227.55,5147,B,2,1,0,1,0,0.0737,1.2255,32.02,0.1002
2025-07-03,M&M,LONG,10:30,3212.5,14:30,3212.5,SL,0.0,0.0,719,C,1,1,0,0,0,0.2731,1.407,62.45,0.0779
2025-07-03,HAL,LONG,09:45,4938,14:30,4938,SL,0,0,467,C,1,1,0,0,0,0.081,1.1341,64.23,0.0203
2025-07-03,GODREJPROP,SHORT,10:35,2284,15:20,2264.2,EOD_1518,19.8,20017.8,1011,C,0,0,0,0,0,0.4881,0.9151,36.75,0.0481
2025-07-03,RELIANCE,LONG,10:15,1525,14:30,1525,SL,0,0,1514,A,3,1,1,1,0,0.0241,0.7475,76.95,0.0394
2025-07-03,AXISBANK,LONG,09:55,1180.2,14:30,1180.2,SL,0.0,0.0,1957,B,2,1,1,0,0,0.0935,0.7965,61.79,0.1443
2025-07-03,APOLLOHOSP,LONG,09:55,7491,12:05,7550.25,TGT,59.25,18249.0,308,A,3,1,1,1,0,0.297,0.4939,71.86,0.0334
2025-07-04,ADANIENT,SHORT,11:35,2517.4,14:35,2514.95,SL,2.45,2246.65,917,A,3,0,1,1,1,0.3399,0.5283,27.79,0.2536
2025-07-04,TATASTEEL,SHORT,09:30,163.7,14:35,163.12,SL,0.585,8254.93,14111,C,1,0,0,1,0,0.4341,1.6921,33.2,0.0122
2025-07-04,BEL,SHORT,10:35,429.4,14:35,427.67,SL,1.725,9278.78,5379,A,3,1,1,1,0,0.1756,0.6754,29.47,0.0233
2025-07-04,BPCL,LONG,10:35,319.5,11:30,324.6,TGT,5.1,36873.0,7230,C,1,0,0,1,0,0.3105,1.0329,69.61,0.0313
2025-07-04,M&M,SHORT,11:45,3142.3,14:30,3142.3,SL,0.0,0.0,735,C,1,0,0,1,0,0.387,0.9802,14.3,0.124
2025-07-04,BAJFINANCE,SHORT,12:35,921.75,14:30,921.75,SL,0.0,0.0,2506,C,1,0,0,1,0,0.3431,1.47,32.78,0.0271
2025-07-04,TRENT,SHORT,11:35,5646,12:00,5471.25,TGT,174.75,71472.75,409,B,2,1,0,1,0,0.0995,1.9571,19.45,0.1062
2025-07-04,IRCTC,SHORT,10:30,777.3,14:30,777.3,SL,0.0,0.0,2971,A,3,1,1,1,0,0.0128,0.7076,18.42,0.1541
2025-07-04,GRASIM,SHORT,09:40,2800,14:35,2798.05,SL,1.95,1608.75,825,C,1,0,1,0,0,0.3008,0.5857,35.9,0.1284
2025-07-07,ADANIENT,SHORT,10:40,2505.5,15:20,2498.7,EOD_1518,6.8,6262.8,921,B,2,1,1,0,0,0.0119,0.7903,35.37,0.0239
2025-07-07,VEDL,SHORT,11:20,438,14:30,438,SL,0,0,5273,C,1,1,0,0,0,0.0489,1.0274,36.67,0.0456
2025-07-07,M&M,LONG,12:25,3171.8,14:30,3171.8,SL,0.0,0.0,728,B,2,1,1,0,0,0.1467,0.5896,62.81,0.0315
2025-07-07,HAL,LONG,10:35,5005.5,14:45,5009.7,SL,4.2,1936.2,461,B,2,1,0,1,0,0.1511,0.9949,74.77,0.014
2025-07-07,GRASIM,SHORT,10:05,2800.5,15:20,2779.6,EOD_1518,20.9,17221.6,824,A,3,1,1,1,0,0.0725,0.5213,20.73,0.0856
2025-07-07,RELIANCE,LONG,09:30,1537.4,14:35,1539.35,SL,1.95,2928.9,1502,A,3,1,1,1,0,0.1618,0.7025,68.91,0.1042
2025-07-07,APOLLOHOSP,LONG,11:40,7594,14:30,7597.0,SL,3.0,912.0,304,B,2,1,1,0,0,0.0485,0.4346,60.2,0.0527
2025-07-08,TRENT,SHORT,09:30,5474.5,10:15,5410.0,TGT,64.5,27154.5,421,A,3,1,1,1,0,0.2126,0.7763,26.93,0.0091
2025-07-08,HAL,SHORT,09:50,4994.2,14:55,4989.2,SL,5.0,2310.0,462,B,2,1,0,1,0,0.1438,1.0772,26.29,0.036
2025-07-08,GRASIM,LONG,09:30,2791.9,10:05,2812.45,TGT,20.55,16994.85,827,B,2,0,1,1,0,0.4383,0.4406,83.61,0.0502
2025-07-08,GODREJPROP,LONG,12:35,2296.1,14:30,2296.95,SL,0.85,855.1,1006,B,2,1,0,1,0,0.0943,0.9843,66.81,0.0087
2025-07-08,RELIANCE,SHORT,10:45,1533.5,11:30,1541.2,SL,-7.7,-11596.2,1506,B,2,1,1,0,0,0.2863,0.4043,37.76,0.0977
2025-07-09,ADANIENT,SHORT,09:45,2513.6,15:10,2504.15,SL,9.45,8684.55,919,A,3,1,1,1,0,0.1222,0.6127,30.79,0.0517
2025-07-09,TATASTEEL,SHORT,09:40,160.15,15:20,159.14,EOD_1518,1.01,14567.23,14423,B,2,1,0,1,0,0.1151,0.9991,18.88,0.1247
2025-07-09,BEL,SHORT,09:35,420.75,15:20,418,EOD_1518,2.75,15097.5,5490,B,2,0,1,1,0,0.3488,0.6298,32.84,0.1424
2025-07-09,VEDL,SHORT,09:45,436.1,12:00,422.6,TGT,13.5,71496.0,5296,B,2,1,0,1,0,0.1631,2.0064,19.57,0.0573
2025-07-09,BPCL,SHORT,09:30,337.1,14:05,333.65,TGT,3.45,23639.4,6852,B,2,0,1,1,0,0.3556,0.6378,22.92,0.0445
2025-07-09,M&M,LONG,09:45,3173.7,15:05,3175.65,SL,1.95,1417.65,727,B,2,1,0,1,0,0.2625,0.857,69.62,0.1736
2025-07-09,BAJFINANCE,LONG,10:25,936.85,14:50,938.3,SL,1.45,3574.25,2465,A,3,1,0,1,1,0.2522,0.9767,67.08,0.3965
2025-07-09,HAL,SHORT,14:45,5001,14:50,5000.05,SL,0.95,437.95,461,B,2,1,0,1,0,0.0752,1.1918,34.76,0.0879
2025-07-09,RELIANCE,LONG,09:55,1543,14:25,1534,SL,-9,-13473,1497,A,3,1,1,1,0,0.0022,0.4796,80.7,0.1038
2025-07-09,AXISBANK,LONG,09:50,1166.2,14:35,1166.7,SL,0.5,990.0,1980,C,1,0,1,0,0,0.3165,0.4802,63.45,0.1718
2025-07-09,APOLLOHOSP,SHORT,10:25,7515.5,15:20,7465.5,EOD_1518,50.0,15350.0,307,A,3,1,1,1,0,0.2593,0.5921,34.62,0.113
2025-07-10,ADANIENT,SHORT,10:45,2504.2,14:30,2504.2,SL,0.0,0.0,922,B,2,1,1,0,0,0.1794,0.7627,36.6,0.0479
2025-07-10,BEL,SHORT,12:50,414.25,14:35,413.35,SL,0.9,5018.4,5576,C,1,0,0,1,0,0.4133,1.2553,34.16,0.0121
2025-07-10,M&M,SHORT,09:30,3152.1,14:30,3152.1,SL,0.0,0.0,732,B,2,1,0,0,1,0.2377,1.066,38.54,0.2184
2025-07-10,BAJFINANCE,LONG,12:35,949.9,14:30,949.9,SL,0.0,0.0,2431,C,1,0,1,0,0,0.3985,0.7474,61.06,0.0211
2025-07-10,HAL,SHORT,10:45,4951.6,15:20,4910,EOD_1518,41.6,19385.6,466,C,1,1,0,0,0,0.292,1.5752,35.26,0.0888
2025-07-10,IRCTC,SHORT,09:50,786.25,14:45,785.4,SL,0.85,2496.45,2937,B,2,0,1,1,0,0.4517,0.3434,34.31,0.0064
2025-07-10,GODREJPROP,SHORT,12:00,2243.9,14:35,2242.8,SL,1.1,1131.9,1029,B,2,1,0,1,0,0.2903,1.0295,32.17,0.0713
2025-07-11,ADANIENT,SHORT,10:30,2486.1,14:30,2486.1,SL,0.0,0.0,929,B,2,1,0,0,1,0.2193,0.8527,39.06,0.2207
2025-07-11,TATASTEEL,SHORT,11:40,159.78,14:30,159.78,SL,0.0,0.0,14457,B,2,1,0,1,0,0.1018,0.9075,28.35,0.0125
2025-07-11,VEDL,LONG,09:40,428.5,14:30,428.5,SL,0.0,0.0,5390,C,1,1,0,0,0,0.1892,0.9568,60.43,0.788
2025-07-11,BPCL,SHORT,09:30,332.45,11:00,327.35,TGT,5.1,35434.8,6948,B,2,1,0,1,0,0.0998,0.8874,34.2,0.1352
2025-07-11,M&M,SHORT,09:30,3105,15:20,3068.6,EOD_1518,36.4,27045.2,743,B,2,1,0,1,0,0.0569,1.7198,26.81,0.1287
2025-07-11,BAJFINANCE,SHORT,10:50,938.5,15:20,933.1,EOD_1518,5.4,13289.4,2461,C,1,1,0,0,0,0.0475,0.9057,35.74,0.016
2025-07-11,TRENT,SHORT,10:00,5376,14:30,5376,SL,0,0,429,A,3,1,1,1,0,0.1845,0.7906,29.12,0.0093
2025-07-11,IRCTC,SHORT,10:00,780,11:25,774.45,TGT,5.55,16433.55,2961,A,3,1,1,1,0,0.2248,0.4423,32.67,0.032
2025-07-11,GODREJPROP,SHORT,10:15,2238.7,15:15,2204.65,TGT,34.05,35105.55,1031,B,2,1,0,1,0,0.0784,0.9559,27.7,0.058
2025-07-11,RELIANCE,SHORT,09:30,1505.4,11:25,1491.0,TGT,14.4,22089.6,1534,A,3,1,1,1,0,0.0484,0.5646,25.2,0.073
2025-07-11,APOLLOHOSP,SHORT,10:00,7261,15:20,7185.5,EOD_1518,75.5,24009.0,318,B,2,0,0,1,1,0.3835,1.4667,19.92,0.2267
2025-07-14,ADANIENT,LONG,09:50,2488.7,10:25,2519.15,TGT,30.45,28257.6,928,C,1,0,1,0,0,0.3428,0.6992,61.47,0.1167
2025-07-14,TATASTEEL,SHORT,13:05,159.51,14:30,159.51,SL,0.0,0.0,14481,B,2,1,1,0,0,0.2621,0.7335,39.6,0.0125
2025-07-14,VEDL,LONG,09:35,429.2,15:20,432.15,EOD_1518,2.95,15876.9,5382,A,3,1,0,1,1,0.1995,1.0252,69.96,0.2569
2025-07-14,TRENT,SHORT,09:40,5354,11:25,5295.5,TGT,58.5,25213.5,431,A,3,1,1,1,0,0.1892,0.7191,29.67,0.0093
2025-07-14,HAL,LONG,10:10,4892,14:30,4892.75,SL,0.75,354.0,472,A+,4,1,1,1,1,0.0513,0.7788,67.18,0.2459
2025-07-14,RELIANCE,SHORT,11:35,1485.4,14:30,1483.95,SL,1.45,2254.75,1555,C,1,0,1,0,0,0.3311,0.4982,36.37,0.1613
2025-07-14,AXISBANK,SHORT,10:55,1166.6,14:30,1166.6,SL,0.0,0.0,1980,C,0,0,0,0,0,0.3162,1.0372,35.87,0.0257
2025-07-15,TATASTEEL,SHORT,09:35,159.56,14:30,159.42,SL,0.14,2026.78,14477,A,3,1,1,0,1,0.0957,0.5954,38.19,0.2126
2025-07-15,M&M,LONG,09:55,3117.1,14:50,3125.5,SL,8.4,6224.4,741,B,2,1,0,1,0,0.2789,1.0041,69.11,0.0931
2025-07-15,GRASIM,SHORT,09:55,2782.6,14:30,2782.3,SL,0.3,249.0,830,C,1,1,0,0,0,0.0563,0.9703,39.85,0.0898
2025-07-15,APOLLOHOSP,LONG,12:00,7273.5,13:40,7342.5,TGT,69.0,21873.0,317,A,3,1,1,1,0,0.0485,0.5499,72.14,0.0826
2025-07-16,BEL,SHORT,10:50,408.2,15:20,406,EOD_1518,2.2,12447.6,5658,A,3,1,1,1,0,0.2277,0.4777,28.13,0.0367
2025-07-16,M&M,LONG,13:40,3143.3,15:20,3195.2,EOD_1518,51.9,38094.6,734,B,2,1,0,1,0,0.2778,1.8134,72.8,0.1242
2025-07-16,BAJFINANCE,LONG,12:45,925.15,14:30,925.15,SL,0.0,0.0,2496,B,2,1,1,0,0,0.2953,0.6053,63.93,0.0162
2025-07-16,TRENT,SHORT,10:45,5395.5,14:30,5395.5,SL,0.0,0.0,428,C,1,0,0,1,0,0.4098,1.3715,20.32,0.0093
2025-07-16,IRCTC,LONG,13:40,777.45,14:30,777.45,SL,0.0,0.0,2971,B,2,1,1,0,0,0.0733,0.656,61.3,0.045
2025-07-16,GRASIM,SHORT,14:45,2760,14:50,2760,SL,0,0,836,C,1,1,0,0,0,0.2119,0.8333,35.75,0.0362
2025-07-16,AXISBANK,LONG,10:10,1167.2,15:00,1168.35,SL,1.15,2275.85,1979,B,2,1,0,1,0,0.2709,0.8396,74.35,0.0257
2025-07-17,ADANIENT,LONG,12:45,2559.4,14:30,2559.4,SL,0.0,0.0,902,A,3,1,1,0,1,0.0251,0.5861,65.0,0.6093
2025-07-17,TATASTEEL,LONG,11:30,157.97,11:35,158.93,TGT,0.96,14038.08,14623,B,2,0,1,1,0,0.3399,0.3482,69.3,0.057
2025-07-17,BEL,SHORT,12:10,404.6,14:35,404.27,SL,0.325,1855.43,5709,B,2,1,0,1,0,0.2864,0.8527,28.45,0.1604
2025-07-17,VEDL,SHORT,09:40,430.9,15:20,428.2,EOD_1518,2.7,14472.0,5360,A,3,1,1,1,0,0.0116,0.5338,34.23,0.139
2025-07-17,TRENT,LONG,10:50,5442,14:30,5442,SL,0,0,424,A,3,0,1,1,1,0.4992,0.7166,65.28,0.3226
2025-07-17,HAL,SHORT,10:40,4861.3,12:00,4819.75,TGT,41.55,19736.25,475,A,3,1,1,1,0,0.0807,0.5636,20.26,0.0062
2025-07-17,GRASIM,LONG,13:50,2774.4,14:30,2774.4,SL,0.0,0.0,832,C,1,1,0,0,0,0.2071,0.8795,61.77,0.0433
2025-07-17,AXISBANK,SHORT,12:20,1162.4,14:55,1159.2,SL,3.2,6358.4,1987,B,2,1,1,0,0,0.1629,0.5248,36.27,0.1375
2025-07-18,ADANIENT,SHORT,10:10,2527,15:20,2514.7,EOD_1518,12.3,11242.2,914,B,2,0,1,1,0,0.3366,0.5303,23.92,0.0554
2025-07-18,BEL,SHORT,09:30,403.85,10:10,399.2,TGT,4.65,26593.35,5719,A,3,1,1,1,0,0.2755,0.6933,16.75,0.0742
2025-07-18,BPCL,SHORT,12:15,326.7,14:30,326.7,SL,0.0,0.0,7070,B,2,1,0,1,0,0.0555,2.2804,24.82,0.0153
2025-07-18,M&M,SHORT,10:20,3195.9,14:35,3194.05,SL,1.85,1335.7,722,B,2,1,0,1,0,0.1978,1.6271,21.68,0.1281
2025-07-18,TRENT,SHORT,10:10,5405,14:35,5400.0,SL,5.0,2135.0,427,A,3,1,1,1,0,0.0308,0.7031,34.97,0.0092
2025-07-18,IRCTC,SHORT,09:40,771.3,10:50,764.7,TGT,6.6,19760.4,2994,A,3,1,1,1,0,0.2446,0.5121,17.28,0.0583
2025-07-18,GRASIM,SHORT,09:30,2748.5,15:20,2727.5,EOD_1518,21.0,17640.0,840,B,2,1,0,1,0,0.1521,0.8368,29.22,0.0909
2025-07-18,RELIANCE,SHORT,10:15,1472,14:30,1472,SL,0,0,1569,A,3,1,1,0,1,0.241,0.5978,35.7,0.271
2025-07-21,M&M,LONG,09:55,3193,15:10,3253.3,TGT,60.3,43596.9,723,C,1,0,0,1,0,0.4563,1.165,67.52,0.094
2025-07-21,IRCTC,LONG,11:05,768.6,14:30,768.6,SL,0.0,0.0,3005,C,1,0,0,1,0,0.3775,1.2295,82.86,0.0195
2025-07-21,GRASIM,LONG,10:05,2735.5,14:30,2735.5,SL,0.0,0.0,844,C,1,0,1,0,0,0.4076,0.7604,60.9,0.0549
2025-07-21,RELIANCE,SHORT,09:30,1438.7,15:20,1429.4,EOD_1518,9.3,14926.5,1605,B,2,1,0,1,0,0.0429,2.4606,27.42,0.1319
2025-07-21,AXISBANK,LONG,09:55,1091.1,15:20,1101.3,EOD_1518,10.2,21593.4,2117,B,2,1,0,1,0,0.1,1.6589,77.06,0.1009
2025-07-22,BPCL,SHORT,11:10,324.65,14:30,324.4,SL,0.25,1778.75,7115,A+,4,1,1,1,1,0.0972,0.6777,29.64,0.3377
2025-07-22,TRENT,SHORT,12:15,5381,15:20,5358,EOD_1518,23,9867,429,B,2,1,0,1,0,0.0279,1.2637,29.48,0.0928
2025-07-22,IRCTC,SHORT,09:30,768.3,13:30,760.8,TGT,7.5,22545.0,3006,B,2,0,1,1,0,0.4542,0.5402,11.5,0.1105
2025-07-22,GRASIM,SHORT,09:35,2735.7,15:20,2723.1,EOD_1518,12.6,10634.4,844,A,3,1,1,1,0,0.2327,0.764,32.57,0.0877
2025-07-23,TATASTEEL,SHORT,13:10,162.31,14:30,162.31,SL,0.0,0.0,14232,B,2,1,0,1,0,0.2162,0.9488,26.26,0.1784
2025-07-23,BEL,SHORT,09:35,401.05,15:00,399.85,SL,1.2,6910.8,5759,B,2,1,0,1,0,0.1449,0.8852,32.04,0.0747
2025-07-23,M&M,SHORT,13:35,3255.1,14:30,3255.1,SL,0.0,0.0,709,C,0,0,0,0,0,0.3286,0.9216,38.79,0.1197
2025-07-23,HAL,SHORT,09:35,4709.9,14:40,4704.7,SL,5.2,2548.0,490,B,2,1,0,0,1,0.2906,1.2378,37.3,0.2393
2025-07-23,AXISBANK,LONG,11:05,1104,14:50,1105.05,SL,1.05,2196.6,2092,A,3,1,1,1,0,0.2906,0.3986,68.4,0.0091
2025-07-23,APOLLOHOSP,LONG,09:30,7276,09:55,7324.0,TGT,48.0,15216.0,317,A,3,1,1,1,0,0.069,0.3092,71.25,0.1307
2025-07-24,ADANIENT,SHORT,09:35,2532.7,15:05,2530.95,SL,1.75,1596.0,912,A,3,1,1,1,0,0.1211,0.3514,33.38,0.0986
2025-07-24,BEL,SHORT,09:45,398.6,14:35,398.0,SL,0.6,3477.0,5795,B,2,1,0,1,0,0.0915,0.8028,29.29,0.0251
2025-07-24,VEDL,SHORT,09:35,438,11:10,433.95,TGT,4.05,21355.65,5273,A,3,1,1,1,0,0.27,0.4795,29.33,0.1368
2025-07-24,M&M,SHORT,12:05,3251.1,14:30,3251.1,SL,0.0,0.0,710,B,2,1,0,1,0,0.1365,0.9874,30.51,0.1014
2025-07-24,BAJFINANCE,SHORT,11:45,957.55,14:30,957.55,SL,0.0,0.0,2412,C,1,0,0,1,0,0.4148,1.2532,23.44,0.047
2025-07-24,TRENT,SHORT,09:40,5247,15:20,5152.5,EOD_1518,94.5,41580.0,440,B,2,1,0,1,0,0.0467,1.3627,13.98,0.1902
2025-07-24,HAL,SHORT,09:50,4707.5,15:20,4679,EOD_1518,28.5,13965.0,490,A,3,1,1,1,0,0.0982,0.6628,28.48,0.1591
2025-07-24,IRCTC,SHORT,11:20,758.35,14:30,757.92,SL,0.425,1294.55,3046,A+,4,1,1,1,1,0.1819,0.7516,23.95,0.2171
2025-07-24,RELIANCE,SHORT,11:00,1414.4,11:15,1401.5,TGT,12.9,21065.7,1633,A,3,1,1,1,0,0.2063,0.601,27.39,0.0071
2025-07-24,AXISBANK,SHORT,09:45,1099.2,14:00,1090.5,TGT,8.7,18278.7,2101,A,3,1,1,1,0,0.0302,0.5004,26.82,0.0273
2025-07-25,ADANIENT,SHORT,09:45,2515.2,11:00,2482.65,TGT,32.55,29880.9,918,B,2,1,0,1,0,0.0303,0.8588,22.25,0.004
2025-07-25,BEL,SHORT,09:40,396.7,14:30,395.77,SL,0.925,5386.28,5823,B,2,1,0,1,0,0.117,0.9957,31.37,0.0126
2025-07-25,VEDL,SHORT,09:40,432.35,11:45,428.53,TGT,3.825,20433.15,5342,A,3,1,1,1,0,0.2101,0.5782,16.87,0.0116
2025-07-25,BPCL,SHORT,09:30,322.2,14:20,317.77,TGT,4.425,31722.83,7169,A+,4,1,1,1,1,0.174,0.6983,23.68,0.2168
2025-07-25,M&M,SHORT,12:15,3222,14:30,3222,SL,0,0,716,C,1,1,0,0,0,0.0858,1.0739,37.59,0.0744
2025-07-25,HAL,SHORT,09:45,4622.5,15:20,4557.1,EOD_1518,65.4,32634.6,499,B,2,0,0,1,1,0.3902,1.0362,11.35,0.2094
2025-07-25,IRCTC,SHORT,09:40,751.75,12:55,743.8,TGT,7.95,24422.4,3072,B,2,0,1,1,0,0.3247,0.6385,14.58,0.0665
2025-07-25,GODREJPROP,SHORT,09:35,2282,11:15,2241.65,TGT,40.35,40834.2,1012,B,2,1,0,1,0,0.2932,1.0429,12.37,0.1357
2025-07-25,AXISBANK,SHORT,10:45,1085.7,14:55,1085.35,SL,0.35,744.45,2127,B,2,1,0,1,0,0.1277,1.3816,9.5,0.0276
2025-07-28,TATASTEEL,SHORT,09:45,160.74,15:20,159.73,EOD_1518,1.01,14514.71,14371,B,2,0,1,1,0,0.3662,0.7714,24.63,0.1925
2025-07-28,BEL,SHORT,10:40,391.9,12:45,385.22,TGT,6.675,39342.45,5894,B,2,0,0,1,1,0.3195,0.8165,9.87,0.3179
2025-07-28,VEDL,SHORT,09:45,423.3,14:40,422.45,SL,0.85,4638.45,5457,C,1,0,0,1,0,0.4769,0.9331,34.37,0.1651
2025-07-28,M&M,SHORT,10:35,3228.3,15:20,3212.5,EOD_1518,15.8,11297.0,715,B,2,1,1,0,0,0.2037,0.6846,39.79,0.1423
2025-07-28,BAJFINANCE,SHORT,12:30,903.75,13:10,891.38,TGT,12.375,31630.5,2556,B,2,1,0,1,0,0.1681,0.8797,31.94,0.0332
2025-07-28,IRCTC,SHORT,11:50,740.9,15:20,729.45,EOD_1518,11.45,35689.65,3117,B,2,1,0,1,0,0.2962,1.0528,15.39,0.0405
2025-07-28,AXISBANK,SHORT,11:05,1077.2,14:40,1074.0,SL,3.2,6860.8,2144,B,2,1,0,1,0,0.1532,1.049,22.19,0.1205
2025-07-28,APOLLOHOSP,SHORT,09:35,7442.5,12:50,7353.25,TGT,89.25,27667.5,310,B,2,0,1,1,0,0.4934,0.7323,25.06,0.0671
2025-07-29,VEDL,SHORT,10:15,419.8,13:40,423.7,SL,-3.9,-21457.8,5502,C,1,1,0,0,0,0.193,0.8695,39.65,0.0595
