date,direction,entry_ts,entry_price,expiry,dte_entry_days,iv_used,pe_strike,ce_strike,pe_credit,ce_credit,total_credit,exit_ts,exit_price,exit_reason,pe_exit,ce_exit,total_exit_value,gross_pnl_per_unit,gross_pnl_per_lot,slippage_total,brokerage_total,stt,net_pnl_per_lot
2024-11-06,LONG,2024-11-06 11:50:00,24425.3,2024-11-12,6,0.114,24150.0,24900.0,39.12,18.47,57.59,2024-11-06 15:25:00,24493.9,EOD,27.4,27.21,54.61,2.98,193.7,260.0,80.0,1.87,-148.17
2024-11-07,SHORT,2024-11-07 10:25:00,24195.15,2024-11-12,5,0.1225,23800.0,24500.0,18.89,41.14,60.03,2024-11-07 15:25:00,24194.6,EOD,18.95,41.02,59.97,0.06,3.9,260.0,80.0,1.95,-338.05
2024-11-12,SHORT,2024-11-12 12:40:00,24050.05,2024-11-19,7,0.1187,23600.0,24450.0,20.87,38.05,58.92,2024-11-12 15:25:00,23842.95,EOD,55.81,12.92,68.73,-9.81,-637.65,260.0,80.0,1.91,-979.56
2024-11-13,SHORT,2024-11-13 12:45:00,23675.2,2024-11-19,6,0.1258,23250.0,24050.0,21.65,38.08,59.73,2024-11-13 15:25:00,23602.9,EOD,31.43,26.49,57.92,1.81,117.65,260.0,80.0,1.94,-224.29
2024-11-14,SHORT,2024-11-14 11:10:00,23490.9,2024-11-19,5,0.1357,23050.0,23850.0,18.75,37.83,56.58,2024-11-14 15:25:00,23559.6,EOD,12.63,52.43,65.06,-8.48,-551.2,260.0,80.0,1.84,-893.04
2024-11-18,SHORT,2024-11-18 10:45:00,23353.35,2024-11-19,1,0.1325,23250.0,23400.0,24.48,45.64,70.12,2024-11-18 11:45:00,23446.76,SL,8.35,93.43,101.78,-31.66,-2057.9,260.0,80.0,2.28,-2400.18
2024-11-22,LONG,2024-11-22 12:05:00,23639.65,2024-11-26,4,0.1252,23400.0,24000.0,35.04,21.44,56.48,2024-11-22 15:25:00,23873.5,EOD,7.5,77.98,85.48,-29.0,-1885.0,260.0,80.0,1.84,-2226.84
2024-11-25,LONG,2024-11-25 11:00:00,24340.5,2024-11-26,1,0.1675,24250.0,24550.0,45.83,19.35,65.18,2024-11-25 12:50:00,24243.14,SL,86.06,7.59,93.65,-28.47,-1850.55,260.0,80.0,2.12,-2192.67
2024-11-26,SHORT,2024-11-26 10:20:00,24167.55,2024-12-03,7,0.1767,23350.0,24850.0,18.77,42.21,60.98,2024-11-26 15:25:00,24192.95,EOD,17.04,45.92,62.96,-1.98,-128.7,260.0,80.0,1.98,-470.68
2024-11-28,SHORT,2024-11-28 10:35:00,24136.0,2024-12-03,5,0.1635,23550.0,24600.0,19.42,42.76,62.18,2024-11-28 15:25:00,23957.45,EOD,42.12,19.53,61.65,0.53,34.45,260.0,80.0,2.02,-307.57
2024-11-29,LONG,2024-11-29 10:30:00,24104.2,2024-12-03,4,0.1671,23750.0,24650.0,43.01,22.03,65.04,2024-11-29 15:25:00,24123.65,EOD,39.52,24.24,63.76,1.28,83.2,260.0,80.0,2.11,-258.91
2024-12-02,LONG,2024-12-02 12:25:00,24186.5,2024-12-03,1,0.1661,24100.0,24400.0,46.06,17.93,63.99,2024-12-02 15:25:00,24275.25,EOD,22.97,37.52,60.49,3.5,227.5,260.0,80.0,2.08,-114.58
2024-12-03,LONG,2024-12-03 10:25:00,24395.5,2024-12-10,7,0.1679,23800.0,25250.0,37.16,19.9,57.06,2024-12-03 15:25:00,24445.85,EOD,31.09,24.19,55.28,1.78,115.7,260.0,80.0,1.85,-226.15
2024-12-04,SHORT,2024-12-04 11:55:00,24414.0,2024-12-10,6,0.1704,23700.0,25000.0,18.96,41.92,60.88,2024-12-04 13:30:00,24511.66,SL,12.53,59.05,71.58,-10.7,-695.5,260.0,80.0,1.98,-1037.48
2024-12-10,SHORT,2024-12-10 12:15:00,24591.75,2024-12-17,7,0.1481,23950.0,25150.0,20.34,39.81,60.15,2024-12-10 15:25:00,24620.5,EOD,17.97,44.41,62.38,-2.23,-144.95,260.0,80.0,1.95,-486.9
2024-12-11,LONG,2024-12-11 10:25:00,24653.2,2024-12-17,6,0.149,24200.0,25300.0,36.87,21.71,58.58,2024-12-11 15:25:00,24629.5,EOD,40.56,19.48,60.04,-1.46,-94.9,260.0,80.0,1.9,-436.8
2024-12-12,SHORT,2024-12-12 10:55:00,24602.1,2024-12-17,5,0.1416,24100.0,25000.0,18.46,40.2,58.66,2024-12-12 15:25:00,24539.5,EOD,25.32,29.99,55.31,3.35,217.75,260.0,80.0,1.91,-124.16
2024-12-17,SHORT,2024-12-17 10:20:00,24428.9,2024-12-24,7,0.1075,24000.0,24750.0,17.35,44.49,61.84,2024-12-17 15:25:00,24319.35,EOD,31.6,25.28,56.88,4.96,322.4,260.0,80.0,2.01,-19.61
2024-12-18,SHORT,2024-12-18 10:55:00,24226.2,2024-12-24,6,0.1242,23800.0,24600.0,22.25,39.4,61.65,2024-12-18 15:25:00,24214.7,EOD,23.63,37.29,60.92,0.73,47.45,260.0,80.0,2.0,-294.55
2024-12-20,SHORT,2024-12-20 12:40:00,23801.35,2024-12-24,4,0.1099,23550.0,24000.0,23.38,42.0,65.38,2024-12-20 15:25:00,23631.35,EOD,66.22,12.93,79.15,-13.77,-895.05,260.0,80.0,2.12,-1237.17
2024-12-23,LONG,2024-12-23 10:55:00,23825.9,2024-12-24,1,0.122,23800.0,23950.0,46.76,18.79,65.55,2024-12-23 12:30:00,23730.6,SL,98.6,5.41,104.01,-38.46,-2499.9,260.0,80.0,2.13,-2842.03
2024-12-24,LONG,2024-12-24 10:25:00,23852.8,2024-12-31,7,0.1213,23500.0,24400.0,35.66,19.42,55.08,2024-12-24 13:40:00,23757.39,SL,54.57,11.47,66.04,-10.96,-712.4,260.0,80.0,1.79,-1054.19
2024-12-26,SHORT,2024-12-26 10:45:00,23713.1,2024-12-31,5,0.1209,23350.0,24000.0,20.53,41.5,62.03,2024-12-26 15:25:00,23760.3,EOD,15.36,52.79,68.15,-6.12,-397.8,260.0,80.0,2.02,-739.82
2024-12-30,LONG,2024-12-30 10:45:00,23840.5,2024-12-31,1,0.1115,23800.0,23950.0,35.92,18.13,54.05,2024-12-30 13:25:00,23745.14,SL,84.29,4.65,88.94,-34.89,-2267.85,260.0,80.0,1.76,-2609.61
2025-01-01,LONG,2025-01-01 10:45:00,23710.85,2025-01-07,6,0.1133,23450.0,24150.0,38.66,19.89,58.55,2025-01-01 15:25:00,23758.7,EOD,29.99,26.26,56.25,2.3,149.5,260.0,80.0,1.9,-192.4
2025-01-02,LONG,2025-01-02 10:20:00,23877.85,2025-01-07,5,0.1159,23650.0,24300.0,40.67,17.37,58.04,2025-01-02 15:25:00,24167.95,EOD,6.5,83.23,89.73,-31.69,-2059.85,260.0,80.0,1.89,-2401.74
2025-01-03,SHORT,2025-01-03 10:30:00,24024.7,2025-01-07,4,0.1465,23600.0,24350.0,20.11,42.26,62.37,2025-01-03 11:20:00,24120.8,SL,11.5,65.8,77.3,-14.93,-970.45,260.0,80.0,2.03,-1312.48
2025-01-08,SHORT,2025-01-08 10:20:00,23600.7,2025-01-14,6,0.1483,23050.0,24050.0,20.28,42.59,62.87,2025-01-08 14:10:00,23695.1,SL,12.79,62.06,74.85,-11.98,-778.7,260.0,80.0,2.04,-1120.74
2025-01-09,SHORT,2025-01-09 10:45:00,23554.4,2025-01-14,5,0.1473,23050.0,23950.0,18.02,40.06,58.08,2025-01-09 15:25:00,23557.2,EOD,17.76,40.58,58.34,-0.26,-16.9,260.0,80.0,1.89,-358.79
2025-01-15,LONG,2025-01-15 10:45:00,23291.05,2025-01-21,6,0.1408,22950.0,23850.0,43.71,21.29,65.0,2025-01-15 13:15:00,23197.89,SL,64.18,13.1,77.28,-12.28,-798.2,260.0,80.0,2.11,-1140.31
2025-01-17,SHORT,2025-01-17 10:45:00,23147.2,2025-01-21,4,0.1421,22750.0,23450.0,18.7,39.79,58.49,2025-01-17 12:15:00,23239.79,SL,10.49,62.72,73.21,-14.72,-956.8,260.0,80.0,1.9,-1298.7
2025-01-20,LONG,2025-01-20 11:15:00,23322.45,2025-01-21,1,0.1406,23250.0,23450.0,36.79,23.9,60.69,2025-01-20 15:25:00,23337.05,EOD,32.25,27.57,59.82,0.87,56.55,260.0,80.0,1.97,-285.42
2025-01-21,SHORT,2025-01-21 10:20:00,23142.75,2025-01-28,7,0.1441,22550.0,23650.0,18.12,37.11,55.23,2025-01-21 11:45:00,23235.32,SL,11.57,53.84,65.41,-10.18,-661.7,260.0,80.0,1.79,-1003.49
2025-01-23,LONG,2025-01-23 10:20:00,23235.9,2025-01-28,5,0.125,23000.0,23650.0,43.7,21.43,65.13,2025-01-23 15:25:00,23216.3,EOD,48.22,19.05,67.27,-2.14,-139.1,260.0,80.0,2.12,-481.22
2025-01-24,LONG,2025-01-24 11:40:00,23321.75,2025-01-28,4,0.125,23100.0,23700.0,37.53,18.17,55.7,2025-01-24 12:40:00,23228.46,SL,62.03,9.4,71.43,-15.73,-1022.45,260.0,80.0,1.81,-1364.26
2025-01-27,SHORT,2025-01-27 10:25:00,22853.9,2025-01-28,1,0.1087,22750.0,22900.0,14.74,33.61,48.35,2025-01-27 15:25:00,22816.85,EOD,23.82,21.66,45.48,2.87,186.55,260.0,80.0,1.57,-155.02
2025-01-28,LONG,2025-01-28 11:35:00,22997.55,2025-02-04,7,0.1131,22700.0,23450.0,35.22,21.95,57.17,2025-01-28 15:25:00,22976.3,EOD,39.19,19.44,58.63,-1.46,-94.9,260.0,80.0,1.86,-436.76
2025-01-29,LONG,2025-01-29 10:20:00,23100.05,2025-02-04,6,0.1183,22850.0,23550.0,42.79,19.8,62.59,2025-01-29 11:20:00,23007.65,SL,66.27,11.19,77.46,-14.87,-966.55,260.0,80.0,2.03,-1308.58
2025-01-31,LONG,2025-01-31 10:30:00,23409.55,2025-02-04,4,0.1259,23200.0,23800.0,41.27,17.43,58.7,2025-01-31 15:25:00,23533.85,EOD,19.6,37.56,57.16,1.54,100.1,260.0,80.0,1.91,-241.81
2025-02-01,LONG,2025-02-01 11:20:00,23599.9,2025-02-04,3,0.1166,23450.0,23850.0,38.39,23.08,61.47,2025-02-01 11:50:00,23505.5,SL,68.64,10.77,79.41,-17.94,-1166.1,260.0,80.0,2.0,-1508.1
2025-02-03,LONG,2025-02-03 13:05:00,23351.55,2025-02-04,1,0.1163,23300.0,23450.0,33.11,21.71,54.82,2025-02-03 15:25:00,23359.7,EOD,30.38,23.87,54.25,0.57,37.05,260.0,80.0,1.78,-304.73
2025-02-06,SHORT,2025-02-06 11:05:00,23617.5,2025-02-11,5,0.1339,23200.0,23950.0,20.77,42.05,62.82,2025-02-06 15:25:00,23628.05,EOD,19.59,44.24,63.83,-1.01,-65.65,260.0,80.0,2.04,-407.69
2025-02-10,SHORT,2025-02-10 12:05:00,23349.5,2025-02-11,1,0.1173,23250.0,23400.0,19.6,37.03,56.63,2025-02-10 15:25:00,23376.05,EOD,14.12,47.93,62.05,-5.42,-352.3,260.0,80.0,1.84,-694.14
2025-02-11,SHORT,2025-02-11 10:40:00,23259.3,2025-02-18,7,0.1219,22800.0,23650.0,19.42,38.79,58.21,2025-02-11 15:25:00,23070.5,EOD,48.79,14.58,63.37,-5.16,-335.4,260.0,80.0,1.89,-677.29
2025-02-12,LONG,2025-02-12 13:10:00,23103.05,2025-02-18,6,0.1353,22750.0,23650.0,36.41,18.94,55.35,2025-02-12 13:55:00,23010.64,SL,54.92,11.36,66.28,-10.93,-710.45,260.0,80.0,1.8,-1052.25
2025-02-13,LONG,2025-02-13 10:35:00,23202.9,2025-02-18,5,0.1338,22900.0,23650.0,36.5,22.23,58.73,2025-02-13 13:30:00,23110.09,SL,56.87,12.9,69.77,-11.04,-717.6,260.0,80.0,1.91,-1059.51
2025-02-14,SHORT,2025-02-14 10:35:00,22951.75,2025-02-18,4,0.1235,22650.0,23200.0,21.1,37.35,58.45,2025-02-14 15:25:00,22897.25,EOD,29.86,26.74,56.6,1.85,120.25,260.0,80.0,1.9,-221.65
2025-02-17,LONG,2025-02-17 10:40:00,22916.15,2025-02-18,1,0.1231,22900.0,23050.0,49.3,15.52,64.82,2025-02-17 11:10:00,22824.49,SL,101.24,4.34,105.58,-40.76,-2649.4,260.0,80.0,2.11,-2991.51
2025-02-18,SHORT,2025-02-18 10:20:00,22842.5,2025-02-25,7,0.1163,22450.0,23200.0,22.48,38.12,60.6,2025-02-18 13:40:00,22933.87,SL,13.35,58.75,72.1,-11.5,-747.5,260.0,80.0,1.97,-1089.47
2025-02-19,LONG,2025-02-19 10:20:00,23036.45,2025-02-25,6,0.1146,22800.0,23450.0,42.27,21.7,63.97,2025-02-19 10:55:00,22944.3,SL,66.21,12.19,78.4,-14.43,-937.95,260.0,80.0,2.08,-1280.03
2025-02-21,SHORT,2025-02-21 13:35:00,22726.95,2025-02-25,4,0.1008,22500.0,22900.0,19.17,37.3,56.47,2025-02-21 15:25:00,22764.35,EOD,14.11,47.96,62.07,-5.6,-364.0,260.0,80.0,1.84,-705.84
2025-02-24,SHORT,2025-02-24 10:20:00,22552.7,2025-02-25,1,0.1008,22500.0,22550.0,24.34,50.88,75.22,2025-02-24 15:25:00,22548.85,EOD,25.58,48.89,74.47,0.75,48.75,260.0,80.0,2.44,-293.69
2025-02-27,SHORT,2025-02-27 10:20:00,22528.2,2025-03-04,5,0.0687,22400.0,22650.0,20.93,32.68,53.61,2025-02-27 15:25:00,22510.85,EOD,24.73,27.94,52.67,0.94,61.1,260.0,80.0,1.74,-280.64
2025-02-28,SHORT,2025-02-28 12:05:00,22217.5,2025-03-04,4,0.0702,22100.0,22300.0,18.93,37.26,56.19,2025-02-28 15:25:00,22127.4,EOD,45.5,14.65,60.15,-3.96,-257.4,260.0,80.0,1.83,-599.23
2025-03-05,LONG,2025-03-05 10:30:00,22267.6,2025-03-11,6,0.0864,22150.0,22550.0,43.25,19.12,62.37,2025-03-05 15:25:00,22346.65,EOD,25.01,34.27,59.28,3.09,200.85,260.0,80.0,2.03,-141.18
2025-03-06,LONG,2025-03-06 13:45:00,22505.4,2025-03-11,5,0.1063,22350.0,22850.0,44.91,17.53,62.44,2025-03-06 15:25:00,22529.2,EOD,38.98,20.75,59.73,2.71,176.15,260.0,80.0,2.03,-165.88
2025-03-12,SHORT,2025-03-12 10:50:00,22406.5,2025-03-18,6,0.1171,22050.0,22700.0,21.18,41.02,62.2,2025-03-12 15:25:00,22468.5,EOD,14.48,56.12,70.6,-8.4,-546.0,260.0,80.0,2.02,-888.02
2025-03-13,SHORT,2025-03-13 11:35:00,22432.65,2025-03-18,5,0.1171,22100.0,22700.0,18.74,37.17,55.91,2025-03-13 15:25:00,22383.3,EOD,25.64,27.72,53.36,2.55,165.75,260.0,80.0,1.82,-176.07
2025-03-18,LONG,2025-03-18 10:25:00,22763.85,2025-03-25,7,0.1192,22450.0,23250.0,36.37,21.12,57.49,2025-03-18 15:25:00,22848.75,EOD,23.6,32.99,56.59,0.9,58.5,260.0,80.0,1.87,-283.37
2025-03-20,LONG,2025-03-20 12:10:00,23072.55,2025-03-25,5,0.1268,22800.0,23500.0,36.68,20.3,56.98,2025-03-20 15:25:00,23165.7,EOD,21.92,34.39,56.31,0.67,43.55,260.0,80.0,1.85,-298.3
2025-03-21,LONG,2025-03-21 10:25:00,23299.45,2025-03-25,4,0.135,23050.0,23700.0,38.56,20.4,58.96,2025-03-21 15:25:00,23355.65,EOD,28.26,28.51,56.77,2.19,142.35,260.0,80.0,1.92,-199.57
2025-03-24,LONG,2025-03-24 10:30:00,23560.0,2025-03-25,1,0.0968,23550.0,23650.0,40.83,16.57,57.4,2025-03-24 15:25:00,23674.15,EOD,8.65,63.32,71.97,-14.57,-947.05,260.0,80.0,1.87,-1288.92
2025-03-25,SHORT,2025-03-25 11:25:00,23662.8,2025-04-01,7,0.1022,23300.0,23950.0,19.43,43.11,62.54,2025-03-25 15:25:00,23605.95,EOD,27.14,31.72,58.86,3.68,239.2,260.0,80.0,2.03,-102.83
2025-03-26,SHORT,2025-03-26 11:55:00,23589.15,2025-04-01,6,0.1,23300.0,23850.0,22.96,38.23,61.19,2025-03-26 15:25:00,23464.3,EOD,48.03,17.43,65.46,-4.27,-277.55,260.0,80.0,1.99,-619.54
2025-03-28,LONG,2025-03-28 10:45:00,23643.3,2025-04-01,4,0.1056,23500.0,23950.0,42.89,17.98,60.87,2025-03-28 12:20:00,23548.73,SL,74.22,8.33,82.55,-21.68,-1409.2,260.0,80.0,1.98,-1751.18
2025-04-01,SHORT,2025-04-01 10:25:00,23307.2,2025-04-08,7,0.1084,22900.0,23650.0,17.25,36.02,53.27,2025-04-01 15:25:00,23179.7,EOD,35.21,17.56,52.77,0.5,32.5,260.0,80.0,1.73,-309.23
2025-04-02,LONG,2025-04-02 10:50:00,23293.7,2025-04-08,6,0.1303,23000.0,23800.0,44.58,21.04,65.62,2025-04-02 15:25:00,23330.8,EOD,37.54,25.55,63.09,2.53,164.45,260.0,80.0,2.13,-177.68
2025-04-11,LONG,2025-04-11 11:35:00,22888.0,2025-04-15,4,0.2132,22400.0,23600.0,42.29,21.64,63.93,2025-04-11 14:00:00,22796.45,SL,58.71,14.48,73.19,-9.26,-601.9,260.0,80.0,2.08,-943.98
2025-04-16,LONG,2025-04-16 13:55:00,23380.7,2025-04-22,6,0.2417,22550.0,24550.0,39.73,19.81,59.54,2025-04-16 15:25:00,23433.3,EOD,34.2,23.41,57.61,1.93,125.45,260.0,80.0,1.94,-216.49
2025-04-17,LONG,2025-04-17 10:45:00,23440.15,2025-04-22,5,0.2353,22750.0,24450.0,42.14,19.35,61.49,2025-04-17 15:25:00,23837.75,EOD,10.94,68.17,79.11,-17.62,-1145.3,260.0,80.0,2.0,-1487.3
2025-04-21,LONG,2025-04-21 10:40:00,24067.65,2025-04-22,1,0.2477,23850.0,24450.0,43.31,17.58,60.89,2025-04-21 15:25:00,24121.2,EOD,32.06,24.75,56.81,4.08,265.2,260.0,80.0,1.98,-76.78
2025-04-22,LONG,2025-04-22 10:20:00,24203.35,2025-04-29,7,0.2486,23200.0,25600.0,39.91,20.24,60.15,2025-04-22 15:25:00,24134.05,EOD,47.34,16.57,63.91,-3.76,-244.4,260.0,80.0,1.95,-586.35
2025-04-23,SHORT,2025-04-23 10:45:00,24146.1,2025-04-29,6,0.2484,23000.0,25150.0,19.12,40.04,59.16,2025-04-23 11:45:00,24242.68,SL,14.22,51.8,66.02,-6.86,-445.9,260.0,80.0,1.92,-787.82
2025-04-25,SHORT,2025-04-25 10:25:00,23927.5,2025-04-29,4,0.2368,23100.0,24600.0,19.17,42.11,61.28,2025-04-25 12:55:00,24023.21,SL,13.26,57.4,70.66,-9.38,-609.7,260.0,80.0,1.99,-951.69
2025-05-02,SHORT,2025-05-02 12:15:00,24294.15,2025-05-06,4,0.1561,23800.0,24650.0,17.86,44.29,62.15,2025-05-02 13:30:00,24391.33,SL,10.4,67.38,77.78,-15.63,-1015.95,260.0,80.0,2.02,-1357.97
2025-05-05,LONG,2025-05-05 10:40:00,24522.65,2025-05-06,1,0.151,24450.0,24700.0,44.71,19.91,64.62,2025-05-05 11:50:00,24424.56,SL,88.03,7.17,95.2,-30.58,-1987.7,260.0,80.0,2.1,-2329.8
2025-05-08,SHORT,2025-05-08 13:20:00,24355.55,2025-05-13,5,0.1099,24000.0,24600.0,16.97,44.38,61.35,2025-05-08 15:25:00,24154.1,EOD,55.05,12.72,67.77,-6.42,-417.3,260.0,80.0,1.99,-759.29
2025-05-12,LONG,2025-05-12 12:30:00,24786.3,2025-05-13,1,0.1072,24750.0,24900.0,37.46,17.24,54.7,2025-05-12 15:25:00,24920.25,EOD,7.0,68.98,75.98,-21.28,-1383.2,260.0,80.0,1.78,-1724.98
2025-05-13,SHORT,2025-05-13 10:25:00,24658.2,2025-05-20,7,0.1865,23750.0,25450.0,18.25,38.13,56.38,2025-05-13 10:50:00,24756.83,SL,12.73,51.85,64.58,-8.2,-533.0,260.0,80.0,1.83,-874.83
2025-05-15,LONG,2025-05-15 10:35:00,24738.95,2025-05-20,5,0.1978,24150.0,25600.0,40.41,19.55,59.96,2025-05-15 11:10:00,24639.99,SL,56.03,13.1,69.13,-9.17,-596.05,260.0,80.0,1.95,-938.0
2025-05-16,SHORT,2025-05-16 11:05:00,24956.5,2025-05-20,4,0.2062,24250.0,25550.0,21.1,40.8,61.9,2025-05-16 15:25:00,25013.1,EOD,16.75,49.89,66.64,-4.74,-308.1,260.0,80.0,2.01,-650.11
2025-05-20,SHORT,2025-05-20 11:50:00,24858.3,2025-05-27,7,0.198,23900.0,25700.0,20.52,41.4,61.92,2025-05-20 15:25:00,24713.85,EOD,32.54,26.38,58.92,3.0,195.0,260.0,80.0,2.01,-147.01
2025-05-21,LONG,2025-05-21 10:20:00,24905.95,2025-05-27,6,0.2048,24200.0,25950.0,41.18,18.55,59.73,2025-05-21 12:00:00,24806.33,SL,55.32,12.91,68.23,-8.5,-552.5,260.0,80.0,1.94,-894.44
2025-05-23,LONG,2025-05-23 10:45:00,24878.85,2025-05-27,4,0.2095,24300.0,25700.0,36.59,18.28,54.87,2025-05-23 15:25:00,24845.15,EOD,41.27,15.89,57.16,-2.29,-148.85,260.0,80.0,1.78,-490.63
2025-05-27,LONG,2025-05-27 11:25:00,25013.65,2025-06-03,7,0.2124,24150.0,26200.0,37.55,20.45,58.0,2025-05-27 11:45:00,24913.6,SL,49.41,14.8,64.21,-6.21,-403.65,260.0,80.0,1.89,-745.53
2025-05-29,SHORT,2025-05-29 10:35:00,24750.25,2025-06-03,5,0.2143,23900.0,25500.0,20.94,38.74,59.68,2025-05-29 15:10:00,24849.25,SL,14.58,53.03,67.61,-7.93,-515.45,260.0,80.0,1.94,-857.39
2025-06-02,LONG,2025-06-02 12:30:00,24719.8,2025-06-03,1,0.1312,24650.0,24850.0,36.91,22.76,59.67,2025-06-02 15:25:00,24690.35,EOD,47.57,16.7,64.27,-4.6,-299.0,260.0,80.0,1.94,-640.94
2025-06-03,SHORT,2025-06-03 11:10:00,24590.2,2025-06-10,7,0.1161,24150.0,25000.0,21.94,36.46,58.4,2025-06-03 15:25:00,24538.4,EOD,28.5,28.33,56.83,1.57,102.05,260.0,80.0,1.9,-239.85
2025-06-04,LONG,2025-06-04 13:00:00,24613.9,2025-06-10,6,0.1192,24300.0,25100.0,36.86,20.88,57.74,2025-06-04 15:25:00,24612.0,EOD,37.2,20.67,57.87,-0.13,-8.45,260.0,80.0,1.88,-350.33
2025-06-05,LONG,2025-06-05 12:00:00,24798.95,2025-06-10,5,0.0954,24650.0,25100.0,45.12,23.17,68.29,2025-06-05 14:00:00,24699.75,SL,77.74,11.13,88.87,-20.58,-1337.7,260.0,80.0,2.22,-1679.92
2025-06-06,LONG,2025-06-06 10:25:00,24834.6,2025-06-10,4,0.0993,24700.0,25100.0,44.06,23.6,67.66,2025-06-06 15:25:00,25000.3,EOD,13.61,68.06,81.67,-14.01,-910.65,260.0,80.0,2.2,-1252.85
2025-06-11,LONG,2025-06-11 10:40:00,25173.75,2025-06-17,6,0.0964,24950.0,25550.0,36.61,20.89,57.5,2025-06-11 15:25:00,25126.8,EOD,47.41,15.33,62.74,-5.24,-340.6,260.0,80.0,1.87,-682.47
2025-06-12,SHORT,2025-06-12 10:40:00,25044.65,2025-06-17,5,0.087,24800.0,25250.0,19.13,35.67,54.8,2025-06-12 15:25:00,24856.0,EOD,66.54,8.23,74.77,-19.97,-1298.05,260.0,80.0,1.78,-1639.83
2025-06-16,LONG,2025-06-16 10:25:00,24825.95,2025-06-17,1,0.0914,24800.0,24900.0,33.71,20.54,54.25,2025-06-16 15:25:00,24940.95,EOD,6.38,73.65,80.03,-25.78,-1675.7,260.0,80.0,1.76,-2017.46
2025-06-17,SHORT,2025-06-17 12:40:00,24844.1,2025-06-24,7,0.0958,24500.0,25150.0,20.5,37.87,58.37,2025-06-17 15:25:00,24841.5,EOD,20.83,37.33,58.16,0.21,13.65,260.0,80.0,1.9,-328.25
2025-06-18,SHORT,2025-06-18 11:30:00,24773.1,2025-06-24,6,0.0964,24450.0,25050.0,18.9,36.12,55.02,2025-06-18 15:25:00,24798.75,EOD,15.94,41.81,57.75,-2.73,-177.45,260.0,80.0,1.79,-519.24
2025-06-20,LONG,2025-06-20 10:20:00,24978.95,2025-06-24,4,0.0946,24850.0,25250.0,41.94,20.0,61.94,2025-06-20 15:25:00,25079.75,EOD,20.52,41.23,61.75,0.19,12.35,260.0,80.0,2.01,-329.66
2025-06-24,LONG,2025-06-24 11:05:00,25264.15,2025-07-01,7,0.1063,25000.0,25750.0,44.58,20.68,65.26,2025-06-24 12:40:00,25163.09,SL,70.06,11.46,81.52,-16.26,-1056.9,260.0,80.0,2.12,-1399.02
2025-06-25,LONG,2025-06-25 10:35:00,25214.05,2025-07-01,6,0.1062,24950.0,25650.0,37.47,20.24,57.71,2025-06-25 15:25:00,25236.35,EOD,33.31,23.07,56.38,1.33,86.45,260.0,80.0,1.88,-255.43
2025-06-26,LONG,2025-06-26 13:40:00,25442.05,2025-07-01,5,0.1088,25200.0,25850.0,37.36,19.11,56.47,2025-06-26 15:25:00,25530.4,EOD,22.48,32.43,54.91,1.56,101.4,260.0,80.0,1.84,-240.44
