series,weekday,bucket,n_bars,mean_abs_move_bp,bar_vol_bp,p95_abs_bp
NIFTY50_5min_2021+,Wed,10:00,782,5.7,7.87,15.14
NIFTY50_5min_2021+,Wed,10:15,780,5.47,7.46,15.35
NIFTY50_5min_2021+,Wed,10:30,780,4.86,6.66,14.08
NIFTY50_5min_2021+,Wed,10:45,780,4.64,6.56,12.36
NIFTY50_5min_2021+,Wed,11:00,780,4.35,5.81,11.79
NIFTY50_5min_2021+,Wed,11:15,780,4.39,6.38,12.43
NIFTY50_5min_2021+,Wed,11:30,780,4.37,5.98,12.24
NIFTY50_5min_2021+,Wed,11:45,780,4.1,6.08,11.31
NIFTY50_5min_2021+,Wed,12:00,780,3.99,5.49,11.17
NIFTY50_5min_2021+,Wed,12:15,780,4.03,5.57,10.93
NIFTY50_5min_2021+,Wed,12:30,780,4.32,6.02,12.34
NIFTY50_5min_2021+,Wed,12:45,780,4.42,6.06,12.81
NIFTY50_5min_2021+,Wed,13:00,780,4.42,6.08,12.06
NIFTY50_5min_2021+,Wed,13:15,780,4.45,6.1,12.11
NIFTY50_5min_2021+,Wed,13:30,780,4.64,6.58,13.37
NIFTY50_5min_2021+,Wed,13:45,780,4.59,6.55,13.2
NIFTY50_5min_2021+,Wed,14:00,780,5.09,7.34,14.93
NIFTY50_5min_2021+,Wed,14:15,780,5.15,7.27,14.42
NIFTY50_5min_2021+,Wed,14:30,780,5.23,7.43,15.35
NIFTY50_5min_2021+,Wed,14:45,780,4.89,7.07,13.69
NIFTY50_5min_2021+,Wed,15:00,780,6.56,9.57,20.2
NIFTY50_5min_2021+,Wed,15:15,520,3.99,5.21,10.17
NIFTY50_5min_2021+,Thu,09:15,522,7.61,10.21,20.51
NIFTY50_5min_2021+,Thu,09:30,783,7.07,9.53,19.48
NIFTY50_5min_2021+,Thu,09:45,783,6.32,8.52,17.36
NIFTY50_5min_2021+,Thu,10:00,783,5.64,7.86,15.68
NIFTY50_5min_2021+,Thu,10:15,783,5.11,7.03,14.74
NIFTY50_5min_2021+,Thu,10:30,783,4.71,7.06,14.2
NIFTY50_5min_2021+,Thu,10:45,783,4.25,6.28,11.93
NIFTY50_5min_2021+,Thu,11:00,783,4.45,6.25,12.51
NIFTY50_5min_2021+,Thu,11:15,783,4.37,6.26,13.34
NIFTY50_5min_2021+,Thu,11:30,783,4.17,5.8,12.0
NIFTY50_5min_2021+,Thu,11:45,783,4.02,5.97,12.03
NIFTY50_5min_2021+,Thu,12:00,783,4.32,6.19,13.4
NIFTY50_5min_2021+,Thu,12:15,783,4.17,5.75,11.04
NIFTY50_5min_2021+,Thu,12:30,783,4.31,6.07,12.07
NIFTY50_5min_2021+,Thu,12:45,783,4.19,5.75,11.6
NIFTY50_5min_2021+,Thu,13:00,783,4.67,6.93,13.84
NIFTY50_5min_2021+,Thu,13:15,783,4.73,7.15,13.63
NIFTY50_5min_2021+,Thu,13:30,783,4.98,7.32,14.65
NIFTY50_5min_2021+,Thu,13:45,783,4.64,6.52,13.39
NIFTY50_5min_2021+,Thu,14:00,783,5.32,7.68,15.2
NIFTY50_5min_2021+,Thu,14:15,783,5.11,6.97,14.4
NIFTY50_5min_2021+,Thu,14:30,783,5.29,7.42,15.78
NIFTY50_5min_2021+,Thu,14:45,783,5.21,7.26,14.92
NIFTY50_5min_2021+,Thu,15:00,780,6.88,9.78,19.57
NIFTY50_5min_2021+,Thu,15:15,520,4.33,5.89,12.04
NIFTY50_5min_2021+,Fri,09:15,514,8.83,11.85,25.27
NIFTY50_5min_2021+,Fri,09:30,771,7.74,10.35,21.0
NIFTY50_5min_2021+,Fri,09:45,771,7.0,9.4,19.19
NIFTY50_5min_2021+,Fri,10:00,771,6.08,8.41,16.77
NIFTY50_5min_2021+,Fri,10:15,771,6.06,8.49,17.61
NIFTY50_5min_2021+,Fri,10:30,771,5.27,7.26,14.45
NIFTY50_5min_2021+,Fri,10:45,771,4.95,6.86,13.67
NIFTY50_5min_2021+,Fri,11:00,771,5.03,6.78,15.02
NIFTY50_5min_2021+,Fri,11:15,768,4.59,6.27,12.35
NIFTY50_5min_2021+,Fri,11:30,768,4.44,6.05,11.89
NIFTY50_5min_2021+,Fri,11:45,768,4.17,5.73,11.96
NIFTY50_5min_2021+,Fri,12:00,768,4.28,5.92,12.2
NIFTY50_5min_2021+,Fri,12:15,768,4.4,6.16,12.93
NIFTY50_5min_2021+,Fri,12:30,768,4.88,6.96,15.4
NIFTY50_5min_2021+,Fri,12:45,768,4.34,6.26,11.63
NIFTY50_5min_2021+,Fri,13:00,768,4.44,6.12,12.92
NIFTY50_5min_2021+,Fri,13:15,768,4.53,6.26,12.84
NIFTY50_5min_2021+,Fri,13:30,768,5.23,7.52,14.66
NIFTY50_5min_2021+,Fri,13:45,768,4.91,7.07,14.01
NIFTY50_5min_2021+,Fri,14:00,768,5.57,8.01,16.33
NIFTY50_5min_2021+,Fri,14:15,768,5.63,8.05,16.43
NIFTY50_5min_2021+,Fri,14:30,768,5.3,7.39,14.89
NIFTY50_5min_2021+,Fri,14:45,768,4.83,6.7,13.65
NIFTY50_5min_2021+,Fri,15:00,768,7.34,11.72,20.78
NIFTY50_5min_2021+,Fri,15:15,512,4.61,6.27,12.85
