venue,arm,start,dur,real_min,n,mean_net,med_net,total_net,win_pct,worst,best,t_net,mean_credit,mean_mae,p90_mae,max_mae,mean_und_bp,p90_und_bp,sl_hits,excess_vs_allstart,t_excess,mae_vs_allstart,ret_per_mae,nbr_mean_net,nbr_n
NIFTY,SL20,11:50,HOLD,210,14,-47,397,-652,71,-5054,2096,-0.09,254.3,1656,4725,7189,50.3,95.3,2,-170,-1.01,204,-0.028,-252,5
NIFTY,SL20,12:05,120,120,14,-554,-374,-7749,36,-2369,816,-1.93,253.9,932,2194,2678,31.7,57.8,0,-531,-2.77,210,-0.594,-265,8
NIFTY,SL20,12:05,45,45,14,-394,-276,-5521,14,-1881,120,-2.85,253.9,355,654,1888,16.0,25.8,0,-224,-1.72,-13,-1.112,-253,5
NIFTY,SL20,12:05,60,60,14,-217,-94,-3037,29,-998,306,-2.04,253.9,400,749,1888,18.1,29.9,0,-75,-0.58,-55,-0.542,-309,8
NIFTY,SL20,12:05,90,90,14,-186,51,-2602,50,-2012,579,-1.01,253.9,566,1539,1888,22.8,43.6,0,-93,-0.46,-39,-0.328,-390,8
NIFTY,SL20,12:05,HOLD,195,14,-93,424,-1303,64,-3838,1950,-0.2,253.9,1653,3420,7234,49.8,96.6,2,-217,-2.2,202,-0.056,-310,5
NIFTY,SL20,12:20,120,120,14,-501,-140,-7012,50,-3770,800,-1.59,252.8,1077,2628,4092,33.2,57.4,1,-478,-2.23,355,-0.465,-277,8
NIFTY,SL20,12:20,45,45,14,-258,-186,-3619,36,-1105,137,-2.45,252.8,373,724,1995,16.5,30.7,0,-89,-0.69,5,-0.692,-272,5
NIFTY,SL20,12:20,60,60,14,-326,-20,-4567,43,-1384,228,-2.28,252.8,488,1213,1995,19.8,35.7,0,-184,-1.11,32,-0.669,-327,8
NIFTY,SL20,12:20,90,90,14,-595,-304,-8329,29,-3217,520,-2.13,252.8,945,2628,2993,27.9,55.5,0,-502,-2.47,340,-0.63,-338,8
NIFTY,SL20,12:20,HOLD,180,14,-73,464,-1021,64,-3858,1840,-0.16,252.8,1730,3500,9399,49.1,107.7,2,-197,-1.99,278,-0.042,-265,5
NIFTY,SL20,12:35,120,120,14,-183,67,-2561,57,-3838,790,-0.6,252.3,974,1671,5437,30.5,51.4,1,-160,-0.67,252,-0.188,-309,8
NIFTY,SL20,12:35,45,45,14,-227,-157,-3172,29,-829,169,-2.61,252.3,299,691,787,16.3,29.8,0,-57,-0.48,-69,-0.759,-307,5
NIFTY,SL20,12:35,60,60,14,-197,-1,-2761,50,-1316,423,-1.45,252.3,372,743,1173,19.6,34.4,0,-55,-0.37,-84,-0.53,-379,8
NIFTY,SL20,12:35,90,90,14,-541,-271,-7580,36,-3838,546,-1.79,252.3,802,1656,3660,28.2,50.1,1,-449,-2.05,197,-0.675,-377,8
NIFTY,SL20,12:35,HOLD,165,14,8,642,115,71,-3880,1680,0.02,252.3,1537,3191,9539,44.0,103.3,2,-116,-0.76,86,0.005,-239,5
NIFTY,SL20,12:50,120,120,14,-361,4,-5057,50,-3919,826,-0.94,252.7,1265,2405,8541,37.6,61.2,1,-339,-1.0,543,-0.285,-236,8
NIFTY,SL20,12:50,45,45,14,-233,-14,-3258,50,-1322,410,-1.71,252.7,301,836,1082,17.3,34.7,0,-63,-0.54,-67,-0.773,-445,5
NIFTY,SL20,12:50,60,60,14,-519,33,-7263,50,-3919,634,-1.63,252.7,750,1262,4420,24.7,39.4,1,-376,-1.44,294,-0.692,-402,8
NIFTY,SL20,12:50,90,90,14,-336,194,-4705,57,-3919,575,-1.04,252.7,924,1404,5671,30.2,46.0,1,-243,-0.99,319,-0.364,-395,8
NIFTY,SL20,12:50,HOLD,150,14,-76,692,-1057,71,-4000,1580,-0.15,252.7,1654,3574,11537,47.9,118.9,2,-199,-1.06,203,-0.046,-180,5
NIFTY,SL20,13:05,120,120,14,-278,374,-3885,57,-3848,1190,-0.7,251.3,1512,2922,9146,44.2,93.4,1,-255,-0.78,790,-0.184,-219,8
NIFTY,SL20,13:05,45,45,14,-594,-133,-8321,36,-3555,257,-2.18,251.3,647,1256,3331,22.5,34.3,0,-424,-1.86,279,-0.919,-481,5
NIFTY,SL20,13:05,60,60,14,-690,-403,-9654,29,-3848,319,-2.39,251.3,747,1344,3858,27.2,35.8,1,-547,-2.42,292,-0.923,-442,8
NIFTY,SL20,13:05,90,90,14,-394,76,-5523,57,-3848,562,-1.3,251.3,982,1344,5635,31.7,39.3,1,-302,-1.29,377,-0.402,-388,8
NIFTY,SL20,13:05,HOLD,135,14,-88,396,-1234,64,-3848,1453,-0.24,251.3,1556,2931,9737,47.1,110.1,1,-212,-0.8,104,-0.057,-143,5
NIFTY,SL20,13:20,120,120,14,-1,346,-15,64,-3682,1362,-0.0,251.6,1501,2819,9838,45.4,100.5,1,21,0.07,779,-0.001,-145,8
NIFTY,SL20,13:20,45,45,14,-542,-184,-7592,29,-3682,384,-1.92,251.6,638,1315,3959,24.5,35.4,1,-372,-1.58,270,-0.85,-476,5
NIFTY,SL20,13:20,60,60,14,-421,-80,-5896,29,-3682,322,-1.56,251.6,820,1785,4530,27.0,38.0,1,-279,-1.37,365,-0.513,-432,8
NIFTY,SL20,13:20,90,90,14,-496,-136,-6939,36,-3682,732,-1.38,251.6,1187,2741,7108,35.1,60.1,1,-403,-1.3,582,-0.418,-263,8
NIFTY,SL20,13:20,HOLD,120,14,-1,346,-15,64,-3682,1362,-0.0,251.6,1501,2819,9838,45.4,100.5,1,-125,-0.47,50,-0.001,-41,5
NIFTY,SL20,13:35,120,105,14,80,361,1125,71,-3643,1303,0.24,250.2,1146,2104,6308,40.9,83.2,1,103,0.38,424,0.07,33,8
NIFTY,SL20,13:35,45,45,14,-340,-169,-4760,36,-2424,263,-1.86,250.2,654,1919,2444,21.4,36.5,0,-170,-1.33,286,-0.52,-358,5
NIFTY,SL20,13:35,60,60,14,-335,-68,-4689,36,-3643,582,-1.2,250.2,732,1919,3393,24.5,38.0,1,-193,-0.9,276,-0.458,-263,8
NIFTY,SL20,13:35,90,90,14,-66,340,-931,57,-3643,1060,-0.2,250.2,1111,2104,5821,38.0,78.4,1,26,0.1,506,-0.06,-125,8
NIFTY,SL20,13:35,HOLD,105,14,80,361,1125,71,-3643,1303,0.24,250.2,1146,2104,6308,40.9,83.2,1,-43,-0.16,-306,0.07,116,5
NIFTY,SL20,13:50,120,90,14,250,366,3497,79,-1768,1070,1.29,251.1,818,1990,3507,35.7,59.6,0,272,1.82,96,0.305,213,8
NIFTY,SL20,13:50,45,45,14,-164,-196,-2299,29,-1293,465,-1.33,251.1,440,1103,2402,19.0,26.6,0,6,0.06,72,-0.373,-234,5
NIFTY,SL20,13:50,60,60,14,-327,-248,-4579,43,-2106,416,-1.74,251.1,637,1607,2402,25.8,42.0,0,-185,-1.3,181,-0.513,-57,8
NIFTY,SL20,13:50,90,90,14,250,366,3497,79,-1768,1070,1.29,251.1,818,1990,3507,35.7,59.6,0,343,2.61,213,0.305,51,8
NIFTY,SL20,13:50,HOLD,90,14,250,366,3497,79,-1768,1070,1.29,251.1,818,1990,3507,35.7,59.6,0,126,0.4,-633,0.305,230,5
NIFTY,SL20,14:05,120,75,14,369,414,5168,86,-1579,1369,1.82,250.4,653,2122,3318,32.6,50.6,0,392,2.19,-69,0.565,288,8
NIFTY,SL20,14:05,45,45,14,-240,-86,-3357,50,-1917,507,-1.34,250.4,459,1402,2593,22.3,37.4,0,-70,-0.48,91,-0.522,-29,5
NIFTY,SL20,14:05,60,60,14,71,483,998,71,-3100,1131,0.24,250.4,620,2122,2850,30.3,48.1,0,214,0.93,164,0.115,54,8
NIFTY,SL20,14:05,90,75,14,369,414,5168,86,-1579,1369,1.82,250.4,653,2122,3318,32.6,50.6,0,462,2.93,48,0.565,179,8
NIFTY,SL20,14:05,HOLD,75,14,369,414,5168,86,-1579,1369,1.82,250.4,653,2122,3318,32.6,50.6,0,245,0.76,-798,0.565,283,5
NIFTY,SL20,14:20,120,60,14,272,292,3807,79,-949,1089,2.03,248.3,584,1200,2454,29.7,45.4,0,294,2.44,-138,0.466,293,8
NIFTY,SL20,14:20,45,45,14,1,153,10,64,-2181,852,0.0,248.3,546,1200,1931,27.2,44.7,0,171,1.1,178,0.001,95,5
NIFTY,SL20,14:20,60,60,14,272,292,3807,79,-949,1089,2.03,248.3,584,1200,2454,29.7,45.4,0,414,4.73,129,0.466,135,8
NIFTY,SL20,14:20,90,60,14,272,292,3807,79,-949,1089,2.03,248.3,584,1200,2454,29.7,45.4,0,365,3.96,-21,0.466,256,8
NIFTY,SL20,14:20,HOLD,60,14,272,292,3807,79,-949,1089,2.03,248.3,584,1200,2454,29.7,45.4,0,148,0.43,-867,0.466,295,5
NIFTY,SL20,14:30,120,50,14,232,312,3241,71,-517,793,2.35,248.7,486,1146,2022,25.8,38.8,0,254,2.61,-236,0.476,256,5
NIFTY,SL20,14:30,45,45,14,142,326,1988,64,-1092,641,1.13,248.7,486,1146,2022,25.8,38.8,0,312,4.22,118,0.292,168,3
NIFTY,SL20,14:30,60,50,14,232,312,3241,71,-517,793,2.35,248.7,486,1146,2022,25.8,38.8,0,374,6.25,31,0.476,184,5
NIFTY,SL20,14:30,90,50,14,232,312,3241,71,-517,793,2.35,248.7,486,1146,2022,25.8,38.8,0,324,4.62,-119,0.476,256,5
NIFTY,SL20,14:30,HOLD,50,14,232,312,3241,71,-517,793,2.35,248.7,486,1146,2022,25.8,38.8,0,108,0.3,-965,0.476,259,3
SENSEX,NOSTOP,09:20,120,120,14,391,529,5480,71,-445,992,2.7,1132.3,763,1517,2091,35.3,53.6,0,482,1.92,-17,0.513,402,5
SENSEX,NOSTOP,09:20,45,45,14,-153,-211,-2145,36,-1048,672,-1.16,1132.3,584,1040,1188,28.2,50.8,0,-16,-0.11,185,-0.262,38,3
SENSEX,NOSTOP,09:20,60,60,14,-188,-150,-2627,36,-1711,634,-0.96,1132.3,742,1425,2091,31.5,52.9,0,-63,-0.32,252,-0.253,119,5
SENSEX,NOSTOP,09:20,90,90,14,35,-76,486,43,-831,975,0.26,1132.3,763,1517,2091,34.8,53.6,0,149,0.76,112,0.045,300,5
SENSEX,NOSTOP,09:20,HOLD,360,14,438,1450,6133,79,-5166,2282,0.67,1132.3,1904,6176,7247,60.4,94.9,0,629,2.19,372,0.23,506,3
SENSEX,NOSTOP,09:35,120,120,14,660,734,9244,93,-631,1318,5.15,1142.2,360,856,1902,27.6,36.4,0,751,3.3,-420,1.833,353,8
SENSEX,NOSTOP,09:35,45,45,14,76,233,1066,79,-1568,567,0.51,1142.2,295,678,1902,23.3,34.0,0,213,1.49,-105,0.258,13,5
SENSEX,NOSTOP,09:35,60,60,14,226,310,3160,79,-1554,1151,1.31,1142.2,300,701,1902,24.2,35.6,0,350,2.04,-190,0.752,98,8
SENSEX,NOSTOP,09:35,90,90,14,409,506,5722,86,-1117,1028,2.76,1142.2,360,856,1902,27.3,36.4,0,523,2.53,-291,1.135,266,8
SENSEX,NOSTOP,09:35,HOLD,345,14,468,943,6548,71,-5883,2631,0.75,1142.2,1477,3726,7793,59.2,104.5,0,658,3.69,-55,0.317,430,5
SENSEX,NOSTOP,09:50,120,120,14,449,464,6284,86,-471,1138,3.8,1132.9,304,698,1211,24.2,38.7,0,539,2.33,-477,1.478,343,8
SENSEX,NOSTOP,09:50,45,45,14,47,96,654,64,-978,797,0.39,1132.9,255,657,1211,18.6,26.1,0,184,1.45,-145,0.183,95,5
SENSEX,NOSTOP,09:50,60,60,14,134,170,1869,71,-468,636,1.58,1132.9,292,698,1211,20.2,28.2,0,258,2.01,-198,0.457,186,8
SENSEX,NOSTOP,09:50,90,90,14,423,538,5928,79,-187,826,4.79,1132.9,304,698,1211,22.4,31.2,0,537,2.84,-348,1.394,317,8
SENSEX,NOSTOP,09:50,HOLD,330,14,212,892,2968,64,-6914,2615,0.31,1132.9,1657,4329,8862,58.1,113.9,0,403,2.14,126,0.128,376,5
SENSEX,NOSTOP,10:05,120,120,14,351,400,4919,86,-1237,1065,2.31,1124.6,360,1016,1881,27.1,47.7,0,442,2.1,-421,0.976,235,8
SENSEX,NOSTOP,10:05,45,45,14,0,148,-3,64,-1013,635,-0.0,1124.6,338,1016,1881,18.1,27.5,0,137,1.05,-61,-0.001,105,5
SENSEX,NOSTOP,10:05,60,60,14,39,99,544,50,-1096,760,0.31,1124.6,358,1016,1881,19.6,28.8,0,164,1.1,-133,0.109,181,8
SENSEX,NOSTOP,10:05,90,90,14,270,378,3786,79,-610,861,2.54,1124.6,360,1016,1881,24.2,45.1,0,384,2.34,-291,0.751,284,8
SENSEX,NOSTOP,10:05,HOLD,315,14,-50,701,-707,64,-8164,2421,-0.07,1124.6,1887,4760,10161,61.7,127.2,0,140,0.57,355,-0.027,264,5
SENSEX,NOSTOP,10:20,120,120,14,347,283,4859,86,-178,1032,3.55,1125.4,294,586,1657,28.1,47.2,0,438,2.24,-487,1.182,101,8
SENSEX,NOSTOP,10:20,45,45,14,43,150,601,71,-865,438,0.44,1125.4,267,549,1657,17.9,23.5,0,180,1.42,-132,0.161,109,5
SENSEX,NOSTOP,10:20,60,60,14,261,306,3656,86,-508,678,2.7,1125.4,276,586,1657,20.6,28.3,0,386,2.52,-214,0.946,136,8
SENSEX,NOSTOP,10:20,90,90,14,270,230,3778,79,-156,889,3.22,1125.4,282,586,1657,24.2,39.7,0,384,2.34,-369,0.957,213,8
SENSEX,NOSTOP,10:20,HOLD,300,14,-41,574,-577,64,-8170,2278,-0.06,1125.4,1881,4544,10167,61.5,134.1,0,149,0.63,350,-0.022,87,5
SENSEX,NOSTOP,10:35,120,120,14,94,233,1316,57,-2118,832,0.49,1120.5,477,1392,2551,27.0,45.8,0,184,0.74,-304,0.197,42,8
SENSEX,NOSTOP,10:35,45,45,14,120,184,1680,64,-458,603,1.47,1120.5,202,309,1699,16.4,31.1,0,257,2.0,-198,0.595,98,5
SENSEX,NOSTOP,10:35,60,60,14,123,220,1720,79,-874,678,1.07,1120.5,242,569,1699,18.6,37.4,0,248,1.58,-248,0.507,138,8
SENSEX,NOSTOP,10:35,90,90,14,221,156,3100,93,-323,778,3.09,1120.5,256,569,1699,20.9,43.7,0,335,2.28,-396,0.867,155,8
SENSEX,NOSTOP,10:35,HOLD,285,14,-307,384,-4292,64,-8038,1935,-0.42,1120.5,1967,4729,10035,61.6,126.8,0,-116,-0.53,436,-0.156,23,5
SENSEX,NOSTOP,10:50,120,120,14,-16,218,-229,71,-2589,823,-0.07,1114.1,494,889,2632,26.9,52.8,0,74,0.26,-287,-0.033,-42,8
SENSEX,NOSTOP,10:50,45,45,14,27,112,373,57,-1089,426,0.26,1114.1,208,365,889,16.8,39.2,0,164,1.39,-191,0.128,86,5
SENSEX,NOSTOP,10:50,60,60,14,34,52,474,50,-537,615,0.38,1114.1,234,411,889,18.3,41.0,0,159,1.37,-257,0.145,101,8
SENSEX,NOSTOP,10:50,90,90,14,130,39,1818,64,-450,758,1.5,1114.1,267,512,889,22.4,43.8,0,244,1.49,-384,0.486,79,8
SENSEX,NOSTOP,10:50,HOLD,270,14,-267,512,-3744,57,-8274,1852,-0.37,1114.1,1856,4178,10271,58.6,125.2,0,-77,-0.38,324,-0.144,-94,5
SENSEX,NOSTOP,11:05,120,120,14,15,66,216,64,-1577,794,0.08,1110.5,474,934,2527,26.3,37.7,0,106,0.43,-306,0.033,-179,8
SENSEX,NOSTOP,11:05,45,45,14,28,13,395,57,-465,472,0.37,1110.5,144,437,790,15.2,25.5,0,165,1.71,-255,0.196,-1,5
SENSEX,NOSTOP,11:05,60,60,14,123,24,1724,57,-214,694,1.78,1110.5,162,437,790,16.2,29.3,0,248,2.78,-328,0.758,-32,8
SENSEX,NOSTOP,11:05,90,90,14,35,256,484,64,-1889,917,0.19,1110.5,377,790,2269,22.6,36.9,0,148,0.71,-274,0.092,-57,8
SENSEX,NOSTOP,11:05,HOLD,255,14,-255,432,-3571,57,-7282,2088,-0.37,1110.5,1894,4892,9230,59.0,120.7,0,-64,-0.37,362,-0.135,-201,5
SENSEX,NOSTOP,11:20,120,120,14,-326,-85,-4562,50,-2372,792,-1.24,1101.6,723,2058,2930,27.1,54.3,0,-235,-0.85,-58,-0.451,-214,8
SENSEX,NOSTOP,11:20,45,45,14,-93,-116,-1306,29,-675,341,-1.24,1101.6,251,634,736,13.1,20.0,0,44,0.63,-148,-0.372,-44,5
SENSEX,NOSTOP,11:20,60,60,14,-97,-141,-1358,43,-917,431,-0.92,1101.6,322,730,978,16.1,27.9,0,28,0.22,-168,-0.301,-87,8
SENSEX,NOSTOP,11:20,90,90,14,-321,-62,-4500,43,-2887,593,-1.4,1101.6,590,1053,2930,22.0,33.0,0,-208,-0.81,-61,-0.544,-103,8
SENSEX,NOSTOP,11:20,HOLD,240,14,-410,430,-5743,57,-7557,2040,-0.6,1101.6,1972,5145,9505,55.4,119.0,0,-220,-1.16,441,-0.208,-229,5
SENSEX,NOSTOP,11:35,120,120,14,-206,-42,-2877,43,-1717,1204,-0.88,1100.6,724,1562,3052,29.3,50.0,0,-115,-0.48,-57,-0.284,-321,8
SENSEX,NOSTOP,11:35,45,45,14,-100,-105,-1405,36,-518,654,-1.14,1100.6,248,508,1045,15.4,24.3,0,37,0.33,-152,-0.405,-164,5
SENSEX,NOSTOP,11:35,60,60,14,-174,-12,-2436,50,-2414,720,-0.9,1100.6,426,884,2794,18.6,24.3,0,-49,-0.24,-65,-0.409,-194,8
SENSEX,NOSTOP,11:35,90,90,14,-196,-83,-2745,36,-2102,856,-0.98,1100.6,530,1116,3052,24.9,33.8,0,-82,-0.32,-121,-0.37,-259,8
SENSEX,NOSTOP,11:35,HOLD,225,14,-375,576,-5250,57,-7464,1956,-0.57,1100.6,1894,4510,9412,53.5,113.4,0,-184,-1.06,362,-0.198,-319,5
SENSEX,NOSTOP,11:50,120,120,14,-373,58,-5228,50,-2601,864,-1.22,1096.2,923,2266,2401,31.0,57.4,0,-283,-1.44,142,-0.405,-340,8
SENSEX,NOSTOP,11:50,45,45,14,-164,-78,-2299,36,-1666,344,-1.19,1096.2,300,611,1915,16.6,28.5,0,-27,-0.19,-99,-0.547,-241,5
SENSEX,NOSTOP,11:50,60,60,14,-294,-142,-4113,21,-1953,300,-1.9,1096.2,367,965,1931,20.3,31.4,0,-169,-0.99,-124,-0.801,-234,8
SENSEX,NOSTOP,11:50,90,90,14,-283,5,-3967,50,-1615,615,-1.34,1096.2,550,1728,1968,24.7,46.0,0,-169,-0.68,-102,-0.516,-305,8
SENSEX,NOSTOP,11:50,HOLD,210,14,-281,380,-3936,57,-6580,1747,-0.48,1096.2,1730,4398,8490,53.2,104.1,0,-90,-0.79,198,-0.163,-403,5
SENSEX,NOSTOP,12:05,120,120,14,-621,-363,-8688,43,-3182,766,-1.86,1090.5,1082,2646,2982,33.2,59.4,0,-530,-2.93,301,-0.574,-397,8
SENSEX,NOSTOP,12:05,45,45,14,-373,-242,-5226,14,-1804,193,-2.67,1090.5,380,1049,1782,16.7,25.5,0,-236,-1.52,-19,-0.982,-270,5
SENSEX,NOSTOP,12:05,60,60,14,-262,-164,-3675,36,-1383,393,-1.9,1090.5,445,1143,1819,19.0,28.8,0,-138,-0.74,-45,-0.59,-318,8
SENSEX,NOSTOP,12:05,90,90,14,-317,-6,-4443,50,-2016,673,-1.39,1090.5,674,1828,1931,24.1,45.1,0,-203,-0.8,23,-0.471,-406,8
SENSEX,NOSTOP,12:05,HOLD,195,14,-440,80,-6155,50,-6582,1547,-0.77,1090.5,1845,4491,8492,52.4,105.6,0,-249,-2.44,314,-0.238,-455,5
SENSEX,NOSTOP,12:20,120,120,14,-561,-230,-7860,50,-4629,772,-1.5,1090.6,1184,2217,4660,35.1,58.3,0,-471,-2.49,404,-0.474,-412,8
SENSEX,NOSTOP,12:20,45,45,14,-260,-88,-3644,36,-1065,184,-2.34,1090.6,384,784,1848,17.7,30.5,0,-123,-0.84,-16,-0.678,-301,5
SENSEX,NOSTOP,12:20,60,60,14,-369,-87,-5161,50,-1440,171,-2.46,1090.6,517,1090,1848,21.0,37.9,0,-244,-1.34,27,-0.713,-332,8
SENSEX,NOSTOP,12:20,90,90,14,-486,-172,-6799,43,-3000,677,-1.75,1090.6,962,2217,3107,29.8,56.2,0,-372,-2.17,310,-0.505,-384,8
SENSEX,NOSTOP,12:20,HOLD,180,14,-437,67,-6121,50,-7835,1285,-0.71,1090.6,1796,3552,9783,51.0,114.5,0,-247,-1.97,264,-0.243,-433,5
SENSEX,NOSTOP,12:35,120,120,14,-262,200,-3672,64,-5455,742,-0.62,1091.4,1158,2013,5739,32.7,52.8,0,-172,-0.66,377,-0.227,-480,8
SENSEX,NOSTOP,12:35,45,45,14,-283,-52,-3956,36,-1205,266,-2.04,1091.4,413,1064,1123,17.3,30.9,0,-146,-0.89,13,-0.685,-288,5
SENSEX,NOSTOP,12:35,60,60,14,-220,34,-3075,57,-1767,498,-1.21,1091.4,504,1112,1670,21.1,36.3,0,-95,-0.49,14,-0.435,-366,8
SENSEX,NOSTOP,12:35,90,90,14,-456,-18,-6378,50,-4072,812,-1.31,1091.4,944,2013,3872,30.2,51.6,0,-342,-1.56,292,-0.483,-429,8
SENSEX,NOSTOP,12:35,HOLD,165,14,-280,460,-3927,71,-7838,1414,-0.44,1091.4,1678,3544,9786,46.0,114.2,0,-90,-0.54,147,-0.167,-479,5
SENSEX,NOSTOP,12:50,120,120,14,-646,306,-9044,57,-8805,855,-0.96,1091.5,1394,2046,8605,40.1,63.2,0,-556,-1.06,613,-0.464,-459,8
SENSEX,NOSTOP,12:50,45,45,14,-187,29,-2613,50,-1451,581,-1.05,1091.5,384,1095,1274,17.5,35.1,0,-50,-0.3,-16,-0.486,-397,5
SENSEX,NOSTOP,12:50,60,60,14,-405,140,-5664,64,-3721,739,-1.2,1091.5,744,1690,3797,25.1,41.1,0,-280,-1.05,253,-0.544,-392,8
SENSEX,NOSTOP,12:50,90,90,14,-485,130,-6788,64,-5372,570,-1.13,1091.5,1012,1913,5442,31.5,47.4,0,-371,-1.27,360,-0.479,-470,8
SENSEX,NOSTOP,12:50,HOLD,150,14,-488,370,-6829,57,-8912,1247,-0.69,1091.5,1720,3623,10909,50.0,123.1,0,-297,-1.25,188,-0.284,-492,5
SENSEX,NOSTOP,13:05,120,120,14,-715,204,-10012,50,-10732,1558,-0.85,1088.0,1627,3260,10532,46.5,99.6,0,-625,-0.93,846,-0.44,-496,8
SENSEX,NOSTOP,13:05,45,45,14,-450,117,-6304,57,-3991,520,-1.37,1088.0,670,1375,4067,22.8,35.9,0,-313,-1.15,271,-0.672,-417,5
SENSEX,NOSTOP,13:05,60,60,14,-625,-40,-8744,50,-5139,485,-1.58,1088.0,825,1708,4939,28.0,37.4,0,-500,-1.61,335,-0.757,-428,8
SENSEX,NOSTOP,13:05,90,90,14,-432,31,-6054,50,-6504,960,-0.88,1088.0,1064,1708,6829,32.8,40.6,0,-319,-0.9,412,-0.406,-532,8
SENSEX,NOSTOP,13:05,HOLD,135,14,-557,407,-7793,64,-9182,1283,-0.78,1088.0,1673,3260,11179,48.9,113.6,0,-366,-1.52,141,-0.333,-523,5
SENSEX,NOSTOP,13:20,120,120,14,-382,367,-5348,64,-8081,1204,-0.6,1091.6,1439,2354,10029,47.6,103.1,0,-292,-0.61,658,-0.265,-448,8
SENSEX,NOSTOP,13:20,45,45,14,-461,-94,-6449,43,-4315,415,-1.4,1091.6,636,1334,4115,26.2,35.5,0,-324,-1.21,236,-0.725,-426,5
SENSEX,NOSTOP,13:20,60,60,14,-406,-103,-5679,43,-4875,686,-1.11,1091.6,809,1607,4906,28.7,38.1,0,-281,-1.02,319,-0.501,-448,8
SENSEX,NOSTOP,13:20,90,90,14,-596,-22,-8351,43,-8160,1080,-0.94,1091.6,1185,2171,7960,37.6,63.2,0,-483,-0.94,534,-0.503,-435,8
SENSEX,NOSTOP,13:20,HOLD,120,14,-382,367,-5348,64,-8081,1204,-0.6,1091.6,1439,2354,10029,47.6,103.1,0,-191,-0.89,-93,-0.265,-436,5
SENSEX,NOSTOP,13:35,120,105,14,-263,278,-3686,64,-6145,1310,-0.52,1086.7,1259,2091,8107,42.7,91.1,0,-173,-0.49,479,-0.209,-268,8
SENSEX,NOSTOP,13:35,45,45,14,-365,-150,-5113,36,-3599,645,-1.33,1086.7,710,1764,3603,22.6,38.1,0,-228,-1.08,310,-0.515,-340,5
SENSEX,NOSTOP,13:35,60,60,14,-285,-58,-3989,36,-4362,911,-0.84,1086.7,780,1764,4580,26.1,39.1,0,-160,-0.62,289,-0.365,-350,8
SENSEX,NOSTOP,13:35,90,90,14,-372,222,-5207,57,-7449,1427,-0.62,1086.7,1198,2091,7249,40.3,83.7,0,-258,-0.56,547,-0.31,-302,8
SENSEX,NOSTOP,13:35,HOLD,105,14,-263,278,-3686,64,-6145,1310,-0.52,1086.7,1259,2091,8107,42.7,91.1,0,-73,-0.41,-273,-0.209,-225,5
SENSEX,NOSTOP,13:50,120,90,14,-50,150,-702,64,-3078,1308,-0.17,1086.1,988,2594,4759,36.8,68.9,0,40,0.2,208,-0.051,-103,8
SENSEX,NOSTOP,13:50,45,45,14,-163,-128,-2286,43,-1802,683,-0.98,1086.1,555,1561,2943,20.3,32.7,0,-26,-0.21,156,-0.294,-272,5
SENSEX,NOSTOP,13:50,60,60,14,-387,-80,-5414,50,-3472,619,-1.28,1086.1,808,2594,3272,27.4,49.5,0,-262,-1.11,317,-0.479,-188,8
SENSEX,NOSTOP,13:50,90,90,14,-50,150,-702,64,-3078,1308,-0.17,1086.1,988,2594,4759,36.8,68.9,0,64,0.33,337,-0.051,-160,8
SENSEX,NOSTOP,13:50,HOLD,90,14,-50,150,-702,64,-3078,1308,-0.17,1086.1,988,2594,4759,36.8,68.9,0,141,0.45,-543,-0.051,-92,5
SENSEX,NOSTOP,14:05,120,75,14,57,228,795,64,-2185,1043,0.24,1088.2,699,2308,3638,33.9,57.9,0,147,0.82,-82,0.081,2,8
SENSEX,NOSTOP,14:05,45,45,14,-285,138,-3984,57,-2602,393,-1.26,1088.2,562,1987,2860,24.2,39.1,0,-148,-0.83,163,-0.506,-125,5
SENSEX,NOSTOP,14:05,60,60,14,-38,327,-533,57,-3232,1198,-0.12,1088.2,655,2308,3032,31.9,55.0,0,87,0.37,165,-0.058,-106,8
SENSEX,NOSTOP,14:05,90,75,14,57,228,795,64,-2185,1043,0.24,1088.2,699,2308,3638,33.9,57.9,0,171,1.06,47,0.081,-52,8
SENSEX,NOSTOP,14:05,HOLD,75,14,57,228,795,64,-2185,1043,0.24,1088.2,699,2308,3638,33.9,57.9,0,247,0.66,-833,0.081,-2,5
SENSEX,NOSTOP,14:20,120,60,14,16,212,230,64,-1394,611,0.11,1085.0,578,1474,2747,29.8,49.3,0,107,0.69,-203,0.028,10,8
SENSEX,NOSTOP,14:20,45,45,14,-55,134,-767,64,-2438,845,-0.24,1085.0,532,1474,2238,27.5,46.3,0,82,0.48,133,-0.103,-54,5
SENSEX,NOSTOP,14:20,60,60,14,16,212,230,64,-1394,611,0.11,1085.0,578,1474,2747,29.8,49.3,0,141,1.44,87,0.028,-39,8
SENSEX,NOSTOP,14:20,90,60,14,16,212,230,64,-1394,611,0.11,1085.0,578,1474,2747,29.8,49.3,0,130,1.13,-74,0.028,-2,8
SENSEX,NOSTOP,14:20,HOLD,60,14,16,212,230,64,-1394,611,0.11,1085.0,578,1474,2747,29.8,49.3,0,207,0.48,-954,0.028,10,5
SENSEX,NOSTOP,14:30,120,50,14,-41,81,-578,57,-893,662,-0.29,1080.5,545,1526,2143,25.9,41.5,0,49,0.32,-235,-0.076,-7,5
