cell,x_bars,depth_min,vol_K,saucer,exit,hard_stop,liq_cr,n_events,seeds,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,sharpe_med,trades,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,trades_per_yr,final_med
x60|d20|k5|s0|EMA50|h0|L2,60,20.0,5.0,0,EMA50,0,2.0,1555,10,15.91,15.65,16.11,-29.34,-29.34,0.542,1.031,715,40.3,35.4,-10.49,7.992,14,33.0,24625339.0
x60|d20|k5|s1|ST_10_3|h0|L2,60,20.0,5.0,1,ST_10_3,0,2.0,50,10,6.15,6.15,6.15,-10.3,-10.3,0.597,1.787,50,40.0,38.84,-11.07,8.898,4,2.3,3648538.0
x60|d20|k5|s1|EMA50|h0|L2,60,20.0,5.0,1,EMA50,0,2.0,50,10,6.32,6.32,6.32,-9.89,-9.89,0.639,1.811,50,48.0,32.56,-11.1,9.855,3,2.3,3777857.0
x120|d0|k0|s0|ST_10_3|h0|L2,120,0.0,0.0,0,ST_10_3,0,2.0,3000,10,16.32,16.11,16.87,-24.42,-27.28,0.671,1.05,965,45.5,25.11,-9.23,6.387,14,44.5,26570500.0
x120|d0|k0|s0|EMA50|h0|L2,120,0.0,0.0,0,EMA50,0,2.0,3000,10,18.34,17.74,18.86,-36.33,-38.04,0.503,1.105,1009,43.2,27.2,-8.69,6.828,19,46.5,38587954.0
x120|d0|k0|s1|ST_10_3|h0|L2,120,0.0,0.0,1,ST_10_3,0,2.0,89,10,6.5,6.5,6.5,-13.62,-13.62,0.477,1.592,89,36.0,34.67,-8.2,7.216,12,4.1,3918444.0
x120|d0|k0|s1|EMA50|h0|L2,120,0.0,0.0,1,EMA50,0,2.0,89,10,6.38,6.38,6.38,-11.27,-11.27,0.566,1.601,89,41.6,27.16,-8.43,6.366,9,4.1,3827682.0
x120|d0|k2|s0|ST_10_3|h0|L2,120,0.0,2.0,0,ST_10_3,0,2.0,2252,10,15.72,15.37,16.43,-29.59,-30.4,0.531,1.034,885,42.6,28.81,-9.8,6.652,17,40.8,23740021.0
x120|d0|k2|s0|EMA50|h0|L2,120,0.0,2.0,0,EMA50,0,2.0,2252,10,17.19,16.85,17.6,-27.12,-28.27,0.633,1.078,878,42.5,29.28,-9.13,7.251,19,40.5,31186223.0
x120|d0|k2|s1|ST_10_3|h0|L2,120,0.0,2.0,1,ST_10_3,0,2.0,69,10,6.46,6.46,6.46,-11.41,-11.41,0.566,1.709,69,40.6,34.46,-8.7,8.813,7,3.2,3887273.0
x120|d0|k2|s1|EMA50|h0|L2,120,0.0,2.0,1,EMA50,0,2.0,69,10,6.53,6.53,6.53,-8.53,-8.53,0.765,1.756,69,46.4,29.42,-9.09,8.77,4,3.2,3941694.0
x120|d0|k3|s0|ST_10_3|h0|L2,120,0.0,3.0,0,ST_10_3,0,2.0,1773,10,14.68,14.42,14.86,-27.5,-28.95,0.534,1.012,789,42.7,28.76,-9.84,6.644,14,36.4,19507973.0
x120|d0|k3|s0|EMA50|h0|L2,120,0.0,3.0,0,EMA50,0,2.0,1773,10,15.26,15.11,15.54,-27.03,-28.55,0.561,1.0,802,41.7,29.82,-9.57,6.859,14,37.0,21764411.0
x120|d0|k3|s1|ST_10_3|h0|L2,120,0.0,3.0,1,ST_10_3,0,2.0,56,10,6.57,6.57,6.57,-9.99,-9.99,0.658,1.854,56,48.2,32.99,-8.92,11.286,5,2.6,3979098.0
x120|d0|k3|s1|EMA50|h0|L2,120,0.0,3.0,1,EMA50,0,2.0,56,10,6.62,6.62,6.62,-8.39,-8.39,0.789,1.845,56,53.6,29.13,-9.72,11.096,3,2.6,4017053.0
x120|d0|k5|s0|ST_10_3|h0|L2,120,0.0,5.0,0,ST_10_3,0,2.0,1235,10,12.79,12.7,12.91,-24.79,-25.69,0.513,0.964,647,42.3,30.77,-10.9,6.737,9,29.8,13602632.0
x120|d0|k5|s0|EMA50|h0|L2,120,0.0,5.0,0,EMA50,0,2.0,1235,10,14.38,14.36,14.42,-24.23,-24.56,0.594,1.022,654,41.5,32.6,-10.18,7.554,12,30.2,18446836.0
x120|d0|k5|s1|ST_10_3|h0|L2,120,0.0,5.0,1,ST_10_3,0,2.0,35,10,6.48,6.48,6.48,-9.58,-9.58,0.677,2.019,35,45.7,46.79,-10.03,15.943,3,1.6,3904047.0
x120|d0|k5|s1|EMA50|h0|L2,120,0.0,5.0,1,EMA50,0,2.0,35,10,6.57,6.57,6.57,-9.22,-9.22,0.713,1.945,35,54.3,39.36,-10.82,16.421,3,1.6,3978370.0
x120|d10|k0|s0|ST_10_3|h0|L2,120,10.0,0.0,0,ST_10_3,0,2.0,2995,10,16.37,16.13,17.02,-24.42,-27.29,0.674,1.051,965,45.5,24.99,-9.2,6.386,14,44.5,26790459.0
x120|d10|k0|s0|EMA50|h0|L2,120,10.0,0.0,0,EMA50,0,2.0,2995,10,18.32,17.61,18.84,-36.52,-38.04,0.5,1.103,1009,43.2,27.2,-8.7,6.822,19,46.5,38437898.0
x120|d10|k0|s1|ST_10_3|h0|L2,120,10.0,0.0,1,ST_10_3,0,2.0,89,10,6.5,6.5,6.5,-13.62,-13.62,0.477,1.592,89,36.0,34.67,-8.2,7.216,12,4.1,3918444.0
x120|d10|k0|s1|EMA50|h0|L2,120,10.0,0.0,1,EMA50,0,2.0,89,10,6.38,6.38,6.38,-11.27,-11.27,0.566,1.601,89,41.6,27.16,-8.43,6.366,9,4.1,3827682.0
x120|d10|k2|s0|ST_10_3|h0|L2,120,10.0,2.0,0,ST_10_3,0,2.0,2248,10,15.99,15.18,16.57,-30.27,-30.4,0.534,1.05,882,43.0,28.83,-9.81,6.788,17,40.7,24952382.0
x120|d10|k2|s0|EMA50|h0|L2,120,10.0,2.0,0,EMA50,0,2.0,2248,10,17.3,16.97,17.69,-27.07,-28.28,0.637,1.085,874,42.6,29.3,-9.11,7.328,19,40.3,31854023.0
x120|d10|k2|s1|ST_10_3|h0|L2,120,10.0,2.0,1,ST_10_3,0,2.0,69,10,6.46,6.46,6.46,-11.41,-11.41,0.566,1.709,69,40.6,34.46,-8.7,8.813,7,3.2,3887273.0
x120|d10|k2|s1|EMA50|h0|L2,120,10.0,2.0,1,EMA50,0,2.0,69,10,6.53,6.53,6.53,-8.53,-8.53,0.765,1.756,69,46.4,29.42,-9.09,8.77,4,3.2,3941694.0
x120|d10|k3|s0|ST_10_3|h0|L2,120,10.0,3.0,0,ST_10_3,0,2.0,1770,10,14.7,14.43,14.88,-27.5,-28.94,0.534,1.012,787,42.8,28.76,-9.88,6.663,14,36.3,19547474.0
x120|d10|k3|s0|EMA50|h0|L2,120,10.0,3.0,0,EMA50,0,2.0,1770,10,15.29,15.15,15.57,-27.02,-28.55,0.563,1.002,800,41.7,29.93,-9.61,6.892,14,36.8,21890012.0
x120|d10|k3|s1|ST_10_3|h0|L2,120,10.0,3.0,1,ST_10_3,0,2.0,56,10,6.57,6.57,6.57,-9.99,-9.99,0.658,1.854,56,48.2,32.99,-8.92,11.286,5,2.6,3979098.0
x120|d10|k3|s1|EMA50|h0|L2,120,10.0,3.0,1,EMA50,0,2.0,56,10,6.62,6.62,6.62,-8.39,-8.39,0.789,1.845,56,53.6,29.13,-9.72,11.096,3,2.6,4017053.0
x120|d10|k5|s0|ST_10_3|h0|L2,120,10.0,5.0,0,ST_10_3,0,2.0,1235,10,12.79,12.7,12.91,-24.79,-25.69,0.513,0.964,647,42.3,30.77,-10.9,6.737,9,29.8,13602632.0
x120|d10|k5|s0|EMA50|h0|L2,120,10.0,5.0,0,EMA50,0,2.0,1235,10,14.38,14.36,14.42,-24.23,-24.56,0.594,1.022,654,41.5,32.6,-10.18,7.554,12,30.2,18446836.0
x120|d10|k5|s1|ST_10_3|h0|L2,120,10.0,5.0,1,ST_10_3,0,2.0,35,10,6.48,6.48,6.48,-9.58,-9.58,0.677,2.019,35,45.7,46.79,-10.03,15.943,3,1.6,3904047.0
x120|d10|k5|s1|EMA50|h0|L2,120,10.0,5.0,1,EMA50,0,2.0,35,10,6.57,6.57,6.57,-9.22,-9.22,0.713,1.945,35,54.3,39.36,-10.82,16.421,3,1.6,3978370.0
x120|d20|k0|s0|ST_10_3|h0|L2,120,20.0,0.0,0,ST_10_3,0,2.0,2781,10,17.02,16.66,17.5,-27.17,-27.5,0.629,1.084,946,44.6,26.52,-9.29,6.717,21,43.6,30240442.0
x120|d20|k0|s0|EMA50|h0|L2,120,20.0,0.0,0,EMA50,0,2.0,2781,10,18.48,18.02,19.03,-31.88,-32.94,0.582,1.111,960,42.7,28.67,-8.84,7.177,24,44.3,39531028.0
x120|d20|k0|s1|ST_10_3|h0|L2,120,20.0,0.0,1,ST_10_3,0,2.0,89,10,6.5,6.5,6.5,-13.62,-13.62,0.477,1.592,89,36.0,34.67,-8.2,7.216,12,4.1,3918444.0
x120|d20|k0|s1|EMA50|h0|L2,120,20.0,0.0,1,EMA50,0,2.0,89,10,6.38,6.38,6.38,-11.27,-11.27,0.566,1.601,89,41.6,27.16,-8.43,6.366,9,4.1,3827682.0
x120|d20|k2|s0|ST_10_3|h0|L2,120,20.0,2.0,0,ST_10_3,0,2.0,2102,10,17.09,16.52,17.28,-28.07,-28.09,0.611,1.105,831,42.7,31.22,-10.02,7.594,21,38.3,30591442.0
x120|d20|k2|s0|EMA50|h0|L2,120,20.0,2.0,0,EMA50,0,2.0,2102,10,17.32,17.13,17.54,-28.07,-28.07,0.619,1.085,829,41.7,31.44,-9.24,7.703,17,38.2,31976040.0
x120|d20|k2|s1|ST_10_3|h0|L2,120,20.0,2.0,1,ST_10_3,0,2.0,69,10,6.46,6.46,6.46,-11.41,-11.41,0.566,1.709,69,40.6,34.46,-8.7,8.813,7,3.2,3887273.0
x120|d20|k2|s1|EMA50|h0|L2,120,20.0,2.0,1,EMA50,0,2.0,69,10,6.53,6.53,6.53,-8.53,-8.53,0.765,1.756,69,46.4,29.42,-9.09,8.77,4,3.2,3941694.0
x120|d20|k3|s0|ST_10_3|h0|L2,120,20.0,3.0,0,ST_10_3,0,2.0,1668,10,15.24,15.07,15.43,-25.01,-25.83,0.609,1.038,743,42.6,30.45,-10.02,7.203,17,34.3,21682464.0
x120|d20|k3|s0|EMA50|h0|L2,120,20.0,3.0,0,EMA50,0,2.0,1668,10,15.62,15.4,15.74,-28.33,-31.05,0.552,1.026,752,41.1,31.86,-9.65,7.411,12,34.7,23274720.0
x120|d20|k3|s1|ST_10_3|h0|L2,120,20.0,3.0,1,ST_10_3,0,2.0,56,10,6.57,6.57,6.57,-9.99,-9.99,0.658,1.854,56,48.2,32.99,-8.92,11.286,5,2.6,3979098.0
x120|d20|k3|s1|EMA50|h0|L2,120,20.0,3.0,1,EMA50,0,2.0,56,10,6.62,6.62,6.62,-8.39,-8.39,0.789,1.845,56,53.6,29.13,-9.72,11.096,3,2.6,4017053.0
x120|d20|k5|s0|ST_10_3|h0|L2,120,20.0,5.0,0,ST_10_3,0,2.0,1169,10,12.86,12.83,12.95,-25.93,-25.93,0.496,0.972,616,41.7,32.28,-11.08,7.01,12,28.4,13773097.0
x120|d20|k5|s0|EMA50|h0|L2,120,20.0,5.0,0,EMA50,0,2.0,1169,10,13.94,13.94,14.04,-25.04,-25.04,0.557,1.011,617,41.5,32.9,-10.33,7.611,16,28.5,16962366.0
x120|d20|k5|s1|ST_10_3|h0|L2,120,20.0,5.0,1,ST_10_3,0,2.0,35,10,6.48,6.48,6.48,-9.58,-9.58,0.677,2.019,35,45.7,46.79,-10.03,15.943,3,1.6,3904047.0
x120|d20|k5|s1|EMA50|h0|L2,120,20.0,5.0,1,EMA50,0,2.0,35,10,6.57,6.57,6.57,-9.22,-9.22,0.713,1.945,35,54.3,39.36,-10.82,16.421,3,1.6,3978370.0
x250|d0|k0|s0|ST_10_3|h0|L2,250,0.0,0.0,0,ST_10_3,0,2.0,1806,10,16.63,16.38,16.79,-33.62,-35.61,0.495,1.139,770,44.2,29.67,-9.59,7.802,12,35.5,28098941.0
x250|d0|k0|s0|EMA50|h0|L2,250,0.0,0.0,0,EMA50,0,2.0,1806,10,16.6,16.31,16.74,-36.79,-36.79,0.451,1.082,780,42.5,30.22,-9.1,7.585,14,36.0,27936770.0
x250|d0|k0|s1|ST_10_3|h0|L2,250,0.0,0.0,1,ST_10_3,0,2.0,21,10,6.04,6.04,6.04,-4.04,-4.04,1.492,3.089,21,52.4,37.5,-9.89,14.936,4,1.0,3565248.0
x250|d0|k0|s1|EMA50|h0|L2,250,0.0,0.0,1,EMA50,0,2.0,21,10,5.92,5.92,5.92,-2.21,-2.21,2.674,3.212,21,42.9,41.48,-9.28,12.471,4,1.0,3480426.0
x250|d0|k2|s0|ST_10_3|h0|L2,250,0.0,2.0,0,ST_10_3,0,2.0,1357,10,15.3,15.23,15.33,-30.69,-30.69,0.499,1.089,668,43.5,31.42,-10.04,8.012,11,30.8,21951291.0
x250|d0|k2|s0|EMA50|h0|L2,250,0.0,2.0,0,EMA50,0,2.0,1357,10,15.04,14.84,15.15,-29.87,-29.87,0.504,1.02,669,42.5,31.33,-9.68,7.799,15,30.9,20857889.0
x250|d0|k3|s0|ST_10_3|h0|L2,250,0.0,3.0,0,ST_10_3,0,2.0,1062,10,14.39,14.29,14.39,-28.62,-28.62,0.503,1.087,577,43.3,32.67,-10.32,8.309,10,26.6,18478900.0
x250|d0|k3|s0|EMA50|h0|L2,250,0.0,3.0,0,EMA50,0,2.0,1062,10,13.68,13.68,13.82,-28.78,-28.78,0.475,1.008,571,42.9,31.09,-9.64,7.835,13,26.3,16138676.0
x250|d0|k5|s0|ST_10_3|h0|L2,250,0.0,5.0,0,ST_10_3,0,2.0,728,10,12.43,12.43,12.43,-25.28,-25.28,0.492,1.08,454,43.4,34.02,-11.22,8.409,11,20.9,12684951.0
x250|d0|k5|s0|EMA50|h0|L2,250,0.0,5.0,0,EMA50,0,2.0,728,10,12.68,12.68,12.68,-24.5,-24.5,0.517,1.033,453,42.2,34.92,-10.65,8.566,13,20.9,13312512.0
x250|d10|k0|s0|ST_10_3|h0|L2,250,10.0,0.0,0,ST_10_3,0,2.0,1806,10,16.63,16.38,16.79,-33.62,-35.61,0.495,1.139,770,44.2,29.67,-9.59,7.802,12,35.5,28098941.0
x250|d10|k0|s0|EMA50|h0|L2,250,10.0,0.0,0,EMA50,0,2.0,1806,10,16.6,16.31,16.74,-36.79,-36.79,0.451,1.082,780,42.5,30.22,-9.1,7.585,14,36.0,27936770.0
x250|d10|k0|s1|ST_10_3|h0|L2,250,10.0,0.0,1,ST_10_3,0,2.0,21,10,6.04,6.04,6.04,-4.04,-4.04,1.492,3.089,21,52.4,37.5,-9.89,14.936,4,1.0,3565248.0
x250|d10|k0|s1|EMA50|h0|L2,250,10.0,0.0,1,EMA50,0,2.0,21,10,5.92,5.92,5.92,-2.21,-2.21,2.674,3.212,21,42.9,41.48,-9.28,12.471,4,1.0,3480426.0
x250|d10|k2|s0|ST_10_3|h0|L2,250,10.0,2.0,0,ST_10_3,0,2.0,1357,10,15.3,15.23,15.33,-30.69,-30.69,0.499,1.089,668,43.5,31.42,-10.04,8.012,11,30.8,21951291.0
x250|d10|k2|s0|EMA50|h0|L2,250,10.0,2.0,0,EMA50,0,2.0,1357,10,15.04,14.84,15.15,-29.87,-29.87,0.504,1.02,669,42.5,31.33,-9.68,7.799,15,30.9,20857889.0
x250|d10|k3|s0|ST_10_3|h0|L2,250,10.0,3.0,0,ST_10_3,0,2.0,1062,10,14.39,14.29,14.39,-28.62,-28.62,0.503,1.087,577,43.3,32.67,-10.32,8.309,10,26.6,18478900.0
x250|d10|k3|s0|EMA50|h0|L2,250,10.0,3.0,0,EMA50,0,2.0,1062,10,13.68,13.68,13.82,-28.78,-28.78,0.475,1.008,571,42.9,31.09,-9.64,7.835,13,26.3,16138676.0
x250|d10|k5|s0|ST_10_3|h0|L2,250,10.0,5.0,0,ST_10_3,0,2.0,728,10,12.43,12.43,12.43,-25.28,-25.28,0.492,1.08,454,43.4,34.02,-11.22,8.409,11,20.9,12684951.0
x250|d10|k5|s0|EMA50|h0|L2,250,10.0,5.0,0,EMA50,0,2.0,728,10,12.68,12.68,12.68,-24.5,-24.5,0.517,1.033,453,42.2,34.92,-10.65,8.566,13,20.9,13312512.0
x250|d20|k0|s0|ST_10_3|h0|L2,250,20.0,0.0,0,ST_10_3,0,2.0,1796,10,16.42,16.23,16.7,-36.86,-37.32,0.445,1.125,772,43.7,30.02,-9.57,7.707,12,35.6,27041060.0
x250|d20|k0|s0|EMA50|h0|L2,250,20.0,0.0,0,EMA50,0,2.0,1796,10,16.69,16.43,16.7,-36.88,-36.88,0.453,1.087,773,42.1,30.67,-9.07,7.681,14,35.7,28450724.0
x250|d20|k0|s1|ST_10_3|h0|L2,250,20.0,0.0,1,ST_10_3,0,2.0,21,10,6.04,6.04,6.04,-4.04,-4.04,1.492,3.089,21,52.4,37.5,-9.89,14.936,4,1.0,3565248.0
x250|d20|k0|s1|EMA50|h0|L2,250,20.0,0.0,1,EMA50,0,2.0,21,10,5.92,5.92,5.92,-2.21,-2.21,2.674,3.212,21,42.9,41.48,-9.28,12.471,4,1.0,3480426.0
x250|d20|k2|s0|ST_10_3|h0|L2,250,20.0,2.0,0,ST_10_3,0,2.0,1351,10,15.77,15.67,15.77,-30.69,-30.69,0.514,1.111,670,43.6,31.84,-10.06,8.2,11,30.9,23937048.0
x250|d20|k2|s0|EMA50|h0|L2,250,20.0,2.0,0,EMA50,0,2.0,1351,10,14.89,14.76,14.91,-29.87,-29.87,0.498,1.011,670,42.5,31.39,-9.75,7.722,15,30.9,20291054.0
x250|d20|k3|s0|ST_10_3|h0|L2,250,20.0,3.0,0,ST_10_3,0,2.0,1058,10,14.27,14.25,14.33,-28.62,-28.62,0.498,1.086,574,43.7,32.16,-10.35,8.245,10,26.5,18037331.0
x250|d20|k3|s0|EMA50|h0|L2,250,20.0,3.0,0,EMA50,0,2.0,1058,10,13.79,13.79,13.9,-28.78,-28.78,0.479,1.015,570,43.0,31.14,-9.62,7.9,13,26.3,16472272.0
x250|d20|k5|s0|ST_10_3|h0|L2,250,20.0,5.0,0,ST_10_3,0,2.0,725,10,12.36,12.36,12.36,-25.28,-25.28,0.489,1.076,453,43.3,34.06,-11.22,8.372,11,20.9,12534091.0
x250|d20|k5|s0|EMA50|h0|L2,250,20.0,5.0,0,EMA50,0,2.0,725,10,12.61,12.61,12.61,-24.5,-24.5,0.515,1.028,452,42.0,34.95,-10.65,8.518,13,20.8,13135539.0
