weights,n,w_OA,w_TN,w_IPO,w_GOLD,A_cagr,A_dcagr,A_dd,A_calmar,A_dcalmar,A_winb,A_winc,A_winm,B_cagr,B_dcagr,B_dd,B_calmar,B_dcalmar,B_winb,B_winc,B_winm,C_cagr,C_dcagr,C_dd,C_calmar,C_dcalmar,C_winb,C_winc,C_winm,ADMITTED,minCalmar
GOLD:0.10|IPO:0.05|OA:0.40|TN:0.45,4,0.4,0.45,0.05,0.1,25.44,-1.17,-11.79,2.136,0.427,360,360,354,26.56,-1.19,-12.95,2.125,0.435,360,360,359,29.29,-1.18,-11.79,2.458,0.511,360,360,340,False,2.125
GOLD:0.05|IPO:0.10|OA:0.40|TN:0.45,4,0.4,0.45,0.1,0.05,26.24,-0.35,-12.4,2.102,0.399,360,360,337,27.43,-0.29,-13.27,2.138,0.452,360,360,360,30.5,0.11,-12.4,2.444,0.491,360,360,334,False,2.102
IPO:0.15|OA:0.40|TN:0.45,3,0.4,0.45,0.15,0.0,27.07,0.45,-13.32,2.025,0.35,342,322,324,28.27,0.56,-14.01,2.087,0.404,360,360,360,31.74,1.34,-13.32,2.377,0.457,355,325,334,True,2.025
GOLD:0.10|OA:0.40|TN:0.50,3,0.4,0.5,0.0,0.1,24.8,-1.84,-12.38,2.008,0.267,358,360,360,25.91,-1.87,-13.79,1.935,0.249,360,360,360,28.2,-2.25,-12.38,2.268,0.301,360,360,360,False,1.935
GOLD:0.05|IPO:0.05|OA:0.40|TN:0.50,4,0.4,0.5,0.05,0.05,25.62,-1.04,-12.79,1.993,0.274,360,360,350,26.76,-1.0,-14.17,1.955,0.269,360,360,360,29.46,-1.04,-12.78,2.285,0.33,360,360,337,False,1.955
IPO:0.10|OA:0.40|TN:0.50,3,0.4,0.5,0.1,0.0,26.42,-0.27,-13.37,1.962,0.245,357,330,332,27.64,-0.16,-14.86,1.916,0.237,360,360,360,30.68,0.18,-13.37,2.276,0.312,360,331,334,False,1.916
GOLD:0.05|OA:0.40|TN:0.55,3,0.4,0.55,0.0,0.05,24.99,-1.72,-13.43,1.864,0.125,354,360,360,26.11,-1.72,-15.02,1.786,0.103,360,360,360,28.34,-2.17,-13.43,2.1,0.13,354,360,360,False,1.786
IPO:0.05|OA:0.40|TN:0.55,3,0.4,0.55,0.05,0.0,25.79,-0.9,-13.88,1.862,0.126,358,339,339,26.98,-0.84,-15.67,1.759,0.078,360,360,360,29.58,-0.92,-13.87,2.129,0.15,359,334,337,False,1.759
OA:0.40|TN:0.60,2,0.4,0.6,0.0,0.0,25.13,-1.58,-14.49,1.733,-0.0,180,0,0,26.31,-1.54,-16.48,1.615,-0.065,30,0,0,28.45,-1.98,-14.47,1.957,-0.009,169,0,0,False,1.615
GOLD:0.55|OA:0.45,2,0.45,0.0,0.0,0.55,23.09,-3.51,-11.68,1.987,0.31,326,360,360,23.85,-3.93,-12.33,1.93,0.265,360,360,360,26.52,-3.53,-9.45,2.799,0.895,359,360,360,False,1.93
GOLD:0.50|IPO:0.05|OA:0.45,3,0.45,0.0,0.05,0.5,24.07,-2.59,-10.48,2.305,0.634,353,360,360,24.87,-2.92,-11.48,2.161,0.498,360,360,360,27.87,-2.16,-8.93,3.128,1.229,360,360,360,False,2.161
GOLD:0.45|IPO:0.10|OA:0.45,3,0.45,0.0,0.1,0.45,25.01,-1.67,-9.27,2.702,1.031,360,360,360,25.84,-1.97,-10.62,2.431,0.768,360,360,360,29.27,-0.84,-8.57,3.447,1.506,360,360,360,False,2.431
GOLD:0.40|IPO:0.15|OA:0.45,3,0.45,0.0,0.15,0.4,25.96,-0.77,-8.85,2.945,1.244,360,360,360,26.82,-0.99,-9.77,2.744,1.078,360,360,360,30.69,0.5,-8.85,3.473,1.55,360,360,360,False,2.744
GOLD:0.35|IPO:0.20|OA:0.45,3,0.45,0.0,0.2,0.35,26.91,0.13,-9.94,2.732,1.019,360,360,360,27.8,-0.04,-9.94,2.816,1.166,360,360,360,32.1,1.8,-9.94,3.263,1.322,360,360,360,True,2.732
GOLD:0.30|IPO:0.25|OA:0.45,3,0.45,0.0,0.25,0.3,27.84,1.01,-11.07,2.519,0.817,360,360,312,28.77,0.92,-11.07,2.607,0.961,360,360,360,33.49,3.09,-11.07,3.029,1.104,360,360,360,True,2.519
GOLD:0.25|IPO:0.30|OA:0.45,3,0.45,0.0,0.3,0.25,28.76,1.89,-12.19,2.344,0.661,358,360,348,29.73,1.85,-12.19,2.438,0.792,360,360,360,34.84,4.39,-12.19,2.839,0.929,360,360,360,True,2.344
GOLD:0.20|IPO:0.35|OA:0.45,3,0.45,0.0,0.35,0.2,29.6,2.77,-13.3,2.2,0.527,349,360,348,30.68,2.78,-13.3,2.297,0.653,360,360,360,36.16,5.7,-13.3,2.683,0.786,357,360,360,True,2.2
GOLD:0.15|IPO:0.40|OA:0.45,3,0.45,0.0,0.4,0.15,30.39,3.61,-14.41,2.082,0.418,333,360,360,31.6,3.71,-14.41,2.177,0.535,360,360,360,37.41,6.93,-14.41,2.56,0.675,353,360,360,True,2.082
GOLD:0.10|IPO:0.45|OA:0.45,3,0.45,0.0,0.45,0.1,31.15,4.41,-15.57,1.985,0.313,323,360,360,32.44,4.57,-15.57,2.077,0.428,360,360,360,38.67,8.23,-15.57,2.458,0.565,348,360,360,True,1.985
GOLD:0.05|IPO:0.50|OA:0.45,3,0.45,0.0,0.5,0.05,31.91,5.21,-16.83,1.884,0.212,291,360,360,33.3,5.44,-16.83,1.96,0.317,357,360,360,39.94,9.54,-16.83,2.353,0.447,331,360,360,True,1.884
IPO:0.55|OA:0.45,2,0.45,0.0,0.55,0.0,32.68,6.0,-18.54,1.761,0.092,224,276,360,34.15,6.28,-18.54,1.835,0.194,333,336,360,41.22,10.82,-18.54,2.217,0.31,314,360,360,False,1.761
GOLD:0.50|OA:0.45|TN:0.05,3,0.45,0.05,0.0,0.5,23.49,-3.17,-10.88,2.161,0.49,344,360,360,24.27,-3.54,-12.2,1.995,0.326,360,358,358,26.86,-3.21,-9.14,2.959,1.046,359,360,360,False,1.995
GOLD:0.45|IPO:0.05|OA:0.45|TN:0.05,4,0.45,0.05,0.05,0.45,24.4,-2.27,-9.69,2.526,0.859,360,360,360,25.23,-2.55,-11.35,2.23,0.563,360,360,360,28.21,-1.85,-8.58,3.274,1.371,360,360,360,False,2.23
GOLD:0.40|IPO:0.10|OA:0.45|TN:0.05,4,0.45,0.05,0.1,0.4,25.33,-1.35,-8.69,2.931,1.227,360,360,360,26.22,-1.59,-10.49,2.503,0.84,360,360,360,29.61,-0.53,-8.42,3.524,1.576,360,360,360,False,2.503
GOLD:0.35|IPO:0.15|OA:0.45|TN:0.05,4,0.45,0.05,0.15,0.35,26.25,-0.45,-9.3,2.845,1.143,360,360,360,27.19,-0.65,-9.67,2.805,1.146,360,360,360,30.97,0.77,-9.3,3.361,1.421,360,360,360,False,2.805
GOLD:0.30|IPO:0.20|OA:0.45|TN:0.05,4,0.45,0.05,0.2,0.3,27.15,0.43,-10.4,2.636,0.924,360,360,302,28.14,0.32,-10.4,2.723,1.073,360,360,360,32.38,2.07,-10.4,3.138,1.2,360,360,360,True,2.636
GOLD:0.25|IPO:0.25|OA:0.45|TN:0.05,4,0.45,0.05,0.25,0.25,28.03,1.32,-11.53,2.44,0.745,360,360,307,29.09,1.25,-11.53,2.528,0.886,360,360,360,33.73,3.34,-11.53,2.926,1.009,360,360,360,True,2.44
GOLD:0.20|IPO:0.30|OA:0.45|TN:0.05,4,0.45,0.05,0.3,0.2,28.89,2.18,-12.65,2.278,0.595,355,360,348,30.01,2.19,-12.65,2.373,0.731,360,360,360,35.04,4.68,-12.65,2.753,0.848,360,360,360,True,2.278
GOLD:0.15|IPO:0.35|OA:0.45|TN:0.05,4,0.45,0.05,0.35,0.15,29.74,3.04,-13.76,2.144,0.478,345,360,360,30.9,3.1,-13.76,2.24,0.6,360,360,360,36.39,5.93,-13.76,2.609,0.723,356,360,360,True,2.144
GOLD:0.10|IPO:0.40|OA:0.45|TN:0.05,4,0.45,0.05,0.4,0.1,30.57,3.85,-14.91,2.036,0.369,329,360,360,31.78,3.99,-14.91,2.128,0.487,360,360,360,37.68,7.19,-14.91,2.497,0.604,351,360,360,True,2.036
GOLD:0.05|IPO:0.45|OA:0.45|TN:0.05,4,0.45,0.05,0.45,0.05,31.37,4.66,-16.19,1.926,0.253,305,360,360,32.63,4.87,-16.19,2.008,0.364,358,360,360,38.94,8.51,-16.19,2.385,0.481,334,360,360,True,1.926
IPO:0.50|OA:0.45|TN:0.05,3,0.45,0.05,0.5,0.0,32.17,5.46,-17.86,1.794,0.132,252,257,357,33.48,5.71,-17.86,1.873,0.232,343,275,360,40.19,9.8,-17.86,2.239,0.346,320,360,360,False,1.794
GOLD:0.45|OA:0.45|TN:0.10,3,0.45,0.1,0.0,0.45,23.83,-2.85,-10.13,2.356,0.694,357,360,360,24.63,-3.18,-12.09,2.048,0.383,360,358,358,27.25,-2.9,-8.91,3.083,1.192,360,360,360,False,2.048
GOLD:0.40|IPO:0.05|OA:0.45|TN:0.10,4,0.45,0.1,0.05,0.4,24.73,-1.95,-8.94,2.764,1.078,360,360,352,25.6,-2.19,-11.23,2.292,0.629,360,360,360,28.56,-1.56,-8.46,3.394,1.457,360,360,360,False,2.292
GOLD:0.35|IPO:0.10|OA:0.45|TN:0.10,4,0.45,0.1,0.1,0.35,25.63,-1.05,-8.69,2.927,1.236,360,360,357,26.55,-1.23,-10.38,2.572,0.916,360,360,360,29.89,-0.25,-8.69,3.411,1.505,360,360,360,False,2.572
GOLD:0.30|IPO:0.15|OA:0.45|TN:0.10,4,0.45,0.1,0.15,0.3,26.51,-0.16,-9.77,2.705,1.028,360,360,295,27.49,-0.3,-9.77,2.794,1.166,360,360,360,31.25,1.05,-9.77,3.181,1.281,360,360,359,False,2.705
GOLD:0.25|IPO:0.20|OA:0.45|TN:0.10,4,0.45,0.1,0.2,0.25,27.37,0.72,-10.87,2.53,0.839,360,360,260,28.4,0.65,-10.87,2.621,0.981,360,360,360,32.55,2.33,-10.87,3.004,1.089,360,360,360,False,2.53
GOLD:0.20|IPO:0.25|OA:0.45|TN:0.10,4,0.45,0.1,0.25,0.2,28.23,1.6,-11.99,2.367,0.675,359,360,342,29.31,1.57,-11.99,2.453,0.813,360,360,360,33.89,3.63,-11.99,2.846,0.915,360,360,360,True,2.367
GOLD:0.15|IPO:0.30|OA:0.45|TN:0.10,4,0.45,0.1,0.3,0.15,29.07,2.47,-13.1,2.221,0.54,351,360,348,30.2,2.49,-13.1,2.307,0.67,360,360,360,35.21,4.9,-13.1,2.685,0.774,358,360,360,True,2.221
GOLD:0.10|IPO:0.35|OA:0.45|TN:0.10,4,0.45,0.1,0.35,0.1,29.91,3.27,-14.25,2.1,0.423,334,360,360,31.1,3.41,-14.25,2.187,0.548,360,360,360,36.53,6.14,-14.25,2.553,0.65,354,360,360,True,2.1
GOLD:0.05|IPO:0.40|OA:0.45|TN:0.10,4,0.45,0.1,0.4,0.05,30.71,4.1,-15.6,1.974,0.3,318,358,358,31.95,4.27,-15.6,2.06,0.412,360,360,359,37.8,7.48,-15.6,2.422,0.518,340,360,360,True,1.974
IPO:0.45|OA:0.45|TN:0.10,3,0.45,0.1,0.45,0.0,31.5,4.89,-17.11,1.834,0.173,269,245,353,32.79,5.12,-17.11,1.915,0.275,351,269,359,39.08,8.76,-17.11,2.271,0.377,322,358,360,False,1.834
GOLD:0.40|OA:0.45|TN:0.15,3,0.45,0.15,0.0,0.4,24.09,-2.55,-9.42,2.558,0.897,360,360,360,24.96,-2.83,-11.97,2.096,0.446,360,358,358,27.54,-2.62,-8.7,3.186,1.276,360,360,360,False,2.096
GOLD:0.35|IPO:0.05|OA:0.45|TN:0.15,4,0.45,0.15,0.05,0.35,25.02,-1.66,-8.65,2.892,1.187,360,360,349,25.91,-1.86,-11.11,2.343,0.701,360,360,360,28.85,-1.28,-8.55,3.38,1.442,360,360,359,False,2.343
GOLD:0.30|IPO:0.10|OA:0.45|TN:0.15,4,0.45,0.15,0.1,0.3,25.92,-0.76,-9.18,2.787,1.098,360,360,297,26.87,-0.92,-10.27,2.629,0.993,360,360,360,30.16,0.01,-9.18,3.257,1.336,360,360,356,False,2.629
GOLD:0.25|IPO:0.15|OA:0.45|TN:0.15,4,0.45,0.15,0.15,0.25,26.8,0.12,-10.29,2.595,0.922,360,360,268,27.81,0.03,-10.29,2.699,1.066,360,360,360,31.49,1.29,-10.29,3.048,1.162,360,360,354,False,2.595
GOLD:0.20|IPO:0.20|OA:0.45|TN:0.15,4,0.45,0.15,0.2,0.2,27.62,1.01,-11.41,2.42,0.76,360,360,316,28.7,0.95,-11.41,2.522,0.896,360,360,360,32.79,2.56,-11.41,2.872,0.981,360,360,360,True,2.42
GOLD:0.15|IPO:0.25|OA:0.45|TN:0.15,4,0.45,0.15,0.25,0.15,28.46,1.87,-12.45,2.286,0.609,357,360,347,29.6,1.88,-12.45,2.376,0.745,360,360,359,34.07,3.87,-12.45,2.732,0.832,360,360,360,True,2.286
GOLD:0.10|IPO:0.30|OA:0.45|TN:0.15,4,0.45,0.15,0.3,0.1,29.31,2.7,-13.58,2.16,0.474,348,360,358,30.5,2.79,-13.58,2.246,0.611,360,360,360,35.38,5.11,-13.58,2.606,0.69,356,360,360,True,2.16
GOLD:0.05|IPO:0.35|OA:0.45|TN:0.15,4,0.45,0.15,0.35,0.05,30.1,3.51,-14.91,2.028,0.344,327,348,346,31.36,3.67,-14.91,2.112,0.467,360,358,354,36.69,6.44,-14.91,2.466,0.562,344,360,360,True,2.028
IPO:0.40|OA:0.45|TN:0.15,3,0.45,0.15,0.4,0.0,30.89,4.31,-16.38,1.884,0.216,292,213,328,32.2,4.52,-16.38,1.962,0.315,356,254,345,37.93,7.7,-16.38,2.306,0.413,325,340,360,False,1.884
GOLD:0.35|OA:0.45|TN:0.20,3,0.45,0.2,0.0,0.35,24.41,-2.26,-8.94,2.728,1.001,360,360,360,25.29,-2.5,-11.85,2.136,0.512,360,359,359,27.83,-2.35,-8.61,3.243,1.247,360,360,360,False,2.136
GOLD:0.30|IPO:0.05|OA:0.45|TN:0.20,4,0.45,0.2,0.05,0.3,25.29,-1.37,-9.04,2.813,1.083,360,360,318,26.24,-1.54,-11.01,2.385,0.776,360,360,360,29.14,-1.02,-8.97,3.246,1.288,360,360,350,False,2.385
GOLD:0.25|IPO:0.10|OA:0.45|TN:0.20,4,0.45,0.2,0.1,0.25,26.16,-0.49,-9.77,2.654,0.963,360,360,292,27.16,-0.61,-10.27,2.64,1.022,360,360,360,30.48,0.25,-9.77,3.085,1.176,360,360,350,False,2.64
GOLD:0.20|IPO:0.15|OA:0.45|TN:0.20,4,0.45,0.2,0.15,0.2,27.03,0.38,-10.78,2.489,0.811,360,360,311,28.08,0.33,-10.78,2.59,0.96,360,360,360,31.73,1.52,-10.78,2.927,1.029,360,360,360,True,2.489
GOLD:0.15|IPO:0.20|OA:0.45|TN:0.20,4,0.45,0.2,0.2,0.15,27.87,1.26,-11.88,2.336,0.672,360,360,339,28.97,1.25,-11.88,2.436,0.799,360,360,360,33.05,2.79,-11.88,2.77,0.886,360,360,360,True,2.336
GOLD:0.10|IPO:0.25|OA:0.45|TN:0.20,4,0.45,0.2,0.25,0.1,28.68,2.11,-13.01,2.206,0.536,355,360,343,29.85,2.17,-13.01,2.296,0.67,360,360,356,34.35,4.07,-13.01,2.64,0.745,358,360,360,True,2.206
GOLD:0.05|IPO:0.30|OA:0.45|TN:0.20,4,0.45,0.2,0.3,0.05,29.49,2.91,-14.23,2.081,0.404,328,334,336,30.72,3.05,-14.23,2.161,0.524,360,353,345,35.59,5.37,-14.23,2.501,0.602,351,360,360,True,2.081
IPO:0.35|OA:0.45|TN:0.20,3,0.45,0.2,0.35,0.0,30.31,3.71,-15.67,1.929,0.26,300,196,317,31.56,3.9,-15.67,2.008,0.367,357,254,330,36.83,6.64,-15.67,2.336,0.449,327,322,358,False,1.929
GOLD:0.30|OA:0.45|TN:0.25,3,0.45,0.25,0.0,0.3,24.67,-2.0,-9.31,2.665,0.925,360,360,360,25.6,-2.18,-11.74,2.169,0.581,360,360,360,28.1,-2.11,-9.11,3.066,1.139,360,360,360,False,2.169
GOLD:0.25|IPO:0.05|OA:0.45|TN:0.25,4,0.45,0.25,0.05,0.25,25.56,-1.11,-9.77,2.633,0.91,360,360,324,26.52,-1.24,-10.91,2.417,0.831,360,360,360,29.44,-0.8,-9.77,3.021,1.084,360,360,349,False,2.417
GOLD:0.20|IPO:0.10|OA:0.45|TN:0.25,4,0.45,0.25,0.1,0.2,26.41,-0.24,-10.48,2.514,0.815,360,360,334,27.45,-0.3,-10.58,2.571,0.939,360,360,360,30.74,0.47,-10.48,2.921,0.99,360,360,357,False,2.514
GOLD:0.15|IPO:0.15|OA:0.45|TN:0.25,4,0.45,0.25,0.15,0.15,27.26,0.62,-11.37,2.382,0.702,360,360,337,28.31,0.62,-11.37,2.474,0.836,360,360,360,32.01,1.74,-11.37,2.802,0.891,360,360,360,True,2.382
GOLD:0.10|IPO:0.20|OA:0.45|TN:0.25,4,0.45,0.25,0.2,0.1,28.07,1.49,-12.42,2.25,0.58,358,360,341,29.19,1.52,-12.42,2.344,0.713,360,360,356,33.26,3.03,-12.42,2.669,0.777,360,360,359,True,2.25
GOLD:0.05|IPO:0.25|OA:0.45|TN:0.25,4,0.45,0.25,0.25,0.05,28.9,2.31,-13.6,2.116,0.458,336,341,329,30.08,2.42,-13.6,2.201,0.577,360,358,343,34.5,4.3,-13.6,2.526,0.644,356,360,349,True,2.116
IPO:0.30|OA:0.45|TN:0.25,3,0.45,0.25,0.3,0.0,29.69,3.11,-15.01,1.97,0.305,311,213,311,30.9,3.29,-15.01,2.05,0.416,358,290,335,35.75,5.57,-15.01,2.363,0.48,329,311,349,False,1.97
GOLD:0.25|OA:0.45|TN:0.30,3,0.45,0.3,0.0,0.25,24.9,-1.75,-10.03,2.489,0.762,360,360,360,25.88,-1.88,-11.64,2.197,0.624,360,360,360,28.4,-1.89,-9.98,2.826,0.918,360,360,360,False,2.197
GOLD:0.20|IPO:0.05|OA:0.45|TN:0.30,4,0.45,0.3,0.05,0.2,25.78,-0.88,-10.6,2.43,0.729,360,360,346,26.77,-0.97,-10.98,2.417,0.776,360,360,359,29.71,-0.58,-10.6,2.804,0.866,360,360,358,False,2.417
GOLD:0.15|IPO:0.10|OA:0.45|TN:0.30,4,0.45,0.3,0.1,0.15,26.63,-0.01,-11.37,2.357,0.654,360,360,346,27.68,-0.03,-11.39,2.429,0.788,360,360,360,31.01,0.68,-11.37,2.743,0.805,360,360,360,False,2.357
GOLD:0.10|IPO:0.15|OA:0.45|TN:0.30,4,0.45,0.3,0.15,0.1,27.45,0.86,-12.11,2.26,0.571,360,360,345,28.55,0.88,-12.16,2.346,0.7,360,360,356,32.29,1.95,-12.11,2.652,0.734,360,360,355,True,2.26
GOLD:0.05|IPO:0.20|OA:0.45|TN:0.30,4,0.45,0.3,0.2,0.05,28.26,1.69,-13.17,2.137,0.478,351,354,329,29.42,1.78,-13.17,2.224,0.585,360,360,352,33.52,3.21,-13.17,2.537,0.648,358,360,349,True,2.137
IPO:0.25|OA:0.45|TN:0.30,3,0.45,0.3,0.25,0.0,29.06,2.5,-14.54,1.999,0.352,316,255,305,30.28,2.65,-14.54,2.073,0.461,360,327,349,34.75,4.49,-14.54,2.374,0.521,330,310,346,False,1.999
GOLD:0.20|OA:0.45|TN:0.35,3,0.45,0.35,0.0,0.2,25.13,-1.52,-10.92,2.292,0.585,360,360,360,26.14,-1.62,-11.73,2.225,0.584,360,360,360,28.7,-1.69,-10.92,2.605,0.687,360,360,360,False,2.225
GOLD:0.15|IPO:0.05|OA:0.45|TN:0.35,4,0.45,0.35,0.05,0.15,25.97,-0.66,-11.52,2.254,0.557,360,360,353,27.05,-0.7,-11.78,2.324,0.64,360,360,360,30.05,-0.38,-11.52,2.593,0.667,360,360,359,False,2.254
GOLD:0.10|IPO:0.10|OA:0.45|TN:0.35,4,0.45,0.35,0.1,0.1,26.82,0.21,-12.18,2.204,0.502,360,360,343,27.9,0.22,-12.34,2.277,0.62,360,360,359,31.31,0.84,-12.18,2.554,0.624,360,360,352,True,2.204
GOLD:0.05|IPO:0.15|OA:0.45|TN:0.35,4,0.45,0.35,0.15,0.05,27.64,1.05,-13.04,2.117,0.438,359,360,328,28.76,1.12,-13.16,2.198,0.541,360,360,357,32.55,2.14,-13.04,2.48,0.573,360,360,345,True,2.117
IPO:0.20|OA:0.45|TN:0.35,3,0.45,0.35,0.2,0.0,28.42,1.87,-14.23,2.0,0.363,323,293,311,29.63,1.99,-14.3,2.079,0.448,360,352,357,33.79,3.43,-14.23,2.367,0.508,333,317,342,True,2.0
GOLD:0.15|OA:0.45|TN:0.40,3,0.45,0.4,0.0,0.15,25.36,-1.29,-11.86,2.123,0.415,360,360,360,26.39,-1.37,-12.56,2.147,0.461,360,360,360,29.04,-1.5,-11.86,2.406,0.479,360,360,360,False,2.123
GOLD:0.10|IPO:0.05|OA:0.45|TN:0.40,4,0.45,0.4,0.05,0.1,26.17,-0.45,-12.42,2.1,0.4,360,360,353,27.29,-0.46,-12.95,2.154,0.457,360,360,360,30.28,-0.23,-12.42,2.407,0.478,360,360,347,False,2.1
GOLD:0.05|IPO:0.10|OA:0.45|TN:0.40,4,0.45,0.4,0.1,0.05,27.0,0.41,-13.08,2.042,0.357,360,360,333,28.14,0.45,-13.46,2.117,0.442,360,360,359,31.53,1.04,-13.08,2.384,0.449,360,360,339,True,2.042
IPO:0.15|OA:0.45|TN:0.40,3,0.45,0.4,0.15,0.0,27.81,1.23,-14.11,1.975,0.304,331,308,317,29.0,1.32,-14.26,2.049,0.393,360,359,359,32.76,2.33,-14.11,2.312,0.412,338,324,338,True,1.975
GOLD:0.10|OA:0.45|TN:0.45,3,0.45,0.45,0.0,0.1,25.54,-1.09,-12.91,1.968,0.266,360,360,360,26.61,-1.13,-13.78,1.989,0.309,360,360,360,29.21,-1.33,-12.9,2.24,0.301,360,360,360,False,1.968
GOLD:0.05|IPO:0.05|OA:0.45|TN:0.45,4,0.45,0.45,0.05,0.05,26.36,-0.24,-13.43,1.951,0.251,360,360,339,27.5,-0.23,-14.28,1.977,0.303,360,360,360,30.46,-0.05,-13.43,2.245,0.305,360,360,335,False,1.951
IPO:0.10|OA:0.45|TN:0.45,3,0.45,0.45,0.1,0.0,27.17,0.58,-14.11,1.909,0.226,334,327,327,28.36,0.65,-15.0,1.944,0.264,360,360,360,31.67,1.24,-14.11,2.225,0.297,349,329,338,True,1.909
GOLD:0.05|OA:0.45|TN:0.50,3,0.45,0.5,0.0,0.05,25.72,-0.91,-13.89,1.834,0.134,358,360,360,26.83,-0.92,-15.24,1.82,0.137,360,360,360,29.35,-1.12,-13.89,2.08,0.144,360,360,360,False,1.82
IPO:0.05|OA:0.45|TN:0.50,3,0.45,0.5,0.05,0.0,26.54,-0.13,-14.49,1.823,0.12,358,331,332,27.71,-0.07,-15.88,1.794,0.113,360,360,360,30.62,0.1,-14.49,2.1,0.152,360,333,337,False,1.794
OA:0.45|TN:0.55,2,0.45,0.55,0.0,0.0,25.88,-0.78,-14.99,1.714,0.02,206,0,0,27.04,-0.77,-16.79,1.649,-0.032,42,0,0,29.51,-0.99,-14.99,1.944,0.014,200,0,0,False,1.649
GOLD:0.50|OA:0.50,2,0.5,0.0,0.0,0.5,24.13,-2.45,-10.56,2.3,0.627,352,360,360,24.92,-2.81,-12.71,1.957,0.294,360,360,360,27.75,-2.25,-9.98,2.85,0.922,359,360,360,False,1.957
GOLD:0.45|IPO:0.05|OA:0.50,3,0.5,0.0,0.05,0.45,25.09,-1.56,-9.53,2.637,0.948,360,360,360,25.94,-1.87,-11.86,2.181,0.521,360,360,360,29.11,-0.91,-9.42,3.121,1.173,360,360,360,False,2.181
GOLD:0.40|IPO:0.10|OA:0.50,3,0.5,0.0,0.1,0.4,26.04,-0.63,-9.48,2.729,1.038,360,360,360,26.9,-0.86,-11.0,2.443,0.783,360,360,360,30.48,0.38,-9.48,3.221,1.286,360,360,360,False,2.443
GOLD:0.35|IPO:0.15|OA:0.50,3,0.5,0.0,0.15,0.35,26.97,0.3,-10.53,2.608,0.879,360,360,360,27.86,0.04,-10.53,2.683,0.999,360,360,360,31.9,1.74,-10.53,3.099,1.121,360,360,360,True,2.608
GOLD:0.30|IPO:0.20|OA:0.50,3,0.5,0.0,0.2,0.3,27.91,1.18,-11.65,2.423,0.705,359,360,336,28.83,1.01,-11.65,2.499,0.84,360,360,360,33.31,3.06,-11.65,2.893,0.943,360,360,360,True,2.423
GOLD:0.25|IPO:0.25|OA:0.50,3,0.5,0.0,0.25,0.25,28.83,2.04,-12.77,2.265,0.564,352,360,348,29.79,1.98,-12.77,2.347,0.69,360,360,360,34.7,4.33,-12.77,2.725,0.79,358,360,360,True,2.265
GOLD:0.20|IPO:0.30|OA:0.50,3,0.5,0.0,0.3,0.2,29.74,2.91,-13.88,2.133,0.446,338,360,360,30.74,2.92,-13.88,2.22,0.568,360,360,360,36.08,5.66,-13.88,2.586,0.665,355,360,360,True,2.133
GOLD:0.15|IPO:0.35|OA:0.50,3,0.5,0.0,0.35,0.15,30.62,3.76,-14.98,2.021,0.345,326,360,360,31.68,3.8,-14.98,2.111,0.462,360,360,360,37.39,6.92,-14.98,2.468,0.57,348,360,360,True,2.021
GOLD:0.10|IPO:0.40|OA:0.50,3,0.5,0.0,0.4,0.1,31.43,4.59,-16.08,1.928,0.257,313,360,360,32.61,4.71,-16.08,2.013,0.368,360,360,360,38.69,8.18,-16.08,2.366,0.484,335,360,360,True,1.928
GOLD:0.05|IPO:0.45|OA:0.50,3,0.5,0.0,0.45,0.05,32.18,5.38,-17.38,1.848,0.175,273,360,360,33.49,5.56,-17.38,1.919,0.273,355,360,360,39.9,9.46,-17.38,2.288,0.381,327,360,360,False,1.848
IPO:0.50|OA:0.50,2,0.5,0.0,0.5,0.0,32.91,6.18,-18.76,1.75,0.078,217,348,360,34.3,6.42,-18.76,1.824,0.175,330,360,360,41.14,10.75,-18.76,2.185,0.284,305,360,360,False,1.75
GOLD:0.45|OA:0.50|TN:0.05,3,0.5,0.05,0.0,0.45,24.51,-2.12,-9.88,2.48,0.804,359,360,360,25.32,-2.44,-12.58,2.018,0.351,360,360,360,28.09,-1.94,-9.59,2.94,1.039,360,360,360,False,2.018
GOLD:0.40|IPO:0.05|OA:0.50|TN:0.05,4,0.5,0.05,0.05,0.4,25.43,-1.24,-9.27,2.741,1.038,360,360,360,26.28,-1.5,-11.73,2.247,0.582,360,360,360,29.45,-0.61,-9.26,3.18,1.248,360,360,360,False,2.247
GOLD:0.35|IPO:0.10|OA:0.50|TN:0.05,4,0.5,0.05,0.1,0.35,26.34,-0.32,-9.88,2.705,0.982,360,360,360,27.27,-0.51,-10.89,2.511,0.841,360,360,360,30.83,0.66,-9.88,3.151,1.202,360,360,360,False,2.511
GOLD:0.30|IPO:0.15|OA:0.50|TN:0.05,4,0.5,0.05,0.15,0.3,27.26,0.6,-10.99,2.517,0.8,360,360,318,28.23,0.38,-10.99,2.594,0.935,360,360,360,32.19,2.03,-10.99,2.982,1.021,360,360,360,True,2.517
GOLD:0.25|IPO:0.20|OA:0.50|TN:0.05,4,0.5,0.05,0.2,0.25,28.15,1.47,-12.11,2.35,0.643,358,360,348,29.18,1.37,-12.11,2.429,0.773,360,360,360,33.6,3.3,-12.11,2.808,0.857,360,360,360,True,2.35
