weights,n,w_OA,w_TN,w_IPO,w_GOLD,w_MYB,A_cagr,A_dcagr,A_dd,A_calmar,A_dcalmar,A_winb,A_winc,A_winm,C_cagr,C_dcagr,C_dd,C_calmar,C_dcalmar,C_winb,C_winc,C_winm,ADMITTED,minCalmar
GOLD:0.10|MYB:0.10|OA:0.40|TN:0.40,4,0.4,0.4,0.0,0.1,0.1,25.38,-1.25,-11.38,2.212,0.524,360,360,360,29.57,-0.9,-11.38,2.551,0.65,360,360,360,False,2.212
GOLD:0.20|OA:0.40|TN:0.40,3,0.4,0.4,0.0,0.2,0.0,24.38,-2.24,-10.57,2.326,0.582,360,359,359,27.82,-2.72,-10.35,2.663,0.708,360,360,360,False,2.326
IPO:0.10|MYB:0.10|OA:0.40|TN:0.40,4,0.4,0.4,0.1,0.0,0.1,27.0,0.41,-12.83,2.089,0.448,354,312,308,32.05,1.68,-12.83,2.469,0.599,360,346,326,True,2.089
GOLD:0.10|IPO:0.10|OA:0.40|TN:0.40,4,0.4,0.4,0.1,0.1,0.0,26.07,-0.53,-11.41,2.267,0.58,360,360,346,30.31,-0.14,-11.4,2.637,0.705,360,360,341,False,2.267
IPO:0.20|OA:0.40|TN:0.40,3,0.4,0.4,0.2,0.0,0.0,27.71,1.11,-13.48,2.062,0.408,332,293,312,32.75,2.44,-13.48,2.44,0.549,348,320,333,True,2.062
MYB:0.10|OA:0.40|TN:0.50,3,0.4,0.5,0.0,0.0,0.1,25.7,-0.93,-13.44,1.908,0.176,360,344,344,29.89,-0.53,-13.44,2.208,0.237,360,356,356,False,1.908
GOLD:0.10|OA:0.40|TN:0.50,3,0.4,0.5,0.0,0.1,0.0,24.8,-1.84,-12.38,2.008,0.267,358,360,360,28.2,-2.25,-12.38,2.268,0.301,360,360,360,False,2.008
IPO:0.10|OA:0.40|TN:0.50,3,0.4,0.5,0.1,0.0,0.0,26.42,-0.27,-13.37,1.962,0.245,357,330,332,30.68,0.18,-13.37,2.276,0.312,360,331,334,False,1.962
OA:0.40|TN:0.60,2,0.4,0.6,0.0,0.0,0.0,25.13,-1.58,-14.49,1.733,-0.0,180,0,0,28.45,-1.98,-14.47,1.957,-0.009,169,0,0,False,1.733
MYB:0.50|OA:0.50,2,0.5,0.0,0.0,0.0,0.5,29.13,2.6,-14.5,2.017,0.316,314,360,360,36.87,6.67,-14.5,2.554,0.613,349,360,360,True,2.017
GOLD:0.10|MYB:0.40|OA:0.50,3,0.5,0.0,0.0,0.1,0.4,28.27,1.71,-12.92,2.186,0.508,346,360,360,35.19,4.98,-12.92,2.693,0.816,358,360,360,True,2.186
GOLD:0.20|MYB:0.30|OA:0.50,3,0.5,0.0,0.0,0.2,0.3,27.3,0.75,-11.57,2.346,0.698,355,360,360,33.43,3.26,-11.57,2.847,0.995,359,360,360,True,2.346
GOLD:0.30|MYB:0.20|OA:0.50,3,0.5,0.0,0.0,0.3,0.2,26.29,-0.28,-10.51,2.492,0.835,359,360,360,31.57,1.49,-10.51,3.002,1.117,360,360,360,False,2.492
GOLD:0.40|MYB:0.10|OA:0.50,3,0.5,0.0,0.0,0.4,0.1,25.27,-1.35,-9.97,2.554,0.855,360,360,360,29.68,-0.35,-9.97,3.016,1.063,360,360,360,False,2.554
GOLD:0.50|OA:0.50,2,0.5,0.0,0.0,0.5,0.0,24.13,-2.45,-10.56,2.3,0.627,352,360,360,27.75,-2.25,-9.98,2.85,0.922,359,360,360,False,2.3
IPO:0.10|MYB:0.40|OA:0.50,3,0.5,0.0,0.1,0.0,0.4,29.9,3.35,-14.82,1.989,0.312,320,360,252,37.78,7.62,-14.82,2.521,0.606,352,360,324,False,1.989
GOLD:0.10|IPO:0.10|MYB:0.30|OA:0.50,4,0.5,0.0,0.1,0.1,0.3,29.0,2.49,-13.39,2.18,0.483,343,360,348,36.01,5.93,-13.39,2.72,0.778,357,360,360,True,2.18
GOLD:0.20|IPO:0.10|MYB:0.20|OA:0.50,4,0.5,0.0,0.1,0.2,0.2,28.05,1.51,-12.07,2.36,0.649,357,360,336,34.16,4.16,-12.07,2.898,0.931,360,360,360,True,2.36
GOLD:0.30|IPO:0.10|MYB:0.10|OA:0.50,4,0.5,0.0,0.1,0.3,0.1,27.05,0.48,-10.75,2.564,0.843,360,360,324,32.35,2.31,-10.75,3.072,1.109,360,360,360,True,2.564
GOLD:0.40|IPO:0.10|OA:0.50,3,0.5,0.0,0.1,0.4,0.0,26.04,-0.63,-9.48,2.729,1.038,360,360,360,30.48,0.38,-9.48,3.221,1.286,360,360,360,False,2.729
IPO:0.20|MYB:0.30|OA:0.50,3,0.5,0.0,0.2,0.0,0.3,30.7,4.16,-15.81,1.933,0.254,307,360,264,38.69,8.49,-15.81,2.428,0.524,335,360,348,False,1.933
GOLD:0.10|IPO:0.20|MYB:0.20|OA:0.50,4,0.5,0.0,0.2,0.1,0.2,29.82,3.2,-14.29,2.119,0.407,333,360,360,36.93,6.75,-14.29,2.631,0.677,355,360,360,True,2.119
GOLD:0.20|IPO:0.20|MYB:0.10|OA:0.50,4,0.5,0.0,0.2,0.2,0.1,28.9,2.23,-12.98,2.262,0.547,351,360,348,35.15,4.91,-12.98,2.753,0.79,358,360,360,True,2.262
GOLD:0.30|IPO:0.20|OA:0.50,3,0.5,0.0,0.2,0.3,0.0,27.91,1.18,-11.65,2.423,0.705,359,360,336,33.31,3.06,-11.65,2.893,0.943,360,360,360,True,2.423
IPO:0.30|MYB:0.20|OA:0.50,3,0.5,0.0,0.3,0.0,0.2,31.56,4.9,-16.81,1.874,0.197,282,360,336,39.65,9.34,-16.81,2.347,0.441,329,360,360,False,1.874
GOLD:0.10|IPO:0.30|MYB:0.10|OA:0.50,4,0.5,0.0,0.3,0.1,0.1,30.69,3.94,-15.19,2.021,0.331,324,360,360,37.9,7.58,-15.19,2.495,0.574,348,360,360,True,2.021
GOLD:0.20|IPO:0.30|OA:0.50,3,0.5,0.0,0.3,0.2,0.0,29.74,2.91,-13.88,2.133,0.446,338,360,360,36.08,5.66,-13.88,2.586,0.665,355,360,360,True,2.133
IPO:0.40|MYB:0.10|OA:0.50,3,0.5,0.0,0.4,0.0,0.1,32.37,5.57,-17.82,1.812,0.137,254,360,360,40.57,10.05,-17.82,2.272,0.357,325,360,360,False,1.812
GOLD:0.10|IPO:0.40|OA:0.50,3,0.5,0.0,0.4,0.1,0.0,31.43,4.59,-16.08,1.928,0.257,313,360,360,38.69,8.18,-16.08,2.366,0.484,335,360,360,True,1.928
IPO:0.50|OA:0.50,2,0.5,0.0,0.5,0.0,0.0,32.91,6.18,-18.76,1.75,0.078,217,348,360,41.14,10.75,-18.76,2.185,0.284,305,360,360,False,1.75
MYB:0.40|OA:0.50|TN:0.10,3,0.5,0.1,0.0,0.0,0.4,28.7,2.16,-13.96,2.051,0.363,325,360,360,35.61,5.42,-13.96,2.543,0.625,353,360,360,True,2.051
GOLD:0.10|MYB:0.30|OA:0.50|TN:0.10,4,0.5,0.1,0.0,0.1,0.3,27.85,1.25,-12.43,2.232,0.562,356,360,360,33.89,3.73,-12.43,2.717,0.819,359,360,360,True,2.232
GOLD:0.20|MYB:0.20|OA:0.50|TN:0.10,4,0.5,0.1,0.0,0.2,0.2,26.92,0.28,-11.0,2.426,0.756,360,360,360,32.12,2.01,-11.0,2.89,0.999,360,360,360,True,2.426
GOLD:0.30|MYB:0.10|OA:0.50|TN:0.10,4,0.5,0.1,0.0,0.3,0.1,25.9,-0.76,-9.87,2.612,0.942,360,360,360,30.3,0.24,-9.87,3.072,1.161,360,360,360,False,2.612
GOLD:0.40|OA:0.50|TN:0.10,3,0.5,0.1,0.0,0.4,0.0,24.84,-1.81,-9.51,2.622,0.936,360,360,360,28.45,-1.66,-9.42,3.034,1.12,360,360,360,False,2.622
IPO:0.10|MYB:0.30|OA:0.50|TN:0.10,4,0.5,0.1,0.1,0.0,0.3,29.5,2.93,-14.48,2.018,0.344,325,360,267,36.52,6.31,-14.48,2.494,0.598,352,360,318,False,2.018
GOLD:0.10|IPO:0.10|MYB:0.20|OA:0.50|TN:0.10,5,0.5,0.1,0.1,0.1,0.2,28.64,2.02,-13.0,2.207,0.518,352,360,348,34.77,4.65,-13.0,2.679,0.771,358,360,360,True,2.207
GOLD:0.20|IPO:0.10|MYB:0.10|OA:0.50|TN:0.10,5,0.5,0.1,0.1,0.2,0.1,27.66,1.02,-11.67,2.38,0.685,359,360,341,32.95,2.8,-11.67,2.838,0.915,360,360,360,True,2.38
GOLD:0.30|IPO:0.10|OA:0.50|TN:0.10,4,0.5,0.1,0.1,0.3,0.0,26.65,-0.02,-10.36,2.582,0.88,360,360,299,31.11,0.95,-10.36,3.005,1.09,360,360,360,True,2.582
IPO:0.20|MYB:0.20|OA:0.50|TN:0.10,4,0.5,0.1,0.2,0.0,0.2,30.29,3.68,-15.44,1.958,0.281,310,360,290,37.38,7.19,-15.44,2.41,0.51,332,360,347,True,1.958
GOLD:0.10|IPO:0.20|MYB:0.10|OA:0.50|TN:0.10,5,0.5,0.1,0.2,0.1,0.1,29.37,2.75,-13.88,2.128,0.438,338,360,360,35.63,5.4,-13.88,2.586,0.654,355,360,360,True,2.128
GOLD:0.20|IPO:0.20|OA:0.50|TN:0.10,4,0.5,0.1,0.2,0.2,0.0,28.37,1.73,-12.57,2.273,0.585,355,360,348,33.8,3.55,-12.57,2.713,0.779,358,360,360,True,2.273
IPO:0.30|MYB:0.10|OA:0.50|TN:0.10,4,0.5,0.1,0.3,0.0,0.1,30.99,4.41,-16.39,1.896,0.213,292,356,342,38.26,7.96,-16.39,2.325,0.424,328,360,360,True,1.896
GOLD:0.10|IPO:0.30|OA:0.50|TN:0.10,4,0.5,0.1,0.3,0.1,0.0,30.05,3.44,-14.78,2.041,0.355,327,360,360,36.42,6.12,-14.78,2.457,0.551,348,360,360,True,2.041
IPO:0.40|OA:0.50|TN:0.10,3,0.5,0.1,0.4,0.0,0.0,31.69,5.05,-17.38,1.82,0.15,261,306,360,39.03,8.68,-17.38,2.235,0.342,317,360,360,False,1.82
MYB:0.30|OA:0.50|TN:0.20,3,0.5,0.2,0.0,0.0,0.3,28.3,1.69,-13.81,2.049,0.383,330,353,353,34.4,4.13,-13.81,2.485,0.592,355,360,360,True,2.049
GOLD:0.10|MYB:0.20|OA:0.50|TN:0.20,4,0.5,0.2,0.0,0.1,0.2,27.4,0.75,-12.26,2.222,0.538,359,360,360,32.67,2.42,-12.26,2.641,0.725,360,360,360,True,2.222
GOLD:0.20|MYB:0.10|OA:0.50|TN:0.20,4,0.5,0.2,0.0,0.2,0.1,26.41,-0.23,-11.05,2.386,0.685,360,360,360,30.88,0.69,-11.05,2.781,0.857,360,360,360,False,2.386
GOLD:0.30|OA:0.50|TN:0.20,3,0.5,0.2,0.0,0.3,0.0,25.38,-1.25,-9.88,2.56,0.842,360,360,360,29.03,-1.13,-9.87,2.931,0.987,360,360,360,False,2.56
IPO:0.10|MYB:0.20|OA:0.50|TN:0.20,4,0.5,0.2,0.1,0.0,0.2,29.07,2.44,-14.26,2.022,0.36,325,357,278,35.29,4.99,-14.26,2.449,0.561,349,360,325,False,2.022
GOLD:0.10|IPO:0.10|MYB:0.10|OA:0.50|TN:0.20,5,0.5,0.2,0.1,0.1,0.1,28.11,1.5,-12.71,2.185,0.514,355,360,351,33.49,3.25,-12.71,2.604,0.703,358,360,360,True,2.185
GOLD:0.20|IPO:0.10|OA:0.50|TN:0.20,4,0.5,0.2,0.1,0.2,0.0,27.16,0.51,-11.51,2.338,0.666,360,360,340,31.64,1.46,-11.51,2.724,0.83,360,360,360,True,2.338
IPO:0.20|MYB:0.10|OA:0.50|TN:0.20,4,0.5,0.2,0.2,0.0,0.1,29.77,3.19,-15.04,1.974,0.295,311,332,311,36.0,5.83,-15.04,2.38,0.483,330,360,348,True,1.974
GOLD:0.10|IPO:0.20|OA:0.50|TN:0.20,4,0.5,0.2,0.2,0.1,0.0,28.84,2.21,-13.58,2.122,0.455,347,360,360,34.25,4.01,-13.58,2.516,0.632,355,360,360,True,2.122
IPO:0.30|OA:0.50|TN:0.20,3,0.5,0.2,0.3,0.0,0.0,30.43,3.86,-15.99,1.9,0.228,294,289,338,36.74,6.57,-15.99,2.29,0.386,324,343,360,True,1.9
MYB:0.20|OA:0.50|TN:0.30,3,0.5,0.3,0.0,0.0,0.2,27.75,1.17,-14.09,1.964,0.296,333,346,346,33.01,2.8,-14.09,2.327,0.441,359,358,358,True,1.964
GOLD:0.10|MYB:0.10|OA:0.50|TN:0.30,4,0.5,0.3,0.0,0.1,0.1,26.86,0.22,-12.82,2.089,0.397,360,360,360,31.35,1.09,-12.82,2.436,0.514,360,360,360,True,2.089
GOLD:0.20|OA:0.50|TN:0.30,3,0.5,0.3,0.0,0.2,0.0,25.87,-0.76,-11.64,2.203,0.516,360,360,360,29.55,-0.68,-11.64,2.51,0.599,360,360,360,False,2.203
IPO:0.10|MYB:0.10|OA:0.50|TN:0.30,4,0.5,0.3,0.1,0.0,0.1,28.52,1.91,-14.5,1.967,0.296,326,327,308,33.88,3.65,-14.5,2.336,0.436,337,359,340,True,1.967
GOLD:0.10|IPO:0.10|OA:0.50|TN:0.30,4,0.5,0.3,0.1,0.1,0.0,27.58,0.96,-13.14,2.099,0.408,359,360,355,32.14,1.86,-13.14,2.444,0.525,359,360,360,True,2.099
IPO:0.20|OA:0.50|TN:0.30,3,0.5,0.3,0.2,0.0,0.0,29.19,2.63,-15.12,1.928,0.28,313,296,329,34.67,4.41,-15.12,2.293,0.416,327,334,353,True,1.928
MYB:0.10|OA:0.50|TN:0.40,3,0.5,0.4,0.0,0.0,0.1,27.19,0.61,-14.8,1.828,0.151,334,349,349,31.91,1.42,-14.8,2.134,0.22,359,356,356,True,1.828
GOLD:0.10|OA:0.50|TN:0.40,3,0.5,0.4,0.0,0.1,0.0,26.27,-0.34,-13.67,1.911,0.23,360,360,360,30.12,-0.3,-13.67,2.185,0.264,360,360,360,False,1.911
IPO:0.10|OA:0.50|TN:0.40,3,0.5,0.4,0.1,0.0,0.0,27.92,1.34,-14.94,1.856,0.17,326,314,320,32.69,2.23,-14.94,2.155,0.243,329,331,348,True,1.856
OA:0.50|TN:0.50,2,0.5,0.5,0.0,0.0,0.0,26.63,0.0,-15.69,1.685,0.0,0,0,0,30.54,0.0,-15.69,1.925,0.0,0,0,0,False,1.685
MYB:0.40|OA:0.60,2,0.6,0.0,0.0,0.0,0.4,30.07,3.56,-15.93,1.887,0.2,290,360,360,37.46,7.39,-15.93,2.36,0.426,331,360,360,True,1.887
GOLD:0.10|MYB:0.30|OA:0.60,3,0.6,0.0,0.0,0.1,0.3,29.15,2.65,-14.5,2.023,0.324,324,360,360,35.74,5.66,-14.5,2.492,0.534,341,360,360,True,2.023
GOLD:0.20|MYB:0.20|OA:0.60,3,0.6,0.0,0.0,0.2,0.2,28.21,1.68,-13.25,2.155,0.433,337,360,360,33.93,3.85,-13.25,2.593,0.631,351,360,360,True,2.155
GOLD:0.30|MYB:0.10|OA:0.60,3,0.6,0.0,0.0,0.3,0.1,27.27,0.67,-11.99,2.284,0.585,353,360,360,32.08,2.09,-11.99,2.68,0.758,358,360,360,True,2.284
GOLD:0.40|OA:0.60,2,0.6,0.0,0.0,0.4,0.0,26.15,-0.42,-11.06,2.356,0.668,356,360,360,30.17,0.23,-11.06,2.725,0.793,355,360,360,False,2.356
IPO:0.10|MYB:0.30|OA:0.60,3,0.6,0.0,0.1,0.0,0.3,30.84,4.36,-16.78,1.873,0.162,275,360,360,38.28,8.24,-16.78,2.337,0.373,327,360,360,False,1.873
GOLD:0.10|IPO:0.10|MYB:0.20|OA:0.60,4,0.6,0.0,0.1,0.1,0.2,29.95,3.45,-15.43,1.978,0.263,313,360,360,36.48,6.46,-15.43,2.425,0.465,334,360,360,True,1.978
GOLD:0.20|IPO:0.10|MYB:0.10|OA:0.60,4,0.6,0.0,0.1,0.2,0.1,28.98,2.48,-14.12,2.096,0.379,328,360,360,34.7,4.7,-14.12,2.526,0.55,345,360,360,True,2.096
GOLD:0.30|IPO:0.10|OA:0.60,3,0.6,0.0,0.1,0.3,0.0,28.04,1.39,-12.84,2.233,0.503,344,360,348,32.87,2.86,-12.84,2.644,0.647,354,360,360,True,2.233
IPO:0.20|MYB:0.20|OA:0.60,3,0.6,0.0,0.2,0.0,0.2,31.67,5.15,-17.65,1.82,0.11,248,360,360,39.22,9.1,-17.65,2.259,0.301,315,360,360,False,1.82
GOLD:0.10|IPO:0.20|MYB:0.10|OA:0.60,4,0.6,0.0,0.2,0.1,0.1,30.8,4.19,-16.34,1.912,0.201,289,360,360,37.48,7.29,-16.34,2.335,0.385,327,360,360,True,1.912
GOLD:0.20|IPO:0.20|OA:0.60,3,0.6,0.0,0.2,0.2,0.0,29.86,3.15,-15.04,2.012,0.298,318,360,360,35.68,5.45,-15.04,2.408,0.452,333,360,360,True,2.012
IPO:0.30|MYB:0.10|OA:0.60,3,0.6,0.0,0.3,0.0,0.1,32.55,5.87,-18.62,1.762,0.065,210,360,360,40.2,9.94,-18.62,2.174,0.244,294,360,360,False,1.762
GOLD:0.10|IPO:0.30|OA:0.60,3,0.6,0.0,0.3,0.1,0.0,31.65,4.86,-17.22,1.836,0.144,267,360,360,38.43,8.11,-17.22,2.229,0.314,319,360,360,False,1.836
IPO:0.40|OA:0.60,2,0.6,0.0,0.4,0.0,0.0,33.38,6.49,-19.58,1.7,0.02,188,360,360,41.08,10.66,-19.58,2.091,0.185,270,360,360,False,1.7
MYB:0.30|OA:0.60|TN:0.10,3,0.6,0.1,0.0,0.0,0.3,29.67,3.12,-15.73,1.875,0.199,302,360,360,36.18,6.11,-15.73,2.283,0.381,328,360,360,True,1.875
GOLD:0.10|MYB:0.20|OA:0.60|TN:0.10,4,0.6,0.1,0.0,0.1,0.2,28.78,2.17,-14.37,1.975,0.295,325,360,360,34.42,4.33,-14.37,2.368,0.458,340,360,360,True,1.975
GOLD:0.20|MYB:0.10|OA:0.60|TN:0.10,4,0.6,0.1,0.0,0.2,0.1,27.83,1.23,-13.11,2.095,0.412,341,360,360,32.67,2.58,-13.11,2.462,0.541,352,360,360,True,2.095
GOLD:0.30|OA:0.60|TN:0.10,3,0.6,0.1,0.0,0.3,0.0,26.8,0.19,-11.98,2.221,0.547,357,360,360,30.83,0.75,-11.98,2.55,0.64,359,360,360,True,2.221
IPO:0.10|MYB:0.20|OA:0.60|TN:0.10,4,0.6,0.1,0.1,0.0,0.2,30.45,3.91,-16.41,1.859,0.161,279,360,347,37.06,6.92,-16.41,2.258,0.334,323,360,360,False,1.859
GOLD:0.10|IPO:0.10|MYB:0.10|OA:0.60|TN:0.10,5,0.6,0.1,0.1,0.1,0.1,29.55,2.97,-15.1,1.95,0.255,316,360,360,35.32,5.16,-15.1,2.328,0.411,333,360,360,True,1.95
GOLD:0.20|IPO:0.10|OA:0.60|TN:0.10,4,0.6,0.1,0.1,0.2,0.0,28.6,1.96,-13.81,2.041,0.365,334,360,360,33.46,3.35,-13.81,2.4,0.495,344,360,360,True,2.041
IPO:0.20|MYB:0.10|OA:0.60|TN:0.10,4,0.6,0.1,0.2,0.0,0.1,31.24,4.65,-17.26,1.825,0.122,262,360,360,37.93,7.8,-17.26,2.215,0.277,314,360,360,False,1.825
GOLD:0.10|IPO:0.20|OA:0.60|TN:0.10,4,0.6,0.1,0.2,0.1,0.0,30.31,3.68,-15.97,1.909,0.216,304,360,360,36.15,5.94,-15.97,2.269,0.354,325,360,360,True,1.909
IPO:0.30|OA:0.60|TN:0.10,3,0.6,0.1,0.3,0.0,0.0,31.95,5.34,-18.24,1.768,0.074,223,360,360,38.76,8.54,-18.24,2.134,0.213,287,360,360,False,1.768
MYB:0.20|OA:0.60|TN:0.20,3,0.6,0.2,0.0,0.0,0.2,29.21,2.64,-15.89,1.823,0.144,307,360,360,34.94,4.75,-15.89,2.178,0.263,325,360,360,True,1.823
GOLD:0.10|MYB:0.10|OA:0.60|TN:0.20,4,0.6,0.2,0.0,0.1,0.1,28.32,1.7,-14.77,1.908,0.218,332,360,360,33.22,3.0,-14.77,2.234,0.314,341,360,360,True,1.908
GOLD:0.20|OA:0.60|TN:0.20,3,0.6,0.2,0.0,0.2,0.0,27.3,0.7,-13.64,1.999,0.311,345,360,360,31.39,1.22,-13.64,2.293,0.373,347,360,360,True,1.999
IPO:0.10|MYB:0.10|OA:0.60|TN:0.20,4,0.6,0.2,0.1,0.0,0.1,29.99,3.4,-16.38,1.811,0.134,290,360,348,35.78,5.56,-16.38,2.159,0.254,318,360,360,True,1.811
GOLD:0.10|IPO:0.10|OA:0.60|TN:0.20,4,0.6,0.2,0.1,0.1,0.0,29.06,2.45,-15.08,1.9,0.213,321,360,360,33.97,3.78,-15.08,2.227,0.303,332,360,360,True,1.9
IPO:0.20|OA:0.60|TN:0.20,3,0.6,0.2,0.2,0.0,0.0,30.71,4.11,-17.06,1.784,0.107,269,348,358,36.52,6.36,-17.06,2.128,0.219,304,360,360,False,1.784
MYB:0.10|OA:0.60|TN:0.30,3,0.6,0.3,0.0,0.0,0.1,28.7,2.1,-16.59,1.725,0.037,242,357,357,33.61,3.35,-16.59,2.019,0.097,299,360,360,False,1.725
GOLD:0.10|OA:0.60|TN:0.30,3,0.6,0.3,0.0,0.1,0.0,27.78,1.15,-15.51,1.785,0.106,321,360,360,31.82,1.59,-15.51,2.043,0.137,334,360,360,True,1.785
IPO:0.10|OA:0.60|TN:0.30,3,0.6,0.3,0.1,0.0,0.0,29.41,2.86,-17.0,1.736,0.051,257,344,349,34.39,4.14,-17.0,2.029,0.113,306,354,360,False,1.736
OA:0.60|TN:0.40,2,0.6,0.4,0.0,0.0,0.0,28.11,1.54,-17.42,1.604,-0.062,69,0,0,32.28,1.95,-17.42,1.838,-0.061,77,0,0,False,1.604
MYB:0.30|OA:0.70,2,0.7,0.0,0.0,0.0,0.3,30.96,4.54,-18.0,1.729,0.041,202,360,360,37.97,7.91,-18.0,2.111,0.199,283,360,360,False,1.729
GOLD:0.10|MYB:0.20|OA:0.70,3,0.7,0.0,0.0,0.1,0.2,30.09,3.6,-16.78,1.79,0.102,247,360,360,36.23,6.13,-16.78,2.157,0.237,304,360,360,False,1.79
GOLD:0.20|MYB:0.10|OA:0.70,3,0.7,0.0,0.0,0.2,0.1,29.18,2.59,-15.52,1.841,0.183,294,360,360,34.41,4.39,-15.52,2.197,0.285,315,360,360,True,1.841
GOLD:0.30|OA:0.70,2,0.7,0.0,0.0,0.3,0.0,28.11,1.59,-14.42,1.942,0.265,315,360,360,32.53,2.56,-14.42,2.242,0.347,322,360,360,True,1.942
IPO:0.10|MYB:0.20|OA:0.70,3,0.7,0.0,0.1,0.0,0.2,31.77,5.32,-18.8,1.71,0.006,183,360,360,38.75,8.8,-18.8,2.099,0.15,265,360,360,False,1.71
GOLD:0.10|IPO:0.10|MYB:0.10|OA:0.70,4,0.7,0.0,0.1,0.1,0.1,30.87,4.38,-17.53,1.782,0.072,234,360,360,37.01,7.06,-17.53,2.136,0.191,288,360,360,False,1.782
GOLD:0.20|IPO:0.10|OA:0.70,3,0.7,0.0,0.1,0.2,0.0,29.97,3.4,-16.23,1.846,0.137,274,360,360,35.22,5.21,-16.23,2.174,0.238,303,360,360,False,1.846
IPO:0.20|MYB:0.10|OA:0.70,3,0.7,0.0,0.2,0.0,0.1,32.62,6.11,-19.64,1.681,-0.019,164,360,360,39.74,9.63,-19.64,2.055,0.107,244,360,360,False,1.681
GOLD:0.10|IPO:0.20|OA:0.70,3,0.7,0.0,0.2,0.1,0.0,31.73,5.15,-18.38,1.749,0.035,203,360,360,37.97,7.78,-18.38,2.1,0.149,262,360,360,False,1.749
IPO:0.30|OA:0.70,2,0.7,0.0,0.3,0.0,0.0,33.49,6.79,-20.51,1.636,-0.057,150,360,360,40.7,10.41,-20.51,1.99,0.063,214,360,360,False,1.636
MYB:0.20|OA:0.70|TN:0.10,3,0.7,0.1,0.0,0.0,0.2,30.58,4.07,-18.03,1.679,-0.0,178,360,360,36.68,6.57,-18.03,2.011,0.106,247,360,360,False,1.679
GOLD:0.10|MYB:0.10|OA:0.70|TN:0.10,4,0.7,0.1,0.0,0.1,0.1,29.7,3.12,-16.85,1.747,0.059,236,360,360,34.94,4.82,-16.85,2.047,0.131,274,360,360,False,1.747
GOLD:0.20|OA:0.70|TN:0.10,3,0.7,0.1,0.0,0.2,0.0,28.7,2.13,-15.81,1.809,0.127,270,360,360,33.13,3.02,-15.81,2.081,0.17,291,360,360,False,1.809
IPO:0.10|MYB:0.10|OA:0.70|TN:0.10,4,0.7,0.1,0.1,0.0,0.1,31.37,4.86,-18.59,1.665,-0.007,170,360,360,37.57,7.45,-18.59,2.0,0.092,241,360,360,False,1.665
GOLD:0.10|IPO:0.10|OA:0.70|TN:0.10,4,0.7,0.1,0.1,0.1,0.0,30.48,3.91,-17.42,1.725,0.046,223,360,360,35.76,5.62,-17.42,2.035,0.122,264,360,360,False,1.725
IPO:0.20|OA:0.70|TN:0.10,3,0.7,0.1,0.2,0.0,0.0,32.17,5.6,-19.39,1.65,-0.033,158,360,360,38.45,8.21,-19.39,1.973,0.058,221,360,360,False,1.65
MYB:0.10|OA:0.70|TN:0.20,3,0.7,0.2,0.0,0.0,0.1,30.13,3.58,-18.65,1.614,-0.079,127,360,360,35.42,5.2,-18.65,1.898,-0.027,164,360,360,False,1.614
GOLD:0.10|OA:0.70|TN:0.20,3,0.7,0.2,0.0,0.1,0.0,29.19,2.62,-17.58,1.659,-0.028,162,360,360,33.66,3.44,-17.58,1.916,-0.006,174,360,360,False,1.659
IPO:0.10|OA:0.70|TN:0.20,3,0.7,0.2,0.1,0.0,0.0,30.88,4.34,-18.94,1.623,-0.067,130,360,360,36.21,6.03,-18.94,1.904,-0.021,166,360,360,False,1.623
OA:0.70|TN:0.30,2,0.7,0.3,0.0,0.0,0.0,29.58,3.04,-19.35,1.521,-0.171,41,0,0,34.04,3.85,-19.35,1.755,-0.165,50,0,0,False,1.521
MYB:0.20|OA:0.80,2,0.8,0.0,0.0,0.0,0.2,31.9,5.49,-20.34,1.55,-0.109,115,360,360,38.45,8.41,-20.34,1.873,-0.034,155,360,360,False,1.55
GOLD:0.10|MYB:0.10|OA:0.80,3,0.8,0.0,0.0,0.1,0.1,31.02,4.55,-19.21,1.6,-0.073,132,360,360,36.67,6.6,-19.21,1.893,-0.013,163,360,360,False,1.6
GOLD:0.20|OA:0.80,2,0.8,0.0,0.0,0.2,0.0,30.0,3.53,-18.11,1.652,-0.029,157,360,360,34.81,4.77,-18.11,1.907,0.003,181,360,360,False,1.652
IPO:0.10|MYB:0.10|OA:0.80,3,0.8,0.0,0.1,0.0,0.1,32.68,6.26,-21.06,1.554,-0.122,109,360,360,39.24,9.27,-21.06,1.879,-0.045,146,360,360,False,1.554
GOLD:0.10|IPO:0.10|OA:0.80,3,0.8,0.0,0.1,0.1,0.0,31.82,5.3,-19.79,1.588,-0.078,129,360,360,37.51,7.41,-19.79,1.886,-0.028,163,360,360,False,1.588
IPO:0.20|OA:0.80,2,0.8,0.0,0.2,0.0,0.0,33.53,7.03,-21.76,1.553,-0.143,92,360,360,40.19,10.02,-21.76,1.87,-0.073,145,360,360,False,1.553
MYB:0.10|OA:0.80|TN:0.10,3,0.8,0.1,0.0,0.0,0.1,31.48,5.03,-20.69,1.516,-0.171,55,360,360,37.15,6.99,-20.69,1.783,-0.134,114,360,360,False,1.516
GOLD:0.10|OA:0.80|TN:0.10,3,0.8,0.1,0.0,0.1,0.0,30.57,4.05,-19.69,1.549,-0.14,84,360,360,35.37,5.23,-19.69,1.789,-0.137,117,360,360,False,1.549
