series,window,dow_filter,outcome,signal,n,spearman,p,pearson,hyp_sign,sign_ok
NIFTY50_5MIN,MON_1300_1400,ALL,exc_bp,wcpr_this,2757,0.2049,0.0,0.216,-1,no
NIFTY50_5MIN,MON_1300_1400,ALL,exc_bp,wcpr_prev,2757,0.1351,0.0,0.1933,-1,no
NIFTY50_5MIN,MON_1300_1400,ALL,exc_bp,gap_abs,2757,0.2214,0.0,0.3618,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_bp,gap_pct,2757,-0.0078,0.68097,-0.087,0,
NIFTY50_5MIN,MON_1300_1400,ALL,exc_bp,pdr_pct,2757,0.4262,0.0,0.4649,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_bp,pdr_rel,2757,0.1719,0.0,0.1955,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_bp,atr14_pct,2757,0.4466,0.0,0.4726,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_bp,vix_open,2756,0.4825,0.0,0.52,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_bp,vix_chg_oc_pct,2755,-0.0632,0.000909,-0.0234,1,no
NIFTY50_5MIN,MON_1300_1400,ALL,exc_bp,vix_chg_oc_pts,2755,-0.0641,0.000769,-0.0223,1,no
NIFTY50_5MIN,MON_1300_1400,ALL,exc_bp,vix_chg_cc_pct,2755,0.0705,0.000212,0.1224,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_bp,vix_chg_cc_pts,2755,0.0611,0.001328,0.1351,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_bp,pre_move_bp,2757,0.2596,0.0,0.4123,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_bp,pre_range_bp,2757,0.5014,0.0,0.5759,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,cpr_today,2756,0.1437,0.0,0.1053,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,cpr_prev,2756,0.1012,0.0,0.0821,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,wcpr_this,2756,0.0828,1.4e-05,0.0522,-1,no
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,wcpr_prev,2756,0.028,0.141234,0.0194,-1,no
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,gap_abs,2756,0.0812,2e-05,0.1366,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,gap_pct,2756,-0.0687,0.000306,-0.0952,0,
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,pdr_pct,2756,0.2136,0.0,0.1395,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,pdr_rel,2756,0.1748,0.0,0.1386,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,atr14_pct,2756,0.1259,0.0,0.0556,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,vix_open,2756,0.0708,0.0002,0.043,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,vix_chg_oc_pct,2755,-0.0325,0.08766,-0.0454,1,no
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,vix_chg_oc_pts,2755,-0.0329,0.084079,-0.0428,1,no
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,vix_chg_cc_pct,2754,0.0606,0.001461,0.0665,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,vix_chg_cc_pts,2754,0.0598,0.001697,0.0649,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,pre_move_bp,2756,0.1786,0.0,0.2052,1,YES
NIFTY50_5MIN,MON_1300_1400,ALL,exc_norm,pre_range_bp,2756,0.3235,0.0,0.2674,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,cpr_today,557,0.3007,0.0,0.4797,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,cpr_prev,557,0.1807,1.8e-05,0.3199,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,wcpr_this,557,0.147,0.0005,0.3032,-1,no
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,wcpr_prev,557,0.1242,0.003331,0.2362,-1,no
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,gap_abs,557,0.134,0.001526,0.2422,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,gap_pct,557,-0.0175,0.680492,-0.0229,0,
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,pdr_pct,557,0.4286,0.0,0.5859,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,pdr_rel,557,0.2326,0.0,0.3209,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,atr14_pct,557,0.3785,0.0,0.5279,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,vix_open,557,0.393,0.0,0.5234,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_oc_pct,556,-0.0282,0.506879,-0.0014,1,no
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_oc_pts,556,-0.0286,0.501133,-0.0015,1,no
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_cc_pct,556,0.1318,0.001845,0.2075,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_cc_pts,556,0.1134,0.007422,0.1815,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,pre_move_bp,557,0.2692,0.0,0.5475,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_bp,pre_range_bp,557,0.4589,0.0,0.6344,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,cpr_today,557,0.1351,0.001392,0.2069,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,cpr_prev,557,0.041,0.33443,0.0363,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,wcpr_this,557,0.0337,0.426683,0.0676,-1,no
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,wcpr_prev,557,0.0066,0.877261,0.0404,-1,no
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,gap_abs,557,-0.0015,0.971058,0.102,1,no
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,gap_pct,557,-0.087,0.040083,-0.1107,0,
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pdr_pct,557,0.1785,2.3e-05,0.236,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pdr_rel,557,0.1859,1e-05,0.2739,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,atr14_pct,557,0.0435,0.305234,0.0574,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_open,557,-0.0239,0.573111,0.0236,1,no
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_oc_pct,556,0.0293,0.489842,0.0222,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_oc_pts,556,0.0297,0.484219,0.028,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pct,556,0.1069,0.01166,0.1783,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pts,556,0.1023,0.015819,0.1291,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pre_move_bp,557,0.1661,8.2e-05,0.2577,1,YES
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pre_range_bp,557,0.2671,0.0,0.289,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,cpr_today,2761,0.2695,0.0,0.4272,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,cpr_prev,2761,0.2068,0.0,0.3156,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_this,2761,0.1655,0.0,0.1936,-1,no
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_prev,2761,0.1118,0.0,0.2039,-1,no
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,gap_abs,2761,0.1606,0.0,0.422,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,gap_pct,2761,-0.0162,0.394561,-0.168,0,
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pdr_pct,2761,0.4132,0.0,0.5181,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pdr_rel,2761,0.2044,0.0,0.2449,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,atr14_pct,2761,0.3864,0.0,0.4894,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_open,2760,0.4037,0.0,0.5093,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_oc_pct,2759,-0.0441,0.020398,0.0124,1,no
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_oc_pts,2759,-0.045,0.018124,0.0121,1,no
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pct,2759,0.0885,3e-06,0.1382,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pts,2759,0.0776,4.5e-05,0.1307,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pre_move_bp,2761,0.1978,0.0,0.3125,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pre_range_bp,2761,0.4356,0.0,0.6047,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,cpr_today,2760,0.1395,0.0,0.1714,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,cpr_prev,2760,0.0802,2.5e-05,0.081,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_this,2760,0.0416,0.028745,0.0455,-1,no
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_prev,2760,0.0028,0.884323,0.038,-1,no
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,gap_abs,2760,0.0197,0.301034,0.1428,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,gap_pct,2760,-0.0727,0.000133,-0.1178,0,
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,pdr_pct,2760,0.1946,0.0,0.208,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,pdr_rel,2760,0.1992,0.0,0.2056,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,atr14_pct,2760,0.0622,0.001086,0.08,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,vix_open,2760,-0.0078,0.682199,0.0556,1,no
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_oc_pct,2759,-0.0088,0.643158,0.013,1,no
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_oc_pts,2759,-0.0091,0.634047,0.0129,1,no
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_cc_pct,2758,0.0699,0.000239,0.1037,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_cc_pts,2758,0.0681,0.000344,0.0909,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,pre_move_bp,2760,0.1141,0.0,0.1492,1,YES
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,pre_range_bp,2760,0.2594,0.0,0.284,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,cpr_today,543,0.1868,1.2e-05,0.3404,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,cpr_prev,543,0.1264,0.00318,0.1953,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,wcpr_this,543,0.1704,6.6e-05,0.1023,-1,no
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,wcpr_prev,543,0.1465,0.000615,0.2321,-1,no
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,gap_abs,543,0.1044,0.014955,0.4835,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,gap_pct,543,-0.0583,0.175121,-0.241,0,
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,pdr_pct,543,0.3454,0.0,0.4556,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,pdr_rel,543,0.12,0.005124,0.2393,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,atr14_pct,543,0.3693,0.0,0.3448,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_open,543,0.3617,0.0,0.405,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_oc_pct,543,-0.0259,0.547131,0.0169,1,no
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_oc_pts,543,-0.0264,0.539514,0.0152,1,no
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_cc_pct,543,0.1008,0.018774,0.2413,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_cc_pts,543,0.0681,0.112989,0.278,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,pre_move_bp,543,0.1548,0.000293,0.5995,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_bp,pre_range_bp,543,0.3992,0.0,0.6737,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,cpr_today,543,0.0839,0.050625,0.1823,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,cpr_prev,543,-0.0465,0.279206,0.0036,1,no
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,wcpr_this,543,0.0327,0.446493,0.0178,-1,no
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,wcpr_prev,543,0.04,0.352362,0.106,-1,no
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,gap_abs,543,-0.0425,0.322532,0.2367,1,no
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,gap_pct,543,-0.1452,0.000689,-0.2256,0,
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,pdr_pct,543,0.1297,0.002469,0.2204,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,pdr_rel,543,0.1454,0.000679,0.1882,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,atr14_pct,543,0.0185,0.666788,0.0836,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_open,543,-0.0819,0.056529,0.0827,1,no
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_oc_pct,543,0.0232,0.589248,0.0329,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_oc_pts,543,0.0232,0.588789,0.0331,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_cc_pct,543,0.0833,0.052444,0.1828,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_cc_pts,543,0.0896,0.036903,0.2174,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,pre_move_bp,543,0.0858,0.045592,0.4046,1,YES
NIFTY50_5MIN,FRI_1000_1200,LIVE,exc_norm,pre_range_bp,543,0.2185,0.0,0.42,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,cpr_today,2761,0.2678,0.0,0.3673,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,cpr_prev,2761,0.1998,0.0,0.2633,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,wcpr_this,2761,0.1883,0.0,0.1755,-1,no
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,wcpr_prev,2761,0.1125,0.0,0.1859,-1,no
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,gap_abs,2761,0.167,0.0,0.4227,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,gap_pct,2761,-0.0279,0.142146,-0.211,0,
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,pdr_pct,2761,0.4111,0.0,0.4646,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,pdr_rel,2761,0.1971,0.0,0.2338,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,atr14_pct,2761,0.3893,0.0,0.4259,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,vix_open,2760,0.3999,0.0,0.458,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,vix_chg_oc_pct,2759,-0.0384,0.043525,0.0067,1,no
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,vix_chg_oc_pts,2759,-0.0391,0.039807,0.0071,1,no
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,vix_chg_cc_pct,2759,0.0886,3e-06,0.1477,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,vix_chg_cc_pts,2759,0.0787,3.5e-05,0.15,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,pre_move_bp,2761,0.2175,0.0,0.4361,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_bp,pre_range_bp,2761,0.4471,0.0,0.5691,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,cpr_today,2760,0.1309,0.0,0.1517,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,cpr_prev,2760,0.0631,0.000916,0.0573,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,wcpr_this,2760,0.0609,0.00137,0.0445,-1,no
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,wcpr_prev,2760,-0.0075,0.693453,0.0298,-1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,gap_abs,2760,0.013,0.495404,0.1774,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,gap_pct,2760,-0.0954,1e-06,-0.1719,0,
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,pdr_pct,2760,0.183,0.0,0.1895,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,pdr_rel,2760,0.1928,0.0,0.2007,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,atr14_pct,2760,0.0493,0.009561,0.0593,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,vix_open,2760,-0.0294,0.122597,0.0372,1,no
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,vix_chg_oc_pct,2759,0.0021,0.912744,0.0018,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,vix_chg_oc_pts,2759,0.0021,0.913987,0.003,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,vix_chg_cc_pct,2758,0.0709,0.000195,0.1148,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,vix_chg_cc_pts,2758,0.0707,0.000201,0.1078,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,pre_move_bp,2760,0.1313,0.0,0.2722,1,YES
NIFTY50_5MIN,FRI_1000_1200,ALL,exc_norm,pre_range_bp,2760,0.261,0.0,0.3045,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,cpr_today,280,0.3055,0.0,0.2802,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,cpr_prev,279,0.1171,0.050638,0.1334,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,wcpr_this,280,0.1742,0.00345,0.2232,-1,no
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,wcpr_prev,279,0.0655,0.275717,0.0971,-1,no
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,gap_abs,280,0.1913,0.001298,0.3203,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,gap_pct,280,-0.2401,4.9e-05,-0.3127,0,
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,pdr_pct,280,0.4307,0.0,0.3886,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,pdr_rel,275,0.2222,0.000204,0.1566,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,atr14_pct,277,0.4217,0.0,0.3913,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,vix_open,280,0.4495,0.0,0.4096,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,vix_chg_oc_pct,280,-0.1521,0.01084,-0.0363,1,no
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,vix_chg_oc_pts,280,-0.1521,0.010793,-0.0331,1,no
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,vix_chg_cc_pct,279,0.1149,0.055294,0.1777,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,vix_chg_cc_pts,279,0.093,0.121278,0.169,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,pre_move_bp,280,0.2434,3.8e-05,0.4014,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_bp,pre_range_bp,280,0.555,0.0,0.5987,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,cpr_today,280,0.2403,4.8e-05,0.1637,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,cpr_prev,279,0.0456,0.448047,0.0469,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,wcpr_this,280,0.0891,0.137021,0.0934,-1,no
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,wcpr_prev,279,-0.0455,0.448572,-0.0134,-1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,gap_abs,280,0.0711,0.235567,0.2369,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,gap_pct,280,-0.273,4e-06,-0.3165,0,
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,pdr_pct,280,0.2593,1.1e-05,0.1913,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,pdr_rel,275,0.2387,6.4e-05,0.1485,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,atr14_pct,277,0.1002,0.096139,0.0788,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,vix_open,280,0.0452,0.451326,0.0153,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,vix_chg_oc_pct,280,-0.1416,0.01777,-0.0405,1,no
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,vix_chg_oc_pts,280,-0.1416,0.017716,-0.0374,1,no
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,vix_chg_cc_pct,279,0.0673,0.262527,0.1057,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,vix_chg_cc_pts,279,0.0602,0.316666,0.1,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,pre_move_bp,280,0.1596,0.007458,0.2869,1,YES
SENSEX_5MIN,MON_1300_1400,LIVE,exc_norm,pre_range_bp,280,0.3499,0.0,0.4202,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,cpr_today,1353,0.2386,0.0,0.2338,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,cpr_prev,1352,0.1962,0.0,0.1994,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,wcpr_this,1353,0.1449,0.0,0.1333,-1,no
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,wcpr_prev,1348,0.0652,0.016638,0.0666,-1,no
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,gap_abs,1353,0.2177,0.0,0.2132,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,gap_pct,1353,-0.0255,0.348825,-0.043,0,
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,pdr_pct,1353,0.3905,0.0,0.3284,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,pdr_rel,1333,0.1749,0.0,0.1657,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,atr14_pct,1339,0.3959,0.0,0.3373,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,vix_open,1354,0.4236,0.0,0.3998,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,vix_chg_oc_pct,1352,-0.0002,0.993722,0.0011,1,no
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,vix_chg_oc_pts,1352,-0.0006,0.983361,-0.0053,1,no
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,vix_chg_cc_pct,1350,0.075,0.005828,0.1038,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,vix_chg_cc_pts,1350,0.069,0.011235,0.0839,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,pre_move_bp,1354,0.2176,0.0,0.2681,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_bp,pre_range_bp,1354,0.4954,0.0,0.4675,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,cpr_today,1353,0.1271,3e-06,0.1009,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,cpr_prev,1352,0.0824,0.002443,0.0878,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,wcpr_this,1353,0.0479,0.078246,0.0347,-1,no
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,wcpr_prev,1348,-0.0208,0.445098,-0.0167,-1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,gap_abs,1353,0.089,0.001051,0.1098,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,gap_pct,1353,-0.0749,0.005862,-0.0769,0,
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,pdr_pct,1353,0.1943,0.0,0.1488,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,pdr_rel,1333,0.1658,0.0,0.1339,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,atr14_pct,1339,0.0784,0.004101,0.0544,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,vix_open,1354,0.0234,0.38996,0.0425,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,vix_chg_oc_pct,1352,-0.0014,0.959801,-0.008,1,no
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,vix_chg_oc_pts,1352,-0.0016,0.953427,-0.013,1,no
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,vix_chg_cc_pct,1350,0.0496,0.068271,0.0507,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,vix_chg_cc_pts,1350,0.0476,0.080525,0.0345,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,pre_move_bp,1354,0.1479,0.0,0.2021,1,YES
SENSEX_5MIN,MON_1300_1400,ALL,exc_norm,pre_range_bp,1354,0.3234,0.0,0.3327,1,YES
SENSEX_5MIN,WED_1030_1200,LIVE,exc_bp,cpr_today,277,0.2257,0.000152,0.2283,1,YES
SENSEX_5MIN,WED_1030_1200,LIVE,exc_bp,cpr_prev,277,0.1656,0.00574,0.0992,1,YES
SENSEX_5MIN,WED_1030_1200,LIVE,exc_bp,wcpr_this,277,0.0089,0.882605,0.019,-1,no
SENSEX_5MIN,WED_1030_1200,LIVE,exc_bp,wcpr_prev,276,0.044,0.466249,0.1067,-1,no
