series,window,dow_filter,outcome,signal,quintile,lo,hi,n,mean,median,p90,p95,max,pct_gt_p80all
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pdr_pct,Q1,0.0,0.6114,271,17.66,14.76,28.76,37.56,98.39,3.0
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pdr_pct,Q2,0.6114,0.8048,270,22.93,19.23,39.43,47.79,128.17,5.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pdr_pct,Q3,0.8048,1.0091,271,24.9,20.04,40.73,55.68,167.11,7.0
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pdr_pct,Q4,1.0091,1.3659,270,28.49,23.34,52.15,61.0,162.91,14.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pdr_pct,Q5,1.3659,8.3584,271,35.32,30.13,62.38,81.88,159.25,20.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pdr_rel,Q1,0.0,0.6312,267,22.07,17.7,40.48,50.12,128.17,6.0
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pdr_rel,Q2,0.6312,0.8035,265,24.08,19.02,43.73,53.34,167.11,8.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pdr_rel,Q3,0.8035,1.0206,268,26.01,20.09,47.03,61.47,165.67,10.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pdr_rel,Q4,1.0206,1.303,266,26.32,20.36,45.09,67.22,162.91,9.8
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pdr_rel,Q5,1.303,9.0393,267,29.7,25.17,52.75,61.41,159.25,14.2
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,atr14_pct,Q1,0.5911,0.8351,268,17.71,15.27,28.73,37.07,128.45,2.2
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,atr14_pct,Q2,0.8351,0.9864,268,21.97,18.01,37.13,48.99,159.25,6.0
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,atr14_pct,Q3,0.9864,1.1582,267,25.04,20.48,42.86,52.22,162.91,7.5
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,atr14_pct,Q4,1.1582,1.4429,268,27.67,22.23,52.6,63.76,165.67,11.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,atr14_pct,Q5,1.4429,2.4937,268,36.43,30.54,62.32,85.86,167.11,22.4
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_open,Q1,9.15,12.07,269,17.97,15.38,29.0,37.08,87.89,2.2
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_open,Q2,12.07,13.64,270,20.56,17.28,35.38,46.94,128.45,5.2
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_open,Q3,13.64,15.608,273,24.03,20.09,42.18,53.21,101.3,7.0
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_open,Q4,15.608,18.94,271,28.38,23.61,51.08,59.71,165.67,11.8
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_open,Q5,18.94,31.98,271,38.26,31.13,67.21,88.87,167.11,24.0
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_chg_oc_pct,Q1,-8.992,0.0,41,26.75,24.49,53.55,60.77,80.83,14.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_chg_oc_pct,Q5,0.0,21.795,1311,25.84,20.35,47.04,59.58,167.11,9.9
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_chg_oc_pts,Q1,-1.36,0.0,41,26.75,24.49,53.55,60.77,80.83,14.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_chg_oc_pts,Q5,0.0,4.08,1311,25.84,20.35,47.04,59.58,167.11,9.9
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_chg_cc_pct,Q1,-29.383,-3.318,270,27.48,21.29,49.2,60.04,165.67,11.9
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_chg_cc_pct,Q2,-3.318,-1.2948,270,23.23,18.66,43.92,51.21,106.77,7.0
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_chg_cc_pct,Q3,-1.2948,0.66,270,23.26,18.92,41.32,56.57,137.55,8.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_chg_cc_pct,Q4,0.66,3.2936,270,26.01,21.2,48.44,63.44,110.2,10.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_chg_cc_pct,Q5,3.2936,65.625,270,29.37,23.59,51.85,69.31,167.11,12.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_chg_cc_pts,Q1,-7.86,-0.51,265,28.93,22.8,50.35,59.11,165.67,12.5
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_chg_cc_pts,Q2,-0.51,-0.18,269,22.32,17.74,40.52,53.29,106.77,6.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_chg_cc_pts,Q3,-0.18,0.084,276,22.69,18.44,41.02,53.78,137.55,7.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_chg_cc_pts,Q4,0.084,0.5,269,24.8,20.09,44.23,57.74,110.2,9.3
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,vix_chg_cc_pts,Q5,0.5,9.03,271,30.7,25.38,55.72,70.82,167.11,14.4
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pre_move_bp,Q1,0.01,11.126,271,24.67,18.25,43.86,64.44,167.11,8.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pre_move_bp,Q2,11.126,25.072,271,21.36,17.7,37.0,51.86,90.78,5.9
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pre_move_bp,Q3,25.072,39.294,270,25.07,19.27,44.5,59.63,101.3,8.9
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pre_move_bp,Q4,39.294,68.792,271,25.42,21.86,44.12,51.86,137.55,7.4
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pre_move_bp,Q5,68.792,547.11,271,32.73,27.7,58.06,71.18,162.91,19.9
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pre_range_bp,Q1,20.1,49.69,270,17.23,14.52,28.11,35.71,98.39,1.9
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pre_range_bp,Q2,49.69,63.492,272,19.96,17.12,34.39,41.78,91.8,3.3
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pre_range_bp,Q3,63.492,81.44,269,24.44,19.8,41.19,57.52,137.55,7.4
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pre_range_bp,Q4,81.44,107.884,272,28.37,23.76,47.65,58.93,167.11,10.3
SENSEX_1MIN,MON_1300_1400,ALL,exc_bp,pre_range_bp,Q5,107.884,841.19,271,39.22,32.48,63.23,86.6,165.67,27.3
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,cpr_today,Q1,0.0,0.0674,271,0.25,0.2,0.43,0.57,1.21,10.0
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,cpr_today,Q2,0.0674,0.1286,269,0.25,0.21,0.41,0.51,1.64,8.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,cpr_today,Q3,0.1286,0.2046,272,0.25,0.22,0.42,0.5,0.9,7.4
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,cpr_today,Q4,0.2046,0.3085,270,0.27,0.23,0.46,0.59,1.53,10.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,cpr_today,Q5,0.3085,1.5878,271,0.29,0.25,0.51,0.61,1.21,13.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,cpr_prev,Q1,0.0,0.0674,271,0.25,0.21,0.42,0.51,1.05,7.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,cpr_prev,Q2,0.0674,0.1287,270,0.26,0.22,0.44,0.6,1.64,9.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,cpr_prev,Q3,0.1287,0.2049,270,0.24,0.21,0.39,0.51,1.03,7.4
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,cpr_prev,Q4,0.2049,0.3086,270,0.26,0.22,0.44,0.52,1.2,9.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,cpr_prev,Q5,0.3086,1.5878,271,0.3,0.24,0.54,0.62,1.53,15.9
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,wcpr_this,Q1,0.0029,0.1973,270,0.25,0.21,0.41,0.54,0.98,8.5
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,wcpr_this,Q2,0.1973,0.342,269,0.25,0.22,0.4,0.51,0.8,7.8
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,wcpr_this,Q3,0.342,0.5267,271,0.27,0.23,0.46,0.57,1.53,10.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,wcpr_this,Q4,0.5267,0.7828,269,0.27,0.23,0.45,0.57,1.64,10.4
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,wcpr_this,Q5,0.7828,2.6857,274,0.27,0.22,0.47,0.61,1.53,12.8
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,wcpr_prev,Q1,0.0029,0.1973,268,0.26,0.21,0.42,0.52,1.53,8.2
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,wcpr_prev,Q2,0.1973,0.3555,270,0.27,0.22,0.46,0.56,1.2,11.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,wcpr_prev,Q3,0.3555,0.5414,271,0.27,0.23,0.5,0.61,1.64,11.8
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,wcpr_prev,Q4,0.5414,0.7858,268,0.26,0.22,0.44,0.56,1.21,9.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,wcpr_prev,Q5,0.7858,2.6857,271,0.26,0.22,0.42,0.55,1.21,9.2
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,gap_abs,Q1,0.0006,0.0971,271,0.24,0.2,0.41,0.51,1.53,8.5
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,gap_abs,Q2,0.0971,0.2086,270,0.25,0.22,0.42,0.53,0.86,8.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,gap_abs,Q3,0.2086,0.3363,271,0.26,0.21,0.47,0.62,1.2,11.4
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,gap_abs,Q4,0.3363,0.5638,270,0.27,0.23,0.44,0.58,1.64,9.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,gap_abs,Q5,0.5638,5.2454,271,0.29,0.23,0.49,0.61,1.53,12.5
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,gap_pct,Q1,-5.2454,-0.2245,271,0.29,0.24,0.49,0.61,1.21,13.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,gap_pct,Q2,-0.2245,0.0197,270,0.25,0.21,0.42,0.57,1.53,9.3
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,gap_pct,Q3,0.0197,0.193,271,0.25,0.22,0.41,0.5,0.86,7.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,gap_pct,Q4,0.193,0.4034,270,0.26,0.21,0.43,0.55,1.2,9.3
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,gap_pct,Q5,0.4034,4.523,271,0.27,0.21,0.45,0.61,1.64,10.3
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pdr_pct,Q1,0.0,0.6114,271,0.22,0.18,0.35,0.44,1.03,5.2
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pdr_pct,Q2,0.6114,0.8048,270,0.26,0.22,0.41,0.51,1.2,8.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pdr_pct,Q3,0.8048,1.0091,271,0.26,0.21,0.44,0.51,1.64,9.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pdr_pct,Q4,1.0091,1.3659,270,0.28,0.23,0.47,0.61,1.53,11.5
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pdr_pct,Q5,1.3659,8.3584,271,0.3,0.26,0.54,0.61,1.21,15.9
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pdr_rel,Q1,0.0,0.6312,267,0.23,0.19,0.41,0.48,1.03,7.5
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pdr_rel,Q2,0.6312,0.8035,265,0.25,0.21,0.4,0.51,1.21,7.5
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pdr_rel,Q3,0.8035,1.0206,268,0.26,0.22,0.44,0.56,1.53,9.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pdr_rel,Q4,1.0206,1.303,266,0.27,0.22,0.44,0.6,1.64,9.4
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pdr_rel,Q5,1.303,9.0393,267,0.3,0.26,0.52,0.62,1.21,16.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,atr14_pct,Q1,0.5911,0.8351,268,0.24,0.21,0.39,0.51,1.64,7.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,atr14_pct,Q2,0.8351,0.9864,268,0.26,0.21,0.43,0.61,1.21,9.3
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,atr14_pct,Q3,0.9864,1.1582,267,0.27,0.23,0.45,0.58,1.53,10.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,atr14_pct,Q4,1.1582,1.4429,268,0.27,0.22,0.5,0.61,1.53,12.3
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,atr14_pct,Q5,1.4429,2.4937,268,0.28,0.23,0.46,0.56,1.21,11.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_open,Q1,9.15,12.07,269,0.26,0.22,0.4,0.51,1.2,7.8
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_open,Q2,12.07,13.64,270,0.25,0.21,0.42,0.58,1.64,8.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_open,Q3,13.64,15.608,273,0.26,0.22,0.46,0.58,1.14,11.4
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_open,Q4,15.608,18.94,271,0.26,0.22,0.45,0.57,1.53,10.0
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_open,Q5,18.94,31.98,271,0.28,0.23,0.47,0.58,1.21,12.9
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_chg_oc_pct,Q1,-8.992,0.0,41,0.25,0.24,0.42,0.54,0.72,7.3
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_chg_oc_pct,Q5,0.0,21.795,1311,0.26,0.22,0.45,0.58,1.64,10.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_chg_oc_pts,Q1,-1.36,0.0,41,0.25,0.24,0.42,0.54,0.72,7.3
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_chg_oc_pts,Q5,0.0,4.08,1311,0.26,0.22,0.45,0.58,1.64,10.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_chg_cc_pct,Q1,-29.383,-3.318,270,0.27,0.22,0.44,0.61,1.64,8.9
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_chg_cc_pct,Q2,-3.318,-1.2948,270,0.25,0.21,0.45,0.54,1.2,10.0
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_chg_cc_pct,Q3,-1.2948,0.66,270,0.25,0.21,0.4,0.57,1.08,7.8
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_chg_cc_pct,Q4,0.66,3.2936,270,0.27,0.24,0.46,0.54,1.2,11.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_chg_cc_pct,Q5,3.2936,65.625,270,0.28,0.24,0.49,0.6,1.21,12.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_chg_cc_pts,Q1,-7.86,-0.51,265,0.27,0.22,0.44,0.58,1.64,8.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_chg_cc_pts,Q2,-0.51,-0.18,269,0.24,0.21,0.43,0.53,1.03,9.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_chg_cc_pts,Q3,-0.18,0.084,276,0.25,0.21,0.4,0.59,1.2,8.3
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_chg_cc_pts,Q4,0.084,0.5,269,0.27,0.23,0.45,0.54,1.2,10.4
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,vix_chg_cc_pts,Q5,0.5,9.03,271,0.28,0.24,0.47,0.56,1.21,13.3
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pre_move_bp,Q1,0.01,11.126,271,0.25,0.22,0.42,0.48,1.53,7.7
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pre_move_bp,Q2,11.126,25.072,271,0.23,0.19,0.39,0.5,0.86,7.0
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pre_move_bp,Q3,25.072,39.294,270,0.26,0.22,0.44,0.54,1.2,9.3
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pre_move_bp,Q4,39.294,68.792,271,0.26,0.23,0.43,0.58,1.08,9.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pre_move_bp,Q5,68.792,547.11,271,0.31,0.25,0.58,0.64,1.64,16.6
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pre_range_bp,Q1,20.1,49.69,270,0.21,0.17,0.36,0.4,1.2,4.1
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pre_range_bp,Q2,49.69,63.492,272,0.23,0.2,0.38,0.46,1.05,6.2
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pre_range_bp,Q3,63.492,81.44,269,0.26,0.22,0.43,0.54,1.2,8.2
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pre_range_bp,Q4,81.44,107.884,272,0.27,0.24,0.45,0.55,1.21,9.9
SENSEX_1MIN,MON_1300_1400,ALL,exc_norm,pre_range_bp,Q5,107.884,841.19,271,0.34,0.29,0.59,0.68,1.64,21.8
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,cpr_today,Q1,0.0,0.0675,56,27.4,23.62,49.2,63.14,93.98,8.9
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,cpr_today,Q2,0.0675,0.1251,55,28.22,23.92,49.58,54.52,63.95,9.1
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,cpr_today,Q3,0.1251,0.2025,55,27.84,21.53,49.13,61.14,96.87,9.1
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,cpr_today,Q4,0.2025,0.3477,55,31.25,28.99,54.31,57.79,68.1,12.7
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,cpr_today,Q5,0.3477,0.9536,56,38.4,30.94,54.01,71.8,215.13,10.7
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,cpr_prev,Q1,0.0005,0.0589,56,26.02,21.3,47.86,54.1,68.55,7.1
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,cpr_prev,Q2,0.0589,0.1244,55,31.03,26.7,55.34,69.4,96.87,12.7
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,cpr_prev,Q3,0.1244,0.2021,55,29.12,23.28,55.24,62.12,91.71,12.7
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,cpr_prev,Q4,0.2021,0.3128,55,30.64,26.84,48.47,50.29,82.48,3.6
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,cpr_prev,Q5,0.3128,1.5878,56,36.36,31.02,54.54,62.72,215.13,14.3
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,wcpr_this,Q1,0.0029,0.1972,56,32.79,27.78,59.12,65.25,93.98,16.1
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,wcpr_this,Q2,0.1972,0.3502,55,30.9,27.65,49.23,60.77,96.87,9.1
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,wcpr_this,Q3,0.3502,0.5415,55,28.07,22.8,48.71,60.71,71.59,9.1
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,wcpr_this,Q4,0.5415,0.7852,55,30.95,25.48,47.86,54.0,215.13,7.3
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,wcpr_this,Q5,0.7852,2.6857,56,30.44,27.3,49.58,56.94,68.1,8.9
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,wcpr_prev,Q1,0.0029,0.1973,55,29.53,25.98,53.62,58.6,61.4,12.7
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,wcpr_prev,Q2,0.1973,0.3705,55,27.6,24.05,47.17,50.7,60.04,3.6
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,wcpr_prev,Q3,0.3705,0.5464,55,29.42,28.02,48.9,56.28,68.55,7.3
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,wcpr_prev,Q4,0.5464,0.7901,55,33.02,24.57,49.17,74.86,215.13,9.1
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,wcpr_prev,Q5,0.7901,2.6857,56,33.8,28.3,63.4,71.0,93.98,17.9
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,gap_abs,Q1,0.0023,0.0803,56,30.75,26.47,52.01,58.43,70.53,10.7
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,gap_abs,Q2,0.0803,0.1655,55,27.16,21.32,43.15,64.31,96.87,7.3
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,gap_abs,Q3,0.1655,0.2967,55,30.06,26.38,52.7,58.49,62.86,10.9
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,gap_abs,Q4,0.2967,0.4907,55,31.76,27.35,54.88,71.84,93.98,12.7
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,gap_abs,Q5,0.4907,3.5743,56,33.41,27.84,47.76,57.26,215.13,8.9
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,gap_pct,Q1,-2.0784,-0.1546,55,32.88,26.84,56.53,62.12,72.42,18.2
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,gap_pct,Q2,-0.1546,0.0345,56,28.35,21.84,49.02,54.05,91.71,5.4
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,gap_pct,Q3,0.0345,0.176,55,29.59,23.95,53.55,63.41,96.87,12.7
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,gap_pct,Q4,0.176,0.3651,55,26.95,24.26,46.78,50.57,62.86,3.6
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,gap_pct,Q5,0.3651,3.5743,56,35.38,28.52,52.58,65.93,215.13,10.7
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,pdr_pct,Q1,0.0,0.574,56,23.72,18.74,44.76,48.7,68.55,1.8
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,pdr_pct,Q2,0.574,0.7689,55,26.5,21.32,43.87,58.49,96.87,7.3
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,pdr_pct,Q3,0.7689,1.0014,54,31.57,25.22,56.04,65.54,93.98,16.7
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,pdr_pct,Q4,1.0014,1.3988,56,33.23,30.32,52.98,60.66,68.1,14.3
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,pdr_pct,Q5,1.3988,8.3584,56,38.12,31.15,54.01,71.8,215.13,10.7
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,pdr_rel,Q1,0.0,0.6104,55,24.44,20.13,44.46,48.71,68.55,1.8
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,pdr_rel,Q2,0.6104,0.7661,54,31.91,24.74,60.28,64.69,96.87,18.5
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,pdr_rel,Q3,0.7661,1.0066,55,30.16,28.02,49.53,58.22,70.53,9.1
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,pdr_rel,Q4,1.0066,1.2923,54,27.74,25.91,45.53,52.42,82.48,7.4
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,pdr_rel,Q5,1.2923,9.0393,55,38.71,32.23,58.61,71.84,215.13,12.7
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,atr14_pct,Q1,0.617,0.8505,55,26.06,22.22,46.4,49.2,68.55,3.6
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,atr14_pct,Q2,0.8505,0.9908,55,25.57,18.82,44.7,64.66,96.87,9.1
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,atr14_pct,Q3,0.9908,1.1451,54,34.86,27.88,52.65,62.65,215.13,13.0
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,atr14_pct,Q4,1.1451,1.456,55,31.07,27.65,50.9,61.09,93.98,9.1
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,atr14_pct,Q5,1.456,2.4457,55,35.53,33.21,55.35,62.16,70.53,14.5
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_open,Q1,9.38,12.116,56,23.84,19.19,43.38,48.9,68.55,3.6
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_open,Q2,12.116,13.78,53,26.82,21.87,47.9,60.78,82.48,9.4
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_open,Q3,13.78,15.766,57,33.68,28.48,50.77,64.61,96.87,8.8
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_open,Q4,15.766,19.04,55,29.66,26.84,52.59,56.32,70.53,12.7
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_open,Q5,19.04,28.59,56,38.91,32.92,57.06,64.99,215.13,16.1
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_oc_pct,Q5,0.0,0.0,272,30.77,26.7,52.18,61.36,215.13,10.3
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_oc_pts,Q5,0.0,0.0,272,30.77,26.7,52.18,61.36,215.13,10.3
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_cc_pct,Q1,-19.791,-3.492,55,29.31,27.97,50.93,54.97,70.53,9.1
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_cc_pct,Q2,-3.492,-1.681,55,29.87,26.92,50.26,60.89,82.48,9.1
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_cc_pct,Q3,-1.681,0.233,55,25.2,22.57,42.74,45.57,63.95,3.6
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_cc_pct,Q4,0.233,2.293,55,32.94,25.58,55.24,62.72,96.87,14.5
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_cc_pct,Q5,2.293,27.746,56,35.85,28.44,57.21,71.8,215.13,14.3
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_cc_pts,Q1,-4.45,-0.53,54,30.97,28.42,51.23,55.04,70.53,9.3
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_cc_pts,Q2,-0.53,-0.25,55,29.47,25.48,54.66,63.19,82.48,10.9
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_cc_pts,Q3,-0.25,0.04,56,24.07,21.54,41.72,43.53,61.33,1.8
SENSEX_1MIN,WED_1030_1200,LIVE,exc_bp,vix_chg_cc_pts,Q4,0.04,0.34,52,32.67,25.53,53.08,63.87,96.87,13.5
