symbol,months,n_young,n_young_liq,first
PUNJABCHEM,12,250,0,2005-01-03
PUNJABCHEM,24,497,0,2005-01-03
PUNJABCHEM,36,747,0,2005-01-03
PURVA,3,64,30,2007-08-30
PURVA,6,127,34,2007-08-30
PURVA,12,250,34,2007-08-30
PURVA,24,491,34,2007-08-30
PURVA,36,736,51,2007-08-30
PVP,3,61,0,2015-01-01
PVP,6,123,0,2015-01-01
PVP,12,247,0,2015-01-01
PVP,24,492,0,2015-01-01
PVP,36,739,0,2015-01-01
PVRINOX,3,61,6,2006-01-04
PVRINOX,6,122,6,2006-01-04
PVRINOX,12,247,6,2006-01-04
PVRINOX,24,497,17,2006-01-04
PVRINOX,36,741,17,2006-01-04
PVSL,3,58,4,2024-03-19
PVSL,6,121,4,2024-03-19
PVSL,12,247,4,2024-03-19
PVSL,24,494,4,2024-03-19
PVSL,36,608,4,2024-03-19
PVTBANKADD,3,61,0,2023-08-04
PVTBANKADD,6,120,0,2023-08-04
PVTBANKADD,12,241,0,2023-08-04
PVTBANKADD,24,487,0,2023-08-04
PVTBANKADD,36,732,0,2023-08-04
PWL,3,63,44,2025-11-18
PWL,6,122,103,2025-11-18
PWL,12,197,178,2025-11-18
PWL,24,197,178,2025-11-18
PWL,36,197,178,2025-11-18
PYRAMID,3,60,41,2023-08-29
PYRAMID,6,122,44,2023-08-29
PYRAMID,12,243,44,2023-08-29
PYRAMID,24,492,58,2023-08-29
PYRAMID,36,739,58,2023-08-29
QGOLDHALF,3,61,0,2015-01-01
QGOLDHALF,6,123,0,2015-01-01
QGOLDHALF,12,247,0,2015-01-01
QGOLDHALF,24,492,0,2015-01-01
QGOLDHALF,36,739,0,2015-01-01
QNIFTY,3,56,0,2015-01-01
QNIFTY,6,112,0,2015-01-01
QNIFTY,12,213,0,2015-01-01
QNIFTY,24,394,0,2015-01-01
QNIFTY,36,527,0,2015-01-01
QPOWER,3,58,39,2025-02-24
QPOWER,6,122,103,2025-02-24
QPOWER,12,246,227,2025-02-24
QPOWER,24,376,357,2025-02-24
QPOWER,36,376,357,2025-02-24
QUADFUTURE,3,61,42,2025-01-14
QUADFUTURE,6,124,105,2025-01-14
QUADFUTURE,12,249,230,2025-01-14
QUADFUTURE,24,406,377,2025-01-14
QUADFUTURE,36,406,377,2025-01-14
QUALITY30,3,62,0,2025-07-18
QUALITY30,6,123,0,2025-07-18
QUALITY30,12,245,0,2025-07-18
QUALITY30,24,280,0,2025-07-18
QUALITY30,36,280,0,2025-07-18
QUESS,3,61,42,2016-07-12
QUESS,6,123,89,2016-07-12
QUESS,12,247,89,2016-07-12
QUESS,24,496,254,2016-07-12
QUESS,36,740,405,2016-07-12
QUICKHEAL,3,59,40,2016-02-18
QUICKHEAL,6,122,102,2016-02-18
QUICKHEAL,12,246,145,2016-02-18
QUICKHEAL,24,493,201,2016-02-18
QUICKHEAL,36,739,273,2016-02-18
RACE,3,64,0,2023-05-09
RACE,6,125,0,2023-05-09
RACE,12,245,0,2023-05-09
RACE,24,492,0,2023-05-09
RACE,36,739,0,2023-05-09
RACLGEAR,3,64,0,2024-11-27
RACLGEAR,6,123,0,2024-11-27
RACLGEAR,12,249,17,2024-11-27
RACLGEAR,24,439,41,2024-11-27
RACLGEAR,36,439,41,2024-11-27
RADAAN,3,62,0,2005-01-03
RADAAN,6,126,0,2005-01-03
RADAAN,12,250,0,2005-01-03
RADAAN,24,497,0,2005-01-03
RADAAN,36,747,0,2005-01-03
RADHIKAJWE,3,61,0,2022-07-18
RADHIKAJWE,6,124,0,2022-07-18
RADHIKAJWE,12,247,0,2022-07-18
RADHIKAJWE,24,490,50,2022-07-18
RADHIKAJWE,36,740,107,2022-07-18
RADIANTCMS,3,61,0,2023-01-04
RADIANTCMS,6,122,0,2023-01-04
RADIANTCMS,12,246,51,2023-01-04
RADIANTCMS,24,491,51,2023-01-04
RADIANTCMS,36,739,51,2023-01-04
RADICO,3,62,0,2005-01-03
RADICO,6,126,0,2005-01-03
RADICO,12,250,0,2005-01-03
RADICO,24,497,0,2005-01-03
RADICO,36,747,7,2005-01-03
RADIOCITY,3,62,12,2017-03-17
RADIOCITY,6,124,12,2017-03-17
RADIOCITY,12,248,12,2017-03-17
RADIOCITY,24,494,12,2017-03-17
RADIOCITY,36,737,12,2017-03-17
RAILTEL,3,59,40,2021-02-26
RAILTEL,6,122,103,2021-02-26
RAILTEL,12,247,212,2021-02-26
RAILTEL,24,495,396,2021-02-26
RAILTEL,36,740,641,2021-02-26
RAIN,3,58,0,2008-03-03
RAIN,6,122,0,2008-03-03
RAIN,12,242,0,2008-03-03
RAIN,24,483,18,2008-03-03
RAIN,36,736,18,2008-03-03
RAINBOW,3,38,0,2019-04-01
RAINBOW,6,38,0,2019-04-01
RAINBOW,12,38,0,2019-04-01
RAINBOW,24,38,0,2019-04-01
RAINBOW,36,38,0,2019-04-01
RAJMET,3,62,0,2018-10-23
RAJMET,6,121,0,2018-10-23
RAJMET,12,242,0,2018-10-23
RAJMET,24,491,0,2018-10-23
RAJMET,36,739,0,2018-10-23
RAJOOENG,3,63,29,2025-05-29
RAJOOENG,6,125,55,2025-05-29
RAJOOENG,12,237,85,2025-05-29
RAJOOENG,24,237,85,2025-05-29
RAJOOENG,36,237,85,2025-05-29
RAJRATAN,3,64,0,2020-05-22
RAJRATAN,6,128,0,2020-05-22
RAJRATAN,12,249,0,2020-05-22
RAJRATAN,24,497,0,2020-05-22
RAJRATAN,36,745,98,2020-05-22
RAJRILTD-BE,3,52,0,2022-03-16
RAJRILTD-BE,6,73,0,2022-03-16
RAJRILTD-BE,12,176,0,2022-03-16
RAJRILTD-BE,24,424,0,2022-03-16
RAJRILTD-BE,36,671,0,2022-03-16
RAJSREESUG,3,62,0,2005-01-03
RAJSREESUG,6,126,0,2005-01-03
RAJSREESUG,12,250,0,2005-01-03
RAJSREESUG,24,497,30,2005-01-03
RAJSREESUG,36,747,30,2005-01-03
RAJTV,3,61,23,2007-03-16
RAJTV,6,125,24,2007-03-16
RAJTV,12,251,24,2007-03-16
RAJTV,24,491,24,2007-03-16
RAJTV,36,734,24,2007-03-16
RALLIS,3,62,0,2005-01-03
RALLIS,6,126,0,2005-01-03
RALLIS,12,250,0,2005-01-03
RALLIS,24,497,0,2005-01-03
RALLIS,36,747,0,2005-01-03
RAMANEWS,3,62,0,2005-01-03
RAMANEWS,6,126,0,2005-01-03
RAMANEWS,12,250,0,2005-01-03
RAMANEWS,24,497,0,2005-01-03
RAMANEWS,36,747,0,2005-01-03
RAMAPHO,3,60,0,2022-08-05
RAMAPHO,6,123,0,2022-08-05
RAMAPHO,12,246,0,2022-08-05
RAMAPHO,24,488,0,2022-08-05
RAMAPHO,36,738,0,2022-08-05
RAMASTEEL,3,59,0,2015-08-24
RAMASTEEL,6,121,0,2015-08-24
RAMASTEEL,12,244,0,2015-08-24
RAMASTEEL,24,491,0,2015-08-24
RAMASTEEL,36,740,1,2015-08-24
RAMCOCEM,3,62,0,2005-01-03
RAMCOCEM,6,126,0,2005-01-03
RAMCOCEM,12,250,0,2005-01-03
RAMCOCEM,24,497,15,2005-01-03
RAMCOCEM,36,747,15,2005-01-03
RAMCOIND,3,62,0,2005-01-03
RAMCOIND,6,126,0,2005-01-03
RAMCOIND,12,250,0,2005-01-03
RAMCOIND,24,497,0,2005-01-03
RAMCOIND,36,747,0,2005-01-03
RAMCOSYS,3,62,0,2005-01-03
RAMCOSYS,6,126,0,2005-01-03
RAMCOSYS,12,250,0,2005-01-03
RAMCOSYS,24,497,0,2005-01-03
RAMCOSYS,36,747,0,2005-01-03
RAMKY,3,62,6,2010-10-08
RAMKY,6,125,6,2010-10-08
RAMKY,12,248,6,2010-10-08
RAMKY,24,493,6,2010-10-08
RAMKY,36,739,6,2010-10-08
RAMRAT,3,60,21,2022-07-29
RAMRAT,6,123,21,2022-07-29
RAMRAT,12,246,21,2022-07-29
RAMRAT,24,488,21,2022-07-29
RAMRAT,36,738,39,2022-07-29
RANASUG,3,62,0,2005-01-03
RANASUG,6,126,0,2005-01-03
RANASUG,12,250,0,2005-01-03
RANASUG,24,497,23,2005-01-03
RANASUG,36,747,23,2005-01-03
RANEHOLDIN,3,62,0,2005-01-03
RANEHOLDIN,6,126,0,2005-01-03
RANEHOLDIN,12,250,0,2005-01-03
RANEHOLDIN,24,497,0,2005-01-03
RANEHOLDIN,36,747,0,2005-01-03
RATEGAIN,3,62,43,2021-12-17
RATEGAIN,6,124,104,2021-12-17
RATEGAIN,12,248,207,2021-12-17
RATEGAIN,24,494,425,2021-12-17
RATEGAIN,36,739,670,2021-12-17
RATNAMANI,3,65,0,2006-05-09
RATNAMANI,6,126,0,2006-05-09
RATNAMANI,12,248,0,2006-05-09
RATNAMANI,24,499,0,2006-05-09
RATNAMANI,36,739,0,2006-05-09
RATNAVEER,3,61,29,2023-09-11
RATNAVEER,6,124,65,2023-09-11
RATNAVEER,12,247,131,2023-09-11
RATNAVEER,24,496,167,2023-09-11
RATNAVEER,36,740,349,2023-09-11
RAYMOND,3,62,9,2005-01-03
RAYMOND,6,126,9,2005-01-03
RAYMOND,12,250,9,2005-01-03
RAYMOND,24,497,25,2005-01-03
RAYMOND,36,747,42,2005-01-03
RAYMONDLSL,3,60,41,2024-09-05
RAYMONDLSL,6,124,105,2024-09-05
RAYMONDLSL,12,247,228,2024-09-05
RAYMONDLSL,24,492,473,2024-09-05
RAYMONDLSL,36,492,473,2024-09-05
RAYMONDREL,3,63,44,2025-07-01
RAYMONDREL,6,123,104,2025-07-01
RAYMONDREL,12,213,170,2025-07-01
RAYMONDREL,24,213,170,2025-07-01
RAYMONDREL,36,213,170,2025-07-01
RBA,3,62,43,2020-12-14
RBA,6,122,103,2020-12-14
RBA,12,247,228,2020-12-14
RBA,24,496,454,2020-12-14
RBA,36,743,615,2020-12-14
RBLBANK,3,59,40,2016-08-31
RBLBANK,6,122,103,2016-08-31
RBLBANK,12,246,227,2016-08-31
RBLBANK,24,495,476,2016-08-31
RBLBANK,36,738,719,2016-08-31
RBZJEWEL,3,61,22,2023-12-27
RBZJEWEL,6,120,22,2023-12-27
RBZJEWEL,12,245,22,2023-12-27
RBZJEWEL,24,494,23,2023-12-27
RBZJEWEL,36,664,23,2023-12-27
RCF,3,62,0,2005-01-03
RCF,6,126,0,2005-01-03
RCF,12,250,11,2005-01-03
RCF,24,497,23,2005-01-03
RCF,36,747,88,2005-01-03
RCOM-BE,3,60,41,2006-03-06
RCOM-BE,6,124,105,2006-03-06
RCOM-BE,12,247,228,2006-03-06
RCOM-BE,24,500,481,2006-03-06
RCOM-BE,36,742,723,2006-03-06
RECLTD,3,59,40,2008-03-12
RECLTD,6,122,56,2008-03-12
RECLTD,12,241,78,2008-03-12
RECLTD,24,484,303,2008-03-12
RECLTD,36,736,555,2008-03-12
REDINGTON,3,60,12,2007-02-15
REDINGTON,6,124,75,2007-02-15
REDINGTON,12,252,102,2007-02-15
REDINGTON,24,494,102,2007-02-15
REDINGTON,36,734,102,2007-02-15
REDTAPE,3,61,42,2023-08-11
REDTAPE,6,121,102,2023-08-11
REDTAPE,12,242,214,2023-08-11
REDTAPE,24,491,320,2023-08-11
REDTAPE,36,736,378,2023-08-11
REFEX,3,59,0,2009-12-03
REFEX,6,121,0,2009-12-03
REFEX,12,250,0,2009-12-03
REFEX,24,496,0,2009-12-03
REFEX,36,742,0,2009-12-03
REGAAL,3,61,29,2025-08-20
REGAAL,6,123,29,2025-08-20
REGAAL,12,173,47,2025-08-20
REGAAL,24,173,47,2025-08-20
REGAAL,36,173,47,2025-08-20
REGENCERAM,3,45,0,2015-01-02
REGENCERAM,6,76,0,2015-01-02
REGENCERAM,12,138,0,2015-01-02
REGENCERAM,24,280,0,2015-01-02
REGENCERAM,36,518,0,2015-01-02
RELAXO,3,62,0,2011-06-17
RELAXO,6,121,0,2011-06-17
RELAXO,12,245,0,2011-06-17
RELAXO,24,492,0,2011-06-17
RELAXO,36,738,0,2011-06-17
RELCHEMQ,3,63,0,2022-05-25
RELCHEMQ,6,124,0,2022-05-25
RELCHEMQ,12,248,0,2022-05-25
RELCHEMQ,24,492,0,2022-05-25
RELCHEMQ,36,739,0,2022-05-25
RELIABLE,3,57,0,2017-10-11
RELIABLE,6,111,0,2017-10-11
RELIABLE,12,215,0,2017-10-11
RELIABLE,24,304,0,2017-10-11
RELIABLE,36,481,0,2017-10-11
RELIANCE,3,62,43,2000-01-03
RELIANCE,6,124,105,2000-01-03
RELIANCE,12,251,232,2000-01-03
RELIANCE,24,499,480,2000-01-03
RELIANCE,36,750,731,2000-01-03
RELIGARE,3,63,44,2007-11-21
RELIGARE,6,121,44,2007-11-21
RELIGARE,12,246,44,2007-11-21
RELIGARE,24,487,44,2007-11-21
RELIGARE,36,736,44,2007-11-21
RELINFRA-BE,3,62,43,2005-01-03
RELINFRA-BE,6,126,107,2005-01-03
RELINFRA-BE,12,250,231,2005-01-03
RELINFRA-BE,24,497,478,2005-01-03
RELINFRA-BE,36,747,728,2005-01-03
RELTD,3,62,0,2024-07-30
RELTD,6,122,0,2024-07-30
RELTD,12,247,0,2024-07-30
RELTD,24,491,32,2024-07-30
RELTD,36,517,33,2024-07-30
REMSONSIND,3,62,0,2005-01-03
REMSONSIND,6,126,0,2005-01-03
REMSONSIND,12,250,0,2005-01-03
REMSONSIND,24,497,0,2005-01-03
REMSONSIND,36,747,0,2005-01-03
RENUKA,3,60,41,2005-10-31
RENUKA,6,119,100,2005-10-31
RENUKA,12,246,107,2005-10-31
RENUKA,24,496,335,2005-10-31
RENUKA,36,743,582,2005-10-31
REPCOHOME,3,62,0,2013-04-01
REPCOHOME,6,124,0,2013-04-01
REPCOHOME,12,248,0,2013-04-01
REPCOHOME,24,491,68,2013-04-01
REPCOHOME,36,736,70,2013-04-01
REPL,3,59,0,2018-07-27
REPL,6,121,0,2018-07-27
REPL,12,242,0,2018-07-27
REPL,24,485,0,2018-07-27
REPL,36,735,0,2018-07-27
REPRO,3,61,14,2005-12-22
REPRO,6,122,14,2005-12-22
REPRO,12,249,14,2005-12-22
REPRO,24,497,14,2005-12-22
REPRO,36,741,14,2005-12-22
RESPONIND,3,61,0,2010-10-29
RESPONIND,6,122,0,2010-10-29
RESPONIND,12,246,0,2010-10-29
RESPONIND,24,491,0,2010-10-29
RESPONIND,36,738,0,2010-10-29
RETAIL,3,63,0,2024-06-26
RETAIL,6,124,0,2024-06-26
RETAIL,12,249,0,2024-06-26
RETAIL,24,494,0,2024-06-26
RETAIL,36,544,0,2024-06-26
RGL,3,62,0,2007-12-12
RGL,6,121,0,2007-12-12
RGL,12,244,0,2007-12-12
RGL,24,487,0,2007-12-12
RGL,36,736,0,2007-12-12
RHETAN,3,61,16,2025-09-26
RHETAN,6,122,50,2025-09-26
RHETAN,12,153,60,2025-09-26
RHETAN,24,153,60,2025-09-26
RHETAN,36,153,60,2025-09-26
RHIM,3,62,0,2012-03-12
RHIM,6,125,0,2012-03-12
RHIM,12,248,0,2012-03-12
RHIM,24,495,0,2012-03-12
RHIM,36,737,0,2012-03-12
RHL,3,63,0,2023-04-25
RHL,6,124,0,2023-04-25
RHL,12,245,0,2023-04-25
RHL,24,492,0,2023-04-25
RHL,36,739,0,2023-04-25
RICOAUTO,3,62,0,2005-01-03
RICOAUTO,6,126,0,2005-01-03
RICOAUTO,12,250,0,2005-01-03
RICOAUTO,24,497,0,2005-01-03
RICOAUTO,36,747,1,2005-01-03
RIIL,3,62,0,2005-01-03
RIIL,6,126,38,2005-01-03
RIIL,12,250,74,2005-01-03
RIIL,24,497,263,2005-01-03
RIIL,36,747,363,2005-01-03
RISHABH,3,60,41,2023-09-11
RISHABH,6,121,99,2023-09-11
RISHABH,12,243,126,2023-09-11
RISHABH,24,492,133,2023-09-11
RISHABH,36,735,232,2023-09-11
RITCO,3,62,0,2022-04-12
RITCO,6,123,0,2022-04-12
RITCO,12,247,0,2022-04-12
RITCO,24,492,0,2022-04-12
RITCO,36,740,28,2022-04-12
RITES,3,61,42,2018-07-02
RITES,6,120,87,2018-07-02
RITES,12,244,175,2018-07-02
RITES,24,489,412,2018-07-02
RITES,36,740,637,2018-07-02
RKDL,3,63,2,2010-12-27
RKDL,6,125,2,2010-12-27
RKDL,12,247,2,2010-12-27
RKDL,24,492,2,2010-12-27
RKDL,36,740,2,2010-12-27
RKEC,3,63,0,2017-10-09
RKEC,6,123,0,2017-10-09
RKEC,12,248,0,2017-10-09
RKEC,24,490,0,2017-10-09
RKEC,36,738,0,2017-10-09
RKFORGE,3,62,0,2005-01-03
RKFORGE,6,126,0,2005-01-03
RKFORGE,12,250,0,2005-01-03
RKFORGE,24,497,0,2005-01-03
RKFORGE,36,747,0,2005-01-03
RKSWAMY,3,59,16,2024-03-12
RKSWAMY,6,121,32,2024-03-12
RKSWAMY,12,248,32,2024-03-12
RKSWAMY,24,494,32,2024-03-12
RKSWAMY,36,613,32,2024-03-12
RMDRIP,3,63,0,2017-10-04
RMDRIP,6,123,0,2017-10-04
RMDRIP,12,248,0,2017-10-04
RMDRIP,24,491,0,2017-10-04
RMDRIP,36,737,0,2017-10-04
RML,3,60,0,2005-08-30
RML,6,122,0,2005-08-30
RML,12,247,0,2005-08-30
RML,24,495,0,2005-08-30
RML,36,745,0,2005-08-30
RNBDENIMS,3,62,0,2025-09-04
RNBDENIMS,6,112,13,2025-09-04
RNBDENIMS,12,112,13,2025-09-04
RNBDENIMS,24,112,13,2025-09-04
RNBDENIMS,36,112,13,2025-09-04
ROHLTD,3,59,1,2006-02-06
ROHLTD,6,124,1,2006-02-06
ROHLTD,12,247,1,2006-02-06
ROHLTD,24,499,1,2006-02-06
ROHLTD,36,742,1,2006-02-06
ROLEXRINGS,3,61,37,2021-08-09
ROLEXRINGS,6,124,77,2021-08-09
ROLEXRINGS,12,249,128,2021-08-09
ROLEXRINGS,24,497,306,2021-08-09
ROLEXRINGS,36,740,343,2021-08-09
ROLLT-BE,3,64,0,2016-11-22
ROLLT-BE,6,124,0,2016-11-22
ROLLT-BE,12,249,0,2016-11-22
ROLLT-BE,24,495,0,2016-11-22
ROLLT-BE,36,735,0,2016-11-22
ROML,3,60,0,2020-10-07
ROML,6,121,0,2020-10-07
ROML,12,246,0,2020-10-07
ROML,24,494,0,2020-10-07
ROML,36,732,0,2020-10-07
ROSSARI,3,64,45,2020-07-23
ROSSARI,6,127,108,2020-07-23
ROSSARI,12,250,231,2020-07-23
ROSSARI,24,499,421,2020-07-23
ROSSARI,36,745,521,2020-07-23
ROSSELLIND,3,60,0,2012-09-25
ROSSELLIND,6,125,0,2012-09-25
ROSSELLIND,12,247,0,2012-09-25
ROSSELLIND,24,493,0,2012-09-25
ROSSELLIND,36,737,0,2012-09-25
ROSSTECH,3,64,0,2024-12-09
ROSSTECH,6,123,0,2024-12-09
ROSSTECH,12,248,60,2024-12-09
ROSSTECH,24,430,184,2024-12-09
ROSSTECH,36,430,184,2024-12-09
ROTO,3,64,0,2022-04-21
ROTO,6,125,0,2022-04-21
ROTO,12,248,0,2022-04-21
ROTO,24,492,47,2022-04-21
ROTO,36,738,136,2022-04-21
ROUTE,3,63,44,2020-09-21
ROUTE,6,125,106,2020-09-21
ROUTE,12,248,229,2020-09-21
ROUTE,24,497,478,2020-09-21
ROUTE,36,745,726,2020-09-21
RPEL,3,63,0,2024-08-08
RPEL,6,126,18,2024-08-08
RPEL,12,250,18,2024-08-08
RPEL,24,494,103,2024-08-08
RPEL,36,514,123,2024-08-08
RPGLIFE,3,63,0,2008-06-10
RPGLIFE,6,122,0,2008-06-10
RPGLIFE,12,240,0,2008-06-10
RPGLIFE,24,486,0,2008-06-10
RPGLIFE,36,739,0,2008-06-10
RPOWER,3,59,40,2008-02-11
RPOWER,6,123,104,2008-02-11
RPOWER,12,243,224,2008-02-11
RPOWER,24,485,466,2008-02-11
RPOWER,36,737,718,2008-02-11
RPPINFRA,3,62,0,2010-12-06
RPPINFRA,6,124,0,2010-12-06
RPPINFRA,12,246,0,2010-12-06
RPPINFRA,24,492,0,2010-12-06
RPPINFRA,36,740,0,2010-12-06
RPPL,3,61,0,2018-10-09
RPPL,6,122,0,2018-10-09
RPPL,12,242,0,2018-10-09
RPPL,24,490,0,2018-10-09
RPPL,36,739,0,2018-10-09
RPSGVENT,3,59,24,2019-01-25
RPSGVENT,6,121,24,2019-01-25
RPSGVENT,12,242,24,2019-01-25
RPSGVENT,24,491,24,2019-01-25
RPSGVENT,36,739,73,2019-01-25
RPTECH,3,59,40,2024-02-14
RPTECH,6,121,102,2024-02-14
RPTECH,12,248,217,2024-02-14
RPTECH,24,494,244,2024-02-14
RPTECH,36,631,337,2024-02-14
RRKABEL,3,59,40,2023-09-15
RRKABEL,6,119,100,2023-09-15
RRKABEL,12,239,220,2023-09-15
RRKABEL,24,485,466,2023-09-15
RRKABEL,36,726,707,2023-09-15
RSSOFTWARE,3,62,0,2005-01-03
RSSOFTWARE,6,126,0,2005-01-03
RSSOFTWARE,12,250,0,2005-01-03
RSSOFTWARE,24,497,0,2005-01-03
RSSOFTWARE,36,747,0,2005-01-03
RSYSTEMS,3,64,0,2006-04-26
RSYSTEMS,6,125,0,2006-04-26
RSYSTEMS,12,249,0,2006-04-26
RSYSTEMS,24,499,0,2006-04-26
RSYSTEMS,36,739,0,2006-04-26
RTNINDIA,3,59,0,2012-07-30
RTNINDIA,6,120,0,2012-07-30
RTNINDIA,12,246,0,2012-07-30
RTNINDIA,24,492,0,2012-07-30
RTNINDIA,36,736,0,2012-07-30
RTNPOWER,3,60,41,2009-10-30
RTNPOWER,6,120,101,2009-10-30
RTNPOWER,12,249,122,2009-10-30
RTNPOWER,24,496,122,2009-10-30
RTNPOWER,36,743,137,2009-10-30
RUBFILA,3,60,0,2024-08-08
RUBFILA,6,123,0,2024-08-08
RUBFILA,12,247,0,2024-08-08
RUBFILA,24,491,0,2024-08-08
RUBFILA,36,511,0,2024-08-08
RUBICON,3,61,42,2025-10-16
RUBICON,6,120,101,2025-10-16
RUBICON,12,140,121,2025-10-16
RUBICON,24,140,121,2025-10-16
RUBICON,36,140,121,2025-10-16
RUCHINFRA,3,60,0,2015-01-01
RUCHINFRA,6,114,0,2015-01-01
RUCHINFRA,12,223,0,2015-01-01
RUCHINFRA,24,455,0,2015-01-01
RUCHINFRA,36,700,0,2015-01-01
RUCHIRA,3,60,0,2006-12-20
RUCHIRA,6,121,0,2006-12-20
RUCHIRA,12,250,0,2006-12-20
RUCHIRA,24,494,0,2006-12-20
RUCHIRA,36,736,0,2006-12-20
RUDRA,3,62,0,2025-12-19
RUDRA,6,121,0,2025-12-19
RUDRA,12,172,0,2025-12-19
RUDRA,24,172,0,2025-12-19
RUDRA,36,172,0,2025-12-19
RUPA,3,63,0,2011-12-07
RUPA,6,124,0,2011-12-07
RUPA,12,246,0,2011-12-07
RUPA,24,494,0,2011-12-07
RUPA,36,737,0,2011-12-07
RUSHIL,3,61,42,2011-07-07
RUSHIL,6,121,71,2011-07-07
RUSHIL,12,246,86,2011-07-07
RUSHIL,24,491,103,2011-07-07
RUSHIL,36,737,103,2011-07-07
RUSTOMJEE,3,64,1,2022-11-24
RUSTOMJEE,6,123,1,2022-11-24
RUSTOMJEE,12,248,1,2022-11-24
RUSTOMJEE,24,491,51,2022-11-24
RUSTOMJEE,36,739,58,2022-11-24
RVHL,3,62,0,2020-12-18
RVHL,6,122,0,2020-12-18
RVHL,12,246,0,2020-12-18
RVHL,24,494,0,2020-12-18
RVHL,36,741,0,2020-12-18
RVNL,3,60,41,2019-04-11
RVNL,6,119,92,2019-04-11
RVNL,12,243,210,2019-04-11
RVNL,24,493,411,2019-04-11
RVNL,36,741,648,2019-04-11
RVTH,3,60,0,2024-09-11
RVTH,6,124,0,2024-09-11
RVTH,12,247,0,2024-09-11
RVTH,24,488,0,2024-09-11
RVTH,36,488,0,2024-09-11
S&SPOWER,3,59,0,2020-03-30
S&SPOWER,6,124,0,2020-03-30
S&SPOWER,12,248,0,2020-03-30
S&SPOWER,24,496,0,2020-03-30
S&SPOWER,36,745,0,2020-03-30
SAATVIKGL,3,60,41,2025-09-26
SAATVIKGL,6,121,87,2025-09-26
SAATVIKGL,12,152,114,2025-09-26
SAATVIKGL,24,152,114,2025-09-26
SAATVIKGL,36,152,114,2025-09-26
SADBHIN,3,58,0,2015-09-16
SADBHIN,6,120,0,2015-09-16
SADBHIN,12,242,0,2015-09-16
SADBHIN,24,490,0,2015-09-16
SADBHIN,36,738,25,2015-09-16
SADHNANIQ,3,64,0,2023-05-05
SADHNANIQ,6,125,0,2023-05-05
SADHNANIQ,12,244,49,2023-05-05
SADHNANIQ,24,490,57,2023-05-05
SADHNANIQ,36,689,57,2023-05-05
SAFARI,3,61,0,2019-09-12
SAFARI,6,123,0,2019-09-12
SAFARI,12,248,0,2019-09-12
SAFARI,24,495,0,2019-09-12
SAFARI,36,743,0,2019-09-12
SAGARDEEP,3,62,0,2017-07-13
SAGARDEEP,6,125,0,2017-07-13
SAGARDEEP,12,250,0,2017-07-13
SAGARDEEP,24,492,0,2017-07-13
SAGARDEEP,36,735,0,2017-07-13
SAGCEM,3,62,0,2005-01-03
SAGCEM,6,126,0,2005-01-03
SAGCEM,12,250,0,2005-01-03
SAGCEM,24,497,0,2005-01-03
SAGCEM,36,747,0,2005-01-03
SAGILITY,3,63,44,2024-11-12
SAGILITY,6,121,102,2024-11-12
SAGILITY,12,247,228,2024-11-12
SAGILITY,24,449,430,2024-11-12
SAGILITY,36,449,430,2024-11-12
SAHYADRI,3,61,0,2023-04-06
SAHYADRI,6,123,0,2023-04-06
SAHYADRI,12,245,0,2023-04-06
SAHYADRI,24,492,0,2023-04-06
SAHYADRI,36,736,0,2023-04-06
SAIL,3,62,43,2005-01-03
SAIL,6,126,107,2005-01-03
SAIL,12,250,231,2005-01-03
SAIL,24,497,478,2005-01-03
SAIL,36,747,728,2005-01-03
SAILIFE,3,63,44,2024-12-18
SAILIFE,6,123,104,2024-12-18
SAILIFE,12,249,230,2024-12-18
SAILIFE,24,425,406,2024-12-18
SAILIFE,36,425,406,2024-12-18
SAKAR,3,62,0,2017-03-16
SAKAR,6,124,0,2017-03-16
SAKAR,12,249,0,2017-03-16
SAKAR,24,495,0,2017-03-16
SAKAR,36,736,0,2017-03-16
SAKHTISUG,3,62,33,2005-01-03
SAKHTISUG,6,126,57,2005-01-03
SAKHTISUG,12,250,83,2005-01-03
SAKHTISUG,24,497,229,2005-01-03
SAKHTISUG,36,747,264,2005-01-03
SAKSOFT,3,64,28,2005-05-09
SAKSOFT,6,124,28,2005-05-09
SAKSOFT,12,246,28,2005-05-09
SAKSOFT,24,494,28,2005-05-09
SAKSOFT,36,743,28,2005-05-09
SAKUMA,3,60,0,2006-03-08
SAKUMA,6,124,0,2006-03-08
SAKUMA,12,247,0,2006-03-08
SAKUMA,24,499,0,2006-03-08
SAKUMA,36,741,0,2006-03-08
SALASAR,3,61,17,2017-07-25
SALASAR,6,125,17,2017-07-25
SALASAR,12,250,17,2017-07-25
SALASAR,24,493,17,2017-07-25
SALASAR,36,737,17,2017-07-25
SALONA,3,63,0,2010-08-09
SALONA,6,125,0,2010-08-09
SALONA,12,252,0,2010-08-09
SALONA,24,498,0,2010-08-09
SALONA,36,744,0,2010-08-09
SALZERELEC,3,63,0,2015-12-02
SALZERELEC,6,122,0,2015-12-02
SALZERELEC,12,245,0,2015-12-02
SALZERELEC,24,495,0,2015-12-02
SALZERELEC,36,740,0,2015-12-02
SAMBHAAV,3,34,0,2015-02-05
SAMBHAAV,6,52,0,2015-02-05
SAMBHAAV,12,166,0,2015-02-05
SAMBHAAV,24,411,0,2015-02-05
SAMBHAAV,36,658,0,2015-02-05
SAMBHV,3,63,44,2025-07-02
