label,max_age_m,min_bars,L,max_depth,rs_policy,rs_min,tight_max,pivot_mode,stop,trail,target,slots,size_pct,risk_pct,stop_mode,cost,gate,fill_close,n_signals,w1_cagr,w1_cagr_lo,w1_cagr_hi,w1_cagr_worst,w1_dd,w1_dd_worst,w1_calmar,w1_n,w1_tpy,w1_win,w1_mean,w1_netexp,w1_avg_win,w1_avg_loss,w1_hold,w1_inv,w1_streak,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_cagr_worst,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold,w2_inv,w2_streak,secs
g1b_a12_L40_d30_s10_t30_tp25_n10,12,40,40,0.3,off,70.0,,close,0.1,30,0.25,10,0.15,,pct,0.0025,False,False,2046,28.68,23.41,34.87,23.41,-26.32,-31.32,1.09,375,62.5,42.4,3.797,3.297,16.58,-5.46,25.0,65.7,14,20.59,17.78,21.11,17.78,-25.98,-27.28,0.793,682,33.0,46.1,4.589,4.089,15.83,-5.2,27.0,37.7,15,2.9
g1b_a12_L40_d30_s10_t30_tp25_n16,12,40,40,0.3,off,70.0,,close,0.1,30,0.25,16,0.0625,,pct,0.0025,False,False,2046,28.17,26.26,30.94,26.26,-21.25,-21.62,1.326,760,126.8,44.0,4.157,3.657,16.24,-5.37,25.0,56.7,20,15.72,15.27,16.04,15.27,-21.11,-21.35,0.745,1258,60.9,44.9,4.192,3.692,15.54,-5.09,27.0,29.0,20,4.3
g1b_a12_L40_d30_s10_t50_notp_n5,12,40,40,0.3,off,70.0,,close,0.1,50,,5,0.3,,pct,0.0025,False,False,2046,29.81,25.87,41.98,25.87,-38.5,-45.91,0.774,96,16.1,37.6,8.084,7.584,32.38,-6.43,52.0,76.5,15,21.49,17.55,23.89,17.55,-39.84,-46.79,0.539,206,10.0,46.6,8.94,8.44,26.45,-6.5,59.0,52.0,15,2.3
g1b_a12_L40_d30_s10_t50_notp_n8,12,40,40,0.3,off,70.0,,close,0.1,50,,8,0.1875,,pct,0.0025,False,False,2046,32.32,28.2,37.12,28.2,-30.56,-31.54,1.058,143,23.8,40.5,9.002,8.502,31.22,-6.62,54.0,74.8,15,21.09,20.44,22.96,20.44,-32.17,-35.63,0.656,304,14.7,46.9,9.062,8.562,27.2,-6.53,60.0,49.5,12,2.9
g1b_a12_L40_d30_s10_t50_notp_n10,12,40,40,0.3,off,70.0,,close,0.1,50,,10,0.15,,pct,0.0025,False,False,2046,30.53,28.19,32.46,28.19,-29.05,-32.39,1.051,180,30.0,39.9,8.572,8.072,31.91,-6.8,54.0,74.5,14,20.27,19.36,21.22,19.36,-30.93,-32.47,0.655,368,17.8,45.6,8.863,8.363,27.35,-6.49,60.0,48.0,14,3.2
g1b_a12_L40_d30_s10_t50_notp_n16,12,40,40,0.3,off,70.0,,close,0.1,50,,16,0.0625,,pct,0.0025,False,False,2046,26.36,25.06,28.07,25.06,-27.69,-28.25,0.952,406,67.7,41.2,7.844,7.344,28.77,-6.81,55.0,70.4,23,18.31,17.91,19.11,17.91,-27.94,-29.6,0.655,747,36.1,43.8,9.042,8.542,28.81,-6.3,61.0,41.5,23,5.0
g1b_a12_L40_d30_s10_t50_tp25_n5,12,40,40,0.3,off,70.0,,close,0.1,50,0.25,5,0.3,,pct,0.0025,False,False,2046,37.39,29.07,40.73,29.07,-37.01,-39.97,1.01,156,26.1,44.5,5.59,5.09,21.02,-6.64,33.0,73.2,14,22.52,19.52,24.71,19.52,-35.04,-40.03,0.643,302,14.6,46.1,5.848,5.348,20.08,-6.55,38.0,46.7,14,2.3
g1b_a12_L40_d30_s10_t50_tp25_n8,12,40,40,0.3,off,70.0,,close,0.1,50,0.25,8,0.1875,,pct,0.0025,False,False,2046,32.57,28.79,37.65,28.79,-28.72,-31.89,1.134,245,40.8,43.2,5.056,4.556,20.42,-6.5,34.0,73.5,13,22.98,21.57,25.54,21.57,-29.51,-31.79,0.779,461,22.3,47.0,6.093,5.593,20.32,-6.38,38.0,44.9,12,2.8
g1b_a12_L40_d30_s10_t50_tp25_n10,12,40,40,0.3,off,70.0,,close,0.1,50,0.25,10,0.15,,pct,0.0025,False,False,2046,29.78,25.01,33.76,25.01,-28.05,-28.98,1.062,286,47.7,43.0,4.934,4.434,20.13,-6.56,35.0,70.4,14,20.87,19.15,22.18,19.15,-28.35,-31.18,0.736,536,25.9,46.1,5.872,5.372,20.02,-6.47,39.0,42.3,12,3.0
g1b_a12_L40_d30_s10_t50_tp25_n16,12,40,40,0.3,off,70.0,,close,0.1,50,0.25,16,0.0625,,pct,0.0025,False,False,2046,27.17,26.08,31.23,26.08,-24.67,-25.11,1.101,621,103.6,44.3,4.908,4.408,19.7,-6.76,35.0,63.9,20,16.52,15.87,17.06,15.87,-24.49,-25.2,0.675,1053,51.0,45.1,5.375,4.875,19.65,-6.34,39.0,34.7,21,4.6
g1b_a12_L40_d30_s10_t150_notp_n5,12,40,40,0.3,off,70.0,,close,0.1,150,,5,0.3,,pct,0.0025,False,False,2046,21.61,18.81,22.64,18.81,-38.76,-39.15,0.558,49,8.2,37.5,12.366,11.866,47.76,-9.17,107.0,79.7,9,21.5,17.58,23.71,17.58,-64.24,-64.24,0.335,89,4.3,46.2,25.597,25.097,66.23,-9.59,161.0,62.2,9,2.0
g1b_a12_L40_d30_s10_t150_notp_n8,12,40,40,0.3,off,70.0,,close,0.1,150,,8,0.1875,,pct,0.0025,False,False,2046,24.47,22.92,25.24,22.92,-35.51,-35.98,0.689,71,11.8,42.9,13.701,13.201,44.56,-8.96,116.0,78.8,12,20.76,20.06,21.54,20.06,-52.49,-52.49,0.396,131,6.3,48.1,23.039,22.539,58.18,-9.55,164.0,60.6,13,2.4
g1b_a12_L40_d30_s10_t150_notp_n10,12,40,40,0.3,off,70.0,,close,0.1,150,,10,0.15,,pct,0.0025,False,False,2046,21.21,19.16,22.99,19.16,-36.37,-38.4,0.583,95,15.9,42.9,11.242,10.742,39.02,-9.15,112.0,81.0,16,19.51,18.85,20.12,18.85,-47.54,-48.26,0.41,168,8.2,46.3,20.346,19.846,54.49,-9.29,158.0,60.3,15,2.6
g1b_a12_L40_d30_s10_t150_notp_n16,12,40,40,0.3,off,70.0,,close,0.1,150,,16,0.0625,,pct,0.0025,False,False,2046,20.59,19.37,21.44,19.37,-35.2,-37.16,0.585,217,36.2,43.2,11.383,10.883,38.55,-9.53,114.0,78.7,29,16.57,16.26,17.18,16.26,-34.91,-35.54,0.475,383,18.5,45.4,16.049,15.549,46.23,-9.03,148.0,54.7,25,4.6
g1b_a12_L40_d30_s10_t150_tp25_n5,12,40,40,0.3,off,70.0,,close,0.1,150,0.25,5,0.3,,pct,0.0025,False,False,2046,28.19,15.3,35.86,15.3,-34.03,-37.66,0.828,111,18.5,47.2,6.471,5.971,24.1,-9.2,50.0,76.6,10,16.26,15.33,20.38,15.33,-33.63,-39.01,0.484,220,10.6,46.2,6.068,5.568,23.97,-9.33,58.0,52.0,9,2.0
g1b_a12_L40_d30_s10_t150_tp25_n8,12,40,40,0.3,off,70.0,,close,0.1,150,0.25,8,0.1875,,pct,0.0025,False,False,2046,31.28,27.35,34.16,27.35,-33.79,-35.3,0.926,182,30.4,48.0,6.625,6.125,23.96,-9.34,49.0,77.0,12,18.55,15.84,19.81,15.84,-32.2,-36.45,0.576,345,16.7,48.2,6.904,6.404,24.37,-9.39,59.0,51.2,11,2.5
g1b_a12_L40_d30_s10_t150_tp25_n10,12,40,40,0.3,off,70.0,,close,0.1,150,0.25,10,0.15,,pct,0.0025,False,False,2046,31.96,23.22,36.76,23.22,-31.46,-35.73,1.016,215,35.9,49.4,7.132,6.632,24.06,-9.47,50.0,74.3,13,18.3,17.08,20.88,17.08,-30.74,-32.96,0.595,406,19.6,48.0,7.08,6.58,24.75,-9.3,59.0,48.5,11,2.7
g1b_a12_L40_d30_s10_t150_tp25_n16,12,40,40,0.3,off,70.0,,close,0.1,150,0.25,16,0.0625,,pct,0.0025,False,False,2046,28.32,25.86,31.27,25.86,-30.87,-32.6,0.917,481,80.2,48.1,6.72,6.22,24.24,-9.42,53.0,72.2,21,17.82,17.46,18.89,17.46,-29.65,-31.55,0.601,847,41.0,49.3,7.489,6.989,24.58,-9.06,61.0,43.0,21,4.8
g1b_a24_L15_d30_s7_t20_notp_n5,24,25,15,0.3,off,70.0,,close,0.07,20,,5,0.3,,pct,0.0025,False,False,8140,50.23,36.04,61.33,36.04,-40.24,-46.37,1.248,265,44.3,43.3,4.596,4.096,16.09,-4.28,21.0,82.3,12,32.54,30.2,37.55,30.2,-43.03,-46.91,0.756,678,32.8,43.2,4.352,3.852,15.94,-4.26,23.0,64.8,15,3.0
g1b_a24_L15_d30_s7_t20_notp_n8,24,25,15,0.3,off,70.0,,close,0.07,20,,8,0.1875,,pct,0.0025,False,False,8140,44.76,35.72,52.76,35.72,-38.21,-48.53,1.171,421,70.2,41.9,4.163,3.663,15.38,-4.13,21.0,81.7,14,32.56,30.35,36.72,30.35,-39.63,-48.47,0.822,1022,49.4,43.9,4.339,3.839,15.42,-4.18,23.0,62.2,16,3.4
g1b_a24_L15_d30_s7_t20_notp_n10,24,25,15,0.3,off,70.0,,close,0.07,20,,10,0.15,,pct,0.0025,False,False,8140,42.72,37.83,52.98,37.83,-37.12,-45.38,1.151,523,87.3,41.9,3.99,3.49,15.11,-4.17,21.0,81.4,14,31.68,29.13,35.22,29.13,-37.25,-44.25,0.851,1241,60.0,44.0,4.29,3.79,15.31,-4.18,23.0,60.0,17,4.0
g1b_a24_L15_d30_s7_t20_notp_n16,24,25,15,0.3,off,70.0,,close,0.07,20,,16,0.0625,,pct,0.0025,False,False,8140,45.55,43.84,48.84,43.84,-30.65,-35.03,1.486,1183,197.3,43.1,4.211,3.711,15.29,-4.15,22.0,78.3,21,27.86,26.22,29.28,26.22,-30.93,-33.23,0.901,2515,121.7,44.4,4.234,3.734,14.58,-4.05,23.0,51.1,22,7.0
g1b_a24_L15_d30_s7_t20_tp25_n5,24,25,15,0.3,off,70.0,,close,0.07,20,0.25,5,0.3,,pct,0.0025,False,False,8140,45.2,34.64,54.52,34.64,-34.75,-42.27,1.301,328,54.7,42.7,3.404,2.904,14.0,-4.39,17.0,79.6,11,34.0,30.73,40.24,30.73,-35.39,-44.77,0.961,821,39.7,44.0,3.539,3.039,13.64,-4.25,19.0,61.7,14,3.3
g1b_a24_L15_d30_s7_t20_tp25_n8,24,25,15,0.3,off,70.0,,close,0.07,20,0.25,8,0.1875,,pct,0.0025,False,False,8140,47.54,41.33,56.31,41.33,-32.35,-37.26,1.47,528,88.1,42.5,3.338,2.838,13.81,-4.21,17.0,81.1,16,35.88,32.4,38.45,32.4,-34.24,-37.5,1.048,1271,61.5,44.0,3.692,3.192,13.68,-4.22,18.0,59.5,16,3.5
g1b_a24_L15_d30_s7_t20_tp25_n10,24,25,15,0.3,off,70.0,,close,0.07,20,0.25,10,0.15,,pct,0.0025,False,False,8140,40.1,36.56,53.64,36.56,-28.74,-33.61,1.395,637,106.3,42.4,3.102,2.602,13.6,-4.24,17.0,77.6,18,34.1,32.56,37.33,32.56,-30.5,-35.2,1.118,1488,72.0,44.5,3.704,3.204,13.62,-4.18,18.0,55.9,18,4.2
g1b_a24_L15_d30_s7_t20_tp25_n16,24,25,15,0.3,off,70.0,,close,0.07,20,0.25,16,0.0625,,pct,0.0025,False,False,8140,44.22,42.05,47.63,42.05,-23.79,-25.04,1.859,1463,243.9,43.0,3.338,2.838,13.3,-4.13,17.0,74.8,29,29.26,27.7,30.16,27.7,-23.67,-25.09,1.236,2972,143.8,44.4,3.681,3.181,13.34,-4.09,18.0,46.4,28,7.6
g1b_a24_L15_d30_s7_t30_notp_n5,24,25,15,0.3,off,70.0,,close,0.07,30,,5,0.3,,pct,0.0025,False,False,8140,49.67,38.18,64.65,38.18,-36.03,-40.63,1.379,191,31.9,42.8,6.159,5.659,19.84,-4.44,30.0,84.8,13,30.52,24.27,37.37,24.27,-42.7,-42.72,0.715,506,24.5,41.9,5.347,4.847,18.97,-4.44,32.0,68.6,13,2.8
g1b_a24_L15_d30_s7_t30_notp_n8,24,25,15,0.3,off,70.0,,close,0.07,30,,8,0.1875,,pct,0.0025,False,False,8140,40.92,31.78,52.64,31.78,-35.93,-43.64,1.139,313,52.2,40.9,4.974,4.474,18.69,-4.42,29.0,83.7,18,27.78,25.61,33.09,25.61,-41.43,-43.77,0.671,790,38.2,42.0,4.894,4.394,17.96,-4.59,32.0,66.4,19,3.5
g1b_a24_L15_d30_s7_t30_notp_n10,24,25,15,0.3,off,70.0,,close,0.07,30,,10,0.15,,pct,0.0025,False,False,8140,42.83,33.03,62.6,33.03,-36.79,-41.51,1.164,405,67.5,40.6,5.107,4.607,19.37,-4.4,28.0,84.6,21,29.63,27.43,33.24,27.43,-37.68,-42.51,0.786,958,46.3,42.6,5.299,4.799,18.39,-4.53,32.0,65.8,21,3.9
g1b_a24_L15_d30_s7_t30_notp_n16,24,25,15,0.3,off,70.0,,close,0.07,30,,16,0.0625,,pct,0.0025,False,False,8140,34.99,31.69,39.22,31.69,-34.24,-36.55,1.022,943,157.3,40.0,4.331,3.831,17.79,-4.47,28.0,82.0,31,25.85,24.15,27.42,24.15,-32.93,-37.02,0.785,2049,99.1,43.0,4.926,4.426,17.37,-4.45,31.0,57.5,32,7.0
g1b_a24_L15_d30_s7_t30_tp25_n5,24,25,15,0.3,off,70.0,,close,0.07,30,0.25,5,0.3,,pct,0.0025,False,False,8140,61.74,40.66,71.48,40.66,-31.76,-37.64,1.944,274,45.8,43.8,4.847,4.347,16.62,-4.28,21.0,81.5,12,35.16,31.13,38.8,31.13,-35.72,-37.54,0.984,670,32.4,43.5,4.334,3.834,15.92,-4.49,24.0,64.8,12,3.0
g1b_a24_L15_d30_s7_t30_tp25_n8,24,25,15,0.3,off,70.0,,close,0.07,30,0.25,8,0.1875,,pct,0.0025,False,False,8140,56.36,37.73,62.12,37.73,-32.97,-40.57,1.71,449,74.9,42.5,4.44,3.94,16.06,-4.29,21.0,83.2,13,33.82,31.65,36.69,31.65,-33.56,-35.81,1.008,1043,50.5,43.7,4.245,3.745,15.69,-4.53,24.0,63.4,15,3.7
g1b_a24_L15_d30_s7_t30_tp25_n10,24,25,15,0.3,off,70.0,,close,0.07,30,0.25,10,0.15,,pct,0.0025,False,False,8140,50.5,31.76,57.46,31.76,-32.03,-33.97,1.577,533,88.9,42.2,4.21,3.71,15.9,-4.35,21.0,80.2,14,32.84,30.46,34.93,30.46,-30.4,-33.56,1.08,1233,59.6,43.5,4.346,3.846,15.83,-4.51,24.0,59.8,16,4.1
g1b_a24_L15_d30_s7_t30_tp25_n16,24,25,15,0.3,off,70.0,,close,0.07,30,0.25,16,0.0625,,pct,0.0025,False,False,8140,42.96,35.05,46.08,35.05,-26.38,-28.78,1.629,1259,210.0,41.2,3.77,3.27,15.49,-4.47,21.0,78.5,29,28.73,27.73,30.7,27.73,-27.35,-30.58,1.05,2592,125.4,43.0,4.165,3.665,15.54,-4.5,23.0,51.9,27,6.5
g1b_a24_L15_d30_s7_t50_notp_n5,24,25,15,0.3,off,70.0,,close,0.07,50,,5,0.3,,pct,0.0025,False,False,8140,31.98,20.92,38.45,20.92,-38.44,-44.06,0.832,165,27.6,43.1,5.106,4.606,17.38,-4.58,34.0,83.2,10,24.74,23.5,30.62,23.5,-44.3,-50.06,0.558,410,19.8,43.8,5.677,5.177,20.0,-5.23,42.0,73.3,11,3.0
g1b_a24_L15_d30_s7_t50_notp_n8,24,25,15,0.3,off,70.0,,close,0.07,50,,8,0.1875,,pct,0.0025,False,False,8140,30.85,23.58,38.76,23.58,-34.21,-40.87,0.902,247,41.3,42.1,5.351,4.851,18.55,-4.6,36.0,83.6,12,24.62,22.09,28.01,22.09,-35.23,-42.43,0.699,611,29.6,45.2,5.781,5.281,19.54,-5.27,43.0,70.8,13,3.5
g1b_a24_L15_d30_s7_t50_notp_n10,24,25,15,0.3,off,70.0,,close,0.07,50,,10,0.15,,pct,0.0025,False,False,8140,32.95,22.53,35.44,22.53,-32.93,-38.91,1.0,304,50.8,43.4,5.287,4.787,17.61,-4.61,38.0,85.4,12,26.33,23.55,28.34,23.55,-34.72,-41.59,0.758,738,35.7,46.0,6.193,5.693,19.67,-5.34,44.0,70.4,14,4.1
g1b_a24_L15_d30_s7_t50_notp_n16,24,25,15,0.3,off,70.0,,close,0.07,50,,16,0.0625,,pct,0.0025,False,False,8140,33.5,30.35,38.63,30.35,-30.03,-34.46,1.115,679,113.3,43.4,5.9,5.4,20.37,-4.99,39.0,84.6,15,24.74,23.44,25.2,23.44,-31.57,-32.14,0.784,1545,74.8,45.8,6.389,5.889,20.25,-5.32,45.0,64.4,21,6.8
g1b_a24_L15_d30_s7_t50_tp25_n5,24,25,15,0.3,off,70.0,,close,0.07,50,0.25,5,0.3,,pct,0.0025,False,False,8140,45.92,30.68,56.98,30.68,-35.56,-50.76,1.291,249,41.5,46.6,4.492,3.992,15.04,-4.94,24.0,81.7,10,34.86,28.34,36.79,28.34,-38.67,-46.7,0.901,583,28.2,48.5,4.915,4.415,16.01,-5.34,29.0,69.0,12,3.2
g1b_a24_L15_d30_s7_t50_tp25_n8,24,25,15,0.3,off,70.0,,close,0.07,50,0.25,8,0.1875,,pct,0.0025,False,False,8140,41.6,31.79,49.9,31.79,-34.6,-35.97,1.202,385,64.3,44.8,4.112,3.612,14.91,-4.93,25.0,83.2,12,31.42,28.42,33.66,28.42,-34.56,-42.78,0.909,904,43.7,47.2,4.645,4.145,15.85,-5.49,29.0,67.7,13,3.7
g1b_a24_L15_d30_s7_t50_tp25_n10,24,25,15,0.3,off,70.0,,close,0.07,50,0.25,10,0.15,,pct,0.0025,False,False,8140,41.25,30.51,55.19,30.51,-32.15,-36.68,1.283,456,76.1,45.1,4.121,3.621,15.24,-4.98,25.0,80.8,13,31.27,28.73,32.5,28.73,-32.51,-41.34,0.962,1073,51.9,47.3,4.742,4.242,16.11,-5.49,29.0,64.2,14,4.1
g1b_a24_L15_d30_s7_t50_tp25_n16,24,25,15,0.3,off,70.0,,close,0.07,50,0.25,16,0.0625,,pct,0.0025,False,False,8140,38.1,33.82,43.4,33.82,-26.11,-28.42,1.46,1059,176.5,45.2,4.083,3.583,15.15,-5.18,26.0,81.0,14,26.65,24.56,27.44,24.56,-26.9,-32.31,0.991,2269,109.8,46.8,4.491,3.991,15.95,-5.55,30.0,57.1,21,6.9
g1b_a24_L15_d30_s7_t150_notp_n5,24,25,15,0.3,off,70.0,,close,0.07,150,,5,0.3,,pct,0.0025,False,False,8140,39.46,21.6,57.39,21.6,-41.17,-50.46,0.958,71,11.9,44.1,19.998,19.498,52.28,-6.56,78.0,86.6,6,21.99,17.95,26.12,17.95,-58.64,-58.64,0.375,184,8.9,40.8,13.939,13.439,44.75,-7.01,100.0,79.8,16,2.7
g1b_a24_L15_d30_s7_t150_notp_n8,24,25,15,0.3,off,70.0,,close,0.07,150,,8,0.1875,,pct,0.0025,False,False,8140,37.6,26.63,43.38,26.63,-36.9,-44.9,1.019,115,19.3,44.0,17.363,16.863,51.37,-6.57,74.0,86.5,8,21.9,18.74,23.42,18.74,-49.97,-49.97,0.438,271,13.1,42.2,14.218,13.718,43.56,-6.98,103.0,79.2,18,3.2
g1b_a24_L15_d30_s7_t150_notp_n10,24,25,15,0.3,off,70.0,,close,0.07,150,,10,0.15,,pct,0.0025,False,False,8140,39.29,33.15,49.43,33.15,-36.49,-40.11,1.077,132,22.1,44.0,19.312,18.812,52.69,-6.64,82.0,88.6,9,24.2,21.26,26.48,21.26,-53.61,-53.61,0.451,333,16.1,43.0,15.779,15.279,46.17,-6.93,105.0,80.0,20,3.7
g1b_a24_L15_d30_s7_t150_notp_n16,24,25,15,0.3,off,70.0,,close,0.07,150,,16,0.0625,,pct,0.0025,False,False,8140,34.62,32.72,37.78,32.72,-31.58,-36.05,1.096,351,58.5,43.3,13.993,13.493,41.24,-6.74,77.0,90.4,22,24.35,23.46,26.22,23.46,-52.07,-52.08,0.468,719,34.8,44.1,15.951,15.451,44.21,-6.85,113.0,78.5,32,6.7
g1b_a24_L15_d30_s7_t150_tp25_n5,24,25,15,0.3,off,70.0,,close,0.07,150,0.25,5,0.3,,pct,0.0025,False,False,8140,33.42,23.08,39.58,23.08,-37.07,-48.69,0.902,172,28.8,45.8,4.84,4.34,18.55,-6.69,35.0,83.9,8,29.8,27.8,34.04,27.8,-36.33,-49.41,0.82,415,20.1,47.7,6.014,5.514,20.33,-7.09,45.0,74.2,10,3.2
g1b_a24_L15_d30_s7_t150_tp25_n8,24,25,15,0.3,off,70.0,,close,0.07,150,0.25,8,0.1875,,pct,0.0025,False,False,8140,38.11,29.8,44.23,29.8,-33.87,-42.22,1.125,278,46.4,47.0,5.226,4.726,18.75,-6.89,35.0,84.8,10,30.6,27.25,31.74,27.25,-34.36,-41.44,0.891,683,33.1,47.8,5.899,5.399,20.17,-7.18,42.0,72.7,11,4.1
g1b_a24_L15_d30_s7_t150_tp25_n10,24,25,15,0.3,off,70.0,,close,0.07,150,0.25,10,0.15,,pct,0.0025,False,False,8140,35.65,28.07,39.4,28.07,-32.75,-35.66,1.088,335,55.9,46.3,4.967,4.467,19.2,-6.96,36.0,83.4,12,27.85,26.11,29.61,26.11,-34.19,-37.09,0.814,823,39.8,46.9,5.665,5.165,20.27,-7.21,42.0,70.1,13,4.7
g1b_a24_L15_d30_s7_t150_tp25_n16,24,25,15,0.3,off,70.0,,close,0.07,150,0.25,16,0.0625,,pct,0.0025,False,False,8140,36.36,31.36,42.31,31.36,-27.26,-28.94,1.334,771,128.6,46.6,5.296,4.796,19.54,-6.95,38.0,84.9,18,26.38,25.36,27.7,25.36,-28.18,-31.9,0.936,1762,85.3,46.6,5.788,5.288,20.56,-7.29,44.0,65.4,19,7.9
g1b_a24_L15_d30_s8_t20_notp_n5,24,25,15,0.3,off,70.0,,close,0.08,20,,5,0.3,,pct,0.0025,False,False,8140,49.75,31.04,59.64,31.04,-43.28,-50.46,1.15,262,43.7,42.8,4.643,4.143,16.01,-4.33,22.0,82.8,11,31.78,29.25,38.44,29.25,-45.83,-51.59,0.693,674,32.6,43.4,4.264,3.764,15.84,-4.33,23.0,65.0,15,3.1
g1b_a24_L15_d30_s8_t20_notp_n8,24,25,15,0.3,off,70.0,,close,0.08,20,,8,0.1875,,pct,0.0025,False,False,8140,45.77,32.82,53.18,32.82,-40.26,-49.55,1.137,418,69.7,42.2,4.292,3.792,15.08,-4.16,21.0,81.8,14,32.64,30.16,37.43,30.16,-41.23,-49.85,0.792,1017,49.2,44.1,4.398,3.898,15.37,-4.22,23.0,62.3,16,4.1
g1b_a24_L15_d30_s8_t20_notp_n10,24,25,15,0.3,off,70.0,,close,0.08,20,,10,0.15,,pct,0.0025,False,False,8140,39.84,35.23,49.8,35.23,-38.58,-46.17,1.033,523,87.2,41.5,3.815,3.315,14.8,-4.22,21.0,81.4,13,31.86,29.75,35.37,29.75,-38.45,-45.57,0.829,1231,59.6,44.1,4.327,3.827,15.22,-4.23,23.0,60.2,17,4.4
g1b_a24_L15_d30_s8_t20_notp_n16,24,25,15,0.3,off,70.0,,close,0.08,20,,16,0.0625,,pct,0.0025,False,False,8140,45.09,44.18,48.11,44.18,-31.27,-35.16,1.442,1182,197.1,43.2,4.193,3.693,15.22,-4.16,22.0,78.5,21,27.81,26.29,29.17,26.29,-31.5,-33.85,0.883,2509,121.4,44.6,4.259,3.759,14.51,-4.07,23.0,51.3,21,7.3
g1b_a24_L15_d30_s8_t20_tp25_n5,24,25,15,0.3,off,70.0,,close,0.08,20,0.25,5,0.3,,pct,0.0025,False,False,8140,41.98,32.62,56.29,32.62,-37.25,-44.79,1.127,327,54.6,42.7,3.282,2.782,13.83,-4.43,17.0,79.8,11,33.5,30.08,39.92,30.08,-38.69,-46.71,0.866,818,39.6,44.1,3.523,3.023,13.65,-4.31,19.0,61.8,14,3.0
g1b_a24_L15_d30_s8_t20_tp25_n8,24,25,15,0.3,off,70.0,,close,0.08,20,0.25,8,0.1875,,pct,0.0025,False,False,8140,44.79,41.48,55.53,41.48,-33.72,-38.48,1.328,525,87.6,42.9,3.289,2.789,13.81,-4.24,18.0,81.2,16,34.88,33.15,38.57,33.15,-35.53,-39.05,0.982,1266,61.3,44.2,3.634,3.134,13.73,-4.26,19.0,59.6,16,3.7
g1b_a24_L15_d30_s8_t20_tp25_n10,24,25,15,0.3,off,70.0,,close,0.08,20,0.25,10,0.15,,pct,0.0025,False,False,8140,40.53,36.65,50.25,36.65,-30.16,-35.2,1.344,634,105.7,42.6,3.15,2.65,13.59,-4.25,17.0,77.7,18,34.11,32.72,37.41,32.72,-32.0,-36.48,1.066,1480,71.6,44.7,3.727,3.227,13.66,-4.21,19.0,56.0,18,4.0
g1b_a24_L15_d30_s8_t20_tp25_n16,24,25,15,0.3,off,70.0,,close,0.08,20,0.25,16,0.0625,,pct,0.0025,False,False,8140,44.32,42.09,47.01,42.09,-24.4,-25.83,1.816,1457,243.0,43.1,3.365,2.865,13.3,-4.14,18.0,75.0,28,29.09,27.73,30.41,27.73,-24.14,-25.67,1.205,2956,143.0,44.6,3.691,3.191,13.37,-4.12,18.0,46.5,28,6.9
g1b_a24_L15_d30_s8_t30_notp_n5,24,25,15,0.3,off,70.0,,close,0.08,30,,5,0.3,,pct,0.0025,False,False,8140,40.62,32.52,66.75,32.52,-37.07,-40.24,1.096,192,32.1,43.5,5.183,4.683,19.28,-4.46,30.0,85.3,12,29.31,24.1,35.12,24.1,-42.7,-43.7,0.686,507,24.5,42.0,5.28,4.78,18.5,-4.51,32.0,68.6,13,3.3
g1b_a24_L15_d30_s8_t30_notp_n8,24,25,15,0.3,off,70.0,,close,0.08,30,,8,0.1875,,pct,0.0025,False,False,8140,37.98,27.43,49.33,27.43,-38.09,-43.87,0.997,312,52.0,40.8,4.802,4.302,18.35,-4.34,29.0,83.9,17,27.72,24.99,31.3,24.99,-40.67,-45.91,0.682,779,37.7,42.1,4.953,4.453,18.24,-4.66,32.0,66.4,19,3.7
g1b_a24_L15_d30_s8_t30_notp_n10,24,25,15,0.3,off,70.0,,close,0.08,30,,10,0.15,,pct,0.0025,False,False,8140,40.21,28.36,52.33,28.36,-37.6,-42.54,1.07,393,65.6,40.4,4.975,4.475,18.67,-4.46,29.0,84.6,21,29.14,25.98,32.08,25.98,-38.82,-43.72,0.751,949,45.9,42.7,5.177,4.677,18.44,-4.61,32.0,65.8,23,4.2
g1b_a24_L15_d30_s8_t30_notp_n16,24,25,15,0.3,off,70.0,,close,0.08,30,,16,0.0625,,pct,0.0025,False,False,8140,33.8,31.02,36.01,31.02,-32.85,-35.96,1.029,929,155.0,40.3,4.262,3.762,17.17,-4.5,29.0,82.4,32,25.24,24.09,26.34,24.09,-33.1,-35.6,0.762,2028,98.1,43.2,4.868,4.368,17.12,-4.52,32.0,57.7,32,7.2
g1b_a24_L15_d30_s8_t30_tp25_n5,24,25,15,0.3,off,70.0,,close,0.08,30,0.25,5,0.3,,pct,0.0025,False,False,8140,63.13,39.68,72.05,39.68,-33.16,-37.76,1.904,268,44.7,44.3,4.987,4.487,16.47,-4.31,22.0,81.5,11,35.65,31.36,38.22,31.36,-36.65,-38.48,0.973,668,32.3,43.5,4.377,3.877,16.01,-4.55,24.0,65.0,12,2.8
