label,max_age_m,min_bars,L,max_depth,rs_policy,rs_min,tight_max,pivot_mode,stop,trail,target,slots,size_pct,risk_pct,stop_mode,cost,gate,fill_close,n_signals,w1_cagr,w1_cagr_lo,w1_cagr_hi,w1_cagr_worst,w1_dd,w1_dd_worst,w1_calmar,w1_n,w1_tpy,w1_win,w1_mean,w1_netexp,w1_avg_win,w1_avg_loss,w1_hold,w1_inv,w1_streak,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_cagr_worst,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold,w2_inv,w2_streak,secs
g1b_a3_L25_d30_s10_t20_notp_n5,3,25,25,0.3,off,70.0,,close,0.1,20,,5,0.3,,pct,0.0025,False,False,612,49.14,42.64,54.68,42.64,-22.06,-23.69,2.227,135,22.5,54.1,7.586,7.086,17.89,-4.35,25.0,49.2,8,28.76,26.68,29.41,26.68,-33.08,-33.08,0.869,236,11.4,59.3,8.998,8.498,18.03,-4.49,28.0,27.8,9,1.3
g1b_a3_L25_d30_s10_t20_notp_n8,3,25,25,0.3,off,70.0,,close,0.1,20,,8,0.1875,,pct,0.0025,False,False,612,42.98,38.5,47.97,38.5,-17.5,-19.22,2.456,200,33.3,50.2,7.224,6.724,18.68,-4.21,24.0,44.2,8,24.66,23.31,25.6,23.31,-22.86,-22.86,1.079,336,16.3,57.4,8.28,7.78,17.6,-4.28,27.0,24.2,8,1.5
g1b_a3_L25_d30_s10_t20_notp_n10,3,25,25,0.3,off,70.0,,close,0.1,20,,10,0.15,,pct,0.0025,False,False,612,37.05,35.92,38.18,35.92,-14.89,-15.3,2.488,239,39.9,47.0,6.489,5.989,18.5,-4.26,23.0,41.3,8,21.61,20.93,22.02,20.93,-20.13,-20.13,1.073,396,19.2,55.0,7.487,6.987,17.08,-4.25,26.0,22.1,8,1.5
g1b_a3_L25_d30_s10_t20_notp_n16,3,25,25,0.3,off,70.0,,close,0.1,20,,16,0.0625,,pct,0.0025,False,False,612,22.92,22.76,23.07,22.76,-9.67,-9.67,2.371,363,60.5,45.7,5.991,5.491,18.01,-4.17,22.0,25.6,8,13.76,13.72,13.83,13.72,-11.78,-11.78,1.169,579,28.0,51.9,6.66,6.16,16.63,-4.12,25.0,13.2,8,2.4
g1b_a3_L25_d30_s10_t20_tp25_n5,3,25,25,0.3,off,70.0,,close,0.1,20,0.25,5,0.3,,pct,0.0025,False,False,612,45.04,39.02,50.83,39.02,-18.65,-23.15,2.415,167,27.9,50.5,5.522,5.022,14.95,-4.23,18.0,41.8,9,28.73,27.7,30.64,27.7,-19.12,-22.78,1.503,285,13.8,56.8,7.088,6.588,15.84,-4.29,20.0,23.0,10,1.4
g1b_a3_L25_d30_s10_t20_tp25_n8,3,25,25,0.3,off,70.0,,close,0.1,20,0.25,8,0.1875,,pct,0.0025,False,False,612,38.15,35.85,39.84,35.85,-13.34,-17.34,2.861,242,40.4,48.4,5.191,4.691,15.13,-4.15,17.0,36.9,9,24.35,23.35,24.98,23.35,-13.8,-17.23,1.764,400,19.4,55.7,6.614,6.114,15.25,-4.13,19.0,19.7,9,1.4
g1b_a3_L25_d30_s10_t20_tp25_n10,3,25,25,0.3,off,70.0,,close,0.1,20,0.25,10,0.15,,pct,0.0025,False,False,612,30.65,30.11,32.39,30.11,-11.91,-12.2,2.573,273,45.5,46.5,4.683,4.183,14.99,-4.18,17.0,33.0,9,20.79,19.93,20.99,19.93,-12.72,-12.72,1.634,445,21.6,53.7,6.195,5.695,15.09,-4.15,19.0,17.4,9,1.5
g1b_a3_L25_d30_s10_t20_tp25_n16,3,25,25,0.3,off,70.0,,close,0.1,20,0.25,16,0.0625,,pct,0.0025,False,False,612,17.88,17.78,17.99,17.78,-6.58,-6.58,2.718,378,63.0,44.6,4.295,3.795,14.87,-4.21,17.0,18.9,12,12.86,12.77,12.91,12.77,-7.89,-7.92,1.63,603,29.2,51.1,5.627,5.127,14.94,-4.1,19.0,9.8,11,1.9
g1b_a3_L25_d30_s10_t30_notp_n5,3,25,25,0.3,off,70.0,,close,0.1,30,,5,0.3,,pct,0.0025,False,False,612,34.83,33.47,42.34,33.47,-25.99,-28.7,1.34,108,18.0,52.1,7.008,6.508,18.93,-5.67,34.0,54.9,7,23.44,22.5,24.83,22.5,-33.08,-33.08,0.709,196,9.5,54.8,8.871,8.371,20.61,-5.44,38.0,32.0,8,1.5
g1b_a3_L25_d30_s10_t30_notp_n8,3,25,25,0.3,off,70.0,,close,0.1,30,,8,0.1875,,pct,0.0025,False,False,612,34.5,31.73,39.39,31.73,-23.56,-25.05,1.465,160,26.7,50.6,7.397,6.897,20.38,-5.79,35.0,51.8,10,21.35,20.61,22.51,20.61,-29.12,-29.12,0.733,282,13.6,54.1,8.617,8.117,20.39,-5.35,38.0,29.1,10,1.8
g1b_a3_L25_d30_s10_t30_notp_n10,3,25,25,0.3,off,70.0,,close,0.1,30,,10,0.15,,pct,0.0025,False,False,612,33.56,31.45,36.11,31.45,-19.89,-21.89,1.687,190,31.8,51.9,7.346,6.846,19.72,-5.77,35.0,49.5,11,19.93,19.42,20.23,19.42,-27.48,-27.49,0.725,330,16.0,54.4,8.292,7.792,19.76,-5.4,38.0,27.1,11,1.8
g1b_a3_L25_d30_s10_t30_notp_n16,3,25,25,0.3,off,70.0,,close,0.1,30,,16,0.0625,,pct,0.0025,False,False,612,24.34,23.83,24.56,23.83,-11.43,-12.01,2.128,327,54.5,50.5,7.137,6.637,19.55,-5.55,34.0,35.5,16,13.89,13.73,13.99,13.73,-19.06,-19.06,0.729,535,25.9,52.7,7.469,6.969,18.75,-5.14,37.0,18.3,16,2.5
g1b_a3_L25_d30_s10_t30_tp25_n5,3,25,25,0.3,off,70.0,,close,0.1,30,0.25,5,0.3,,pct,0.0025,False,False,612,45.1,42.42,50.27,42.42,-19.27,-26.98,2.34,138,23.1,53.2,6.686,6.186,17.24,-5.39,24.0,46.9,8,27.22,25.97,29.19,25.97,-21.44,-26.12,1.27,247,11.9,54.9,7.753,7.253,18.46,-5.18,26.0,26.1,9,1.4
g1b_a3_L25_d30_s10_t30_tp25_n8,3,25,25,0.3,off,70.0,,close,0.1,30,0.25,8,0.1875,,pct,0.0025,False,False,612,38.93,35.76,41.96,35.76,-15.93,-20.65,2.444,204,34.0,52.7,6.32,5.82,17.02,-5.52,24.0,43.3,11,23.88,22.82,24.39,22.82,-15.94,-20.32,1.498,351,17.0,55.2,7.498,6.998,17.59,-5.16,26.0,23.3,11,1.7
g1b_a3_L25_d30_s10_t30_tp25_n10,3,25,25,0.3,off,70.0,,close,0.1,30,0.25,10,0.15,,pct,0.0025,False,False,612,33.27,30.13,35.77,30.13,-14.07,-16.98,2.364,229,38.3,52.0,5.982,5.482,16.68,-5.54,24.0,39.3,11,21.13,20.73,21.7,20.73,-14.13,-15.38,1.495,391,18.9,55.3,7.227,6.727,17.27,-5.24,26.0,21.1,11,1.8
g1b_a3_L25_d30_s10_t30_tp25_n16,3,25,25,0.3,off,70.0,,close,0.1,30,0.25,16,0.0625,,pct,0.0025,False,False,612,21.76,21.3,22.22,21.3,-8.55,-8.92,2.546,357,59.5,49.6,5.699,5.199,17.13,-5.54,24.0,26.0,15,13.82,13.62,13.94,13.62,-8.78,-8.94,1.574,575,27.8,52.2,6.618,6.118,17.42,-5.18,26.0,13.0,15,2.1
