gap_pct,first_open_eq_low,first_open_eq_high,first_bullish,first_bearish,bar3_above_vwap,bar6_above_vwap,bar9_above_vwap,rsi_at_bar3,rsi_at_bar6,rsi_at_bar9,ema9_above_ema21_bar6,vol_first3,hi_bar,lo_bar,bars,symbol,session,ret_pct,range_pct,direction
-3.031,0,1,0,1,-1,-1,-1,18.5,17.0,20.1,0,2565730,0,72,75,RELIANCE,2024-07-22,-2.274,2.485,dn
-1.07,0,0,0,1,-1,-1,-1,14.5,15.5,22.9,0,1307666,0,40,75,RELIANCE,2024-08-05,-2.162,3.422,dn
0.822,0,0,0,1,-1,-1,-1,48.4,46.3,45.7,0,5146076,0,34,75,RELIANCE,2024-08-30,-1.408,2.373,dn
-1.55,0,0,0,1,-1,-1,-1,16.6,12.7,10.4,0,1230268,0,68,75,RELIANCE,2024-09-06,-1.809,2.372,dn
0.327,0,0,0,1,-1,1,1,44.4,47.0,48.0,0,1440936,69,26,75,RELIANCE,2024-09-12,1.356,2.752,up
-0.299,0,0,0,1,-1,-1,-1,40.3,47.1,46.2,0,856084,69,3,75,RELIANCE,2024-09-27,1.634,2.769,up
-0.269,0,0,0,1,-1,-1,-1,43.4,34.3,32.2,0,2331060,0,72,75,RELIANCE,2024-09-30,-2.659,3.33,dn
-1.838,1,0,1,0,1,1,-1,15.4,22.8,19.9,0,5929644,0,70,75,RELIANCE,2024-10-03,-2.207,3.292,dn
-0.071,0,0,0,1,1,1,1,37.0,35.4,45.5,0,9523962,0,0,75,RELIANCE,2024-10-04,-1.346,2.532,dn
-0.866,0,0,0,1,1,1,1,31.2,40.1,40.0,0,2983212,74,1,75,RELIANCE,2024-10-08,1.93,2.615,up
-0.143,0,0,0,1,-1,1,-1,39.0,53.1,44.8,0,1230932,0,72,75,RELIANCE,2024-10-09,-1.664,2.039,dn
0.088,0,0,1,0,-1,1,-1,55.5,59.5,54.5,1,1124490,0,72,75,RELIANCE,2024-10-22,-1.961,2.615,dn
-0.041,0,0,0,1,-1,-1,-1,11.4,9.9,17.8,0,2584632,0,22,75,RELIANCE,2024-11-04,-2.915,4.104,dn
-0.151,0,1,0,1,-1,1,-1,35.9,48.4,33.1,0,1075039,0,26,75,RELIANCE,2024-11-07,-1.435,1.616,dn
0.024,0,0,0,1,-1,-1,-1,27.4,20.0,32.0,0,1673227,0,68,75,RELIANCE,2024-11-13,-1.433,2.043,dn
0.139,1,0,1,0,1,1,1,73.7,67.0,70.1,1,1856846,5,72,75,RELIANCE,2024-11-19,-1.9,3.676,dn
0.392,0,0,0,1,-1,-1,1,6.9,18.1,33.9,0,3346214,0,63,75,RELIANCE,2024-11-21,-1.707,2.15,dn
0.733,0,1,0,1,1,-1,1,69.2,51.8,67.5,1,1532276,71,0,75,RELIANCE,2024-11-22,2.814,3.774,up
-0.313,0,0,0,1,1,1,1,38.7,39.2,52.0,0,1066002,14,72,75,RELIANCE,2024-11-28,-1.337,2.136,dn
-0.504,0,0,1,0,1,-1,-1,58.5,38.8,38.2,1,885607,5,72,75,RELIANCE,2024-12-20,-1.471,3.105,dn
-0.123,1,0,1,0,-1,-1,-1,55.8,50.7,51.8,1,645166,68,12,75,RELIANCE,2025-01-02,1.601,2.002,up
1.06,0,1,0,1,1,-1,-1,82.7,54.7,58.3,1,800481,3,72,75,RELIANCE,2025-01-06,-3.006,3.748,dn
0.473,0,0,1,0,1,1,1,62.4,56.7,58.5,1,1191482,74,0,75,RELIANCE,2025-01-07,1.469,1.903,up
3.812,0,0,0,1,-1,-1,-1,79.3,72.2,66.9,1,7804266,0,20,75,RELIANCE,2025-01-17,-1.683,3.101,dn
0.498,0,0,0,1,-1,-1,-1,27.4,20.0,12.7,0,494202,0,65,75,RELIANCE,2025-01-21,-2.51,3.266,dn
0.087,1,0,1,0,-1,-1,-1,61.1,50.0,32.4,1,618951,0,74,75,RELIANCE,2025-01-24,-1.706,2.33,dn
-0.036,0,0,1,0,-1,1,1,44.4,55.4,65.0,0,338536,40,0,75,RELIANCE,2025-01-30,1.429,1.991,up
0.793,0,1,0,1,-1,-1,-1,64.8,55.9,49.8,1,881059,0,58,75,RELIANCE,2025-02-11,-2.135,2.724,dn
-0.331,0,0,0,1,-1,-1,-1,12.9,9.2,16.4,0,1159951,0,13,75,RELIANCE,2025-03-03,-2.492,4.19,dn
0.047,0,0,1,0,1,1,-1,67.1,61.8,53.2,1,1063451,42,0,75,RELIANCE,2025-03-05,1.382,2.239,up
0.454,0,0,1,0,1,1,1,71.9,68.1,75.7,1,947609,64,0,75,RELIANCE,2025-03-07,2.484,3.52,up
2.364,0,1,0,1,-1,1,1,78.3,81.6,71.7,1,1211859,0,67,75,RELIANCE,2025-03-25,-1.717,1.919,dn
0.447,0,0,0,1,-1,-1,-1,41.3,39.8,37.0,0,835010,0,74,75,RELIANCE,2025-03-26,-1.549,1.94,dn
-0.593,0,0,0,1,-1,-1,-1,10.6,8.4,7.1,0,1963211,0,34,75,RELIANCE,2025-04-04,-2.836,4.214,dn
-6.112,0,0,1,0,1,1,1,27.6,26.6,29.8,0,2424574,71,0,75,RELIANCE,2025-04-07,3.436,4.968,up
1.181,1,0,1,0,1,1,1,76.3,76.4,75.0,1,1659822,36,0,75,RELIANCE,2025-04-11,2.079,2.301,up
2.601,0,0,1,0,1,1,1,89.9,82.4,83.7,1,640450,63,1,75,RELIANCE,2025-04-21,2.0,2.669,up
2.808,0,0,0,1,1,1,1,88.4,78.4,84.4,1,4203121,53,0,75,RELIANCE,2025-04-28,1.985,4.06,up
0.322,0,0,1,0,1,-1,1,78.4,55.1,64.5,1,3695582,45,0,75,RELIANCE,2025-04-29,2.013,2.983,up
1.486,1,0,1,0,1,1,1,85.3,80.8,80.7,1,1047437,72,0,75,RELIANCE,2025-05-12,2.607,2.786,up
-0.028,0,0,0,1,-1,-1,-1,37.4,35.5,37.3,0,717772,63,6,75,RELIANCE,2025-05-15,1.965,3.418,up
-0.347,1,0,1,0,1,1,1,80.4,72.8,76.9,1,718844,43,0,75,RELIANCE,2025-05-23,1.379,1.934,up
0.102,0,0,0,1,1,1,1,70.6,70.7,79.0,1,767038,70,0,75,RELIANCE,2025-06-26,1.824,2.294,up
0.047,1,0,1,0,1,1,-1,76.7,83.1,58.0,1,640151,40,0,75,RELIANCE,2025-07-01,1.746,2.086,up
-0.745,0,0,0,1,-1,-1,-1,15.0,28.8,30.7,0,2464041,0,57,75,RELIANCE,2025-07-21,-2.457,3.611,dn
-0.296,1,0,1,0,1,1,1,63.6,62.6,64.0,1,1245645,74,0,75,RELIANCE,2025-07-29,2.43,2.69,up
0.043,0,1,0,1,1,-1,-1,32.8,29.8,29.5,0,769844,0,66,75,RELIANCE,2025-08-05,-1.488,1.623,dn
-0.567,1,0,1,0,-1,-1,-1,42.0,35.2,29.6,0,600231,0,74,75,RELIANCE,2025-08-08,-1.343,2.325,dn
0.434,0,0,1,0,1,1,1,88.4,82.4,76.7,1,2147530,73,0,75,RELIANCE,2025-08-19,2.23,2.295,up
-0.403,0,0,1,0,-1,-1,-1,37.6,28.2,26.6,0,437653,1,72,75,RELIANCE,2025-08-26,-1.719,2.017,dn
-0.705,1,0,1,0,-1,-1,-1,52.4,51.2,48.6,1,1760873,61,65,75,RELIANCE,2025-08-29,-1.89,3.874,dn
0.036,1,0,1,0,1,1,-1,68.6,66.0,55.8,1,606651,67,0,75,RELIANCE,2025-10-16,1.702,1.854,up
0.179,0,0,1,0,1,-1,1,78.3,55.9,66.8,1,1928564,35,6,75,RELIANCE,2025-10-17,1.349,1.727,up
1.416,0,0,1,0,1,1,1,76.7,74.7,79.0,1,6210329,45,0,75,RELIANCE,2025-10-20,1.944,2.812,up
0.986,0,0,0,1,1,1,-1,69.6,63.4,58.1,1,1888814,3,71,75,RELIANCE,2025-10-23,-1.898,2.597,dn
0.82,0,0,1,0,1,1,1,81.8,86.0,84.9,1,798029,72,0,75,RELIANCE,2025-10-27,1.367,1.846,up
0.104,0,0,1,0,-1,1,1,54.2,58.2,59.4,1,735348,69,0,75,RELIANCE,2025-11-26,1.77,2.016,up
-0.375,1,0,1,0,1,-1,-1,56.7,45.9,46.4,1,136488,68,0,75,RELIANCE,2025-12-31,1.914,2.336,up
-0.52,0,1,0,1,-1,-1,-1,16.1,18.5,26.6,0,5840629,0,24,75,RELIANCE,2026-01-06,-3.843,4.634,dn
-0.577,0,0,0,1,-1,-1,-1,31.8,30.1,28.0,0,1159547,0,51,75,RELIANCE,2026-01-08,-1.94,2.34,dn
0.067,0,0,0,1,-1,-1,-1,29.4,28.1,40.6,0,893806,0,70,75,RELIANCE,2026-01-13,-1.892,2.768,dn
-0.725,0,1,0,1,-1,-1,-1,24.7,26.6,24.8,0,2302780,0,41,75,RELIANCE,2026-01-19,-2.578,3.261,dn
-0.072,0,0,0,1,1,1,1,66.0,66.4,61.2,1,318327,35,74,75,RELIANCE,2026-02-01,-3.797,5.444,dn
-0.223,0,0,1,0,1,1,1,48.9,52.6,51.1,0,1502250,70,0,75,RELIANCE,2026-02-02,3.545,4.284,up
6.227,0,0,0,1,-1,-1,-1,84.1,79.0,76.1,1,7774661,0,70,75,RELIANCE,2026-02-03,-2.436,4.023,dn
0.136,0,0,0,1,-1,-1,-1,46.8,40.2,39.4,0,368261,0,67,75,RELIANCE,2026-02-12,-1.449,1.871,dn
-0.221,0,0,0,1,-1,-1,-1,33.0,30.3,33.0,0,461782,0,57,75,RELIANCE,2026-02-13,-1.861,2.38,dn
0.139,0,1,0,1,-1,-1,-1,45.5,43.9,37.0,0,435193,0,73,75,RELIANCE,2026-02-19,-2.474,2.98,dn
0.702,0,0,0,1,-1,-1,-1,62.0,59.7,62.1,1,641355,0,71,75,RELIANCE,2026-02-25,-2.39,3.275,dn
-0.507,1,0,1,0,1,1,1,67.0,71.3,74.1,1,2122542,68,0,75,RELIANCE,2026-03-05,2.461,3.392,up
-2.274,0,0,1,0,1,1,1,41.5,46.2,52.0,0,4470408,70,0,75,RELIANCE,2026-03-09,3.171,4.32,up
0.846,0,0,0,1,-1,1,1,40.5,48.4,53.6,0,1334579,0,0,75,RELIANCE,2026-03-10,-1.377,2.16,dn
0.992,0,0,1,0,-1,-1,-1,48.9,43.8,44.9,0,3676336,1,74,75,RELIANCE,2026-03-11,-2.66,3.537,dn
-0.045,0,1,0,1,-1,-1,1,49.4,53.4,60.3,1,0,74,0,75,BANKNIFTY,2024-04-05,0.865,1.378,up
-0.012,1,0,1,0,-1,-1,-1,61.4,49.2,57.6,1,0,0,72,75,BANKNIFTY,2024-04-18,-0.968,1.781,dn
-0.821,0,1,0,1,1,1,1,32.8,40.7,41.4,0,0,74,0,75,BANKNIFTY,2024-04-19,1.859,2.331,up
0.157,1,0,1,0,-1,-1,1,67.6,56.7,55.3,1,0,71,0,75,BANKNIFTY,2024-04-29,2.111,2.339,up
0.068,0,0,0,1,-1,-1,-1,46.1,35.3,24.1,0,0,0,70,75,BANKNIFTY,2024-05-07,-1.408,1.654,dn
-0.26,1,0,1,0,1,-1,1,56.9,48.9,52.1,1,0,0,72,75,BANKNIFTY,2024-05-09,-0.961,1.705,dn
-0.014,0,0,1,0,1,1,-1,68.7,74.5,70.3,1,0,71,0,75,BANKNIFTY,2024-05-23,1.749,1.997,up
-0.514,1,0,1,0,-1,-1,-1,74.3,60.8,58.2,1,0,55,0,75,BANKNIFTY,2024-05-30,1.054,1.513,up
-7.082,0,1,0,1,-1,-1,1,14.4,13.5,14.5,0,0,67,14,75,BANKNIFTY,2024-06-05,2.865,6.141,up
-0.028,0,0,0,1,1,-1,-1,57.2,54.3,54.9,1,0,42,0,75,BANKNIFTY,2024-06-07,0.993,1.749,up
0.255,0,1,0,1,1,1,-1,82.0,81.7,82.9,1,0,64,0,75,BANKNIFTY,2024-06-19,1.664,2.994,up
0.096,1,0,1,0,-1,1,1,65.5,73.8,67.5,1,0,73,0,75,BANKNIFTY,2024-06-25,1.682,1.93,up
0.518,0,0,0,1,1,1,1,39.0,30.1,39.1,0,0,0,45,75,BANKNIFTY,2024-07-02,-1.223,1.576,dn
0.552,0,0,0,1,-1,-1,1,53.6,39.7,41.9,0,0,0,47,75,BANKNIFTY,2024-07-23,-1.436,2.295,dn
-0.846,1,0,1,0,-1,-1,-1,30.9,39.1,42.5,0,0,74,0,75,BANKNIFTY,2024-07-26,1.777,1.903,up
-1.464,0,0,0,1,1,-1,-1,10.9,11.9,19.9,0,0,0,25,75,BANKNIFTY,2024-08-05,-1.048,2.033,dn
0.761,0,0,1,0,-1,1,-1,63.8,62.8,58.7,1,0,1,60,75,BANKNIFTY,2024-08-06,-1.322,2.042,dn
-0.362,1,0,1,0,-1,1,1,17.9,38.1,33.2,0,0,0,72,75,BANKNIFTY,2024-08-13,-1.075,1.536,dn
-0.476,1,0,1,0,-1,-1,1,40.9,27.1,20.7,0,0,2,67,75,BANKNIFTY,2024-09-06,-1.118,1.822,dn
-0.155,0,0,0,1,1,1,-1,47.3,51.9,46.8,0,0,68,0,75,BANKNIFTY,2024-09-09,1.142,1.629,up
0.062,1,0,0,1,-1,1,-1,65.6,73.7,66.6,1,0,42,0,75,BANKNIFTY,2024-09-18,0.874,1.533,up
0.359,0,0,0,1,1,1,1,64.3,64.1,78.9,1,0,74,1,75,BANKNIFTY,2024-09-20,1.317,1.932,up
0.105,0,1,0,1,1,1,-1,49.5,53.2,52.0,0,0,0,68,75,BANKNIFTY,2024-09-27,-0.928,1.059,dn
-0.515,0,0,1,0,-1,-1,1,14.2,9.3,20.6,0,0,0,69,75,BANKNIFTY,2024-09-30,-1.059,1.493,dn
-1.256,1,0,1,0,-1,-1,-1,27.8,33.5,28.3,0,0,0,63,75,BANKNIFTY,2024-10-03,-0.867,1.72,dn
-0.024,1,0,1,0,1,-1,-1,48.7,39.5,45.3,0,0,0,53,75,BANKNIFTY,2024-10-07,-1.795,3.086,dn
0.145,0,0,1,0,1,1,1,76.1,85.3,86.6,1,0,74,0,75,BANKNIFTY,2024-10-14,1.201,1.311,up
0.102,0,0,0,1,-1,-1,1,20.0,8.8,13.3,0,0,0,28,75,BANKNIFTY,2024-10-17,-1.118,1.504,dn
2.129,0,0,1,0,-1,-1,1,73.0,61.7,68.9,1,0,1,74,75,BANKNIFTY,2024-10-21,-0.966,1.38,dn
0.417,0,1,0,1,-1,-1,-1,49.3,61.5,64.1,1,0,9,71,75,BANKNIFTY,2024-10-22,-1.536,2.07,dn
-0.38,0,0,1,0,-1,-1,1,32.4,21.5,20.8,0,0,0,62,75,BANKNIFTY,2024-10-25,-1.003,2.178,dn
0.148,0,0,0,1,-1,-1,1,52.9,52.9,61.7,1,0,70,5,75,BANKNIFTY,2024-10-29,1.713,2.093,up
0.173,0,1,0,1,-1,1,-1,30.0,31.9,38.1,0,0,0,29,75,BANKNIFTY,2024-11-04,-1.038,1.348,dn
-0.341,1,0,1,0,-1,-1,1,49.4,40.4,54.3,0,0,70,29,75,BANKNIFTY,2024-11-05,2.063,2.789,up
1.012,0,0,0,1,1,1,-1,64.1,56.8,57.1,1,0,8,62,75,BANKNIFTY,2024-11-12,-1.793,2.233,dn
-0.175,0,0,1,0,-1,-1,-1,45.2,37.1,36.8,0,0,3,70,75,BANKNIFTY,2024-11-13,-1.451,2.84,dn
0.128,1,0,1,0,-1,-1,1,79.6,65.0,69.5,1,0,61,0,75,BANKNIFTY,2024-11-22,1.16,1.511,up
0.216,0,0,0,1,1,1,1,74.8,81.0,74.2,1,0,60,1,75,BANKNIFTY,2024-12-04,0.873,1.33,up
-0.181,1,0,1,0,-1,-1,-1,29.4,18.4,23.1,0,0,0,63,75,BANKNIFTY,2024-12-17,-1.131,1.51,dn
-0.176,0,0,1,0,1,-1,-1,38.3,48.9,31.9,0,0,6,63,75,BANKNIFTY,2024-12-18,-0.933,1.55,dn
-0.406,0,0,1,0,1,-1,-1,38.4,35.1,34.8,0,0,5,69,75,BANKNIFTY,2024-12-20,-1.029,1.984,dn
-0.022,1,0,1,0,1,-1,1,46.1,52.2,56.0,0,0,68,3,75,BANKNIFTY,2025-01-02,1.02,1.331,up
-0.075,0,0,1,0,-1,1,1,39.1,36.1,37.4,0,0,0,70,75,BANKNIFTY,2025-01-03,-1.15,1.488,dn
-0.255,0,0,0,1,-1,-1,-1,27.3,30.0,24.9,0,0,0,70,75,BANKNIFTY,2025-01-10,-1.308,1.724,dn
0.635,0,0,0,1,-1,-1,1,69.9,74.7,77.2,1,0,48,0,75,BANKNIFTY,2025-01-20,0.967,1.979,up
0.4,0,1,0,1,-1,1,1,28.6,34.1,23.3,0,0,0,65,75,BANKNIFTY,2025-01-21,-1.829,2.245,dn
0.639,0,0,1,0,1,1,-1,80.5,85.5,78.2,1,0,69,0,75,BANKNIFTY,2025-02-04,1.156,1.462,up
-0.313,0,0,0,1,-1,-1,-1,24.6,26.3,29.2,0,0,0,58,75,BANKNIFTY,2025-02-11,-0.911,1.464,dn
-0.344,0,0,1,0,1,1,-1,60.2,76.7,73.3,1,0,13,0,75,BANKNIFTY,2025-02-19,1.277,1.686,up
0.922,0,0,0,1,1,-1,1,83.4,81.2,81.7,1,0,73,0,75,BANKNIFTY,2025-03-18,1.194,1.58,up
-0.133,0,0,1,0,1,-1,-1,55.1,58.7,58.1,1,0,74,0,75,BANKNIFTY,2025-03-21,1.288,1.563,up
0.815,0,0,1,0,-1,1,-1,72.6,78.8,80.8,1,0,74,0,75,BANKNIFTY,2025-03-24,1.543,1.972,up
0.311,0,0,1,0,-1,1,1,50.3,56.0,55.1,1,0,16,68,75,BANKNIFTY,2025-03-26,-0.891,1.562,dn
-0.901,1,0,1,0,1,1,1,54.2,56.2,53.8,1,0,55,0,75,BANKNIFTY,2025-04-03,1.319,1.483,up
-4.353,0,0,1,0,-1,1,-1,20.9,20.3,18.7,0,0,0,39,75,BANKNIFTY,2025-04-07,1.317,2.573,up
0.084,0,0,1,0,1,1,-1,66.3,76.1,73.0,1,0,48,0,75,BANKNIFTY,2025-04-17,2.066,2.488,up
0.968,0,1,0,1,-1,-1,-1,46.1,50.4,37.2,0,0,0,20,75,BANKNIFTY,2025-04-23,-1.387,1.669,dn
0.186,0,0,0,1,-1,-1,-1,34.2,24.4,17.7,0,0,0,31,75,BANKNIFTY,2025-04-25,-1.233,2.126,dn
-1.628,0,0,1,0,1,-1,-1,34.9,28.8,32.8,0,0,72,0,75,BANKNIFTY,2025-05-07,1.147,1.415,up
0.309,0,0,0,1,-1,1,-1,63.7,70.4,58.1,1,0,0,74,75,BANKNIFTY,2025-05-08,-1.204,1.513,dn
1.835,0,0,1,0,1,-1,-1,91.7,84.9,82.1,1,0,73,0,75,BANKNIFTY,2025-05-12,1.377,1.662,up
-0.201,0,0,0,1,-1,1,-1,24.8,23.7,24.4,0,0,60,6,75,BANKNIFTY,2025-05-15,0.881,1.911,up
0.081,0,0,0,1,1,1,-1,31.4,30.9,33.3,0,0,0,69,75,BANKNIFTY,2025-05-20,-0.925,1.333,dn
0.435,0,0,0,1,1,1,1,42.2,54.5,50.6,1,0,0,46,75,BANKNIFTY,2025-06-03,-1.007,1.258,dn
-0.198,0,0,1,0,-1,1,-1,42.1,42.1,37.2,0,0,61,13,75,BANKNIFTY,2025-06-06,1.59,2.083,up
0.126,1,0,1,0,1,-1,1,57.3,62.1,61.9,1,0,74,0,75,BANKNIFTY,2025-06-20,1.169,1.371,up
0.418,0,0,0,1,-1,1,-1,47.8,41.9,38.9,0,0,0,65,75,BANKNIFTY,2025-07-02,-1.018,1.381,dn
0.591,0,0,0,1,1,1,-1,62.1,61.4,53.3,1,0,0,74,75,BANKNIFTY,2025-07-22,-0.929,1.038,dn
0.032,0,0,0,1,1,-1,-1,55.6,51.6,43.0,1,0,0,74,75,BANKNIFTY,2025-08-08,-1.266,1.343,dn
-0.116,0,0,0,1,-1,-1,-1,12.1,16.5,11.7,0,0,0,74,75,BANKNIFTY,2025-08-22,-0.928,1.154,dn
-0.047,0,0,0,1,1,1,-1,64.9,72.3,57.2,1,0,62,0,75,BANKNIFTY,2025-10-01,1.341,1.508,up
-0.671,0,0,0,1,1,1,-1,17.3,33.2,27.9,0,0,54,1,75,BANKNIFTY,2025-11-07,0.9,1.47,up
-0.047,1,0,1,0,1,1,1,72.9,74.5,78.3,1,0,73,0,75,BANKNIFTY,2025-11-26,1.266,1.313,up
-0.235,1,0,1,0,1,1,1,63.7,65.2,78.7,1,0,72,0,75,BANKNIFTY,2025-12-05,1.019,1.184,up
0.024,0,0,1,0,1,1,1,63.6,72.3,74.4,1,0,15,0,75,BANKNIFTY,2026-01-16,0.873,1.077,up
0.079,0,0,0,1,-1,1,-1,53.7,47.2,43.3,1,0,0,72,75,BANKNIFTY,2026-01-23,-1.354,1.746,dn
-0.231,0,0,1,0,1,1,1,29.9,56.0,55.6,0,0,74,3,75,BANKNIFTY,2026-01-27,1.683,2.244,up
-0.187,0,1,0,1,1,1,1,47.5,58.3,51.5,1,0,67,0,75,BANKNIFTY,2026-01-29,0.869,1.182,up
3.06,0,0,0,1,-1,1,-1,67.5,62.1,58.4,1,0,0,6,75,BANKNIFTY,2026-02-03,-2.27,3.108,dn
-0.394,0,0,1,0,1,-1,1,53.2,43.0,59.0,0,0,74,0,75,BANKNIFTY,2026-02-16,1.771,1.859,up
0.231,0,1,0,1,1,1,1,49.9,59.8,45.2,1,0,0,74,75,BANKNIFTY,2026-02-19,-1.625,1.744,dn
-0.024,0,1,0,1,-1,1,1,37.8,34.5,29.2,0,0,0,70,75,BANKNIFTY,2026-02-27,-0.982,1.051,dn
-1.886,1,0,1,0,1,-1,-1,25.4,22.0,23.8,0,0,3,0,75,BANKNIFTY,2026-03-02,0.867,1.407,up
-0.543,0,1,0,1,-1,-1,-1,37.5,41.8,36.9,0,0,6,72,75,BANKNIFTY,2026-03-06,-1.479,1.648,dn
-0.181,0,1,0,1,1,1,1,34.2,39.2,36.8,0,0,0,74,75,BANKNIFTY,2026-03-11,-2.166,2.25,dn
-0.977,0,0,0,1,-1,-1,1,25.5,20.9,23.3,0,0,0,56,75,BANKNIFTY,2026-03-13,-1.51,1.861,dn
-0.095,0,0,1,0,1,-1,1,60.9,61.9,53.3,1,0,67,20,75,BANKNIFTY,2026-03-16,1.057,2.61,up
-1.642,0,0,0,1,-1,-1,1,16.1,15.9,15.9,0,0,0,73,75,BANKNIFTY,2026-03-23,-2.149,2.552,dn
0.529,1,0,1,0,1,-1,-1,81.0,76.7,73.8,1,0,39,0,75,BANKNIFTY,2026-03-25,1.255,2.115,up
0.074,1,0,1,0,1,1,-1,68.7,79.9,78.2,1,0,65,0,75,NIFTY50,2024-03-28,0.81,1.59,up
0.157,1,0,1,0,-1,-1,1,65.1,51.3,59.0,1,0,37,72,75,NIFTY50,2024-04-18,-0.75,1.642,dn
-0.836,0,1,0,1,1,1,1,30.4,33.9,39.2,0,0,71,1,75,NIFTY50,2024-04-19,1.318,1.838,up
0.929,0,1,0,1,-1,-1,-1,76.4,73.3,60.1,1,0,0,70,75,NIFTY50,2024-04-26,-0.752,1.038,dn
0.141,0,1,0,1,-1,-1,-1,51.8,44.5,33.5,1,0,0,28,75,NIFTY50,2024-05-07,-0.824,1.187,dn
-0.367,1,0,1,0,1,-1,1,41.2,36.4,38.0,0,0,0,72,75,NIFTY50,2024-05-09,-1.155,1.689,dn
-0.028,0,1,0,1,1,-1,-1,58.5,68.0,62.1,1,0,72,2,75,NIFTY50,2024-05-23,1.49,1.84,up
-5.053,0,1,0,1,-1,-1,1,18.3,17.5,23.5,0,0,71,2,75,NIFTY50,2024-06-05,2.009,3.97,up
-0.119,0,0,1,0,1,-1,-1,68.6,66.8,66.1,1,0,69,0,75,NIFTY50,2024-06-07,1.964,2.327,up
0.594,0,1,0,1,1,-1,-1,64.4,51.6,52.1,1,0,0,64,75,NIFTY50,2024-06-21,-0.879,1.136,dn
-0.233,1,0,1,0,-1,1,1,27.2,60.8,58.6,0,0,67,27,75,NIFTY50,2024-07-18,0.96,1.358,up
0.3,0,1,0,1,-1,-1,1,46.4,38.6,38.2,0,0,0,72,75,NIFTY50,2024-07-19,-1.32,1.395,dn
-0.863,1,0,1,0,1,-1,1,34.1,35.9,44.3,0,0,59,1,75,NIFTY50,2024-07-25,0.76,0.889,up
0.034,0,0,1,0,1,-1,1,77.3,76.8,84.2,1,0,74,0,75,NIFTY50,2024-07-26,1.754,1.844,up
-1.606,0,0,0,1,1,1,-1,13.7,19.8,27.8,0,0,0,25,75,NIFTY50,2024-08-05,-1.033,1.878,dn
-0.026,0,0,0,1,-1,-1,1,28.3,43.5,42.9,0,0,0,59,75,NIFTY50,2024-08-13,-0.826,1.0,dn
0.788,0,1,1,0,1,1,1,82.8,67.6,62.9,1,0,71,15,75,NIFTY50,2024-08-16,0.84,1.477,up
-0.203,1,0,0,1,-1,-1,-1,48.6,26.2,22.3,0,0,3,68,75,NIFTY50,2024-09-06,-0.897,1.464,dn
0.432,0,1,0,1,-1,-1,1,59.8,58.3,56.1,1,0,70,26,75,NIFTY50,2024-09-12,1.019,1.963,up
0.318,0,0,0,1,-1,1,-1,62.1,63.1,74.8,1,0,74,4,75,NIFTY50,2024-09-20,1.153,1.656,up
-0.434,0,0,1,0,-1,-1,1,18.7,15.2,21.3,0,0,0,74,75,NIFTY50,2024-09-30,-0.915,1.307,dn
0.14,1,0,1,0,1,-1,-1,53.1,43.6,43.8,1,0,0,53,75,NIFTY50,2024-10-07,-1.057,1.789,dn
0.053,0,0,0,1,-1,1,-1,49.9,59.3,54.8,1,0,60,5,75,NIFTY50,2024-10-08,0.835,1.157,up
0.27,0,1,0,1,-1,-1,-1,25.3,15.6,23.1,0,0,0,65,75,NIFTY50,2024-10-17,-1.108,1.201,dn
0.832,0,0,0,1,-1,-1,1,54.6,39.4,53.9,1,0,0,7,75,NIFTY50,2024-10-21,-0.868,1.197,dn
0.239,0,0,1,0,-1,-1,-1,50.3,56.5,57.0,1,0,9,71,75,NIFTY50,2024-10-22,-1.278,1.759,dn
0.014,0,0,0,1,-1,-1,-1,41.4,29.7,24.7,0,0,2,61,75,NIFTY50,2024-10-25,-0.845,1.5,dn
0.063,0,1,0,1,-1,-1,-1,22.0,21.7,26.3,0,0,0,24,75,NIFTY50,2024-11-04,-1.336,2.059,dn
-0.31,1,0,1,0,-1,-1,-1,57.0,42.8,55.3,1,0,70,32,75,NIFTY50,2024-11-05,1.178,1.615,up
0.457,0,1,0,1,-1,1,1,77.0,81.5,77.4,1,0,61,1,75,NIFTY50,2024-11-06,0.762,1.372,up
-0.018,0,0,0,1,1,1,-1,30.1,35.1,20.3,0,0,0,54,75,NIFTY50,2024-11-07,-1.205,1.324,dn
0.479,0,0,0,1,1,1,-1,56.9,47.1,49.7,1,0,0,74,75,NIFTY50,2024-11-12,-1.58,1.663,dn
-0.086,0,0,1,0,-1,-1,-1,24.6,19.1,31.5,0,0,1,70,75,NIFTY50,2024-11-13,-0.922,1.528,dn
0.279,0,0,1,0,-1,-1,1,84.1,59.1,73.6,1,0,68,0,75,NIFTY50,2024-11-22,1.972,2.55,up
0.336,1,0,1,0,1,1,1,68.6,67.3,76.5,1,0,11,59,75,NIFTY50,2024-11-28,-1.305,1.946,dn
-0.126,1,0,1,0,1,1,-1,63.7,60.1,59.3,1,0,65,0,75,NIFTY50,2024-11-29,0.821,1.092,up
-0.257,0,0,1,0,-1,-1,-1,31.6,21.5,22.0,0,0,2,68,75,NIFTY50,2024-12-17,-1.08,1.304,dn
-0.005,0,0,0,1,1,-1,1,45.4,38.2,37.3,0,0,5,71,75,NIFTY50,2024-12-20,-1.375,2.205,dn
0.102,1,0,1,0,1,-1,1,58.4,62.6,67.9,1,0,68,3,75,NIFTY50,2025-01-02,1.619,1.998,up
