tag,family,params,tp_pct,sl_pct,max_hold_bars,n_stocks,n_trades,win_rate,avg_win,avg_loss,profit_factor,sharpe,max_dd_pct,total_return_pct,trades_per_stock_year,aws,passes_gates
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,312,0.6218,0.6515,-0.8892,1.205,2.183,7.147,21.47,5.9,3.1319,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.5,1.5,60,30,446,0.7556,0.4951,-1.1491,1.332,2.527,8.649,41.6,8.4,4.6068,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",1.0,1.5,60,30,446,0.63,0.9072,-1.1136,1.387,3.063,10.5,71.17,8.4,4.0006,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.7,1.0,48,30,446,0.648,0.6549,-0.9014,1.338,2.938,5.449,47.76,8.4,3.9668,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,241,0.7635,0.4936,-1.1029,1.445,3.948,5.232,27.95,4.6,4.5405,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,241,0.6224,0.9323,-1.0645,1.444,4.176,10.25,42.98,4.6,3.6992,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,241,0.6515,0.65,-0.9247,1.314,3.374,5.0,24.38,4.6,3.5236,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,29,103,0.7961,0.487,-1.0156,1.872,6.798,3.503,18.6,2.0,5.1921,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,29,103,0.6602,0.8938,-0.9994,1.738,5.979,5.558,25.8,2.0,3.996,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,29,103,0.6699,0.6191,-0.9514,1.32,3.563,4.395,10.37,2.0,3.0813,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,29,167,0.7066,0.497,-1.1383,1.051,0.395,12.554,2.87,3.3,0.5018,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,29,167,0.6048,0.8974,-1.1111,1.236,1.793,9.671,17.31,3.3,2.2898,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,29,167,0.6108,0.6529,-0.9118,1.124,1.055,8.121,7.33,3.3,1.2371,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.5,1.5,60,30,1361,0.7766,0.4888,-1.0826,1.57,4.949,8.056,187.5,25.8,6.5984,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",1.0,1.5,60,30,1361,0.6414,0.8638,-1.0065,1.535,4.701,8.412,262.95,25.8,5.3304,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.7,1.0,48,30,1361,0.6473,0.6502,-0.83,1.438,4.497,8.023,174.37,25.8,5.0371,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,726,0.7948,0.4875,-1.0616,1.778,7.049,5.065,123.12,13.8,6.9845,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,726,0.6501,0.856,-0.9756,1.631,6.066,7.849,156.25,13.8,5.2386,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,726,0.6598,0.6386,-0.8352,1.483,5.826,8.039,99.58,13.8,4.8343,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,339,0.8024,0.4857,-1.0102,1.952,8.101,4.734,64.42,6.4,6.8461,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,339,0.649,0.8211,-0.9473,1.602,5.592,10.99,67.9,6.4,4.546,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,339,0.6549,0.6278,-0.8334,1.429,5.652,7.282,41.86,6.4,4.0918,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,426,0.7488,0.4912,-1.1162,1.312,2.863,7.359,37.28,8.1,4.4634,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,426,0.6221,0.8502,-1.0493,1.334,3.037,11.161,56.36,8.1,3.7684,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,426,0.6362,0.6506,-0.8655,1.314,3.459,7.978,42.15,8.1,3.7977,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.5,1.5,60,30,968,0.7665,0.4904,-1.1034,1.459,3.801,8.233,114.48,18.3,5.7679,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",1.0,1.5,60,30,968,0.6302,0.8847,-1.04,1.449,3.821,9.72,167.33,18.3,4.7105,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.7,1.0,48,30,968,0.6343,0.6561,-0.8557,1.33,3.269,9.801,99.93,18.3,4.3504,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,526,0.7795,0.4896,-1.0598,1.633,5.428,5.636,77.8,10.0,5.9824,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,526,0.6331,0.8969,-0.9852,1.571,5.261,6.636,108.53,10.0,4.6742,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,526,0.6445,0.6498,-0.8611,1.368,4.292,7.859,59.26,10.0,4.1441,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,232,0.806,0.4907,-0.9815,2.078,7.877,4.456,47.59,4.4,6.8463,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,232,0.6595,0.8762,-0.9263,1.832,6.942,7.747,60.87,4.4,4.9389,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,232,0.6638,0.6358,-0.8743,1.436,6.033,8.507,29.71,4.4,3.896,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,310,0.729,0.4923,-1.0725,1.235,2.063,7.642,21.17,5.9,3.5545,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,310,0.6032,0.8857,-1.0444,1.289,2.588,8.389,37.16,5.9,3.348,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,310,0.6226,0.6513,-0.8882,1.21,2.239,7.147,21.77,5.9,3.2251,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.5,1.5,60,30,445,0.7551,0.4951,-1.1491,1.328,2.503,8.649,41.1,8.4,4.588,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",1.0,1.5,60,30,445,0.6292,0.9068,-1.1136,1.382,3.029,10.5,70.17,8.4,3.9782,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.7,1.0,48,30,445,0.6472,0.6548,-0.9014,1.333,2.903,5.449,47.06,8.4,3.9458,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,241,0.7635,0.4936,-1.1029,1.445,3.948,5.232,27.95,4.6,4.5405,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,241,0.6224,0.9323,-1.0645,1.444,4.176,10.25,42.98,4.6,3.6992,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,241,0.6515,0.65,-0.9247,1.314,3.374,5.0,24.38,4.6,3.5236,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,29,103,0.7961,0.487,-1.0156,1.872,6.798,3.503,18.6,2.0,5.1921,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,29,103,0.6602,0.8938,-0.9994,1.738,5.979,5.558,25.8,2.0,3.996,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,29,103,0.6699,0.6191,-0.9514,1.32,3.563,4.395,10.37,2.0,3.0813,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,29,167,0.7066,0.497,-1.1383,1.051,0.395,12.554,2.87,3.3,0.5018,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,29,167,0.6048,0.8974,-1.1111,1.236,1.793,9.671,17.31,3.3,2.2898,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,29,167,0.6108,0.6529,-0.9118,1.124,1.055,8.121,7.33,3.3,1.2371,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.5,1.5,60,30,1614,0.7646,0.4897,-1.1178,1.423,4.203,9.479,179.48,30.6,6.0257,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",1.0,1.5,60,30,1614,0.6344,0.8672,-1.0384,1.449,4.118,9.905,275.29,30.6,5.0944,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.7,1.0,48,30,1614,0.6406,0.6542,-0.8498,1.372,4.098,8.094,183.58,30.6,4.8714,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,868,0.7823,0.4877,-1.0967,1.598,6.006,6.364,123.89,16.4,6.3434,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,868,0.6521,0.8641,-1.0167,1.593,5.684,11.243,182.06,16.4,5.2721,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,868,0.659,0.6462,-0.8506,1.468,5.832,8.076,117.85,16.4,4.9103,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,407,0.7862,0.4858,-1.0566,1.691,7.073,6.576,63.54,7.7,5.995,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,407,0.6585,0.8305,-0.9991,1.603,5.728,13.954,83.71,7.7,4.7581,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,407,0.6536,0.6437,-0.8574,1.416,5.929,6.496,50.33,7.7,4.1732,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,512,0.7363,0.4918,-1.1114,1.236,2.552,8.549,35.35,9.7,4.2582,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,512,0.6094,0.8535,-1.0549,1.262,2.46,9.721,55.33,9.7,3.5999,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,512,0.6211,0.659,-0.8699,1.242,2.815,10.71,40.81,9.7,3.6099,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.5,1.5,60,30,1153,0.7606,0.4904,-1.1343,1.374,3.459,6.925,116.99,21.8,5.5254,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",1.0,1.5,60,30,1153,0.6253,0.8806,-1.0591,1.388,3.348,9.995,177.38,21.8,4.5889,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.7,1.0,48,30,1153,0.6314,0.6564,-0.863,1.303,3.103,10.952,111.11,21.8,4.3505,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,632,0.769,0.4889,-1.0957,1.485,4.605,5.976,77.62,12.0,5.5253,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,632,0.6361,0.8923,-1.0194,1.53,4.854,8.059,124.24,12.0,4.7079,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,632,0.644,0.6527,-0.8611,1.371,4.426,6.634,71.91,12.0,4.2718,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,283,0.7845,0.4893,-1.0635,1.674,6.204,5.994,43.75,5.4,5.5648,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,283,0.6643,0.8758,-0.9828,1.763,6.302,9.453,71.27,5.4,4.9629,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,283,0.6608,0.648,-0.8713,1.449,6.234,6.782,37.54,5.4,4.056,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,376,0.7261,0.4925,-1.0769,1.212,2.176,8.61,23.53,7.1,3.7877,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,376,0.5957,0.8824,-1.0421,1.248,2.186,8.08,39.25,7.1,3.2133,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,376,0.6223,0.6581,-0.8866,1.223,2.4,8.478,28.1,7.1,3.3869,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.5,1.5,60,30,534,0.7697,0.4951,-1.1666,1.418,3.271,8.056,59.98,10.1,5.1421,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",1.0,1.5,60,30,534,0.6404,0.908,-1.1136,1.452,3.375,10.122,96.71,10.1,4.3825,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.7,1.0,48,30,534,0.6554,0.6614,-0.905,1.39,3.318,5.833,64.96,10.1,4.293,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,288,0.7847,0.4931,-1.0978,1.637,5.115,5.78,43.38,5.5,5.4604,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,288,0.6562,0.9318,-1.0669,1.667,5.529,9.372,70.49,5.5,4.6501,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,288,0.6736,0.6555,-0.9165,1.476,4.796,4.725,41.02,5.5,4.2258,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,119,0.8067,0.4889,-0.9992,2.042,7.846,3.243,23.95,2.3,5.9156,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,119,0.6975,0.9134,-0.9759,2.158,7.88,5.558,40.68,2.3,5.4046,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,119,0.7059,0.632,-0.9462,1.603,5.935,3.6,19.97,2.3,4.0628,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,29,196,0.7296,0.4975,-1.12,1.198,1.619,10.33,11.78,3.8,2.4924,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,29,196,0.6122,0.9075,-1.0753,1.333,2.342,10.68,27.18,3.8,3.2328,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,29,196,0.6378,0.663,-0.9029,1.293,2.303,6.908,18.76,3.8,3.2667,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.5,1.5,60,30,1595,0.7674,0.4898,-1.1187,1.445,4.367,9.216,184.51,30.2,6.1318,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",1.0,1.5,60,30,1595,0.6345,0.869,-1.032,1.462,4.195,9.905,277.77,30.2,5.13,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.7,1.0,48,30,1595,0.6401,0.6545,-0.8459,1.376,4.122,8.094,182.71,30.2,4.8732,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,857,0.7841,0.488,-1.0972,1.616,6.08,6.364,124.96,16.2,6.4178,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,857,0.6511,0.8649,-1.0094,1.599,5.66,10.084,180.81,16.2,5.2746,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,857,0.6581,0.6447,-0.8469,1.465,5.73,6.944,115.49,16.2,4.8857,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,402,0.7886,0.4866,-1.0572,1.717,7.335,6.576,64.4,7.6,6.0904,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,402,0.6542,0.8319,-0.9839,1.6,5.632,13.99,82.02,7.6,4.7087,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,402,0.6542,0.6398,-0.8567,1.413,5.798,6.496,49.19,7.6,4.1595,0
