tag,family,params,tp_pct,sl_pct,max_hold_bars,n_stocks,n_trades,win_rate,avg_win,avg_loss,profit_factor,sharpe,max_dd_pct,total_return_pct,trades_per_stock_year,aws,passes_gates
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,129,0.6744,0.6655,-0.7708,1.788,7.74,6.787,25.53,2.4,4.4034,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,29,219,0.7443,0.4961,-1.0712,1.348,2.691,7.707,20.88,4.3,4.0588,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,29,219,0.5845,0.9104,-0.9915,1.292,2.309,9.707,26.3,4.3,3.0536,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,29,219,0.5936,0.6732,-0.855,1.15,1.447,9.283,11.43,4.3,1.7766,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.5,1.5,60,30,1519,0.7676,0.4893,-1.0769,1.501,4.628,9.285,190.35,28.8,6.33,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",1.0,1.5,60,30,1519,0.6359,0.8643,-1.0042,1.503,4.638,9.2,279.6,28.8,5.2538,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.7,1.0,48,30,1519,0.6412,0.6501,-0.8321,1.396,4.27,7.386,179.7,28.8,4.9196,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,821,0.7893,0.4879,-1.0643,1.717,6.855,6.529,132.04,15.5,6.8222,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,821,0.6516,0.8549,-0.9846,1.624,6.144,9.11,175.79,15.5,5.328,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,821,0.659,0.6397,-0.8373,1.476,5.813,7.16,111.63,15.5,4.8963,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,387,0.801,0.4854,-1.0219,1.912,8.141,4.734,71.78,7.3,6.8483,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,387,0.6537,0.8199,-0.9595,1.613,6.001,12.089,78.87,7.3,4.7156,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,387,0.6537,0.6353,-0.8417,1.425,5.687,5.93,47.94,7.3,4.1651,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,486,0.7407,0.491,-1.0936,1.283,2.671,5.859,38.98,9.2,4.4105,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,486,0.6214,0.8513,-1.0417,1.341,3.239,9.069,65.41,9.2,3.8683,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,486,0.6317,0.6542,-0.8614,1.303,3.365,7.49,46.66,9.2,3.8189,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.5,1.5,60,30,1083,0.7608,0.4908,-1.089,1.434,3.733,7.5,122.36,20.5,5.7179,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",1.0,1.5,60,30,1083,0.6288,0.8812,-1.0308,1.448,3.905,8.746,185.76,20.5,4.7732,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.7,1.0,48,30,1083,0.6279,0.6548,-0.8512,1.298,3.062,8.692,102.27,20.5,4.2722,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,597,0.7739,0.4898,-1.0473,1.601,5.47,5.928,84.92,11.3,5.9397,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,597,0.6382,0.8869,-0.9871,1.585,5.45,7.063,124.7,11.3,4.8499,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,597,0.6399,0.6496,-0.8501,1.358,4.255,8.28,65.38,11.3,4.1659,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,268,0.8022,0.4899,-0.9842,2.019,8.052,3.792,53.16,5.1,6.7968,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,268,0.6679,0.8624,-0.9304,1.864,7.359,6.839,71.56,5.1,5.2244,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,268,0.6567,0.6401,-0.8685,1.41,5.473,8.362,32.76,5.1,3.8853,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,357,0.7283,0.4916,-1.0579,1.246,2.225,8.547,25.21,6.8,3.9565,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,357,0.6106,0.8786,-1.0316,1.336,3.041,7.356,48.16,6.8,3.5977,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,357,0.6218,0.6547,-0.8751,1.23,2.465,7.856,27.21,6.8,3.3742,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.5,1.5,60,30,499,0.7595,0.4953,-1.1466,1.364,2.767,7.453,50.12,9.5,4.8295,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",1.0,1.5,60,30,499,0.6353,0.8983,-1.1048,1.416,3.338,11.02,83.68,9.5,4.1932,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.7,1.0,48,30,499,0.6493,0.6514,-0.8962,1.346,3.054,6.352,54.22,9.5,4.0726,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,270,0.7778,0.4937,-1.1175,1.546,4.651,5.126,36.63,5.1,5.0531,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,270,0.6444,0.9163,-1.0839,1.532,4.867,10.77,55.39,5.1,4.149,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,270,0.663,0.6474,-0.9157,1.391,4.084,6.449,32.56,5.1,3.8739,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,29,114,0.807,0.4869,-1.0376,1.962,7.177,3.243,21.97,2.2,5.6353,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,29,114,0.6842,0.8785,-1.0133,1.879,6.715,5.558,32.05,2.2,4.5742,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,29,114,0.6754,0.6275,-0.934,1.398,3.951,4.0,13.76,2.2,3.3607,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,29,190,0.7158,0.4963,-1.1503,1.087,0.674,11.894,5.39,3.7,0.9176,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,29,190,0.6158,0.8845,-1.1037,1.284,2.208,8.46,22.91,3.7,3.0569,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,29,190,0.6158,0.659,-0.897,1.177,1.5,7.908,11.62,3.7,1.9044,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.5,1.5,60,30,1507,0.7697,0.4895,-1.0791,1.516,4.744,8.556,193.35,28.5,6.4068,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",1.0,1.5,60,30,1507,0.6377,0.8646,-1.0045,1.515,4.701,8.899,282.44,28.5,5.3027,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.7,1.0,48,30,1507,0.6423,0.6494,-0.8275,1.409,4.386,7.094,182.62,28.5,4.9693,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,815,0.7902,0.4883,-1.0657,1.726,6.879,6.737,132.22,15.4,6.8562,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,815,0.6528,0.8545,-0.9827,1.635,6.149,9.11,176.49,15.4,5.3654,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,815,0.6601,0.6388,-0.8317,1.492,5.951,7.478,113.28,15.4,4.9515,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,383,0.799,0.4861,-1.0219,1.891,7.982,4.734,70.07,7.3,6.7413,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,383,0.6527,0.8201,-0.9545,1.615,5.917,11.407,78.08,7.3,4.7048,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,383,0.6554,0.6335,-0.8349,1.443,5.871,6.248,48.8,7.3,4.22,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,482,0.7407,0.4918,-1.1003,1.277,2.618,5.859,38.03,9.1,4.3824,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,482,0.6203,0.8529,-1.0379,1.343,3.22,9.161,65.09,9.1,3.8606,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,482,0.6328,0.6539,-0.8566,1.316,3.481,7.49,47.84,9.1,3.8583,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.5,1.5,60,30,1077,0.7614,0.4911,-1.0923,1.435,3.746,7.5,121.98,20.4,5.7201,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",1.0,1.5,60,30,1077,0.6295,0.8819,-1.0349,1.448,3.909,8.746,185.01,20.4,4.7741,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.7,1.0,48,30,1077,0.6295,0.6547,-0.8505,1.308,3.153,8.027,104.54,20.4,4.3125,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,593,0.774,0.4904,-1.0522,1.597,5.445,6.136,84.11,11.2,5.9195,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,593,0.6391,0.8884,-0.9939,1.583,5.439,7.063,124.01,11.2,4.8464,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,593,0.6425,0.6495,-0.8496,1.374,4.417,7.299,67.35,11.2,4.2284,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,265,0.8,0.4911,-0.9842,1.996,7.957,4.0,51.95,5.0,6.6866,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,265,0.6679,0.8653,-0.9396,1.852,7.307,6.839,70.48,5.0,5.1812,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,265,0.6604,0.6398,-0.8656,1.437,5.806,7.362,34.06,5.0,3.9744,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,355,0.7268,0.4927,-1.0579,1.239,2.178,8.948,24.5,6.7,3.84,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,355,0.6085,0.8812,-1.0316,1.327,2.982,7.356,46.95,6.7,3.5588,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,355,0.6225,0.6545,-0.8741,1.235,2.515,8.128,27.51,6.7,3.3871,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.5,1.5,60,30,498,0.759,0.4953,-1.1466,1.361,2.746,7.453,49.62,9.4,4.8121,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",1.0,1.5,60,30,498,0.6345,0.898,-1.1048,1.411,3.307,11.02,82.68,9.4,4.1723,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.7,1.0,48,30,498,0.6486,0.6513,-0.8962,1.341,3.023,6.352,53.52,9.4,4.0534,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,270,0.7778,0.4937,-1.1175,1.546,4.651,5.126,36.63,5.1,5.0531,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,270,0.6444,0.9163,-1.0839,1.532,4.867,10.77,55.39,5.1,4.149,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,270,0.663,0.6474,-0.9157,1.391,4.084,6.449,32.56,5.1,3.8739,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,29,114,0.807,0.4869,-1.0376,1.962,7.177,3.243,21.97,2.2,5.6353,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,29,114,0.6842,0.8785,-1.0133,1.879,6.715,5.558,32.05,2.2,4.5742,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,29,114,0.6754,0.6275,-0.934,1.398,3.951,4.0,13.76,2.2,3.3607,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,29,190,0.7158,0.4963,-1.1503,1.087,0.674,11.894,5.39,3.7,0.9176,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,29,190,0.6158,0.8845,-1.1037,1.284,2.208,8.46,22.91,3.7,3.0569,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'vwap_within_0p3', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,29,190,0.6158,0.659,-0.897,1.177,1.5,7.908,11.62,3.7,1.9044,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.5,1.5,60,30,1761,0.7632,0.4898,-1.114,1.417,4.257,9.075,193.79,33.4,6.063,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",1.0,1.5,60,30,1761,0.6343,0.8693,-1.036,1.455,4.29,9.905,303.82,33.4,5.1748,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.7,1.0,48,30,1761,0.6422,0.6538,-0.8503,1.38,4.276,8.094,203.78,33.4,4.9697,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,955,0.7832,0.4882,-1.0929,1.614,6.374,7.001,138.92,18.1,6.507,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,955,0.6534,0.8667,-1.0181,1.605,5.933,11.077,203.83,18.1,5.3973,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,955,0.6628,0.6464,-0.8522,1.491,6.217,7.563,134.76,18.1,5.0871,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,451,0.7871,0.4858,-1.0467,1.716,7.634,7.076,71.97,8.5,6.1943,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,451,0.6652,0.8304,-0.9963,1.656,6.323,15.341,98.66,8.5,5.0501,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,451,0.6563,0.6417,-0.8582,1.428,6.292,7.431,56.91,8.5,4.2969,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,563,0.7425,0.4909,-1.0884,1.3,3.126,8.061,47.37,10.7,4.5864,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,563,0.6199,0.8558,-1.0397,1.342,3.175,8.894,76.17,10.7,3.9536,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,563,0.6288,0.6581,-0.8626,1.292,3.383,10.24,52.68,10.7,3.8604,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.5,1.5,60,30,1276,0.7594,0.4906,-1.1335,1.366,3.489,6.5,127.37,24.2,5.5646,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",1.0,1.5,60,30,1276,0.6254,0.8835,-1.061,1.39,3.465,11.671,197.86,24.2,4.6636,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.7,1.0,48,30,1276,0.634,0.6562,-0.8641,1.315,3.289,10.929,127.3,24.2,4.4739,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,703,0.771,0.4895,-1.0927,1.508,4.98,7.0,89.37,13.3,5.7173,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,703,0.6387,0.8952,-1.0291,1.538,5.023,9.178,140.58,13.3,4.83,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,703,0.6501,0.6535,-0.8628,1.407,4.846,7.249,86.41,13.3,4.4982,0
