variant,symbol,date,direction,entry_time,entry,stop,target,qty,atr_at_entry,deviation_at_entry,exit_time,exit_price,exit_reason,gross_pnl,net_pnl
baseline,ONGC,2026-02-26,SHORT,2026-02-26T12:30:00,279.65,280.21,279.09,1072,0.56,3.45,2026-02-26T12:40:00,279.09,TARGET,597.26,148.03
baseline,ONGC,2026-02-27,SHORT,2026-02-27T13:55:00,281.70,282.21,281.19,1064,0.51,2.79,2026-02-27T14:05:00,282.21,STOP,-539.60,-989.60
baseline,ONGC,2026-03-02,LONG,2026-03-02T12:10:00,280.25,279.26,281.24,1070,0.99,-2.09,2026-03-02T12:45:00,281.24,TARGET,1062.36,611.76
baseline,ONGC,2026-03-04,LONG,2026-03-04T11:35:00,279.60,278.59,280.61,1072,1.01,-3.41,2026-03-04T11:40:00,280.61,TARGET,1083.49,633.08
baseline,ONGC,2026-03-06,SHORT,2026-03-06T12:05:00,277.35,278.38,276.33,1081,1.02,2.54,2026-03-06T12:25:00,278.38,STOP,-1108.02,-1558.58
baseline,ONGC,2026-03-09,LONG,2026-03-09T11:35:00,271.85,270.36,273.34,1103,1.49,-3.77,2026-03-09T11:45:00,270.36,STOP,-1646.62,-2095.16
baseline,ONGC,2026-03-10,SHORT,2026-03-10T11:35:00,269.30,269.93,268.67,1113,0.63,2.29,2026-03-10T12:10:00,268.67,TARGET,703.58,254.51
baseline,ONGC,2026-03-11,SHORT,2026-03-11T11:45:00,272.00,272.59,271.41,1102,0.59,3.81,2026-03-11T11:50:00,271.41,TARGET,649.39,200.26
baseline,ONGC,2026-03-12,LONG,2026-03-12T11:45:00,268.65,267.89,269.41,1116,0.76,-3.39,2026-03-12T11:55:00,269.41,TARGET,844.97,394.62
baseline,COALINDIA,2024-03-18,SHORT,2024-03-18T12:40:00,396.40,397.45,395.35,756,1.05,2.99,2024-03-18T12:55:00,397.45,STOP,-796.50,-1246.61
baseline,COALINDIA,2024-03-19,LONG,2024-03-19T11:35:00,389.55,388.30,390.80,770,1.25,-3.44,2024-03-19T12:00:00,390.80,TARGET,962.50,511.85
baseline,COALINDIA,2024-03-20,SHORT,2024-03-20T12:35:00,394.60,395.47,393.73,760,0.87,2.03,2024-03-20T13:05:00,395.47,STOP,-659.57,-1109.91
baseline,COALINDIA,2024-03-27,LONG,2024-03-27T13:00:00,408.20,407.54,408.86,734,0.66,-2.03,2024-03-27T13:10:00,407.54,STOP,-487.59,-936.65
baseline,COALINDIA,2024-03-28,SHORT,2024-03-28T12:35:00,408.30,408.96,407.64,734,0.66,2.18,2024-03-28T12:45:00,408.96,STOP,-484.96,-934.87
baseline,COALINDIA,2024-04-01,SHORT,2024-04-01T11:35:00,414.30,415.05,413.55,724,0.75,2.50,2024-04-01T12:00:00,415.05,STOP,-543.00,-993.34
baseline,COALINDIA,2024-04-02,LONG,2024-04-02T13:10:00,412.95,412.27,413.63,726,0.68,-2.87,2024-04-02T13:20:00,413.63,TARGET,495.24,45.16
baseline,COALINDIA,2024-04-03,SHORT,2024-04-03T12:55:00,419.10,419.64,418.56,715,0.54,1.86,2024-04-03T13:15:00,418.56,TARGET,388.14,-61.05
baseline,COALINDIA,2024-04-04,LONG,2024-04-04T12:05:00,417.15,415.54,418.76,719,1.61,-2.80,2024-04-04T12:40:00,418.76,TARGET,1155.54,704.77
baseline,COALINDIA,2024-04-05,SHORT,2024-04-05T11:40:00,420.95,421.60,420.30,712,0.65,2.12,2024-04-05T12:00:00,420.30,TARGET,460.26,11.03
baseline,COALINDIA,2024-04-09,LONG,2024-04-09T11:35:00,414.35,413.36,415.34,724,0.99,-3.43,2024-04-09T12:05:00,413.36,STOP,-713.66,-1163.11
baseline,COALINDIA,2024-04-10,SHORT,2024-04-10T11:40:00,423.25,424.41,422.09,708,1.16,2.11,2024-04-10T12:00:00,424.41,STOP,-819.26,-1269.36
baseline,COALINDIA,2024-04-12,LONG,2024-04-12T12:20:00,428.95,427.98,429.92,699,0.97,-2.99,2024-04-12T12:40:00,427.98,STOP,-676.53,-1125.78
baseline,COALINDIA,2024-04-15,SHORT,2024-04-15T11:35:00,425.65,426.99,424.31,704,1.34,4.31,2024-04-15T11:50:00,424.31,TARGET,942.86,494.08
baseline,COALINDIA,2024-04-18,LONG,2024-04-18T12:20:00,425.40,424.66,426.14,705,0.74,-1.84,2024-04-18T12:30:00,424.66,STOP,-523.71,-973.18
baseline,COALINDIA,2024-04-19,SHORT,2024-04-19T12:40:00,410.15,411.16,409.14,731,1.01,2.31,2024-04-19T13:05:00,409.14,TARGET,736.22,287.04
baseline,COALINDIA,2024-04-22,SHORT,2024-04-22T12:05:00,416.85,417.79,415.91,719,0.94,2.55,2024-04-22T12:55:00,415.91,TARGET,672.78,223.71
baseline,COALINDIA,2024-04-23,LONG,2024-04-23T13:05:00,414.30,413.69,414.91,724,0.61,-2.06,2024-04-23T13:10:00,413.69,STOP,-442.16,-891.76
baseline,COALINDIA,2024-04-25,SHORT,2024-04-25T11:35:00,421.25,422.27,420.23,712,1.03,2.08,2024-04-25T11:45:00,420.23,TARGET,729.80,280.45
baseline,COALINDIA,2024-04-26,SHORT,2024-04-26T12:05:00,428.55,429.51,427.59,700,0.96,1.83,2024-04-26T12:15:00,427.59,TARGET,672.50,223.03
baseline,COALINDIA,2024-04-29,LONG,2024-04-29T11:35:00,424.75,424.01,425.49,706,0.74,-3.32,2024-04-29T12:00:00,424.01,STOP,-524.46,-973.87
baseline,COALINDIA,2024-04-30,LONG,2024-04-30T11:35:00,426.50,425.65,427.35,703,0.85,-1.99,2024-04-30T11:45:00,427.35,TARGET,600.06,149.87
baseline,COALINDIA,2024-05-03,SHORT,2024-05-03T13:25:00,439.80,441.40,438.20,682,1.60,2.48,2024-05-03T13:45:00,438.20,TARGET,1093.64,644.54
baseline,COALINDIA,2024-05-06,SHORT,2024-05-06T11:55:00,440.25,442.75,437.75,681,2.50,2.07,2024-05-06T12:35:00,437.75,TARGET,1702.50,1254.06
baseline,COALINDIA,2024-05-07,LONG,2024-05-07T11:35:00,426.65,424.51,428.79,703,2.14,-4.03,2024-05-07T11:40:00,428.79,TARGET,1501.41,1050.38
baseline,COALINDIA,2024-05-08,SHORT,2024-05-08T11:40:00,438.45,439.66,437.24,684,1.21,2.42,2024-05-08T12:25:00,437.24,TARGET,828.13,378.90
baseline,COALINDIA,2024-05-09,LONG,2024-05-09T11:35:00,427.75,426.33,429.17,701,1.42,-2.11,2024-05-09T12:15:00,426.33,STOP,-996.42,-1445.45
baseline,COALINDIA,2024-05-13,SHORT,2024-05-13T12:00:00,417.30,418.90,415.70,718,1.60,2.47,2024-05-13T12:20:00,415.70,TARGET,1151.36,702.80
baseline,COALINDIA,2024-05-15,SHORT,2024-05-15T11:35:00,434.50,436.04,432.96,690,1.54,2.08,2024-05-15T12:30:00,436.04,STOP,-1064.57,-1515.08
baseline,COALINDIA,2024-05-16,LONG,2024-05-16T11:35:00,436.00,434.73,437.27,688,1.28,-3.54,2024-05-16T11:55:00,434.73,STOP,-877.20,-1326.49
baseline,COALINDIA,2024-05-21,SHORT,2024-05-21T11:35:00,458.75,459.98,457.52,653,1.23,3.25,2024-05-21T12:05:00,459.98,STOP,-804.59,-1254.54
baseline,COALINDIA,2024-05-23,LONG,2024-05-23T11:35:00,465.15,463.98,466.32,644,1.17,-2.09,2024-05-23T11:45:00,463.98,STOP,-752.10,-1200.87
baseline,COALINDIA,2024-05-24,SHORT,2024-05-24T11:35:00,469.25,470.65,467.85,639,1.40,2.98,2024-05-24T11:50:00,470.65,STOP,-896.88,-1347.33
baseline,COALINDIA,2024-05-27,SHORT,2024-05-27T13:05:00,466.25,467.04,465.46,643,0.79,1.85,2024-05-27T13:20:00,467.04,STOP,-507.51,-957.59
baseline,COALINDIA,2024-05-28,LONG,2024-05-28T11:35:00,458.95,457.99,459.91,653,0.96,-2.85,2024-05-28T11:40:00,457.99,STOP,-627.35,-1076.42
baseline,COALINDIA,2024-05-29,LONG,2024-05-29T12:15:00,456.75,455.98,457.52,656,0.77,-1.82,2024-05-29T12:45:00,457.52,TARGET,506.06,56.24
baseline,COALINDIA,2024-05-31,SHORT,2024-05-31T12:00:00,455.70,456.77,454.63,658,1.07,2.03,2024-05-31T12:05:00,454.63,TARGET,702.65,253.40
baseline,COALINDIA,2024-06-04,LONG,2024-06-04T11:35:00,414.15,408.95,419.35,480,5.20,-5.61,2024-06-04T12:10:00,408.95,STOP,-2497.71,-2794.03
baseline,COALINDIA,2024-06-05,SHORT,2024-06-05T11:35:00,422.50,426.00,419.00,710,3.50,2.39,2024-06-05T11:45:00,419.00,TARGET,2487.54,2039.44
baseline,COALINDIA,2024-06-06,LONG,2024-06-06T11:45:00,442.65,440.70,444.60,677,1.95,-2.97,2024-06-06T11:50:00,444.60,TARGET,1322.57,872.06
baseline,COALINDIA,2024-06-07,SHORT,2024-06-07T12:40:00,446.55,447.91,445.19,671,1.36,1.97,2024-06-07T12:45:00,447.91,STOP,-913.04,-1363.18
baseline,COALINDIA,2024-06-10,LONG,2024-06-10T11:35:00,452.35,451.53,453.18,663,0.82,-2.38,2024-06-10T11:55:00,451.53,STOP,-546.97,-996.43
baseline,COALINDIA,2024-06-12,SHORT,2024-06-12T11:40:00,461.15,462.49,459.81,650,1.34,2.60,2024-06-12T11:45:00,462.49,STOP,-870.54,-1320.81
baseline,COALINDIA,2024-06-13,LONG,2024-06-13T11:35:00,455.70,454.93,456.47,658,0.77,-2.15,2024-06-13T11:40:00,456.47,TARGET,505.25,55.10
baseline,COALINDIA,2024-06-14,LONG,2024-06-14T12:25:00,457.25,456.62,457.88,656,0.63,-2.51,2024-06-14T12:35:00,457.88,TARGET,414.69,-35.56
baseline,COALINDIA,2024-06-18,LONG,2024-06-18T11:40:00,457.00,456.20,457.80,656,0.80,-1.84,2024-06-18T12:00:00,457.80,TARGET,527.14,77.06
baseline,COALINDIA,2024-06-20,SHORT,2024-06-20T11:35:00,452.15,453.16,451.14,663,1.01,2.27,2024-06-20T11:45:00,453.16,STOP,-667.74,-1117.90
baseline,COALINDIA,2024-06-21,LONG,2024-06-21T12:45:00,454.65,453.73,455.57,659,0.92,-3.13,2024-06-21T13:05:00,453.73,STOP,-604.87,-1053.84
baseline,COALINDIA,2024-06-24,LONG,2024-06-24T13:00:00,444.80,444.08,445.52,674,0.72,-1.81,2024-06-24T13:15:00,445.52,TARGET,486.24,36.19
baseline,COALINDIA,2024-06-25,LONG,2024-06-25T11:35:00,439.90,438.82,440.98,681,1.08,-4.00,2024-06-25T11:50:00,438.82,STOP,-734.51,-1183.31
baseline,COALINDIA,2024-06-26,SHORT,2024-06-26T12:30:00,441.45,442.01,440.89,679,0.56,1.87,2024-06-26T12:45:00,440.89,TARGET,383.15,-66.18
baseline,COALINDIA,2024-06-28,LONG,2024-06-28T12:10:00,442.50,441.65,443.35,677,0.85,-2.57,2024-06-28T12:15:00,441.65,STOP,-575.45,-1024.38
baseline,COALINDIA,2024-07-01,SHORT,2024-07-01T12:50:00,446.70,447.48,445.92,671,0.78,3.27,2024-07-01T12:55:00,445.92,TARGET,522.42,73.21
baseline,COALINDIA,2024-07-02,LONG,2024-07-02T12:35:00,448.75,447.53,449.97,668,1.22,-3.18,2024-07-02T12:40:00,447.53,STOP,-813.53,-1262.57
baseline,COALINDIA,2024-07-03,SHORT,2024-07-03T12:20:00,454.45,455.26,453.64,660,0.81,1.91,2024-07-03T12:30:00,453.64,TARGET,535.07,85.57
baseline,COALINDIA,2024-07-04,SHORT,2024-07-04T11:50:00,459.85,460.65,459.05,652,0.80,2.30,2024-07-04T11:55:00,460.65,STOP,-519.27,-969.39
baseline,COALINDIA,2024-07-08,SHORT,2024-07-08T11:35:00,464.10,465.51,462.69,646,1.41,2.45,2024-07-08T11:50:00,465.51,STOP,-911.32,-1361.72
baseline,COALINDIA,2024-07-09,SHORT,2024-07-09T13:00:00,465.30,465.91,464.69,644,0.61,2.08,2024-07-09T13:05:00,464.69,TARGET,393.30,-55.88
baseline,COALINDIA,2024-07-10,SHORT,2024-07-10T11:55:00,461.55,463.03,460.07,649,1.47,1.97,2024-07-10T12:10:00,460.07,TARGET,957.28,508.67
baseline,COALINDIA,2024-07-11,SHORT,2024-07-11T11:35:00,473.65,474.86,472.44,633,1.21,2.20,2024-07-11T12:00:00,472.44,TARGET,766.38,317.23
baseline,COALINDIA,2024-07-12,LONG,2024-07-12T11:35:00,472.30,471.29,473.31,635,1.01,-2.61,2024-07-12T12:05:00,473.31,TARGET,641.80,191.46
baseline,COALINDIA,2024-07-15,SHORT,2024-07-15T11:35:00,471.45,472.42,470.48,636,0.97,4.12,2024-07-15T11:45:00,472.42,STOP,-620.10,-1070.33
baseline,COALINDIA,2024-07-16,SHORT,2024-07-16T11:35:00,485.60,487.08,484.12,617,1.48,3.45,2024-07-16T11:55:00,484.12,TARGET,914.48,465.75
baseline,COALINDIA,2024-07-18,LONG,2024-07-18T11:35:00,471.75,470.36,473.14,635,1.39,-2.64,2024-07-18T11:45:00,473.14,TARGET,879.93,429.93
baseline,COALINDIA,2024-07-19,LONG,2024-07-19T11:35:00,459.10,457.37,460.83,653,1.73,-3.50,2024-07-19T12:00:00,460.83,TARGET,1128.76,678.22
baseline,COALINDIA,2024-07-22,SHORT,2024-07-22T11:40:00,463.85,465.20,462.50,646,1.35,1.96,2024-07-22T12:25:00,462.50,TARGET,869.79,420.97
baseline,COALINDIA,2024-07-23,LONG,2024-07-23T12:20:00,444.90,442.34,447.46,674,2.56,-4.61,2024-07-23T12:25:00,442.34,STOP,-1728.33,-2176.83
baseline,COALINDIA,2024-07-24,SHORT,2024-07-24T11:35:00,466.65,467.88,465.42,642,1.23,2.52,2024-07-24T11:55:00,467.88,STOP,-788.74,-1238.72
baseline,COALINDIA,2024-07-25,SHORT,2024-07-25T11:35:00,468.80,470.10,467.50,639,1.30,5.69,2024-07-25T11:45:00,470.10,STOP,-832.98,-1282.95
baseline,COALINDIA,2024-07-26,SHORT,2024-07-26T13:15:00,477.95,479.01,476.89,627,1.06,2.17,2024-07-26T14:10:00,479.01,STOP,-662.83,-1112.84
baseline,COALINDIA,2024-07-30,LONG,2024-07-30T12:40:00,487.70,486.91,488.49,615,0.79,-2.48,2024-07-30T12:55:00,486.91,STOP,-487.61,-937.14
baseline,COALINDIA,2024-07-31,SHORT,2024-07-31T11:35:00,489.20,490.51,487.89,613,1.31,2.37,2024-07-31T12:10:00,490.51,STOP,-805.66,-1256.08
baseline,COALINDIA,2024-08-01,SHORT,2024-08-01T11:45:00,505.55,506.93,504.18,593,1.38,2.02,2024-08-01T11:55:00,506.93,STOP,-815.38,-1265.67
baseline,COALINDIA,2024-08-02,LONG,2024-08-02T11:45:00,496.05,494.78,497.32,604,1.27,-1.94,2024-08-02T12:00:00,494.78,STOP,-767.94,-1216.79
baseline,COALINDIA,2024-08-05,LONG,2024-08-05T11:40:00,471.35,468.57,474.13,636,2.78,-2.10,2024-08-05T11:45:00,474.13,TARGET,1769.44,1318.45
baseline,COALINDIA,2024-08-07,SHORT,2024-08-07T11:35:00,492.60,493.85,491.35,609,1.25,4.38,2024-08-07T11:55:00,493.85,STOP,-761.25,-1211.81
baseline,COALINDIA,2024-08-08,SHORT,2024-08-08T12:35:00,499.15,500.22,498.08,601,1.07,2.08,2024-08-08T12:55:00,498.08,TARGET,641.78,192.28
baseline,COALINDIA,2024-08-09,LONG,2024-08-09T11:35:00,491.80,490.80,492.80,610,1.00,-2.07,2024-08-09T12:35:00,491.85,TIME_STOP,30.50,-419.52
baseline,COALINDIA,2024-08-12,LONG,2024-08-12T12:25:00,491.90,490.85,492.95,609,1.05,-2.30,2024-08-12T12:35:00,492.95,TARGET,639.45,189.62
baseline,COALINDIA,2024-08-13,SHORT,2024-08-13T11:50:00,496.75,497.91,495.59,603,1.16,2.26,2024-08-13T12:05:00,495.59,TARGET,697.76,248.97
baseline,COALINDIA,2024-08-16,LONG,2024-08-16T11:35:00,472.70,471.69,473.71,634,1.01,-2.30,2024-08-16T11:45:00,473.71,TARGET,638.53,188.51
baseline,COALINDIA,2024-08-19,SHORT,2024-08-19T12:15:00,488.30,489.32,487.28,614,1.02,2.56,2024-08-19T12:30:00,489.32,STOP,-624.96,-1075.16
baseline,COALINDIA,2024-08-20,SHORT,2024-08-20T12:30:00,495.50,496.34,494.66,605,0.84,2.16,2024-08-20T12:40:00,494.66,TARGET,505.61,56.32
baseline,COALINDIA,2024-08-21,SHORT,2024-08-21T12:25:00,497.60,498.34,496.86,602,0.74,2.06,2024-08-21T13:00:00,498.34,STOP,-445.05,-894.72
baseline,COALINDIA,2024-08-23,SHORT,2024-08-23T11:35:00,504.80,505.65,503.95,594,0.85,2.46,2024-08-23T11:50:00,503.95,TARGET,502.78,53.38
baseline,COALINDIA,2024-08-26,LONG,2024-08-26T11:50:00,506.10,505.34,506.86,592,0.76,-2.23,2024-08-26T12:35:00,505.34,STOP,-450.34,-899.42
baseline,COALINDIA,2024-08-27,LONG,2024-08-27T12:55:00,502.95,502.47,503.43,596,0.48,-5.35,2024-08-27T13:00:00,502.47,STOP,-285.23,-734.65
baseline,COALINDIA,2024-08-28,SHORT,2024-08-28T11:35:00,500.00,500.84,499.16,600,0.84,2.28,2024-08-28T11:45:00,499.16,TARGET,501.43,51.80
baseline,COALINDIA,2024-08-29,SHORT,2024-08-29T12:30:00,491.00,491.86,490.14,610,0.86,2.03,2024-08-29T12:35:00,491.86,STOP,-525.04,-974.69
baseline,COALINDIA,2024-09-02,LONG,2024-09-02T11:50:00,488.55,487.29,489.81,614,1.26,-3.00,2024-09-02T12:20:00,489.81,TARGET,776.27,325.73
baseline,COALINDIA,2024-09-03,LONG,2024-09-03T11:55:00,487.30,486.48,488.12,615,0.82,-1.84,2024-09-03T12:00:00,488.12,TARGET,502.98,53.07
baseline,COALINDIA,2024-09-05,LONG,2024-09-05T13:15:00,471.15,470.57,471.73,636,0.58,-1.96,2024-09-05T13:25:00,470.57,STOP,-370.24,-819.44
baseline,COALINDIA,2024-09-06,SHORT,2024-09-06T13:35:00,460.50,461.87,459.13,651,1.37,2.06,2024-09-06T14:05:00,459.13,TARGET,890.47,441.46
baseline,COALINDIA,2024-09-09,LONG,2024-09-09T12:00:00,449.30,447.99,450.61,667,1.31,-3.00,2024-09-09T12:10:00,450.61,TARGET,876.63,426.45
baseline,COALINDIA,2024-09-10,SHORT,2024-09-10T13:15:00,457.35,457.92,456.78,655,0.57,2.72,2024-09-10T13:30:00,457.92,STOP,-374.29,-823.91
baseline,COALINDIA,2024-09-11,LONG,2024-09-11T13:00:00,459.45,458.76,460.14,652,0.69,-1.85,2024-09-11T13:05:00,458.76,STOP,-451.74,-900.75
baseline,COALINDIA,2024-09-12,LONG,2024-09-12T12:00:00,454.05,453.12,454.98,660,0.93,-2.08,2024-09-12T12:15:00,454.98,TARGET,610.50,160.53
baseline,COALINDIA,2024-09-13,LONG,2024-09-13T11:35:00,461.85,460.88,462.82,649,0.97,-2.13,2024-09-13T11:50:00,460.88,STOP,-632.77,-1081.91
baseline,COALINDIA,2024-09-16,SHORT,2024-09-16T12:45:00,461.85,462.62,461.08,649,0.77,1.97,2024-09-16T12:50:00,462.62,STOP,-500.66,-950.64
baseline,COALINDIA,2024-09-18,LONG,2024-09-18T13:00:00,459.00,458.35,459.65,653,0.65,-4.02,2024-09-18T13:05:00,459.65,TARGET,424.45,-25.46
baseline,COALINDIA,2024-09-19,LONG,2024-09-19T11:35:00,449.45,448.05,450.85,667,1.40,-4.01,2024-09-19T11:40:00,448.05,STOP,-936.18,-1385.15
baseline,COALINDIA,2024-09-20,SHORT,2024-09-20T11:35:00,463.45,464.54,462.36,647,1.09,2.99,2024-09-20T12:00:00,462.36,TARGET,704.77,255.52
baseline,COALINDIA,2024-09-24,SHORT,2024-09-24T12:15:00,474.70,475.40,474.00,631,0.70,2.61,2024-09-24T12:20:00,475.40,STOP,-443.95,-893.59
baseline,COALINDIA,2024-09-25,LONG,2024-09-25T12:00:00,472.45,471.86,473.04,634,0.59,-1.88,2024-09-25T12:05:00,473.04,TARGET,371.34,-78.24
baseline,COALINDIA,2024-09-27,SHORT,2024-09-27T12:05:00,482.65,483.52,481.77,621,0.87,2.55,2024-09-27T12:10:00,483.52,STOP,-543.38,-993.37
baseline,COALINDIA,2024-09-30,SHORT,2024-09-30T11:35:00,479.10,480.24,477.96,626,1.14,2.97,2024-09-30T11:50:00,480.24,STOP,-715.43,-1165.84
baseline,COALINDIA,2024-10-03,LONG,2024-10-03T13:20:00,473.35,472.58,474.12,633,0.77,-2.21,2024-10-03T13:25:00,474.12,TARGET,490.57,40.76
baseline,COALINDIA,2024-10-04,SHORT,2024-10-04T11:35:00,472.50,473.61,471.39,634,1.11,3.37,2024-10-04T11:50:00,473.61,STOP,-701.93,-1151.80
baseline,COALINDIA,2024-10-07,LONG,2024-10-07T11:35:00,450.55,448.53,452.57,665,2.02,-2.79,2024-10-07T12:10:00,452.57,TARGET,1344.25,893.82
baseline,COALINDIA,2024-10-08,SHORT,2024-10-08T11:35:00,457.80,459.01,456.59,655,1.21,3.34,2024-10-08T11:40:00,456.59,TARGET,790.68,341.48
baseline,COALINDIA,2024-10-10,LONG,2024-10-10T11:55:00,458.70,457.73,459.67,654,0.97,-2.59,2024-10-10T12:45:00,459.67,TARGET,635.31,184.85
baseline,COALINDIA,2024-10-11,SHORT,2024-10-11T12:30:00,463.20,464.09,462.31,647,0.89,2.81,2024-10-11T12:40:00,462.31,TARGET,575.37,126.26
baseline,COALINDIA,2024-10-14,SHORT,2024-10-14T11:35:00,470.45,471.21,469.69,637,0.76,2.37,2024-10-14T12:00:00,469.69,TARGET,486.85,37.70
baseline,COALINDIA,2024-10-15,LONG,2024-10-15T13:00:00,463.95,463.02,464.88,646,0.93,-3.15,2024-10-15T13:05:00,463.02,STOP,-602.16,-1051.28
baseline,COALINDIA,2024-10-16,LONG,2024-10-16T11:35:00,464.10,463.16,465.04,646,0.94,-2.19,2024-10-16T11:45:00,463.16,STOP,-609.09,-1058.34
baseline,COALINDIA,2024-10-18,SHORT,2024-10-18T11:35:00,461.25,462.34,460.16,650,1.09,2.65,2024-10-18T11:45:00,462.34,STOP,-705.71,-1155.96
baseline,COALINDIA,2024-10-21,SHORT,2024-10-21T13:55:00,459.00,459.89,458.11,653,0.89,2.36,2024-10-21T14:05:00,458.11,TARGET,580.70,131.55
baseline,COALINDIA,2024-10-22,LONG,2024-10-22T11:45:00,448.90,447.43,450.37,668,1.47,-2.93,2024-10-22T12:00:00,450.37,TARGET,980.53,530.00
baseline,COALINDIA,2024-10-23,SHORT,2024-10-23T11:35:00,441.90,443.39,440.41,678,1.49,2.64,2024-10-23T11:40:00,443.39,STOP,-1009.74,-1459.91
baseline,COALINDIA,2024-10-24,LONG,2024-10-24T12:00:00,447.80,446.97,448.63,669,0.83,-2.76,2024-10-24T12:05:00,448.63,TARGET,554.31,104.53
baseline,COALINDIA,2024-10-28,LONG,2024-10-28T13:40:00,413.95,412.99,414.91,724,0.96,-3.71,2024-10-28T13:45:00,412.99,STOP,-692.97,-1142.00
baseline,COALINDIA,2024-10-30,LONG,2024-10-30T13:20:00,421.90,421.07,422.73,711,0.83,-2.39,2024-10-30T13:30:00,422.73,TARGET,589.11,138.72
baseline,COALINDIA,2024-10-31,SHORT,2024-10-31T11:35:00,422.95,424.06,421.84,709,1.11,2.01,2024-10-31T11:45:00,424.06,STOP,-784.96,-1235.36
baseline,COALINDIA,2024-11-04,LONG,2024-11-04T11:35:00,411.40,410.27,412.52,729,1.12,-3.88,2024-11-04T12:00:00,412.52,TARGET,820.12,369.64
baseline,COALINDIA,2024-11-05,SHORT,2024-11-05T12:45:00,420.85,421.60,420.10,712,0.75,2.23,2024-11-05T13:20:00,421.60,STOP,-531.46,-981.32
baseline,COALINDIA,2024-11-06,LONG,2024-11-06T11:35:00,420.00,419.05,420.95,714,0.95,-3.76,2024-11-06T11:50:00,420.95,TARGET,678.30,227.97
baseline,COALINDIA,2024-11-07,LONG,2024-11-07T12:00:00,423.60,422.83,424.38,708,0.78,-2.61,2024-11-07T12:20:00,424.38,TARGET,548.70,98.43
baseline,COALINDIA,2024-11-08,LONG,2024-11-08T11:35:00,413.65,412.87,414.43,725,0.78,-3.79,2024-11-08T11:50:00,412.87,STOP,-564.46,-1013.89
baseline,COALINDIA,2024-11-11,SHORT,2024-11-11T11:35:00,413.75,414.82,412.68,725,1.08,3.03,2024-11-11T11:50:00,412.68,TARGET,779.37,330.01
baseline,COALINDIA,2024-11-12,LONG,2024-11-12T12:10:00,408.45,407.70,409.20,734,0.75,-2.27,2024-11-12T12:30:00,409.20,TARGET,553.12,103.00
baseline,COALINDIA,2024-11-14,SHORT,2024-11-14T11:45:00,399.05,400.13,397.97,751,1.08,2.05,2024-11-14T11:55:00,400.13,STOP,-812.69,-1262.83
baseline,COALINDIA,2024-11-21,LONG,2024-11-21T12:10:00,395.10,394.14,396.06,759,0.96,-1.95,2024-11-21T13:10:00,395.10,TIME_STOP,0.00,-449.82
baseline,COALINDIA,2024-11-22,SHORT,2024-11-22T12:10:00,401.35,402.14,400.56,747,0.79,1.94,2024-11-22T12:20:00,402.14,STOP,-592.26,-1042.42
baseline,COALINDIA,2024-11-25,LONG,2024-11-25T12:15:00,409.65,408.89,410.41,732,0.76,-4.97,2024-11-25T12:40:00,410.41,TARGET,554.23,104.02
baseline,COALINDIA,2024-11-27,LONG,2024-11-27T11:35:00,403.55,402.67,404.43,743,0.88,-3.57,2024-11-27T11:40:00,402.67,STOP,-655.43,-1104.70
baseline,COALINDIA,2024-11-28,LONG,2024-11-28T11:40:00,407.10,405.87,408.33,736,1.23,-2.30,2024-11-28T11:45:00,408.33,TARGET,906.86,456.74
baseline,COALINDIA,2024-11-29,SHORT,2024-11-29T13:25:00,404.25,404.92,403.58,742,0.67,2.28,2024-11-29T13:30:00,404.92,STOP,-498.20,-948.50
baseline,COALINDIA,2024-12-02,SHORT,2024-12-02T14:00:00,411.35,411.99,410.71,729,0.64,4.77,2024-12-02T14:05:00,411.99,STOP,-468.64,-918.81
baseline,COALINDIA,2024-12-03,LONG,2024-12-03T11:35:00,409.60,408.84,410.36,732,0.76,-2.69,2024-12-03T11:45:00,408.84,STOP,-556.84,-1006.17
baseline,COALINDIA,2024-12-05,LONG,2024-12-05T11:35:00,401.55,400.71,402.39,747,0.84,-1.94,2024-12-05T12:00:00,402.39,TARGET,626.95,176.54
baseline,COALINDIA,2024-12-06,LONG,2024-12-06T11:50:00,407.05,406.32,407.78,737,0.73,-2.09,2024-12-06T12:00:00,407.78,TARGET,536.96,86.56
baseline,COALINDIA,2024-12-09,LONG,2024-12-09T11:35:00,404.90,404.42,405.38,740,0.48,-3.05,2024-12-09T11:45:00,404.42,STOP,-356.79,-805.96
baseline,COALINDIA,2024-12-10,SHORT,2024-12-10T11:35:00,405.35,405.98,404.73,740,0.63,2.47,2024-12-10T12:00:00,404.73,TARGET,462.50,12.91
baseline,COALINDIA,2024-12-13,SHORT,2024-12-13T13:00:00,397.65,398.79,396.51,754,1.14,2.98,2024-12-13T13:15:00,396.51,TARGET,861.71,412.62
baseline,COALINDIA,2024-12-16,LONG,2024-12-16T11:45:00,396.05,395.46,396.64,757,0.59,-2.40,2024-12-16T12:10:00,396.64,TARGET,446.09,-3.96
baseline,COALINDIA,2024-12-17,LONG,2024-12-17T11:35:00,394.40,393.82,394.97,760,0.57,-2.69,2024-12-17T12:10:00,393.82,STOP,-437.00,-886.29
baseline,COALINDIA,2024-12-18,LONG,2024-12-18T11:45:00,387.70,386.99,388.41,773,0.71,-2.12,2024-12-18T12:05:00,386.99,STOP,-546.62,-995.75
