symbol,mode,ipo_short_window,base_qualify_date,rim_date,rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,r2_ge_060,r2_ge_080,vol_ratio,obv_gain,obv_slope_norm,obv_filter_pass,tv20_cr_at_q,tv20_cr_at_breakout,breakout_date,breakout_close,breakout_day_move_pct,days_q_to_breakout,fill_a_nextopen_date,fill_a_nextopen,fill_b_buystop,gap_pct_a_vs_rim,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_exit_close,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct
TALBROAUTO,L120,0,2021-12-30,2021-08-03,69.15,2021-10-22,53.1,23.21,120,0.605,0.711,9.026e-05,0.436,0.533,1,0,1.062,0.5272,0.7156,0,3.55,3.55,2021-12-30,77.3,-1.34,0,2021-12-31,77.95,77.95,12.73,0.3861,18.79,9.49,45.41,2022-02-10,98.9,26.88,29,0,68.83,-5.13
TANLA,L120,0,2025-07-09,2025-01-21,666.05,2025-03-17,422.95,36.5,120,0.353,0.758,9.958e-05,0.433,0.425,1,0,1.246,0.5968,0.6444,1,30.17,25.2,2025-07-21,674.8,2.86,8,2025-07-22,680.0,680.0,2.09,0.3993,4.07,-26.76,-13.66,2025-07-28,614.15,-9.68,5,0,12.65,-46.19
TARIL,L120,0,2017-12-27,2017-07-11,19.07,2017-10-27,14.74,22.71,120,0.647,0.731,6.145e-05,0.503,0.567,1,0,1.179,0.6125,0.5346,0,2.42,2.42,2017-12-27,19.77,-5.5,0,2017-12-28,19.92,19.92,4.46,0.3995,-33.89,-42.27,-66.37,2018-01-30,17.79,-10.69,23,0,12.65,-69.78
TARIL,L120,0,2021-06-02,2020-12-15,11.52,2021-03-30,8.12,29.51,120,0.647,0.718,1.006e-04,0.452,0.517,1,0,1.841,0.523,0.5457,1,2.2,2.2,2021-06-02,14.37,13.24,0,2021-06-03,14.59,14.59,26.65,0.416,-3.56,-1.85,4.46,2021-08-10,14.34,-1.71,48,0,59.63,-19.12
TASTYBITE,L120,0,2023-05-26,2022-12-07,11779.99,2023-03-27,8006.11,32.04,120,0.672,0.785,6.471e-05,0.61,0.467,1,0,3.61,0.4421,0.3413,1,2.68,3.03,2023-05-30,11876.34,2.0,2,2023-05-31,11793.83,11793.83,0.12,0.4908,49.44,36.54,-10.96,2023-09-12,15829.6,34.22,73,0,67.75,-15.67
TATAELXSI,L250,0,2009-08-13,2008-08-04,85.48,2009-03-09,38.28,55.22,250,0.578,0.799,5.017e-05,0.49,0.504,1,0,21.159,0.2951,0.2898,1,2.23,2.51,2009-08-14,85.55,0.43,1,2009-08-17,84.9,85.48,-0.68,0.5295,-2.59,60.99,46.41,2009-10-27,81.33,-4.2,47,0,104.59,-14.25
TATAELXSI,VAR,0,2009-08-13,2008-08-04,85.48,2009-03-09,38.28,55.22,249,0.577,0.797,5.035e-05,0.488,0.506,1,0,21.246,0.2951,0.2898,1,2.23,2.51,2009-08-14,85.55,0.43,1,2009-08-17,84.9,85.48,-0.68,0.5312,-2.59,60.99,46.41,2009-10-27,81.33,-4.2,47,0,104.59,-14.25
TATAMOTORS,L120,0,2005-08-01,2005-02-14,97.4,2005-04-05,77.86,20.06,120,0.311,0.709,4.180e-05,0.537,0.567,1,0,0.675,0.1381,0.0464,0,57.01,59.41,2005-08-02,100.95,5.16,1,2005-08-03,100.97,100.97,3.67,0.2339,-12.41,31.08,42.22,2005-10-19,96.52,-4.41,53,0,89.33,-16.32
TATASTEEL,L120,0,2005-09-12,2005-03-28,32.59,2005-06-13,25.07,23.07,120,0.479,0.751,5.321e-05,0.464,0.417,1,0,0.918,0.2745,0.2328,0,109.73,89.67,2005-09-16,32.88,1.95,4,2005-09-19,33.08,33.08,1.5,0.3723,-14.33,9.16,18.89,2005-10-10,30.0,-9.31,16,0,83.89,-24.82
TATASTEEL,L120,0,2020-01-01,2019-07-05,43.24,2019-10-07,28.24,34.69,120,0.513,0.786,1.010e-04,0.486,0.417,1,0,1.294,0.3377,0.2674,1,535.2,535.2,2020-01-02,43.88,4.06,1,2020-01-03,43.68,43.68,1.02,0.5204,-46.09,-36.24,35.92,2020-01-27,41.68,-4.58,17,0,38.14,-51.9
TATASTEEL,VAR,1,2003-06-05,2003-01-23,5.77,2003-04-24,3.81,33.97,90,0.674,0.715,1.341e-04,0.579,0.411,1,0,0.71,0.5227,0.5032,0,16.66,17.64,2003-06-06,5.81,3.38,1,2003-06-09,5.33,5.77,-7.63,0.2815,108.07,214.45,172.23,2004-01-22,19.25,261.16,160,0,363.79,-6.57
TBZ,L120,0,2017-04-26,2016-11-02,70.38,2016-12-26,48.79,30.68,120,0.311,0.728,6.528e-05,0.361,0.458,1,0,0.904,0.5586,0.4577,0,2.09,2.09,2017-04-26,81.91,-2.29,0,2017-04-27,82.5,82.5,17.22,0.3017,4.1,31.82,8.59,2017-05-24,71.92,-12.82,19,0,60.58,-14.74
TBZ,L180,0,2014-06-27,2013-10-31,136.22,2014-03-14,103.24,24.21,180,0.615,0.804,4.201e-05,0.398,0.572,1,1,1.197,0.2747,0.2788,0,4.33,4.33,2014-06-27,176.83,-1.88,0,2014-06-30,178.42,178.42,30.98,0.4883,-21.48,-30.28,-30.9,2014-07-10,146.56,-17.86,9,0,1.42,-35.97
TCI,L250,0,2014-01-14,2013-01-14,41.74,2013-08-30,24.4,41.54,250,0.635,0.738,3.037e-05,0.505,0.524,1,0,2.637,0.6828,0.4062,1,2.07,2.07,2014-01-14,57.69,-3.01,0,2014-01-15,57.58,57.58,37.95,0.5219,19.02,104.12,372.13,2014-09-17,112.04,94.58,166,0,404.52,-17.78
TCI,L250,0,2023-08-21,2022-10-20,827.8,2022-12-23,575.7,30.45,250,0.349,0.702,1.571e-05,0.496,0.452,1,0,0.416,0.2288,0.2463,0,2.87,2.35,2023-11-06,879.9,7.69,52,2023-11-07,889.95,889.95,7.51,0.2483,9.32,-1.78,35.74,2023-12-20,801.9,-9.89,31,0,39.83,-14.87
TCS,L180,0,2009-06-16,2008-09-12,199.53,2009-03-03,109.84,44.95,180,0.626,0.821,5.330e-05,0.466,0.639,1,1,1.099,0.086,-0.0432,0,124.27,89.83,2009-07-14,200.35,2.38,20,2009-07-15,202.3,202.3,1.39,0.497,36.71,73.81,101.32,2010-01-08,344.53,70.31,119,0,105.86,-0.22
TCS,L250,0,2009-07-15,2008-07-09,215.83,2009-03-03,109.84,49.11,250,0.647,0.832,3.991e-05,0.531,0.5,1,1,1.257,0.0957,-0.0131,0,91.46,96.66,2009-07-20,246.44,15.31,3,2009-07-21,247.64,247.64,14.74,0.4075,18.95,57.34,68.84,2010-01-08,344.53,39.13,115,0,69.31,-10.08
TCS,VAR,0,2009-07-15,2008-07-09,215.83,2009-03-03,109.84,49.11,246,0.641,0.837,4.129e-05,0.526,0.508,1,1,1.233,0.0957,-0.0131,0,91.46,96.66,2009-07-20,246.44,15.31,3,2009-07-21,247.64,247.64,14.74,0.4252,18.95,57.34,68.84,2010-01-08,344.53,39.13,115,0,69.31,-10.08
TDPOWERSYS,L120,0,2022-06-29,2022-01-20,47.0,2022-04-25,33.5,28.72,120,0.613,0.703,8.792e-05,0.48,0.433,1,0,1.963,0.446,0.4945,1,2.2,1.87,2022-07-04,47.9,4.81,3,2022-07-05,48.2,48.2,2.55,0.3528,24.27,25.52,144.81,2022-07-05,46.3,-3.94,1,0,158.71,-5.6
TEAMLEASE,L120,0,2020-08-21,2020-03-11,2391.55,2020-05-19,1480.0,38.12,120,0.437,0.726,1.098e-04,0.486,0.558,1,0,1.615,0.3605,0.2944,1,8.5,3.64,2020-09-14,2423.75,11.14,16,2020-09-15,2478.0,2478.0,3.61,0.5491,4.69,37.81,89.33,2020-09-22,2136.75,-13.77,6,0,95.72,-16.36
TECHM,L120,0,2009-05-12,2008-11-05,55.7,2009-01-23,23.9,57.09,120,0.437,0.701,1.538e-04,0.422,0.417,1,0,1.882,0.4193,0.4658,1,19.26,19.26,2009-05-12,60.2,3.08,0,2009-05-13,61.8,61.8,10.95,0.3122,193.69,211.65,139.16,2010-01-27,204.4,230.74,177,0,315.53,-6.63
TECHM,L180,0,2009-07-10,2008-10-14,79.4,2009-01-23,23.9,69.9,180,0.385,0.921,1.619e-04,0.384,0.494,1,1,6.324,0.334,0.4276,1,93.01,93.01,2009-07-10,133.0,-7.12,0,2009-07-13,136.8,136.8,72.29,0.5959,44.96,66.74,17.11,2010-01-27,204.4,49.42,134,0,87.72,-9.43
TECHM,L180,0,2020-09-18,2020-02-19,798.3,2020-03-23,451.0,43.5,180,0.313,0.741,6.323e-05,0.529,0.461,1,0,2.193,0.2559,0.2874,1,310.26,466.41,2020-10-05,798.7,2.37,10,2020-10-06,812.1,812.1,1.73,0.3378,15.52,16.45,64.18,2021-01-25,927.1,14.16,78,0,83.8,-8.84
TECHM,VAR,0,2017-10-30,2017-02-21,471.3,2017-07-06,342.1,27.41,170,0.538,0.889,3.729e-05,0.524,0.4,1,1,0.692,0.3731,0.3826,0,59.71,99.3,2017-12-14,477.5,2.23,33,2017-12-15,478.3,478.3,1.49,0.5528,25.47,40.89,37.11,2018-06-29,616.2,28.83,134,0,54.57,-6.1
TEMBO,L250,0,2023-03-28,2022-04-11,202.96,2022-10-18,83.41,58.9,250,0.554,0.704,3.691e-05,0.519,0.4,1,0,3.408,0.2115,0.1503,1,4.3,3.24,2023-04-25,206.19,2.67,16,2023-04-26,206.93,206.93,1.96,0.3149,8.76,12.54,6.6,2023-07-18,221.8,7.19,58,0,59.15,-8.45
TEXRAIL,L180,0,2015-02-09,2014-07-07,132.35,2014-08-27,68.85,47.98,180,0.397,0.724,5.477e-05,0.406,0.439,1,0,1.77,0.3901,0.4509,1,16.82,20.53,2015-02-11,136.6,4.35,2,2015-02-12,137.9,137.9,4.19,0.3615,-18.6,-20.27,-13.02,2015-02-25,126.35,-8.38,9,0,12.58,-34.01
TEXRAIL,L250,0,2017-12-06,2016-12-19,104.9,2017-08-14,77.8,25.83,250,0.691,0.703,1.690e-05,0.494,0.468,1,0,2.618,0.2678,0.3345,1,17.36,17.36,2017-12-08,106.25,1.29,2,2017-12-11,107.05,107.05,2.05,0.2842,-24.66,-43.48,-50.07,2018-01-29,94.75,-11.49,34,0,4.81,-57.45
TFCILTD,L180,0,2023-08-21,2023-01-11,18.8,2023-03-27,13.5,28.19,180,0.453,0.707,3.404e-05,0.483,0.561,1,0,0.547,0.3913,0.2636,0,31.43,31.43,2023-08-21,20.6,1.98,0,2023-08-22,20.65,20.65,9.84,0.4672,5.81,75.54,80.87,2023-10-04,19.05,-7.75,30,0,159.08,-12.11
TFCILTD,L250,0,2007-02-06,2006-02-13,3.5,2006-06-13,1.8,48.57,250,0.349,0.711,3.540e-05,0.535,0.492,1,0,0.574,0.4343,0.2024,0,2.05,2.05,2007-02-06,4.55,16.67,0,2007-02-07,4.7,4.7,34.29,0.3097,-13.83,-15.96,51.06,2007-03-02,3.25,-30.85,17,0,136.17,-45.74
TFCILTD,L250,0,2016-11-01,2016-01-06,13.0,2016-05-24,7.0,46.15,250,0.566,0.701,3.003e-05,0.535,0.468,1,0,2.02,0.4102,0.3761,1,8.94,8.94,2016-11-01,13.45,-3.58,0,2016-11-02,13.3,13.3,2.31,0.4231,-12.03,33.08,114.29,2016-11-09,11.65,-12.41,6,0,165.04,-33.08
TFCILTD,L250,0,2023-10-31,2023-01-11,18.8,2023-03-27,13.5,28.19,250,0.414,0.704,1.942e-05,0.401,0.404,1,0,0.708,0.3341,0.4239,0,5.74,5.74,2023-10-31,20.55,3.79,0,2023-11-01,20.6,20.6,9.57,0.2833,94.17,77.18,50.73,2023-11-01,21.05,2.18,1,0,159.71,-1.94
THERMAX,L180,0,2026-04-13,2025-07-22,3944.5,2025-12-10,2773.8,29.68,180,0.542,0.739,2.253e-05,0.583,0.478,1,0,1.247,0.3115,0.1676,1,69.02,76.61,2026-04-15,4085.0,5.53,1,2026-04-16,4085.0,4085.0,3.56,0.4476,14.08,-10.89,-10.89,2026-07-14,4380.0,7.22,61,0,29.2,-12.69
THERMAX,VAR,0,2026-04-13,2025-07-22,3944.5,2025-12-10,2773.8,29.68,179,0.539,0.728,2.234e-05,0.58,0.48,1,0,1.258,0.3115,0.1676,1,69.02,76.61,2026-04-15,4085.0,5.53,1,2026-04-16,4085.0,4085.0,3.56,0.4396,14.08,-10.89,-10.89,2026-07-14,4380.0,7.22,61,0,29.2,-12.69
THOMASCOOK,L120,0,2009-06-15,2008-12-16,37.9,2009-03-09,22.65,40.24,120,0.479,0.873,1.586e-04,0.409,0.458,1,1,3.245,0.4433,0.5399,1,2.14,2.14,2009-06-15,43.9,-1.9,0,2009-06-16,43.55,43.55,14.91,0.7571,16.76,19.06,4.71,2009-06-18,40.6,-6.77,3,0,35.02,-23.65
THYROCARE,L120,0,2025-05-15,2024-12-02,345.9,2025-03-03,221.0,36.11,120,0.605,0.748,8.708e-05,0.603,0.45,1,0,1.037,0.6686,0.7812,0,9.3,8.4,2025-05-30,349.7,2.22,11,2025-06-02,353.3,353.3,2.14,0.4382,19.39,44.83,47.4,2025-09-12,407.9,15.45,73,0,51.91,-17.52
THYROCARE,VAR,0,2025-05-15,2024-12-02,345.9,2025-03-03,221.0,36.11,112,0.577,0.817,1.114e-04,0.577,0.482,1,1,1.187,0.6686,0.7812,0,9.3,8.4,2025-05-30,349.7,2.22,11,2025-06-02,353.3,353.3,2.14,0.5833,19.39,44.83,47.4,2025-09-12,407.9,15.45,73,0,51.91,-17.52
TI,L180,0,2012-03-12,2011-07-28,47.9,2011-09-26,26.21,45.28,180,0.38,0.703,6.864e-05,0.46,0.456,1,0,1.31,0.3488,0.421,1,2.64,2.64,2012-03-12,53.84,-1.3,0,2012-03-13,54.55,54.55,13.88,0.3179,-7.72,-25.22,14.02,2012-03-27,49.3,-9.62,11,0,58.33,-30.43
TIMETECHNO,L180,0,2016-08-29,2016-01-05,30.6,2016-02-26,22.2,27.45,180,0.313,0.701,4.093e-05,0.448,0.511,1,0,3.022,0.5732,0.2805,1,4.62,4.62,2016-08-29,41.6,5.32,0,2016-08-30,42.0,42.0,37.25,0.3965,10.48,12.62,116.9,2016-12-21,46.3,10.24,76,0,131.43,-6.43
TIMETECHNO,VAR,0,2023-06-26,2022-09-05,61.9,2023-03-27,34.95,43.54,201,0.7,0.723,3.202e-05,0.579,0.428,1,0,1.917,0.4878,0.4986,1,53.53,51.48,2023-07-05,63.15,6.13,6,2023-07-06,62.95,62.95,1.7,0.3074,19.78,39.95,152.58,2024-01-23,82.0,30.26,138,0,179.75,-0.87
TIMKEN,L180,0,2011-07-18,2011-01-03,211.2,2011-02-28,154.95,26.63,180,0.464,0.708,2.707e-05,0.336,0.406,1,0,2.134,0.5135,0.5252,1,7.93,7.93,2011-07-18,248.2,1.18,0,2011-07-19,249.8,249.8,18.28,0.4197,-14.37,-26.56,-19.18,2011-08-08,210.05,-15.91,15,0,7.69,-35.49
TIPSMUSIC,L250,0,2026-05-22,2025-06-05,704.35,2025-11-10,484.4,31.23,250,0.474,0.714,1.525e-05,0.578,0.452,1,0,1.03,0.4876,0.4908,0,17.18,9.59,2026-07-09,711.15,6.39,32,2026-07-10,717.0,717.0,1.8,0.4453,-7.97,-7.97,-7.97,2026-07-22,622.85,-13.13,9,0,3.35,-14.67
TIPSMUSIC,VAR,0,2026-04-27,2025-06-05,704.35,2025-11-10,484.4,31.23,221,0.486,0.741,1.378e-05,0.657,0.511,1,0,0.946,0.559,0.3735,0,9.59,9.59,2026-07-09,711.15,6.39,50,2026-07-10,717.0,717.0,1.8,0.5408,-7.97,-7.97,-7.97,2026-07-22,622.85,-13.13,9,0,3.35,-14.67
TITAGARH,L120,0,2009-06-22,2008-12-19,79.72,2009-03-12,24.2,69.64,120,0.445,0.858,3.098e-04,0.486,0.458,1,1,4.423,0.4703,0.5085,1,3.53,3.87,2009-06-23,80.67,5.01,1,2009-06-24,84.6,84.6,6.12,0.5771,-27.13,-18.7,-13.89,2009-07-07,67.15,-20.63,10,0,15.44,-40.19
TITAGARH,L120,0,2014-12-02,2014-07-07,66.2,2014-09-25,39.76,39.94,120,0.655,0.711,1.234e-04,0.526,0.583,1,0,1.872,0.6315,0.6848,1,7.85,7.85,2014-12-03,67.15,6.05,1,2014-12-04,67.6,67.6,2.11,0.4871,81.05,41.94,103.77,2014-12-17,55.33,-18.15,10,0,158.25,-30.09
TITAGARH,L180,0,2010-02-18,2009-07-02,87.58,2009-11-03,51.33,41.39,180,0.598,0.709,5.108e-05,0.452,0.511,1,0,2.742,0.3276,0.3083,1,11.26,11.26,2010-02-18,90.89,-1.68,0,2010-02-19,90.02,90.02,2.79,0.485,-30.76,-9.69,-7.51,2010-02-24,75.61,-16.01,4,0,34.41,-33.79
TITAGARH,L180,0,2015-02-13,2014-07-07,66.2,2014-09-25,39.76,39.94,180,0.486,0.704,5.625e-05,0.398,0.406,1,0,3.522,0.4844,0.4263,1,18.84,18.84,2015-02-13,89.54,-1.9,0,2015-02-16,90.0,90.0,35.95,0.5279,7.39,26.22,42.39,2015-03-20,114.23,26.92,23,0,93.98,-3.51
TITAGARH,VAR,0,2014-11-26,2014-07-07,66.2,2014-09-25,39.76,39.94,93,0.598,0.73,1.676e-04,0.457,0.753,1,0,1.619,0.6889,0.6151,1,6.3,7.85,2014-12-03,67.15,6.05,5,2014-12-04,67.6,67.6,2.11,0.5545,81.05,41.94,103.77,2014-12-17,55.33,-18.15,10,0,158.25,-30.09
TITAGARH,VAR,0,2021-06-07,2021-01-06,60.6,2021-03-31,44.55,26.49,102,0.564,0.713,7.239e-05,0.584,0.402,1,0,0.713,0.4926,0.3781,0,3.4,5.84,2021-06-22,61.55,7.7,11,2021-06-23,62.35,62.35,2.89,0.3352,48.04,42.98,51.96,2021-11-15,90.3,44.83,99,0,98.88,-0.56
TITAN,VAR,0,2009-07-06,2008-08-11,64.24,2009-03-04,35.12,45.33,216,0.628,0.704,3.899e-05,0.538,0.426,1,0,1.069,0.2089,0.2391,0,4.99,3.81,2009-07-23,65.44,4.17,13,2009-07-24,66.0,66.0,2.74,0.2465,0.59,17.85,113.08,2009-08-07,57.23,-13.29,11,0,118.79,-15.14
TMB,L180,0,2023-08-21,2022-12-01,495.24,2023-04-10,378.5,23.57,180,0.492,0.834,2.164e-05,0.593,0.517,1,1,1.105,0.4914,0.112,0,6.29,6.29,2023-08-21,541.95,18.2,0,2023-08-22,542.94,542.94,9.63,0.6191,-7.86,-12.22,-17.11,2023-09-22,514.08,-5.32,23,0,7.63,-22.88
TNPETRO,VAR,0,2026-08-31,2025-11-03,124.48,2026-03-23,79.9,35.81,205,0.471,0.816,2.676e-05,0.533,0.493,1,1,0.767,0.6981,0.283,0,5.26,5.49,2026-09-01,132.35,9.59,1,2026-09-02,134.33,134.33,7.91,0.6275,-0.66,-0.66,-0.66,,,-0.66,7,1,9.42,-3.04
TNPL,L120,0,2023-10-19,2023-05-16,257.1,2023-07-24,203.0,21.04,120,0.496,0.703,6.544e-05,0.397,0.408,1,0,1.97,0.3722,0.3782,1,7.9,7.9,2023-10-19,289.85,-1.6,0,2023-10-20,289.3,289.3,12.52,0.3805,6.88,-9.09,-37.09,2024-02-05,277.0,-4.25,73,0,14.41,-37.59
TNPL,L250,0,2015-07-28,2014-08-11,172.7,2015-03-26,118.0,31.67,250,0.663,0.776,1.983e-05,0.516,0.4,1,0,0.59,0.5421,0.338,0,2.51,2.51,2015-07-28,197.0,1.78,0,2015-07-29,198.55,198.55,14.97,0.3433,6.47,14.25,44.22,2015-08-24,184.3,-7.18,19,0,55.12,-12.36
TNPL,L250,0,2022-06-02,2021-06-23,176.1,2022-01-27,117.2,33.45,250,0.659,0.704,2.792e-05,0.45,0.508,1,0,3.017,0.3817,0.5507,1,7.66,7.66,2022-06-02,182.8,2.12,0,2022-06-03,184.8,184.8,4.94,0.4378,40.67,38.34,16.5,2022-06-03,184.65,-0.08,1,0,53.63,-14.12
TORNTPOWER,L120,0,2017-09-19,2017-03-30,236.5,2017-06-28,174.2,26.34,120,0.521,0.775,7.099e-05,0.541,0.45,1,0,1.23,0.2566,0.2649,1,23.17,21.21,2017-10-17,242.1,3.13,19,2017-10-18,243.0,243.0,2.75,0.4565,21.21,0.33,-7.22,2018-02-02,261.45,7.59,74,0,26.48,-12.96
TORNTPOWER,L250,0,2009-07-02,2008-08-20,120.3,2008-10-24,58.0,51.79,250,0.345,0.709,4.681e-05,0.463,0.436,1,0,1.149,0.4004,0.3631,0,13.76,13.76,2009-07-02,191.75,11.03,0,2009-07-03,192.75,192.75,60.22,0.2375,54.24,64.46,88.48,2010-01-22,284.0,47.34,137,0,94.55,-13.2
TORNTPOWER,VAR,0,2017-09-11,2017-03-30,236.5,2017-06-28,174.2,26.34,112,0.541,0.793,7.706e-05,0.563,0.482,1,0,1.23,0.2675,0.2341,1,29.34,21.21,2017-10-17,242.1,3.13,25,2017-10-18,243.0,243.0,2.75,0.4876,21.21,0.33,-7.22,2018-02-02,261.45,7.59,74,0,26.48,-12.96
TPLPLASTEH,L120,0,2016-05-24,2016-01-04,23.22,2016-03-18,14.06,39.45,120,0.655,0.765,1.865e-04,0.374,0.542,1,0,37.913,0.3455,0.3438,1,2.35,2.35,2016-05-24,41.82,-2.11,0,2016-05-25,41.91,41.91,80.49,0.5484,2.41,-33.26,18.99,2016-06-07,34.73,-17.13,10,0,26.13,-38.89
TRACXN,L120,0,2023-12-19,2023-07-12,92.9,2023-10-27,68.3,26.48,120,0.697,0.735,8.840e-05,0.472,0.4,1,0,7.208,0.583,0.4852,1,56.52,56.52,2023-12-19,113.65,0.04,0,2023-12-20,114.35,114.35,23.09,0.3287,-25.36,-24.56,-34.11,2024-02-01,100.05,-12.51,30,0,8.61,-36.95
TRANSRAILL,L120,0,2025-06-27,2025-01-09,676.45,2025-04-09,441.2,34.78,120,0.555,0.718,9.261e-05,0.483,0.408,1,0,0.496,0.4281,0.4866,0,66.82,66.82,2025-07-03,719.61,7.25,4,2025-07-04,728.75,728.75,7.73,0.3937,1.41,-17.92,-30.46,2025-07-28,672.01,-7.79,17,0,17.31,-38.24
TRENT,L120,0,2014-06-26,2014-01-01,122.62,2014-05-07,95.44,22.17,120,0.697,0.795,5.675e-05,0.514,0.617,1,0,2.705,0.3034,0.4312,1,2.71,2.71,2014-06-27,125.37,4.39,1,2014-06-30,125.37,125.37,2.24,0.4707,9.75,18.19,-5.8,2014-08-11,112.39,-10.35,30,0,27.04,-12.66
TRENT,VAR,0,2014-06-26,2013-12-31,126.21,2014-05-07,95.44,24.38,121,0.7,0.805,5.730e-05,0.519,0.653,1,1,2.702,0.3034,0.4312,1,2.71,2.87,2014-07-02,126.48,1.79,4,2014-07-03,126.84,126.84,0.5,0.4931,5.98,16.91,-4.11,2014-08-11,112.39,-11.39,27,0,25.57,-13.67
TRF,L120,0,2017-04-28,2016-11-04,246.35,2017-02-27,184.9,24.94,120,0.655,0.715,5.877e-05,0.385,0.492,1,0,5.093,0.4679,0.4839,1,3.03,3.03,2017-04-28,278.4,3.67,0,2017-05-02,280.35,280.35,13.8,0.4071,-11.74,-12.52,-19.33,2017-05-23,232.15,-17.19,16,0,14.86,-32.89
TRIGYN,L120,0,2017-12-18,2017-07-03,129.3,2017-10-05,88.25,31.75,120,0.58,0.727,8.418e-05,0.545,0.417,1,0,3.28,0.518,0.4377,1,2.06,2.06,2017-12-18,131.7,-0.53,0,2017-12-19,133.9,133.9,3.56,0.4814,6.01,-8.1,-35.7,2018-02-06,133.8,-0.07,34,0,40.93,-52.09
TRIGYN,L120,0,2022-01-18,2021-07-29,156.9,2021-11-29,106.65,32.03,120,0.697,0.734,1.265e-04,0.438,0.583,1,0,5.232,0.4617,0.6105,1,18.17,18.17,2022-01-18,192.65,-5.96,0,2022-01-19,191.0,191.0,21.73,0.5033,-21.68,-44.29,-52.09,2022-02-11,156.75,-17.93,17,0,6.7,-55.45
TRIGYN,L180,0,2018-01-23,2017-05-18,160.75,2017-10-05,88.25,45.1,180,0.581,0.715,5.247e-05,0.516,0.45,1,0,3.485,0.5291,0.4614,1,4.67,4.67,2018-01-23,165.1,-0.24,0,2018-01-24,162.1,162.1,0.84,0.4828,-2.75,-20.6,-56.05,2018-02-06,133.8,-17.46,9,0,16.41,-60.43
TTKPRESTIG,L180,0,2022-09-07,2022-01-04,1031.6,2022-03-08,762.4,26.1,180,0.307,0.746,2.578e-05,0.546,0.522,1,0,0.906,0.1292,0.059,0,6.47,7.19,2022-09-12,1036.85,4.7,3,2022-09-13,1040.9,1040.9,0.9,0.2719,-17.62,-24.87,-23.93,2022-09-26,941.45,-9.55,10,0,0.86,-37.33
TTL,L120,0,2018-01-11,2017-08-28,8.56,2017-11-21,6.52,23.83,120,0.697,0.739,1.126e-04,0.421,0.458,1,0,10.66,0.5389,0.6408,1,2.92,2.92,2018-01-11,12.12,0.66,0,2018-01-12,12.12,12.12,41.59,0.3665,-20.54,-37.21,-47.77,2018-02-06,9.68,-20.13,17,0,7.1,-56.93
TTML,L120,0,2021-07-12,2021-02-05,21.75,2021-04-20,11.0,49.43,120,0.521,0.78,2.605e-04,0.392,0.475,1,0,0.918,0.4573,0.5569,0,3.11,3.11,2021-07-12,44.15,-4.95,0,2021-07-13,45.0,45.0,106.9,0.5076,-7.44,405.44,161.44,2021-07-13,46.35,3.0,1,0,544.78,-27.22
TTML,L120,0,2021-12-15,2021-07-06,54.1,2021-09-07,33.9,37.34,120,0.437,0.942,2.527e-04,0.349,0.408,1,1,1.662,0.6193,0.6505,1,51.94,51.94,2021-12-15,171.55,4.99,0,2021-12-16,180.1,180.1,232.9,0.7165,-39.89,-29.07,-45.67,2021-12-23,154.1,-14.44,6,0,61.1,-51.03
TVSELECT,L180,0,2022-03-22,2021-07-07,213.4,2021-10-29,157.7,26.1,180,0.458,0.705,2.968e-05,0.39,0.456,1,0,2.28,0.4106,0.4625,1,2.48,2.48,2022-03-22,224.95,0.9,0,2022-03-23,227.9,227.9,6.79,0.4376,-23.69,28.7,53.07,2022-03-23,222.75,-2.26,1,0,96.58,-27.07
TVSHLTD,L120,0,2025-06-03,2024-12-10,11806.5,2025-04-08,8007.4,32.18,120,0.697,0.87,9.673e-05,0.515,0.492,1,1,1.124,0.4181,0.4744,0,7.93,7.27,2025-07-15,12173.0,5.47,30,2025-07-16,12173.0,12173.0,3.1,0.4903,9.28,23.24,21.97,2025-08-08,11288.0,-7.27,18,0,33.88,-9.12
TVSHLTD,L180,0,2025-07-18,2024-11-04,12648.7,2025-04-08,8007.4,36.69,180,0.615,0.76,4.655e-05,0.516,0.411,1,0,1.366,0.3433,0.3256,1,8.76,7.55,2025-09-08,12929.0,6.18,34,2025-09-09,13021.0,13021.0,2.94,0.3992,12.44,8.06,1.32,2025-12-29,13859.0,6.44,75,0,25.16,-3.58
TVSHLTD,L250,0,2022-11-16,2021-11-23,2643.05,2022-05-16,1915.35,27.53,250,0.494,0.729,1.463e-05,0.383,0.492,1,0,0.64,0.4154,0.2872,0,2.05,2.05,2022-11-16,3066.55,0.26,0,2022-11-17,3086.1,3086.1,16.76,0.4792,-17.84,-26.53,81.42,2022-12-23,2702.5,-12.43,27,0,88.75,-35.24
TVSMOTOR,L120,0,2009-04-23,2008-10-22,16.88,2009-01-23,7.53,55.39,120,0.529,0.761,1.302e-04,0.584,0.425,1,0,3.646,0.4673,0.2589,1,3.21,5.58,2009-05-04,17.4,5.33,5,2009-05-05,17.5,17.5,3.67,0.5007,48.46,70.57,181.14,2009-08-12,23.38,33.6,72,0,216.46,-5.03
