symbol,mode,ipo_short_window,base_qualify_date,rim_date,rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,r2_ge_060,r2_ge_080,vol_ratio,obv_gain,obv_slope_norm,obv_filter_pass,tv20_cr_at_q,tv20_cr_at_breakout,breakout_date,breakout_close,breakout_day_move_pct,days_q_to_breakout,fill_a_nextopen_date,fill_a_nextopen,fill_b_buystop,gap_pct_a_vs_rim,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_exit_close,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct
TVSMOTOR,L120,0,2011-09-21,2011-04-04,62.1,2011-07-28,49.15,20.85,120,0.697,0.713,5.163e-05,0.518,0.45,1,0,1.443,0.178,0.1909,1,12.48,12.48,2011-09-21,62.5,-1.5,0,2011-09-22,63.0,63.0,1.45,0.1672,-18.81,-33.65,-32.54,2011-11-23,60.25,-4.37,40,0,11.59,-49.52
TVSMOTOR,L120,0,2013-10-17,2013-05-07,41.35,2013-07-30,29.3,29.14,120,0.563,0.731,9.390e-05,0.522,0.492,1,0,1.679,0.5908,0.5758,1,4.5,4.5,2013-10-17,45.6,3.75,0,2013-10-18,45.25,45.25,9.43,0.4839,67.51,104.75,458.23,2014-07-11,148.8,228.84,181,0,482.43,0.0
TVSMOTOR,L180,1,2005-07-14,2005-01-04,42.92,2005-03-29,33.23,22.58,135,0.433,0.75,3.242e-05,0.543,0.519,1,0,0.778,0.2436,0.1407,0,2.64,3.72,2005-07-19,43.15,1.34,3,2005-07-20,43.67,43.67,1.75,0.4008,4.76,24.91,-8.59,2005-10-28,41.45,-5.08,69,0,113.53,-14.13
TVSMOTOR,L250,1,2005-07-14,2005-01-04,42.92,2005-03-29,33.23,22.58,135,0.433,0.75,3.242e-05,0.543,0.519,1,0,0.778,0.2436,0.1407,0,2.64,3.72,2005-07-19,43.15,1.34,3,2005-07-20,43.67,43.67,1.75,0.4008,4.76,24.91,-8.59,2005-10-28,41.45,-5.08,69,0,113.53,-14.13
TVSMOTOR,VAR,1,2005-07-14,2005-01-04,42.92,2005-03-29,33.23,22.58,134,0.429,0.738,3.218e-05,0.539,0.522,1,0,0.778,0.2436,0.1407,0,2.64,3.72,2005-07-19,43.15,1.34,3,2005-07-20,43.67,43.67,1.75,0.3848,4.76,24.91,-8.59,2005-10-28,41.45,-5.08,69,0,113.53,-14.13
TVSSRICHAK,L120,0,2017-12-27,2017-07-07,3919.7,2017-10-05,2984.95,23.85,120,0.529,0.899,5.344e-05,0.581,0.417,1,1,1.093,0.4035,0.2663,0,2.34,2.48,2017-12-29,3922.65,4.26,2,2018-01-01,3959.0,3959.0,1.0,0.5772,-18.73,-21.06,-37.54,2018-01-24,3549.0,-10.36,18,0,1.49,-42.89
TVSSRICHAK,L180,0,2022-09-13,2022-01-17,2172.55,2022-06-24,1534.3,29.38,180,0.698,0.774,4.426e-05,0.487,0.472,1,0,1.59,0.4454,0.4908,1,2.53,2.53,2022-09-13,2473.85,1.47,0,2022-09-14,2450.0,2450.0,12.77,0.3711,24.42,17.34,20.64,2023-02-07,3123.35,27.48,101,0,50.98,-3.2
TVSSRICHAK,VAR,0,2021-06-28,2021-02-09,2207.05,2021-04-12,1694.9,23.21,94,0.441,0.756,8.182e-05,0.473,0.489,1,0,1.301,0.287,0.269,1,3.16,3.16,2021-07-09,2234.1,5.79,9,2021-07-12,2279.8,2279.8,3.3,0.4188,-3.9,-12.94,-24.7,2021-08-23,2029.15,-10.99,29,0,13.61,-36.35
TVTODAY,L120,0,2021-01-29,2020-09-07,244.15,2020-09-30,193.7,20.66,120,0.303,0.73,5.658e-05,0.46,0.433,1,0,1.05,0.1622,0.1605,0,2.5,2.5,2021-01-29,246.2,-2.01,0,2021-02-01,246.15,246.15,0.82,0.1498,15.8,20.58,58.16,2021-05-31,293.5,19.24,80,0,86.92,-2.5
UBL,L180,0,2012-03-12,2011-06-17,561.6,2011-10-05,354.9,36.81,180,0.419,0.773,3.184e-05,0.559,0.467,1,0,1.096,0.3403,0.3477,0,2.56,2.56,2012-03-13,613.85,13.29,1,2012-03-14,618.5,618.5,10.13,0.4807,-21.57,3.96,12.34,2012-05-16,482.6,-21.97,43,0,65.63,-28.64
UCOBANK,L180,0,2017-05-02,2016-08-05,43.55,2016-11-23,32.65,25.03,180,0.397,0.805,2.494e-05,0.548,0.528,1,1,0.721,0.3043,0.2219,0,4.25,5.36,2017-05-04,43.7,3.8,2,2017-05-05,44.0,44.0,1.03,0.465,-23.07,-25.45,-56.82,2017-05-18,38.0,-13.64,10,0,1.7,-58.52
UCOBANK,L250,0,2009-08-06,2008-09-04,42.35,2009-03-12,22.3,47.34,250,0.602,0.7,3.407e-05,0.466,0.416,1,0,1.491,0.3323,0.3732,1,7.7,7.7,2009-08-06,45.55,0.0,0,2009-08-07,45.0,45.0,6.26,0.2934,15.89,26.89,125.56,2009-10-28,52.25,16.11,54,0,126.44,-8.89
UCOBANK,L250,0,2022-11-03,2021-11-09,14.65,2022-06-20,10.6,27.65,250,0.627,0.728,9.414e-06,0.626,0.48,1,0,0.914,0.4837,0.2221,0,4.31,4.51,2022-11-04,14.95,3.46,1,2022-11-07,15.1,15.1,3.07,0.3608,96.36,93.05,148.01,2023-02-07,27.1,79.47,65,0,220.86,-5.3
UCOBANK,VAR,0,2022-11-03,2021-11-09,14.65,2022-06-20,10.6,27.65,246,0.62,0.702,9.431e-06,0.619,0.488,1,0,0.917,0.4837,0.2221,0,4.31,4.51,2022-11-04,14.95,3.46,1,2022-11-07,15.1,15.1,3.07,0.3432,96.36,93.05,148.01,2023-02-07,27.1,79.47,65,0,220.86,-5.3
UFLEX,L120,0,2025-05-13,2024-12-09,594.75,2025-03-04,446.9,24.86,120,0.63,0.762,6.058e-05,0.537,0.433,1,0,1.365,0.377,0.4003,1,3.35,3.35,2025-05-16,619.95,5.52,3,2025-05-19,615.0,615.0,3.4,0.3401,-4.34,-13.97,-34.38,2025-08-01,582.7,-5.25,55,0,11.48,-46.34
UFLEX,L180,0,2015-08-03,2014-12-05,175.7,2015-03-23,110.2,37.28,180,0.492,0.7,2.799e-05,0.653,0.444,1,0,0.963,0.4379,0.1964,0,7.21,7.21,2015-08-03,186.65,17.35,0,2015-08-04,187.3,187.3,6.6,0.4654,-3.74,-9.13,26.05,2015-08-24,144.75,-22.72,15,0,35.02,-29.26
UGARSUGAR,L180,0,2022-03-03,2021-07-12,37.44,2021-11-29,25.36,32.26,180,0.631,0.705,4.924e-05,0.435,0.467,1,0,2.125,0.3012,0.3015,1,5.27,5.27,2022-03-03,46.82,0.11,0,2022-03-04,46.67,46.67,24.65,0.3659,16.11,19.39,96.74,2022-05-04,65.81,41.01,40,0,146.54,-8.68
UGARSUGAR,VAR,0,2022-11-01,2022-03-25,82.32,2022-06-20,44.15,46.37,150,0.389,0.778,8.523e-05,0.495,0.44,1,0,0.792,0.4721,0.4527,0,3.49,3.58,2022-11-28,89.24,10.38,18,2022-11-29,90.03,90.03,9.37,0.4076,6.4,19.26,-0.11,2023-02-02,88.54,-1.66,47,0,50.49,-15.33
UGROCAP,L180,0,2023-05-08,2022-09-19,201.1,2022-12-23,139.37,30.7,180,0.503,0.716,2.233e-05,0.644,0.533,1,0,1.016,0.198,0.0404,0,7.84,6.69,2023-05-11,208.64,7.06,3,2023-05-12,211.14,211.14,4.99,0.4771,27.36,33.48,23.97,2023-10-03,269.0,27.4,99,0,48.1,-13.69
UGROCAP,L250,0,2023-07-26,2022-09-19,201.1,2022-12-23,139.37,30.7,250,0.418,0.719,2.475e-05,0.43,0.4,1,0,2.743,0.2386,0.2598,1,5.9,5.9,2023-07-26,253.03,0.68,0,2023-07-27,250.82,250.82,24.72,0.3847,9.96,6.86,2.42,2023-10-03,269.0,7.25,46,0,24.67,-16.8
UGROCAP,VAR,0,2023-05-04,2022-09-19,201.1,2022-12-23,139.37,30.7,154,0.431,0.803,3.303e-05,0.596,0.623,1,1,1.127,0.172,0.0192,0,6.4,6.69,2023-05-11,208.64,7.06,5,2023-05-12,211.14,211.14,4.99,0.5555,27.36,33.48,23.97,2023-10-03,269.0,27.4,99,0,48.1,-13.69
UJJIVANSFB,L180,0,2025-05-27,2024-09-03,44.62,2025-03-03,31.38,29.67,180,0.698,0.773,3.778e-05,0.5,0.461,1,0,1.449,0.1533,0.1358,1,59.25,59.25,2025-05-27,45.09,1.53,0,2025-05-28,45.08,45.08,1.03,0.2967,-3.11,17.5,19.5,2025-07-25,43.32,-3.9,43,0,50.84,-8.34
ULTRACEMCO,L120,0,2010-10-01,2010-04-22,1119.45,2010-07-26,829.15,25.93,120,0.597,0.735,6.195e-05,0.518,0.4,1,0,2.106,0.2919,0.3728,1,27.51,24.06,2010-10-13,1121.65,2.83,8,2010-10-14,1125.0,1125.0,0.5,0.34,-12.2,0.78,0.53,2010-12-15,1053.4,-6.36,44,0,6.49,-21.48
ULTRACEMCO,VAR,0,2016-04-13,2015-07-20,3353.85,2016-01-20,2617.65,21.95,182,0.691,0.728,1.912e-05,0.524,0.495,1,0,1.209,0.1038,0.0502,1,108.43,108.43,2016-04-18,3405.65,4.03,1,2016-04-20,3420.0,3420.0,1.97,0.2096,0.43,16.28,16.33,2016-05-06,3099.9,-9.36,13,0,21.43,-10.82
UNICHEMLAB,L180,0,2022-09-23,2022-01-19,310.45,2022-05-19,232.8,25.01,180,0.508,0.716,3.418e-05,0.4,0.417,1,0,0.77,0.2749,0.247,0,6.34,6.34,2022-09-23,390.6,-1.04,0,2022-09-26,390.0,390.0,25.62,0.3551,-21.71,-27.59,3.73,2022-11-14,388.75,-0.32,33,0,19.73,-32.1
UNIONBANK,L120,0,2005-08-11,2005-03-10,123.27,2005-04-29,90.19,26.84,120,0.387,0.721,6.785e-05,0.481,0.408,1,0,0.437,0.3711,0.2756,0,9.79,9.79,2005-08-11,124.24,-0.46,0,2005-08-12,126.13,126.13,2.32,0.2794,-15.87,-9.17,-15.57,2005-08-24,113.41,-10.08,8,0,6.9,-40.57
UNIONBANK,L180,0,2022-10-21,2022-02-02,44.69,2022-05-12,29.16,34.75,180,0.374,0.715,3.492e-05,0.483,0.45,1,0,0.611,0.3336,0.2919,0,22.58,21.55,2022-10-25,46.48,6.19,2,2022-10-27,46.48,46.48,4.01,0.3347,62.31,40.88,99.98,2022-12-22,70.17,50.97,40,0,128.38,-0.95
UNIONBANK,L180,0,2023-08-16,2022-12-14,87.73,2023-03-28,56.1,36.05,180,0.475,0.717,3.661e-05,0.495,0.433,1,0,0.59,0.3066,0.2621,0,132.43,137.82,2023-08-17,87.92,0.72,1,2023-08-18,87.92,87.92,0.22,0.4261,19.26,59.79,37.36,2023-10-23,88.41,0.56,45,0,85.82,-10.61
UNIONBANK,VAR,1,2005-07-26,2005-03-10,123.27,2005-04-29,90.19,26.84,97,0.354,0.703,7.574e-05,0.514,0.505,1,0,0.456,0.3679,0.21,0,7.43,8.36,2005-07-29,126.8,4.75,2,2005-08-01,124.43,124.43,0.94,0.3054,-15.7,-5.98,-20.98,2005-08-24,113.41,-8.86,17,0,8.36,-39.76
UNIONBANK,VAR,0,2023-08-08,2022-12-14,87.73,2023-03-28,56.1,36.05,162,0.447,0.717,4.179e-05,0.485,0.481,1,0,0.714,0.2618,0.2529,0,126.55,137.82,2023-08-17,87.92,0.72,6,2023-08-18,87.92,87.92,0.22,0.4292,19.26,59.79,37.36,2023-10-23,88.41,0.56,45,0,85.82,-10.61
UNITECH,L120,0,2009-06-04,2009-01-05,47.6,2009-03-09,24.8,47.9,120,0.538,0.808,2.048e-04,0.375,0.408,1,1,1.188,0.2492,0.2274,0,548.23,548.23,2009-06-04,97.55,3.01,0,2009-06-05,99.5,99.5,109.03,0.4452,-5.68,-20.3,-28.94,2009-06-18,76.1,-23.52,10,0,17.24,-38.29
UNITECH,VAR,0,2012-12-05,2012-02-21,35.5,2012-08-31,18.4,48.17,196,0.677,0.735,4.324e-05,0.542,0.495,1,0,1.604,0.1799,0.0609,1,117.87,124.23,2012-12-06,35.95,4.51,1,2012-12-07,36.2,36.2,1.97,0.2962,-28.04,-34.53,-56.35,2013-01-24,34.05,-5.94,34,0,12.98,-59.53
UNIVCABLES,L120,0,2025-07-04,2025-01-20,771.45,2025-04-09,411.15,46.7,120,0.513,0.905,1.543e-04,0.486,0.442,1,1,2.106,0.5983,0.6629,1,4.38,4.38,2025-07-04,786.75,1.39,0,2025-07-07,794.45,794.45,2.98,0.7188,-11.03,8.16,42.27,2025-08-08,700.65,-11.81,25,0,75.09,-27.5
UPL,L120,0,2006-10-27,2006-05-10,98.0,2006-07-20,67.4,31.22,120,0.437,0.799,6.562e-05,0.52,0.642,1,0,1.371,0.3382,0.3634,1,2.74,4.29,2006-11-15,98.65,1.44,13,2006-11-16,99.15,99.15,1.17,0.6041,3.13,-6.66,13.57,2007-03-06,91.95,-7.26,74,0,30.96,-13.57
UPL,L120,0,2010-06-17,2010-01-05,117.0,2010-04-20,92.35,21.07,120,0.647,0.701,5.253e-05,0.464,0.425,1,0,2.237,0.4946,0.4085,1,17.72,17.72,2010-06-17,121.2,1.93,0,2010-06-18,122.45,122.45,4.66,0.2865,-3.72,-4.25,-16.29,2010-07-07,111.7,-8.78,14,0,14.74,-34.67
UPL,L120,0,2024-06-20,2024-01-02,570.2,2024-03-13,433.5,23.97,120,0.454,0.82,5.989e-05,0.529,0.492,1,1,1.191,0.2679,0.2466,0,211.44,131.15,2024-08-30,573.95,3.55,49,2024-09-02,577.45,577.45,1.27,0.506,-5.07,12.57,23.07,2024-10-08,553.3,-4.18,26,0,28.32,-16.23
UPL,L180,0,2006-12-04,2006-05-10,98.0,2006-07-20,67.4,31.22,180,0.48,0.713,3.804e-05,0.479,0.428,1,0,1.386,0.4058,0.4074,1,8.48,8.48,2006-12-04,104.4,0.82,0,2006-12-05,105.5,105.5,7.65,0.4316,-10.62,-11.28,3.08,2007-03-06,91.95,-12.84,61,0,23.08,-18.77
UPL,L180,0,2016-05-02,2015-08-05,362.25,2016-01-20,238.8,34.08,180,0.631,0.784,3.312e-05,0.573,0.4,1,0,0.752,0.369,0.1992,0,42.15,42.15,2016-05-02,380.45,10.6,0,2016-05-03,380.5,380.5,5.04,0.3726,-2.84,19.82,35.78,2016-06-21,359.1,-5.62,36,0,45.37,-17.65
UPL,VAR,0,2006-10-27,2006-05-10,98.0,2006-07-20,67.4,31.22,119,0.432,0.788,6.482e-05,0.515,0.647,1,0,1.394,0.3382,0.3634,1,2.74,4.29,2006-11-15,98.65,1.44,13,2006-11-16,99.15,99.15,1.17,0.588,3.13,-6.66,13.57,2007-03-06,91.95,-7.26,74,0,30.96,-13.57
USHAMART,L120,0,2005-08-24,2005-03-21,22.57,2005-06-30,15.06,33.27,120,0.689,0.726,1.233e-04,0.417,0.608,1,0,3.024,0.4894,0.5887,1,8.91,8.91,2005-08-24,28.6,-2.85,0,2005-08-25,28.9,28.9,28.05,0.5141,26.4,16.37,19.2,2005-10-19,34.1,17.99,38,0,72.73,-6.57
USHAMART,VAR,0,2025-09-19,2024-10-15,440.85,2025-04-30,289.25,34.39,233,0.573,0.759,2.271e-05,0.531,0.421,1,0,0.866,0.4224,0.402,0,19.55,19.55,2025-09-23,442.75,2.52,2,2025-09-24,444.0,444.0,0.71,0.431,1.82,-7.17,11.28,2025-11-24,416.9,-6.1,41,0,19.21,-14.41
UTIAMC,L120,0,2023-07-05,2023-01-10,741.97,2023-03-29,555.18,25.17,120,0.462,0.771,5.155e-05,0.54,0.525,1,0,1.187,0.4326,0.2243,0,15.65,15.05,2023-07-14,750.14,2.15,7,2023-07-17,755.59,755.59,1.84,0.524,-2.9,9.2,31.53,2023-08-17,691.16,-8.53,23,0,36.32,-10.36
UTIAMC,VAR,0,2025-07-08,2024-12-11,1349.44,2025-03-11,888.7,34.14,142,0.447,0.78,6.826e-05,0.498,0.437,1,0,1.334,0.3235,0.3185,1,32.75,27.73,2025-07-14,1361.73,0.93,4,2025-07-15,1371.69,1371.69,1.65,0.4849,-6.58,-17.34,-33.0,2025-08-01,1297.0,-5.45,14,0,5.42,-36.24
UTTAMSUGAR,L180,0,2018-10-23,2018-02-12,132.55,2018-07-20,63.85,51.83,180,0.659,0.709,6.710e-05,0.525,0.406,1,0,2.519,0.2976,0.2381,1,3.97,3.97,2018-10-23,140.05,1.67,0,2018-10-24,141.7,141.7,6.9,0.2562,-34.33,-14.4,-24.95,2018-11-20,116.5,-17.78,18,0,13.83,-40.68
UTTAMSUGAR,VAR,0,2022-04-13,2021-06-29,286.6,2021-11-30,154.85,45.97,198,0.528,0.702,3.759e-05,0.483,0.5,1,0,8.15,0.4798,0.4877,1,5.8,5.8,2022-04-18,303.45,11.44,1,2022-04-19,303.2,303.2,5.79,0.553,-8.74,-14.64,-11.03,2022-05-02,256.25,-15.48,10,0,11.2,-36.02
VAISHALI,VAR,0,2023-12-15,2023-02-28,18.35,2023-07-14,11.68,36.35,196,0.467,0.724,2.504e-05,0.542,0.643,1,0,0.783,0.5307,0.3297,0,2.72,3.01,2023-12-18,18.68,6.26,1,2023-12-19,18.78,18.78,2.34,0.5887,-25.72,-21.3,-6.07,2024-02-09,16.19,-13.79,36,0,32.64,-33.49
VAKRANGEE,L120,0,2022-09-22,2022-04-01,37.7,2022-06-22,23.85,36.74,120,0.471,0.723,1.133e-04,0.513,0.417,1,0,0.981,0.5111,0.4214,0,57.48,57.48,2022-09-22,40.25,3.21,0,2022-09-23,40.5,40.5,7.43,0.458,-30.12,-50.62,-58.02,2022-09-28,34.1,-15.8,4,0,0.37,-64.07
VAKRANGEE,L180,0,2021-01-22,2020-06-16,39.7,2020-09-24,24.65,37.91,180,0.536,0.708,6.749e-05,0.355,0.45,1,0,1.594,0.4266,0.5373,1,38.85,38.85,2021-01-22,63.05,2.85,0,2021-01-25,64.0,64.0,61.21,0.4771,-18.28,-44.77,-39.06,2021-01-27,57.8,-9.69,2,0,4.37,-54.45
VAKRANGEE,L250,0,2024-01-31,2023-01-31,26.95,2023-08-08,14.65,45.64,250,0.522,0.769,2.600e-05,0.513,0.632,1,0,3.879,0.4464,0.3002,1,71.13,71.13,2024-01-31,30.15,19.88,0,2024-02-01,31.45,31.45,16.7,0.7012,-15.42,-30.05,-23.88,2024-03-06,23.2,-26.23,26,0,21.46,-41.34
VARDMNPOLY,L120,0,2016-11-03,2016-05-11,4.72,2016-08-16,3.66,22.46,120,0.563,0.715,1.348e-04,0.425,0.567,1,0,0.877,0.4905,0.5104,0,2.29,2.29,2016-11-03,7.41,4.96,0,2016-11-04,7.5,7.5,58.9,0.4513,-19.47,-13.6,-56.53,2016-11-22,6.31,-15.87,12,0,3.47,-63.47
VARROC,L120,0,2025-07-10,2025-01-16,591.38,2025-04-09,400.18,32.33,120,0.479,0.77,9.332e-05,0.468,0.425,1,0,0.815,0.6059,0.6477,0,9.04,5.82,2025-09-05,602.1,7.31,39,2025-09-08,610.0,610.0,3.15,0.5026,6.23,-13.89,43.44,2025-12-26,606.1,-0.64,76,0,46.89,-24.26
VARROC,L180,0,2022-01-12,2021-06-02,435.46,2021-09-14,260.43,40.19,180,0.536,0.709,3.038e-05,0.632,0.472,1,0,2.15,0.5031,0.2851,1,11.05,14.02,2022-01-13,444.65,5.71,1,2022-01-14,439.21,439.21,0.86,0.5257,-11.4,-29.01,-33.88,2022-02-21,365.89,-16.69,26,0,12.24,-36.57
VARROC,L250,0,2023-08-11,2022-09-15,401.87,2023-03-28,240.96,40.04,250,0.631,0.748,2.084e-05,0.518,0.46,1,0,0.992,0.636,0.4182,0,5.09,7.77,2023-08-23,417.59,6.08,7,2023-08-24,418.24,418.24,4.07,0.4121,30.47,23.82,33.8,2024-02-09,531.59,27.1,114,0,71.1,-3.58
VARROC,VAR,0,2023-08-11,2022-09-15,401.87,2023-03-28,240.96,40.04,226,0.591,0.791,2.436e-05,0.481,0.509,1,0,1.043,0.636,0.4182,0,5.09,7.77,2023-08-23,417.59,6.08,7,2023-08-24,418.24,418.24,4.07,0.5461,30.47,23.82,33.8,2024-02-09,531.59,27.1,114,0,71.1,-3.58
VASWANI,L120,0,2024-03-01,2023-09-26,33.95,2023-11-01,23.35,31.22,120,0.311,0.867,1.219e-04,0.381,0.425,1,1,1.473,0.5184,0.2325,1,2.21,2.21,2024-03-01,54.75,-4.7,0,2024-03-04,49.45,49.45,45.66,0.4683,-37.31,5.95,-20.65,2024-03-12,39.95,-19.21,6,0,49.4,-38.52
VEDL,L180,0,2009-06-04,2008-09-01,64.3,2008-11-24,19.75,69.28,180,0.307,0.832,1.158e-04,0.456,0.561,1,1,0.897,0.1993,0.1658,0,82.75,82.75,2009-06-04,68.05,-2.37,0,2009-06-05,66.65,66.65,3.65,0.3394,40.51,144.86,140.59,2009-08-31,91.9,37.88,62,0,242.69,-7.28
VEDL,VAR,1,2005-09-16,2005-03-08,10.5,2005-06-13,3.2,69.52,134,0.504,0.738,1.812e-04,0.512,0.403,1,0,0.617,0.3306,0.2921,0,8.12,8.65,2005-09-19,14.7,43.41,1,2005-09-20,14.0,14.0,33.33,0.3101,8.57,23.21,-7.5,2005-10-11,11.6,-17.14,16,0,102.5,-36.43
VENUSREM-BE,L120,0,2025-12-18,2025-07-17,552.8,2025-09-19,431.3,21.98,120,0.487,0.717,1.086e-04,0.379,0.508,1,0,2.407,0.6336,0.8501,1,5.44,5.44,2025-12-18,747.05,-2.62,0,2025-12-19,743.3,743.3,34.46,0.5253,23.09,138.73,118.35,2026-02-25,685.6,-7.76,47,0,175.03,-16.31
VERANDA,L120,0,2024-07-26,2024-02-01,283.75,2024-06-04,147.35,48.07,120,0.697,0.766,1.584e-04,0.503,0.475,1,0,1.538,0.5887,0.7578,1,7.61,7.27,2024-07-31,284.33,0.47,3,2024-08-01,286.9,286.9,1.11,0.3578,-6.26,-17.7,-19.13,2024-10-07,283.55,-1.17,46,0,25.57,-34.98
VERANDA,L180,0,2024-09-03,2023-12-11,332.7,2024-06-04,147.35,55.71,180,0.654,0.753,8.254e-05,0.518,0.406,1,0,1.031,0.5214,0.5564,0,4.12,4.12,2024-09-04,335.95,2.5,1,2024-09-05,336.0,336.0,0.99,0.2572,-27.99,-31.84,-30.93,2024-10-07,283.55,-15.61,22,0,7.22,-44.48
VERANDA,L250,0,2023-11-21,2022-12-14,293.3,2023-06-15,161.8,44.83,250,0.57,0.747,2.090e-05,0.616,0.668,1,0,0.902,0.3432,0.1526,0,5.35,11.63,2023-12-06,306.5,11.01,10,2023-12-07,309.0,309.0,5.35,0.5113,-32.41,-49.72,-16.74,2024-01-09,269.15,-12.9,23,0,16.59,-56.31
VERANDA,VAR,0,2024-09-03,2023-12-11,332.7,2024-06-04,147.35,55.71,178,0.65,0.754,8.434e-05,0.514,0.41,1,0,1.057,0.5214,0.5564,0,4.12,4.12,2024-09-04,335.95,2.5,1,2024-09-05,336.0,336.0,0.99,0.2675,-27.99,-31.84,-30.93,2024-10-07,283.55,-15.61,22,0,7.22,-44.48
VERTOZ,L250,0,2022-12-13,2022-01-07,72.9,2022-06-20,37.12,49.08,250,0.518,0.713,3.889e-05,0.443,0.484,1,0,0.957,0.6548,0.5665,0,3.88,3.88,2022-12-13,111.43,1.9,0,2022-12-14,110.5,110.5,51.58,0.4485,-0.36,4.43,65.9,2023-02-03,107.25,-2.94,37,0,81.06,-16.35
VGUARD,L180,0,2017-12-19,2017-05-16,216.9,2017-06-30,172.55,20.45,180,0.346,0.703,2.055e-05,0.341,0.472,1,0,1.043,0.1282,0.1475,0,26.9,26.9,2017-12-19,232.9,1.3,0,2017-12-20,232.0,232.0,6.96,0.1852,-2.95,-7.22,0.86,2018-02-02,215.1,-7.28,31,0,9.87,-31.29
VIJAYA,L120,0,2022-09-30,2022-04-28,466.18,2022-06-14,298.08,36.06,120,0.378,0.771,9.763e-05,0.53,0.4,1,0,1.263,0.5564,0.4525,1,9.03,5.94,2022-10-25,477.29,3.82,15,2022-10-27,477.49,477.49,2.43,0.418,-14.13,-22.4,20.63,2023-01-03,411.93,-13.73,48,0,23.97,-27.24
VIKASECO,VAR,0,2024-01-30,2023-09-11,4.6,2023-12-15,3.2,30.43,94,0.688,0.716,1.087e-04,0.47,0.511,1,0,2.507,0.4387,0.2728,1,8.05,9.74,2024-02-07,4.85,8.99,6,2024-02-08,5.3,5.3,15.22,0.394,-29.25,-30.38,-45.28,2024-02-13,4.25,-19.81,4,0,6.6,-46.23
VIKASLIFE,L120,0,2023-08-16,2023-02-20,4.0,2023-05-24,2.75,31.25,120,0.513,0.791,5.329e-05,0.625,0.575,1,0,0.634,0.2614,0.1174,0,2.15,2.15,2023-08-16,4.05,17.39,0,2023-08-17,4.2,4.2,5.0,0.6073,19.05,61.9,17.14,2023-10-23,4.65,10.71,46,0,90.48,-20.24
VIKASLIFE,L180,0,2023-09-06,2022-12-20,4.85,2023-05-24,2.75,43.3,180,0.592,0.813,4.329e-05,0.624,0.544,1,1,0.991,0.2597,0.1659,0,11.43,13.41,2023-09-07,5.05,6.32,1,2023-09-08,5.15,5.15,6.19,0.5306,-1.94,11.65,-11.65,2023-10-23,4.65,-9.71,30,0,55.34,-22.14
VIKASLIFE,L250,0,2023-11-13,2022-12-01,4.95,2023-05-24,2.75,44.44,250,0.526,0.702,3.728e-05,0.507,0.408,1,0,1.607,0.1063,0.1274,1,7.47,7.47,2023-11-13,5.0,0.0,0,2023-11-15,5.05,5.05,2.02,0.3428,34.65,1.98,-14.65,2023-11-15,5.05,0.0,1,0,58.42,-25.74
VIMTALABS,L120,0,2026-06-24,2026-01-05,619.55,2026-03-30,380.7,38.55,120,0.521,0.733,9.047e-05,0.516,0.4,1,0,1.186,0.2716,0.1291,0,14.04,13.68,2026-08-03,620.15,1.86,27,2026-08-04,625.0,625.0,0.88,0.4258,2.16,2.16,2.16,,,2.16,28,1,8.0,-2.55
VIPCLOTHNG,L120,0,2022-09-23,2022-04-13,32.75,2022-06-20,20.9,36.18,120,0.445,0.701,1.009e-04,0.473,0.55,1,0,1.701,0.5703,0.4538,1,2.25,2.25,2022-09-23,36.6,-4.94,0,2022-09-26,35.55,35.55,8.55,0.5484,37.97,11.11,45.71,2022-12-22,46.6,31.08,61,0,62.17,-8.58
VIPIND,L120,0,2017-03-17,2016-10-26,151.15,2016-12-26,114.05,24.55,120,0.529,0.714,7.792e-05,0.451,0.425,1,0,0.794,0.432,0.3675,0,3.99,3.99,2017-03-17,176.1,0.8,0,2017-03-20,177.45,177.45,17.4,0.3674,10.14,28.57,77.37,2017-05-23,183.2,3.24,44,0,122.01,-8.14
VISAKAIND,L120,0,2022-09-14,2022-04-11,128.3,2022-06-20,89.9,29.93,120,0.504,0.79,7.098e-05,0.555,0.433,1,0,1.107,0.4303,0.4849,0,3.06,3.57,2022-09-19,129.25,5.08,3,2022-09-20,130.0,130.0,1.33,0.5277,-29.5,-42.92,-34.04,2022-10-03,110.85,-14.73,10,0,0.15,-50.46
VIYASH,VAR,0,2020-01-24,2019-09-16,87.3,2019-12-11,63.8,26.92,90,0.652,0.745,1.139e-04,0.517,0.433,1,0,1.586,0.4203,0.4241,1,2.63,4.89,2020-01-31,90.7,4.07,5,2020-02-01,90.8,90.8,4.01,0.3304,-15.58,27.37,137.0,2020-02-28,80.7,-11.12,20,0,153.08,-43.06
VLEGOV,L120,1,2024-01-19,2023-08-28,43.85,2023-10-26,29.15,33.52,107,0.462,0.712,2.203e-04,0.41,0.542,1,0,1.28,0.355,0.5171,1,9.36,9.36,2024-01-19,67.35,1.43,0,2024-01-23,69.5,69.5,58.49,0.5058,-3.53,33.4,125.29,2024-01-23,67.5,-2.88,1,0,184.56,-28.06
