symbol,mode,ipo_short_window,left_rim_date,left_rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,r2_ge_060,r2_ge_080,vol_ratio,obv_gain,obv_slope_norm,obv_filter_pass,base_qualify_date,tv20_cr_at_q,trigger_date,trigger_close,trigger_level,trigger_N,vol_multiple,volx_ge_2,volx_ge_5,fired_n40,fired_n60,fired_n100,days_q_to_trigger,trigger_day_move_pct,tv20_cr_at_trigger,entry_date,entry_open,dist_to_left_rim_pct,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_exit_close,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct
BIKAJI,L120,0,2023-01-25,441.0,2023-03-22,343.01,22.22,120,0.496,0.758,4.668e-05,0.543,0.483,1,0,0.785,0.2152,0.1577,0,2023-06-21,11.09,2023-07-19,447.46,429.26,60,15.25,1,1,1,1,1,19,5.24,13.92,2023-07-20,451.8,-1.46,0.4364,8.46,28.71,58.85,2023-10-06,469.35,3.88,54,0,65.13,-1.1
BIKAJI,VAR,1,2023-01-25,441.0,2023-03-22,343.01,22.22,93,0.413,0.703,5.541e-05,0.487,0.624,1,0,1.164,0.2462,0.1128,0,2023-06-13,16.31,2023-07-19,447.46,429.26,60,15.25,1,1,1,1,1,25,5.24,13.92,2023-07-20,451.8,-1.46,0.382,8.46,28.71,58.85,2023-10-06,469.35,3.88,54,0,65.13,-1.1
BIL,L180,0,2012-03-01,58.95,2012-08-30,46.45,21.2,180,0.693,0.762,8.283e-05,0.399,0.439,1,0,6.617,0.458,0.5454,1,2012-11-21,2.05,2013-01-16,191.3,187.35,60,4.06,1,0,1,1,1,38,2.11,0.16,2013-01-17,182.1,-224.51,0.3577,9.2,-6.26,-4.31,2013-06-17,209.0,14.77,103,0,34.54,-40.14
BIOCON,L120,0,2012-02-17,49.6,2012-05-15,35.2,29.03,120,0.613,0.755,4.218e-05,0.693,0.558,1,0,0.628,0.3701,0.3695,0,2012-07-18,3.87,2012-08-31,43.75,42.0,60,8.43,1,1,1,1,1,30,5.68,2.8,2012-09-03,44.05,11.79,0.4575,8.4,7.04,32.92,2012-10-25,43.45,-1.36,36,0,36.21,-4.43
BIOCON,L120,0,2014-09-29,84.8,2015-01-07,67.4,20.52,120,0.563,0.754,2.312e-05,0.697,0.517,1,0,0.802,-0.0118,-0.0213,0,2015-03-25,10.13,2015-03-31,78.2,75.05,60,4.04,1,0,1,1,0,4,7.57,10.57,2015-04-01,78.75,7.78,0.347,-1.97,-7.75,11.56,2015-05-06,70.9,-9.97,22,0,15.24,-16.32
BIOCON,L180,1,2005-01-03,42.65,2005-05-02,32.9,22.86,146,0.559,0.747,2.557e-05,0.62,0.425,1,0,0.534,0.3409,0.3526,0,2005-08-01,2.08,2005-08-31,39.15,38.15,60,5.05,1,1,1,1,1,21,3.98,1.43,2005-09-01,39.4,8.21,0.3484,2.28,1.52,-20.43,2006-01-23,38.7,-1.78,97,0,13.32,-36.68
BIOCON,L180,0,2008-09-08,34.65,2008-11-28,14.75,57.43,180,0.341,0.787,8.512e-05,0.515,0.572,1,0,1.343,0.3716,0.2672,1,2009-06-01,2.01,2009-06-03,33.35,32.25,60,10.59,1,1,1,1,1,2,12.1,4.67,2009-06-04,33.65,3.75,0.4101,21.25,27.79,42.05,2009-11-03,39.4,17.09,103,0,54.09,-8.32
BIOCON,L180,0,2019-04-11,314.8,2019-09-26,216.15,31.34,180,0.698,0.845,3.527e-05,0.56,0.406,1,1,1.434,0.2752,0.2527,1,2019-12-17,100.84,2020-04-08,327.4,318.3,60,3.02,1,0,1,1,1,77,2.86,133.8,2020-04-09,334.0,-4.0,0.3696,19.82,36.38,23.73,2020-08-25,387.4,15.99,95,0,46.03,-3.98
BIOCON,L250,1,2005-01-03,42.65,2005-05-02,32.9,22.86,146,0.559,0.747,2.557e-05,0.62,0.425,1,0,0.534,0.3409,0.3526,0,2005-08-01,2.08,2005-08-31,39.15,38.15,60,5.05,1,1,1,1,1,21,3.98,1.43,2005-09-01,39.4,8.21,0.3484,2.28,1.52,-20.43,2006-01-23,38.7,-1.78,97,0,13.32,-36.68
BIOCON,L250,0,2008-06-16,40.7,2008-11-28,14.75,63.76,250,0.526,0.734,3.740e-05,0.636,0.452,1,0,0.978,0.3716,0.2672,0,2009-06-01,2.01,2009-06-03,33.35,32.25,60,10.59,1,1,1,1,1,2,12.1,4.67,2009-06-04,33.65,18.06,0.3328,21.25,27.79,42.05,2009-11-03,39.4,17.09,103,0,54.09,-8.32
BIOCON,L250,0,2011-10-28,59.35,2012-05-15,35.2,40.69,250,0.643,0.837,1.592e-05,0.696,0.492,1,1,0.866,0.36,0.3828,0,2012-09-20,5.4,2012-11-08,50.1,48.1,60,4.91,1,0,1,1,1,33,4.16,4.19,2012-11-09,50.1,15.59,0.5014,-6.29,-4.79,23.65,2013-01-24,43.85,-12.48,52,0,28.74,-15.97
BIOCON,VAR,1,2005-01-03,42.65,2005-05-02,32.9,22.86,146,0.559,0.747,2.557e-05,0.62,0.425,1,0,0.534,0.3409,0.3526,0,2005-08-01,2.08,2005-08-31,39.15,38.15,60,5.05,1,1,1,1,1,21,3.98,1.43,2005-09-01,39.4,8.21,0.3484,2.28,1.52,-20.43,2006-01-23,38.7,-1.78,97,0,13.32,-36.68
BIOCON,VAR,0,2008-06-16,40.7,2008-11-28,14.75,63.76,231,0.487,0.722,4.627e-05,0.602,0.489,1,0,1.058,0.3716,0.2672,0,2009-06-01,2.01,2009-06-03,33.35,32.25,60,10.59,1,1,1,1,1,2,12.1,4.67,2009-06-04,33.65,18.06,0.3654,21.25,27.79,42.05,2009-11-03,39.4,17.09,103,0,54.09,-8.32
BIOCON,VAR,0,2011-10-28,59.35,2012-05-15,35.2,40.69,212,0.63,0.814,1.896e-05,0.695,0.58,1,1,0.678,0.3791,0.358,0,2012-09-04,2.99,2012-11-08,50.1,48.1,60,4.91,1,0,1,1,1,44,4.16,4.19,2012-11-09,50.1,15.59,0.5626,-6.29,-4.79,23.65,2013-01-24,43.85,-12.48,52,0,28.74,-15.97
BIRLACABLE,L120,0,2023-09-07,423.65,2023-12-06,261.4,38.3,120,0.555,0.703,5.368e-05,0.639,0.717,1,0,0.829,0.2648,0.2419,0,2024-02-21,4.84,2024-07-16,289.89,283.05,60,72.36,1,1,1,1,0,98,2.62,2.33,2024-07-18,286.0,31.57,0.497,-14.41,-27.67,-38.68,2024-09-30,252.75,-11.63,52,0,8.5,-56.17
BIRLACABLE,L120,0,2024-12-17,224.98,2025-03-17,126.75,43.66,120,0.521,0.831,1.065e-04,0.583,0.467,1,1,3.833,0.3857,0.3699,1,2025-06-11,2.1,2025-06-17,208.05,191.56,60,43.39,1,1,1,1,1,4,14.11,1.89,2025-06-18,208.02,7.53,0.6822,-23.15,-35.43,6.88,2025-07-28,166.14,-20.13,29,0,15.85,-50.0
BIRLACABLE,VAR,0,2023-09-07,423.65,2023-12-06,261.4,38.3,103,0.588,0.818,6.273e-05,0.694,0.728,1,1,0.869,0.2575,0.11,0,2024-02-06,2.19,2024-02-07,331.75,304.85,60,39.44,1,1,1,1,0,1,13.3,2.25,2024-02-08,333.75,21.69,0.6003,-23.28,-11.21,-43.43,2024-03-06,265.8,-20.36,21,0,0.07,-49.06
BIRLACABLE-BE,L120,0,2023-09-07,423.65,2023-12-06,261.4,38.3,120,0.555,0.703,5.368e-05,0.639,0.717,1,0,0.829,0.2648,0.2419,0,2024-02-21,4.84,2024-07-16,289.89,283.05,60,72.36,1,1,1,1,0,98,2.62,2.33,2024-07-18,286.0,31.57,0.497,-14.41,-27.67,-38.68,2024-09-30,252.75,-11.63,52,0,8.5,-56.17
BIRLACABLE-BE,L120,0,2024-12-17,224.98,2025-03-17,126.75,43.66,120,0.521,0.831,1.065e-04,0.583,0.467,1,1,3.833,0.3857,0.3699,1,2025-06-11,2.1,2025-06-17,208.05,191.56,60,43.39,1,1,1,1,1,4,14.11,1.89,2025-06-18,208.02,7.53,0.6822,-23.15,-35.43,6.88,2025-07-28,166.14,-20.13,29,0,15.85,-50.0
BIRLACABLE-BE,VAR,0,2023-09-07,423.65,2023-12-06,261.4,38.3,103,0.588,0.818,6.273e-05,0.694,0.728,1,1,0.869,0.2575,0.11,0,2024-02-06,2.19,2024-02-07,331.75,304.85,60,39.44,1,1,1,1,0,1,13.3,2.25,2024-02-08,333.75,21.69,0.6003,-23.28,-11.21,-43.43,2024-03-06,265.8,-20.36,21,0,0.07,-49.06
BIRLACORPN,L120,0,2007-01-22,367.2,2007-03-28,182.6,50.27,120,0.546,0.708,8.724e-05,0.698,0.525,1,0,1.314,0.2992,0.3779,1,2007-06-15,2.94,2007-06-28,270.05,262.65,60,8.21,1,1,1,1,0,9,2.86,3.47,2007-06-29,271.1,26.46,0.4164,18.39,22.0,-36.33,2007-07-27,256.25,-5.48,21,0,42.2,-38.69
BIRLACORPN,L120,0,2022-12-15,1066.2,2023-02-27,852.9,20.01,120,0.504,0.701,4.065e-05,0.533,0.442,1,0,0.84,0.5412,0.5632,0,2023-05-29,12.78,2023-05-30,1092.2,1020.25,60,7.02,1,1,1,1,1,1,7.05,14.35,2023-05-31,1092.2,-2.44,0.3767,4.48,19.54,29.13,2023-08-14,1080.55,-1.07,53,0,64.99,-2.9
BIRLACORPN,L250,0,2022-01-14,1589.35,2022-06-20,833.2,47.58,250,0.514,0.793,1.661e-05,0.698,0.64,1,0,1.17,0.1239,0.0264,0,2022-12-14,10.74,2023-05-04,973.65,934.9,60,5.88,1,1,1,1,0,94,4.72,3.78,2023-05-05,975.0,38.74,0.5698,21.69,23.44,58.58,2023-08-14,1080.55,10.83,71,0,84.82,-0.51
BIRLACORPN,VAR,0,2007-01-22,367.2,2007-03-28,182.6,50.27,90,0.483,0.803,2.181e-04,0.577,0.611,1,1,0.876,0.3775,0.5051,0,2007-06-05,2.77,2007-06-28,270.05,262.65,60,8.21,1,1,1,1,0,17,2.86,3.47,2007-06-29,271.1,26.46,0.6053,18.39,22.0,-36.33,2007-07-27,256.25,-5.48,21,0,42.2,-38.69
BIRLACORPN,VAR,0,2018-08-08,800.75,2019-02-18,445.15,44.41,196,0.656,0.729,2.437e-05,0.692,0.434,1,0,1.821,0.214,0.1544,1,2019-05-30,7.46,2019-11-13,655.9,643.0,60,4.07,1,0,1,1,1,110,2.01,3.88,2019-11-14,663.7,18.09,0.2987,15.58,-42.7,3.68,2019-12-23,596.25,-10.16,28,0,21.59,-43.92
BIRLACORPN,VAR,0,2020-01-31,796.5,2020-05-07,373.65,53.09,91,0.7,0.81,2.361e-04,0.655,0.495,1,1,2.076,0.5894,0.8614,1,2020-06-16,13.22,2020-08-07,653.1,639.75,60,3.7,1,0,1,1,1,38,2.09,9.5,2020-08-10,635.1,18.0,0.421,-0.06,12.02,115.88,2020-08-17,589.5,-7.18,6,0,149.57,-9.43
BLAL,L120,1,2023-04-19,272.65,2023-06-12,146.85,46.14,90,0.416,0.815,1.546e-04,0.585,0.878,1,1,0.843,0.1606,0.0583,0,2023-08-25,3.59,2023-12-18,182.35,179.0,60,3.77,1,0,1,1,0,76,5.44,3.45,2023-12-19,184.0,33.12,0.5337,22.47,61.88,27.03,2024-03-05,263.9,43.42,52,0,105.14,-1.58
BLAL,L180,1,2023-04-19,272.65,2023-06-12,146.85,46.14,90,0.416,0.815,1.546e-04,0.585,0.878,1,1,0.843,0.1606,0.0583,0,2023-08-25,3.59,2023-12-18,182.35,179.0,60,3.77,1,0,1,1,0,76,5.44,3.45,2023-12-19,184.0,33.12,0.5337,22.47,61.88,27.03,2024-03-05,263.9,43.42,52,0,105.14,-1.58
BLAL,L250,1,2023-04-19,272.65,2023-06-12,146.85,46.14,90,0.416,0.815,1.546e-04,0.585,0.878,1,1,0.843,0.1606,0.0583,0,2023-08-25,3.59,2023-12-18,182.35,179.0,60,3.77,1,0,1,1,0,76,5.44,3.45,2023-12-19,184.0,33.12,0.5337,22.47,61.88,27.03,2024-03-05,263.9,43.42,52,0,105.14,-1.58
BLAL,VAR,1,2023-04-19,272.65,2023-06-12,146.85,46.14,90,0.416,0.815,1.546e-04,0.585,0.878,1,1,0.843,0.1606,0.0583,0,2023-08-25,3.59,2023-12-18,182.35,179.0,60,3.77,1,0,1,1,0,76,5.44,3.45,2023-12-19,184.0,33.12,0.5337,22.47,61.88,27.03,2024-03-05,263.9,43.42,52,0,105.14,-1.58
BLISSGVS,L120,0,2020-01-16,144.91,2020-05-18,90.43,37.6,120,0.681,0.856,7.647e-05,0.698,0.725,1,1,1.138,0.3529,0.2687,0,2020-07-10,2.19,2020-07-13,103.51,103.17,60,4.43,1,0,1,1,0,1,1.09,2.19,2020-07-14,103.85,28.57,0.5832,63.51,89.79,8.07,2021-02-15,172.87,66.46,151,0,107.49,-13.95
BLISSGVS,L120,0,2021-01-15,196.52,2021-04-19,90.04,54.18,120,0.513,0.811,1.161e-04,0.699,0.667,1,1,0.861,0.3342,0.244,0,2021-07-12,3.17,2021-12-27,110.92,110.63,60,50.8,1,1,1,1,0,114,15.98,1.22,2021-12-28,110.92,43.56,0.5873,-37.0,-35.19,-35.64,2022-02-07,92.31,-16.78,29,0,5.08,-41.63
BLISSGVS,L120,0,2025-01-03,177.88,2025-05-09,111.48,37.33,120,0.697,0.884,9.525e-05,0.562,0.558,1,1,1.031,0.4728,0.4711,0,2025-06-30,6.75,2025-07-30,183.17,162.45,60,59.47,1,1,1,1,1,22,17.78,5.32,2025-07-31,183.17,-2.97,0.6004,-17.0,-11.54,51.58,2025-09-19,150.53,-17.82,35,0,59.96,-35.58
BLISSGVS,L180,0,2019-12-11,151.27,2020-05-18,90.43,40.22,180,0.654,0.737,3.680e-05,0.689,0.572,1,0,2.286,0.252,0.2001,1,2020-08-13,6.91,2020-08-21,136.36,129.36,60,3.37,1,0,1,1,1,6,5.77,9.42,2020-08-24,136.45,9.86,0.4832,20.91,30.55,-28.19,2021-02-15,172.87,26.69,122,0,57.92,-34.51
BLISSGVS,L180,0,2021-01-13,201.25,2021-04-19,90.04,55.26,180,0.425,0.791,5.185e-05,0.696,0.7,1,0,0.669,0.31,0.2523,0,2021-09-16,3.37,2021-12-27,110.92,110.63,60,50.8,1,1,1,1,0,69,15.98,1.22,2021-12-28,110.92,44.88,0.4892,-37.0,-35.19,-35.64,2022-02-07,92.31,-16.78,29,0,5.08,-41.63
BLISSGVS,L250,0,2019-12-11,151.27,2020-05-18,90.43,40.22,250,0.53,0.702,3.705e-05,0.492,0.412,1,0,2.792,0.2792,0.3614,1,2020-10-30,7.17,2020-12-30,200.27,184.19,60,5.22,1,1,1,1,1,41,8.73,11.2,2020-12-31,199.69,-32.39,0.4617,-50.34,-46.61,-49.14,2021-02-15,172.87,-13.43,32,0,7.42,-55.25
BLISSGVS,L250,0,2022-09-08,87.76,2023-01-17,69.47,20.84,250,0.394,0.705,1.317e-05,0.401,0.588,1,0,1.824,0.423,0.3072,1,2023-08-29,2.49,2023-11-03,99.54,98.35,60,23.01,1,1,1,1,0,45,3.83,1.31,2023-11-06,100.98,-13.42,0.425,18.97,11.01,19.57,2023-12-20,116.12,14.99,31,0,47.03,-9.44
BLISSGVS,VAR,0,2019-12-11,151.27,2020-05-18,90.43,40.22,162,0.652,0.828,4.617e-05,0.698,0.636,1,1,1.791,0.2848,0.1731,1,2020-08-05,5.94,2020-08-21,136.36,129.36,60,3.37,1,0,1,1,1,12,5.77,9.42,2020-08-24,136.45,9.86,0.5819,20.91,30.55,-28.19,2021-02-15,172.87,26.69,122,0,57.92,-34.51
BLISSGVS,VAR,0,2021-01-13,201.25,2021-04-19,90.04,55.26,125,0.508,0.817,1.084e-04,0.7,0.672,1,1,0.797,0.3165,0.2478,0,2021-07-15,2.56,2021-12-27,110.92,110.63,60,50.8,1,1,1,1,0,111,15.98,1.22,2021-12-28,110.92,44.88,0.5885,-37.0,-35.19,-35.64,2022-02-07,92.31,-16.78,29,0,5.08,-41.63
BLISSGVS,VAR,0,2025-01-03,177.88,2025-05-09,111.48,37.33,120,0.697,0.884,9.525e-05,0.562,0.558,1,1,1.031,0.4728,0.4711,0,2025-06-30,6.75,2025-07-30,183.17,162.45,60,59.47,1,1,1,1,1,22,17.78,5.32,2025-07-31,183.17,-2.97,0.6004,-17.0,-11.54,51.58,2025-09-19,150.53,-17.82,35,0,59.96,-35.58
BLISSGVS-BE,L120,0,2020-01-16,149.1,2020-05-18,93.05,37.59,120,0.681,0.853,7.575e-05,0.699,0.725,1,1,1.169,0.3528,0.2686,0,2020-07-10,2.26,2020-07-13,106.5,106.15,60,4.43,1,0,1,1,0,1,1.09,2.26,2020-07-14,106.85,28.57,0.5816,62.99,89.19,7.72,2021-02-15,177.3,65.93,151,0,106.83,-14.23
BLISSGVS-BE,L120,0,2021-01-15,201.55,2021-04-19,92.35,54.18,120,0.513,0.811,1.161e-04,0.699,0.667,1,1,0.861,0.3342,0.244,0,2021-07-12,3.25,2021-12-27,113.25,112.95,60,50.8,1,1,1,1,0,114,15.98,1.25,2021-12-28,113.25,43.81,0.5873,-37.0,-35.63,-36.07,2022-02-07,94.25,-16.78,29,0,5.08,-41.63
BLISSGVS-BE,L120,0,2025-01-07,177.54,2025-05-09,111.84,37.01,120,0.697,0.879,9.432e-05,0.558,0.55,1,1,1.06,0.4728,0.4711,0,2025-06-30,6.77,2025-07-30,183.17,162.97,60,59.47,1,1,1,1,1,22,17.78,5.33,2025-07-31,183.17,-3.17,0.5873,-17.0,-11.54,171.33,2025-09-19,150.53,-17.82,35,0,201.91,-35.58
BLISSGVS-BE,L180,0,2019-12-11,155.65,2020-05-18,93.05,40.22,180,0.654,0.743,3.711e-05,0.688,0.572,1,0,2.286,0.252,0.2001,1,2020-08-13,7.11,2020-08-21,140.3,133.1,60,3.37,1,0,1,1,1,6,5.77,9.7,2020-08-24,140.4,9.86,0.4903,20.51,30.13,-28.42,2021-02-15,177.3,26.28,122,0,57.41,-34.72
BLISSGVS-BE,L180,0,2021-01-13,206.4,2021-04-19,92.35,55.26,180,0.425,0.791,5.176e-05,0.696,0.7,1,0,0.669,0.31,0.2523,0,2021-09-16,3.45,2021-12-27,113.25,112.95,60,50.8,1,1,1,1,0,69,15.98,1.25,2021-12-28,113.25,45.13,0.4891,-37.0,-35.63,-36.07,2022-02-07,94.25,-16.78,29,0,5.08,-41.63
BLISSGVS-BE,L250,0,2019-12-11,155.65,2020-05-18,93.05,40.22,250,0.53,0.703,3.698e-05,0.492,0.412,1,0,2.846,0.2792,0.3615,1,2020-10-30,7.35,2020-12-30,205.4,188.9,60,5.22,1,1,1,1,1,41,8.73,11.48,2020-12-31,204.8,-31.96,0.4654,-50.34,-46.61,-49.37,2021-02-15,177.3,-13.43,32,0,7.42,-55.25
BLISSGVS-BE,L250,0,2022-09-08,89.0,2023-01-17,70.45,20.84,250,0.394,0.701,1.291e-05,0.401,0.588,1,0,1.824,0.423,0.3072,1,2023-08-29,2.51,2023-11-03,100.3,99.1,60,23.01,1,1,1,1,0,45,3.83,1.32,2023-11-06,101.75,-12.7,0.4211,10.37,21.47,21.37,2023-12-20,117.0,14.99,32,0,47.03,-9.43
BLISSGVS-BE,VAR,0,2019-12-11,155.65,2020-05-18,93.05,40.22,164,0.65,0.821,4.615e-05,0.69,0.628,1,1,1.842,0.3169,0.1828,1,2020-08-06,6.12,2020-08-21,140.3,133.1,60,3.37,1,0,1,1,1,11,5.77,9.7,2020-08-24,140.4,9.86,0.5847,20.51,30.13,-28.42,2021-02-15,177.3,26.28,122,0,57.41,-34.72
BLISSGVS-BE,VAR,0,2021-01-13,206.4,2021-04-19,92.35,55.26,125,0.508,0.817,1.084e-04,0.7,0.672,1,1,0.797,0.3165,0.2478,0,2021-07-15,2.63,2021-12-27,113.25,112.95,60,50.8,1,1,1,1,0,111,15.98,1.25,2021-12-28,113.25,45.13,0.5885,-37.0,-35.63,-36.07,2022-02-07,94.25,-16.78,29,0,5.08,-41.63
BLISSGVS-BE,VAR,0,2025-01-03,178.45,2025-05-09,111.84,37.33,121,0.7,0.885,9.391e-05,0.562,0.562,1,1,1.047,0.4728,0.4711,0,2025-06-30,6.77,2025-07-30,183.17,162.97,60,59.47,1,1,1,1,1,22,17.78,5.33,2025-07-31,183.17,-2.64,0.6023,-17.0,-11.54,171.33,2025-09-19,150.53,-17.82,35,0,201.91,-35.58
BLKASHYAP,L120,0,2015-07-07,13.7,2015-08-25,8.85,35.4,120,0.336,0.717,1.849e-04,0.42,0.417,1,0,1.43,0.5942,0.5907,1,2015-12-22,3.5,2016-05-10,20.15,17.55,60,10.52,1,1,1,1,0,92,19.94,0.14,2016-05-11,19.8,-47.08,0.3293,-0.25,27.02,63.64,2016-11-11,21.1,6.57,126,0,73.23,-21.21
BLKASHYAP,L250,0,2024-08-28,116.89,2025-03-17,46.35,60.35,250,0.651,0.783,2.462e-05,0.696,0.424,1,0,0.605,0.2123,0.177,0,2025-07-23,2.15,2025-07-30,75.54,73.98,60,5.57,1,1,1,1,1,5,4.57,2.8,2025-07-31,76.45,35.38,0.2248,-21.9,-39.18,-29.95,2025-09-22,65.13,-14.81,36,0,4.66,-47.26
BLKASHYAP,VAR,0,2024-08-28,116.89,2025-03-17,46.35,60.35,200,0.693,0.747,3.480e-05,0.698,0.42,1,0,0.782,0.2726,0.2583,0,2025-06-17,2.29,2025-07-30,75.54,73.98,60,5.57,1,1,1,1,1,31,4.57,2.8,2025-07-31,76.45,35.38,0.1475,-21.9,-39.18,-29.95,2025-09-22,65.13,-14.81,36,0,4.66,-47.26
BLS,L120,0,2020-02-26,17.0,2020-05-18,6.68,60.71,120,0.445,0.882,2.570e-04,0.362,0.45,1,1,1.81,0.6398,0.5386,1,2020-08-19,2.22,2021-01-05,23.11,23.05,60,4.45,1,0,1,1,0,96,5.82,0.64,2021-01-06,23.34,-35.94,0.5569,-1.11,34.1,118.25,2021-03-25,23.36,0.09,55,0,223.99,-13.07
BLS,L180,0,2021-09-17,74.6,2021-12-06,45.78,38.63,180,0.374,0.721,5.128e-05,0.406,0.483,1,0,1.17,0.4426,0.4888,0,2022-05-19,21.15,2022-06-14,100.56,96.4,60,3.89,1,0,1,1,1,18,7.8,24.91,2022-06-15,102.96,-34.8,0.4089,20.77,72.68,91.26,2022-12-23,155.41,50.94,132,0,99.63,-9.02
BLS,VAR,0,2018-01-09,66.46,2018-03-28,27.56,58.53,90,0.596,0.908,2.209e-04,0.656,0.578,1,1,0.549,0.3593,0.3155,0,2018-05-22,2.53,2018-05-28,46.31,41.73,60,4.46,1,0,1,1,0,4,12.21,2.76,2018-05-29,46.31,30.32,0.5973,-13.58,-35.18,-36.51,2018-06-18,37.94,-18.07,15,0,3.58,-53.38
BLS,VAR,0,2021-09-17,74.6,2021-12-06,45.78,38.63,90,0.596,0.755,8.730e-05,0.692,0.678,1,0,0.586,0.4483,0.4687,0,2022-01-25,2.55,2022-01-31,59.04,57.0,60,6.44,1,1,1,1,0,3,3.58,3.23,2022-02-01,58.66,20.86,0.553,51.5,113.06,203.68,2022-02-21,52.76,-10.06,15,0,250.39,-15.5
BLUEDART,L120,0,2007-01-17,535.26,2007-04-04,423.9,20.8,120,0.496,0.717,1.098e-04,0.462,0.4,1,0,0.944,0.461,0.384,0,2007-07-02,2.12,2007-12-05,635.52,624.13,60,3.3,1,0,1,1,0,110,1.9,0.1,2007-12-06,655.76,-18.73,0.3588,-8.72,0.27,-34.32,2008-01-22,606.4,-7.53,32,0,24.18,-41.34
BLUEDART,L120,0,2023-01-04,7863.05,2023-05-08,5702.3,27.48,120,0.697,0.847,5.891e-05,0.557,0.683,1,1,0.573,0.7225,0.6851,0,2023-06-27,8.64,2023-11-30,7099.85,6990.65,60,4.13,1,0,1,1,0,106,1.56,5.17,2023-12-01,7100.0,9.71,0.5187,-12.96,2.76,5.02,2024-01-17,7011.9,-1.24,33,0,33.64,-22.72
BLUEDART,L120,0,2024-12-13,7829.35,2025-03-12,5648.7,27.85,120,0.689,0.789,4.073e-05,0.692,0.408,1,0,1.386,0.5921,0.5461,1,2025-05-12,6.66,2025-10-29,6572.0,5994.0,60,229.26,1,1,1,1,0,118,18.68,8.5,2025-10-30,6598.0,16.06,0.3357,-18.77,-17.83,-26.19,2025-11-24,5730.5,-13.15,17,0,6.64,-29.85
BLUEDART,L180,0,2020-02-19,3014.2,2020-08-17,1885.6,37.44,180,0.698,0.844,6.315e-05,0.45,0.639,1,1,4.067,0.6262,0.5726,1,2020-11-02,8.77,2020-11-03,3898.15,3859.9,60,3.13,1,0,1,1,1,1,0.99,9.53,2020-11-04,3815.0,-29.33,0.6736,4.16,37.47,85.49,2021-06-18,5588.85,46.5,154,0,87.39,-3.54
BLUEDART,L180,0,2024-10-09,8645.0,2025-03-12,5648.7,34.66,180,0.659,0.826,2.322e-05,0.699,0.489,1,1,1.021,0.3885,0.2907,0,2025-06-13,6.42,2025-10-29,6572.0,5994.0,60,229.26,1,1,1,1,0,94,18.68,8.5,2025-10-30,6598.0,23.98,0.4778,-18.77,-17.83,-26.19,2025-11-24,5730.5,-13.15,17,0,6.64,-29.85
BLUEDART,L250,0,2020-02-19,3014.2,2020-08-17,1885.6,37.44,250,0.675,0.708,3.338e-05,0.41,0.54,1,0,3.893,0.5716,0.6302,1,2020-12-10,6.54,2021-02-09,4523.65,4389.95,60,3.14,1,0,1,1,1,41,3.05,15.89,2021-02-10,4515.0,-50.08,0.5008,20.14,22.69,45.31,2021-06-18,5588.85,23.78,87,0,66.11,-2.55
BLUEDART,L250,0,2022-10-04,9369.45,2023-05-08,5702.3,39.14,250,0.699,0.761,1.451e-05,0.678,0.464,1,0,0.576,0.1888,0.281,0,2023-08-23,16.72,2023-11-30,7099.85,6990.65,60,4.13,1,0,1,1,0,67,1.56,5.17,2023-12-01,7100.0,24.22,0.3056,-12.96,2.76,5.02,2024-01-17,7011.9,-1.24,33,0,33.64,-22.72
BLUEDART,VAR,0,2020-02-19,3014.2,2020-05-27,1959.45,34.99,103,0.608,0.738,7.010e-05,0.687,0.845,1,0,1.763,0.2902,0.0177,1,2020-07-22,2.45,2020-09-07,2638.4,2289.0,60,10.4,1,1,1,1,1,33,15.26,7.61,2020-09-08,2650.0,12.47,0.5185,47.17,77.2,140.77,2021-06-18,5588.85,110.9,194,0,145.09,-9.38
BLUEDART,VAR,0,2022-10-04,9369.45,2023-05-08,5702.3,39.14,207,0.699,0.748,2.384e-05,0.607,0.498,1,0,0.57,0.2828,0.5496,0,2023-08-03,7.65,2023-11-30,7099.85,6990.65,60,4.13,1,0,1,1,0,80,1.56,5.17,2023-12-01,7100.0,24.22,0.3365,-12.96,2.76,5.02,2024-01-17,7011.9,-1.24,33,0,33.64,-22.72
BLUEDART,VAR,0,2023-12-19,7555.3,2024-03-19,5500.95,27.19,92,0.692,0.857,7.281e-05,0.685,0.467,1,1,3.261,0.4752,0.1853,1,2024-05-03,16.31,2024-05-06,7297.9,6821.5,60,15.06,1,1,1,1,0,1,6.98,16.31,2024-05-07,7202.45,3.41,0.5351,13.51,7.18,-6.95,2024-07-22,7830.85,8.72,53,0,31.74,-25.51
BLUEDART,VAR,0,2024-09-17,9253.65,2025-03-12,5648.7,38.96,198,0.619,0.82,1.934e-05,0.7,0.576,1,1,0.933,0.5993,0.1993,0,2025-07-03,4.22,2025-10-29,6572.0,5994.0,60,229.26,1,1,1,1,0,80,18.68,8.5,2025-10-30,6598.0,28.98,0.6127,-18.77,-17.83,-26.19,2025-11-24,5730.5,-13.15,17,0,6.64,-29.85
