Index,symbol,mode,ipo_short_window,left_rim_date,left_rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,r2_ge_060,r2_ge_080,vol_ratio,obv_gain,obv_slope_norm,obv_filter_pass,base_qualify_date,tv20_cr_at_q,trigger_date,trigger_close,trigger_level,trigger_N,vol_multiple,volx_ge_2,volx_ge_5,fired_n40,fired_n60,fired_n100,days_q_to_trigger,trigger_day_move_pct,tv20_cr_at_trigger,entry_date,entry_open,dist_to_left_rim_pct,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_exit_close,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct,ath_prev,dist_to_ath_pct,hist_bars,split_cut
310,APOLLOTYRE,VAR,0,2016-10-05,229.45,2017-02-15,174.2,24.08,131,0.692,0.704,4.506e-05,0.51,0.542,1,0,1.39,0.4732,0.5101,1,2017-04-18,93.82,2017-08-02,277.75,266.95,60,3.08,1,0,1,1,1,74,4.05,75.52,2017-08-03,278.5,-21.05,0.3139,-12.15,-6.27,2.93,2017-08-29,249.15,-10.54,17.0,0,10.32,-18.08,266.95,4.05,3106,False
306,APOLLOTYRE,L250,0,2008-08-26,40.25,2009-02-26,15.05,62.61,250,0.586,0.705,5.169e-05,0.526,0.44,1,0,3.666,0.207,0.1505,1,2009-07-31,12.39,2009-09-10,44.65,43.45,60,6.31,1,1,1,1,1,29,4.08,7.98,2009-09-11,45.1,-10.93,0.2941,9.76,42.57,90.91,2009-10-29,45.65,1.22,30.0,0,97.34,-5.99,61.2,-27.04,1160,False
313,APTECHT-BE,L120,0,2022-04-08,253.06,2022-06-20,136.89,45.91,120,0.538,0.8,8.401e-05,0.699,0.592,1,1,0.928,0.3791,0.3676,0,2022-09-08,3.77,2022-10-10,198.45,185.4,60,5.65,1,1,1,1,1,21,7.04,4.78,2022-10-11,198.79,21.58,0.6081,24.64,28.19,36.74,2022-12-23,204.84,3.04,52.0,0,104.1,-2.41,297.01,-33.18,4388,False
319,APTECHT-BE,VAR,0,2010-10-06,120.0,2011-02-09,58.97,50.86,205,0.426,0.819,2.975e-05,0.693,0.571,1,1,1.076,0.3601,0.1894,0,2011-07-28,14.59,2011-07-29,95.0,92.46,60,6.34,1,1,1,1,1,1,3.88,19.61,2011-08-01,96.01,20.83,0.5573,-12.34,-36.78,-48.47,2011-09-23,78.79,-17.94,37.0,0,3.16,-54.07,296.91,-68.0,1628,False
315,APTECHT-BE,L180,0,2014-11-18,57.43,2015-03-27,35.75,37.75,180,0.52,0.733,2.352e-05,0.689,0.45,1,0,0.535,0.5302,0.3316,0,2015-07-31,2.77,2015-12-28,47.45,46.88,60,11.17,1,1,1,1,0,99,6.22,1.4,2015-12-29,47.45,17.38,0.5106,-14.14,5.77,149.67,2016-01-18,39.68,-16.38,15.0,0,228.64,-26.89,296.91,-84.02,2711,False
320,APTECHT-BE,VAR,0,2022-01-04,297.01,2022-06-20,136.89,53.91,202,0.562,0.728,3.12e-05,0.699,0.5,1,0,1.039,0.4575,0.36,0,2022-10-27,5.74,2022-11-07,246.24,233.15,60,3.69,1,0,1,1,1,7,6.54,6.38,2022-11-09,244.42,17.09,0.3993,-3.63,19.95,-3.18,2022-12-23,204.84,-16.19,33.0,0,66.0,-17.43,297.01,-17.09,4407,False
317,APTECHT-BE,L180,0,2022-04-08,253.06,2022-06-20,136.89,45.91,180,0.413,0.704,5.871e-05,0.536,0.483,1,0,1.04,0.4207,0.4384,0,2022-11-22,5.64,2023-01-04,247.78,246.24,60,4.18,1,0,1,1,1,31,4.09,4.35,2023-01-05,248.26,2.09,0.3739,2.65,38.89,6.09,2023-02-27,220.81,-11.06,37.0,0,63.43,-14.4,297.01,-16.58,4448,False
311,APTECHT-BE,L120,0,2012-12-12,50.09,2013-03-20,28.12,43.86,120,0.639,0.744,8.302e-05,0.684,0.45,1,0,0.722,0.6151,0.6596,0,2013-05-27,3.71,2013-07-11,44.43,43.42,60,3.7,1,0,1,1,1,33,2.99,1.23,2013-07-12,44.82,11.3,0.3682,0.62,28.89,41.74,2013-08-21,40.31,-10.06,27.0,0,72.36,-16.6,296.91,-85.04,2109,False
312,APTECHT-BE,L120,0,2016-01-08,51.48,2016-02-29,36.47,29.16,120,0.378,0.705,6.24e-05,0.459,0.425,1,0,0.788,0.4579,0.3389,0,2016-06-20,2.54,2016-08-05,59.07,54.51,60,12.37,1,1,1,1,1,33,13.57,1.97,2016-08-08,60.27,-14.74,0.2971,126.58,113.44,132.22,2016-11-04,124.42,106.44,59.0,0,185.17,-6.14,296.91,-80.11,2862,False
316,APTECHT-BE,L180,0,2020-01-23,125.28,2020-03-25,46.73,62.7,180,0.391,0.701,6.753e-05,0.597,0.456,1,0,1.026,0.4306,0.3759,0,2020-09-02,6.09,2020-12-10,92.32,88.67,60,8.64,1,1,1,1,0,69,4.74,3.95,2020-12-11,92.99,26.31,0.2255,61.97,92.93,176.88,2021-03-25,131.76,41.69,72.0,0,202.84,-4.54,296.91,-68.91,3935,False
325,APTUS,VAR,0,2022-09-07,343.48,2023-03-03,226.76,33.98,249,0.496,0.717,9.617e-06,0.699,0.55,1,0,2.776,0.1075,0.0059,1,2023-09-06,13.89,2023-09-27,282.6,275.84,60,5.18,1,1,1,1,1,14,4.78,12.37,2023-09-28,283.96,17.72,0.581,10.91,5.74,30.6,2024-02-28,320.29,12.79,102.0,0,33.42,-5.35,371.97,-24.03,520,False
321,APTUS,L120,0,2022-12-29,300.56,2023-03-03,226.76,24.55,120,0.513,0.779,3.73e-05,0.694,0.45,1,0,2.396,0.3709,0.2022,1,2023-06-01,5.21,2023-07-14,275.84,269.31,60,5.02,1,1,1,1,1,30,8.71,21.14,2023-07-17,274.58,8.22,0.5405,4.26,14.59,14.53,2024-02-28,320.29,16.65,153.0,0,37.98,-9.54,371.97,-25.84,469,False
322,APTUS,L120,0,2024-10-14,381.63,2025-01-13,267.06,30.02,120,0.588,0.765,3.663e-05,0.693,0.492,1,0,0.565,0.1839,0.018,0,2025-03-25,10.65,2025-04-21,329.4,323.39,60,4.95,1,0,1,1,1,15,3.4,12.2,2025-04-22,330.19,13.69,0.4081,4.03,-4.26,-22.21,2025-06-03,304.92,-7.65,30.0,0,9.49,-41.54,381.63,-13.69,900,False
328,ARIES,VAR,0,2024-12-13,385.85,2025-03-03,227.52,41.03,143,0.387,0.766,5.96e-05,0.437,0.517,1,0,2.351,0.2891,0.2995,1,2025-07-10,2.09,2025-07-15,373.9,367.15,60,3.91,1,0,1,1,1,3,9.14,2.45,2025-07-16,372.0,3.1,0.5187,7.42,-10.04,-8.6,2025-09-30,371.35,-0.17,53.0,0,23.63,-23.29,385.85,-3.1,4320,False
327,ARIES,L180,0,2024-12-13,385.85,2025-03-03,227.52,41.03,180,0.43,0.721,4.588e-05,0.461,0.417,1,0,1.433,0.3043,0.2727,1,2025-07-31,3.21,2025-08-18,411.7,402.7,60,3.93,1,0,1,1,1,11,5.13,3.53,2025-08-19,411.0,-6.7,0.3809,-8.09,-19.73,10.15,2025-09-30,371.35,-9.65,30.0,0,11.9,-30.57,402.7,2.23,4343,False
330,ARIHANTCAP,L180,0,2022-11-18,68.11,2023-03-28,33.56,50.73,180,0.503,0.834,5.308e-05,0.663,0.556,1,1,0.525,0.3339,0.127,0,2023-08-08,2.24,2023-09-05,60.54,58.41,60,19.18,1,1,1,1,1,19,11.49,0.73,2023-09-06,60.79,11.11,0.6253,12.55,7.67,91.43,2023-10-16,65.94,8.47,27.0,0,101.94,-19.81,92.65,-34.66,553,False
331,ARIHANTCAP,L180,0,2024-11-06,115.92,2025-03-04,59.23,48.9,180,0.508,0.761,3.666e-05,0.69,0.461,1,0,0.777,0.2562,0.19,0,2025-07-15,2.55,2025-07-22,101.89,91.75,60,29.89,1,1,1,1,1,5,16.99,2.55,2025-07-23,104.01,12.1,0.4483,-4.11,-15.11,-26.35,2025-10-15,99.78,-4.07,58.0,0,15.37,-45.23,118.91,-14.31,1013,False
333,ARIHANTCAP,VAR,0,2022-09-14,82.86,2023-03-28,33.56,59.5,250,0.538,0.768,3.426e-05,0.631,0.496,1,0,0.702,0.4592,0.3105,0,2023-09-14,2.72,2023-09-15,71.39,65.8,60,5.13,1,1,1,1,1,1,8.5,3.05,2023-09-18,70.3,13.84,0.4337,2.12,-24.38,53.73,2023-10-16,65.94,-6.2,19.0,0,74.62,-30.65,92.65,-22.95,561,False
329,ARIHANTCAP,L120,0,2025-01-07,101.72,2025-03-04,59.23,41.77,120,0.345,0.767,8.302e-05,0.589,0.542,1,0,0.946,0.3136,0.1404,0,2025-07-01,2.01,2025-07-02,91.75,87.67,60,5.05,1,1,1,1,0,1,4.65,2.11,2025-07-03,91.75,9.8,0.4302,20.44,0.76,-18.67,2025-10-15,99.78,8.75,72.0,0,30.79,-37.91,118.91,-22.84,999,False
335,ARIHANTSUP,L120,0,2023-04-10,219.12,2023-08-08,164.02,25.15,120,0.697,0.8,4.754e-05,0.641,0.633,1,1,0.931,0.1873,0.2643,0,2023-09-29,2.15,2023-10-16,199.91,187.14,60,5.75,1,1,1,1,1,10,9.64,1.97,2023-10-17,206.41,8.77,0.3862,62.46,69.53,74.93,2023-10-23,172.16,-16.59,5.0,0,109.96,-23.73,249.42,-19.85,1618,False
336,ARIS,L120,0,2025-11-06,169.49,2026-02-06,84.18,50.33,120,0.588,0.811,7.418e-05,0.695,0.4,1,1,2.122,0.3225,0.2012,1,2026-04-23,9.44,2026-04-29,137.62,128.69,60,5.81,1,1,1,1,0,4,7.15,10.27,2026-04-30,137.0,18.8,0.4385,-8.92,-7.59,-7.59,2026-05-18,126.37,-7.76,12.0,0,16.06,-23.21,177.15,-22.31,208,False
338,ARKADE,L180,0,2025-10-31,174.38,2026-03-30,94.83,45.62,180,0.637,0.871,3.438e-05,0.697,0.489,1,1,0.728,0.4262,0.2259,0,2026-07-07,2.83,2026-07-10,132.56,131.94,60,3.35,1,0,1,1,1,3,0.47,4.41,2026-07-13,133.1,23.98,0.5285,-8.18,-8.18,-8.18,2026-08-12,129.66,-2.58,23.0,0,8.56,-12.01,207.74,-36.19,441,False
337,ARKADE,L120,0,2025-11-27,165.32,2026-03-30,94.83,42.64,120,0.697,0.837,6.679e-05,0.661,0.508,1,1,0.694,0.4004,0.3471,0,2026-05-25,2.26,2026-07-07,131.06,126.72,60,11.83,1,1,1,1,1,29,4.9,2.83,2026-07-08,131.0,20.72,0.4561,-6.71,-6.71,-6.71,2026-08-12,129.66,-1.02,26.0,0,10.31,-10.6,207.74,-36.91,438,False
341,ARMANFIN,VAR,0,2023-12-21,2641.45,2024-03-13,1788.2,32.3,112,0.495,0.784,5.322e-05,0.696,0.482,1,0,0.688,-0.0078,-0.0394,0,2024-06-07,4.74,2024-06-11,2293.95,2287.75,60,5.44,1,1,1,1,0,2,2.7,5.4,2024-06-12,2271.0,13.16,0.4836,-25.44,-40.84,-22.48,2024-06-27,2042.1,-10.08,11.0,0,11.92,-51.12,2641.45,-13.16,1972,False
339,ARMANFIN,L120,0,2024-09-20,1824.05,2024-12-26,1182.5,35.17,120,0.689,0.819,5.288e-05,0.696,0.442,1,1,0.87,0.0509,0.0383,0,2025-02-14,4.26,2025-04-21,1649.7,1507.35,60,5.45,1,1,1,1,1,39,11.14,5.3,2025-04-22,1662.1,9.56,0.3348,-0.58,-1.9,-10.4,2025-05-09,1425.1,-14.26,13.0,0,10.38,-23.59,2641.45,-37.55,2183,False
342,ARMANFIN,VAR,0,2024-07-05,2090.85,2025-03-17,1120.8,46.4,250,0.699,0.827,2.601e-05,0.551,0.416,1,1,1.081,0.2583,0.1977,0,2025-07-08,7.1,2025-11-14,1729.5,1696.4,60,9.34,1,1,1,1,0,88,6.37,3.09,2025-11-17,1720.0,17.28,0.3195,-6.95,5.83,18.55,2025-12-03,1539.8,-10.48,13.0,0,25.5,-24.36,2641.45,-34.52,2326,False
345,ARVIND,L120,0,2022-12-05,101.85,2023-02-24,79.85,21.6,120,0.58,0.717,6.574e-05,0.471,0.417,1,0,1.336,0.4528,0.4767,1,2023-05-15,10.37,2023-05-18,116.35,113.15,60,9.98,1,1,1,1,1,3,3.47,10.63,2023-05-19,118.1,-14.24,0.3163,21.42,69.73,208.85,2023-07-27,126.05,6.73,49.0,0,230.19,-0.8,153.1,-24.0,1107,True
352,ARVINDFASN,L250,0,2020-01-21,307.26,2020-05-20,109.51,64.36,250,0.386,0.769,3.228e-05,0.697,0.756,1,0,4.884,0.2205,0.1496,1,2020-12-24,9.14,2021-01-06,165.69,158.34,60,3.77,1,0,1,1,1,8,4.64,6.58,2021-01-07,167.34,46.07,0.4627,-16.42,-18.76,73.65,2021-01-27,139.8,-16.46,14.0,0,115.85,-27.14,779.56,-78.75,451,False
351,ARVINDFASN,L120,0,2024-12-10,530.51,2025-04-09,362.48,31.67,120,0.697,0.744,6.628e-05,0.63,0.4,1,0,0.832,0.2034,0.0872,0,2025-06-04,16.28,2025-07-23,501.15,501.1,60,3.23,1,0,1,1,1,35,0.01,15.17,2025-07-24,502.4,5.53,0.2113,0.4,-8.22,-11.05,2025-09-26,518.75,3.25,45.0,0,15.25,-27.11,779.56,-35.71,1573,False
354,ASAHIINDIA,L180,0,2022-11-14,644.15,2023-03-28,440.0,31.69,180,0.609,0.872,2.261e-05,0.692,0.561,1,1,1.578,0.1584,0.0533,1,2023-07-12,8.32,2023-07-20,558.65,540.3,60,3.65,1,0,1,1,1,6,4.16,9.08,2023-07-21,562.0,13.27,0.6078,5.34,1.33,23.19,2023-08-14,509.8,-9.29,17.0,0,28.47,-12.53,686.5,-18.62,4579,False
358,ASAHIINDIA,VAR,0,2022-09-09,686.5,2023-03-28,440.0,35.91,219,0.628,0.814,1.622e-05,0.697,0.584,1,1,1.337,0.1876,0.1461,1,2023-07-27,10.58,2023-08-28,592.45,573.75,60,11.47,1,1,1,1,1,21,6.04,4.95,2023-08-29,600.0,13.7,0.5529,-4.09,-10.52,5.72,2023-10-18,568.3,-5.28,35.0,0,20.33,-16.41,686.5,-13.7,4605,False
357,ASAHIINDIA,VAR,0,2022-02-03,596.5,2022-05-12,387.75,35.0,114,0.575,0.706,9.103e-05,0.461,0.526,1,0,1.115,0.4249,0.5156,0,2022-07-19,20.15,2022-08-24,623.2,593.8,60,8.75,1,1,1,1,1,24,6.67,12.73,2022-08-25,634.0,-4.48,0.4634,-2.52,-19.35,-6.55,2022-09-16,605.65,-4.47,16.0,0,9.46,-33.81,596.5,4.48,4355,False
359,ASAHIINDIA,VAR,0,2025-12-02,1066.4,2026-03-30,784.4,26.44,151,0.533,0.736,2.067e-05,0.695,0.457,1,0,1.02,0.1655,0.1922,0,2026-07-14,7.35,2026-08-05,926.7,924.0,60,14.22,1,1,1,1,1,16,3.2,7.94,2026-08-06,926.7,13.1,0.3753,5.74,5.74,5.74,,,5.74,26.0,1,7.2,-5.14,1066.4,-13.1,5333,False
355,ASAHIINDIA,L180,0,2025-12-02,1066.4,2026-03-30,784.4,26.44,180,0.52,0.708,1.434e-05,0.695,0.411,1,0,0.951,0.2237,0.1555,0,2026-08-05,7.94,2026-08-14,939.2,926.7,60,8.55,1,1,1,1,1,7,4.24,6.79,2026-08-17,945.8,11.93,0.328,3.61,3.61,3.61,,,3.61,19.0,1,5.03,-1.99,1066.4,-11.93,5340,False
353,ASAHIINDIA,L120,0,2022-02-03,596.5,2022-05-12,387.75,35.0,120,0.697,0.701,7.366e-05,0.587,0.5,1,0,0.884,0.5036,0.3719,0,2022-07-01,11.27,2022-07-05,577.15,545.95,60,8.36,1,1,1,1,1,2,6.86,13.39,2022-07-06,574.7,3.24,0.3224,10.52,-8.59,-6.95,2022-08-10,524.7,-8.7,25.0,0,20.76,-26.98,596.5,-3.24,4321,False
360,ASAL,L120,0,2025-01-03,678.35,2025-04-07,431.2,36.43,120,0.588,0.797,7.831e-05,0.595,0.617,1,0,1.028,0.6306,0.447,0,2025-06-19,2.08,2025-07-03,627.9,595.45,60,18.73,1,1,1,1,1,10,10.02,4.14,2025-07-04,629.95,7.44,0.6227,-4.48,-23.28,-19.6,2025-07-28,500.6,-20.53,17.0,0,3.92,-40.55,1043.8,-39.84,4852,False
361,ASAL,VAR,0,2022-09-02,500.4,2023-03-28,251.15,49.81,222,0.643,0.748,2.364e-05,0.616,0.405,1,0,1.36,0.4414,0.3757,1,2023-07-25,3.53,2023-09-06,447.95,434.15,60,31.82,1,1,1,1,1,30,7.85,1.74,2023-09-07,457.9,10.48,0.302,-9.33,25.65,81.2,2023-10-23,388.8,-15.09,31.0,0,139.04,-18.54,925.45,-51.6,4400,False
363,ASHAPURMIN,L180,0,2017-04-06,78.75,2017-08-11,48.95,37.84,180,0.514,0.706,6.43e-05,0.461,0.456,1,0,4.765,0.4198,0.5149,1,2017-12-19,7.84,2018-01-05,113.4,103.55,60,6.27,1,1,1,1,1,12,9.99,3.5,2018-01-08,116.8,-44.0,0.5714,-34.46,-62.93,-75.13,2018-01-23,94.45,-19.14,12.0,0,2.48,-78.08,431.0,-73.69,3211,False
366,ASHAPURMIN,VAR,0,2026-01-07,902.45,2026-03-30,459.5,49.08,90,0.618,0.86,0.0002363,0.553,0.456,1,1,0.818,0.4904,0.5972,0,2026-05-21,39.11,2026-05-29,739.5,683.9,60,12.78,1,1,1,1,0,5,13.06,40.95,2026-06-01,750.0,18.06,0.4993,-21.89,-27.96,-27.96,2026-07-07,631.35,-15.82,26.0,0,5.07,-28.55,902.45,-18.06,5287,False
365,ASHAPURMIN,VAR,0,2025-01-23,543.8,2025-03-12,308.9,43.2,90,0.382,0.707,0.0001612,0.583,0.589,1,0,0.665,0.3851,0.2329,0,2025-06-05,13.87,2025-06-24,423.0,421.3,60,3.03,1,0,1,1,0,13,2.74,11.82,2025-06-25,426.95,22.21,0.4336,44.38,75.9,54.84,2025-08-22,488.8,14.49,42.0,0,116.63,-1.62,543.8,-22.21,5058,False
362,ASHAPURMIN,L120,0,2025-01-23,543.8,2025-03-12,308.9,43.2,120,0.328,0.706,0.0001051,0.535,0.45,1,0,0.661,0.4417,0.3632,0,2025-07-10,14.22,2025-07-15,530.2,485.9,60,6.09,1,1,1,1,1,3,9.12,22.06,2025-07-16,526.0,2.5,0.2812,31.66,71.57,30.55,2025-08-22,488.8,-7.07,27.0,0,75.84,-13.48,543.8,-2.5,5073,False
364,ASHAPURMIN,L250,0,2022-04-18,159.05,2022-12-23,74.25,53.32,250,0.699,0.701,2.286e-05,0.558,0.468,1,0,1.565,0.4126,0.3527,1,2023-04-17,5.94,2023-07-24,161.2,155.45,60,5.52,1,1,1,1,1,68,4.51,3.63,2023-07-25,163.4,-1.35,0.2245,104.53,166.16,133.54,2023-10-25,287.35,75.86,63.0,0,195.72,-2.57,431.0,-62.6,4582,False
369,ASHIANA,L120,0,2024-07-15,421.71,2024-10-07,295.48,29.93,120,0.513,0.899,5.833e-05,0.638,0.633,1,1,0.718,0.0825,0.0361,0,2024-12-31,2.32,2025-01-08,388.04,367.61,60,21.84,1,1,1,1,1,6,7.8,6.71,2025-01-09,384.71,7.98,0.6968,-30.24,-11.89,-26.59,2025-01-27,313.92,-18.4,13.0,0,0.85,-35.9,446.3,-13.05,3325,False
367,ASHIANA,L120,0,2017-06-15,207.99,2017-08-30,156.69,24.66,120,0.437,0.786,2.763e-05,0.698,0.617,1,0,1.924,0.0477,0.0273,1,2017-12-05,2.98,2017-12-21,175.37,173.54,60,14.4,1,1,1,1,0,12,1.17,2.22,2017-12-22,176.63,15.68,0.5188,-11.84,-22.28,-33.45,2018-02-22,165.21,-6.47,42.0,0,13.19,-37.82,294.38,-40.43,1591,False
372,ASHIANA,VAR,0,2025-06-16,361.4,2025-11-10,273.0,24.46,168,0.599,0.769,1.604e-05,0.662,0.542,1,0,1.145,0.557,0.1688,0,2026-02-16,2.09,2026-05-07,369.0,348.2,60,4.59,1,0,1,1,1,52,7.25,2.11,2026-05-08,380.8,-2.1,0.4814,1.25,-8.14,-8.14,2026-09-07,349.75,-8.15,85.0,0,14.47,-11.76,446.3,-17.32,3650,False
368,ASHIANA,L120,0,2022-11-07,174.61,2022-12-23,131.67,24.59,120,0.303,0.706,5.719e-05,0.445,0.567,1,0,0.789,0.4591,0.3279,0,2023-04-27,2.43,2023-06-02,184.26,182.04,60,6.65,1,1,1,1,1,25,2.36,1.15,2023-06-05,185.44,-5.53,0.3124,11.98,35.55,118.71,2023-10-25,205.55,10.84,98.0,0,124.14,-6.35,294.38,-37.41,2931,False
379,ASHOKA,VAR,0,2024-12-30,313.19,2025-03-03,165.79,47.06,100,0.455,0.883,0.0001227,0.698,0.65,1,1,0.798,0.3288,0.2099,0,2025-05-26,22.97,2025-10-31,205.66,199.27,60,5.19,1,1,1,1,0,110,4.4,10.92,2025-11-03,207.5,34.33,0.6824,-30.31,-35.08,-45.3,2025-11-17,188.66,-9.08,10.0,0,3.37,-51.33,313.19,-34.33,3719,False
373,ASHOKA,L120,0,2020-01-21,119.0,2020-04-03,37.5,68.49,120,0.479,0.758,0.0001472,0.692,0.608,1,0,1.831,0.4782,0.4191,1,2020-07-07,12.74,2020-08-14,70.9,68.3,60,10.15,1,1,1,1,1,28,9.84,6.84,2020-08-17,77.35,40.42,0.5362,-17.91,32.45,37.75,2020-10-08,63.8,-17.52,38.0,0,53.33,-22.75,189.5,-62.59,2424,False
378,ASHOKA,VAR,0,2018-04-30,189.5,2018-10-08,97.55,48.52,219,0.5,0.773,1.966e-05,0.698,0.425,1,0,0.614,0.4771,0.3715,0,2019-03-18,4.73,2019-05-27,145.05,141.2,60,23.47,1,1,1,1,1,45,13.36,0.87,2019-05-28,146.0,23.46,0.4869,-22.64,-36.16,-63.63,2019-07-11,129.8,-11.1,32.0,0,6.16,-74.62,189.5,-23.46,2122,False
376,ASHOKA,L180,0,2022-01-05,107.9,2022-05-25,69.25,35.82,180,0.542,0.75,2.226e-05,0.693,0.422,1,0,0.961,0.2669,0.1839,0,2022-09-21,8.88,2022-12-29,89.5,88.1,60,3.08,1,0,1,1,0,68,1.59,13.31,2022-12-30,90.2,17.05,0.4298,-18.96,-12.8,58.2,2023-01-30,80.95,-10.25,21.0,0,69.68,-20.57,189.5,-52.77,3015,False
375,ASHOKA,L180,0,2020-01-21,119.0,2020-04-03,37.5,68.49,180,0.363,0.701,7.716e-05,0.606,0.556,1,0,2.558,0.4157,0.4223,1,2020-09-17,9.99,2020-11-27,77.6,74.05,60,9.76,1,1,1,1,1,50,7.55,6.94,2020-12-01,78.4,34.79,0.3548,45.54,17.86,28.06,2020-12-21,82.1,4.72,15.0,0,59.44,-2.81,189.5,-59.05,2498,False
380,ASHOKLEY,L120,0,2007-02-06,10.0,2007-04-04,6.4,36.0,120,0.429,0.834,5.646e-05,0.693,0.717,1,1,0.743,-0.0195,-0.1356,0,2007-07-12,6.16,2007-09-24,7.7,7.5,60,3.76,1,0,1,1,1,51,6.21,9.94,2007-09-25,7.7,23.0,0.5805,24.68,-20.13,-39.61,2007-10-08,7.3,-5.19,9.0,0,54.55,-47.4,10.25,-24.88,677,False
385,ASHOKLEY,L250,0,2010-11-08,17.65,2011-06-22,9.0,49.01,250,0.651,0.854,1.817e-05,0.7,0.724,1,1,0.681,0.0949,0.0475,0,2011-10-31,6.89,2012-02-01,11.8,11.7,60,4.67,1,0,1,1,1,63,5.83,7.82,2012-02-02,11.65,33.14,0.4836,9.44,-24.46,-14.59,2012-05-09,11.55,-0.86,65.0,0,22.75,-40.77,17.65,-33.14,1751,False
384,ASHOKLEY,L250,0,2007-02-06,10.0,2007-08-23,6.0,40.0,250,0.635,0.701,2.51e-05,0.492,0.552,1,0,1.993,0.245,0.2499,1,2008-01-02,48.25,2008-04-23,8.0,7.1,60,4.54,1,0,1,1,0,75,14.29,6.28,2008-04-24,8.25,20.0,0.4274,-45.45,-66.06,-63.03,2008-05-26,6.8,-17.58,21.0,0,4.24,-92.73,11.6,-31.03,821,False
381,ASHOKLEY,L120,0,2020-01-23,40.8,2020-03-25,14.75,63.85,120,0.412,0.749,0.0001307,0.693,0.517,1,0,1.953,0.1557,0.0807,1,2020-07-09,226.61,2020-08-13,28.1,25.65,60,7.96,1,1,1,1,0,25,14.69,142.88,2020-08-14,28.5,31.13,0.346,40.35,127.19,120.0,2020-09-24,31.2,9.47,30.0,0,142.81,-3.16,80.3,-65.01,3852,False
382,ASHOKLEY,L180,0,2016-05-31,52.0,2016-12-02,34.9,32.88,180,0.698,0.76,2.647e-05,0.605,0.433,1,0,0.754,0.3681,0.4186,0,2017-02-17,87.74,2017-07-03,47.7,45.15,60,7.85,1,1,1,1,1,90,7.31,56.37,2017-07-04,48.5,8.27,0.2978,10.52,17.73,26.7,2017-08-11,48.85,0.72,29.0,0,67.63,-4.12,53.2,-10.34,3084,False
383,ASHOKLEY,L180,0,2020-01-23,40.8,2020-03-25,14.75,63.85,180,0.346,0.706,8.142e-05,0.576,0.456,1,0,1.939,0.2712,0.179,1,2020-09-14,245.14,2021-01-04,49.55,47.55,60,3.49,1,0,1,1,1,77,5.2,181.32,2021-01-05,49.4,-21.45,0.2015,14.57,19.03,29.05,2021-03-17,56.1,13.56,50.0,0,50.4,-1.32,80.3,-38.29,3951,False
390,ASHOKLEY,VAR,0,2021-02-04,65.5,2021-03-25,52.4,20.0,90,0.382,0.719,8.601e-05,0.537,0.411,1,0,0.746,0.108,0.1639,0,2021-06-17,157.05,2021-07-30,63.9,63.45,60,7.72,1,1,1,1,1,30,6.32,124.21,2021-08-02,65.0,2.44,0.1808,5.31,2.62,14.85,2021-08-20,57.0,-12.31,14.0,0,17.92,-32.15,80.3,-20.42,4092,False
395,ASIANPAINT,VAR,0,2016-10-13,1216.6,2016-12-21,865.55,28.86,90,0.528,0.851,0.00011,0.577,0.678,1,1,0.826,0.2388,0.2858,0,2017-02-20,82.15,2017-02-22,1020.3,1002.85,60,3.45,1,0,1,1,0,2,2.9,80.81,2017-02-23,1030.0,16.14,0.6494,5.94,10.68,7.8,2017-05-23,1098.9,6.69,59.0,0,22.52,-3.09,1216.6,-16.14,3460,False
398,ASIANPAINT,VAR,0,2024-09-12,3383.25,2025-03-04,2132.1,36.98,173,0.692,0.924,3.428e-05,0.663,0.763,1,1,1.009,0.1258,0.073,0,2025-05-26,267.64,2025-11-06,2602.9,2587.4,60,6.93,1,1,1,1,1,113,4.67,159.92,2025-11-07,2602.9,23.07,0.5997,-7.72,-6.64,-4.65,2025-12-09,2796.0,7.42,23.0,0,14.71,-18.74,3576.3,-27.22,5614,False
397,ASIANPAINT,VAR,0,2023-12-27,3404.45,2024-05-09,2710.1,20.4,145,0.625,0.792,2.2e-05,0.602,0.683,1,0,1.267,0.0131,-0.0024,0,2024-07-26,415.56,2024-09-11,3367.45,3295.05,60,3.15,1,0,1,1,1,32,2.2,285.44,2024-09-12,3370.0,1.09,0.3989,-29.03,-36.73,-24.44,2024-10-03,3149.3,-6.55,15.0,0,0.74,-36.95,3576.3,-5.84,5328,False
391,ASIANPAINT,L180,0,2022-09-28,3570.65,2023-02-02,2705.65,24.23,180,0.592,0.786,1.39e-05,0.698,0.433,1,0,0.904,0.1983,0.1595,0,2023-05-24,255.93,2023-05-31,3192.95,3144.4,60,3.01,1,0,1,1,1,5,1.54,241.22,2023-06-01,3235.35,10.58,0.3492,0.74,-3.16,-11.4,2023-07-26,3373.0,4.25,39.0,0,10.28,-17.47,3576.3,-10.72,5009,False
