Symbol,Trough_Date,Trough_Close,Depth_%,Shelf_Start_Date,Shelf_High,Shelf_Range_%,ATH_Before_Breakout,DistToATH_%,Breakout_Close_Date,Breakout_Close,VolMultiple,Entry_Date,Entry_Price_NextOpen,History_Bars,Pattern_Score,Info_Fwd250_%,Info_ST73_Ret_%
BHARATRAS,02-Nov-2020,2136.0,22.16,08-Dec-2020,2436.0,8.37,2744.0,-9.55,30-Dec-2020,2482.0,12.37,31-Dec-2020,2459.0,3602,0.32,20.86,-1.55
KOKUYOCMLN,28-Mar-2023,68.1,25.25,09-Oct-2023,142.6,7.12,159.7,-9.17,31-Oct-2023,145.05,3.18,01-Nov-2023,143.85,3745,0.32,19.19,-4.0
ADANIPOWER,27-Feb-2023,27.85,59.67,06-Nov-2023,80.2,4.8,86.5,3.18,28-Nov-2023,89.25,5.38,29-Nov-2023,91.35,3523,0.32,21.46,13.46
MANINFRA,23-Dec-2022,69.24,27.7,03-Jul-2023,113.05,4.69,124.3,-4.03,24-Jul-2023,119.29,9.47,25-Jul-2023,120.56,3299,0.32,62.18,14.82
AMBUJACEM,27-Feb-2023,329.9,43.87,12-Dec-2023,534.3,8.21,587.75,-8.79,03-Jan-2024,536.1,3.8,04-Jan-2024,538.35,4694,0.32,-1.57,3.88
AFFLE,28-Feb-2025,1400.25,24.41,20-May-2025,1868.7,10.24,1868.7,3.76,10-Jun-2025,1939.0,7.66,11-Jun-2025,1947.0,1446,0.32,-23.66,-7.47
JKPAPER,10-Jul-2023,307.15,20.45,05-Dec-2023,400.05,4.46,447.05,-7.78,27-Dec-2023,412.25,8.81,28-Dec-2023,416.0,4574,0.32,-2.75,-8.5
CENTURYPLY,06-Sep-2017,239.1,22.46,06-Nov-2017,298.7,3.58,308.35,2.34,27-Nov-2017,315.55,3.26,28-Nov-2017,322.0,2878,0.32,-44.7,-0.26
ADANIPORTS,19-May-2016,171.55,51.74,08-Mar-2017,325.75,8.27,368.55,-7.94,30-Mar-2017,339.3,3.43,31-Mar-2017,342.0,2299,0.32,9.93,-4.21
LEMONTREE,23-Dec-2022,72.05,28.59,11-Jul-2023,92.7,2.43,100.9,-4.21,01-Aug-2023,96.65,6.87,02-Aug-2023,96.7,1316,0.32,44.41,11.17
ADANIPORTS,03-Mar-2025,1053.05,33.78,01-Sep-2025,1427.8,7.42,1590.15,-9.18,22-Sep-2025,1444.2,3.71,23-Sep-2025,1453.0,4398,0.32,21.54,0.1
AMBUJACEM,20-Jan-2016,186.95,26.74,09-Aug-2016,276.45,6.06,285.45,-2.63,31-Aug-2016,277.95,4.38,01-Sep-2016,273.7,2879,0.32,3.25,-6.89
SADBHAV,19-Jun-2015,274.1,26.4,04-Nov-2015,323.6,7.28,372.4,-7.37,27-Nov-2015,344.95,4.83,30-Nov-2015,347.5,2402,0.32,-20.88,-8.94
JUBLPHARMA,09-Apr-2025,828.1,34.41,09-Jul-2025,1232.0,6.75,1262.6,-2.08,30-Jul-2025,1236.3,9.06,31-Jul-2025,1220.0,5085,0.32,-24.2,-8.27
WAAREEENER,28-Jan-2025,2090.78,36.46,05-Aug-2025,3263.47,11.71,3634.56,-6.03,28-Aug-2025,3415.38,3.04,29-Aug-2025,3413.49,206,0.32,-24.18,-6.08
RALLIS,22-May-2023,187.65,26.5,21-Jun-2024,339.15,9.76,353.65,-2.36,12-Jul-2024,345.3,4.16,15-Jul-2024,347.8,4824,0.32,1.55,-10.48
SIRCA,25-Apr-2023,285.81,24.08,27-Jul-2023,394.06,9.16,394.06,5.31,18-Aug-2023,415.0,5.65,21-Aug-2023,417.63,1252,0.32,-19.5,-9.52
HINDPETRO,26-Oct-2023,130.15,23.24,08-Apr-2024,302.2,9.58,345.05,-7.43,02-May-2024,319.4,3.29,03-May-2024,323.45,2633,0.32,13.68,-8.64
SWANCORP,16-May-2016,57.53,22.35,13-Oct-2016,106.69,5.97,106.69,5.69,04-Nov-2016,112.76,3.58,07-Nov-2016,116.44,1087,0.32,26.91,46.88
RELIANCE,04-Mar-2025,1161.9,23.87,30-May-2025,1448.9,3.0,1600.9,-8.41,20-Jun-2025,1466.2,3.48,23-Jun-2025,1453.0,6333,0.32,-9.28,-1.68
KENNAMET,28-Feb-2023,2000.95,29.54,10-Jul-2023,2740.65,5.86,2839.75,-1.62,31-Jul-2023,2793.8,3.37,01-Aug-2023,2812.0,979,0.32,78.51,-7.79
MAPMYINDIA,31-Mar-2023,986.87,30.38,02-Aug-2023,1679.91,11.02,1842.28,-6.01,24-Aug-2023,1731.53,3.91,25-Aug-2023,1733.97,416,0.32,16.57,14.72
FDC,21-Mar-2023,249.4,20.69,13-Jul-2023,347.3,6.62,382.35,-2.46,03-Aug-2023,372.95,31.09,04-Aug-2023,374.0,4590,0.32,38.48,-3.07
EMAMILTD,15-Mar-2011,118.49,30.3,21-Jun-2011,167.92,10.72,169.99,1.66,12-Jul-2011,172.82,6.4,13-Jul-2011,174.54,1220,0.32,-5.36,-12.26
TATACONSUM,23-Nov-2011,79.95,27.09,27-Mar-2012,119.7,10.65,132.6,-7.62,19-Apr-2012,122.5,3.0,20-Apr-2012,124.45,2284,0.31,11.53,-13.94
POONAWALLA,25-Feb-2011,57.05,32.33,15-Jun-2011,75.25,8.24,87.28,-9.14,06-Jul-2011,79.3,6.58,07-Jul-2011,80.0,1588,0.31,-21.25,-9.94
APOLLOTYRE,15-Feb-2017,174.2,24.08,12-Jul-2017,266.95,5.97,266.95,4.05,02-Aug-2017,277.75,3.08,03-Aug-2017,278.5,3106,0.31,2.93,-10.54
GRANULES,26-Mar-2021,301.15,29.64,13-Jul-2021,383.95,5.0,428.0,-9.61,04-Aug-2021,386.85,3.21,05-Aug-2021,387.0,3978,0.31,-20.03,-10.44
RELINFRA-BE,08-Jun-2006,377.15,42.4,21-Jun-2007,625.9,10.45,658.1,1.67,12-Jul-2007,669.1,4.9,13-Jul-2007,673.0,626,0.31,19.06,98.24
PRESTIGE,14-Mar-2023,394.35,22.34,21-Apr-2023,493.05,6.6,526.65,-3.38,15-May-2023,508.85,3.43,16-May-2023,514.2,3096,0.31,196.54,5.48
NMDC,02-Dec-2008,14.37,68.96,22-Dec-2009,55.72,4.92,66.21,-6.6,15-Jan-2010,61.84,21.37,18-Jan-2010,61.18,453,0.31,-45.19,-6.02
SADBHAV,22-Aug-2017,263.65,23.07,01-Nov-2017,339.2,9.15,372.4,-4.99,22-Nov-2017,353.8,3.45,23-Nov-2017,357.0,2892,0.31,-42.27,3.99
SWANCORP,10-Aug-2017,114.85,41.27,08-Dec-2017,190.84,5.93,200.24,-4.15,01-Jan-2018,191.93,4.1,02-Jan-2018,192.53,1375,0.31,-48.82,-2.9
AWHCL,31-Mar-2021,241.9,40.62,22-Jun-2021,345.45,8.71,407.35,-9.64,13-Jul-2021,368.1,9.65,14-Jul-2021,368.0,130,0.31,-19.92,0.05
MHRIL,27-Dec-2016,172.7,22.19,18-May-2017,230.45,11.48,252.1,-5.3,08-Jun-2017,238.75,3.24,09-Jun-2017,243.05,1948,0.31,-8.89,4.03
PETRONET,24-Apr-2015,77.0,23.08,13-Oct-2015,92.85,9.1,100.1,-5.34,04-Nov-2015,94.75,3.92,05-Nov-2015,93.8,2676,0.31,77.29,18.98
RRKABEL,13-Mar-2024,1347.83,24.36,18-Apr-2024,1677.39,5.88,1781.98,-5.27,10-May-2024,1688.01,5.52,13-May-2024,1702.66,153,0.31,-24.46,-7.64
SURYAROSNI,26-Dec-2016,42.0,30.0,31-May-2017,73.4,4.16,73.4,2.38,21-Jun-2017,75.15,7.05,22-Jun-2017,75.5,3076,0.31,7.22,-16.16
APARINDS,11-May-2022,590.55,28.22,17-Jun-2022,997.1,8.2,997.1,2.27,08-Jul-2022,1019.75,3.07,11-Jul-2022,1008.0,4324,0.31,244.06,55.47
SKIPPER,09-Mar-2026,330.4,36.17,03-Aug-2026,555.45,6.77,637.73,-9.84,24-Aug-2026,575.0,4.57,25-Aug-2026,577.0,2775,0.31,0.95,-4.82
ANDHRAPAP,10-Feb-2011,25.85,45.06,27-Jun-2011,74.25,1.75,79.5,-5.41,18-Jul-2011,75.2,3.24,19-Jul-2011,75.75,1597,0.31,-18.02,-4.95
PFIZER,30-Jun-2020,3963.8,20.74,21-Oct-2020,5191.8,5.3,5191.8,0.19,11-Nov-2020,5201.7,9.77,12-Nov-2020,5202.0,3915,0.31,-0.57,-4.95
IDBI,03-May-2005,77.4,34.6,24-Aug-2005,110.55,5.74,118.35,-1.9,15-Sep-2005,116.1,3.51,16-Sep-2005,117.0,176,0.31,-39.27,-5.81
KOTAKBANK,23-Mar-2020,219.6,35.98,06-Oct-2020,283.4,7.59,345.9,-8.21,27-Oct-2020,317.5,9.68,28-Oct-2020,315.0,3904,0.31,28.95,19.49
AMBER,01-Jun-2021,2713.8,23.62,08-Sep-2021,3213.95,3.96,3553.05,-8.14,30-Sep-2021,3263.7,6.04,01-Oct-2021,3240.0,906,0.31,-26.76,-0.54
NELCAST,28-Mar-2023,86.95,32.15,09-Oct-2023,162.1,4.47,165.05,-1.15,31-Oct-2023,163.15,5.37,01-Nov-2023,163.8,4034,0.31,-27.58,-1.98
VINCOFE,16-Mar-2026,122.35,29.82,15-Jun-2026,160.77,6.71,174.33,-7.55,07-Jul-2026,161.16,3.2,08-Jul-2026,160.95,421,0.31,9.97,9.97
NOCIL,24-Feb-2022,195.35,38.02,11-Aug-2022,279.6,8.71,315.2,-9.36,05-Sep-2022,285.7,3.03,06-Sep-2022,288.0,4364,0.31,-17.24,-7.78
DELTACORP,23-May-2017,141.8,33.74,31-Aug-2017,201.1,7.21,214.0,-3.67,21-Sep-2017,206.15,3.14,22-Sep-2017,203.5,2433,0.31,7.67,55.28
TATACONSUM,24-Nov-2008,44.65,52.37,31-Jul-2009,92.5,9.78,99.55,-6.88,21-Aug-2009,92.7,7.04,24-Aug-2009,92.85,1627,0.31,25.26,-9.53
COLPAL,27-Jan-2022,1394.15,22.8,10-May-2022,1609.05,3.6,1805.95,-9.9,31-May-2022,1627.2,4.08,01-Jun-2022,1628.2,4286,0.3,-1.15,-5.7
GLAXO,07-May-2014,1188.23,22.16,02-Jan-2015,1603.75,2.36,1606.85,4.03,23-Jan-2015,1671.53,13.87,27-Jan-2015,1687.5,2483,0.3,-4.11,-8.43
SHARDACROP,29-Feb-2016,181.66,41.03,07-Jul-2016,344.47,4.35,358.43,-3.53,28-Jul-2016,345.76,4.32,29-Jul-2016,347.06,450,0.3,19.92,-0.8
HAVELLS,26-Aug-2011,62.41,28.48,12-Oct-2011,76.48,11.34,87.26,-5.05,04-Nov-2011,82.85,13.03,08-Nov-2011,83.34,1692,0.3,40.22,-7.2
EICHERMOT,16-Nov-2015,1526.2,28.51,07-Jul-2016,2033.95,4.37,2134.85,-1.16,28-Jul-2016,2110.0,5.12,29-Jul-2016,2159.9,3319,0.3,44.24,8.02
WHIRLPOOL,24-Mar-2020,1666.9,34.1,03-Dec-2020,2262.4,7.86,2529.45,-0.06,24-Dec-2020,2528.0,10.75,28-Dec-2020,2561.3,2708,0.3,-31.75,-8.89
3MINDIA,26-Oct-2018,19360.6,25.56,30-May-2019,22859.05,3.66,26007.45,-9.53,21-Jun-2019,23529.6,3.34,24-Jun-2019,23700.0,3567,0.3,-19.35,-8.36
CANTABIL,13-Mar-2024,183.52,32.23,21-Jun-2024,265.36,11.46,304.88,-5.23,12-Jul-2024,288.95,12.02,15-Jul-2024,307.68,3387,0.3,-7.86,-19.94
LTTS,23-Mar-2020,1018.25,41.58,21-Sep-2020,1665.0,4.69,1774.6,1.99,13-Oct-2020,1809.95,11.77,14-Oct-2020,1792.9,1000,0.3,168.67,42.32
RAMCOCEM,28-Aug-2013,138.0,46.74,19-Aug-2014,345.35,11.16,345.35,1.3,10-Sep-2014,349.85,5.65,11-Sep-2014,348.5,2395,0.3,-7.62,-12.02
RPGLIFE,26-Feb-2016,207.65,39.07,16-Aug-2016,441.7,6.54,453.8,2.91,07-Sep-2016,467.0,6.79,08-Sep-2016,470.05,2029,0.3,-10.9,-4.01
JUBLPHARMA,12-Mar-2009,84.58,68.54,12-Nov-2009,313.6,11.89,380.43,-9.58,03-Dec-2009,343.97,3.08,04-Dec-2009,340.12,1214,0.3,-15.03,-1.66
NESTLEIND,04-Mar-2025,1073.2,22.11,24-Sep-2025,1221.4,5.64,1377.8,-7.35,16-Oct-2025,1276.6,6.1,17-Oct-2025,1263.9,3901,0.3,9.0,-3.88
LTF,13-Jan-2025,128.82,31.15,03-Jun-2025,194.77,10.91,194.77,2.72,24-Jun-2025,200.06,3.06,25-Jun-2025,204.0,3411,0.3,51.96,45.17
PFIZER,07-Apr-2025,3913.75,27.28,25-Jul-2025,5371.5,7.05,6318.3,-8.73,18-Aug-2025,5766.5,25.75,19-Aug-2025,5712.5,5097,0.3,-12.85,-9.53
MUNJALAU,13-Mar-2024,74.9,34.21,23-Sep-2024,129.91,10.76,132.66,-0.06,15-Oct-2024,132.58,3.36,16-Oct-2024,132.58,4494,0.3,-29.61,-14.57
BRITANNIA,28-Feb-2011,168.17,30.33,04-Oct-2011,229.97,3.68,244.77,-3.98,28-Oct-2011,235.02,3.84,31-Oct-2011,234.77,2149,0.3,1.59,-0.11
JSL,20-Jun-2022,97.6,55.17,13-Feb-2023,279.55,8.42,279.55,7.08,06-Mar-2023,299.35,4.27,08-Mar-2023,301.85,1804,0.3,129.17,-12.11
UJJIVANSFB,03-Mar-2025,31.38,29.67,03-Oct-2025,52.02,8.54,58.89,-8.3,27-Oct-2025,54.0,3.54,28-Oct-2025,54.09,1453,0.3,22.94,0.31
MRF,24-May-2016,31164.45,26.9,21-Dec-2016,53025.05,9.03,53892.8,2.8,11-Jan-2017,55400.0,3.75,12-Jan-2017,55530.1,2968,0.3,28.82,-9.53
SBCL,23-Dec-2022,356.7,27.17,28-Feb-2023,419.01,8.74,489.76,-3.05,22-Mar-2023,474.8,27.27,23-Mar-2023,469.57,434,0.29,17.5,31.66
HOMEFIRST,25-Feb-2025,885.0,33.99,09-May-2025,1207.4,4.97,1340.75,-4.92,30-May-2025,1274.8,6.11,02-Jun-2025,1230.1,1160,0.29,-13.9,6.03
APOLLOTYRE,26-Feb-2009,15.05,62.61,25-Jan-2010,57.4,10.71,61.2,-4.0,17-Feb-2010,58.75,3.16,18-Feb-2010,59.2,1263,0.29,-6.25,11.74
LINDEINDIA,23-Mar-2020,413.5,46.97,21-Jul-2020,690.9,8.79,791.15,-8.87,11-Aug-2020,720.95,6.35,12-Aug-2020,725.0,3850,0.29,147.7,-5.62
TITAN,23-Mar-2020,800.95,39.76,15-Sep-2020,1201.35,8.76,1374.55,-8.77,07-Oct-2020,1254.0,4.06,08-Oct-2020,1257.0,4371,0.29,87.61,17.52
TCS,11-Nov-2016,1050.58,23.27,16-May-2017,1312.3,7.45,1388.0,-2.88,06-Jun-2017,1348.0,3.3,07-Jun-2017,1348.5,3155,0.29,29.56,-7.78
DHANBANK,28-Nov-2008,31.85,58.3,07-Aug-2009,95.92,7.94,105.82,2.49,28-Aug-2009,108.46,22.19,31-Aug-2009,107.12,1151,0.29,40.31,10.8
WIPRO,05-Jun-2018,94.1,23.09,09-Aug-2018,111.05,7.47,123.95,-8.31,03-Sep-2018,113.65,11.07,04-Sep-2018,114.45,3856,0.29,5.85,-0.44
CYIENT,07-Jul-2022,734.45,31.18,27-Mar-2023,1108.65,11.1,1227.55,-5.53,21-Apr-2023,1159.65,17.98,24-Apr-2023,1164.0,4518,0.29,62.47,38.69
5PAISA,23-Feb-2021,243.25,35.53,16-Jun-2021,436.15,4.67,444.65,2.99,07-Jul-2021,457.95,3.53,08-Jul-2021,467.0,899,0.29,-41.56,1.04
CAPLIPOINT,04-Jun-2024,1240.4,22.36,26-Jul-2024,1639.35,9.62,1639.35,12.6,19-Aug-2024,1845.95,57.17,20-Aug-2024,1815.55,2507,0.29,17.67,22.98
BAYERCROP,20-Mar-2023,3970.05,27.58,09-Jan-2024,5980.35,3.79,6352.2,-5.51,31-Jan-2024,6002.05,3.69,01-Feb-2024,6092.0,3476,0.29,-16.02,-8.83
SUPREMEIND,23-Jun-2022,1688.25,35.2,21-Nov-2022,2508.1,9.99,2612.55,-2.92,12-Dec-2022,2536.3,3.62,13-Dec-2022,2536.0,4431,0.29,75.45,-1.87
XPROINDIA,04-Jun-2024,905.8,28.42,31-Oct-2024,1153.0,5.14,1265.45,-3.99,25-Nov-2024,1215.0,4.06,26-Nov-2024,1219.85,4913,0.29,-16.21,8.21
UPL,20-Apr-2010,92.35,21.07,22-Sep-2010,122.0,5.94,132.2,-7.56,13-Oct-2010,122.2,4.68,14-Oct-2010,123.4,1642,0.29,-30.55,-2.27
HINDPETRO,10-Nov-2015,81.3,28.53,06-May-2016,97.15,5.87,113.75,-4.66,27-May-2016,108.45,7.98,30-May-2016,109.3,672,0.29,86.14,26.72
ORIENTELEC,24-Mar-2020,150.2,45.57,01-Jan-2021,241.6,6.33,275.95,-6.99,22-Jan-2021,256.65,4.32,25-Jan-2021,261.0,668,0.29,30.33,6.03
LUMAXTECH,07-Apr-2025,475.0,29.41,02-Sep-2025,1147.6,8.68,1240.9,-5.2,23-Sep-2025,1176.4,4.15,24-Sep-2025,1193.0,4605,0.28,63.24,24.0
BEL,27-Apr-2015,30.1,25.4,03-Dec-2015,38.55,7.91,41.7,-4.32,24-Dec-2015,39.9,3.33,28-Dec-2015,40.15,2710,0.28,3.74,-4.98
EMIL,27-Mar-2023,63.15,38.21,21-Jul-2023,116.95,11.29,116.95,2.22,11-Aug-2023,119.55,3.26,14-Aug-2023,121.1,204,0.28,83.39,4.95
BASF,11-Aug-2017,1393.3,21.87,24-Oct-2017,1751.85,5.09,1783.2,2.99,14-Nov-2017,1836.45,17.72,15-Nov-2017,1842.85,3174,0.28,-15.19,8.8
LGBBROSLTD,29-Aug-2023,980.25,20.0,21-Dec-2023,1317.1,5.35,1338.4,1.7,12-Jan-2024,1361.1,5.93,15-Jan-2024,1370.0,4682,0.28,-10.58,-11.19
HINDWAREAP,03-Apr-2020,56.4,69.87,17-Mar-2021,283.71,10.59,304.48,-2.27,09-Apr-2021,297.56,3.39,12-Apr-2021,289.44,321,0.28,36.15,36.67
LUMAXTECH,26-Oct-2023,344.15,22.1,17-May-2024,491.8,7.7,495.5,2.15,07-Jun-2024,506.15,5.31,10-Jun-2024,508.2,4283,0.28,97.28,2.46
CENTUM,09-Jan-2026,2092.6,29.44,26-Feb-2026,2856.9,8.32,2965.7,0.75,20-Mar-2026,2987.8,8.37,23-Mar-2026,2935.0,4443,0.28,43.72,14.57
TATACHEM,23-Dec-2022,891.7,25.67,04-Dec-2023,1034.2,5.91,1199.65,-8.79,26-Dec-2023,1094.25,8.47,27-Dec-2023,1100.0,945,0.28,-4.88,-8.73
AUBANK,23-Aug-2017,262.6,24.01,29-Dec-2017,356.0,7.11,362.1,-0.52,19-Jan-2018,360.2,3.62,22-Jan-2018,357.5,133,0.28,-17.17,-8.18
MSUMI,17-Mar-2023,30.83,25.76,04-Jul-2023,39.1,1.46,43.47,-5.06,25-Jul-2023,41.27,8.6,26-Jul-2023,41.33,329,0.28,21.61,-3.22
SMARTWORKS,30-Mar-2026,372.45,38.61,03-Aug-2026,523.25,9.79,606.65,-9.26,24-Aug-2026,550.5,4.19,25-Aug-2026,554.0,271,0.28,-1.26,-1.26
FACT,28-Mar-2023,197.05,47.22,24-May-2023,333.8,11.2,373.35,0.91,14-Jun-2023,376.75,48.22,15-Jun-2023,378.5,4556,0.27,129.01,10.59
HDFCBANK,09-Mar-2009,39.9,40.45,02-Sep-2009,78.5,8.54,89.4,-9.17,24-Sep-2009,81.2,3.19,25-Sep-2009,80.2,1650,0.27,55.24,4.24
BOROLTD,07-Mar-2022,263.66,30.28,16-Sep-2022,349.11,11.03,378.18,-1.24,10-Oct-2022,373.48,5.27,11-Oct-2022,375.54,552,0.27,-11.74,-13.27
MAYURUNIQ,09-Apr-2025,441.25,30.25,27-Jun-2025,592.27,7.87,662.07,-7.49,18-Jul-2025,612.48,3.67,21-Jul-2025,618.33,3155,0.27,32.24,-11.35
TATACONSUM,11-Feb-2019,177.55,36.03,09-Oct-2019,288.15,8.59,321.75,-2.69,31-Oct-2019,313.1,10.59,01-Nov-2019,312.9,4137,0.27,55.31,9.27
AUROPHARMA,04-Jun-2018,533.35,32.99,03-Apr-2019,795.55,2.88,887.4,-6.34,26-Apr-2019,831.15,3.44,30-Apr-2019,831.15,3532,0.27,-20.37,-8.96
IRCON,17-Jun-2022,35.35,31.43,22-Mar-2023,58.6,9.73,65.15,-6.14,18-Apr-2023,61.15,5.33,19-Apr-2023,61.6,1124,0.27,252.76,215.34
JBCHEPHARM,12-Mar-2025,1504.4,21.37,16-Oct-2025,1712.3,2.39,1970.6,-7.98,10-Nov-2025,1813.3,9.78,11-Nov-2025,1824.0,5152,0.27,32.46,7.52
IMFA,20-Jun-2022,201.76,52.75,01-Sep-2023,375.31,8.7,427.01,-7.54,25-Sep-2023,394.8,24.93,26-Sep-2023,397.16,3248,0.27,69.91,-7.43
UBL,11-Apr-2023,1369.55,23.21,01-Apr-2024,1860.2,4.34,1892.4,7.32,24-Apr-2024,2030.95,9.66,25-Apr-2024,2022.4,3882,0.27,6.75,-7.31
POWERGRID,18-Mar-2020,77.5,30.52,12-Jan-2021,111.85,10.42,123.55,-8.86,03-Feb-2021,112.6,4.48,04-Feb-2021,112.6,3287,0.27,39.17,-2.66
NEOGEN,06-Feb-2023,1167.96,26.03,08-Aug-2023,1591.95,2.93,1898.07,-8.91,30-Aug-2023,1728.92,21.85,31-Aug-2023,1756.02,1070,0.26,-14.89,-11.22
CEATLTD,20-Jan-2016,890.1,31.51,04-Apr-2016,1149.8,8.93,1299.55,-9.69,28-Apr-2016,1173.6,4.58,29-Apr-2016,1152.7,2765,0.26,43.75,-10.32
HAVELLS,30-Dec-2022,1099.95,20.95,26-Jun-2023,1308.75,2.79,1474.1,-9.48,18-Jul-2023,1334.4,5.69,19-Jul-2023,1354.0,4579,0.26,30.63,-1.01
JBMA,17-Feb-2016,23.6,44.08,20-Jan-2017,55.5,11.44,62.2,-9.57,13-Feb-2017,56.25,3.39,14-Feb-2017,56.55,2795,0.26,62.51,8.93
KNAGRI,13-Mar-2024,117.3,30.65,26-Aug-2024,255.35,11.47,283.75,-7.79,16-Sep-2024,261.65,3.82,17-Sep-2024,269.0,594,0.26,-22.12,2.16
WIPRO,05-Jun-2018,94.1,23.09,26-Dec-2018,122.0,5.57,125.6,-1.23,16-Jan-2019,124.05,3.09,17-Jan-2019,124.25,3944,0.26,-1.85,6.08
LTF,14-May-2012,33.42,22.08,15-Oct-2012,45.91,7.1,45.91,5.34,07-Nov-2012,48.36,5.34,08-Nov-2012,47.67,302,0.26,32.26,38.18
JSWSTEEL,25-May-2022,528.45,31.18,06-Dec-2022,757.95,3.97,767.85,-0.38,27-Dec-2022,764.95,3.4,28-Dec-2022,761.0,4387,0.26,15.32,-5.12
LGBBROSLTD,29-Aug-2023,980.25,20.0,17-Nov-2023,1212.0,8.4,1225.35,3.82,11-Dec-2023,1272.1,3.33,12-Dec-2023,1287.0,4659,0.25,5.06,-5.46
COROMANDEL,20-Mar-2023,852.5,21.19,06-Jul-2023,992.8,5.81,1081.65,-7.13,27-Jul-2023,1004.55,4.26,28-Jul-2023,1004.55,4586,0.25,65.45,6.85
FDC,19-Mar-2021,272.25,25.48,24-May-2021,365.1,9.85,367.4,3.78,14-Jun-2021,381.3,30.5,15-Jun-2021,381.3,4058,0.25,-37.91,-10.27
CARERATING,17-Mar-2025,1075.15,29.16,21-May-2025,1838.8,9.33,1838.8,5.46,11-Jun-2025,1939.2,3.28,12-Jun-2025,1928.1,3077,0.25,-14.94,-13.56
SRHHYPOLTD,22-Nov-2021,305.65,24.18,22-Jun-2022,441.95,9.66,502.8,-6.99,13-Jul-2022,467.65,11.8,14-Jul-2022,473.9,3584,0.25,64.06,56.14
CHENNPETRO,12-Jul-2005,180.1,25.07,10-Aug-2005,214.25,8.03,240.35,-2.97,01-Sep-2005,233.2,8.87,02-Sep-2005,239.0,167,0.25,-9.87,-4.87
SOLARINDS,18-Dec-2025,11772.0,33.11,23-Apr-2026,16665.0,9.65,17598.0,-1.61,15-May-2026,17314.0,4.8,18-May-2026,17509.0,4966,0.25,27.62,-3.48
VINCOFE,16-Mar-2026,122.35,29.82,31-Jul-2026,155.34,5.83,174.33,-7.33,21-Aug-2026,161.55,4.05,24-Aug-2026,162.19,454,0.24,9.13,9.13
LT,09-Apr-2025,3054.15,22.63,09-Jul-2025,3579.7,4.4,3947.3,-7.15,30-Jul-2025,3665.1,6.56,31-Jul-2025,3625.0,5566,0.24,11.72,7.24
GARUDA,09-May-2025,89.24,39.24,19-Jun-2025,127.97,8.13,146.87,-5.46,10-Jul-2025,138.85,22.79,11-Jul-2025,139.5,182,0.24,25.33,41.2
CGCL,13-Apr-2020,27.85,46.9,17-Sep-2020,56.15,8.19,56.15,1.51,09-Oct-2020,57.0,4.23,12-Oct-2020,57.2,2395,0.24,117.13,38.2
ANMOL,26-Oct-2021,29.33,29.9,11-Mar-2022,43.9,9.77,47.77,-5.28,04-Apr-2022,45.25,6.91,05-Apr-2022,45.52,207,0.24,-10.04,-1.76
GESHIP,19-Mar-2007,191.25,28.34,11-Sep-2007,345.65,5.76,356.4,6.23,03-Oct-2007,378.6,3.83,04-Oct-2007,399.45,670,0.24,-25.07,11.62
MARUTI,28-Aug-2013,1236.35,29.04,07-Oct-2013,1528.85,8.53,1742.25,-6.14,29-Oct-2013,1635.25,7.32,30-Oct-2013,1641.0,2534,0.24,102.86,3.74
ESCORTS,28-Feb-2025,2868.95,34.42,12-Dec-2025,3847.1,6.01,4374.7,-9.43,05-Jan-2026,3962.1,3.05,06-Jan-2026,3987.8,5192,0.24,-25.95,-7.47
TITAN,04-Mar-2009,35.12,45.33,08-Jan-2010,77.78,5.54,87.95,-2.88,01-Feb-2010,85.42,10.4,02-Feb-2010,85.75,1733,0.24,102.22,116.86
HINDUNILVR,14-Jan-2014,538.4,20.54,16-Dec-2014,774.7,3.14,824.65,-2.76,07-Jan-2015,801.9,3.41,08-Jan-2015,803.9,2935,0.24,1.97,7.71
BRITANNIA,26-Dec-2016,1403.65,20.7,27-Feb-2017,1629.55,6.14,1769.95,-6.94,21-Mar-2017,1647.17,3.23,22-Mar-2017,1631.0,3476,0.23,48.36,4.72
DSSL,30-Nov-2023,596.4,25.45,30-Apr-2024,1277.0,9.69,1440.95,-7.46,22-May-2024,1333.4,3.99,23-May-2024,1433.95,4011,0.23,-20.76,-24.86
BAJAJCON,17-Dec-2013,202.95,25.44,18-Aug-2014,284.8,9.62,284.8,3.44,09-Sep-2014,294.6,3.26,10-Sep-2014,295.0,1005,0.23,58.14,45.46
ESCORTS,30-Apr-2021,1118.6,22.45,27-Oct-2021,1640.5,8.75,1640.5,9.9,18-Nov-2021,1802.85,11.2,22-Nov-2021,1811.0,4167,0.23,22.16,0.71
ACE,07-Mar-2007,34.15,56.6,03-Sep-2007,69.32,8.32,78.68,-9.23,24-Sep-2007,71.42,3.95,25-Sep-2007,72.0,246,0.23,-26.6,36.01
BAYERCROP,12-Feb-2016,3167.95,20.73,21-Apr-2016,3996.3,8.07,4146.05,-1.97,12-May-2016,4064.5,4.55,13-May-2016,4097.8,1565,0.22,15.03,1.71
POLYCAB,24-Mar-2020,579.65,50.18,14-Dec-2020,1059.8,5.89,1163.45,-1.62,05-Jan-2021,1144.65,6.54,06-Jan-2021,1150.4,426,0.22,115.34,56.68
WHEELS,03-Sep-2013,177.71,24.89,03-Jun-2014,317.55,6.46,374.78,-5.54,24-Jun-2014,354.0,20.64,25-Jun-2014,355.95,2327,0.22,77.31,23.13
