cell,exit,hard_stop,time_stop,shelf_S,vol_K,ath,obv_filter,market_gate,n_events,seeds,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,sharpe_med,trades,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,trades_per_yr,final_med
ST_14_4|h0|t120|s20|k5|a0.90|o1|g0,ST_14_4,0,120,20,5,0.9,1,0,188,10,9.1,9.1,9.1,-16.91,-16.91,0.538,1.315,184,48.4,34.55,-11.97,10.533,9,8.5,6617204.0
ST_14_4|h0|t120|s20|k5|a0.95|o0|g1,ST_14_4,0,120,20,5,0.95,0,1,403,10,9.37,9.37,9.4,-27.82,-27.9,0.337,1.069,308,41.6,35.89,-11.41,8.246,14,14.2,6981490.0
ST_14_4|h0|t120|s20|k5|a1.00|o0|g0,ST_14_4,0,120,20,5,1.0,0,0,280,10,7.64,7.64,7.64,-24.49,-24.49,0.312,1.017,245,40.8,33.89,-11.68,6.92,16,11.3,4939260.0
ST_14_4|h0|t120|s20|k5|a1.00|o1|g1,ST_14_4,0,120,20,5,1.0,1,1,103,10,7.38,7.38,7.38,-9.06,-9.06,0.815,1.546,96,46.9,38.09,-12.78,11.067,5,4.4,4688738.0
ST_14_4|h1|t0|s15|k2|a0.90|o1|g0,ST_14_4,1,0,15,2,0.9,1,0,361,10,9.88,9.88,9.88,-15.97,-15.97,0.618,1.034,325,36.0,37.0,-8.5,7.881,15,15.0,7714286.0
ST_14_4|h1|t0|s15|k2|a0.95|o0|g1,ST_14_4,1,0,15,2,0.95,0,1,759,10,11.53,11.42,11.53,-25.6,-25.6,0.45,1.088,446,36.8,36.91,-8.37,8.284,26,20.6,10657191.0
ST_14_4|h1|t0|s15|k2|a1.00|o0|g0,ST_14_4,1,0,15,2,1.0,0,0,559,10,9.95,9.95,9.95,-16.29,-16.29,0.611,1.001,437,36.4,33.11,-9.02,6.309,15,20.2,7822420.0
ST_14_4|h1|t0|s15|k2|a1.00|o1|g1,ST_14_4,1,0,15,2,1.0,1,1,204,10,8.38,8.38,8.38,-12.67,-12.67,0.662,1.263,178,34.8,44.0,-9.05,9.43,17,8.2,5733822.0
ST_14_4|h1|t0|s15|k3|a0.90|o1|g0,ST_14_4,1,0,15,3,0.9,1,0,312,10,8.8,8.8,8.8,-17.74,-17.74,0.496,1.072,289,34.9,36.8,-8.77,7.159,13,13.3,6229547.0
ST_14_4|h1|t0|s15|k3|a0.95|o0|g1,ST_14_4,1,0,15,3,0.95,0,1,664,10,11.1,11.08,11.17,-20.33,-20.33,0.546,1.075,415,35.4,38.31,-8.39,8.154,20,19.1,9805087.0
ST_14_4|h1|t0|s15|k3|a1.00|o0|g0,ST_14_4,1,0,15,3,1.0,0,0,473,10,9.41,9.41,9.41,-17.64,-17.64,0.533,1.017,375,34.1,36.65,-8.99,6.591,12,17.3,7026086.0
ST_14_4|h1|t0|s15|k3|a1.00|o1|g1,ST_14_4,1,0,15,3,1.0,1,1,176,10,7.54,7.54,7.54,-12.45,-12.45,0.606,1.253,158,32.9,43.61,-9.35,8.077,15,7.3,4838910.0
ST_14_4|h1|t0|s15|k5|a0.90|o1|g0,ST_14_4,1,0,15,5,0.9,1,0,227,10,8.73,8.73,8.73,-15.29,-15.29,0.571,1.195,213,36.6,39.4,-9.07,8.677,12,9.8,6139434.0
ST_14_4|h1|t0|s15|k5|a0.95|o0|g1,ST_14_4,1,0,15,5,0.95,0,1,477,10,10.35,10.35,10.35,-18.37,-18.37,0.563,1.105,345,35.8,39.37,-8.7,8.479,15,15.9,8465346.0
ST_14_4|h1|t0|s15|k5|a1.00|o0|g0,ST_14_4,1,0,15,5,1.0,0,0,343,10,8.93,8.93,8.93,-17.53,-17.53,0.509,1.104,289,34.6,39.05,-9.09,7.568,16,13.3,6392501.0
ST_14_4|h1|t0|s15|k5|a1.00|o1|g1,ST_14_4,1,0,15,5,1.0,1,1,129,10,7.92,7.92,7.92,-10.81,-10.81,0.733,1.447,120,36.7,47.39,-9.71,11.223,9,5.5,5227781.0
ST_14_4|h1|t0|s20|k2|a0.90|o1|g0,ST_14_4,1,0,20,2,0.9,1,0,289,10,9.33,9.33,9.33,-12.44,-12.44,0.75,1.146,272,37.5,35.68,-8.2,8.255,9,12.5,6926382.0
ST_14_4|h1|t0|s20|k2|a0.95|o0|g1,ST_14_4,1,0,20,2,0.95,0,1,652,10,11.07,11.07,11.18,-19.78,-19.78,0.56,1.116,396,36.1,38.58,-8.28,8.638,23,18.3,9757640.0
ST_14_4|h1|t0|s20|k2|a1.00|o0|g0,ST_14_4,1,0,20,2,1.0,0,0,462,10,8.94,8.94,8.94,-15.41,-15.41,0.58,1.009,373,32.7,37.33,-8.77,6.306,14,17.2,6403706.0
ST_14_4|h1|t0|s20|k2|a1.00|o1|g1,ST_14_4,1,0,20,2,1.0,1,1,164,10,7.72,7.72,7.72,-10.87,-10.87,0.71,1.364,146,34.2,44.22,-9.25,9.064,13,6.7,5017450.0
ST_14_4|h1|t0|s20|k3|a0.90|o1|g0,ST_14_4,1,0,20,3,0.9,1,0,254,10,8.51,8.51,8.51,-18.17,-18.17,0.469,1.13,242,33.9,39.5,-8.51,7.754,13,11.2,5884327.0
ST_14_4|h1|t0|s20|k3|a0.95|o0|g1,ST_14_4,1,0,20,3,0.95,0,1,568,10,11.54,11.41,11.65,-20.71,-21.51,0.557,1.14,366,35.2,43.81,-8.46,9.986,19,16.9,10676336.0
ST_14_4|h1|t0|s20|k3|a1.00|o0|g0,ST_14_4,1,0,20,3,1.0,0,0,389,10,8.91,8.91,8.91,-21.07,-21.07,0.423,1.04,317,31.5,42.96,-8.96,7.422,13,14.6,6369810.0
ST_14_4|h1|t0|s20|k3|a1.00|o1|g1,ST_14_4,1,0,20,3,1.0,1,1,141,10,7.2,7.2,7.2,-10.89,-10.89,0.661,1.37,128,32.0,46.37,-9.58,8.339,11,5.9,4514642.0
ST_14_4|h1|t0|s20|k5|a0.90|o1|g0,ST_14_4,1,0,20,5,0.9,1,0,188,10,9.08,9.08,9.08,-13.19,-13.19,0.689,1.288,183,38.8,41.14,-8.7,10.641,11,8.4,6589612.0
ST_14_4|h1|t0|s20|k5|a0.95|o0|g1,ST_14_4,1,0,20,5,0.95,0,1,403,10,10.15,10.15,10.15,-23.15,-23.15,0.438,1.163,300,36.3,40.98,-8.62,9.401,12,13.8,8140891.0
ST_14_4|h1|t0|s20|k5|a1.00|o0|g0,ST_14_4,1,0,20,5,1.0,0,0,280,10,8.21,8.21,8.21,-20.62,-20.62,0.398,1.108,244,34.8,38.03,-9.0,7.385,14,11.3,5538612.0
ST_14_4|h1|t0|s20|k5|a1.00|o1|g1,ST_14_4,1,0,20,5,1.0,1,1,103,10,7.7,7.7,7.7,-10.06,-10.06,0.765,1.574,96,39.6,46.11,-9.71,12.384,6,4.4,4992798.0
ST_14_4|h1|t120|s15|k2|a0.90|o1|g0,ST_14_4,1,120,15,2,0.9,1,0,361,10,8.47,8.47,8.47,-26.03,-26.03,0.325,0.969,337,35.6,30.77,-8.52,5.472,17,15.5,5834380.0
ST_14_4|h1|t120|s15|k2|a0.95|o0|g1,ST_14_4,1,120,15,2,0.95,0,1,759,10,9.53,9.47,9.59,-21.43,-21.43,0.445,0.99,482,35.0,31.36,-8.42,5.472,26,22.2,7198453.0
ST_14_4|h1|t120|s15|k2|a1.00|o0|g0,ST_14_4,1,120,15,2,1.0,0,0,559,10,9.0,8.94,9.03,-19.59,-19.66,0.459,0.968,454,36.6,29.3,-8.96,4.994,15,20.9,6484334.0
ST_14_4|h1|t120|s15|k2|a1.00|o1|g1,ST_14_4,1,120,15,2,1.0,1,1,204,10,7.61,7.61,7.61,-16.19,-16.19,0.47,1.294,183,35.0,36.54,-8.99,6.931,17,8.4,4905112.0
ST_14_4|h1|t120|s15|k3|a0.90|o1|g0,ST_14_4,1,120,15,3,0.9,1,0,312,10,7.54,7.54,7.54,-26.72,-26.72,0.282,1.028,301,34.6,30.49,-8.85,4.747,14,13.9,4840685.0
ST_14_4|h1|t120|s15|k3|a0.95|o0|g1,ST_14_4,1,120,15,3,0.95,0,1,664,10,10.02,9.98,10.06,-18.86,-18.86,0.531,1.041,451,34.8,33.49,-8.41,6.165,20,20.8,7926130.0
ST_14_4|h1|t120|s15|k3|a1.00|o0|g0,ST_14_4,1,120,15,3,1.0,0,0,473,10,8.38,8.37,8.38,-17.91,-17.91,0.468,0.972,395,33.2,32.87,-8.9,4.956,12,18.2,5725778.0
ST_14_4|h1|t120|s15|k3|a1.00|o1|g1,ST_14_4,1,120,15,3,1.0,1,1,176,10,6.86,6.86,6.86,-13.03,-13.03,0.527,1.311,161,32.9,36.24,-9.3,5.69,15,7.4,4218574.0
ST_14_4|h1|t120|s15|k5|a0.90|o1|g0,ST_14_4,1,120,15,5,0.9,1,0,227,10,7.84,7.84,7.84,-18.64,-18.64,0.421,1.202,221,36.7,32.86,-9.09,6.286,12,10.2,5138610.0
ST_14_4|h1|t120|s15|k5|a0.95|o0|g1,ST_14_4,1,120,15,5,0.95,0,1,477,10,9.86,9.86,9.86,-18.24,-18.24,0.541,1.126,370,34.6,36.86,-8.66,7.088,14,17.1,7688636.0
ST_14_4|h1|t120|s15|k5|a1.00|o0|g0,ST_14_4,1,120,15,5,1.0,0,0,343,10,8.55,8.55,8.55,-16.41,-16.41,0.521,1.112,302,34.8,35.65,-9.1,6.462,16,13.9,5929549.0
ST_14_4|h1|t120|s15|k5|a1.00|o1|g1,ST_14_4,1,120,15,5,1.0,1,1,129,10,7.23,7.23,7.23,-9.8,-9.8,0.738,1.565,120,36.7,39.31,-9.71,8.26,9,5.5,4546875.0
ST_14_4|h1|t120|s20|k2|a0.90|o1|g0,ST_14_4,1,120,20,2,0.9,1,0,289,10,8.22,8.22,8.22,-22.11,-22.11,0.372,1.141,282,36.5,30.54,-8.23,5.932,13,13.0,5548558.0
ST_14_4|h1|t120|s20|k2|a0.95|o0|g1,ST_14_4,1,120,20,2,0.95,0,1,652,10,11.02,10.91,11.04,-22.91,-23.09,0.479,1.177,427,36.4,35.69,-8.34,7.684,21,19.7,9651379.0
ST_14_4|h1|t120|s20|k2|a1.00|o0|g0,ST_14_4,1,120,20,2,1.0,0,0,462,10,8.44,8.44,8.44,-24.46,-24.46,0.345,1.012,389,32.6,35.01,-8.83,5.485,14,17.9,5794816.0
ST_14_4|h1|t120|s20|k2|a1.00|o1|g1,ST_14_4,1,120,20,2,1.0,1,1,164,10,7.09,7.09,7.09,-11.34,-11.34,0.625,1.45,149,34.2,37.22,-9.28,6.633,13,6.9,4418860.0
ST_14_4|h1|t120|s20|k3|a0.90|o1|g0,ST_14_4,1,120,20,3,0.9,1,0,254,10,7.44,7.44,7.44,-21.82,-21.82,0.341,1.142,248,33.5,32.73,-8.56,5.26,11,11.4,4738338.0
ST_14_4|h1|t120|s20|k3|a0.95|o0|g1,ST_14_4,1,120,20,3,0.95,0,1,568,10,10.2,10.09,10.31,-28.66,-28.66,0.356,1.109,402,33.3,39.34,-8.46,7.469,17,18.5,8222638.0
ST_14_4|h1|t120|s20|k3|a1.00|o0|g0,ST_14_4,1,120,20,3,1.0,0,0,389,10,8.13,8.13,8.13,-24.43,-24.43,0.333,1.016,337,31.2,38.29,-8.89,5.81,13,15.5,5449871.0
ST_14_4|h1|t120|s20|k3|a1.00|o1|g1,ST_14_4,1,120,20,3,1.0,1,1,141,10,6.62,6.62,6.62,-9.29,-9.29,0.713,1.516,128,32.0,38.77,-9.58,5.903,11,5.9,4019266.0
ST_14_4|h1|t120|s20|k5|a0.90|o1|g0,ST_14_4,1,120,20,5,0.9,1,0,188,10,8.34,8.34,8.34,-13.86,-13.86,0.602,1.359,185,39.5,34.56,-8.7,8.374,11,8.5,5687774.0
ST_14_4|h1|t120|s20|k5|a0.95|o0|g1,ST_14_4,1,120,20,5,0.95,0,1,403,10,9.94,9.94,9.94,-25.05,-25.05,0.397,1.198,323,35.6,38.68,-8.62,8.22,12,14.9,7807175.0
ST_14_4|h1|t120|s20|k5|a1.00|o0|g0,ST_14_4,1,120,20,5,1.0,0,0,280,10,7.8,7.8,7.8,-21.01,-21.01,0.371,1.109,255,34.9,34.79,-9.04,6.26,14,11.8,5095665.0
ST_14_4|h1|t120|s20|k5|a1.00|o1|g1,ST_14_4,1,120,20,5,1.0,1,1,103,10,7.2,7.2,7.2,-7.6,-7.6,0.947,1.733,96,39.6,39.36,-9.71,9.712,6,4.4,4516287.0
DON20|h0|t0|s15|k2|a0.90|o1|g0,DON20,0,0,15,2,0.9,1,0,361,10,7.38,7.38,7.38,-18.89,-18.89,0.391,1.06,351,40.5,21.5,-8.55,3.605,10,16.2,4689650.0
DON20|h0|t0|s15|k2|a0.95|o0|g1,DON20,0,0,15,2,0.95,0,1,759,10,8.94,8.92,8.94,-19.94,-19.94,0.448,0.997,530,40.2,22.52,-7.91,4.32,11,24.4,6403384.0
DON20|h0|t0|s15|k2|a1.00|o0|g0,DON20,0,0,15,2,1.0,0,0,559,10,7.94,7.94,7.94,-19.95,-19.95,0.398,0.91,486,38.9,22.98,-8.32,3.85,9,22.4,5243240.0
DON20|h0|t0|s15|k2|a1.00|o1|g1,DON20,0,0,15,2,1.0,1,1,204,10,6.37,6.37,6.37,-15.86,-15.86,0.402,1.253,184,39.1,23.07,-8.96,3.572,9,8.5,3816068.0
DON20|h0|t0|s15|k3|a0.90|o1|g0,DON20,0,0,15,3,0.9,1,0,312,10,6.38,6.38,6.38,-20.27,-20.27,0.315,1.017,309,39.5,20.31,-8.89,2.639,12,14.2,3825072.0
DON20|h0|t0|s15|k3|a0.95|o0|g1,DON20,0,0,15,3,0.95,0,1,664,10,8.59,8.59,8.59,-17.5,-17.5,0.491,0.981,485,40.4,23.16,-8.37,4.374,12,22.4,5969284.0
DON20|h0|t0|s15|k3|a1.00|o0|g0,DON20,0,0,15,3,1.0,0,0,473,10,7.75,7.73,7.75,-20.54,-20.54,0.378,0.979,424,39.6,23.17,-8.49,4.058,11,19.6,5052526.0
DON20|h0|t0|s15|k3|a1.00|o1|g1,DON20,0,0,15,3,1.0,1,1,176,10,5.72,5.72,5.72,-13.66,-13.66,0.419,1.29,161,36.6,21.91,-9.18,2.214,8,7.4,3340374.0
DON20|h0|t0|s15|k5|a0.90|o1|g0,DON20,0,0,15,5,0.9,1,0,227,10,5.99,5.99,5.99,-13.7,-13.7,0.437,1.177,227,41.4,19.2,-9.64,2.301,7,10.5,3532598.0
DON20|h0|t0|s15|k5|a0.95|o0|g1,DON20,0,0,15,5,0.95,0,1,477,10,6.81,6.81,6.81,-17.66,-17.66,0.385,0.962,393,42.2,19.11,-9.09,2.823,11,18.1,4170916.0
DON20|h0|t0|s15|k5|a1.00|o0|g0,DON20,0,0,15,5,1.0,0,0,343,10,7.21,7.19,7.23,-17.82,-17.82,0.405,1.06,320,41.0,22.2,-9.01,3.812,9,14.8,4523032.0
DON20|h0|t0|s15|k5|a1.00|o1|g1,DON20,0,0,15,5,1.0,1,1,129,10,6.08,6.08,6.08,-11.72,-11.72,0.519,1.565,120,39.2,25.62,-10.29,3.778,9,5.5,3599591.0
DON20|h0|t0|s20|k2|a0.90|o1|g0,DON20,0,0,20,2,0.9,1,0,289,10,7.46,7.46,7.46,-15.62,-15.62,0.478,1.241,286,42.0,21.52,-8.03,4.371,10,13.2,4763000.0
DON20|h0|t0|s20|k2|a0.95|o0|g1,DON20,0,0,20,2,0.95,0,1,652,10,8.42,8.41,8.45,-16.69,-16.69,0.505,1.034,473,40.0,22.9,-7.98,4.365,15,21.8,5776375.0
DON20|h0|t0|s20|k2|a1.00|o0|g0,DON20,0,0,20,2,1.0,0,0,462,10,6.7,6.7,6.7,-17.7,-17.7,0.378,0.893,417,37.2,21.94,-8.21,2.997,11,19.2,4081766.0
DON20|h0|t0|s20|k2|a1.00|o1|g1,DON20,0,0,20,2,1.0,1,1,164,10,6.07,6.07,6.07,-6.62,-6.62,0.917,1.512,149,37.6,23.43,-9.0,3.191,8,6.9,3592910.0
DON20|h0|t0|s20|k3|a0.90|o1|g0,DON20,0,0,20,3,0.9,1,0,254,10,6.66,6.66,6.66,-13.93,-13.93,0.478,1.258,254,38.6,21.88,-8.24,3.383,8,11.7,4052154.0
DON20|h0|t0|s20|k3|a0.95|o0|g1,DON20,0,0,20,3,0.95,0,1,568,10,7.99,7.98,8.05,-19.41,-19.41,0.411,1.024,428,40.0,22.67,-8.12,4.183,12,19.7,5292716.0
DON20|h0|t0|s20|k3|a1.00|o0|g0,DON20,0,0,20,3,1.0,0,0,389,10,7.27,7.16,7.27,-18.98,-18.98,0.383,1.019,353,38.5,23.83,-8.38,4.029,10,16.3,4585476.0
DON20|h0|t0|s20|k3|a1.00|o1|g1,DON20,0,0,20,3,1.0,1,1,141,10,5.89,5.89,5.89,-6.38,-6.38,0.924,1.606,128,35.9,24.35,-9.07,2.938,7,5.9,3461954.0
DON20|h0|t0|s20|k5|a0.90|o1|g0,DON20,0,0,20,5,0.9,1,0,188,10,6.78,6.78,6.78,-8.84,-8.84,0.766,1.474,188,45.7,19.64,-8.84,4.185,9,8.7,4146668.0
DON20|h0|t0|s20|k5|a0.95|o0|g1,DON20,0,0,20,5,0.95,0,1,403,10,7.58,7.58,7.58,-18.85,-18.85,0.402,1.109,335,44.2,20.4,-8.62,4.204,9,15.4,4875545.0
DON20|h0|t0|s20|k5|a1.00|o0|g0,DON20,0,0,20,5,1.0,0,0,280,10,7.24,7.24,7.24,-17.7,-17.7,0.409,1.156,263,42.6,22.29,-8.6,4.553,10,12.1,4550441.0
DON20|h0|t0|s20|k5|a1.00|o1|g1,DON20,0,0,20,5,1.0,1,1,103,10,6.38,6.38,6.38,-6.93,-6.93,0.92,1.82,96,43.8,25.01,-9.58,5.551,6,4.4,3823762.0
DON20|h0|t120|s15|k2|a0.90|o1|g0,DON20,0,120,15,2,0.9,1,0,361,10,7.47,7.47,7.47,-18.8,-18.8,0.398,1.074,351,40.5,21.73,-8.55,3.7,10,16.2,4772862.0
DON20|h0|t120|s15|k2|a0.95|o0|g1,DON20,0,120,15,2,0.95,0,1,759,10,8.02,7.99,8.1,-13.59,-14.0,0.591,0.954,535,39.6,20.46,-7.91,3.339,11,24.7,5336630.0
DON20|h0|t120|s15|k2|a1.00|o0|g0,DON20,0,120,15,2,1.0,0,0,559,10,7.24,7.24,7.24,-14.71,-14.71,0.492,0.889,491,38.7,20.65,-8.31,2.895,9,22.6,4549857.0
DON20|h0|t120|s15|k2|a1.00|o1|g1,DON20,0,120,15,2,1.0,1,1,204,10,6.37,6.37,6.37,-15.86,-15.86,0.402,1.253,184,39.1,23.07,-8.96,3.572,9,8.5,3816068.0
DON20|h0|t120|s15|k3|a0.90|o1|g0,DON20,0,120,15,3,0.9,1,0,312,10,6.46,6.46,6.46,-20.16,-20.16,0.321,1.031,309,39.2,20.75,-8.85,2.739,12,14.2,3887837.0
DON20|h0|t120|s15|k3|a0.95|o0|g1,DON20,0,120,15,3,0.95,0,1,664,10,7.88,7.88,7.88,-18.56,-18.56,0.425,0.956,491,40.5,20.77,-8.32,3.469,12,22.6,5183888.0
DON20|h0|t120|s15|k3|a1.00|o0|g0,DON20,0,120,15,3,1.0,0,0,473,10,7.07,7.01,7.07,-13.43,-14.03,0.527,0.978,427,39.6,20.55,-8.5,3.0,11,19.7,4402832.0
DON20|h0|t120|s15|k3|a1.00|o1|g1,DON20,0,120,15,3,1.0,1,1,176,10,5.72,5.72,5.72,-13.66,-13.66,0.419,1.29,161,36.6,21.91,-9.18,2.214,8,7.4,3340374.0
DON20|h0|t120|s15|k5|a0.90|o1|g0,DON20,0,120,15,5,0.9,1,0,227,10,6.02,6.02,6.02,-13.73,-13.73,0.439,1.186,227,41.4,19.34,-9.64,2.361,7,10.5,3555464.0
DON20|h0|t120|s15|k5|a0.95|o0|g1,DON20,0,120,15,5,0.95,0,1,477,10,6.73,6.73,6.73,-14.58,-14.58,0.462,0.977,392,42.3,18.77,-9.1,2.701,11,18.1,4106570.0
DON20|h0|t120|s15|k5|a1.00|o0|g0,DON20,0,120,15,5,1.0,0,0,343,10,7.12,7.1,7.14,-15.19,-15.19,0.469,1.085,320,41.0,21.75,-9.01,3.628,9,14.8,4446582.0
DON20|h0|t120|s15|k5|a1.00|o1|g1,DON20,0,120,15,5,1.0,1,1,129,10,6.08,6.08,6.08,-11.72,-11.72,0.519,1.565,120,39.2,25.62,-10.29,3.778,9,5.5,3599591.0
DON20|h0|t120|s20|k2|a0.90|o1|g0,DON20,0,120,20,2,0.9,1,0,289,10,7.36,7.36,7.36,-15.64,-15.64,0.471,1.244,286,42.0,20.95,-8.03,4.13,10,13.2,4665666.0
DON20|h0|t120|s20|k2|a0.95|o0|g1,DON20,0,120,20,2,0.95,0,1,652,10,8.25,8.24,8.27,-15.83,-15.87,0.522,1.049,477,40.3,21.81,-7.97,4.019,15,22.0,5586382.0
DON20|h0|t120|s20|k2|a1.00|o0|g0,DON20,0,120,20,2,1.0,0,0,462,10,6.6,6.6,6.6,-14.61,-14.61,0.452,0.917,418,37.1,21.39,-8.19,2.776,11,19.3,3999928.0
DON20|h0|t120|s20|k2|a1.00|o1|g1,DON20,0,120,20,2,1.0,1,1,164,10,6.07,6.07,6.07,-6.62,-6.62,0.917,1.512,149,37.6,23.43,-9.0,3.191,8,6.9,3592910.0
DON20|h0|t120|s20|k3|a0.90|o1|g0,DON20,0,120,20,3,0.9,1,0,254,10,6.75,6.75,6.75,-13.96,-13.96,0.483,1.277,254,38.6,22.24,-8.24,3.524,8,11.7,4123108.0
DON20|h0|t120|s20|k3|a0.95|o0|g1,DON20,0,120,20,3,0.95,0,1,568,10,7.88,7.87,7.88,-19.39,-19.39,0.406,1.04,432,39.8,22.17,-8.1,3.951,12,19.9,5181142.0
DON20|h0|t120|s20|k3|a1.00|o0|g0,DON20,0,120,20,3,1.0,0,0,389,10,7.1,7.07,7.12,-18.12,-18.26,0.392,1.043,357,38.0,23.27,-8.36,3.672,10,16.5,4424484.0
DON20|h0|t120|s20|k3|a1.00|o1|g1,DON20,0,120,20,3,1.0,1,1,141,10,5.89,5.89,5.89,-6.38,-6.38,0.924,1.606,128,35.9,24.35,-9.07,2.938,7,5.9,3461954.0
DON20|h0|t120|s20|k5|a0.90|o1|g0,DON20,0,120,20,5,0.9,1,0,188,10,6.81,6.81,6.81,-8.86,-8.86,0.768,1.485,188,45.7,19.79,-8.84,4.257,9,8.7,4173579.0
DON20|h0|t120|s20|k5|a0.95|o0|g1,DON20,0,120,20,5,0.95,0,1,403,10,7.48,7.48,7.48,-18.92,-18.92,0.395,1.118,339,44.0,20.04,-8.62,3.973,9,15.6,4775897.0
DON20|h0|t120|s20|k5|a1.00|o0|g0,DON20,0,120,20,5,1.0,0,0,280,10,7.04,7.04,7.04,-18.21,-18.21,0.387,1.17,267,41.9,21.93,-8.72,4.137,10,12.3,4374710.0
DON20|h0|t120|s20|k5|a1.00|o1|g1,DON20,0,120,20,5,1.0,1,1,103,10,6.38,6.38,6.38,-6.93,-6.93,0.92,1.82,96,43.8,25.01,-9.58,5.551,6,4.4,3823762.0
DON20|h1|t0|s15|k2|a0.90|o1|g0,DON20,1,0,15,2,0.9,1,0,361,10,7.14,7.14,7.14,-17.59,-17.59,0.406,1.118,354,36.7,21.63,-7.6,3.132,13,16.3,4461628.0
DON20|h1|t0|s15|k2|a0.95|o0|g1,DON20,1,0,15,2,0.95,0,1,759,10,7.47,7.42,7.51,-12.11,-12.11,0.617,0.946,550,35.8,20.64,-7.33,2.665,12,25.4,4772807.0
DON20|h1|t0|s15|k2|a1.00|o0|g0,DON20,1,0,15,2,1.0,0,0,559,10,6.63,6.63,6.81,-12.69,-13.1,0.523,0.894,502,36.3,19.18,-7.59,2.117,10,23.1,4027504.0
DON20|h1|t0|s15|k2|a1.00|o1|g1,DON20,1,0,15,2,1.0,1,1,204,10,5.89,5.89,5.89,-15.3,-15.3,0.385,1.295,184,35.3,20.91,-7.89,2.28,17,8.5,3459108.0
DON20|h1|t0|s15|k3|a0.90|o1|g0,DON20,1,0,15,3,0.9,1,0,312,10,5.53,5.53,5.53,-19.84,-19.84,0.279,1.013,310,34.2,19.13,-7.89,1.353,14,14.3,3216038.0
DON20|h1|t0|s15|k3|a0.95|o0|g1,DON20,1,0,15,3,0.95,0,1,664,10,6.79,6.74,6.85,-16.04,-16.04,0.423,0.876,506,36.0,20.05,-7.68,2.28,11,23.3,4156196.0
DON20|h1|t0|s15|k3|a1.00|o0|g0,DON20,1,0,15,3,1.0,0,0,473,10,6.26,6.26,6.26,-15.42,-15.42,0.406,0.887,434,36.6,18.64,-7.74,1.922,9,20.0,3733436.0
DON20|h1|t0|s15|k3|a1.00|o1|g1,DON20,1,0,15,3,1.0,1,1,176,10,5.16,5.16,5.16,-11.88,-11.88,0.435,1.333,161,32.3,18.55,-8.07,0.531,10,7.4,2980460.0
DON20|h1|t0|s15|k5|a0.90|o1|g0,DON20,1,0,15,5,0.9,1,0,227,10,5.76,5.76,5.76,-11.72,-11.72,0.492,1.253,227,37.0,19.0,-8.44,1.714,9,10.5,3372390.0
DON20|h1|t0|s15|k5|a0.95|o0|g1,DON20,1,0,15,5,0.95,0,1,477,10,7.12,7.12,7.2,-18.98,-18.98,0.375,1.014,403,39.2,20.28,-8.15,2.998,14,18.6,4446850.0
DON20|h1|t0|s15|k5|a1.00|o0|g0,DON20,1,0,15,5,1.0,0,0,343,10,7.06,7.06,7.06,-16.2,-16.2,0.436,1.12,326,38.0,22.05,-8.1,3.372,14,15.0,4388244.0
DON20|h1|t0|s15|k5|a1.00|o1|g1,DON20,1,0,15,5,1.0,1,1,129,10,6.15,6.15,6.15,-9.42,-9.42,0.652,1.699,120,35.8,26.02,-8.66,3.767,10,5.5,3645752.0
DON20|h1|t0|s20|k2|a0.90|o1|g0,DON20,1,0,20,2,0.9,1,0,289,10,6.61,6.61,6.61,-15.46,-15.46,0.428,1.241,288,37.8,19.72,-7.28,2.941,12,13.3,4009624.0
DON20|h1|t0|s20|k2|a0.95|o0|g1,DON20,1,0,20,2,0.95,0,1,652,10,8.35,8.35,8.37,-15.45,-15.45,0.541,1.072,483,37.3,23.06,-7.26,4.044,16,22.3,5698827.0
DON20|h1|t0|s20|k2|a1.00|o0|g0,DON20,1,0,20,2,1.0,0,0,462,10,6.31,6.31,6.31,-14.59,-14.59,0.432,0.907,429,34.5,20.8,-7.44,2.303,12,19.8,3770318.0
DON20|h1|t0|s20|k2|a1.00|o1|g1,DON20,1,0,20,2,1.0,1,1,164,10,5.57,5.57,5.57,-7.15,-7.15,0.779,1.621,149,33.6,20.35,-7.88,1.592,19,6.9,3241323.0
DON20|h1|t0|s20|k3|a0.90|o1|g0,DON20,1,0,20,3,0.9,1,0,254,10,5.63,5.63,5.63,-13.47,-13.47,0.418,1.23,254,33.9,19.49,-7.61,1.562,11,11.7,3282030.0
DON20|h1|t0|s20|k3|a0.95|o0|g1,DON20,1,0,20,3,0.95,0,1,568,10,7.36,7.36,7.43,-16.85,-16.85,0.437,0.978,441,36.3,22.33,-7.52,3.309,13,20.3,4662942.0
DON20|h1|t0|s20|k3|a1.00|o0|g0,DON20,1,0,20,3,1.0,0,0,389,10,6.51,6.51,6.51,-16.03,-16.03,0.406,0.958,363,34.7,22.67,-7.78,2.789,10,16.7,3925170.0
DON20|h1|t0|s20|k3|a1.00|o1|g1,DON20,1,0,20,3,1.0,1,1,141,10,5.26,5.26,5.26,-5.62,-5.62,0.936,1.713,128,31.2,19.87,-8.08,0.655,12,5.9,3038580.0
