cell,exit,hard_stop,time_stop,shelf_S,vol_K,ath,obv_filter,market_gate,n_events,seeds,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,sharpe_med,trades,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,trades_per_yr,final_med
ST_10_3|h0|t0|s20|k5|a1.00|o1|g1,ST_10_3,0,0,20,5,1.0,1,1,103,10,7.32,7.32,7.32,-8.39,-8.39,0.872,1.835,96,43.8,36.65,-10.53,10.108,6,4.4,4627704.0
ST_10_3|h0|t120|s15|k2|a0.90|o1|g0,ST_10_3,0,120,15,2,0.9,1,0,361,10,8.36,8.36,8.36,-17.51,-17.51,0.478,1.11,343,39.1,27.72,-9.18,5.239,9,15.8,5710170.0
ST_10_3|h0|t120|s15|k2|a0.95|o0|g1,ST_10_3,0,120,15,2,0.95,0,1,759,10,8.87,8.87,8.9,-17.6,-17.6,0.504,0.942,497,38.0,25.93,-8.54,4.568,17,22.9,6314478.0
ST_10_3|h0|t120|s15|k2|a1.00|o0|g0,ST_10_3,0,120,15,2,1.0,0,0,559,10,8.24,8.24,8.24,-15.81,-15.81,0.521,0.934,466,37.6,26.13,-9.18,4.081,15,21.5,5571136.0
ST_10_3|h0|t120|s15|k2|a1.00|o1|g1,ST_10_3,0,120,15,2,1.0,1,1,204,10,6.97,6.97,6.97,-15.76,-15.76,0.443,1.287,184,38.0,30.26,-10.06,5.281,15,8.5,4315748.0
ST_10_3|h0|t120|s15|k3|a0.90|o1|g0,ST_10_3,0,120,15,3,0.9,1,0,312,10,7.94,7.94,7.94,-18.08,-18.08,0.439,1.133,300,39.7,27.78,-9.62,5.217,12,13.8,5239857.0
ST_10_3|h0|t120|s15|k3|a0.95|o0|g1,ST_10_3,0,120,15,3,0.95,0,1,664,10,9.71,9.7,9.74,-17.76,-17.76,0.547,1.031,454,41.0,26.88,-9.02,5.689,15,20.9,7465678.0
ST_10_3|h0|t120|s15|k3|a1.00|o0|g0,ST_10_3,0,120,15,3,1.0,0,0,473,10,7.75,7.67,7.78,-16.62,-16.62,0.466,0.925,412,37.2,26.5,-9.44,3.945,14,19.0,5046592.0
ST_10_3|h0|t120|s15|k3|a1.00|o1|g1,ST_10_3,0,120,15,3,1.0,1,1,176,10,6.41,6.41,6.41,-14.73,-14.73,0.435,1.305,161,37.9,28.68,-10.54,4.32,13,7.4,3847074.0
ST_10_3|h0|t120|s15|k5|a0.90|o1|g0,ST_10_3,0,120,15,5,0.9,1,0,227,10,7.62,7.62,7.62,-15.29,-15.29,0.498,1.267,225,41.8,27.7,-10.26,5.596,9,10.4,4913763.0
ST_10_3|h0|t120|s15|k5|a0.95|o0|g1,ST_10_3,0,120,15,5,0.95,0,1,477,10,8.7,8.68,8.72,-17.03,-17.03,0.511,1.025,381,41.0,27.26,-9.91,5.354,10,17.6,6108622.0
ST_10_3|h0|t120|s15|k5|a1.00|o0|g0,ST_10_3,0,120,15,5,1.0,0,0,343,10,7.68,7.68,7.68,-14.71,-14.71,0.522,1.051,314,40.8,26.32,-10.11,4.742,12,14.5,4978372.0
ST_10_3|h0|t120|s15|k5|a1.00|o1|g1,ST_10_3,0,120,15,5,1.0,1,1,129,10,6.68,6.68,6.68,-10.58,-10.58,0.631,1.593,120,40.0,31.61,-11.01,6.035,8,5.5,4066460.0
ST_10_3|h0|t120|s20|k2|a0.90|o1|g0,ST_10_3,0,120,20,2,0.9,1,0,289,10,8.2,8.2,8.2,-17.74,-17.74,0.462,1.227,283,39.6,28.66,-9.03,5.883,8,13.0,5520970.0
ST_10_3|h0|t120|s20|k2|a0.95|o0|g1,ST_10_3,0,120,20,2,0.95,0,1,652,10,9.61,9.61,9.64,-19.6,-19.7,0.491,1.076,454,39.4,28.24,-8.81,5.799,14,20.9,7322436.0
ST_10_3|h0|t120|s20|k2|a1.00|o0|g0,ST_10_3,0,120,20,2,1.0,0,0,462,10,7.82,7.82,7.82,-21.79,-21.79,0.359,0.975,404,36.1,28.15,-9.01,4.421,12,18.6,5124128.0
ST_10_3|h0|t120|s20|k2|a1.00|o1|g1,ST_10_3,0,120,20,2,1.0,1,1,164,10,7.0,7.0,7.0,-9.08,-9.08,0.771,1.513,149,38.3,32.25,-9.98,6.178,11,6.9,4335583.0
ST_10_3|h0|t120|s20|k3|a0.90|o1|g0,ST_10_3,0,120,20,3,0.9,1,0,254,10,7.61,7.61,7.61,-17.43,-17.43,0.437,1.239,251,38.6,29.2,-9.51,5.451,11,11.6,4903885.0
ST_10_3|h0|t120|s20|k3|a0.95|o0|g1,ST_10_3,0,120,20,3,0.95,0,1,568,10,9.84,9.83,10.0,-24.54,-24.54,0.401,1.105,411,39.3,31.0,-9.2,6.569,12,19.0,7657754.0
ST_10_3|h0|t120|s20|k3|a1.00|o0|g0,ST_10_3,0,120,20,3,1.0,0,0,389,10,7.37,7.37,7.37,-22.2,-22.2,0.332,0.957,353,35.4,29.42,-9.38,4.363,12,16.3,4677362.0
ST_10_3|h0|t120|s20|k3|a1.00|o1|g1,ST_10_3,0,120,20,3,1.0,1,1,141,10,6.68,6.68,6.68,-9.23,-9.23,0.724,1.615,128,38.3,32.01,-10.36,5.857,10,5.9,4065014.0
ST_10_3|h0|t120|s20|k5|a0.90|o1|g0,ST_10_3,0,120,20,5,0.9,1,0,188,10,8.37,8.37,8.37,-11.76,-11.76,0.712,1.508,188,45.2,29.94,-9.91,8.109,7,8.7,5717498.0
ST_10_3|h0|t120|s20|k5|a0.95|o0|g1,ST_10_3,0,120,20,5,0.95,0,1,403,10,8.82,8.82,8.82,-22.72,-22.72,0.388,1.129,337,41.2,28.44,-9.65,6.062,11,15.5,6258988.0
ST_10_3|h0|t120|s20|k5|a1.00|o0|g0,ST_10_3,0,120,20,5,1.0,0,0,280,10,7.31,7.31,7.31,-18.61,-18.61,0.393,1.118,262,39.7,27.36,-9.77,4.967,10,12.1,4622673.0
ST_10_3|h0|t120|s20|k5|a1.00|o1|g1,ST_10_3,0,120,20,5,1.0,1,1,103,10,7.06,7.06,7.06,-8.09,-8.09,0.873,1.856,96,43.8,33.63,-10.53,8.787,6,4.4,4392166.0
ST_10_3|h1|t0|s15|k2|a0.90|o1|g0,ST_10_3,1,0,15,2,0.9,1,0,361,10,8.58,8.58,8.58,-16.08,-16.08,0.534,1.21,349,34.4,30.0,-7.77,5.218,9,16.1,5963051.0
ST_10_3|h1|t0|s15|k2|a0.95|o0|g1,ST_10_3,1,0,15,2,0.95,0,1,759,10,9.66,9.66,9.67,-16.97,-16.97,0.569,1.043,522,35.4,27.68,-7.64,4.881,22,24.1,7392412.0
ST_10_3|h1|t0|s15|k2|a1.00|o0|g0,ST_10_3,1,0,15,2,1.0,0,0,559,10,8.73,8.73,8.73,-13.63,-13.63,0.64,1.013,481,34.7,27.36,-8.02,4.265,18,22.2,6138462.0
ST_10_3|h1|t0|s15|k2|a1.00|o1|g1,ST_10_3,1,0,15,2,1.0,1,1,204,10,7.56,7.56,7.56,-14.48,-14.48,0.522,1.421,184,35.9,33.02,-8.3,6.522,15,8.5,4862402.0
ST_10_3|h1|t0|s15|k3|a0.90|o1|g0,ST_10_3,1,0,15,3,0.9,1,0,312,10,7.96,7.96,7.96,-17.38,-17.38,0.458,1.204,305,34.8,29.57,-8.01,5.046,18,14.1,5269354.0
ST_10_3|h1|t0|s15|k3|a0.95|o0|g1,ST_10_3,1,0,15,3,0.95,0,1,664,10,9.21,9.18,9.3,-14.7,-14.7,0.627,1.029,484,35.6,27.44,-7.84,4.717,18,22.3,6760084.0
ST_10_3|h1|t0|s15|k3|a1.00|o0|g0,ST_10_3,1,0,15,3,1.0,0,0,473,10,7.9,7.9,7.9,-15.61,-15.61,0.506,0.978,418,34.4,26.83,-8.17,3.892,17,19.3,5198369.0
ST_10_3|h1|t0|s15|k3|a1.00|o1|g1,ST_10_3,1,0,15,3,1.0,1,1,176,10,6.8,6.8,6.8,-10.29,-10.29,0.661,1.426,161,34.8,31.29,-8.67,5.227,14,7.4,4168902.0
ST_10_3|h1|t0|s15|k5|a0.90|o1|g0,ST_10_3,1,0,15,5,0.9,1,0,227,10,7.4,7.4,7.4,-12.4,-12.4,0.597,1.343,225,36.4,28.36,-8.44,4.974,11,10.4,4706635.0
ST_10_3|h1|t0|s15|k5|a0.95|o0|g1,ST_10_3,1,0,15,5,0.95,0,1,477,10,9.36,9.32,9.36,-14.93,-14.93,0.627,1.135,390,37.9,28.78,-8.28,5.785,14,18.0,6965826.0
ST_10_3|h1|t0|s15|k5|a1.00|o0|g0,ST_10_3,1,0,15,5,1.0,0,0,343,10,8.24,8.24,8.24,-13.61,-13.61,0.605,1.17,316,36.7,29.35,-8.54,5.37,14,14.6,5566880.0
ST_10_3|h1|t0|s15|k5|a1.00|o1|g1,ST_10_3,1,0,15,5,1.0,1,1,129,10,7.01,7.01,7.01,-8.8,-8.8,0.796,1.755,120,35.8,35.78,-9.04,7.023,9,5.5,4344105.0
ST_10_3|h1|t0|s20|k2|a0.90|o1|g0,ST_10_3,1,0,20,2,0.9,1,0,289,10,8.43,8.43,8.43,-15.14,-15.14,0.557,1.295,283,35.7,30.82,-7.6,6.112,9,13.0,5781192.0
ST_10_3|h1|t0|s20|k2|a0.95|o0|g1,ST_10_3,1,0,20,2,0.95,0,1,652,10,9.77,9.77,9.77,-18.98,-18.98,0.515,1.104,461,34.7,31.12,-7.57,5.855,15,21.3,7557368.0
ST_10_3|h1|t0|s20|k2|a1.00|o0|g0,ST_10_3,1,0,20,2,1.0,0,0,462,10,7.82,7.82,7.82,-19.38,-19.38,0.403,0.984,412,30.8,31.53,-7.85,4.289,17,19.0,5118946.0
ST_10_3|h1|t0|s20|k2|a1.00|o1|g1,ST_10_3,1,0,20,2,1.0,1,1,164,10,7.25,7.25,7.25,-8.83,-8.83,0.821,1.592,149,34.9,35.56,-8.51,6.868,11,6.9,4565754.0
ST_10_3|h1|t0|s20|k3|a0.90|o1|g0,ST_10_3,1,0,20,3,0.9,1,0,254,10,7.53,7.53,7.53,-14.16,-14.16,0.532,1.28,252,34.1,30.77,-8.1,5.165,16,11.6,4832036.0
ST_10_3|h1|t0|s20|k3|a0.95|o0|g1,ST_10_3,1,0,20,3,0.95,0,1,568,10,9.67,9.67,9.82,-21.97,-21.97,0.44,1.114,424,33.7,33.64,-7.85,6.143,14,19.6,7405136.0
ST_10_3|h1|t0|s20|k3|a1.00|o0|g0,ST_10_3,1,0,20,3,1.0,0,0,389,10,7.81,7.81,7.81,-17.95,-17.95,0.435,1.026,354,31.4,33.32,-8.24,4.794,15,16.3,5111320.0
ST_10_3|h1|t0|s20|k3|a1.00|o1|g1,ST_10_3,1,0,20,3,1.0,1,1,141,10,6.88,6.88,6.88,-6.81,-6.81,1.01,1.686,128,35.2,35.09,-8.98,6.516,11,5.9,4235053.0
ST_10_3|h1|t0|s20|k5|a0.90|o1|g0,ST_10_3,1,0,20,5,0.9,1,0,188,10,8.0,8.0,8.0,-8.7,-8.7,0.92,1.518,188,41.0,29.4,-8.43,7.063,9,8.7,5305272.0
ST_10_3|h1|t0|s20|k5|a0.95|o0|g1,ST_10_3,1,0,20,5,0.95,0,1,403,10,9.42,9.42,9.42,-20.23,-20.23,0.466,1.226,340,38.2,30.67,-8.24,6.639,12,15.7,7051178.0
ST_10_3|h1|t0|s20|k5|a1.00|o0|g0,ST_10_3,1,0,20,5,1.0,0,0,280,10,7.81,7.81,7.81,-14.86,-14.86,0.525,1.195,264,37.1,29.26,-8.44,5.552,10,12.2,5107128.0
ST_10_3|h1|t0|s20|k5|a1.00|o1|g1,ST_10_3,1,0,20,5,1.0,1,1,103,10,7.17,7.17,7.17,-6.25,-6.25,1.148,1.945,96,40.6,35.87,-9.08,9.179,7,4.4,4488611.0
ST_10_3|h1|t120|s15|k2|a0.90|o1|g0,ST_10_3,1,120,15,2,0.9,1,0,361,10,7.91,7.91,7.91,-17.2,-17.2,0.46,1.176,352,34.4,27.41,-7.78,4.319,9,16.2,5209172.0
ST_10_3|h1|t120|s15|k2|a0.95|o0|g1,ST_10_3,1,120,15,2,0.95,0,1,759,10,8.83,8.83,8.83,-16.19,-16.19,0.545,1.008,525,35.4,25.31,-7.61,4.051,21,24.2,6263641.0
ST_10_3|h1|t120|s15|k2|a1.00|o0|g0,ST_10_3,1,120,15,2,1.0,0,0,559,10,8.14,8.1,8.17,-13.42,-13.42,0.607,0.98,485,34.8,25.43,-7.99,3.622,18,22.4,5464492.0
ST_10_3|h1|t120|s15|k2|a1.00|o1|g1,ST_10_3,1,120,15,2,1.0,1,1,204,10,7.19,7.19,7.19,-14.13,-14.13,0.509,1.426,184,35.9,30.26,-8.3,5.53,15,8.5,4507969.0
ST_10_3|h1|t120|s15|k3|a0.90|o1|g0,ST_10_3,1,120,15,3,0.9,1,0,312,10,7.56,7.56,7.56,-16.68,-16.68,0.453,1.206,307,34.9,27.57,-8.04,4.373,18,14.2,4862026.0
ST_10_3|h1|t120|s15|k3|a0.95|o0|g1,ST_10_3,1,120,15,3,0.95,0,1,664,10,8.74,8.71,8.83,-16.44,-16.44,0.532,1.01,488,35.6,26.03,-7.84,4.191,18,22.5,6153962.0
ST_10_3|h1|t120|s15|k3|a1.00|o0|g0,ST_10_3,1,120,15,3,1.0,0,0,473,10,7.55,7.48,7.55,-14.57,-14.57,0.518,0.967,422,34.1,25.8,-8.14,3.439,17,19.5,4850766.0
ST_10_3|h1|t120|s15|k3|a1.00|o1|g1,ST_10_3,1,120,15,3,1.0,1,1,176,10,6.55,6.55,6.55,-9.6,-9.6,0.682,1.45,161,34.8,29.06,-8.67,4.451,14,7.4,3960012.0
ST_10_3|h1|t120|s15|k5|a0.90|o1|g0,ST_10_3,1,120,15,5,0.9,1,0,227,10,7.27,7.27,7.27,-11.82,-11.82,0.615,1.364,225,36.4,27.51,-8.44,4.665,11,10.4,4583080.0
ST_10_3|h1|t120|s15|k5|a0.95|o0|g1,ST_10_3,1,120,15,5,0.95,0,1,477,10,9.05,9.05,9.09,-14.63,-14.63,0.618,1.136,394,37.6,27.89,-8.28,5.305,13,18.2,6543866.0
ST_10_3|h1|t120|s15|k5|a1.00|o0|g0,ST_10_3,1,120,15,5,1.0,0,0,343,10,7.69,7.69,7.69,-13.73,-13.73,0.56,1.131,320,36.2,27.34,-8.55,4.463,14,14.8,4986890.0
ST_10_3|h1|t120|s15|k5|a1.00|o1|g1,ST_10_3,1,120,15,5,1.0,1,1,129,10,6.71,6.71,6.71,-8.48,-8.48,0.792,1.75,120,35.8,32.53,-9.04,5.86,9,5.5,4091323.0
ST_10_3|h1|t120|s20|k2|a0.90|o1|g0,ST_10_3,1,120,20,2,0.9,1,0,289,10,7.88,7.88,7.88,-16.7,-16.7,0.472,1.289,286,35.3,28.4,-7.58,5.127,9,13.2,5181961.0
ST_10_3|h1|t120|s20|k2|a0.95|o0|g1,ST_10_3,1,120,20,2,0.95,0,1,652,10,9.41,9.4,9.41,-19.58,-19.58,0.481,1.123,467,35.1,28.89,-7.56,5.242,18,21.5,7036996.0
ST_10_3|h1|t120|s20|k2|a1.00|o0|g0,ST_10_3,1,120,20,2,1.0,0,0,462,10,7.42,7.34,7.42,-18.85,-19.36,0.394,0.979,414,30.9,29.4,-7.82,3.686,17,19.1,4725506.0
ST_10_3|h1|t120|s20|k2|a1.00|o1|g1,ST_10_3,1,120,20,2,1.0,1,1,164,10,6.83,6.83,6.83,-8.4,-8.4,0.813,1.604,149,34.9,31.66,-8.51,5.509,11,6.9,4189061.0
ST_10_3|h1|t120|s20|k3|a0.90|o1|g0,ST_10_3,1,120,20,3,0.9,1,0,254,10,7.25,7.25,7.25,-13.38,-13.38,0.542,1.307,252,34.1,29.01,-8.1,4.565,15,11.6,4559960.0
ST_10_3|h1|t120|s20|k3|a0.95|o0|g1,ST_10_3,1,120,20,3,0.95,0,1,568,10,9.28,9.28,9.39,-21.88,-21.88,0.424,1.123,431,34.6,30.64,-7.86,5.449,14,19.9,6852623.0
ST_10_3|h1|t120|s20|k3|a1.00|o0|g0,ST_10_3,1,120,20,3,1.0,0,0,389,10,7.19,7.19,7.19,-18.39,-18.39,0.391,0.999,358,31.0,30.62,-8.21,3.83,15,16.5,4512161.0
ST_10_3|h1|t120|s20|k3|a1.00|o1|g1,ST_10_3,1,120,20,3,1.0,1,1,141,10,6.51,6.51,6.51,-6.4,-6.4,1.017,1.719,128,35.2,31.01,-8.98,5.083,11,5.9,3924675.0
ST_10_3|h1|t120|s20|k5|a0.90|o1|g0,ST_10_3,1,120,20,5,0.9,1,0,188,10,7.89,7.89,7.89,-8.46,-8.46,0.932,1.56,188,41.0,28.62,-8.43,6.744,9,8.7,5191390.0
ST_10_3|h1|t120|s20|k5|a0.95|o0|g1,ST_10_3,1,120,20,5,0.95,0,1,403,10,9.1,9.1,9.1,-20.01,-20.01,0.455,1.219,346,38.4,28.82,-8.25,6.001,11,16.0,6606837.0
ST_10_3|h1|t120|s20|k5|a1.00|o0|g0,ST_10_3,1,120,20,5,1.0,0,0,280,10,7.32,7.32,7.32,-14.82,-14.82,0.494,1.17,266,36.8,26.97,-8.43,4.612,10,12.3,4631615.0
ST_10_3|h1|t120|s20|k5|a1.00|o1|g1,ST_10_3,1,120,20,5,1.0,1,1,103,10,6.88,6.88,6.88,-5.96,-5.96,1.153,1.949,96,40.6,32.29,-9.08,7.725,6,4.4,4230618.0
ST_14_4|h0|t0|s15|k2|a0.90|o1|g0,ST_14_4,0,0,15,2,0.9,1,0,361,10,11.14,11.14,11.14,-16.84,-16.84,0.662,1.044,301,44.9,37.85,-11.39,10.692,8,13.9,9891511.0
ST_14_4|h0|t0|s15|k2|a0.95|o0|g1,ST_14_4,0,0,15,2,0.95,0,1,759,10,12.36,12.25,12.52,-27.93,-27.93,0.443,1.053,394,43.7,38.49,-10.36,10.966,15,18.2,12528251.0
ST_14_4|h0|t0|s15|k2|a1.00|o0|g0,ST_14_4,0,0,15,2,1.0,0,0,559,10,12.14,12.14,12.14,-21.66,-21.66,0.56,1.06,382,46.1,36.69,-11.54,10.685,10,17.6,11990118.0
ST_14_4|h0|t0|s15|k2|a1.00|o1|g1,ST_14_4,0,0,15,2,1.0,1,1,204,10,9.32,9.32,9.32,-17.11,-17.11,0.545,1.183,174,42.5,45.93,-11.84,12.731,12,8.0,6904640.0
ST_14_4|h0|t0|s15|k3|a0.90|o1|g0,ST_14_4,0,0,15,3,0.9,1,0,312,10,10.93,10.93,10.93,-16.2,-16.2,0.675,1.104,266,46.2,38.99,-11.9,11.631,7,12.3,9489496.0
ST_14_4|h0|t0|s15|k3|a0.95|o0|g1,ST_14_4,0,0,15,3,0.95,0,1,664,10,12.94,12.94,12.94,-25.71,-25.71,0.503,1.112,371,45.6,39.67,-10.89,12.144,13,17.1,13993402.0
ST_14_4|h0|t0|s15|k3|a1.00|o0|g0,ST_14_4,0,0,15,3,1.0,0,0,473,10,11.8,11.8,11.8,-19.23,-19.23,0.614,1.085,342,43.0,41.92,-11.4,11.519,11,15.8,11243624.0
ST_14_4|h0|t0|s15|k3|a1.00|o1|g1,ST_14_4,0,0,15,3,1.0,1,1,176,10,8.81,8.81,8.81,-18.1,-18.1,0.487,1.193,153,42.5,47.35,-12.66,12.831,10,7.1,6247681.0
ST_14_4|h0|t0|s15|k5|a0.90|o1|g0,ST_14_4,0,0,15,5,0.9,1,0,227,10,10.4,10.4,10.4,-17.59,-17.59,0.592,1.152,209,46.9,42.39,-12.46,13.256,8,9.6,8555060.0
ST_14_4|h0|t0|s15|k5|a0.95|o0|g1,ST_14_4,0,0,15,5,0.95,0,1,477,10,9.91,9.91,9.91,-23.68,-23.68,0.418,0.982,320,40.9,39.68,-11.71,9.33,10,14.8,7763766.0
ST_14_4|h0|t0|s15|k5|a1.00|o0|g0,ST_14_4,0,0,15,5,1.0,0,0,343,10,9.31,9.31,9.31,-17.91,-17.91,0.52,1.021,274,40.5,40.0,-11.71,9.241,11,12.6,6900886.0
ST_14_4|h0|t0|s15|k5|a1.00|o1|g1,ST_14_4,0,0,15,5,1.0,1,1,129,10,8.63,8.63,8.63,-12.0,-12.0,0.719,1.312,118,44.9,49.53,-13.39,14.874,7,5.4,6024505.0
ST_14_4|h0|t0|s20|k2|a0.90|o1|g0,ST_14_4,0,0,20,2,0.9,1,0,289,10,11.25,11.25,11.25,-15.64,-15.64,0.719,1.174,258,46.5,39.01,-10.86,12.336,6,11.9,10101660.0
ST_14_4|h0|t0|s20|k2|a0.95|o0|g1,ST_14_4,0,0,20,2,0.95,0,1,652,10,12.17,12.05,12.22,-25.72,-25.72,0.473,1.115,362,43.5,40.44,-10.65,11.591,17,16.6,12074835.0
ST_14_4|h0|t0|s20|k2|a1.00|o0|g0,ST_14_4,0,0,20,2,1.0,0,0,462,10,9.86,9.86,9.86,-17.78,-17.78,0.555,0.992,342,42.1,36.23,-11.19,8.776,12,15.8,7690676.0
ST_14_4|h0|t0|s20|k2|a1.00|o1|g1,ST_14_4,0,0,20,2,1.0,1,1,164,10,9.18,9.18,9.18,-13.85,-13.85,0.663,1.295,141,43.3,49.54,-12.02,14.611,8,6.5,6716856.0
ST_14_4|h0|t0|s20|k3|a0.90|o1|g0,ST_14_4,0,0,20,3,0.9,1,0,254,10,10.85,10.85,10.85,-15.91,-15.91,0.682,1.177,232,45.7,41.91,-11.44,12.936,8,10.7,9340005.0
ST_14_4|h0|t0|s20|k3|a0.95|o0|g1,ST_14_4,0,0,20,3,0.95,0,1,568,10,11.62,11.34,11.9,-22.47,-23.38,0.518,1.103,340,42.9,41.06,-10.95,11.353,12,15.7,10869920.0
ST_14_4|h0|t0|s20|k3|a1.00|o0|g0,ST_14_4,0,0,20,3,1.0,0,0,389,10,9.93,9.93,9.93,-17.14,-17.14,0.579,1.058,297,39.7,42.71,-11.31,10.153,12,13.7,7799127.0
ST_14_4|h0|t0|s20|k3|a1.00|o1|g1,ST_14_4,0,0,20,3,1.0,1,1,141,10,8.74,8.74,8.74,-13.35,-13.35,0.654,1.32,122,42.6,52.27,-12.57,15.065,7,5.6,6150044.0
ST_14_4|h0|t0|s20|k5|a0.90|o1|g0,ST_14_4,0,0,20,5,0.9,1,0,188,10,10.95,10.95,10.95,-14.57,-14.57,0.751,1.307,177,48.6,46.22,-11.69,16.445,6,8.2,9516842.0
ST_14_4|h0|t0|s20|k5|a0.95|o0|g1,ST_14_4,0,0,20,5,0.95,0,1,403,10,10.07,10.07,10.07,-20.54,-20.54,0.49,1.073,281,41.6,41.35,-11.38,10.578,10,13.0,8008516.0
ST_14_4|h0|t0|s20|k5|a1.00|o0|g0,ST_14_4,0,0,20,5,1.0,0,0,280,10,8.5,8.5,8.5,-18.19,-18.19,0.467,1.032,233,39.9,40.0,-11.4,9.117,13,10.7,5866440.0
ST_14_4|h0|t0|s20|k5|a1.00|o1|g1,ST_14_4,0,0,20,5,1.0,1,1,103,10,8.54,8.54,8.54,-10.05,-10.05,0.85,1.42,95,46.3,52.12,-12.97,17.18,5,4.4,5916597.0
ST_14_4|h0|t120|s15|k2|a0.90|o1|g0,ST_14_4,0,120,15,2,0.9,1,0,361,10,9.72,9.72,9.72,-25.72,-25.72,0.378,0.99,314,44.9,31.61,-11.44,7.891,9,14.5,7477978.0
ST_14_4|h0|t120|s15|k2|a0.95|o0|g1,ST_14_4,0,120,15,2,0.95,0,1,759,10,10.71,10.66,10.87,-21.89,-21.89,0.489,1.003,429,43.8,31.16,-10.57,7.713,15,19.8,9090090.0
ST_14_4|h0|t120|s15|k2|a1.00|o0|g0,ST_14_4,0,120,15,2,1.0,0,0,559,10,10.01,10.01,10.01,-18.82,-18.82,0.532,0.957,413,44.6,30.34,-11.65,7.059,8,19.0,7923882.0
ST_14_4|h0|t120|s15|k2|a1.00|o1|g1,ST_14_4,0,120,15,2,1.0,1,1,204,10,8.13,8.13,8.13,-19.8,-19.8,0.411,1.169,181,43.1,35.77,-11.54,8.848,12,8.3,5450690.0
ST_14_4|h0|t120|s15|k3|a0.90|o1|g0,ST_14_4,0,120,15,3,0.9,1,0,312,10,9.52,9.52,9.52,-23.66,-23.66,0.402,1.08,283,45.9,32.05,-11.91,8.28,8,13.0,7187558.0
ST_14_4|h0|t120|s15|k3|a0.95|o0|g1,ST_14_4,0,120,15,3,0.95,0,1,664,10,11.73,11.63,11.76,-21.99,-23.46,0.529,1.1,403,44.9,33.67,-10.71,9.198,13,18.6,11069483.0
ST_14_4|h0|t120|s15|k3|a1.00|o0|g0,ST_14_4,0,120,15,3,1.0,0,0,473,10,9.97,9.96,10.1,-20.22,-20.51,0.493,1.015,369,41.7,34.89,-11.51,7.859,9,17.0,7858476.0
ST_14_4|h0|t120|s15|k3|a1.00|o1|g1,ST_14_4,0,120,15,3,1.0,1,1,176,10,7.53,7.53,7.53,-20.33,-20.33,0.371,1.181,160,43.8,34.78,-12.59,8.137,10,7.4,4831174.0
ST_14_4|h0|t120|s15|k5|a0.90|o1|g0,ST_14_4,0,120,15,5,0.9,1,0,227,10,8.42,8.42,8.42,-19.12,-19.12,0.441,1.113,217,46.5,31.79,-12.69,8.015,10,10.0,5779012.0
ST_14_4|h0|t120|s15|k5|a0.95|o0|g1,ST_14_4,0,120,15,5,0.95,0,1,477,10,9.38,9.38,9.38,-19.06,-19.06,0.492,0.997,344,41.9,34.09,-11.74,7.445,11,15.9,6987638.0
ST_14_4|h0|t120|s15|k5|a1.00|o0|g0,ST_14_4,0,120,15,5,1.0,0,0,343,10,8.49,8.49,8.51,-19.89,-20.1,0.427,0.986,290,42.4,33.27,-11.95,7.229,15,13.4,5853618.0
ST_14_4|h0|t120|s15|k5|a1.00|o1|g1,ST_14_4,0,120,15,5,1.0,1,1,129,10,7.36,7.36,7.36,-12.36,-12.36,0.596,1.371,120,46.7,35.06,-13.32,9.258,7,5.5,4670378.0
ST_14_4|h0|t120|s20|k2|a0.90|o1|g0,ST_14_4,0,120,20,2,0.9,1,0,289,10,9.98,9.98,9.98,-20.59,-20.59,0.485,1.183,273,45.8,32.5,-10.67,9.096,11,12.6,7875073.0
ST_14_4|h0|t120|s20|k2|a0.95|o0|g1,ST_14_4,0,120,20,2,0.95,0,1,652,10,11.78,11.62,11.79,-20.33,-20.33,0.579,1.139,393,44.3,34.97,-10.45,9.65,15,18.1,11188248.0
ST_14_4|h0|t120|s20|k2|a1.00|o0|g0,ST_14_4,0,120,20,2,1.0,0,0,462,10,9.01,9.01,9.01,-22.14,-22.14,0.407,0.968,363,40.5,34.37,-11.46,7.099,11,16.7,6498891.0
ST_14_4|h0|t120|s20|k2|a1.00|o1|g1,ST_14_4,0,120,20,2,1.0,1,1,164,10,7.73,7.73,7.73,-14.88,-14.88,0.52,1.285,149,42.3,37.8,-11.96,9.079,8,6.9,5031949.0
ST_14_4|h0|t120|s20|k3|a0.90|o1|g0,ST_14_4,0,120,20,3,0.9,1,0,254,10,9.33,9.33,9.33,-21.2,-21.2,0.44,1.173,244,45.1,33.75,-11.36,8.972,8,11.3,6926852.0
ST_14_4|h0|t120|s20|k3|a0.95|o0|g1,ST_14_4,0,120,20,3,0.95,0,1,568,10,10.9,10.76,11.02,-28.34,-28.85,0.387,1.111,366,42.3,36.65,-10.71,9.351,10,16.9,9423986.0
ST_14_4|h0|t120|s20|k3|a1.00|o0|g0,ST_14_4,0,120,20,3,1.0,0,0,389,10,8.69,8.65,8.69,-30.66,-30.66,0.284,0.983,321,39.6,37.07,-11.61,7.648,12,14.8,6098442.0
ST_14_4|h0|t120|s20|k3|a1.00|o1|g1,ST_14_4,0,120,20,3,1.0,1,1,141,10,7.42,7.42,7.42,-14.03,-14.03,0.529,1.355,128,42.2,38.92,-12.45,9.224,7,5.9,4721178.0
