Symbol,PriorHigh_Date,PriorHigh_Level,Trough_Date,Trough_Close,Depth_%,BaseCeiling_Level,Breakout_Close_Date,Breakout_Close,ATH_Before_Breakout,DistToATH_%,Entry_Date,Entry_Price_NextOpen,VolMultiple,History_Bars,Pattern_Score,Info_Fwd250_%,Info_ST73_Ret_%
POLYPLEX,03-Jan-2005,126.78,29-Apr-2005,82.55,34.89,112.33,17-Aug-2005,119.12,126.78,-6.04,18-Aug-2005,120.0,8.73,156,0.48,-53.48,-12.88
SCHNEIDER,11-Jan-2023,206.45,27-Mar-2023,149.35,27.66,267.0,05-Jul-2023,277.35,267.0,3.88,06-Jul-2023,278.1,5.24,2782,0.48,198.13,12.32
ASTERDM,30-May-2019,154.25,07-Aug-2019,112.85,26.84,168.2,12-Feb-2020,177.6,191.95,-7.48,13-Feb-2020,178.25,13.74,483,0.48,-16.41,-12.09
TATAELXSI,02-May-2006,127.48,24-Jul-2006,74.48,41.58,116.68,27-Oct-2006,117.43,127.48,-7.88,30-Oct-2006,118.0,4.58,451,0.48,22.8,-4.92
TVSMOTOR,04-Jan-2005,42.92,29-Mar-2005,33.23,22.58,39.67,04-Jul-2005,39.9,42.92,-7.04,05-Jul-2005,40.45,3.44,126,0.48,11.82,2.47
CEATLTD,02-Dec-2022,1937.55,27-Mar-2023,1371.0,29.24,1974.5,24-May-2023,2076.7,2003.2,3.67,25-May-2023,2059.95,3.2,4514,0.47,15.49,6.65
MIDHANI,26-Apr-2022,206.9,20-Jun-2022,158.1,23.59,224.8,06-Oct-2022,229.7,252.75,-9.12,07-Oct-2022,231.35,8.61,1116,0.47,76.29,-3.96
INTELLECT,10-Apr-2015,137.69,12-Jun-2015,98.7,28.32,194.85,13-Oct-2015,202.15,194.85,3.75,14-Oct-2015,201.65,3.56,202,0.47,-8.9,25.66
JSWDULUX,28-Sep-2016,1701.7,16-Jan-2017,1329.8,21.85,1646.65,23-Mar-2017,1723.55,1720.0,0.21,24-Mar-2017,1720.0,11.33,3478,0.47,4.99,3.11
AKZOINDIA,28-Sep-2016,1701.7,16-Jan-2017,1329.8,21.85,1646.65,23-Mar-2017,1723.55,1720.0,0.21,24-Mar-2017,1720.0,11.33,3015,0.47,4.99,3.11
BSOFT,13-Jul-2005,21.35,19-Oct-2005,15.25,28.57,21.7,08-Mar-2006,22.2,22.55,-1.55,09-Mar-2006,22.6,10.67,293,0.47,65.93,-3.54
SBCL,13-Apr-2022,371.08,20-Jun-2022,246.5,33.57,423.06,28-Sep-2022,455.57,423.06,7.68,29-Sep-2022,460.13,15.68,314,0.47,11.54,-14.76
TIRUMALCHM,05-Oct-2021,324.85,20-Dec-2021,205.5,36.74,293.15,08-Apr-2022,295.55,324.85,-9.02,11-Apr-2022,297.0,3.19,4264,0.47,-38.79,-12.95
DCMSHRIRAM,24-Oct-2013,67.2,11-Nov-2013,51.0,24.11,133.65,11-Jun-2014,136.35,139.65,-2.36,12-Jun-2014,135.9,3.51,2332,0.47,-15.89,4.42
CIPLA,21-Dec-2022,1128.0,21-Mar-2023,862.35,23.55,1068.5,27-Jul-2023,1171.45,1173.4,-0.17,28-Jul-2023,1171.45,12.94,5049,0.47,31.83,0.67
FIEMIND,17-Jan-2022,664.5,12-May-2022,408.6,38.51,651.6,29-Jun-2022,665.7,736.5,-9.61,30-Jun-2022,666.55,3.19,3869,0.47,32.13,3.19
ALEMBICLTD,24-Apr-2017,49.52,11-Aug-2017,34.72,29.89,65.83,24-Jan-2018,68.07,65.83,3.4,25-Jan-2018,68.17,4.72,3224,0.47,-41.57,-20.07
BLISSGVS-BE,11-Dec-2019,155.65,18-May-2020,93.05,40.22,188.9,30-Dec-2020,205.4,215.65,-4.75,31-Dec-2020,204.8,5.22,2575,0.47,-49.37,-13.43
KOLTEPATIL,20-Oct-2022,377.8,28-Mar-2023,232.2,38.54,370.25,10-Jul-2023,382.1,383.3,-0.31,11-Jul-2023,384.6,4.89,3839,0.46,7.02,12.79
CENTURYPLY,13-Sep-2022,697.6,28-Mar-2023,442.15,36.62,691.35,11-Dec-2023,737.15,719.7,2.42,12-Dec-2023,746.0,26.38,4372,0.46,14.3,-1.59
MAHSCOOTER,25-Sep-2024,12533.15,28-Jan-2025,9057.05,27.74,10349.35,27-Mar-2025,11724.4,12533.15,-6.45,28-Mar-2025,11486.5,6.53,4973,0.46,6.04,40.9
JUBLFOOD,05-Dec-2013,136.9,30-Apr-2014,94.6,30.9,137.7,13-Nov-2014,141.7,137.7,2.9,14-Nov-2014,142.0,3.08,1177,0.46,-0.53,-8.2
ASAHIINDIA,03-Feb-2022,596.5,12-May-2022,387.75,35.0,593.8,24-Aug-2022,623.2,596.5,4.48,25-Aug-2022,634.0,8.75,4355,0.46,-6.55,-4.47
WONDERLA,23-Jan-2015,329.24,08-Jun-2015,234.36,28.82,379.6,22-Dec-2015,398.59,379.6,5.0,23-Dec-2015,404.74,5.79,396,0.46,-17.83,-14.17
FIVESTAR,05-Jan-2023,647.46,20-Mar-2023,497.97,23.09,674.16,26-Jul-2023,718.46,674.16,6.57,27-Jul-2023,728.28,5.47,169,0.46,-1.15,-3.63
BLISSGVS,11-Dec-2019,151.27,18-May-2020,90.43,40.22,184.19,30-Dec-2020,200.27,206.55,-3.04,31-Dec-2020,199.69,5.22,2570,0.46,-49.14,-13.43
FOSECOIND,25-Aug-2025,6499.5,02-Feb-2026,4347.0,33.12,5655.0,26-Aug-2026,6077.5,6499.5,-6.49,27-Aug-2026,5982.0,5.7,5284,0.46,3.08,3.08
SRF,13-Sep-2022,2826.05,20-Jan-2023,2105.2,25.51,2568.75,09-May-2023,2587.4,2826.05,-8.44,10-May-2023,2573.0,3.42,4530,0.46,-11.46,-5.61
KMSUGAR,05-Jul-2021,37.2,29-Nov-2021,23.4,37.1,35.35,10-Feb-2022,35.6,37.2,-4.3,11-Feb-2022,35.25,3.18,3183,0.46,-20.99,-20.14
BLUESTARCO,20-Jan-2020,429.9,03-Apr-2020,220.25,48.77,392.1,27-Nov-2020,405.9,433.35,-6.33,01-Dec-2020,406.1,4.71,3927,0.46,22.14,-9.38
AMBUJACEM,31-Aug-2016,277.95,21-Nov-2016,193.6,30.35,249.5,08-May-2017,260.75,285.45,-8.65,09-May-2017,259.0,8.77,3045,0.46,-15.04,-9.15
MAHSEAMLES,17-Oct-2022,436.7,23-Dec-2022,286.5,34.39,391.1,19-Apr-2023,400.35,436.7,-8.32,20-Apr-2023,400.0,12.4,4517,0.46,120.55,18.25
RALLIS,19-Aug-2008,38.58,12-Dec-2008,20.03,48.08,54.59,04-Sep-2009,57.23,54.59,4.84,07-Sep-2009,58.47,3.57,1156,0.46,166.75,-1.88
STYRENIX,22-Jul-2020,885.9,09-Sep-2020,495.0,44.12,1074.2,20-Apr-2021,1085.9,1141.5,-4.87,22-Apr-2021,1100.0,7.87,4012,0.45,-22.16,21.07
GRSE,15-Jan-2020,224.4,23-Mar-2020,121.55,45.83,222.85,11-Aug-2020,232.8,240.1,-3.04,12-Aug-2020,237.0,6.88,451,0.45,-21.27,-23.0
VSTTILLERS,01-Jan-2025,5252.28,04-Mar-2025,3157.81,39.88,4975.9,13-Aug-2025,5207.7,5252.28,-0.85,14-Aug-2025,5245.65,6.61,3484,0.45,-15.51,6.18
BORORENEW,26-Jun-2020,141.95,24-Sep-2020,67.85,52.2,157.5,15-Dec-2020,166.75,157.5,5.87,16-Dec-2020,170.0,4.96,630,0.45,287.09,54.56
JSL,07-Dec-2015,30.9,02-Jun-2016,14.25,53.88,27.4,06-Oct-2016,28.75,30.9,-6.96,07-Oct-2016,29.0,19.93,217,0.45,285.69,142.24
SHREECEM,16-Jan-2007,1516.19,04-Apr-2007,881.82,41.84,1541.48,05-Oct-2007,1643.99,1541.48,6.65,08-Oct-2007,1643.69,4.59,1166,0.45,-69.77,-16.93
AGARIND,28-Apr-2022,708.23,20-Jun-2022,414.31,41.5,688.07,06-Oct-2022,693.06,744.75,-6.94,07-Oct-2022,702.08,5.83,2060,0.45,29.73,-12.85
INDUSINDBK,01-Jul-2004,51.55,28-Oct-2004,36.65,28.9,55.8,23-Dec-2004,58.65,62.25,-5.78,24-Dec-2004,59.8,4.64,456,0.45,-1.34,-13.29
MATRIMONY,25-Feb-2021,1139.83,26-Apr-2021,814.01,28.58,1062.29,27-Jul-2021,1062.82,1139.83,-6.76,28-Jul-2021,1087.2,4.0,948,0.45,-31.09,-13.64
UGROCAP,19-Sep-2022,201.1,23-Dec-2022,139.37,30.7,197.33,11-May-2023,208.64,219.32,-4.87,12-May-2023,211.14,3.35,432,0.45,23.97,27.4
LUMAXTECH,30-Jul-2021,167.95,29-Oct-2021,129.8,22.72,188.0,17-Jan-2022,198.75,213.55,-6.93,18-Jan-2022,200.35,13.92,3691,0.45,17.19,-20.51
ANUP,14-Dec-2020,395.11,12-Apr-2021,267.83,32.21,500.12,09-Sep-2021,507.78,500.12,1.53,13-Sep-2021,511.3,3.17,622,0.45,-5.08,-11.84
ALKEM,27-Mar-2017,2211.3,11-Aug-2017,1705.75,22.86,2020.5,05-Dec-2017,2105.5,2211.3,-4.78,06-Dec-2017,2098.0,8.64,481,0.45,-9.59,0.29
KDDL,13-Apr-2022,1068.62,20-Jun-2022,608.44,43.06,960.2,04-Oct-2022,1030.43,1096.74,-6.05,06-Oct-2022,1061.41,3.07,1601,0.44,89.94,-5.15
NITINSPIN,14-May-2025,409.0,07-Nov-2025,305.35,25.34,421.45,27-Apr-2026,443.85,487.65,-8.98,28-Apr-2026,443.85,4.11,4995,0.44,46.9,46.9
RVNL,17-Aug-2020,23.1,02-Nov-2020,18.1,21.65,31.8,14-Jun-2021,33.4,34.9,-4.3,15-Jun-2021,33.8,7.91,536,0.44,-9.32,-10.06
TATACONSUM,12-Sep-2024,1222.75,20-Dec-2024,889.45,27.26,1150.1,24-Apr-2025,1161.3,1246.05,-6.8,25-Apr-2025,1160.2,3.64,5498,0.44,-1.08,-7.05
HAVELLS,04-Oct-2016,452.3,21-Nov-2016,311.4,31.15,502.15,11-May-2017,513.1,502.15,2.18,12-May-2017,510.05,6.2,3048,0.44,6.7,-6.65
GLOBUSSPR,08-Feb-2021,407.3,20-Apr-2021,308.2,24.33,776.05,10-Aug-2021,814.8,776.05,4.99,11-Aug-2021,800.0,7.67,2931,0.44,14.16,55.92
POONAWALLA,18-Apr-2022,332.7,20-Jun-2022,216.45,34.94,306.85,15-Sep-2022,314.8,332.7,-5.38,16-Sep-2022,315.8,3.28,4349,0.44,19.74,-9.69
INDUSINDBK,07-May-2004,62.25,28-Oct-2004,36.65,41.12,59.05,18-May-2005,60.3,62.25,-3.13,19-May-2005,60.8,10.43,556,0.44,-22.86,14.06
GRASIM,10-Mar-2005,237.4,05-Jul-2005,179.2,24.52,251.15,01-Feb-2006,252.85,251.15,0.68,02-Feb-2006,254.7,3.17,732,0.44,86.44,41.77
SRF,16-May-2017,368.25,09-Aug-2017,287.1,22.04,356.1,23-Nov-2017,373.1,384.95,-3.08,24-Nov-2017,372.0,7.89,3182,0.44,16.37,-1.09
ESTER,22-Apr-2022,177.01,20-Jun-2022,112.53,36.43,172.66,06-Oct-2022,180.25,177.01,1.83,07-Oct-2022,180.89,8.25,2780,0.44,-48.5,-20.0
TAJGVK,01-Aug-2023,279.75,10-Nov-2023,218.45,21.91,398.4,03-May-2024,406.55,398.4,2.05,06-May-2024,409.4,23.54,4775,0.44,-5.13,-15.9
ANDREWYU,16-Dec-2022,32.65,28-Mar-2023,19.0,41.81,31.45,14-Sep-2023,33.65,32.65,3.06,15-Sep-2023,34.05,9.57,524,0.44,-20.88,-22.97
CENTURYPLY,17-Jul-2013,53.0,26-Feb-2014,22.15,58.21,82.9,03-Jul-2014,87.35,82.9,5.37,04-Jul-2014,87.75,5.43,2043,0.44,116.92,133.16
LTF,01-Oct-2024,185.15,13-Jan-2025,128.82,30.42,177.2,05-Jun-2025,183.36,187.1,-2.0,06-Jun-2025,185.1,3.48,3398,0.44,40.65,59.99
KFINTECH,29-Dec-2022,359.38,20-Mar-2023,269.5,25.01,338.25,13-Jun-2023,351.48,359.38,-2.2,14-Jun-2023,359.04,4.56,111,0.44,90.0,34.31
BIKAJI,25-Jan-2023,441.0,22-Mar-2023,343.01,22.22,429.26,19-Jul-2023,447.46,441.0,1.46,20-Jul-2023,451.8,15.25,167,0.44,58.85,3.88
ZENSARTECH,16-Mar-2021,331.65,19-Apr-2021,263.05,20.68,488.35,15-Sep-2021,579.3,488.35,18.62,16-Sep-2021,585.6,10.98,4123,0.44,-61.55,-23.91
DIVISLAB,05-Apr-2006,99.02,14-Jun-2006,56.41,43.03,91.26,01-Sep-2006,95.44,101.08,-5.58,04-Sep-2006,95.56,7.4,846,0.44,205.16,41.77
VIMTALABS,24-Aug-2023,299.8,20-Dec-2023,196.0,34.62,263.2,25-Apr-2024,280.2,299.8,-6.54,26-Apr-2024,279.95,42.94,4532,0.44,85.32,-20.99
SHRIPISTON,03-Aug-2023,1501.55,12-Oct-2023,973.69,35.15,2009.59,31-Jul-2024,2016.05,2148.66,-6.17,01-Aug-2024,2030.86,5.92,1992,0.44,17.4,-2.39
ACC,31-Aug-2016,1709.8,21-Nov-2016,1272.25,25.59,1511.35,24-Apr-2017,1607.0,1762.8,-8.84,25-Apr-2017,1610.05,6.83,3036,0.43,-4.02,-2.61
ULTRACEMCO,08-Apr-2010,1163.1,26-Jul-2010,829.15,28.71,1147.55,29-Nov-2010,1155.2,1165.15,-0.85,30-Nov-2010,1156.05,3.82,1550,0.43,1.79,-8.88
MOIL,09-Jan-2017,209.6,24-May-2017,148.33,29.23,209.7,18-Oct-2017,231.15,232.53,-0.59,23-Oct-2017,253.0,6.64,1686,0.43,-35.57,-9.72
SAMBHV,07-Nov-2025,121.59,27-Jan-2026,82.3,32.31,128.01,08-May-2026,129.57,139.7,-7.25,11-May-2026,136.0,3.13,208,0.43,-2.57,-16.31
DEEPINDS,26-Apr-2022,131.73,11-Aug-2022,88.16,33.08,137.84,06-Oct-2022,145.55,137.84,5.59,07-Oct-2022,146.21,8.32,360,0.43,94.08,-15.41
ASTEC,04-Jan-2021,1298.95,31-Mar-2021,996.2,23.31,1272.85,24-May-2021,1461.65,1298.95,12.53,25-May-2021,1483.65,16.13,2802,0.43,12.67,-14.27
MARUTI,23-Nov-2015,4736.25,29-Feb-2016,3236.5,31.67,4558.15,28-Jul-2016,4763.5,4746.75,0.35,29-Jul-2016,4751.0,3.69,3208,0.43,64.08,13.51
GPIL,27-Oct-2021,78.3,20-Dec-2021,48.1,38.57,83.95,07-Apr-2022,86.65,88.7,-2.31,08-Apr-2022,87.8,3.37,3940,0.43,-14.07,-7.69
INDIACEM,30-Dec-2024,380.45,27-Feb-2025,246.65,35.17,351.7,22-Jul-2025,370.95,380.45,-2.5,23-Jul-2025,368.6,14.38,5079,0.43,5.79,1.93
INDNIPPON,07-Oct-2025,1079.9,30-Mar-2026,679.15,37.11,1001.4,07-Jul-2026,1028.6,1079.9,-4.75,08-Jul-2026,1028.6,3.41,5256,0.43,30.27,3.65
SMLMAH,26-Feb-2026,5023.4,18-May-2026,3502.6,30.27,5808.0,04-Sep-2026,6298.5,5808.0,8.45,07-Sep-2026,6339.0,4.97,319,0.42,-0.87,-0.87
TCI,20-Oct-2022,827.8,23-Dec-2022,575.7,30.45,818.8,06-Nov-2023,879.9,836.9,5.14,07-Nov-2023,889.95,13.12,1778,0.42,35.74,-9.89
RAMRAT,14-Oct-2024,369.89,04-Mar-2025,233.12,36.98,348.52,21-Jul-2025,350.51,369.89,-5.24,22-Jul-2025,351.21,3.73,731,0.42,24.16,-3.79
BLUESTONE,09-Oct-2025,761.25,24-Feb-2026,403.45,47.0,626.3,21-Jul-2026,728.65,761.25,-4.28,22-Jul-2026,722.7,61.52,225,0.42,18.38,18.38
NETWEB,08-Oct-2025,4360.1,02-Jan-2026,3024.1,30.64,5111.1,13-Aug-2026,5193.0,5111.1,1.6,14-Aug-2026,5200.0,3.88,755,0.42,-3.52,-3.52
NATCOPHARM,06-Jan-2016,614.75,29-Mar-2016,393.1,36.06,590.95,04-Jul-2016,594.2,614.75,-3.34,05-Jul-2016,598.2,3.91,2838,0.42,67.19,5.62
NAUKRI,25-Nov-2014,196.0,23-Jan-2015,155.5,20.66,178.0,23-Jul-2015,180.0,196.0,-8.16,24-Jul-2015,180.0,3.31,2137,0.42,-8.61,-14.17
TIMKEN,03-Jan-2011,211.2,28-Feb-2011,154.95,26.63,228.4,08-Nov-2011,242.05,253.2,-4.4,09-Nov-2011,243.75,32.22,1173,0.42,-17.21,-15.24
HONDAPOWER,06-Dec-2022,2659.3,27-Feb-2023,1765.8,33.6,2274.9,23-Aug-2023,2428.8,2659.3,-8.67,24-Aug-2023,2465.1,9.78,4597,0.42,46.88,4.81
KSB,11-Jul-2016,152.35,21-Nov-2016,113.5,25.5,155.0,18-Oct-2017,159.45,160.35,-0.56,23-Oct-2017,169.2,3.28,3158,0.42,-7.0,-3.84
RPEL,03-Dec-2025,1053.8,30-Mar-2026,566.4,46.25,1010.2,05-Jun-2026,1110.15,1054.85,5.24,08-Jun-2026,1115.75,3.8,449,0.42,56.38,56.38
SHAILY,17-Nov-2025,2748.9,29-Jan-2026,1821.6,33.73,2399.0,24-Apr-2026,2503.1,2748.9,-8.94,27-Apr-2026,2457.4,9.05,999,0.42,37.35,37.35
FIEMIND,17-Jan-2022,664.5,12-May-2022,408.6,38.51,673.05,04-Jul-2022,727.5,736.5,-1.22,05-Jul-2022,735.1,4.8,3872,0.42,21.85,-6.43
TECHNOE,07-Jun-2021,347.55,20-Dec-2021,223.7,35.64,309.1,06-Jul-2022,312.9,347.55,-9.97,07-Jul-2022,317.5,3.39,880,0.42,28.85,-16.47
AVANTIFEED,09-Oct-2015,198.0,19-Jan-2016,102.54,48.21,184.12,08-Aug-2016,185.02,198.0,-6.56,09-Aug-2016,185.62,3.52,1506,0.42,167.75,-13.35
GRANULES,14-Jul-2016,148.9,21-Nov-2016,99.1,33.45,144.75,21-Apr-2017,150.3,162.44,-7.47,24-Apr-2017,150.0,3.14,2918,0.42,-27.17,-10.43
MAHSCOOTER,25-Sep-2024,12533.15,28-Jan-2025,9057.05,27.74,13888.0,06-Jun-2025,14303.0,13888.0,2.99,09-Jun-2025,14349.0,5.4,5019,0.42,-12.71,12.8
JKLAKSHMI,20-Sep-2021,681.35,12-May-2022,377.25,44.63,664.0,07-Nov-2022,665.15,736.3,-9.66,09-Nov-2022,664.5,11.21,4046,0.42,17.43,14.58
MAZDA,11-Jul-2024,314.38,28-Oct-2024,242.07,23.0,314.66,07-Jan-2025,343.64,314.66,9.21,08-Jan-2025,346.49,12.43,2019,0.42,-38.59,-16.56
RUSHIL,02-May-2012,18.98,07-Aug-2012,14.52,23.5,22.77,19-Nov-2012,23.37,22.77,2.64,20-Nov-2012,23.6,3.12,333,0.42,-85.21,-14.83
RAINBOW,06-May-2024,1571.3,24-Jul-2024,1105.1,29.67,1468.95,28-Oct-2024,1497.65,1571.3,-4.69,29-Oct-2024,1497.65,7.61,653,0.41,-7.83,-1.9
NAHARSPING,08-Jan-2014,127.4,17-Feb-2014,92.2,27.63,161.05,25-Jun-2014,174.2,161.05,8.17,26-Jun-2014,174.5,3.03,1792,0.41,-30.63,-22.75
BALRAMCHIN,29-Nov-2023,473.9,13-Mar-2024,347.6,26.65,495.15,13-Aug-2024,511.4,516.95,-1.07,14-Aug-2024,514.9,3.97,4845,0.41,6.49,16.33
RADICO,05-Feb-2007,174.0,23-Mar-2007,129.8,25.4,197.5,18-Sep-2007,210.7,197.5,6.68,19-Sep-2007,215.0,11.47,673,0.41,-71.05,-15.23
CHAMBLFERT,09-Nov-2010,103.65,09-Feb-2011,67.05,35.31,94.1,08-Aug-2011,97.45,103.65,-5.98,09-Aug-2011,97.15,3.56,1634,0.41,-27.48,2.21
BHARATRAS,10-Aug-2020,2744.0,02-Nov-2020,2136.0,22.16,2613.0,27-Apr-2021,2687.0,2744.0,-2.08,28-Apr-2021,2722.0,29.44,3680,0.41,27.77,14.25
ASTEC,05-Jan-2016,248.95,29-Feb-2016,176.2,29.22,386.6,22-Aug-2016,410.25,386.6,6.12,23-Aug-2016,411.65,17.32,1630,0.41,41.05,17.64
CUMMINSIND,07-Mar-2006,186.68,14-Jun-2006,109.86,41.15,175.68,18-Oct-2006,179.11,186.68,-4.06,19-Oct-2006,180.71,3.85,446,0.41,57.87,-0.99
AAKASH,06-Sep-2021,29.19,28-Oct-2021,17.98,38.4,27.71,02-Feb-2022,28.23,29.19,-3.29,03-Feb-2022,29.4,35.71,515,0.41,-78.06,-7.65
BRIGADE,14-Sep-2022,580.5,13-Jan-2023,437.25,24.68,574.4,13-Jun-2023,579.05,580.5,-0.25,14-Jun-2023,581.05,4.43,3810,0.41,133.43,-0.54
MADRASFERT,25-Jan-2024,119.45,13-Mar-2024,79.1,33.78,107.62,20-Jun-2024,128.73,119.45,7.77,21-Jun-2024,126.4,54.65,2340,0.41,-28.58,-17.29
FILATEX,29-Jul-2016,8.39,22-Nov-2016,6.08,27.53,14.54,12-Jul-2017,14.91,14.54,2.54,13-Jul-2017,15.06,3.14,1258,0.41,40.64,-10.82
M&M,08-Sep-2016,746.05,02-Dec-2016,572.78,23.22,659.93,01-Mar-2017,674.38,748.93,-9.95,02-Mar-2017,677.45,3.28,3482,0.41,6.27,-0.75
WHIRLPOOL,20-Oct-2016,1176.8,26-Dec-2016,841.1,28.53,1196.15,29-Mar-2017,1196.9,1196.15,0.06,30-Mar-2017,1210.0,5.58,1783,0.41,24.78,-6.36
NATCOPHARM,03-Jan-2005,30.56,27-May-2005,22.46,26.51,27.53,16-Dec-2005,27.95,30.56,-8.54,19-Dec-2005,28.29,3.78,238,0.41,-5.05,1.87
OLECTRA,12-Mar-2021,226.8,01-Jun-2021,170.95,24.63,330.45,08-Sep-2021,343.2,330.45,3.86,09-Sep-2021,353.8,3.68,1650,0.41,76.92,109.23
ABDL,03-Jan-2025,433.83,02-May-2025,302.23,30.33,447.25,14-Jul-2025,486.45,447.25,8.76,15-Jul-2025,488.8,5.15,256,0.41,26.72,22.46
BLS,17-Sep-2021,74.6,06-Dec-2021,45.78,38.63,96.4,14-Jun-2022,100.56,96.4,4.32,15-Jun-2022,102.96,3.89,1481,0.41,91.26,50.94
HONDAPOWER,11-Oct-2023,2975.9,19-Mar-2024,2104.5,29.28,3726.7,04-Jul-2024,3969.2,3726.7,6.51,05-Jul-2024,4002.0,7.31,4811,0.41,-26.3,-13.18
VMM,04-Feb-2025,125.4,13-Mar-2025,99.44,20.7,134.66,14-Jul-2025,137.09,134.66,1.8,15-Jul-2025,137.8,3.14,140,0.41,-19.09,-0.43
HGINFRA,24-Aug-2020,226.11,02-Nov-2020,174.5,22.83,319.71,14-May-2021,330.19,338.1,-2.34,17-May-2021,347.41,38.42,782,0.41,62.21,78.37
AGARIND,01-Feb-2024,1131.16,13-Mar-2024,786.48,30.47,1131.11,18-Jun-2024,1204.67,1131.16,6.5,19-Jun-2024,1204.77,4.72,2476,0.41,-19.07,-7.69
MONARCH,05-Dec-2022,199.55,31-Mar-2023,95.57,52.11,195.19,20-Oct-2023,200.24,199.55,0.35,23-Oct-2023,202.03,4.02,443,0.4,115.01,7.88
BALMLAWRIE,01-Jul-2013,60.97,20-Feb-2014,46.27,24.11,96.06,08-Sep-2014,98.85,96.06,2.9,09-Sep-2014,96.39,3.01,2392,0.4,-8.9,-6.8
NAVA,18-Aug-2022,133.05,28-Sep-2022,89.55,32.69,121.4,28-Dec-2022,122.0,133.05,-8.31,29-Dec-2022,121.5,8.29,4440,0.4,92.84,-10.99
TARIL,11-Jul-2017,19.07,27-Oct-2017,14.74,22.71,21.34,04-Jan-2018,21.77,23.11,-5.8,05-Jan-2018,21.99,3.53,1126,0.4,-68.39,-19.1
CARERATING,26-Oct-2015,1398.9,26-Feb-2016,887.7,36.54,1500.65,29-Mar-2017,1582.65,1743.15,-9.21,30-Mar-2017,1572.25,3.56,1047,0.4,-23.19,-4.99
ASIANPAINT,27-Dec-2023,3404.45,09-May-2024,2710.1,20.4,3295.05,11-Sep-2024,3367.45,3576.3,-5.84,12-Sep-2024,3370.0,3.15,5328,0.4,-24.44,-6.55
THOMASCOOK,18-Apr-2022,88.55,20-Jun-2022,55.0,37.89,80.95,12-Dec-2022,83.25,88.55,-5.99,13-Dec-2022,84.25,20.82,751,0.4,75.37,-15.73
WESTLIFE,25-Nov-2021,600.84,12-May-2022,413.53,31.17,535.01,29-Jul-2022,581.54,600.84,-3.21,01-Aug-2022,586.51,38.42,732,0.4,56.08,17.94
LTF,01-Oct-2024,185.15,13-Jan-2025,128.82,30.42,161.11,21-Apr-2025,168.56,187.1,-9.91,22-Apr-2025,169.1,4.12,3366,0.4,72.75,-4.82
KOKUYOCMLN,10-Jul-2017,117.35,27-Sep-2017,87.7,25.27,144.5,14-Dec-2017,146.7,144.5,1.52,15-Dec-2017,149.9,12.95,2292,0.4,-27.65,-17.98
EMAMILTD,01-Jan-2024,572.7,15-Mar-2024,423.05,26.13,740.7,08-Jul-2024,749.5,740.7,1.19,09-Jul-2024,770.0,3.61,4425,0.4,-20.89,-2.34
PRECWIRE,10-Dec-2024,195.65,08-Apr-2025,127.05,35.06,189.98,14-Jul-2025,196.27,216.35,-9.28,15-Jul-2025,198.9,6.72,5053,0.39,83.46,-11.07
SJS,09-Dec-2024,1300.33,17-Mar-2025,816.09,37.24,1120.29,09-Jun-2025,1189.95,1300.33,-8.49,10-Jun-2025,1191.65,7.6,878,0.39,84.94,-2.96
BEPL,01-Nov-2016,18.95,26-Dec-2016,14.35,24.27,28.25,11-May-2017,28.3,30.85,-8.27,12-May-2017,28.15,5.17,2922,0.39,291.12,274.42
AGI,19-Apr-2022,357.35,20-Jun-2022,185.15,48.19,366.45,22-Sep-2022,395.1,366.45,7.82,23-Sep-2022,396.0,7.12,769,0.39,129.49,-22.6
TRANSRAILL,09-Jan-2025,676.45,09-Apr-2025,441.2,34.78,677.5,03-Jul-2025,719.61,677.5,6.22,04-Jul-2025,728.75,16.51,127,0.39,-30.46,-7.79
INDBANK,18-Sep-2023,43.3,26-Oct-2023,30.55,29.45,52.65,26-Jun-2024,53.41,59.1,-9.63,27-Jun-2024,53.7,29.46,3874,0.39,-34.95,-12.35
TECHM,02-May-2019,794.5,01-Aug-2019,586.9,26.13,735.9,18-Dec-2019,745.0,794.5,-6.23,19-Dec-2019,748.3,3.09,3293,0.39,17.27,-5.99
RAINBOW,04-Dec-2024,1677.25,28-Feb-2025,1239.6,26.09,1599.4,24-Jul-2025,1623.9,1677.25,-3.18,25-Jul-2025,1620.0,6.84,837,0.39,-5.52,-9.71
NITINSPIN,14-May-2025,409.0,07-Nov-2025,305.35,25.34,504.35,13-May-2026,507.5,504.35,0.62,14-May-2026,513.0,6.89,5006,0.39,27.1,27.1
KITEX,06-Feb-2024,91.75,13-Mar-2024,59.94,34.67,203.89,04-Nov-2024,214.08,233.62,-8.36,05-Nov-2024,217.08,5.42,2981,0.39,-8.45,13.65
NACLIND,01-Jan-2021,45.59,26-Apr-2021,36.11,20.79,81.03,07-Oct-2021,81.89,83.74,-2.21,08-Oct-2021,83.32,5.82,1111,0.39,-10.84,-20.52
HCG,29-Oct-2025,776.3,23-Mar-2026,521.75,32.79,686.35,10-Aug-2026,715.65,776.3,-7.81,11-Aug-2026,720.0,4.06,2556,0.39,-2.29,-2.29
SOLARINDS,23-Nov-2021,2861.4,14-Feb-2022,2208.7,22.81,2886.95,04-Aug-2022,2987.15,3036.15,-1.61,05-Aug-2022,3015.0,9.83,4032,0.39,31.2,14.16
