label,exit_strategy,exit_params,vol_multiplier,ath_lookback,vol_avg_period,total_trades,winners,losers,win_rate,avg_return_pct,avg_winner_pct,avg_loser_pct,max_return_pct,max_loss_pct,profit_factor,expectancy,total_pnl,final_capital,total_return_pct,avg_hold_days,median_return_pct,exit_breakdown
FIX_T40_SL15_V2.0_ATH10_VA20,fixed_target,"T=40%,SL=15%",2.0,10,20,45,25,20,55.6,16.75,43.5,-16.68,59.1,-25.81,3.28,16.75,4482940,14482940,44.83,167.4,40.92,end_of_data=1; stop_loss=19; target_hit=25
FIX_T40_SL15_V2.0_ATH10_VA30,fixed_target,"T=40%,SL=15%",2.0,10,30,42,24,18,57.1,17.62,43.61,-17.02,59.1,-25.81,3.43,17.62,4387806,14387806,43.88,140.4,41.14,stop_loss=18; target_hit=24
FIX_T40_SL15_V2.5_ATH3_VA15,fixed_target,"T=40%,SL=15%",2.5,3,15,27,16,11,59.3,18.42,42.74,-16.97,45.52,-25.81,3.61,18.42,2771166,12771166,27.71,132.7,41.3,stop_loss=11; target_hit=16
FIX_T40_SL15_V2.5_ATH3_VA20,fixed_target,"T=40%,SL=15%",2.5,3,20,25,15,10,60.0,18.75,42.68,-17.14,45.52,-25.81,3.65,18.75,2593590,12593590,25.94,131.1,41.3,stop_loss=10; target_hit=15
FIX_T40_SL15_V2.5_ATH3_VA30,fixed_target,"T=40%,SL=15%",2.5,3,30,23,15,8,65.2,21.82,42.68,-17.29,45.52,-25.81,4.56,21.82,2805013,12805013,28.05,110.9,41.37,stop_loss=8; target_hit=15
FIX_T40_SL15_V2.5_ATH5_VA15,fixed_target,"T=40%,SL=15%",2.5,5,15,31,18,13,58.1,17.63,42.74,-17.14,45.52,-25.81,3.4,17.63,3082063,13082063,30.82,132.9,41.3,stop_loss=13; target_hit=18
FIX_T40_SL15_V2.5_ATH5_VA20,fixed_target,"T=40%,SL=15%",2.5,5,20,29,17,12,58.6,17.86,42.68,-17.31,45.52,-25.81,3.41,17.86,2900164,12900164,29.0,131.6,41.3,stop_loss=12; target_hit=17
FIX_T40_SL15_V2.5_ATH5_VA30,fixed_target,"T=40%,SL=15%",2.5,5,30,25,17,8,68.0,23.5,42.68,-17.26,45.52,-25.81,5.2,23.5,3358862,13358862,33.59,114.8,41.48,stop_loss=8; target_hit=17
FIX_T40_SL15_V2.5_ATH7_VA15,fixed_target,"T=40%,SL=15%",2.5,7,15,33,20,13,60.6,19.17,42.77,-17.14,45.52,-25.81,3.78,19.17,3651161,13651161,36.51,137.0,41.3,stop_loss=13; target_hit=20
FIX_T40_SL15_V2.5_ATH7_VA20,fixed_target,"T=40%,SL=15%",2.5,7,20,31,19,12,61.3,19.48,42.72,-17.31,45.52,-25.81,3.82,19.48,3461350,13461350,34.61,136.0,41.3,stop_loss=12; target_hit=19
FIX_T40_SL15_V2.5_ATH7_VA30,fixed_target,"T=40%,SL=15%",2.5,7,30,26,18,8,69.2,24.33,42.82,-17.26,45.52,-25.81,5.58,24.33,3660508,13660508,36.61,124.5,41.67,stop_loss=8; target_hit=18
FIX_T40_SL15_V2.5_ATH10_VA15,fixed_target,"T=40%,SL=15%",2.5,10,15,38,22,16,57.9,17.7,43.02,-17.11,46.07,-25.81,3.44,17.7,3919518,13919518,39.2,127.0,41.14,stop_loss=16; target_hit=22
FIX_T40_SL15_V2.5_ATH10_VA20,fixed_target,"T=40%,SL=15%",2.5,10,20,36,21,15,58.3,17.89,42.99,-17.24,46.07,-25.81,3.45,17.89,3725975,13725975,37.26,125.6,41.14,stop_loss=15; target_hit=21
FIX_T40_SL15_V2.5_ATH10_VA30,fixed_target,"T=40%,SL=15%",2.5,10,30,31,20,11,64.5,21.7,43.09,-17.19,46.07,-25.81,4.61,21.7,3929048,13929048,39.29,114.3,41.48,stop_loss=11; target_hit=20
FIX_T30_SL15_V1.0_ATH3_VA15,fixed_target,"T=30%,SL=15%",1.0,3,15,48,28,20,58.3,12.95,34.19,-16.78,45.52,-25.81,2.79,12.95,3580188,13580188,35.8,121.8,30.7,stop_loss=20; target_hit=28
FIX_T30_SL15_V1.0_ATH3_VA20,fixed_target,"T=30%,SL=15%",1.0,3,20,47,27,20,57.4,12.57,34.25,-16.69,45.52,-25.81,2.73,12.57,3374846,13374846,33.75,124.6,30.54,stop_loss=20; target_hit=27
FIX_T30_SL15_V1.0_ATH3_VA30,fixed_target,"T=30%,SL=15%",1.0,3,30,46,26,20,56.5,12.05,34.16,-16.69,45.52,-25.81,2.64,12.05,3134639,13134639,31.35,119.9,30.48,stop_loss=20; target_hit=26
FIX_T30_SL15_V1.0_ATH5_VA15,fixed_target,"T=30%,SL=15%",1.0,5,15,52,31,21,59.6,13.85,34.72,-16.97,52.96,-25.81,2.96,13.85,4254659,14254659,42.55,120.0,30.86,stop_loss=21; target_hit=31
FIX_T30_SL15_V1.0_ATH5_VA20,fixed_target,"T=30%,SL=15%",1.0,5,20,51,30,21,58.8,13.52,34.8,-16.89,52.96,-25.81,2.91,13.52,4039118,14039118,40.39,122.5,30.85,stop_loss=21; target_hit=30
FIX_T30_SL15_V1.0_ATH5_VA30,fixed_target,"T=30%,SL=15%",1.0,5,30,49,28,21,57.1,12.24,34.08,-16.89,45.52,-25.81,2.66,12.24,3431331,13431331,34.31,118.4,30.54,stop_loss=21; target_hit=28
FIX_T30_SL15_V1.0_ATH7_VA15,fixed_target,"T=30%,SL=15%",1.0,7,15,57,35,22,61.4,14.54,34.39,-17.03,52.96,-25.81,3.16,14.54,5044272,15044272,50.44,125.7,30.86,stop_loss=22; target_hit=35
FIX_T30_SL15_V1.0_ATH7_VA20,fixed_target,"T=30%,SL=15%",1.0,7,20,56,34,22,60.7,14.25,34.44,-16.95,52.96,-25.81,3.12,14.25,4816791,14816791,48.17,128.1,30.86,stop_loss=22; target_hit=34
FIX_T30_SL15_V1.0_ATH7_VA30,fixed_target,"T=30%,SL=15%",1.0,7,30,54,32,22,59.3,13.12,33.8,-16.95,45.52,-25.81,2.88,13.12,4175337,14175337,41.75,124.6,30.7,stop_loss=22; target_hit=32
FIX_T30_SL15_V1.0_ATH10_VA15,fixed_target,"T=30%,SL=15%",1.0,10,15,67,39,28,58.2,12.91,34.35,-16.95,52.96,-25.81,2.76,12.91,5307004,15307004,53.07,112.6,30.85,stop_loss=28; target_hit=39
FIX_T30_SL15_V1.0_ATH10_VA20,fixed_target,"T=30%,SL=15%",1.0,10,20,66,38,28,57.6,12.64,34.4,-16.89,52.96,-25.81,2.73,12.64,5075551,15075551,50.76,114.5,30.7,stop_loss=28; target_hit=38
FIX_T30_SL15_V1.0_ATH10_VA30,fixed_target,"T=30%,SL=15%",1.0,10,30,64,36,28,56.2,11.64,33.83,-16.89,45.52,-25.81,2.55,11.64,4422894,14422894,44.23,111.1,30.48,stop_loss=28; target_hit=36
FIX_T30_SL15_V1.25_ATH3_VA15,fixed_target,"T=30%,SL=15%",1.25,3,15,46,28,18,60.9,14.23,34.19,-16.81,45.52,-25.81,3.09,14.23,3806925,13806925,38.07,123.4,30.86,stop_loss=18; target_hit=28
FIX_T30_SL15_V1.25_ATH3_VA20,fixed_target,"T=30%,SL=15%",1.25,3,20,44,27,17,61.4,14.54,34.25,-16.78,45.52,-25.81,3.19,14.54,3705457,13705457,37.05,125.8,30.86,stop_loss=17; target_hit=27
FIX_T30_SL15_V1.25_ATH3_VA30,fixed_target,"T=30%,SL=15%",1.25,3,30,40,23,17,57.5,12.43,34.01,-16.78,45.52,-25.81,2.72,12.43,2771103,12771103,27.71,125.9,30.48,stop_loss=17; target_hit=23
FIX_T30_SL15_V1.25_ATH5_VA15,fixed_target,"T=30%,SL=15%",1.25,5,15,50,31,19,62.0,15.06,34.72,-17.02,52.96,-25.81,3.26,15.06,4492657,14492657,44.93,121.4,31.06,stop_loss=19; target_hit=31
FIX_T30_SL15_V1.25_ATH5_VA20,fixed_target,"T=30%,SL=15%",1.25,5,20,48,30,18,62.5,15.37,34.8,-17.0,52.96,-25.81,3.36,15.37,4386150,14386150,43.86,123.5,31.06,stop_loss=18; target_hit=30
FIX_T30_SL15_V1.25_ATH5_VA30,fixed_target,"T=30%,SL=15%",1.25,5,30,43,25,18,58.1,12.61,33.94,-17.0,45.52,-25.81,2.74,12.61,3059584,13059584,30.6,123.8,30.54,stop_loss=18; target_hit=25
FIX_T30_SL15_V1.25_ATH7_VA15,fixed_target,"T=30%,SL=15%",1.25,7,15,54,34,20,63.0,15.4,34.51,-17.08,52.96,-25.81,3.37,15.4,5068901,15068901,50.69,121.2,31.11,stop_loss=20; target_hit=34
FIX_T30_SL15_V1.25_ATH7_VA20,fixed_target,"T=30%,SL=15%",1.25,7,20,52,33,19,63.5,15.71,34.58,-17.07,52.96,-25.81,3.48,15.71,4958159,14958159,49.58,123.2,31.11,stop_loss=19; target_hit=33
FIX_T30_SL15_V1.25_ATH7_VA30,fixed_target,"T=30%,SL=15%",1.25,7,30,47,28,19,59.6,13.22,33.77,-17.07,45.52,-25.81,2.89,13.22,3578848,13578848,35.79,123.5,30.85,stop_loss=19; target_hit=28
FIX_T30_SL15_V1.25_ATH10_VA15,fixed_target,"T=30%,SL=15%",1.25,10,15,62,37,25,59.7,13.72,34.51,-17.05,52.96,-25.81,2.95,13.72,5200927,15200927,52.01,109.5,30.91,stop_loss=25; target_hit=37
FIX_T30_SL15_V1.25_ATH10_VA20,fixed_target,"T=30%,SL=15%",1.25,10,20,60,36,24,60.0,13.92,34.57,-17.04,52.96,-25.81,3.01,13.92,5089215,15089215,50.89,110.8,30.91,stop_loss=24; target_hit=36
FIX_T30_SL15_V1.25_ATH10_VA30,fixed_target,"T=30%,SL=15%",1.25,10,30,55,31,24,56.4,11.64,33.84,-17.04,45.52,-25.81,2.55,11.64,3697818,13697818,36.98,109.9,30.54,stop_loss=24; target_hit=31
FIX_T30_SL15_V1.5_ATH3_VA15,fixed_target,"T=30%,SL=15%",1.5,3,15,43,26,17,60.5,14.16,34.38,-16.78,45.52,-25.81,3.07,14.16,3496553,13496553,34.97,127.3,30.85,stop_loss=17; target_hit=26
FIX_T30_SL15_V1.5_ATH3_VA20,fixed_target,"T=30%,SL=15%",1.5,3,20,41,24,17,58.5,13.3,34.61,-16.78,45.52,-25.81,2.86,13.3,3079689,13079689,30.8,129.7,30.54,stop_loss=17; target_hit=24
FIX_T30_SL15_V1.5_ATH3_VA30,fixed_target,"T=30%,SL=15%",1.5,3,30,36,20,16,55.6,11.57,34.31,-16.86,45.52,-25.81,2.53,11.57,2271192,12271192,22.71,129.3,30.24,stop_loss=16; target_hit=20
FIX_T30_SL15_V1.5_ATH5_VA15,fixed_target,"T=30%,SL=15%",1.5,5,15,46,28,18,60.9,14.22,34.28,-17.0,45.52,-25.81,3.07,14.22,3801421,13801421,38.01,125.3,31.05,stop_loss=18; target_hit=28
FIX_T30_SL15_V1.5_ATH5_VA20,fixed_target,"T=30%,SL=15%",1.5,5,20,44,26,18,59.1,13.43,34.49,-17.0,45.52,-25.81,2.88,13.43,3375140,13375140,33.75,127.4,30.9,stop_loss=18; target_hit=26
FIX_T30_SL15_V1.5_ATH5_VA30,fixed_target,"T=30%,SL=15%",1.5,5,30,40,22,18,55.0,11.16,34.2,-17.0,45.52,-25.81,2.44,11.16,2451518,12451518,24.52,127.6,30.24,stop_loss=18; target_hit=22
FIX_T30_SL15_V1.5_ATH7_VA15,fixed_target,"T=30%,SL=15%",1.5,7,15,49,30,19,61.2,14.26,34.1,-17.07,45.52,-25.81,3.09,14.26,4109912,14109912,41.1,125.7,30.96,stop_loss=19; target_hit=30
FIX_T30_SL15_V1.5_ATH7_VA20,fixed_target,"T=30%,SL=15%",1.5,7,20,46,28,18,60.9,14.21,34.28,-17.0,45.52,-25.81,3.08,14.21,3800501,13800501,38.01,129.6,31.11,stop_loss=18; target_hit=28
FIX_T30_SL15_V1.5_ATH7_VA30,fixed_target,"T=30%,SL=15%",1.5,7,30,42,24,18,57.1,12.13,33.97,-17.0,45.52,-25.81,2.65,12.13,2847506,12847506,28.48,130.0,30.48,stop_loss=18; target_hit=24
FIX_T30_SL15_V1.5_ATH10_VA15,fixed_target,"T=30%,SL=15%",1.5,10,15,58,34,24,58.6,12.96,34.13,-17.04,45.52,-25.81,2.79,12.96,4475910,14475910,44.76,111.8,30.91,stop_loss=24; target_hit=34
FIX_T30_SL15_V1.5_ATH10_VA20,fixed_target,"T=30%,SL=15%",1.5,10,20,55,32,23,58.2,12.85,34.29,-16.98,45.52,-25.81,2.77,12.85,4158473,14158473,41.58,114.3,30.96,stop_loss=23; target_hit=32
FIX_T30_SL15_V1.5_ATH10_VA30,fixed_target,"T=30%,SL=15%",1.5,10,30,51,28,23,54.9,11.02,34.03,-16.98,45.52,-25.81,2.43,11.02,3180758,13180758,31.81,113.4,30.41,stop_loss=23; target_hit=28
FIX_T30_SL15_V2.0_ATH3_VA15,fixed_target,"T=30%,SL=15%",2.0,3,15,34,21,13,61.8,14.79,34.38,-16.84,45.52,-25.81,3.25,14.79,2813295,12813295,28.13,143.5,30.7,stop_loss=13; target_hit=21
FIX_T30_SL15_V2.0_ATH3_VA20,fixed_target,"T=30%,SL=15%",2.0,3,20,32,19,13,59.4,13.8,34.77,-16.86,45.52,-25.81,2.95,13.8,2428035,12428035,24.28,150.5,30.9,stop_loss=13; target_hit=19
FIX_T30_SL15_V2.0_ATH3_VA30,fixed_target,"T=30%,SL=15%",2.0,3,30,29,18,11,62.1,15.03,34.67,-17.12,45.52,-25.81,3.25,15.03,2395954,12395954,23.96,135.1,31.26,stop_loss=11; target_hit=18
FIX_T30_SL15_V2.0_ATH5_VA15,fixed_target,"T=30%,SL=15%",2.0,5,15,38,23,15,60.5,14.02,34.26,-17.01,45.52,-25.81,3.04,14.02,3001588,13001588,30.02,140.2,30.7,stop_loss=15; target_hit=23
FIX_T30_SL15_V2.0_ATH5_VA20,fixed_target,"T=30%,SL=15%",2.0,5,20,35,21,14,60.0,13.91,34.61,-17.14,45.52,-25.81,2.96,13.91,2708766,12708766,27.09,145.9,31.26,stop_loss=14; target_hit=21
FIX_T30_SL15_V2.0_ATH5_VA30,fixed_target,"T=30%,SL=15%",2.0,5,30,33,20,13,60.6,14.11,34.51,-17.27,45.52,-25.81,3.02,14.11,2578113,12578113,25.78,132.2,31.26,stop_loss=13; target_hit=20
FIX_T30_SL15_V2.0_ATH7_VA15,fixed_target,"T=30%,SL=15%",2.0,7,15,41,25,16,61.0,14.09,34.05,-17.09,45.52,-25.81,3.07,14.09,3292201,13292201,32.92,139.5,30.85,stop_loss=16; target_hit=25
FIX_T30_SL15_V2.0_ATH7_VA20,fixed_target,"T=30%,SL=15%",2.0,7,20,37,23,14,62.2,14.86,34.34,-17.14,45.52,-25.81,3.22,14.86,3112935,13112935,31.13,147.6,31.26,stop_loss=14; target_hit=23
FIX_T30_SL15_V2.0_ATH7_VA30,fixed_target,"T=30%,SL=15%",2.0,7,30,34,21,13,61.8,14.61,34.34,-17.27,45.52,-25.81,3.17,14.61,2772839,12772839,27.73,137.9,31.11,stop_loss=13; target_hit=21
FIX_T30_SL15_V2.0_ATH10_VA15,fixed_target,"T=30%,SL=15%",2.0,10,15,49,29,20,59.2,13.24,34.09,-17.0,45.52,-25.81,2.9,13.24,3761755,13761755,37.62,123.3,30.85,stop_loss=20; target_hit=29
FIX_T30_SL15_V2.0_ATH10_VA20,fixed_target,"T=30%,SL=15%",2.0,10,20,45,27,18,60.0,13.8,34.34,-17.03,45.52,-25.81,2.99,13.8,3576156,13576156,35.76,128.5,31.26,stop_loss=18; target_hit=27
FIX_T30_SL15_V2.0_ATH10_VA30,fixed_target,"T=30%,SL=15%",2.0,10,30,42,25,17,59.5,13.51,34.34,-17.12,45.52,-25.81,2.94,13.51,3224046,13224046,32.24,119.3,31.11,stop_loss=17; target_hit=25
FIX_T30_SL15_V2.5_ATH3_VA15,fixed_target,"T=30%,SL=15%",2.5,3,15,27,17,10,63.0,15.52,34.72,-17.12,45.52,-25.81,3.39,15.52,2294789,12294789,22.95,108.6,30.85,stop_loss=10; target_hit=17
FIX_T30_SL15_V2.5_ATH3_VA20,fixed_target,"T=30%,SL=15%",2.5,3,20,25,16,9,64.0,16.14,34.97,-17.34,45.52,-25.81,3.5,16.14,2200646,12200646,22.01,111.5,31.27,stop_loss=9; target_hit=16
FIX_T30_SL15_V2.5_ATH3_VA30,fixed_target,"T=30%,SL=15%",2.5,3,30,23,16,7,69.6,18.98,34.97,-17.55,45.52,-25.81,4.47,18.98,2405472,12405472,24.05,89.6,31.45,stop_loss=7; target_hit=16
FIX_T30_SL15_V2.5_ATH5_VA15,fixed_target,"T=30%,SL=15%",2.5,5,15,31,19,12,61.3,14.48,34.55,-17.28,45.52,-25.81,3.11,14.48,2475462,12475462,24.75,108.9,30.85,stop_loss=12; target_hit=19
FIX_T30_SL15_V2.5_ATH5_VA20,fixed_target,"T=30%,SL=15%",2.5,5,20,29,18,11,62.1,14.94,34.75,-17.48,45.52,-25.81,3.18,14.94,2379935,12379935,23.8,111.5,31.27,stop_loss=11; target_hit=18
FIX_T30_SL15_V2.5_ATH5_VA30,fixed_target,"T=30%,SL=15%",2.5,5,30,25,18,7,72.0,20.12,34.75,-17.52,45.52,-25.81,5.03,20.12,2820135,12820135,28.2,91.5,31.45,stop_loss=7; target_hit=18
FIX_T30_SL15_V2.5_ATH7_VA15,fixed_target,"T=30%,SL=15%",2.5,7,15,33,21,12,63.6,15.52,34.26,-17.28,45.52,-25.81,3.41,15.52,2872211,12872211,28.72,113.2,30.96,stop_loss=12; target_hit=21
FIX_T30_SL15_V2.5_ATH7_VA20,fixed_target,"T=30%,SL=15%",2.5,7,20,31,20,11,64.5,16.01,34.43,-17.48,45.52,-25.81,3.5,16.01,2773646,12773646,27.74,115.8,31.27,stop_loss=11; target_hit=20
FIX_T30_SL15_V2.5_ATH7_VA30,fixed_target,"T=30%,SL=15%",2.5,7,30,26,19,7,73.1,20.53,34.55,-17.52,45.52,-25.81,5.31,20.53,3018607,13018607,30.19,100.5,31.37,stop_loss=7; target_hit=19
FIX_T30_SL15_V2.5_ATH10_VA15,fixed_target,"T=30%,SL=15%",2.5,10,15,38,23,15,60.5,13.82,34.06,-17.23,45.52,-25.81,3.01,13.82,2950712,12950712,29.51,104.0,30.91,stop_loss=15; target_hit=23
FIX_T30_SL15_V2.5_ATH10_VA20,fixed_target,"T=30%,SL=15%",2.5,10,20,36,22,14,61.1,14.15,34.21,-17.37,45.52,-25.81,3.05,14.15,2851546,12851546,28.52,105.8,31.12,stop_loss=14; target_hit=22
FIX_T30_SL15_V2.5_ATH10_VA30,fixed_target,"T=30%,SL=15%",2.5,10,30,31,21,10,67.7,17.64,34.3,-17.36,45.52,-25.81,4.16,17.64,3098000,13098000,30.98,91.3,31.28,stop_loss=10; target_hit=21
FIX_T25_SL10_V1.0_ATH3_VA15,fixed_target,"T=25%,SL=10%",1.0,3,15,48,26,22,54.2,10.33,28.37,-10.99,43.61,-14.53,2.96,10.33,2775465,12775465,27.75,69.9,25.18,stop_loss=22; target_hit=26
FIX_T25_SL10_V1.0_ATH3_VA20,fixed_target,"T=25%,SL=10%",1.0,3,20,47,25,22,53.2,9.93,28.33,-10.99,43.61,-14.53,2.87,9.93,2590783,12590783,25.91,70.7,25.07,stop_loss=22; target_hit=25
FIX_T25_SL10_V1.0_ATH3_VA30,fixed_target,"T=25%,SL=10%",1.0,3,30,46,24,22,52.2,9.51,28.31,-10.99,43.61,-14.53,2.76,9.51,2411881,12411881,24.12,64.8,25.04,stop_loss=22; target_hit=24
FIX_T25_SL10_V1.0_ATH5_VA15,fixed_target,"T=25%,SL=10%",1.0,5,15,52,29,23,55.8,10.8,28.17,-11.11,43.61,-14.53,3.1,10.8,3197186,13197186,31.97,71.4,25.38,stop_loss=23; target_hit=29
FIX_T25_SL10_V1.0_ATH5_VA20,fixed_target,"T=25%,SL=10%",1.0,5,20,51,28,23,54.9,10.43,28.12,-11.11,43.61,-14.53,3.02,10.43,3006408,13006408,30.06,72.2,25.29,stop_loss=23; target_hit=28
FIX_T25_SL10_V1.0_ATH5_VA30,fixed_target,"T=25%,SL=10%",1.0,5,30,49,26,23,53.1,9.71,28.13,-11.11,43.61,-14.53,2.81,9.71,2648809,12648809,26.49,66.3,25.07,stop_loss=23; target_hit=26
FIX_T25_SL10_V1.0_ATH7_VA15,fixed_target,"T=25%,SL=10%",1.0,7,15,57,33,24,57.9,11.54,28.24,-11.41,43.61,-18.32,3.3,11.54,3844460,13844460,38.44,76.4,25.48,stop_loss=24; target_hit=33
FIX_T25_SL10_V1.0_ATH7_VA20,fixed_target,"T=25%,SL=10%",1.0,7,20,56,32,24,57.1,11.23,28.2,-11.41,43.61,-18.32,3.23,11.23,3644324,13644324,36.44,77.1,25.48,stop_loss=24; target_hit=32
FIX_T25_SL10_V1.0_ATH7_VA30,fixed_target,"T=25%,SL=10%",1.0,7,30,54,30,24,55.6,10.6,28.21,-11.41,43.61,-18.32,3.04,10.6,3269186,13269186,32.69,72.0,25.38,stop_loss=24; target_hit=30
FIX_T25_SL10_V1.0_ATH10_VA15,fixed_target,"T=25%,SL=10%",1.0,10,15,67,35,32,52.2,9.22,28.57,-11.95,43.61,-18.32,2.53,9.22,3559771,13559771,35.6,67.2,25.07,stop_loss=32; target_hit=35
FIX_T25_SL10_V1.0_ATH10_VA20,fixed_target,"T=25%,SL=10%",1.0,10,20,66,34,32,51.5,8.91,28.55,-11.95,43.61,-18.32,2.48,8.91,3363751,13363751,33.64,67.8,25.04,stop_loss=32; target_hit=34
FIX_T25_SL10_V1.0_ATH10_VA30,fixed_target,"T=25%,SL=10%",1.0,10,30,64,32,32,50.0,8.31,28.58,-11.95,43.61,-18.32,2.34,8.31,2996327,12996327,29.96,63.2,7.46,stop_loss=32; target_hit=32
FIX_T25_SL10_V1.25_ATH3_VA15,fixed_target,"T=25%,SL=10%",1.25,3,15,46,26,20,56.5,11.23,28.37,-11.06,43.61,-14.53,3.23,11.23,2908404,12908404,29.08,72.1,25.38,stop_loss=20; target_hit=26
FIX_T25_SL10_V1.25_ATH3_VA20,fixed_target,"T=25%,SL=10%",1.25,3,20,44,25,19,56.8,11.3,28.33,-11.11,43.61,-14.53,3.27,11.3,2786329,12786329,27.86,72.4,25.38,stop_loss=19; target_hit=25
FIX_T25_SL10_V1.25_ATH3_VA30,fixed_target,"T=25%,SL=10%",1.25,3,30,40,21,19,52.5,9.48,28.11,-11.11,43.61,-14.53,2.75,9.48,2059298,12059298,20.59,67.5,25.04,stop_loss=19; target_hit=21
FIX_T25_SL10_V1.25_ATH5_VA15,fixed_target,"T=25%,SL=10%",1.25,5,15,50,29,21,58.0,11.64,28.17,-11.18,43.61,-14.53,3.37,11.64,3334514,13334514,33.35,73.5,25.48,stop_loss=21; target_hit=29
FIX_T25_SL10_V1.25_ATH5_VA20,fixed_target,"T=25%,SL=10%",1.25,5,20,48,28,20,58.3,11.72,28.12,-11.24,43.61,-14.53,3.42,11.72,3208409,13208409,32.08,73.8,25.48,stop_loss=20; target_hit=28
FIX_T25_SL10_V1.25_ATH5_VA30,fixed_target,"T=25%,SL=10%",1.25,5,30,43,23,20,53.5,9.71,27.92,-11.24,43.61,-14.53,2.8,9.71,2289495,12289495,22.89,69.1,25.07,stop_loss=20; target_hit=23
FIX_T25_SL10_V1.25_ATH7_VA15,fixed_target,"T=25%,SL=10%",1.25,7,15,54,32,22,59.3,12.08,28.3,-11.51,43.61,-18.32,3.47,12.08,3806161,13806161,38.06,76.8,25.61,stop_loss=22; target_hit=32
FIX_T25_SL10_V1.25_ATH7_VA20,fixed_target,"T=25%,SL=10%",1.25,7,20,52,31,21,59.6,12.17,28.26,-11.57,43.61,-18.32,3.52,12.17,3675595,13675595,36.76,77.2,25.61,stop_loss=21; target_hit=31
FIX_T25_SL10_V1.25_ATH7_VA30,fixed_target,"T=25%,SL=10%",1.25,7,30,47,26,21,55.3,10.38,28.11,-11.57,43.61,-18.32,2.95,10.38,2724179,12724179,27.24,73.2,25.29,stop_loss=21; target_hit=26
FIX_T25_SL10_V1.25_ATH10_VA15,fixed_target,"T=25%,SL=10%",1.25,10,15,62,34,28,54.8,10.25,28.63,-12.07,43.61,-18.32,2.8,10.25,3685636,13685636,36.86,68.4,25.38,stop_loss=28; target_hit=34
FIX_T25_SL10_V1.25_ATH10_VA20,fixed_target,"T=25%,SL=10%",1.25,10,20,60,33,27,55.0,10.27,28.61,-12.14,43.61,-18.32,2.81,10.27,3556210,13556210,35.56,68.4,25.38,stop_loss=27; target_hit=33
FIX_T25_SL10_V1.25_ATH10_VA30,fixed_target,"T=25%,SL=10%",1.25,10,30,55,28,27,50.9,8.57,28.53,-12.14,43.61,-18.32,2.39,8.57,2613100,12613100,26.13,64.2,25.01,stop_loss=27; target_hit=28
FIX_T25_SL10_V1.5_ATH3_VA15,fixed_target,"T=25%,SL=10%",1.5,3,15,43,24,19,55.8,10.92,28.35,-11.11,43.61,-14.53,3.13,10.92,2610463,12610463,26.1,72.7,25.29,stop_loss=19; target_hit=24
FIX_T25_SL10_V1.5_ATH3_VA20,fixed_target,"T=25%,SL=10%",1.5,3,20,41,22,19,53.7,10.04,28.31,-11.11,43.61,-14.53,2.88,10.04,2255510,12255510,22.56,72.7,25.07,stop_loss=19; target_hit=22
FIX_T25_SL10_V1.5_ATH3_VA30,fixed_target,"T=25%,SL=10%",1.5,3,30,36,18,18,50.0,8.42,27.95,-11.1,43.61,-14.53,2.48,8.42,1613018,11613018,16.13,64.9,7.49,stop_loss=18; target_hit=18
FIX_T25_SL10_V1.5_ATH5_VA15,fixed_target,"T=25%,SL=10%",1.5,5,15,46,26,20,56.5,11.03,28.16,-11.24,43.61,-14.53,3.16,11.03,2851181,12851181,28.51,73.8,25.38,stop_loss=20; target_hit=26
FIX_T25_SL10_V1.5_ATH5_VA20,fixed_target,"T=25%,SL=10%",1.5,5,20,44,24,20,54.5,10.23,28.11,-11.24,43.61,-14.53,2.93,10.23,2489453,12489453,24.89,73.9,25.18,stop_loss=20; target_hit=24
FIX_T25_SL10_V1.5_ATH5_VA30,fixed_target,"T=25%,SL=10%",1.5,5,30,40,20,20,50.0,8.25,27.74,-11.24,43.61,-14.53,2.44,8.25,1768163,11768163,17.68,69.1,7.45,stop_loss=20; target_hit=20
FIX_T25_SL10_V1.5_ATH7_VA15,fixed_target,"T=25%,SL=10%",1.5,7,15,49,28,21,57.1,11.19,28.25,-11.57,43.61,-18.32,3.16,11.19,3110929,13110929,31.11,77.2,25.47,stop_loss=21; target_hit=28
FIX_T25_SL10_V1.5_ATH7_VA20,fixed_target,"T=25%,SL=10%",1.5,7,20,46,26,20,56.5,11.06,28.21,-11.24,43.61,-14.53,3.18,11.06,2859672,12859672,28.6,78.3,25.38,stop_loss=20; target_hit=26
FIX_T25_SL10_V1.5_ATH7_VA30,fixed_target,"T=25%,SL=10%",1.5,7,30,42,22,20,52.4,9.26,27.9,-11.24,43.61,-14.53,2.69,9.26,2117001,12117001,21.17,74.1,25.04,stop_loss=20; target_hit=22
FIX_T25_SL10_V1.5_ATH10_VA15,fixed_target,"T=25%,SL=10%",1.5,10,15,58,31,27,53.4,9.68,28.68,-12.14,43.61,-18.32,2.64,9.68,3189575,13189575,31.9,68.2,25.18,stop_loss=27; target_hit=31
FIX_T25_SL10_V1.5_ATH10_VA20,fixed_target,"T=25%,SL=10%",1.5,10,20,55,29,26,52.7,9.49,28.67,-11.9,43.61,-18.13,2.62,9.49,2936810,12936810,29.37,68.6,25.07,stop_loss=26; target_hit=29
