label,exit_strategy,exit_params,vol_multiplier,ath_lookback,vol_avg_period,total_trades,winners,losers,win_rate,avg_return_pct,avg_winner_pct,avg_loser_pct,max_return_pct,max_loss_pct,profit_factor,expectancy,total_pnl,final_capital,total_return_pct,avg_hold_days,median_return_pct,exit_breakdown
FIX_T40_SL15_V2.0_ATH5_VA30,fixed_target,"T=40%,SL=15%",2.0,5,30,209,95,114,45.5,10.53,42.34,-15.98,64.24,-30.03,2.05,10.53,19279280,29279280,192.79,111.8,-15.04,end_of_data=13; stop_loss=106; target_hit=90
FIX_T40_SL15_V2.0_ATH7_VA15,fixed_target,"T=40%,SL=15%",2.0,7,15,245,114,131,46.5,10.74,41.24,-15.8,64.24,-30.03,2.15,10.74,26165893,36165893,261.66,128.8,-9.49,end_of_data=20; stop_loss=120; target_hit=105
FIX_T40_SL15_V2.0_ATH7_VA20,fixed_target,"T=40%,SL=15%",2.0,7,20,240,112,128,46.7,10.82,41.21,-15.78,64.24,-30.03,2.14,10.82,25567090,35567090,255.67,127.5,-8.06,end_of_data=20; stop_loss=117; target_hit=103
FIX_T40_SL15_V2.0_ATH7_VA30,fixed_target,"T=40%,SL=15%",2.0,7,30,228,106,122,46.5,10.9,41.96,-16.08,64.24,-30.03,2.14,10.9,23678575,33678575,236.79,118.3,-13.85,end_of_data=15; stop_loss=114; target_hit=99
FIX_T40_SL15_V2.0_ATH10_VA15,fixed_target,"T=40%,SL=15%",2.0,10,15,308,143,165,46.4,10.68,41.56,-16.08,64.24,-30.03,2.14,10.68,39887713,49887713,398.88,120.4,-12.2,end_of_data=22; stop_loss=153; target_hit=133
FIX_T40_SL15_V2.0_ATH10_VA20,fixed_target,"T=40%,SL=15%",2.0,10,20,298,140,158,47.0,11.02,41.55,-16.02,64.24,-30.03,2.18,11.02,39798265,49798265,397.98,116.9,-8.06,end_of_data=22; stop_loss=146; target_hit=130
FIX_T40_SL15_V2.0_ATH10_VA30,fixed_target,"T=40%,SL=15%",2.0,10,30,284,134,150,47.2,11.29,42.16,-16.29,64.24,-30.03,2.22,11.29,37900121,47900121,379.0,109.8,-11.09,end_of_data=17; stop_loss=141; target_hit=126
FIX_T40_SL15_V2.5_ATH3_VA15,fixed_target,"T=40%,SL=15%",2.5,3,15,168,80,88,47.6,11.78,42.21,-15.88,64.24,-30.03,2.22,11.78,16333785,26333785,163.34,104.0,-5.19,end_of_data=10; stop_loss=82; target_hit=76
FIX_T40_SL15_V2.5_ATH3_VA20,fixed_target,"T=40%,SL=15%",2.5,3,20,163,79,84,48.5,12.41,42.68,-16.06,64.24,-30.03,2.28,12.41,16915015,26915015,169.15,102.3,-3.75,end_of_data=8; stop_loss=79; target_hit=76
FIX_T40_SL15_V2.5_ATH3_VA30,fixed_target,"T=40%,SL=15%",2.5,3,30,156,75,81,48.1,12.45,43.19,-16.02,64.24,-30.03,2.28,12.45,15869697,25869697,158.7,99.0,-5.19,end_of_data=7; stop_loss=76; target_hit=73
FIX_T40_SL15_V2.5_ATH5_VA15,fixed_target,"T=40%,SL=15%",2.5,5,15,190,87,103,45.8,10.39,41.58,-15.96,64.24,-30.03,2.04,10.39,16213200,26213200,162.13,106.7,-15.02,end_of_data=13; stop_loss=96; target_hit=81
FIX_T40_SL15_V2.5_ATH5_VA20,fixed_target,"T=40%,SL=15%",2.5,5,20,184,86,98,46.7,11.05,42.01,-16.11,64.24,-30.03,2.11,11.05,17016451,27016451,170.16,105.3,-13.85,end_of_data=11; stop_loss=92; target_hit=81
FIX_T40_SL15_V2.5_ATH5_VA30,fixed_target,"T=40%,SL=15%",2.5,5,30,175,83,92,47.4,11.71,42.47,-16.04,64.24,-30.03,2.2,11.71,17241128,27241128,172.41,102.6,-9.49,end_of_data=10; stop_loss=86; target_hit=79
FIX_T40_SL15_V2.5_ATH7_VA15,fixed_target,"T=40%,SL=15%",2.5,7,15,209,99,110,47.4,11.19,41.32,-15.93,64.24,-30.03,2.19,11.19,21373373,31373373,213.73,114.0,-6.63,end_of_data=16; stop_loss=102; target_hit=91
FIX_T40_SL15_V2.5_ATH7_VA20,fixed_target,"T=40%,SL=15%",2.5,7,20,204,98,106,48.0,11.68,41.69,-16.07,64.24,-30.03,2.24,11.68,22065835,32065835,220.66,112.8,-6.21,end_of_data=14; stop_loss=99; target_hit=91
FIX_T40_SL15_V2.5_ATH7_VA30,fixed_target,"T=40%,SL=15%",2.5,7,30,191,92,99,48.2,11.87,42.04,-16.16,64.24,-30.03,2.28,11.87,20326073,30326073,203.26,108.4,-6.63,end_of_data=12; stop_loss=93; target_hit=86
FIX_T40_SL15_V2.5_ATH10_VA15,fixed_target,"T=40%,SL=15%",2.5,10,15,259,124,135,47.9,11.48,41.55,-16.14,64.24,-30.03,2.21,11.48,32785465,42785465,327.85,107.4,-5.88,end_of_data=18; stop_loss=126; target_hit=115
FIX_T40_SL15_V2.5_ATH10_VA20,fixed_target,"T=40%,SL=15%",2.5,10,20,249,120,129,48.2,11.87,42.06,-16.22,64.24,-30.03,2.28,11.87,32437967,42437967,324.38,104.5,-5.88,end_of_data=15; stop_loss=121; target_hit=113
FIX_T40_SL15_V2.5_ATH10_VA30,fixed_target,"T=40%,SL=15%",2.5,10,30,233,114,119,48.9,12.24,42.06,-16.32,64.24,-30.03,2.35,12.24,30388629,40388629,303.89,98.4,-5.78,end_of_data=14; stop_loss=112; target_hit=107
FIX_T30_SL15_V1.0_ATH3_VA15,fixed_target,"T=30%,SL=15%",1.0,3,15,272,135,137,49.6,8.53,33.27,-15.85,49.96,-30.03,1.88,8.53,21151909,31151909,211.52,100.3,-0.17,end_of_data=19; stop_loss=126; target_hit=127
FIX_T30_SL15_V1.0_ATH3_VA20,fixed_target,"T=30%,SL=15%",1.0,3,20,273,134,139,49.1,8.3,33.22,-15.72,49.96,-30.03,1.87,8.3,20327555,30327554,203.28,100.3,-0.62,end_of_data=20; stop_loss=127; target_hit=126
FIX_T30_SL15_V1.0_ATH3_VA30,fixed_target,"T=30%,SL=15%",1.0,3,30,266,131,135,49.2,8.39,33.27,-15.76,49.96,-30.03,1.9,8.39,19809452,29809452,198.09,99.7,-0.47,end_of_data=19; stop_loss=124; target_hit=123
FIX_T30_SL15_V1.0_ATH5_VA15,fixed_target,"T=30%,SL=15%",1.0,5,15,304,148,156,48.7,7.89,33.04,-15.97,52.96,-30.03,1.8,7.89,22308734,32308734,223.09,97.8,-2.46,end_of_data=22; stop_loss=144; target_hit=138
FIX_T30_SL15_V1.0_ATH5_VA20,fixed_target,"T=30%,SL=15%",1.0,5,20,303,146,157,48.2,7.68,33.0,-15.86,52.96,-30.03,1.79,7.68,21205514,31205514,212.06,98.2,-2.56,end_of_data=23; stop_loss=144; target_hit=136
FIX_T30_SL15_V1.0_ATH5_VA30,fixed_target,"T=30%,SL=15%",1.0,5,30,297,143,154,48.1,7.59,32.89,-15.9,49.96,-30.03,1.77,7.59,20109469,30109469,201.09,97.0,-2.56,end_of_data=22; stop_loss=142; target_hit=133
FIX_T30_SL15_V1.0_ATH7_VA15,fixed_target,"T=30%,SL=15%",1.0,7,15,336,171,165,50.9,8.57,32.29,-16.02,52.96,-30.03,1.93,8.57,30959830,40959830,309.6,101.6,2.45,end_of_data=26; stop_loss=153; target_hit=157
FIX_T30_SL15_V1.0_ATH7_VA20,fixed_target,"T=30%,SL=15%",1.0,7,20,335,169,166,50.4,8.38,32.25,-15.91,52.96,-30.03,1.92,8.38,29561208,39561208,295.61,102.0,1.22,end_of_data=27; stop_loss=153; target_hit=155
FIX_T30_SL15_V1.0_ATH7_VA30,fixed_target,"T=30%,SL=15%",1.0,7,30,330,166,164,50.3,8.24,32.15,-15.96,49.96,-30.03,1.9,8.24,27864871,37864871,278.65,100.8,1.15,end_of_data=26; stop_loss=152; target_hit=152
FIX_T30_SL15_V1.0_ATH10_VA15,fixed_target,"T=30%,SL=15%",1.0,10,15,420,211,209,50.2,8.11,32.22,-16.24,52.96,-30.03,1.83,8.11,42949073,52949073,429.49,96.5,1.15,end_of_data=30; stop_loss=196; target_hit=194
FIX_T30_SL15_V1.0_ATH10_VA20,fixed_target,"T=30%,SL=15%",1.0,10,20,418,210,208,50.2,8.09,32.18,-16.23,52.96,-30.03,1.84,8.09,42370648,52370648,423.71,96.6,1.15,end_of_data=30; stop_loss=195; target_hit=193
FIX_T30_SL15_V1.0_ATH10_VA30,fixed_target,"T=30%,SL=15%",1.0,10,30,413,206,207,49.9,7.86,32.1,-16.26,49.96,-30.03,1.81,7.86,38925959,48925959,389.26,95.4,0.0,end_of_data=29; stop_loss=195; target_hit=189
FIX_T30_SL15_V1.25_ATH3_VA15,fixed_target,"T=30%,SL=15%",1.25,3,15,255,132,123,51.8,9.67,33.28,-15.68,49.96,-30.03,2.07,9.67,23521990,33521990,235.22,99.5,12.29,end_of_data=19; stop_loss=112; target_hit=124
FIX_T30_SL15_V1.25_ATH3_VA20,fixed_target,"T=30%,SL=15%",1.25,3,20,250,129,121,51.6,9.6,33.26,-15.64,49.96,-30.03,2.07,9.6,22448758,32448758,224.49,99.8,9.71,end_of_data=19; stop_loss=110; target_hit=121
FIX_T30_SL15_V1.25_ATH3_VA30,fixed_target,"T=30%,SL=15%",1.25,3,30,247,125,122,50.6,8.99,33.11,-15.73,49.96,-30.03,2.01,8.99,19680767,29680767,196.81,99.4,2.16,end_of_data=18; stop_loss=112; target_hit=117
FIX_T30_SL15_V1.25_ATH5_VA15,fixed_target,"T=30%,SL=15%",1.25,5,15,286,144,142,50.3,8.78,33.05,-15.84,52.96,-30.03,1.93,8.78,24203117,34203117,242.03,97.1,1.62,end_of_data=22; stop_loss=130; target_hit=134
FIX_T30_SL15_V1.25_ATH5_VA20,fixed_target,"T=30%,SL=15%",1.25,5,20,281,141,140,50.2,8.7,33.03,-15.81,52.96,-30.03,1.93,8.7,23111513,33111513,231.12,97.3,1.08,end_of_data=22; stop_loss=128; target_hit=131
FIX_T30_SL15_V1.25_ATH5_VA30,fixed_target,"T=30%,SL=15%",1.25,5,30,278,137,141,49.3,8.07,32.73,-15.89,49.96,-30.03,1.85,8.07,19979489,29979489,199.79,96.6,-0.85,end_of_data=21; stop_loss=130; target_hit=127
FIX_T30_SL15_V1.25_ATH7_VA15,fixed_target,"T=30%,SL=15%",1.25,7,15,312,164,148,52.6,9.51,32.44,-15.91,52.96,-30.03,2.08,9.51,32848847,42848847,328.49,99.4,7.04,end_of_data=25; stop_loss=136; target_hit=151
FIX_T30_SL15_V1.25_ATH7_VA20,fixed_target,"T=30%,SL=15%",1.25,7,20,308,161,147,52.3,9.36,32.41,-15.88,52.96,-30.03,2.06,9.36,31145183,41145183,311.45,99.4,6.63,end_of_data=25; stop_loss=135; target_hit=148
FIX_T30_SL15_V1.25_ATH7_VA30,fixed_target,"T=30%,SL=15%",1.25,7,30,304,157,147,51.6,8.88,32.13,-15.95,49.96,-30.03,2.01,8.88,27557588,37557588,275.58,99.0,3.53,end_of_data=24; stop_loss=136; target_hit=144
FIX_T30_SL15_V1.25_ATH10_VA15,fixed_target,"T=30%,SL=15%",1.25,10,15,388,201,187,51.8,9.08,32.58,-16.18,52.96,-30.03,1.97,9.08,46251209,56251209,462.51,93.2,6.04,end_of_data=27; stop_loss=174; target_hit=187
FIX_T30_SL15_V1.25_ATH10_VA20,fixed_target,"T=30%,SL=15%",1.25,10,20,384,198,186,51.6,8.96,32.56,-16.16,52.96,-30.03,1.96,8.96,44014669,54014669,440.15,93.1,4.77,end_of_data=27; stop_loss=173; target_hit=184
FIX_T30_SL15_V1.25_ATH10_VA30,fixed_target,"T=30%,SL=15%",1.25,10,30,380,193,187,50.8,8.44,32.34,-16.22,49.96,-30.03,1.91,8.44,38125458,48125458,381.25,92.5,2.45,end_of_data=26; stop_loss=175; target_hit=179
FIX_T30_SL15_V1.5_ATH3_VA15,fixed_target,"T=30%,SL=15%",1.5,3,15,235,122,113,51.9,9.77,33.24,-15.58,49.96,-30.03,2.13,9.77,20842127,30842127,208.42,102.1,12.29,end_of_data=17; stop_loss=103; target_hit=115
FIX_T30_SL15_V1.5_ATH3_VA20,fixed_target,"T=30%,SL=15%",1.5,3,20,233,119,114,51.1,9.3,33.28,-15.74,49.96,-30.03,2.05,9.3,18926372,28926372,189.26,100.7,6.94,end_of_data=16; stop_loss=105; target_hit=112
FIX_T30_SL15_V1.5_ATH3_VA30,fixed_target,"T=30%,SL=15%",1.5,3,30,225,112,113,49.8,8.61,33.22,-15.78,49.96,-30.03,1.94,8.61,15824973,25824973,158.25,99.1,0.0,end_of_data=16; stop_loss=104; target_hit=105
FIX_T30_SL15_V1.5_ATH5_VA15,fixed_target,"T=30%,SL=15%",1.5,5,15,262,133,129,50.8,8.99,32.96,-15.73,49.96,-30.03,2.0,8.99,21711916,31711917,217.12,100.0,2.71,end_of_data=19; stop_loss=118; target_hit=125
FIX_T30_SL15_V1.5_ATH5_VA20,fixed_target,"T=30%,SL=15%",1.5,5,20,259,129,130,49.8,8.46,32.97,-15.87,49.96,-30.03,1.91,8.46,19224362,29224362,192.24,98.9,0.0,end_of_data=18; stop_loss=120; target_hit=121
FIX_T30_SL15_V1.5_ATH5_VA30,fixed_target,"T=30%,SL=15%",1.5,5,30,254,123,131,48.4,7.73,32.89,-15.9,49.96,-30.03,1.81,7.73,16103342,26103341,161.03,97.0,-2.46,end_of_data=18; stop_loss=121; target_hit=115
FIX_T30_SL15_V1.5_ATH7_VA15,fixed_target,"T=30%,SL=15%",1.5,7,15,285,150,135,52.6,9.61,32.49,-15.81,49.96,-30.03,2.14,9.61,28349970,38349970,283.5,102.0,7.13,end_of_data=21; stop_loss=124; target_hit=140
FIX_T30_SL15_V1.5_ATH7_VA20,fixed_target,"T=30%,SL=15%",1.5,7,20,280,145,135,51.8,9.15,32.49,-15.92,49.96,-30.03,2.04,9.15,25116098,35116098,251.16,101.5,5.06,end_of_data=20; stop_loss=125; target_hit=135
FIX_T30_SL15_V1.5_ATH7_VA30,fixed_target,"T=30%,SL=15%",1.5,7,30,275,138,137,50.2,8.31,32.39,-15.95,49.96,-30.03,1.92,8.31,20610956,30610956,206.11,98.4,1.08,end_of_data=20; stop_loss=127; target_hit=128
FIX_T30_SL15_V1.5_ATH10_VA15,fixed_target,"T=30%,SL=15%",1.5,10,15,355,185,170,52.1,9.28,32.61,-16.1,49.96,-30.03,2.05,9.28,40305787,50305787,403.06,94.5,6.94,end_of_data=23; stop_loss=158; target_hit=174
FIX_T30_SL15_V1.5_ATH10_VA20,fixed_target,"T=30%,SL=15%",1.5,10,20,351,181,170,51.6,8.97,32.61,-16.19,49.96,-30.03,1.98,8.97,36816841,46816841,368.17,93.9,5.74,end_of_data=22; stop_loss=159; target_hit=170
FIX_T30_SL15_V1.5_ATH10_VA30,fixed_target,"T=30%,SL=15%",1.5,10,30,343,172,171,50.1,8.24,32.54,-16.21,49.96,-30.03,1.89,8.24,29853571,39853571,298.54,90.9,1.08,end_of_data=22; stop_loss=160; target_hit=161
FIX_T30_SL15_V2.0_ATH3_VA15,fixed_target,"T=30%,SL=15%",2.0,3,15,198,99,99,50.0,8.73,33.36,-15.89,49.96,-30.03,1.99,8.73,13325546,23325546,133.26,100.6,0.54,end_of_data=11; stop_loss=92; target_hit=95
FIX_T30_SL15_V2.0_ATH3_VA20,fixed_target,"T=30%,SL=15%",2.0,3,20,195,96,99,49.2,8.37,33.37,-15.88,49.96,-30.03,1.92,8.37,12223258,22223258,122.23,99.5,-1.38,end_of_data=11; stop_loss=92; target_hit=92
FIX_T30_SL15_V2.0_ATH3_VA30,fixed_target,"T=30%,SL=15%",2.0,3,30,188,92,96,48.9,8.4,33.77,-15.92,49.96,-30.03,1.92,8.4,11656749,21656749,116.57,95.3,-1.88,end_of_data=10; stop_loss=89; target_hit=89
FIX_T30_SL15_V2.0_ATH5_VA15,fixed_target,"T=30%,SL=15%",2.0,5,15,222,108,114,48.6,7.88,33.06,-15.97,49.96,-30.03,1.87,7.88,13528830,23528830,135.29,100.0,-3.06,end_of_data=13; stop_loss=106; target_hit=103
FIX_T30_SL15_V2.0_ATH5_VA20,fixed_target,"T=30%,SL=15%",2.0,5,20,217,106,111,48.8,7.97,33.03,-15.96,49.96,-30.03,1.86,7.97,13305299,23305299,133.05,98.8,-2.37,end_of_data=13; stop_loss=103; target_hit=101
FIX_T30_SL15_V2.0_ATH5_VA30,fixed_target,"T=30%,SL=15%",2.0,5,30,209,101,108,48.3,7.87,33.39,-16.0,49.96,-30.03,1.85,7.87,12347962,22347962,123.48,96.1,-3.75,end_of_data=12; stop_loss=100; target_hit=97
FIX_T30_SL15_V2.0_ATH7_VA15,fixed_target,"T=30%,SL=15%",2.0,7,15,245,125,120,51.0,8.82,32.68,-16.04,49.96,-30.03,2.03,8.82,18812582,28812582,188.13,105.4,2.74,end_of_data=15; stop_loss=112; target_hit=118
FIX_T30_SL15_V2.0_ATH7_VA20,fixed_target,"T=30%,SL=15%",2.0,7,20,240,123,117,51.2,8.92,32.65,-16.02,49.96,-30.03,2.02,8.92,18563118,28563118,185.63,104.7,3.0,end_of_data=15; stop_loss=109; target_hit=116
FIX_T30_SL15_V2.0_ATH7_VA30,fixed_target,"T=30%,SL=15%",2.0,7,30,228,115,113,50.4,8.58,32.93,-16.2,49.96,-30.03,1.97,8.58,16061540,26061540,160.62,100.8,1.91,end_of_data=13; stop_loss=106; target_hit=109
FIX_T30_SL15_V2.0_ATH10_VA15,fixed_target,"T=30%,SL=15%",2.0,10,15,308,158,150,51.3,8.88,32.76,-16.27,49.96,-30.03,2.03,8.88,28202870,38202870,282.03,98.0,4.5,end_of_data=17; stop_loss=141; target_hit=150
FIX_T30_SL15_V2.0_ATH10_VA20,fixed_target,"T=30%,SL=15%",2.0,10,20,298,155,143,52.0,9.25,32.76,-16.23,49.96,-30.03,2.08,9.25,28644938,38644938,286.45,94.8,6.63,end_of_data=17; stop_loss=134; target_hit=147
FIX_T30_SL15_V2.0_ATH10_VA30,fixed_target,"T=30%,SL=15%",2.0,10,30,284,146,138,51.4,8.99,32.97,-16.38,49.96,-30.03,2.06,8.99,24949510,34949510,249.5,92.5,6.04,end_of_data=15; stop_loss=130; target_hit=139
FIX_T30_SL15_V2.5_ATH3_VA15,fixed_target,"T=30%,SL=15%",2.5,3,15,168,84,84,50.0,8.88,33.65,-15.89,49.96,-30.03,2.0,8.88,10769115,20769114,107.69,89.2,0.54,end_of_data=9; stop_loss=78; target_hit=81
FIX_T30_SL15_V2.5_ATH3_VA20,fixed_target,"T=30%,SL=15%",2.5,3,20,163,83,80,50.9,9.29,33.75,-16.08,49.96,-30.03,2.04,9.29,11011862,21011862,110.12,89.0,6.94,end_of_data=8; stop_loss=75; target_hit=80
FIX_T30_SL15_V2.5_ATH3_VA30,fixed_target,"T=30%,SL=15%",2.5,3,30,156,80,76,51.3,9.59,33.94,-16.04,49.96,-30.03,2.08,9.59,10830774,20830774,108.31,84.5,18.58,end_of_data=7; stop_loss=71; target_hit=78
FIX_T30_SL15_V2.5_ATH5_VA15,fixed_target,"T=30%,SL=15%",2.5,5,15,190,92,98,48.4,7.87,33.29,-15.98,49.96,-30.03,1.86,7.87,10781074,20781074,107.81,90.7,-3.06,end_of_data=11; stop_loss=91; target_hit=88
FIX_T30_SL15_V2.5_ATH5_VA20,fixed_target,"T=30%,SL=15%",2.5,5,20,184,91,93,49.5,8.35,33.37,-16.14,49.96,-30.03,1.91,8.35,11200274,21200274,112.0,90.5,-1.88,end_of_data=10; stop_loss=87; target_hit=87
FIX_T30_SL15_V2.5_ATH5_VA30,fixed_target,"T=30%,SL=15%",2.5,5,30,175,89,86,50.9,9.14,33.49,-16.07,49.96,-30.03,2.03,9.14,11892423,21892423,118.92,86.4,6.94,end_of_data=9; stop_loss=80; target_hit=86
FIX_T30_SL15_V2.5_ATH7_VA15,fixed_target,"T=30%,SL=15%",2.5,7,15,209,107,102,51.2,8.96,32.8,-16.04,49.96,-30.03,2.04,8.96,15041776,25041776,150.42,97.2,3.27,end_of_data=13; stop_loss=95; target_hit=101
FIX_T30_SL15_V2.5_ATH7_VA20,fixed_target,"T=30%,SL=15%",2.5,7,20,204,106,98,52.0,9.29,32.87,-16.2,49.96,-30.03,2.08,9.29,15334462,25334462,153.34,97.2,6.63,end_of_data=12; stop_loss=92; target_hit=100
FIX_T30_SL15_V2.5_ATH7_VA30,fixed_target,"T=30%,SL=15%",2.5,7,30,191,101,90,52.9,9.73,32.94,-16.31,49.96,-30.03,2.15,9.73,14892888,24892888,148.93,91.7,30.03,end_of_data=10; stop_loss=85; target_hit=96
FIX_T30_SL15_V2.5_ATH10_VA15,fixed_target,"T=30%,SL=15%",2.5,10,15,259,135,124,52.1,9.33,32.82,-16.23,49.96,-30.03,2.08,9.33,22718574,32718574,227.19,90.8,6.94,end_of_data=15; stop_loss=116; target_hit=128
FIX_T30_SL15_V2.5_ATH10_VA20,fixed_target,"T=30%,SL=15%",2.5,10,20,249,132,117,53.0,9.87,33.1,-16.33,49.96,-30.03,2.18,9.87,23413124,33413124,234.13,87.3,30.01,end_of_data=13; stop_loss=110; target_hit=126
FIX_T30_SL15_V2.5_ATH10_VA30,fixed_target,"T=30%,SL=15%",2.5,10,30,233,125,108,53.6,10.08,32.99,-16.44,49.96,-30.03,2.22,10.08,21669587,31669587,216.7,82.6,30.08,end_of_data=12; stop_loss=102; target_hit=119
FIX_T25_SL10_V1.0_ATH3_VA15,fixed_target,"T=25%,SL=10%",1.0,3,15,272,119,153,43.8,6.05,28.27,-11.23,49.96,-21.83,1.79,6.05,12432279,22432279,124.32,61.3,-10.09,end_of_data=13; stop_loss=146; target_hit=113
FIX_T25_SL10_V1.0_ATH3_VA20,fixed_target,"T=25%,SL=10%",1.0,3,20,273,120,153,44.0,6.14,28.23,-11.19,49.96,-21.83,1.81,6.14,12764656,22764656,127.65,61.1,-10.09,end_of_data=14; stop_loss=145; target_hit=114
FIX_T25_SL10_V1.0_ATH3_VA30,fixed_target,"T=25%,SL=10%",1.0,3,30,266,114,152,42.9,5.73,28.27,-11.18,49.96,-21.83,1.76,5.73,11114863,21114863,111.15,60.9,-10.09,end_of_data=14; stop_loss=144; target_hit=108
FIX_T25_SL10_V1.0_ATH5_VA15,fixed_target,"T=25%,SL=10%",1.0,5,15,304,130,174,42.8,5.52,28.0,-11.27,49.96,-21.83,1.71,5.52,12778899,22778899,127.79,59.6,-10.13,end_of_data=15; stop_loss=167; target_hit=122
FIX_T25_SL10_V1.0_ATH5_VA20,fixed_target,"T=25%,SL=10%",1.0,5,20,303,130,173,42.9,5.59,27.98,-11.23,49.96,-21.83,1.72,5.59,12952115,22952115,129.52,59.5,-10.12,end_of_data=16; stop_loss=165; target_hit=122
FIX_T25_SL10_V1.0_ATH5_VA30,fixed_target,"T=25%,SL=10%",1.0,5,30,297,124,173,41.8,5.15,28.01,-11.23,49.96,-21.83,1.66,5.15,11153527,21153527,111.54,58.9,-10.13,end_of_data=16; stop_loss=165; target_hit=116
FIX_T25_SL10_V1.0_ATH7_VA15,fixed_target,"T=25%,SL=10%",1.0,7,15,336,150,186,44.6,6.0,27.56,-11.38,49.96,-21.83,1.81,6.0,16911716,26911716,169.12,63.3,-10.11,end_of_data=17; stop_loss=180; target_hit=139
FIX_T25_SL10_V1.0_ATH7_VA20,fixed_target,"T=25%,SL=10%",1.0,7,20,335,150,185,44.8,6.06,27.54,-11.35,49.96,-21.83,1.82,6.06,17116359,27116359,171.16,63.3,-10.09,end_of_data=18; stop_loss=178; target_hit=139
FIX_T25_SL10_V1.0_ATH7_VA30,fixed_target,"T=25%,SL=10%",1.0,7,30,330,144,186,43.6,5.62,27.55,-11.35,49.96,-21.83,1.75,5.62,14848725,24848725,148.49,62.7,-10.12,end_of_data=18; stop_loss=179; target_hit=133
FIX_T25_SL10_V1.0_ATH10_VA15,fixed_target,"T=25%,SL=10%",1.0,10,15,420,184,236,43.8,5.67,27.7,-11.5,49.96,-22.35,1.73,5.67,22153609,32153609,221.54,59.0,-10.13,end_of_data=19; stop_loss=229; target_hit=172
FIX_T25_SL10_V1.0_ATH10_VA20,fixed_target,"T=25%,SL=10%",1.0,10,20,418,185,233,44.3,5.83,27.7,-11.53,49.96,-22.35,1.75,5.83,23088833,33088833,230.89,59.0,-10.12,end_of_data=19; stop_loss=226; target_hit=173
FIX_T25_SL10_V1.0_ATH10_VA30,fixed_target,"T=25%,SL=10%",1.0,10,30,413,178,235,43.1,5.39,27.72,-11.53,49.96,-22.35,1.69,5.39,19760645,29760645,197.61,58.6,-10.15,end_of_data=19; stop_loss=228; target_hit=166
FIX_T25_SL10_V1.25_ATH3_VA15,fixed_target,"T=25%,SL=10%",1.25,3,15,255,114,141,44.7,6.46,28.37,-11.25,49.96,-21.83,1.86,6.46,12462861,22462861,124.63,61.7,-10.09,end_of_data=13; stop_loss=134; target_hit=108
FIX_T25_SL10_V1.25_ATH3_VA20,fixed_target,"T=25%,SL=10%",1.25,3,20,250,111,139,44.4,6.35,28.39,-11.25,49.96,-21.83,1.85,6.35,11802953,21802953,118.03,61.8,-10.09,end_of_data=13; stop_loss=132; target_hit=105
FIX_T25_SL10_V1.25_ATH3_VA30,fixed_target,"T=25%,SL=10%",1.25,3,30,247,105,142,42.5,5.49,28.14,-11.25,49.96,-21.83,1.73,5.49,9449127,19449127,94.49,61.2,-10.12,end_of_data=13; stop_loss=135; target_hit=99
FIX_T25_SL10_V1.25_ATH5_VA15,fixed_target,"T=25%,SL=10%",1.25,5,15,286,124,162,43.4,5.78,28.09,-11.3,49.96,-21.83,1.75,5.78,12494141,22494141,124.94,59.8,-10.13,end_of_data=15; stop_loss=155; target_hit=116
FIX_T25_SL10_V1.25_ATH5_VA20,fixed_target,"T=25%,SL=10%",1.25,5,20,281,121,160,43.1,5.67,28.1,-11.3,49.96,-21.83,1.73,5.67,11837909,21837909,118.38,59.9,-10.13,end_of_data=15; stop_loss=153; target_hit=113
FIX_T25_SL10_V1.25_ATH5_VA30,fixed_target,"T=25%,SL=10%",1.25,5,30,278,115,163,41.4,4.9,27.87,-11.3,49.96,-21.83,1.63,4.9,9484741,19484741,94.85,59.1,-10.16,end_of_data=15; stop_loss=156; target_hit=107
FIX_T25_SL10_V1.25_ATH7_VA15,fixed_target,"T=25%,SL=10%",1.25,7,15,312,142,170,45.5,6.36,27.62,-11.4,49.96,-21.83,1.86,6.36,16502013,26502013,165.02,63.4,-10.09,end_of_data=17; stop_loss=164; target_hit=131
FIX_T25_SL10_V1.25_ATH7_VA20,fixed_target,"T=25%,SL=10%",1.25,7,20,308,139,169,45.1,6.2,27.62,-11.42,49.96,-21.83,1.83,6.2,15545852,25545852,155.46,63.3,-10.11,end_of_data=17; stop_loss=163; target_hit=128
FIX_T25_SL10_V1.25_ATH7_VA30,fixed_target,"T=25%,SL=10%",1.25,7,30,304,133,171,43.8,5.57,27.39,-11.4,49.96,-21.83,1.74,5.57,12956416,22956416,129.56,62.8,-10.12,end_of_data=17; stop_loss=165; target_hit=122
FIX_T25_SL10_V1.25_ATH10_VA15,fixed_target,"T=25%,SL=10%",1.25,10,15,388,175,213,45.1,6.24,27.85,-11.51,49.96,-22.35,1.81,6.24,22841128,32841128,228.41,58.2,-10.11,end_of_data=18; stop_loss=206; target_hit=164
FIX_T25_SL10_V1.25_ATH10_VA20,fixed_target,"T=25%,SL=10%",1.25,10,20,384,172,212,44.8,6.11,27.85,-11.52,49.96,-22.35,1.79,6.11,21656259,31656259,216.56,58.1,-10.11,end_of_data=18; stop_loss=205; target_hit=161
