label,exit_strategy,exit_params,vol_multiplier,ath_lookback,vol_avg_period,total_trades,winners,losers,win_rate,avg_return_pct,avg_winner_pct,avg_loser_pct,max_return_pct,max_loss_pct,profit_factor,expectancy,total_pnl,final_capital,total_return_pct,avg_hold_days,median_return_pct,exit_breakdown
TIME_60D_SL15_V2.5_ATH3_VA15,time_exit,"Days=60,SL=15%",2.5,3,15,168,84,84,50.0,10.14,33.13,-12.85,286.72,-25.81,2.28,10.14,12783485,22783485,127.83,70.0,0.16,end_of_data=6; stop_loss=51; time_exit=111
TIME_60D_SL15_V2.5_ATH3_VA20,time_exit,"Days=60,SL=15%",2.5,3,20,163,82,81,50.3,10.7,34.11,-12.99,286.72,-25.81,2.35,10.7,13255086,23255086,132.55,70.2,0.32,end_of_data=5; stop_loss=50; time_exit=108
TIME_60D_SL15_V2.5_ATH3_VA30,time_exit,"Days=60,SL=15%",2.5,3,30,156,78,78,50.0,11.09,35.36,-13.18,286.72,-25.81,2.36,11.09,13081182,23081182,130.81,69.8,-0.03,end_of_data=4; stop_loss=49; time_exit=103
TIME_60D_SL15_V2.5_ATH5_VA15,time_exit,"Days=60,SL=15%",2.5,5,15,190,90,100,47.4,8.55,32.2,-12.74,286.72,-25.81,2.08,8.55,11880301,21880301,118.8,69.4,-1.48,end_of_data=7; stop_loss=60; time_exit=123
TIME_60D_SL15_V2.5_ATH5_VA20,time_exit,"Days=60,SL=15%",2.5,5,20,184,88,96,47.8,9.06,33.1,-12.97,286.72,-25.81,2.14,9.06,12362375,22362375,123.62,69.5,-1.48,end_of_data=6; stop_loss=59; time_exit=119
TIME_60D_SL15_V2.5_ATH5_VA30,time_exit,"Days=60,SL=15%",2.5,5,30,175,85,90,48.6,10.0,34.44,-13.08,286.72,-25.81,2.25,10.0,13299823,23299823,133.0,69.5,-0.66,end_of_data=5; stop_loss=56; time_exit=114
TIME_60D_SL15_V2.5_ATH7_VA15,time_exit,"Days=60,SL=15%",2.5,7,15,209,104,105,49.8,8.33,29.78,-12.92,286.72,-25.81,2.09,8.33,13170500,23170500,131.71,70.3,0.0,end_of_data=8; stop_loss=64; time_exit=137
TIME_60D_SL15_V2.5_ATH7_VA20,time_exit,"Days=60,SL=15%",2.5,7,20,204,102,102,50.0,8.73,30.51,-13.04,286.72,-25.81,2.13,8.73,13650112,23650112,136.5,70.5,-0.11,end_of_data=7; stop_loss=63; time_exit=134
TIME_60D_SL15_V2.5_ATH7_VA30,time_exit,"Days=60,SL=15%",2.5,7,30,191,95,96,49.7,9.46,32.31,-13.15,286.72,-25.81,2.22,9.46,13958434,23958434,139.58,70.1,-0.38,end_of_data=6; stop_loss=60; time_exit=125
TIME_60D_SL15_V2.5_ATH10_VA15,time_exit,"Days=60,SL=15%",2.5,10,15,259,124,135,47.9,8.17,31.29,-13.06,286.72,-25.81,2.04,8.17,17720593,27720593,177.21,69.2,-1.38,end_of_data=9; stop_loss=84; time_exit=166
TIME_60D_SL15_V2.5_ATH10_VA20,time_exit,"Days=60,SL=15%",2.5,10,20,249,119,130,47.8,8.61,32.56,-13.32,286.72,-25.81,2.09,8.61,18093225,28093225,180.93,69.0,-1.58,end_of_data=8; stop_loss=83; time_exit=158
TIME_60D_SL15_V2.5_ATH10_VA30,time_exit,"Days=60,SL=15%",2.5,10,30,233,110,123,47.2,9.04,34.13,-13.4,286.72,-25.81,2.12,9.04,17589973,27589973,175.9,68.5,-1.71,end_of_data=7; stop_loss=79; time_exit=147
TIME_90D_SL15_V1.0_ATH3_VA15,time_exit,"Days=90,SL=15%",1.0,3,15,272,135,137,49.6,12.81,40.23,-14.21,281.77,-30.03,2.34,12.81,43753310,53753310,437.53,99.1,-0.04,end_of_data=13; stop_loss=102; time_exit=157
TIME_90D_SL15_V1.0_ATH3_VA20,time_exit,"Days=90,SL=15%",1.0,3,20,273,134,139,49.1,12.82,40.71,-14.06,281.77,-30.03,2.37,12.82,44167286,54167286,441.67,99.0,-0.33,end_of_data=14; stop_loss=102; time_exit=157
TIME_90D_SL15_V1.0_ATH3_VA30,time_exit,"Days=90,SL=15%",1.0,3,30,266,130,136,48.9,12.97,41.31,-14.13,281.77,-30.03,2.4,12.97,42825823,52825823,428.26,98.7,-0.54,end_of_data=14; stop_loss=100; time_exit=152
TIME_90D_SL15_V1.0_ATH5_VA15,time_exit,"Days=90,SL=15%",1.0,5,15,304,143,161,47.0,10.88,39.22,-14.29,281.77,-30.03,2.15,10.88,39112198,49112198,391.12,96.7,-1.53,end_of_data=17; stop_loss=121; time_exit=166
TIME_90D_SL15_V1.0_ATH5_VA20,time_exit,"Days=90,SL=15%",1.0,5,20,303,141,162,46.5,10.85,39.57,-14.15,281.77,-30.03,2.15,10.85,38613495,48613495,386.13,96.9,-1.65,end_of_data=17; stop_loss=120; time_exit=166
TIME_90D_SL15_V1.0_ATH5_VA30,time_exit,"Days=90,SL=15%",1.0,5,30,297,137,160,46.1,10.86,40.15,-14.22,281.77,-30.03,2.12,10.86,37121474,47121474,371.21,96.3,-1.92,end_of_data=17; stop_loss=119; time_exit=161
TIME_90D_SL15_V1.0_ATH7_VA15,time_exit,"Days=90,SL=15%",1.0,7,15,336,162,174,48.2,10.5,37.18,-14.34,281.77,-30.03,2.2,10.5,44547259,54547259,445.47,97.3,-1.01,end_of_data=20; stop_loss=132; time_exit=184
TIME_90D_SL15_V1.0_ATH7_VA20,time_exit,"Days=90,SL=15%",1.0,7,20,335,160,175,47.8,10.47,37.47,-14.21,281.77,-30.03,2.19,10.47,43993367,53993367,439.93,97.5,-1.36,end_of_data=20; stop_loss=131; time_exit=184
TIME_90D_SL15_V1.0_ATH7_VA30,time_exit,"Days=90,SL=15%",1.0,7,30,330,156,174,47.3,10.39,37.92,-14.3,281.77,-30.03,2.15,10.39,41915568,51915568,419.16,96.8,-1.53,end_of_data=20; stop_loss=131; time_exit=179
TIME_90D_SL15_V1.0_ATH10_VA15,time_exit,"Days=90,SL=15%",1.0,10,15,420,196,224,46.7,10.7,39.56,-14.56,331.55,-30.03,2.14,10.7,76077701,86077701,760.78,97.3,-2.28,end_of_data=22; stop_loss=174; time_exit=224
TIME_90D_SL15_V1.0_ATH10_VA20,time_exit,"Days=90,SL=15%",1.0,10,20,418,195,223,46.7,10.77,39.72,-14.55,331.55,-30.03,2.15,10.77,76425079,86425079,764.25,97.6,-2.28,end_of_data=21; stop_loss=173; time_exit=224
TIME_90D_SL15_V1.0_ATH10_VA30,time_exit,"Days=90,SL=15%",1.0,10,30,413,190,223,46.0,10.65,40.28,-14.59,331.55,-30.03,2.11,10.65,72204878,82204878,722.05,97.0,-3.17,end_of_data=21; stop_loss=173; time_exit=219
TIME_90D_SL15_V1.25_ATH3_VA15,time_exit,"Days=90,SL=15%",1.25,3,15,255,131,124,51.4,14.09,40.79,-14.11,281.77,-30.03,2.54,14.09,46816977,56816977,468.17,99.4,1.26,end_of_data=13; stop_loss=92; time_exit=150
TIME_90D_SL15_V1.25_ATH3_VA20,time_exit,"Days=90,SL=15%",1.25,3,20,250,127,123,50.8,13.81,40.82,-14.08,281.77,-30.03,2.47,13.81,43026576,53026576,430.27,99.4,1.12,end_of_data=13; stop_loss=91; time_exit=146
TIME_90D_SL15_V1.25_ATH3_VA30,time_exit,"Days=90,SL=15%",1.25,3,30,247,123,124,49.8,13.44,41.34,-14.24,281.77,-30.03,2.45,13.44,39597699,49597699,395.98,98.7,0.0,end_of_data=13; stop_loss=93; time_exit=141
TIME_90D_SL15_V1.25_ATH5_VA15,time_exit,"Days=90,SL=15%",1.25,5,15,286,138,148,48.3,11.76,39.63,-14.22,281.77,-30.03,2.25,11.76,40563815,50563815,405.64,96.8,-0.7,end_of_data=16; stop_loss=111; time_exit=159
TIME_90D_SL15_V1.25_ATH5_VA20,time_exit,"Days=90,SL=15%",1.25,5,20,281,134,147,47.7,11.47,39.62,-14.19,281.77,-30.03,2.19,11.47,37195474,47195474,371.95,96.8,-1.36,end_of_data=16; stop_loss=110; time_exit=155
TIME_90D_SL15_V1.25_ATH5_VA30,time_exit,"Days=90,SL=15%",1.25,5,30,278,130,148,46.8,11.13,40.11,-14.33,281.77,-30.03,2.15,11.13,34241936,44241936,342.42,96.1,-1.76,end_of_data=16; stop_loss=112; time_exit=150
TIME_90D_SL15_V1.25_ATH7_VA15,time_exit,"Days=90,SL=15%",1.25,7,15,312,155,157,49.7,11.63,37.85,-14.26,281.77,-30.03,2.31,11.63,47437764,57437764,474.38,97.6,-0.04,end_of_data=19; stop_loss=120; time_exit=173
TIME_90D_SL15_V1.25_ATH7_VA20,time_exit,"Days=90,SL=15%",1.25,7,20,308,151,157,49.0,11.27,37.8,-14.24,281.77,-30.03,2.24,11.27,43177089,53177089,431.77,97.4,-0.4,end_of_data=19; stop_loss=120; time_exit=169
TIME_90D_SL15_V1.25_ATH7_VA30,time_exit,"Days=90,SL=15%",1.25,7,30,304,147,157,48.4,11.05,38.19,-14.36,281.77,-30.03,2.21,11.05,40256450,50256451,402.56,97.0,-1.01,end_of_data=19; stop_loss=121; time_exit=164
TIME_90D_SL15_V1.25_ATH10_VA15,time_exit,"Days=90,SL=15%",1.25,10,15,388,186,202,47.9,11.82,40.49,-14.58,331.55,-30.03,2.24,11.82,80385558,90385558,803.86,97.5,-1.37,end_of_data=20; stop_loss=159; time_exit=209
TIME_90D_SL15_V1.25_ATH10_VA20,time_exit,"Days=90,SL=15%",1.25,10,20,384,182,202,47.4,11.54,40.51,-14.57,331.55,-30.03,2.19,11.54,73680849,83680849,736.81,97.3,-1.53,end_of_data=20; stop_loss=159; time_exit=205
TIME_90D_SL15_V1.25_ATH10_VA30,time_exit,"Days=90,SL=15%",1.25,10,30,380,177,203,46.6,11.3,41.04,-14.62,331.55,-30.03,2.18,11.3,68233712,78233712,682.34,97.0,-2.28,end_of_data=20; stop_loss=160; time_exit=200
TIME_90D_SL15_V1.5_ATH3_VA15,time_exit,"Days=90,SL=15%",1.5,3,15,235,121,114,51.5,14.27,40.76,-13.85,281.77,-30.03,2.64,14.27,40537353,50537353,405.37,99.6,1.26,end_of_data=12; stop_loss=83; time_exit=140
TIME_90D_SL15_V1.5_ATH3_VA20,time_exit,"Days=90,SL=15%",1.5,3,20,233,117,116,50.2,13.56,41.01,-14.12,281.77,-30.03,2.46,13.56,35927559,45927559,359.28,98.1,0.1,end_of_data=12; stop_loss=86; time_exit=135
TIME_90D_SL15_V1.5_ATH3_VA30,time_exit,"Days=90,SL=15%",1.5,3,30,225,110,115,48.9,13.38,42.24,-14.22,281.77,-30.03,2.39,13.38,32655467,42655467,326.55,97.4,-0.46,end_of_data=12; stop_loss=86; time_exit=127
TIME_90D_SL15_V1.5_ATH5_VA15,time_exit,"Days=90,SL=15%",1.5,5,15,262,127,135,48.5,11.9,39.36,-13.94,281.77,-30.03,2.34,11.9,34878636,44878636,348.79,97.7,-0.56,end_of_data=14; stop_loss=99; time_exit=149
TIME_90D_SL15_V1.5_ATH5_VA20,time_exit,"Days=90,SL=15%",1.5,5,20,259,123,136,47.5,11.3,39.55,-14.25,281.77,-30.03,2.18,11.3,30829219,40829219,308.29,96.0,-1.38,end_of_data=14; stop_loss=102; time_exit=143
TIME_90D_SL15_V1.5_ATH5_VA30,time_exit,"Days=90,SL=15%",1.5,5,30,254,118,136,46.5,11.16,40.55,-14.35,281.77,-30.03,2.12,11.16,28981999,38981999,289.82,95.4,-1.9,end_of_data=14; stop_loss=103; time_exit=137
TIME_90D_SL15_V1.5_ATH7_VA15,time_exit,"Days=90,SL=15%",1.5,7,15,285,141,144,49.5,11.17,36.87,-13.99,281.77,-30.03,2.33,11.17,36362016,46362016,363.62,98.2,-0.07,end_of_data=16; stop_loss=108; time_exit=161
TIME_90D_SL15_V1.5_ATH7_VA20,time_exit,"Days=90,SL=15%",1.5,7,20,280,136,144,48.6,10.54,36.81,-14.26,281.77,-30.03,2.16,10.54,31347571,41347571,313.48,96.8,-0.59,end_of_data=16; stop_loss=110; time_exit=154
TIME_90D_SL15_V1.5_ATH7_VA30,time_exit,"Days=90,SL=15%",1.5,7,30,275,131,144,47.6,10.35,37.6,-14.44,281.77,-30.03,2.1,10.35,29227814,39227814,292.28,95.8,-1.38,end_of_data=16; stop_loss=112; time_exit=147
TIME_90D_SL15_V1.5_ATH10_VA15,time_exit,"Days=90,SL=15%",1.5,10,15,355,168,187,47.3,11.1,39.45,-14.38,331.55,-30.03,2.23,11.1,56072701,66072701,560.73,97.9,-1.42,end_of_data=17; stop_loss=145; time_exit=193
TIME_90D_SL15_V1.5_ATH10_VA20,time_exit,"Days=90,SL=15%",1.5,10,20,351,164,187,46.7,10.64,39.39,-14.58,331.55,-30.03,2.1,10.64,49703797,59703797,497.04,96.9,-2.06,end_of_data=17; stop_loss=147; time_exit=187
TIME_90D_SL15_V1.5_ATH10_VA30,time_exit,"Days=90,SL=15%",1.5,10,30,343,157,186,45.8,10.47,40.29,-14.71,331.55,-30.03,2.06,10.47,45568628,55568628,455.69,95.8,-3.45,end_of_data=17; stop_loss=148; time_exit=178
TIME_90D_SL15_V2.0_ATH3_VA15,time_exit,"Days=90,SL=15%",2.0,3,15,198,99,99,50.0,12.68,39.66,-14.3,281.77,-30.03,2.39,12.68,23460277,33460277,234.6,98.8,0.05,end_of_data=8; stop_loss=74; time_exit=116
TIME_90D_SL15_V2.0_ATH3_VA20,time_exit,"Days=90,SL=15%",2.0,3,20,195,97,98,49.7,12.75,40.05,-14.26,281.77,-30.03,2.36,12.75,23075387,33075387,230.75,98.0,0.0,end_of_data=8; stop_loss=73; time_exit=114
TIME_90D_SL15_V2.0_ATH3_VA30,time_exit,"Days=90,SL=15%",2.0,3,30,188,92,96,48.9,13.2,41.95,-14.35,281.77,-30.03,2.37,13.2,22991614,32991614,229.92,96.7,-0.56,end_of_data=8; stop_loss=72; time_exit=108
TIME_90D_SL15_V2.0_ATH5_VA15,time_exit,"Days=90,SL=15%",2.0,5,15,222,107,115,48.2,10.97,38.14,-14.3,281.77,-30.03,2.22,10.97,22191647,32191647,221.92,97.3,-1.37,end_of_data=10; stop_loss=86; time_exit=126
TIME_90D_SL15_V2.0_ATH5_VA20,time_exit,"Days=90,SL=15%",2.0,5,20,217,105,112,48.4,11.39,38.73,-14.24,281.77,-30.03,2.24,11.39,22767171,32767171,227.67,96.8,-1.36,end_of_data=10; stop_loss=83; time_exit=124
TIME_90D_SL15_V2.0_ATH5_VA30,time_exit,"Days=90,SL=15%",2.0,5,30,209,100,109,47.8,11.67,39.98,-14.31,281.77,-30.03,2.26,11.67,22231745,32231745,222.32,96.0,-1.38,end_of_data=10; stop_loss=81; time_exit=118
TIME_90D_SL15_V2.0_ATH7_VA15,time_exit,"Days=90,SL=15%",2.0,7,15,245,120,125,49.0,10.34,35.95,-14.23,281.77,-30.03,2.19,10.34,23764691,33764691,237.65,98.1,-0.54,end_of_data=11; stop_loss=95; time_exit=139
TIME_90D_SL15_V2.0_ATH7_VA20,time_exit,"Days=90,SL=15%",2.0,7,20,240,118,122,49.2,10.71,36.43,-14.16,281.77,-30.03,2.21,10.71,24397560,34397560,243.98,97.9,-0.5,end_of_data=11; stop_loss=92; time_exit=137
TIME_90D_SL15_V2.0_ATH7_VA30,time_exit,"Days=90,SL=15%",2.0,7,30,228,111,117,48.7,10.99,37.77,-14.41,281.77,-30.03,2.22,10.99,23312954,33312954,233.13,96.6,-0.59,end_of_data=11; stop_loss=90; time_exit=127
TIME_90D_SL15_V2.0_ATH10_VA15,time_exit,"Days=90,SL=15%",2.0,10,15,308,145,163,47.1,10.45,38.49,-14.5,331.55,-30.03,2.18,10.45,36496855,46496855,364.97,99.1,-1.99,end_of_data=12; stop_loss=127; time_exit=169
TIME_90D_SL15_V2.0_ATH10_VA20,time_exit,"Days=90,SL=15%",2.0,10,20,298,142,156,47.7,11.05,39.17,-14.54,331.55,-30.03,2.23,11.05,38319803,48319803,383.2,98.9,-1.65,end_of_data=12; stop_loss=122; time_exit=164
TIME_90D_SL15_V2.0_ATH10_VA30,time_exit,"Days=90,SL=15%",2.0,10,30,284,133,151,46.8,11.17,40.6,-14.75,331.55,-30.03,2.23,11.17,35514783,45514783,355.15,97.6,-1.99,end_of_data=12; stop_loss=120; time_exit=152
TIME_90D_SL15_V2.5_ATH3_VA15,time_exit,"Days=90,SL=15%",2.5,3,15,168,85,83,50.6,12.89,39.94,-14.81,215.6,-30.03,2.34,12.89,18454091,28454091,184.54,96.4,0.59,end_of_data=7; stop_loss=67; time_exit=94
TIME_90D_SL15_V2.5_ATH3_VA20,time_exit,"Days=90,SL=15%",2.5,3,20,163,83,80,50.9,13.72,41.39,-14.98,215.6,-30.03,2.42,13.72,19469891,29469891,194.7,96.9,1.08,end_of_data=6; stop_loss=65; time_exit=92
TIME_90D_SL15_V2.5_ATH3_VA30,time_exit,"Days=90,SL=15%",2.5,3,30,156,80,76,51.3,14.44,42.48,-15.06,215.6,-30.03,2.48,14.44,19724547,29724547,197.25,96.5,1.23,end_of_data=5; stop_loss=62; time_exit=89
TIME_90D_SL15_V2.5_ATH5_VA15,time_exit,"Days=90,SL=15%",2.5,5,15,190,92,98,48.4,10.83,38.04,-14.72,215.6,-30.03,2.14,10.83,16913339,26913339,169.13,95.0,-1.37,end_of_data=9; stop_loss=78; time_exit=103
TIME_90D_SL15_V2.5_ATH5_VA20,time_exit,"Days=90,SL=15%",2.5,5,20,184,90,94,48.9,11.65,39.33,-14.85,215.6,-30.03,2.23,11.65,18107895,28107895,181.08,95.4,-1.37,end_of_data=8; stop_loss=75; time_exit=101
TIME_90D_SL15_V2.5_ATH5_VA30,time_exit,"Days=90,SL=15%",2.5,5,30,175,87,88,49.7,12.71,40.61,-14.86,215.6,-30.03,2.36,12.71,19270101,29270101,192.7,95.7,-0.46,end_of_data=7; stop_loss=70; time_exit=98
TIME_90D_SL15_V2.5_ATH7_VA15,time_exit,"Days=90,SL=15%",2.5,7,15,209,103,106,49.3,10.39,36.03,-14.53,215.6,-30.03,2.14,10.39,18459925,28459925,184.6,96.9,-0.46,end_of_data=10; stop_loss=84; time_exit=115
TIME_90D_SL15_V2.5_ATH7_VA20,time_exit,"Days=90,SL=15%",2.5,7,20,204,101,103,49.5,10.99,37.15,-14.66,215.6,-30.03,2.2,10.99,19475933,29475933,194.76,97.3,-0.5,end_of_data=9; stop_loss=82; time_exit=113
TIME_90D_SL15_V2.5_ATH7_VA30,time_exit,"Days=90,SL=15%",2.5,7,30,191,96,95,50.3,12.0,38.61,-14.9,215.6,-30.03,2.31,12.0,20220672,30220672,202.21,96.8,0.1,end_of_data=8; stop_loss=77; time_exit=106
TIME_90D_SL15_V2.5_ATH10_VA15,time_exit,"Days=90,SL=15%",2.5,10,15,259,122,137,47.1,9.76,37.3,-14.77,215.6,-30.03,2.06,9.76,23726164,33726164,237.26,95.0,-2.06,end_of_data=11; stop_loss=110; time_exit=138
TIME_90D_SL15_V2.5_ATH10_VA20,time_exit,"Days=90,SL=15%",2.5,10,20,249,119,130,47.8,10.07,37.52,-15.05,215.6,-30.03,2.12,10.07,23463837,33463837,234.64,94.7,-1.92,end_of_data=10; stop_loss=107; time_exit=132
TIME_90D_SL15_V2.5_ATH10_VA30,time_exit,"Days=90,SL=15%",2.5,10,30,233,112,121,48.1,10.78,38.91,-15.26,215.6,-30.03,2.19,10.78,23523943,33523943,235.24,94.0,-1.92,end_of_data=9; stop_loss=101; time_exit=123
EMA_8_21_V1.0_ATH3_VA15,ema_cross,EMA=8/21,1.0,3,15,272,112,160,41.2,7.96,31.01,-8.17,245.43,-24.12,2.35,7.96,18468887,28468887,184.69,46.8,-2.58,ema_cross_down=267; end_of_data=5
EMA_8_21_V1.0_ATH3_VA20,ema_cross,EMA=8/21,1.0,3,20,273,113,160,41.4,8.22,31.46,-8.19,245.43,-24.12,2.39,8.22,19589126,29589126,195.89,47.2,-2.51,ema_cross_down=267; end_of_data=6
EMA_8_21_V1.0_ATH3_VA30,ema_cross,EMA=8/21,1.0,3,30,266,108,158,40.6,8.02,31.65,-8.14,245.43,-24.12,2.37,8.02,17993911,27993911,179.94,47.0,-2.58,ema_cross_down=260; end_of_data=6
EMA_8_21_V1.0_ATH5_VA15,ema_cross,EMA=8/21,1.0,5,15,304,121,183,39.8,7.15,30.44,-8.26,245.43,-24.12,2.22,7.15,18506384,28506384,185.06,46.2,-2.79,ema_cross_down=298; end_of_data=6
EMA_8_21_V1.0_ATH5_VA20,ema_cross,EMA=8/21,1.0,5,20,303,121,182,39.9,7.42,31.06,-8.29,245.43,-24.12,2.25,7.42,19607121,29607121,196.07,46.5,-2.77,ema_cross_down=296; end_of_data=7
EMA_8_21_V1.0_ATH5_VA30,ema_cross,EMA=8/21,1.0,5,30,297,116,181,39.1,7.28,31.53,-8.26,245.43,-24.12,2.22,7.28,18342197,28342197,183.42,46.1,-2.8,ema_cross_down=290; end_of_data=7
EMA_8_21_V1.0_ATH7_VA15,ema_cross,EMA=8/21,1.0,7,15,336,142,194,42.3,10.34,36.06,-8.49,1103.08,-24.12,2.66,10.34,38764951,48764952,387.65,47.8,-2.49,ema_cross_down=328; end_of_data=8
EMA_8_21_V1.0_ATH7_VA20,ema_cross,EMA=8/21,1.0,7,20,335,142,193,42.4,10.6,36.58,-8.52,1103.08,-24.12,2.69,10.6,40647946,50647946,406.48,48.1,-2.47,ema_cross_down=326; end_of_data=9
EMA_8_21_V1.0_ATH7_VA30,ema_cross,EMA=8/21,1.0,7,30,330,137,193,41.5,10.46,37.18,-8.51,1103.08,-24.12,2.65,10.46,38207191,48207191,382.07,47.6,-2.52,ema_cross_down=321; end_of_data=9
EMA_8_21_V1.0_ATH10_VA15,ema_cross,EMA=8/21,1.0,10,15,420,174,246,41.4,9.91,36.43,-8.85,1103.08,-37.88,2.44,9.91,57705431,67705431,577.05,48.7,-2.59,ema_cross_down=408; end_of_data=9; hard_stop_30=3
EMA_8_21_V1.0_ATH10_VA20,ema_cross,EMA=8/21,1.0,10,20,418,175,243,41.9,10.29,36.92,-8.89,1103.08,-37.88,2.49,10.29,62568986,72568986,625.69,49.2,-2.52,ema_cross_down=406; end_of_data=9; hard_stop_30=3
EMA_8_21_V1.0_ATH10_VA30,ema_cross,EMA=8/21,1.0,10,30,413,170,243,41.2,10.18,37.42,-8.88,1103.08,-37.88,2.46,10.18,59076482,69076482,590.76,48.8,-2.65,ema_cross_down=401; end_of_data=9; hard_stop_30=3
EMA_8_21_V1.25_ATH3_VA15,ema_cross,EMA=8/21,1.25,3,15,255,105,150,41.2,8.52,32.27,-8.09,245.43,-24.12,2.46,8.52,18591181,28591181,185.91,47.0,-2.51,ema_cross_down=250; end_of_data=5
EMA_8_21_V1.25_ATH3_VA20,ema_cross,EMA=8/21,1.25,3,20,250,102,148,40.8,8.33,32.24,-8.14,245.43,-24.12,2.38,8.33,17347663,27347664,173.48,46.7,-2.67,ema_cross_down=245; end_of_data=5
EMA_8_21_V1.25_ATH3_VA30,ema_cross,EMA=8/21,1.25,3,30,247,99,148,40.1,7.38,30.56,-8.13,245.43,-24.12,2.26,7.38,14107754,24107754,141.08,45.5,-2.7,ema_cross_down=242; end_of_data=5
EMA_8_21_V1.25_ATH5_VA15,ema_cross,EMA=8/21,1.25,5,15,286,113,173,39.5,7.59,31.78,-8.21,245.43,-24.12,2.28,7.59,18482641,28482641,184.83,46.2,-2.79,ema_cross_down=280; end_of_data=6
EMA_8_21_V1.25_ATH5_VA20,ema_cross,EMA=8/21,1.25,5,20,281,110,171,39.1,7.39,31.74,-8.28,245.43,-24.12,2.21,7.39,17195041,27195041,171.95,45.9,-3.26,ema_cross_down=275; end_of_data=6
EMA_8_21_V1.25_ATH5_VA30,ema_cross,EMA=8/21,1.25,5,30,278,107,171,38.5,6.66,30.52,-8.27,245.43,-24.12,2.11,6.66,14407691,24407691,144.08,44.7,-3.3,ema_cross_down=272; end_of_data=6
EMA_8_21_V1.25_ATH7_VA15,ema_cross,EMA=8/21,1.25,7,15,312,130,182,41.7,11.13,38.42,-8.37,1103.08,-24.12,2.73,11.13,38715448,48715448,387.15,48.0,-2.52,ema_cross_down=304; end_of_data=8
EMA_8_21_V1.25_ATH7_VA20,ema_cross,EMA=8/21,1.25,7,20,308,127,181,41.2,10.92,38.55,-8.47,1103.08,-24.12,2.64,10.92,36182353,46182353,361.82,47.6,-2.67,ema_cross_down=300; end_of_data=8
EMA_8_21_V1.25_ATH7_VA30,ema_cross,EMA=8/21,1.25,7,30,304,124,180,40.8,10.37,37.65,-8.43,1103.08,-24.12,2.6,10.37,31745833,41745833,317.46,46.6,-2.67,ema_cross_down=296; end_of_data=8
EMA_8_21_V1.25_ATH10_VA15,ema_cross,EMA=8/21,1.25,10,15,388,159,229,41.0,10.73,38.79,-8.75,1103.08,-37.88,2.52,10.73,57848436,67848436,578.48,49.1,-2.66,ema_cross_down=377; end_of_data=9; hard_stop_30=2
EMA_8_21_V1.25_ATH10_VA20,ema_cross,EMA=8/21,1.25,10,20,384,156,228,40.6,10.56,38.9,-8.82,1103.08,-37.88,2.45,10.56,54320468,64320468,543.2,48.9,-2.7,ema_cross_down=373; end_of_data=9; hard_stop_30=2
EMA_8_21_V1.25_ATH10_VA30,ema_cross,EMA=8/21,1.25,10,30,380,153,227,40.3,10.12,38.18,-8.79,1103.08,-37.88,2.43,10.12,48145410,58145410,481.45,48.1,-2.7,ema_cross_down=369; end_of_data=9; hard_stop_30=2
EMA_8_21_V1.5_ATH3_VA15,ema_cross,EMA=8/21,1.5,3,15,235,97,138,41.3,8.43,32.15,-8.24,245.43,-24.12,2.44,8.43,16098214,26098214,160.98,46.7,-2.65,ema_cross_down=230; end_of_data=5
EMA_8_21_V1.5_ATH3_VA20,ema_cross,EMA=8/21,1.5,3,20,233,92,141,39.5,7.78,32.45,-8.31,245.43,-24.12,2.26,7.78,14018940,24018940,140.19,45.6,-3.26,ema_cross_down=228; end_of_data=5
EMA_8_21_V1.5_ATH3_VA30,ema_cross,EMA=8/21,1.5,3,30,225,88,137,39.1,7.6,32.36,-8.31,245.43,-24.12,2.24,7.6,12811101,22811101,128.11,45.2,-3.26,ema_cross_down=220; end_of_data=5
EMA_8_21_V1.5_ATH5_VA15,ema_cross,EMA=8/21,1.5,5,15,262,104,158,39.7,7.63,31.68,-8.21,245.43,-24.12,2.33,7.63,16270412,26270412,162.7,46.0,-2.79,ema_cross_down=257; end_of_data=5
EMA_8_21_V1.5_ATH5_VA20,ema_cross,EMA=8/21,1.5,5,20,259,99,160,38.2,7.06,31.93,-8.34,245.43,-24.12,2.15,7.06,14138338,24138338,141.38,45.2,-3.35,ema_cross_down=254; end_of_data=5
EMA_8_21_V1.5_ATH5_VA30,ema_cross,EMA=8/21,1.5,5,30,254,96,158,37.8,6.92,32.01,-8.32,245.43,-24.12,2.13,6.92,13322158,23322158,133.22,44.7,-3.36,ema_cross_down=249; end_of_data=5
EMA_8_21_V1.5_ATH7_VA15,ema_cross,EMA=8/21,1.5,7,15,285,120,165,42.1,7.73,29.94,-8.43,245.43,-24.12,2.37,7.73,19042052,29042052,190.42,47.0,-2.54,ema_cross_down=278; end_of_data=7
EMA_8_21_V1.5_ATH7_VA20,ema_cross,EMA=8/21,1.5,7,20,280,114,166,40.7,7.17,29.99,-8.49,245.43,-24.12,2.19,7.17,16396421,26396421,163.96,46.1,-2.75,ema_cross_down=273; end_of_data=7
EMA_8_21_V1.5_ATH7_VA30,ema_cross,EMA=8/21,1.5,7,30,275,110,165,40.0,6.96,30.17,-8.51,245.43,-24.12,2.16,6.96,15189249,25189249,151.89,45.5,-2.8,ema_cross_down=268; end_of_data=7
