,mq,kc6,combined,nifty
2014-05-08,14998574.937560821,5399991.925688115,20398566.863248937,12744798.625691924
2014-05-09,14944413.102137536,5401027.540577973,20345440.64271551,13210536.361901125
2014-05-12,14925170.392140407,5402063.354078907,20327233.746219315,13431952.662721893
2014-05-13,14739703.022141369,5403099.366229004,20142802.388370372,13563657.18648597
2014-05-14,14774418.202142326,5403322.795075573,20177740.9972179,13611376.216835273
2014-05-15,14767604.432143286,5395572.134316098,20163176.566459384,13638098.873830885
2014-05-16,14817564.48214424,5412138.728530899,20229703.21067514,13802252.338232487
2014-05-19,14848451.802147118,5408624.064841801,20257075.86698892,13920595.53349876
2014-05-20,15077460.198708875,5409551.9223336885,20487012.121042565,13874785.264363427
2014-05-21,14973630.628709838,5415372.177704865,20389002.8064147,13926321.817140674
2014-05-22,15412293.558710795,5416410.742232096,20828704.30094289,13935865.623210536
2014-05-23,15606571.038711756,5417449.505936086,21024020.544647843,14126741.744607752
2014-05-26,15452142.418714633,5418488.468855033,20870630.887569666,14103836.610040084
2014-05-27,15448685.668715594,5419527.6310271425,20868213.299742736,13960679.518992174
2014-05-28,15530221.188716555,5420566.992490628,20950788.181207184,13995037.22084367
2014-05-29,15652955.348717516,5421606.553283708,21074561.902001224,13926321.817140674
2014-05-30,16225582.888718477,5422646.313444612,21648229.20216309,13815613.66673029
2014-06-02,16607450.048721362,5423686.273011574,22031136.321732935,14075205.1918305
2014-06-03,16730764.518722322,5424726.432022836,22155490.950745158,14216453.52166444
2014-06-04,16838665.448723283,5425766.790516648,22264432.23923993,14189730.86466883
2014-06-05,16876764.198724244,5426807.348531269,22303571.547255512,14327161.672074825
2014-06-06,16866309.69872521,5427848.10610496,22294157.804830167,14539034.16682573
2014-06-09,16730040.308728095,5428889.063275994,22158929.372004088,14731819.049436916
2014-06-10,16598208.858729059,5429930.22008265,22028139.07881171,14728001.527008971
2014-06-11,16408725.278730024,5430971.576563214,21839696.855293237,14663103.645733917
2014-06-12,16541829.028730983,5432013.13275598,21973842.16148696,14676464.974231724
2014-06-13,16442812.278731948,5432237.757243988,21875050.035975937,14579118.152319144
2014-06-16,16348196.218734838,5419786.406589214,21767982.62532405,14523764.077113954
2014-06-17,16495222.548735797,5440554.715792121,21935777.264527917,14676464.974231724
2014-06-18,16639104.818736766,5444181.391384749,22083286.210121512,14531399.121969841
2014-06-19,16678142.338737728,5445225.480966658,22123367.819704387,14510402.748616148
2014-06-20,16720479.308738694,5446269.770784926,22166749.07952362,14449322.38976904
2014-06-23,16948545.988741588,5447314.260877953,22395860.24961954,14390150.792135904
2014-06-24,16921710.028742556,5448358.951284149,22370068.980026703,14554304.256537506
2014-06-25,16794851.10874352,5449403.842041929,22244254.950785447,14535216.644397786
2014-06-26,16745182.14874448,5450448.933189718,22195631.0819342,14435961.061271233
2014-06-27,16900576.16874545,5451494.224765946,22352070.393511396,14424508.4939874
2014-06-30,17020034.928748347,5452539.716809052,22472574.6455574,14596297.003244894
2014-07-01,17160942.21874931,5453585.409357482,22614527.62810679,14651651.078450087
2014-07-02,17425478.44875028,5454631.302449687,22880109.75119997,14815804.54285169
2014-07-03,17532629.258751247,5455677.39612413,22988306.654875375,14831074.632563466
2014-07-04,17620343.97875221,5456723.690419277,23077067.66917149,14932238.976903992
2014-07-07,17737534.028755113,5457770.185373604,23195304.214128718,14941782.782973848
2014-07-08,17408609.828756083,5457174.992387094,22865784.821143176,14665012.40694789
2014-07-09,17109812.718757045,5419677.214374057,22529489.933131102,14556213.01775148
2014-07-10,17217408.688758016,5470861.97558912,22688270.664347135,14579118.152319144
2014-07-11,16854892.538758982,5471911.181995397,22326803.720754378,14353884.329070434
2014-07-14,16800674.61804502,5469668.799249617,22270343.417294636,14323344.14964688
2014-07-15,17051329.108045988,5520713.991852214,22572043.0998982,14468410.00190876
2014-07-16,17079475.76804696,5562974.15525613,22642449.92330309,14672647.45180378
2014-07-17,17264665.03804793,5624566.0185480565,22889231.056595985,14689826.302729527
2014-07-18,17304953.27804889,5625644.702442025,22930597.980490915,14758541.706432525
2014-07-21,17482876.2080518,5626723.593206877,23109599.801258676,14787173.124642108
2014-07-22,17560357.68805277,5627802.690882287,23188160.378935058,14934147.73811796
2014-07-23,17626830.75805374,5628881.995507936,23255712.753561676,15004771.903034931
2014-07-24,17719423.17805471,5629961.507123513,23349384.68517822,15044855.888528343
2014-07-25,17687995.83805568,5631041.225768715,23319037.063824397,14974231.723611377
2014-07-28,17791752.98805859,5632121.151483246,23423874.139541835,14930330.215690017
2014-07-30,17964320.658060532,5628966.390988533,23593287.049049065,15004771.903034931
2014-07-31,18157532.948061507,5681213.935650916,23838746.883712422,14890246.230196605
2014-08-01,18044274.828062475,5629218.609561476,23673493.43762395,14720366.482153084
2014-08-04,18115445.158065394,5690652.656557009,23806097.814622402,14831074.632563466
2014-08-05,18405385.278066367,5702894.447385345,24108279.72545171,14926512.693262072
2014-08-06,18389565.86806733,5689881.453915828,24079447.32198316,14777629.318572247
2014-08-07,18415726.598068304,5696964.503694113,24112691.101762418,14743271.616720747
2014-08-08,18540500.64806928,5688354.189720873,24228854.837790154,14651651.078450087
2014-08-11,18822335.2080722,5702150.142206572,24524485.350278772,14720366.482153084
2014-08-12,18938208.43807317,5775336.958427879,24713545.39650105,14874976.140484827
2014-08-13,18928196.328074142,5756255.29206131,24684451.620135453,14941782.782973848
2014-08-14,19017887.278075118,5799013.399629564,24816900.67770468,15037220.843672456
2014-08-18,19427667.158079013,5875912.79399531,25303579.952074323,15188012.979576252
2014-08-19,19893720.208079986,5874626.801692954,25768347.00977294,15226188.203855697
2014-08-20,19999108.538080964,5879372.764359806,25878481.30244077,15174651.65107845
2014-08-21,19970181.198081933,5861157.510844477,25831338.70892641,15184195.45714831
2014-08-22,19998143.57808291,5859353.890771215,25857497.468854126,15273907.234205
2014-08-25,20203819.308085836,5863491.956790463,26067311.2648763,15243367.054781446
2014-08-26,20378350.832269326,5849765.220894342,26228116.05316367,15287268.562702807
2014-08-27,20349565.742270306,5879779.860153144,26229345.60242345,15340713.876694025
2014-08-28,20240443.93227128,5889460.811856457,26129904.744127735,15386524.145829357
2014-09-01,20473326.682275183,5947703.277812223,26421029.960087407,15514411.14716549
2014-09-02,20757538.072276168,5948843.933235365,26706382.005511533,15630845.58121779
2014-09-03,20788031.14227714,5949984.807414342,26738015.949691482,15686199.656422984
2014-09-04,20942834.66227812,5951125.9003911065,26893960.562669225,15604122.924222179
2014-09-05,20911479.682279095,5952267.21220762,26863746.894486714,15596487.87936629
2014-09-08,21065909.662282024,5953408.742905851,27019318.405187875,15764458.866195839
2014-09-09,20989967.162283003,5954550.492527779,26944517.654810783,15745371.254056117
2014-09-10,21045255.722283985,5955692.461115387,27000948.18339937,15649933.19335751
2014-09-11,21104325.76228496,5956834.64871067,27061160.410995632,15619393.013933955
2014-09-12,21051729.93228594,5957977.055355628,27009706.987641566,15628936.820003815
2014-09-15,21084512.042288877,5959119.681092272,27043631.723381147,15512502.385951517
2014-09-16,20581745.792289853,5957573.659956902,26539319.452246755,15340713.876694025
2014-09-17,20609990.64229083,5973618.8665601825,26583609.508851014,15361710.25004772
2014-09-18,20721759.042291816,5998237.369456465,26719996.411748283,15659476.999427373
2014-09-19,20845704.912292793,5996080.136060399,26841785.04835319,15676655.85035312
2014-09-22,21147044.882295735,5996328.085834765,27143372.9681305,15764458.866195839
2014-09-23,20993003.412296712,5966171.965476625,26959175.377773337,15541133.8041611
2014-09-24,20761173.27229769,5967316.162839867,26728489.43513756,15487688.490169879
2014-09-25,20466680.23229867,5963076.665518098,26429756.897816766,15315899.980912386
2014-09-26,20296269.242299657,6080282.28757267,26376551.529872328,15441878.22103455
2014-09-29,20738213.9523026,6088080.070346697,26826294.0226493,15397976.71311319
2014-09-30,21112080.002303578,6090531.940164428,27202611.942468006,15407520.519183049
2014-10-01,21108345.352304563,6087320.659721721,27195666.012026284,15376980.339759497
2014-10-07,21299357.782310456,6094042.382252778,27393400.164563235,15151746.516510785
2014-10-08,21174303.252311435,6095236.07240676,27269539.324718196,15199465.546860088
2014-10-09,21190030.41231242,6109179.308428106,27299209.720740523,15348348.921549913
2014-10-10,21192723.8423134,6111827.745690111,27304551.588003512,15218553.15899981
2014-10-13,21399120.10231635,6116626.484545031,27515746.58686138,15252910.860851308
2014-10-14,21486822.27231734,6115505.598446999,27602327.870764337,15212826.875357892
2014-10-16,21039171.59231931,6046031.153072193,27085202.745391503,15020041.992746707
2014-10-17,20565618.77232029,6069875.277609268,26635494.04992956,15048673.41095629
2014-10-20,20794385.472323246,6110397.08404512,26904782.556368366,15254819.62206528
2014-10-21,21008742.44232423,6147534.850030694,27156277.292354923,15319717.503340334
2014-10-22,21257192.012325212,6156362.477025221,27413554.489350434,15399885.474327162
2014-10-23,21426850.4723262,6165651.755635609,27592502.22796181,15470509.63924413
2014-10-27,21452080.242330145,6171722.40234092,27623802.644671064,15418973.086466882
2014-10-28,21368484.622331128,6172906.020335889,27541390.642667018,15480053.44531399
2014-10-29,21453893.902332112,6174089.865326091,27627983.767658204,15583126.550868487
2014-10-30,21722260.2723331,6175273.937355057,27897534.209688157,15812177.896545144
2014-10-31,22025823.022334088,6176458.236466331,28202281.258800417,16056499.331933577
2014-11-03,22111741.51233705,6177642.7627034625,28289384.275040515,16100400.839854933
2014-11-05,22208150.90919274,6178827.516110009,28386978.42530275,16109944.645924797
2014-11-07,22366456.199194714,6180012.496729537,28546468.695924252,16136667.302920407
2014-11-10,22447688.76919768,6181197.704605622,28628886.473803304,16104218.362282878
2014-11-11,22445176.429198664,6182383.1397818485,28627559.56898051,16157663.676274098
2014-11-12,22448407.33919966,6183568.802301807,28631976.141501464,16190112.616911624
2014-11-13,22797161.999200646,6184754.6922090985,28981916.691409744,16140484.82534835
2014-11-14,23024348.889201637,6185010.444049574,29209359.33325121,16207291.467837373
2014-11-17,23494711.3692046,6152897.9211326735,29647609.290337272,16274098.110326398
2014-11-18,23501065.539205596,6160472.330601385,29661537.869806983,16251192.975758733
2014-11-19,23550751.54920658,6145283.093783418,29696034.64299,16150028.63141821
2014-11-20,23328853.79920757,6123994.923331021,29452848.72253859,16180568.810841762
2014-11-21,23387105.989208568,6125169.388110839,29512275.377319407,16321817.140675703
2014-11-24,23315823.279211536,6126344.078130477,29442167.357342012,16434434.052300055
2014-11-25,22938963.849212524,6127518.993433133,29066482.842645656,16346631.03645734
2014-11-26,22990692.389213514,6128694.134062011,29119386.523275524,16380988.738308838
2014-11-27,22945397.95921451,6129869.500060325,29075267.459274832,16476426.799007442
2014-11-28,23131185.369215503,6131045.091471295,29262230.4606868,16592861.233059745
2014-12-01,23095895.809218474,6132220.908338153,29228116.717556626,16499331.93357511
2014-12-02,23089467.61921947,6133396.950704136,29222864.569923606,16472609.2765795
2014-12-03,23241465.129220456,6134573.21861249,29376038.347832948,16503149.456003053
2014-12-04,23294615.11922145,6135749.712106471,29430364.83132792,16571864.85970605
2014-12-05,23244717.639222443,6136003.437494084,29380721.076716527,16558503.531208247
2014-12-08,23318429.379225425,6121709.886617523,29440139.265842948,16329452.18553159
2014-12-09,23201618.839226414,6126226.556674377,29327845.39590079,16146211.108990265
2014-12-10,23096326.02922741,6190575.442159106,29286901.471386515,16176751.288413819
2014-12-11,22962396.64922841,6186993.751564573,29149390.400792982,16069860.66043138
2014-12-12,22925809.6792294,6178282.586216815,29104092.265446216,15924794.8081695
2014-12-15,22974639.839232378,6179361.903769595,29154001.74300197,15898072.15117389
2014-12-16,22483602.819233373,6090578.549803102,28574181.369036473,15657568.2382134
2014-12-17,22329524.949234366,6050993.365498665,28380518.314733032,15560221.416300818
2014-12-18,22841342.529235363,6164897.71394182,29006240.243177183,15764458.866195839
2014-12-19,23335547.867315896,6194347.246938313,29529895.11425421,15920977.285741553
2014-12-22,23414275.25731889,6200040.056791352,29614315.31411024,16119488.451994658
2014-12-23,23414603.967319883,6201229.105569367,29615833.07288925,15957243.748807024
2014-12-24,23255073.98732088,6202418.382384134,29457492.369705014,15880893.30024814
2014-12-26,23335493.28732287,6203607.887279387,29539101.17460226,15806451.612903224
2014-12-29,23440767.41732586,6204797.620298865,29645565.037624728,15924794.8081695
2014-12-30,23558523.097326864,6205987.58148632,29764510.67881318,15917159.763313608
2014-12-31,23861137.46732785,6207177.770885509,30068315.23821336,16010689.062798243
2015-01-01,23484103.777328856,6208368.1885402,29692471.965869054,15995418.973086465
2015-01-02,23645064.84116661,6209558.834494167,29854623.675660778,16167207.482343959
2015-01-05,23755206.4911696,6210749.708791194,29965956.199960794,16129032.258064516
2015-01-06,23276565.261170603,6211006.535577025,29487571.79674763,15728192.40313037
2015-01-07,23366909.181171596,6200435.857992068,29567345.039163664,15651841.954571484
2015-01-08,23462888.161172595,6209556.906034971,29672445.067207567,15871349.49417828
2015-01-09,23469771.331173595,6210783.11974517,29680554.450918764,15957243.748807024
2015-01-12,24057385.151176594,6218803.345132358,30276188.496308953,16052681.809505628
2015-01-13,24026441.43117759,6219995.9923492335,30246437.423526824,15976331.360946745
2015-01-14,24038664.96117859,6221188.8682929715,30259853.829471562,15957243.748807024
2015-01-15,24302391.40117959,6222381.973007439,30524773.37418703,16348539.797671312
2015-01-16,24415118.791180592,6223575.306536509,30638694.0977171,16434434.052300055
2015-01-19,24980400.86118359,6224768.868924064,31205169.730107654,16453521.664439779
2015-01-20,25141512.79118459,6225962.660213995,31367475.451398585,16720748.234395877
2015-01-21,24883599.62118559,6227156.6804502,31110756.30163579,16806642.48902462
2015-01-22,25230728.061186593,6228350.929676588,31459078.99086318,16863905.325443786
2015-01-23,25156849.351187598,6229545.407937074,31386394.759124674,17026150.02863142
2015-01-27,25375915.7211916,6230740.115275583,31606655.836467184,17150219.507539608
2015-01-28,25413658.071192604,6231935.0517360475,31645593.12292865,17140675.701469745
2015-01-29,25199866.151193604,6233130.217362408,31432996.36855601,17217026.15002863
2015-01-30,25234421.191194605,6234325.6121986145,31468746.80339322,17083412.865050584
2015-02-02,26299028.881197616,6234583.413894689,32533612.295092307,17026150.02863142
2015-02-03,26274752.331198625,6226012.592449682,32500764.923648305,16921168.16186295
2015-02-04,25971428.678754598,6226553.127414261,32197981.806168858,16863905.325443786
2015-02-05,25917272.0587556,6205299.792151752,32122571.85090735,16835273.907234207
2015-02-06,25502517.948756605,6206489.849646137,31709007.79840274,16797098.682954762
2015-02-09,25373755.398759615,6201147.637778231,31574903.036537845,16520328.306928802
2015-02-10,25316224.67876062,6378193.275194763,31694417.953955386,16577591.143347966
2015-02-11,25799738.16876163,6394547.420870472,32194285.5896321,16730292.04046574
2015-02-12,26449620.858762633,6406592.281729026,32856213.140491657,16854361.519373927
2015-02-13,27628704.278763644,6420496.871106767,34049201.14987041,16997518.610421836
2015-02-16,27116143.178766653,6421728.199273829,33537871.37804048,17083412.865050584
2015-02-18,27254376.11876866,6422959.763586019,33677335.88235468,17140675.701469745
2015-02-19,27001683.548769664,6424191.564088625,33425875.112858288,17064325.25291086
2015-02-20,26941255.898770675,6425423.600826943,33366679.499597616,16959343.38614239
2015-02-23,26646239.968773693,6426655.87384628,33072895.842619974,16730292.04046574
2015-02-24,26351647.328774694,6426921.628779117,32778568.95755381,16806642.48902462
2015-02-25,26431294.818775706,6432793.104438061,32864087.923213765,16768467.26474518
2015-02-26,26556710.35423396,6432593.242873159,32989303.59710712,16673029.204046572
2015-02-27,26662796.52423497,6454999.90443806,33117796.42867303,16968887.192212254
2015-02-28,26669236.12423598,6456237.849625212,33125473.97386119,16968887.192212254
2015-03-02,27081971.134237994,6457476.03222651,33539447.166464504,17064325.25291086
2015-03-03,27175980.664238997,6458714.452287486,33634695.116526484,17207482.343958773
2015-03-04,27460969.414240014,6459953.109853678,33920922.524093695,17007062.416491695
2015-03-05,27657865.03424102,6461192.004970637,34119057.03921166,17102500.477190305
2015-03-09,27436419.034245055,6462431.13768392,33898850.17192897,16758923.45867532
2015-03-10,27417327.734246064,6463670.508039092,33880998.242285155,16711204.428326016
2015-03-11,27388399.06424707,6464910.1160817295,33853309.1803288,16720748.234395877
2015-03-12,27768439.20424808,6466149.961857417,34234589.166105494,16816186.295094483
2015-03-13,27395881.56424909,6467390.045411746,33863271.609660834,16558503.531208247
2015-03-16,27389734.438462853,6467657.484783153,33857391.923246,16568047.337278107
2015-03-17,27576401.798463862,6491192.209615852,34067594.008079715,16692116.816186296
2015-03-18,27660292.308464877,6496652.133613563,34156944.44207844,16625310.17369727
2015-03-19,27647834.86846588,6496920.783030201,34144755.65149608,16501240.694789084
2015-03-20,27454523.271248903,6528858.457633795,33983381.7288827,16472609.2765795
2015-03-23,27231790.76125193,6526398.87618974,33758189.63744167,16405802.634090476
2015-03-24,27451820.27125295,6527650.51433038,33979470.78558333,16424890.246230194
2015-03-25,27540428.161253955,6528902.39251121,34069330.55376516,16386715.021950753
2015-03-26,27343105.68125496,6529172.375539847,33872278.05679481,16090857.033785073
2015-03-27,27269776.93125598,6512217.613511868,33781994.54476785,16024050.39129605
2015-03-30,27714897.40125902,6524060.167647337,34238957.56890636,16234014.124832982
2015-03-31,27634381.261260036,6552725.864071796,34187107.125331834,16234014.124832982
2015-04-01,28132279.90126105,6553982.55122381,34686262.45248486,16424890.246230194
2015-04-06,28375987.53126612,6555239.479384319,34931227.01065044,16558503.531208247
2015-04-07,28340057.411267128,6556496.648599544,34896554.059866674,16568047.337278107
2015-04-08,29136564.441268142,6557754.058915714,35694318.50018386,16663485.397976711
2015-04-09,29588274.851269152,6559011.710379068,36147286.56164822,16768467.26474518
2015-04-10,29963660.291270178,6560269.603035853,36523929.894306034,16787554.876884904
2015-04-13,30203824.30127322,6561527.736932326,36765352.03820555,16863905.325443786
2015-04-15,29941268.681275245,6562786.112114752,36504054.79339,16749379.65260546
2015-04-16,29737651.271276265,6564044.728629404,36301695.99990567,16673029.204046572
2015-04-17,28949539.371277276,6562341.767046645,35511881.13832392,16529872.112998663
2015-04-20,28833430.481280323,6567660.868465025,35401091.34974535,16195838.90055354
2015-04-21,28512203.83128134,6545846.11725033,35058049.94853167,16071769.421645353
2015-04-22,27896314.06128235,6590418.462678296,34486732.52396065,16157663.676274098
2015-04-23,26617990.67128337,6622375.884857105,33240366.556140475,16071769.421645353
2015-04-24,25728653.004852775,6615731.5768980095,32344384.581750784,15890437.106318
2015-04-27,24853829.832292277,6456643.650785785,31310473.483078063,15728192.40313037
2015-04-28,25173565.794108234,6546929.9725209,31720495.766629133,15871349.49417828
2015-04-29,25555298.794109248,6685816.841057895,32241115.635167144,15756823.82133995
2015-04-30,25404195.064110268,6699839.631218845,32104034.695329115,15699560.984920787
2015-05-04,26093961.134114344,6794051.820142832,32888012.954257175,15947699.942737164
2015-05-05,26034826.504115358,6795354.788985051,32830181.29310041,15947699.942737164
2015-05-06,25375997.70411638,6796658.007711706,32172655.711828087,15499141.057453714
2015-05-07,24755138.5841174,6796939.062964673,31552077.647082075,15499141.057453714
2015-05-08,24992551.784118418,6828517.648407789,31821069.43252621,15680473.372781064
2015-05-11,25317274.464121476,6829827.227134882,32147101.69125636,15919068.524527581
2015-05-12,24911476.814122494,6831137.057014058,31742613.871136554,15642298.148501623
2015-05-13,25330385.97042188,6832447.1380934855,32162833.108515367,15794999.045619393
2015-05-14,25611255.420422893,6833757.470421339,32445012.890844233,15804542.851689253
2015-05-15,26066426.107171066,6835068.054045804,32901494.16121687,15899980.91238786
2015-05-18,26502456.56717413,6836378.889015073,33338835.4561892,16043138.003435768
2015-05-19,26809614.86717515,6837689.97537735,33647304.8425525,16004962.779156327
2015-05-20,26935173.587176174,6839001.313180847,33774174.90035702,16100400.839854933
2015-05-21,26822609.827177193,6840312.902473786,33662922.72965098,16119488.451994658
2015-05-22,26761011.547178213,6841624.743304398,33602636.29048261,16176751.288413819
2015-05-25,26862340.817181278,6842936.835720922,33705277.6529022,16033594.19736591
2015-05-26,26876132.85718231,6844249.179771609,33720382.03695392,15985875.167016605
2015-05-27,26365491.457183328,6845561.775504716,33211053.232688043,15928612.330597442
2015-05-28,26486391.967184346,6846874.622968512,33333266.59015286,15928612.330597442
2015-05-29,26900594.16718538,6848187.722211273,33748781.88939665,16157663.676274098
2015-06-01,26781169.427188452,6848470.908319864,33629640.33550832,16176751.288413819
2015-06-02,26045078.68456475,6852991.53288186,32898070.21744661,15976331.360946745
2015-06-03,25945947.36711053,6777191.847565134,32723139.214675665,15651841.954571484
2015-06-04,25852734.247111555,6794265.685861928,32646999.93297348,15670929.566711202
2015-06-05,26108331.317112584,6795435.84853045,32903767.165643033,15632754.342431763
2015-06-08,25688865.407115657,6768332.635613729,32457198.042729385,15518228.669593433
2015-06-09,25726926.687116675,6769503.247154806,32496429.93427148,15460965.83317427
2015-06-10,25969065.8371177,6775975.383196726,32745041.22031443,15594579.118152319
2015-06-11,25465268.82711873,6794166.809989367,32259435.637108095,15355983.966405803
2015-06-12,25562005.99711976,6795469.800884433,32357475.79800419,15384615.384615384
2015-06-15,25505064.597122833,6796773.041668165,32301837.638791,15460965.83317427
2015-06-16,25566787.157123856,6798076.532388485,32364863.689512342,15499141.057453714
2015-06-17,25848249.397124894,6799380.273093327,32647629.67021822,15575491.506012598
2015-06-18,26454314.737125915,6800684.263830633,33254999.000956547,15728192.40313037
2015-06-19,26476863.20712694,6801988.504648354,33278851.711775295,15833174.269898836
2015-06-22,26749575.377130024,6803292.995594451,33552868.372724473,16052681.809505628
2015-06-23,26561253.867131047,6804597.736716894,33365851.603847943,16100400.839854933
2015-06-24,26514592.31713207,6805902.728063663,33320495.045195732,16062225.615575492
2015-06-25,26659823.107133105,6807207.969682744,33467031.07681585,16129032.258064516
2015-06-26,26631664.577134136,6808513.461622135,33440178.03875627,16148119.870204236
2015-06-29,26291153.757137217,6809819.203929843,33100972.96106706,15966787.554876886
2015-06-30,26595147.96713825,6811125.196653885,33406273.163792133,16100400.839854933
2015-07-01,27017789.847139277,6812431.439842285,33830221.28698156,16262645.543042567
2015-07-02,27373949.577140305,6813737.933543077,34187687.51068338,16234014.124832982
2015-07-03,27699083.807141338,6815044.677804304,34514128.48494564,16281733.155182285
2015-07-06,27939820.787144423,6816351.672674021,34756172.459818445,16386715.021950753
2015-07-07,28101885.31714545,6817658.918200287,34919544.235345736,16348539.797671312
2015-07-08,27758162.43714648,6817940.841882445,34576103.27902892,16119488.451994658
2015-07-09,27836161.12714751,6821081.118153491,34657242.245301,16071769.421645353
2015-07-10,27870415.577148538,6830837.020149849,34701252.59729838,16138576.064134376
2015-07-13,27978502.48715164,6835983.70791481,34814486.19506645,16310364.57339187
2015-07-14,28480445.817152664,6839654.741892602,35320100.55904527,16291276.961252145
2015-07-15,28484998.3771537,6840966.456500636,35325964.83365434,16424890.246230194
2015-07-16,28466347.747154728,6842278.4226703765,35308626.16982511,16548959.725138385
2015-07-17,28327496.257155757,6843590.640450067,35171086.89760582,16644397.785836993
2015-07-20,28499507.057158854,6844903.109887961,35344410.167046815,16625310.17369727
2015-07-21,27973810.75715989,6846215.831032324,34820026.58819221,16453521.664439779
2015-07-22,28055830.21716093,6847528.803931426,34903359.021092355,16615766.367627408
2015-07-23,28145795.367161956,6847811.962792444,34993607.3299544,16548959.725138385
2015-07-24,28172589.37716299,6826815.070942842,34999404.448105834,16463065.470509639
2015-07-27,28024634.33716609,6812468.670793367,34837103.007959455,16176751.288413819
2015-07-28,28110829.417167127,6824916.187786396,34935745.60495352,16109944.645924797
2015-07-29,28198158.537168156,6827947.4219040815,35026105.95907224,16167207.482343959
2015-07-30,28713619.381175246,6825539.2589302,35539158.64010545,16291276.961252145
2015-07-31,28518570.621176284,6857481.526056842,35376052.14723313,16491696.888719223
2015-08-03,28275914.481179383,6866861.356680434,35142775.83785982,16539415.919068525
2015-08-04,28417221.551180426,6868178.288995414,35285399.84017584,16472609.2765795
2015-08-05,28718168.811181456,6869495.473872756,35587664.285054214,16548959.725138385
2015-08-06,28589362.401182495,6870812.911360896,35460175.31254339,16606222.561557548
2015-08-07,28650766.491183538,6872130.60150828,35522897.09269182,16548959.725138385
2015-08-10,28768836.57118664,6873448.544363365,35642285.115550004,16463065.470509639
2015-08-11,28680303.891187668,6873732.77505692,35554036.66624459,16367627.409811031
2015-08-12,27998242.689100508,6838025.944221909,34836268.63332242,16157663.676274098
2015-08-13,27913787.259101544,6839364.020797513,34753151.27989906,16157663.676274098
2015-08-14,28176388.539102577,6843696.723765885,35020085.262868464,16453521.664439779
2015-08-17,28050124.53910568,6849377.626312492,34899502.16541817,16319908.37946173
2015-08-18,29009038.37910672,6850691.205583292,35859729.58469001,16310364.57339187
2015-08-19,28780515.67910777,6852005.036773404,35632520.71588118,16348539.797671312
2015-08-20,28607418.349108804,6853319.119931142,35460737.46903995,16129032.258064516
2015-08-21,28531083.498708084,6854633.455104828,35385716.95381291,16071769.421645353
2015-08-24,26015269.508711196,6855948.042342793,32871217.55105399,15146020.232868867
2015-08-25,26544997.47092945,6857262.88169338,33402260.35262283,15251002.099637337
2015-08-26,26525935.063642085,6858577.973204938,33384513.03684702,15088757.396449704
2015-08-27,27339229.09364312,6859893.3169258265,34199122.410568945,15375071.578545522
2015-08-28,27843118.453644156,6861208.912904415,34704327.36654857,15480053.44531399
2015-08-31,27843809.343647275,6862524.761189082,34706334.10483636,15432334.414964685
2015-09-01,27201917.67364832,6863840.8618282145,34065758.535476536,15098301.202519564
2015-09-02,27209332.763649352,6865157.214870209,34074489.97851956,14945600.305401795
2015-09-03,27455665.8936504,6866473.820363472,34322139.714013875,15155564.03893873
2015-09-04,26845998.91365144,6867790.678356419,33713789.59200786,14850162.244703187
2015-09-07,26346290.153654557,6869107.788897474,33215397.94255203,14630654.705096394
2015-09-08,26173265.623496823,6870425.1520350715,33043690.775531895,14878793.662912771
2015-09-09,26582909.123497866,6871742.767817654,33454651.89131552,15069669.784309983
2015-09-10,26370302.883498903,6873060.636293674,33243363.51979258,15079213.590379843
2015-09-11,26454880.983499955,6874378.757511593,33329259.74101155,15069669.784309983
2015-09-14,26756998.29350308,6875697.131519884,33632695.42502296,15184195.45714831
2015-09-15,26397487.483504117,6877015.758367025,33274503.24187114,15107845.008589426
2015-09-16,26312408.60350516,6877300.136571936,33189708.740077097,15231914.487497613
2015-09-18,26489612.883507244,6841569.104474917,33331181.98798216,15375071.578545522
2015-09-21,26588462.94476459,6809032.170001803,33397495.114766397,15365527.772475662
2015-09-22,26665742.694765635,6807192.713503825,33472935.408269458,15060125.978240121
2015-09-23,26907968.96476668,6841878.581928332,33749847.54669502,15098301.202519564
2015-09-24,26917606.79476772,6811138.925718018,33728745.72048574,15289177.323916776
2015-09-28,26788018.024771903,6791569.744916101,33579587.769688,15041038.3661004
2015-09-29,26936322.634772945,6776353.011434871,33712675.64620782,15107845.008589426
2015-09-30,27288918.344773993,6777652.58598501,34066570.930759005,15308264.936056498
2015-10-01,27274621.97477504,6778952.409768623,34053574.384543665,15327352.54819622
2015-10-05,27657267.85477922,6780252.48283351,34437520.33761273,15623210.5363619
2015-10-06,27862757.874780264,6781552.805227479,34644310.68000774,15690017.178850926
2015-10-07,27823296.634781312,6782853.376998344,34606150.01177966,15737736.20920023
2015-10-08,27506069.6509823,6784154.198193934,34290223.849176235,15651841.954571484
2015-10-09,27368093.81750525,6785455.268862081,34153549.08636733,15766367.62740981
2015-10-12,27206882.6275084,6786756.58905063,33993639.21655903,15680473.372781064
2015-10-13,27062653.407509442,6788058.158807434,33850711.56631687,15651841.954571484
2015-10-14,27047098.907510497,6789359.978180356,33836458.88569085,15623210.5363619
2015-10-15,27453213.25751154,6790662.047217268,34243875.304728806,15747280.015270088
2015-10-16,27445834.147512592,6791964.365966049,34237798.513478644,15871349.49417828
2015-10-19,27555689.01751574,6793266.93447459,34348955.95199033,15938156.136667304
