label,mechanic,universe,max_age_m,min_bars,L,max_depth,rs_policy,rs_min,tight_max,pivot_mode,stop,trail,target,slots,size_pct,risk_pct,stop_mode,cost,gate,n_signals,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold,w2_inv,w2_streak,wa_cagr,wa_cagr_lo,wa_cagr_hi,wa_dd,wa_dd_worst,wa_calmar,wa_n,wa_tpy,wa_win,wa_mean,wa_netexp,wa_avg_win,wa_avg_loss,wa_hold,wa_inv,wa_streak,wb_cagr,wb_cagr_lo,wb_cagr_hi,wb_dd,wb_dd_worst,wb_calmar,wb_n,wb_tpy,wb_win,wb_mean,wb_netexp,wb_avg_win,wb_avg_loss,wb_hold,wb_inv,wb_streak,secs
s1_tr20_tp50_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,20,0.5,8,0.1875,,pct,0.0025,False,1548,16.93,15.33,18.03,-33.0,-48.22,0.513,594,28.7,41.5,3.656,3.156,16.68,-5.63,22.0,34.1,18,14.9,14.45,15.05,-13.81,-13.81,1.079,111,11.1,48.6,6.662,6.162,19.04,-4.94,23.0,13.8,6,18.32,15.58,21.39,-35.29,-51.86,0.519,486,45.5,39.8,2.928,2.428,16.06,-5.76,22.0,52.8,17,7.1
s1_tr20_tp50_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,20,0.5,8,0.1875,,pct,0.0025,False,1548,16.94,15.27,18.04,-33.0,-48.22,0.513,594,28.7,41.4,3.655,3.155,16.69,-5.63,22.0,34.1,18,15.03,14.58,15.18,-15.24,-15.24,0.986,111,11.1,48.6,6.705,6.205,19.04,-4.86,23.0,13.9,6,18.19,14.65,21.29,-35.29,-53.85,0.515,486,45.6,39.7,2.901,2.401,16.07,-5.78,22.0,52.8,17,7.3
s1_tr20_tp100_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,20,1.0,8,0.1875,,pct,0.0025,False,1548,17.44,16.11,19.23,-40.71,-50.76,0.429,594,28.7,40.4,3.797,3.297,17.54,-5.46,22.0,34.5,18,14.35,13.9,14.54,-23.2,-23.21,0.619,107,10.7,47.7,6.723,6.223,19.21,-4.88,25.0,14.4,7,20.18,16.93,26.34,-41.02,-55.2,0.492,492,46.1,38.5,3.133,2.633,16.88,-5.56,21.0,53.2,17,7.0
s1_tr20_tp100_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,20,1.0,8,0.1875,,pct,0.0025,False,1548,18.03,15.5,20.15,-40.57,-55.39,0.444,574,27.8,41.1,4.041,3.541,17.61,-5.52,23.0,35.0,18,14.35,13.89,14.49,-23.08,-23.08,0.622,106,10.6,48.1,6.794,6.294,19.47,-4.82,26.0,14.7,7,21.21,18.78,26.42,-42.09,-54.05,0.504,473,44.3,39.5,3.372,2.872,17.23,-5.61,22.0,53.9,17,6.8
s1_tr20_tp100_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,20,1.0,8,0.1875,,pct,0.0025,False,1548,18.91,16.47,20.58,-36.79,-51.71,0.514,565,27.3,42.3,4.279,3.779,17.61,-5.58,24.0,35.1,18,14.53,14.07,14.67,-22.67,-22.67,0.641,104,10.4,49.0,7.013,6.513,19.51,-4.87,26.0,14.8,6,22.54,18.92,27.65,-37.45,-50.61,0.602,464,43.5,40.5,3.536,3.036,17.08,-5.7,23.0,54.2,17,7.4
s1_tr20_tp100_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,20,1.0,8,0.1875,,pct,0.0025,False,1548,18.6,16.41,20.01,-36.81,-50.19,0.505,558,27.0,42.4,4.241,3.741,17.66,-5.65,24.0,35.1,18,14.11,13.66,14.25,-24.76,-24.76,0.57,104,10.4,49.0,6.837,6.337,19.51,-5.22,26.0,14.9,6,22.62,19.21,26.65,-39.08,-51.11,0.579,456,42.7,40.5,3.607,3.107,17.35,-5.72,23.0,53.9,17,6.9
s1_tr20_tp100_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,20,1.0,8,0.1875,,pct,0.0025,False,1548,18.48,16.3,19.89,-36.81,-50.19,0.502,558,27.0,42.4,4.224,3.724,17.66,-5.68,24.0,35.2,18,13.89,13.44,14.03,-28.6,-28.6,0.486,104,10.4,49.0,6.784,6.284,19.51,-5.33,27.0,15.1,6,22.63,19.14,26.57,-39.08,-53.13,0.579,456,42.7,40.5,3.598,3.098,17.35,-5.74,23.0,53.9,17,7.4
s1_tr20_notp_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,20,,8,0.1875,,pct,0.0025,False,1548,16.95,15.6,18.79,-40.71,-50.76,0.416,588,28.4,40.6,3.704,3.204,17.22,-5.44,22.0,34.6,18,14.2,13.75,14.51,-23.2,-23.21,0.612,106,10.6,48.1,6.661,6.161,18.89,-4.86,25.0,14.5,7,19.52,16.27,25.4,-40.3,-55.2,0.484,486,45.6,38.6,3.04,2.54,16.55,-5.54,22.0,53.4,17,6.8
s1_tr20_notp_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,20,,8,0.1875,,pct,0.0025,False,1548,17.52,15.13,19.53,-40.83,-55.39,0.429,570,27.6,41.4,3.952,3.452,17.25,-5.5,23.0,35.1,18,14.2,13.74,14.46,-23.08,-23.08,0.615,105,10.5,48.6,6.732,6.232,19.14,-4.86,26.0,14.8,7,20.72,17.16,25.73,-42.09,-54.05,0.492,468,43.8,39.7,3.3,2.8,16.78,-5.64,23.0,54.1,17,6.7
s1_tr20_notp_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,20,,8,0.1875,,pct,0.0025,False,1548,18.21,15.98,19.98,-36.99,-51.71,0.492,559,27.0,42.4,4.148,3.648,17.21,-5.55,24.0,35.3,18,14.37,13.92,14.64,-22.67,-22.67,0.634,103,10.3,49.5,6.952,6.452,19.19,-4.91,27.0,14.9,6,21.47,17.87,26.31,-37.45,-50.6,0.573,460,43.1,40.7,3.42,2.92,16.65,-5.68,23.0,54.3,17,6.8
s1_tr20_notp_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,20,,8,0.1875,,pct,0.0025,False,1548,18.0,15.89,19.4,-36.81,-50.19,0.489,552,26.7,42.5,4.123,3.623,17.27,-5.64,24.0,35.2,18,13.96,13.51,14.22,-24.76,-24.76,0.564,103,10.3,49.5,6.774,6.274,19.19,-5.26,27.0,15.0,6,21.47,18.21,25.76,-39.08,-51.11,0.549,452,42.4,40.6,3.47,2.97,16.95,-5.71,24.0,54.2,17,6.8
s1_tr20_notp_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,20,,8,0.1875,,pct,0.0025,False,1548,17.87,15.77,19.28,-36.81,-50.2,0.486,552,26.7,42.5,4.106,3.606,17.27,-5.66,24.0,35.3,18,13.74,13.28,14.0,-28.6,-28.6,0.48,103,10.3,49.5,6.719,6.219,19.19,-5.37,27.0,15.1,6,21.49,18.14,25.68,-39.08,-51.11,0.55,452,42.4,40.7,3.466,2.966,16.95,-5.73,24.0,54.2,17,8.1
s1_tr30_tp25_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,30,0.25,8,0.1875,,pct,0.0025,False,1548,14.97,12.93,17.13,-53.16,-63.87,0.282,612,29.6,40.5,3.241,2.741,17.12,-6.15,23.0,35.3,16,15.47,15.11,15.89,-14.84,-15.3,1.043,124,12.4,47.6,6.274,5.774,19.56,-5.79,21.0,14.0,8,15.72,11.56,17.78,-51.12,-60.11,0.308,490,45.9,39.0,2.566,2.066,16.18,-6.18,23.0,55.4,16,7.7
s1_tr30_tp25_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,30,0.25,8,0.1875,,pct,0.0025,False,1548,17.68,16.1,19.46,-48.73,-58.95,0.363,567,27.4,44.8,4.0,3.5,17.19,-6.71,26.0,37.0,16,15.69,15.32,15.69,-14.99,-14.99,1.047,121,12.1,50.4,6.546,6.046,19.07,-6.19,23.0,14.8,7,19.87,16.8,23.85,-47.45,-59.14,0.419,451,42.2,43.6,3.312,2.812,16.56,-6.81,26.0,57.7,16,6.8
s1_tr30_tp25_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,30,0.25,8,0.1875,,pct,0.0025,False,1548,17.46,16.11,19.65,-48.63,-59.22,0.359,556,26.9,45.6,4.061,3.561,17.11,-6.84,27.0,37.6,16,16.04,15.67,16.04,-15.39,-15.39,1.042,118,11.8,51.7,6.858,6.358,19.07,-6.21,24.0,15.1,6,19.58,14.27,23.97,-51.03,-60.05,0.384,443,41.5,44.0,3.326,2.826,16.35,-7.01,27.0,58.4,15,6.8
s1_tr30_tp25_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,30,0.25,8,0.1875,,pct,0.0025,False,1548,17.69,15.49,19.44,-51.81,-60.92,0.341,550,26.6,45.9,4.169,3.669,17.3,-6.99,27.0,37.7,15,15.98,15.61,15.98,-15.39,-15.39,1.038,118,11.8,51.7,6.835,6.335,19.07,-6.26,24.0,15.1,6,19.61,16.17,23.19,-52.11,-60.92,0.376,434,40.7,44.5,3.399,2.899,16.63,-7.16,27.0,58.7,15,7.9
s1_tr30_tp25_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,30,0.25,8,0.1875,,pct,0.0025,False,1548,16.67,14.4,18.48,-54.24,-63.07,0.307,548,26.5,45.8,3.997,3.497,17.27,-7.13,27.0,37.9,15,15.49,15.13,15.49,-15.39,-15.39,1.006,118,11.8,51.7,6.628,6.128,19.07,-6.69,24.0,15.2,6,17.75,15.02,21.95,-54.87,-61.32,0.324,433,40.6,44.3,3.247,2.747,16.51,-7.24,28.0,59.1,15,7.7
s1_tr30_tp50_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,30,0.5,8,0.1875,,pct,0.0025,False,1548,15.92,14.73,17.64,-47.88,-56.56,0.333,514,24.9,41.2,4.085,3.585,18.76,-6.13,28.0,37.7,15,17.21,16.8,17.52,-17.77,-17.95,0.969,102,10.2,51.0,9.02,8.52,23.33,-5.79,31.0,17.0,8,15.26,12.36,17.68,-47.15,-57.27,0.324,413,38.7,39.2,2.944,2.444,17.03,-6.19,27.0,57.1,15,7.6
s1_tr30_tp50_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,30,0.5,8,0.1875,,pct,0.0025,False,1548,18.29,16.12,19.22,-50.05,-59.43,0.366,480,23.2,45.2,4.917,4.417,18.85,-6.52,31.0,38.8,15,17.57,17.16,17.57,-18.27,-18.27,0.962,100,10.0,54.0,9.416,8.916,22.64,-6.11,33.0,17.7,8,19.26,16.19,22.56,-50.14,-59.15,0.384,382,35.8,43.1,3.78,3.28,17.29,-6.62,31.0,58.6,15,8.0
s1_tr30_tp50_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,30,0.5,8,0.1875,,pct,0.0025,False,1548,18.02,16.35,20.02,-47.97,-60.43,0.376,470,22.7,45.3,4.933,4.433,19.07,-6.7,32.0,39.2,15,17.51,17.1,17.51,-18.26,-18.26,0.959,99,9.9,54.5,9.484,8.984,22.64,-6.31,34.0,17.8,8,18.19,14.92,24.14,-51.32,-58.41,0.355,374,35.1,43.3,3.686,3.186,17.35,-6.81,32.0,59.3,15,9.0
s1_tr30_tp50_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,30,0.5,8,0.1875,,pct,0.0025,False,1548,17.45,15.46,18.85,-53.36,-63.27,0.327,466,22.6,45.9,4.869,4.369,18.92,-7.0,33.0,39.4,15,17.25,16.84,17.25,-18.26,-18.26,0.945,99,9.9,54.5,9.342,8.842,22.64,-6.62,34.0,17.9,8,17.72,14.2,24.17,-52.82,-60.93,0.336,369,34.6,44.1,3.681,3.181,17.33,-7.12,32.0,59.5,15,8.7
s1_tr30_tp50_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,30,0.5,8,0.1875,,pct,0.0025,False,1548,16.4,14.38,17.82,-54.85,-64.99,0.299,466,22.5,45.8,4.688,4.188,18.69,-7.24,33.0,39.8,15,15.79,15.39,15.79,-21.78,-21.78,0.725,99,9.9,54.5,8.649,8.149,22.64,-8.14,34.0,18.2,8,17.36,13.08,23.31,-54.04,-62.28,0.321,369,34.6,44.0,3.664,3.164,17.16,-7.07,33.0,60.0,15,8.5
s1_tr30_tp100_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,30,1.0,8,0.1875,,pct,0.0025,False,1548,18.0,16.55,19.61,-42.19,-55.86,0.427,478,23.1,43.4,4.828,4.328,19.21,-6.15,31.0,39.1,13,15.71,15.06,16.33,-23.58,-23.58,0.666,94,9.4,54.0,8.677,8.177,21.14,-5.83,36.0,18.6,8,19.64,17.03,22.98,-40.4,-48.32,0.486,389,36.4,40.7,3.771,3.271,18.29,-6.2,29.0,58.2,13,8.1
s1_tr30_tp100_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,30,1.0,8,0.1875,,pct,0.0025,False,1548,19.51,16.78,21.87,-42.6,-53.62,0.458,443,21.5,46.5,5.627,5.127,19.47,-6.51,34.0,39.9,13,15.6,15.13,16.22,-23.87,-23.87,0.653,93,9.3,54.8,8.707,8.207,20.8,-5.94,37.0,18.9,8,23.51,20.73,28.32,-41.24,-55.36,0.57,353,33.1,44.9,4.759,4.259,18.79,-6.62,33.0,59.7,12,8.4
s1_tr30_tp100_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,30,1.0,8,0.1875,,pct,0.0025,False,1548,20.08,17.15,22.59,-38.64,-53.63,0.52,432,20.9,47.7,5.882,5.382,19.46,-6.64,36.0,40.3,12,16.02,15.56,16.43,-23.56,-23.56,0.68,90,9.0,56.7,9.221,8.721,20.8,-5.98,39.0,19.0,8,24.14,20.58,27.18,-38.97,-52.31,0.619,344,32.2,45.7,4.962,4.462,19.02,-6.81,34.0,60.4,12,8.2
s1_tr30_tp100_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,30,1.0,8,0.1875,,pct,0.0025,False,1548,19.31,17.64,22.6,-43.5,-54.51,0.444,428,20.7,47.8,5.784,5.284,19.81,-7.03,36.0,40.7,13,15.65,15.2,16.06,-25.63,-25.63,0.611,90,9.0,56.7,9.018,8.518,20.8,-6.43,39.0,19.0,8,23.02,19.15,29.18,-44.55,-55.95,0.517,339,31.8,45.9,4.874,4.374,19.32,-7.15,35.0,60.8,13,7.7
s1_tr30_tp100_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,30,1.0,8,0.1875,,pct,0.0025,False,1548,17.59,15.85,20.06,-44.75,-57.02,0.393,431,20.9,47.5,5.306,4.806,19.35,-7.4,36.0,41.0,13,13.79,13.35,14.19,-31.53,-31.53,0.437,90,9.0,56.7,8.064,7.564,20.8,-8.58,40.0,19.4,8,21.23,17.02,27.45,-47.62,-57.37,0.446,342,32.0,45.7,4.6,4.1,18.55,-7.12,35.0,61.0,13,8.1
s1_tr30_notp_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,30,,8,0.1875,,pct,0.0025,False,1548,16.39,14.9,17.92,-45.01,-57.19,0.364,468,22.7,43.4,4.451,3.951,18.37,-6.17,32.0,39.2,13,15.27,14.87,15.46,-23.58,-23.58,0.648,94,9.4,53.2,8.382,7.882,20.77,-5.77,36.0,18.6,8,17.18,14.49,21.51,-43.68,-51.53,0.393,379,35.5,41.0,3.38,2.88,17.21,-6.25,30.0,58.5,13,7.9
s1_tr30_notp_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,30,,8,0.1875,,pct,0.0025,False,1548,18.13,16.57,19.84,-45.58,-56.01,0.398,431,20.9,47.3,5.296,4.796,18.56,-6.5,35.0,40.1,13,15.34,14.94,15.34,-23.87,-23.87,0.643,93,9.3,54.8,8.518,8.018,20.44,-5.96,37.0,18.9,8,22.21,18.95,24.88,-44.85,-53.29,0.495,341,32.0,45.9,4.574,4.074,17.62,-6.66,34.0,60.1,13,8.5
s1_tr30_notp_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,30,,8,0.1875,,pct,0.0025,False,1548,18.69,16.55,20.91,-42.45,-56.79,0.44,420,20.3,48.5,5.541,5.041,18.58,-6.63,36.0,40.5,12,15.76,15.35,15.76,-23.56,-23.56,0.669,90,9.0,56.7,9.025,8.525,20.44,-5.9,39.0,19.0,8,21.73,18.98,26.36,-43.12,-50.79,0.504,333,31.2,46.5,4.678,4.178,17.77,-6.87,36.0,60.8,12,7.8
s1_tr30_notp_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,30,,8,0.1875,,pct,0.0025,False,1548,18.08,16.45,21.34,-46.77,-56.63,0.387,417,20.2,48.4,5.496,4.996,18.75,-7.01,37.0,40.9,13,15.39,14.99,15.39,-25.63,-25.63,0.601,90,9.0,56.7,8.822,8.322,20.44,-6.37,39.0,19.0,8,21.06,17.1,26.07,-47.35,-58.22,0.445,328,30.8,46.8,4.637,4.137,18.08,-7.18,36.0,61.2,13,8.0
s1_tr30_notp_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,30,,8,0.1875,,pct,0.0025,False,1548,16.17,14.7,18.23,-48.25,-59.35,0.335,419,20.3,48.1,5.006,4.506,18.34,-7.38,37.0,41.2,13,13.55,13.15,13.55,-31.53,-31.53,0.43,90,9.0,56.7,7.868,7.368,20.44,-8.57,40.0,19.4,8,18.89,14.88,24.15,-50.76,-59.93,0.372,332,31.1,46.6,4.252,3.752,17.45,-7.14,36.0,61.4,13,7.8
s1_tr50_tp25_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,50,0.25,8,0.1875,,pct,0.0025,False,1548,16.91,15.18,18.68,-47.31,-57.38,0.357,548,26.5,37.8,4.08,3.58,21.43,-6.46,28.0,39.8,20,17.07,17.07,17.22,-15.24,-15.24,1.12,119,11.9,48.7,7.328,6.828,21.78,-6.42,28.0,17.5,10,17.82,10.44,23.16,-47.38,-57.49,0.376,433,40.6,35.1,3.239,2.739,21.05,-6.43,28.0,60.8,20,7.8
s1_tr50_tp25_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,50,0.25,8,0.1875,,pct,0.0025,False,1548,20.78,18.19,22.73,-45.21,-56.14,0.46,496,24.0,43.0,5.342,4.842,21.95,-7.21,33.0,41.6,21,16.61,16.61,16.65,-18.99,-18.99,0.875,115,11.5,50.4,7.409,6.909,21.8,-7.23,31.0,18.9,9,25.29,21.03,29.19,-47.9,-58.02,0.528,387,36.3,40.8,4.665,4.165,21.66,-7.09,33.0,63.0,20,8.3
s1_tr50_tp25_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,50,0.25,8,0.1875,,pct,0.0025,False,1548,22.01,19.99,24.53,-44.3,-53.02,0.497,477,23.1,45.0,5.836,5.336,22.18,-7.52,35.0,42.6,17,16.38,16.38,16.41,-20.64,-20.64,0.794,112,11.2,51.8,7.487,6.987,21.8,-7.89,33.0,19.4,7,28.02,20.47,32.23,-43.36,-53.94,0.646,369,34.6,42.8,5.235,4.735,22.1,-7.34,36.0,64.4,17,8.5
s1_tr50_tp25_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1548,22.4,20.21,24.89,-46.92,-54.75,0.477,467,22.6,46.2,6.103,5.603,22.17,-7.68,37.0,43.5,17,16.16,16.07,16.16,-20.63,-21.34,0.783,112,11.2,51.8,7.385,6.885,21.8,-8.1,33.0,19.5,7,27.67,23.44,33.85,-48.04,-56.45,0.576,361,33.8,43.9,5.434,4.934,22.11,-7.62,37.0,66.0,17,8.4
s1_tr50_tp25_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,50,0.25,8,0.1875,,pct,0.0025,False,1548,21.13,19.07,23.69,-50.59,-59.13,0.418,454,22.0,46.1,5.993,5.493,22.25,-8.03,38.0,43.7,17,15.8,15.51,15.81,-20.82,-23.09,0.759,111,11.1,52.3,7.29,6.79,21.8,-8.59,35.0,19.9,6,25.75,22.46,30.76,-50.68,-62.21,0.508,347,32.5,44.2,5.35,4.85,22.14,-7.81,39.0,66.1,17,8.3
s1_tr50_tp50_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,50,0.5,8,0.1875,,pct,0.0025,False,1548,18.14,15.97,20.72,-47.06,-54.31,0.385,421,20.4,38.9,5.721,5.221,24.78,-6.38,39.0,43.2,18,17.2,16.97,17.44,-23.31,-23.53,0.738,93,9.4,52.4,9.902,9.402,24.41,-6.08,43.0,21.6,8,20.43,15.91,23.36,-46.19,-54.03,0.442,329,30.8,35.4,4.72,4.22,24.66,-6.36,38.0,63.4,19,7.6
s1_tr50_tp50_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,50,0.5,8,0.1875,,pct,0.0025,False,1548,19.87,17.62,22.57,-45.62,-55.47,0.436,384,18.6,43.7,6.787,6.287,24.54,-7.0,45.0,45.1,19,16.26,16.05,16.47,-27.25,-27.46,0.597,91,9.2,53.6,9.566,9.066,23.94,-7.01,47.0,23.1,8,23.19,19.43,26.83,-42.94,-54.57,0.54,295,27.7,40.6,5.691,5.191,24.45,-6.88,44.0,65.6,19,7.9
s1_tr50_tp50_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,50,0.5,8,0.1875,,pct,0.0025,False,1548,21.55,19.5,23.34,-41.38,-55.05,0.521,369,17.9,44.4,7.589,7.089,26.36,-7.5,48.0,45.8,16,15.66,15.43,15.89,-28.45,-28.68,0.55,91,9.2,53.6,9.253,8.753,23.94,-7.68,48.0,23.4,8,27.3,24.19,31.12,-41.3,-50.37,0.661,281,26.3,41.8,6.931,6.431,26.8,-7.32,48.0,66.8,16,7.7
s1_tr50_tp50_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,50,0.5,8,0.1875,,pct,0.0025,False,1548,20.42,18.37,22.66,-41.79,-57.03,0.489,357,17.3,45.0,7.478,6.978,25.96,-7.57,51.0,46.6,17,15.45,15.22,15.68,-28.36,-28.59,0.545,91,9.2,53.6,9.127,8.627,23.94,-7.95,48.0,23.5,8,25.7,20.76,31.67,-43.87,-56.23,0.586,270,25.3,42.0,6.845,6.345,26.47,-7.45,51.0,68.3,17,8.0
s1_tr50_tp50_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,50,0.5,8,0.1875,,pct,0.0025,False,1548,18.05,16.72,19.33,-45.81,-57.44,0.394,351,17.0,44.4,6.884,6.384,25.37,-7.95,53.0,47.2,17,13.8,13.57,14.02,-28.36,-28.59,0.487,88,8.9,54.2,8.357,7.857,22.48,-8.38,53.0,24.4,8,22.6,18.53,27.85,-44.19,-58.39,0.511,267,25.0,41.3,6.332,5.832,26.25,-7.78,52.0,68.6,17,8.6
s1_tr50_tp100_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,50,1.0,8,0.1875,,pct,0.0025,False,1548,17.82,16.51,19.82,-33.95,-47.53,0.525,369,17.9,39.0,6.382,5.882,26.43,-6.4,45.0,44.3,19,13.53,13.53,13.97,-28.96,-28.97,0.467,81,8.1,53.1,8.784,8.284,21.8,-5.95,55.0,24.3,6,24.07,18.02,28.31,-34.69,-44.16,0.694,290,27.2,35.4,6.001,5.501,28.5,-6.4,42.0,63.0,19,7.4
s1_tr50_tp100_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,50,1.0,8,0.1875,,pct,0.0025,False,1548,19.03,16.09,21.64,-32.37,-50.76,0.588,334,16.2,43.7,7.441,6.941,26.13,-6.84,52.0,45.9,19,12.79,12.79,13.31,-31.09,-31.09,0.411,80,8.0,52.5,8.366,7.866,21.91,-6.6,58.0,25.1,8,26.5,19.91,32.35,-31.76,-50.68,0.834,256,24.0,40.9,7.308,6.808,27.39,-6.78,50.0,65.3,19,8.3
s1_tr50_tp100_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,50,1.0,8,0.1875,,pct,0.0025,False,1548,19.68,18.28,22.61,-35.06,-49.67,0.561,320,15.5,43.6,8.14,7.64,28.17,-7.34,55.0,46.4,15,12.46,12.16,12.46,-31.01,-31.01,0.402,80,8.0,52.5,8.145,7.645,21.91,-7.07,58.0,25.2,8,29.05,24.91,32.25,-35.03,-44.88,0.829,243,22.8,41.4,8.353,7.853,30.62,-7.26,53.0,66.1,15,7.4
s1_tr50_tp100_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,50,1.0,8,0.1875,,pct,0.0025,False,1548,18.14,16.04,20.28,-41.67,-56.87,0.435,321,15.5,43.5,7.57,7.07,27.48,-7.71,57.0,47.4,16,11.41,11.11,11.41,-28.92,-28.92,0.395,81,8.1,50.6,7.369,6.869,21.88,-7.5,57.0,25.2,8,26.17,18.89,30.2,-35.04,-59.47,0.747,241,22.6,41.7,7.912,7.412,29.75,-7.72,56.0,68.2,16,7.9
s1_tr50_tp100_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,50,1.0,8,0.1875,,pct,0.0025,False,1548,16.61,14.18,18.96,-42.27,-62.96,0.393,310,15.0,43.8,7.313,6.813,27.29,-8.2,60.0,48.6,17,10.49,9.95,10.49,-30.42,-30.42,0.345,77,7.7,53.2,7.098,6.598,21.15,-8.91,64.0,26.1,7,24.35,17.46,28.84,-41.83,-61.27,0.582,237,22.2,41.4,7.8,7.3,29.96,-7.94,58.0,69.6,16,8.3
s1_tr50_notp_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,50,,8,0.1875,,pct,0.0025,False,1548,17.35,15.93,20.08,-37.43,-50.44,0.464,350,17.0,39.0,6.701,6.201,27.02,-6.34,47.0,44.9,16,14.46,14.46,14.46,-28.96,-28.96,0.499,79,7.9,53.2,9.961,9.461,23.96,-5.92,56.0,24.7,6,21.59,16.77,25.1,-36.52,-51.16,0.591,270,25.3,35.4,5.866,5.366,28.54,-6.3,45.0,63.8,17,8.1
s1_tr50_notp_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,1548,18.79,15.49,21.4,-38.22,-53.84,0.492,315,15.3,43.1,7.963,7.463,27.57,-6.88,54.0,46.2,16,13.8,13.8,13.8,-31.09,-31.09,0.444,78,7.8,52.6,9.601,9.101,24.12,-6.48,59.0,25.5,8,25.02,18.45,29.79,-37.03,-51.09,0.676,240,22.5,40.3,7.648,7.148,29.36,-6.81,52.0,65.6,16,8.2
s1_tr50_notp_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,50,,8,0.1875,,pct,0.0025,False,1548,19.76,18.03,21.44,-37.7,-50.56,0.524,309,14.9,43.7,8.671,8.171,29.1,-7.21,57.0,47.1,14,13.46,13.46,13.46,-31.0,-31.0,0.434,78,7.8,52.6,9.374,8.874,24.12,-6.96,59.0,25.5,8,27.66,20.56,30.35,-35.03,-48.2,0.79,232,21.7,41.3,8.766,8.266,31.08,-7.14,55.0,67.2,14,9.0
