label,mechanic,universe,max_age_m,min_bars,L,max_depth,rs_policy,rs_min,tight_max,pivot_mode,stop,trail,target,slots,size_pct,risk_pct,stop_mode,cost,gate,n_signals,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold,w2_inv,w2_streak,wa_cagr,wa_cagr_lo,wa_cagr_hi,wa_dd,wa_dd_worst,wa_calmar,wa_n,wa_tpy,wa_win,wa_mean,wa_netexp,wa_avg_win,wa_avg_loss,wa_hold,wa_inv,wa_streak,wb_cagr,wb_cagr_lo,wb_cagr_hi,wb_dd,wb_dd_worst,wb_calmar,wb_n,wb_tpy,wb_win,wb_mean,wb_netexp,wb_avg_win,wb_avg_loss,wb_hold,wb_inv,wb_streak,secs
s2a_a6_L40_d20_short70,nextday_pivot,clean,6,40,40,0.2,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,108,7.0,6.87,7.16,-32.76,-34.48,0.214,90,4.4,50.6,5.142,4.642,17.49,-7.61,47.0,10.6,15,6.97,6.97,6.97,-7.86,-7.86,0.887,8,0.8,100.0,17.727,17.227,17.73,0.0,90.0,3.8,0,7.03,6.77,7.33,-32.74,-34.46,0.215,82,7.7,45.7,3.899,3.399,17.44,-7.61,42.0,17.0,15,4.2
s2a_a6_L40_d30_off,nextday_pivot,clean,6,40,40,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,867,13.35,12.41,14.65,-43.48,-48.31,0.307,356,17.2,44.3,4.655,4.155,21.15,-8.42,39.0,35.4,14,10.39,10.39,10.86,-19.34,-19.97,0.537,70,7.0,45.7,6.036,5.536,23.82,-8.94,35.0,13.0,8,16.47,15.0,18.88,-43.21,-49.13,0.381,286,26.8,43.6,4.29,3.79,20.5,-8.26,40.0,56.4,14,7.0
s2a_a6_L40_d30_short70,nextday_pivot,clean,6,40,40,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,290,7.71,6.99,8.12,-53.26,-55.4,0.145,187,9.0,45.9,3.853,3.353,19.47,-9.36,42.0,20.1,24,8.65,8.65,8.65,-9.04,-9.04,0.957,20,2.0,70.0,13.31,12.81,22.64,-8.45,48.0,5.0,2,6.66,5.45,7.6,-53.24,-55.38,0.125,167,15.6,42.9,2.676,2.176,18.85,-9.37,42.0,34.2,23,5.2
s2a_a6_L40_d40_off,nextday_pivot,clean,6,40,40,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1081,14.03,11.58,15.68,-46.87,-54.09,0.299,391,18.9,44.1,4.604,4.104,21.46,-8.79,40.0,39.2,16,10.78,10.68,10.78,-31.42,-31.42,0.343,88,8.8,45.5,5.54,5.04,24.29,-10.09,34.0,16.0,12,16.29,13.28,18.78,-49.07,-55.58,0.332,304,28.5,43.6,4.147,3.647,20.43,-8.42,41.0,61.1,16,8.2
s2a_a6_L40_d40_short70,nextday_pivot,clean,6,40,40,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,400,7.89,7.15,8.36,-53.13,-54.79,0.148,226,10.9,44.4,3.503,3.003,20.14,-9.86,40.0,22.9,22,6.82,6.82,7.31,-14.21,-14.21,0.48,33,3.3,48.5,5.221,4.721,21.87,-10.45,38.0,6.4,9,8.31,6.76,9.48,-53.11,-54.77,0.156,192,18.0,43.6,3.086,2.586,19.69,-9.76,41.0,38.4,22,5.5
s2a_a6_L40_d60_off,nextday_pivot,clean,6,40,40,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1209,14.18,12.58,16.34,-50.5,-58.2,0.281,413,20.0,44.0,4.545,4.045,22.38,-9.28,38.0,40.1,15,10.6,10.5,11.15,-37.36,-37.91,0.284,95,9.5,45.3,5.334,4.834,24.87,-10.82,35.0,17.3,13,17.98,14.74,21.62,-49.67,-56.76,0.362,315,29.6,43.6,4.412,3.912,21.54,-8.79,40.0,61.4,15,7.6
s2a_a6_L40_d60_short70,nextday_pivot,clean,6,40,40,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,472,7.72,6.72,8.35,-46.11,-51.16,0.167,244,11.8,43.7,3.198,2.698,20.74,-10.47,40.0,24.5,18,5.73,5.26,5.91,-15.94,-17.39,0.36,41,4.1,43.9,3.184,2.684,22.66,-11.62,38.0,8.0,7,9.47,7.82,10.67,-45.27,-49.59,0.209,203,19.1,44.2,3.297,2.797,20.39,-10.21,40.0,40.1,19,5.5
s2a_a6_L60_d20_off,nextday_pivot,clean,6,60,60,0.2,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,118,6.59,6.59,6.59,-20.48,-20.48,0.322,104,5.0,42.3,3.555,3.055,17.17,-6.43,41.0,10.9,9,5.47,5.47,5.47,-9.68,-9.68,0.565,10,1.0,60.0,4.455,3.955,12.84,-8.13,60.0,3.1,2,7.66,7.66,7.66,-20.46,-20.46,0.374,94,8.8,40.4,3.459,2.959,17.85,-6.31,39.0,18.1,9,3.9
s2a_a6_L60_d20_short70,nextday_pivot,clean,6,60,60,0.2,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,30,5.4,5.4,5.4,-8.45,-8.45,0.64,25,1.2,52.0,3.833,3.333,12.78,-5.86,55.0,3.4,6,5.6,5.6,5.6,-8.45,-8.45,0.663,5,0.5,100.0,9.268,8.768,9.27,0.0,97.0,2.5,0,5.22,5.22,5.22,-6.64,-6.64,0.786,20,1.9,40.0,2.474,1.974,14.98,-5.86,45.0,4.3,6,3.4
s2a_a6_L60_d30_off,nextday_pivot,clean,6,60,60,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,357,8.29,7.76,8.68,-39.69,-42.33,0.209,234,11.3,44.9,3.611,3.111,18.78,-8.74,42.0,24.6,18,7.01,7.01,7.01,-12.15,-12.15,0.577,27,2.7,55.6,6.462,5.962,19.15,-9.39,43.0,6.1,4,9.48,8.45,10.25,-39.68,-42.31,0.239,207,19.4,43.5,3.239,2.739,18.72,-8.67,41.0,41.8,18,5.3
s2a_a6_L60_d30_short70,nextday_pivot,clean,6,60,60,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,130,6.46,6.46,6.75,-24.69,-24.69,0.262,108,5.2,52.8,3.602,3.102,15.26,-9.43,50.0,13.4,13,5.78,5.78,5.78,-10.13,-10.13,0.57,10,1.0,70.0,6.95,6.45,14.14,-9.83,74.0,3.8,1,7.08,7.08,7.64,-24.67,-24.67,0.287,98,9.2,51.0,3.261,2.761,15.42,-9.4,47.0,22.4,13,3.9
s2a_a6_L60_d40_off,nextday_pivot,clean,6,60,60,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,553,9.13,8.22,10.38,-48.81,-52.82,0.187,288,13.9,44.4,3.615,3.115,19.48,-9.06,41.0,29.8,15,9.77,9.77,9.77,-19.13,-19.13,0.51,48,4.8,54.2,7.977,7.477,23.1,-9.89,39.0,9.7,5,8.71,6.62,11.29,-49.53,-53.61,0.176,240,22.5,42.5,2.77,2.27,18.57,-8.94,41.0,48.7,15,6.6
s2a_a6_L60_d40_short70,nextday_pivot,clean,6,60,60,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,279,8.16,7.75,8.76,-42.83,-43.16,0.19,183,8.9,48.9,4.145,3.645,18.98,-9.99,44.0,20.4,22,7.87,7.87,7.87,-10.47,-10.47,0.752,21,2.1,66.7,10.647,10.147,21.08,-10.21,49.0,5.2,3,8.35,7.56,9.51,-42.81,-43.14,0.195,162,15.2,46.6,3.307,2.807,18.59,-9.93,44.0,34.6,22,5.8
s2a_a6_L60_d60_off,nextday_pivot,clean,6,60,60,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,700,7.1,6.24,8.31,-54.66,-59.14,0.13,314,15.2,42.3,2.734,2.234,19.87,-9.8,40.0,31.5,16,7.63,6.99,8.24,-26.18,-26.99,0.292,59,5.9,47.5,4.605,4.105,22.6,-11.65,35.0,11.1,9,6.48,5.66,7.3,-55.16,-58.35,0.117,255,23.9,41.1,2.255,1.755,19.05,-9.41,41.0,50.7,16,6.5
s2a_a6_L60_d60_short70,nextday_pivot,clean,6,60,60,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,406,7.42,6.49,8.06,-41.71,-44.65,0.178,220,10.6,46.6,3.348,2.848,19.67,-10.85,42.0,23.0,17,6.71,6.71,7.19,-13.77,-13.77,0.487,34,3.4,50.0,4.888,4.388,21.47,-11.7,38.0,6.7,7,7.79,6.96,9.25,-41.4,-45.75,0.188,186,17.4,45.7,2.948,2.448,19.24,-10.69,42.0,38.3,16,4.9
s2a_a12_L15_d20_off,nextday_pivot,clean,12,25,15,0.2,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,3972,11.34,7.85,14.99,-50.78,-61.39,0.223,663,32.1,39.3,2.668,2.168,17.88,-7.1,32.0,53.7,19,5.96,4.77,7.84,-35.0,-35.0,0.17,183,18.3,40.3,1.941,1.441,17.55,-8.65,31.0,30.0,11,16.04,10.45,21.06,-49.51,-59.81,0.324,489,45.8,39.1,2.892,2.392,17.51,-6.53,32.0,76.2,19,9.6
s2a_a12_L15_d20_short70,nextday_pivot,clean,12,25,15,0.2,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1298,9.38,7.33,11.7,-50.65,-58.71,0.185,428,20.7,41.2,2.869,2.369,18.31,-7.9,36.0,39.1,20,5.18,5.17,5.18,-21.45,-21.45,0.241,90,9.1,43.6,2.016,1.516,15.96,-8.78,37.0,17.8,14,13.48,8.11,16.44,-50.53,-58.39,0.267,337,31.6,40.8,3.151,2.651,19.01,-7.62,36.0,59.3,21,7.1
s2a_a12_L15_d30_off,nextday_pivot,clean,12,25,15,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,4568,11.51,7.23,14.35,-49.68,-65.06,0.232,681,33.0,39.2,2.7,2.2,18.44,-7.54,33.0,56.7,18,5.04,3.28,7.02,-40.53,-40.63,0.124,205,20.5,40.0,1.779,1.279,18.13,-9.14,32.0,34.3,13,16.78,9.44,21.46,-47.86,-61.46,0.351,483,45.2,38.9,2.97,2.47,18.42,-6.81,33.0,77.8,17,9.9
s2a_a12_L15_d30_short70,nextday_pivot,clean,12,25,15,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1597,9.21,7.41,11.34,-48.45,-60.84,0.19,457,22.1,40.3,2.787,2.287,19.38,-8.34,36.0,41.9,21,4.84,4.59,4.84,-23.08,-23.08,0.21,112,11.2,42.0,1.65,1.15,16.86,-9.35,36.0,21.2,10,13.52,11.02,15.89,-46.35,-54.86,0.292,345,32.4,39.9,3.207,2.707,20.09,-8.0,36.0,61.3,21,7.2
s2a_a12_L15_d40_off,nextday_pivot,clean,12,25,15,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,4691,10.74,8.2,14.66,-48.62,-60.04,0.221,691,33.4,38.9,2.542,2.042,18.6,-7.71,33.0,57.2,18,4.96,2.93,6.66,-44.5,-49.65,0.111,214,21.4,40.2,1.742,1.242,18.8,-9.55,32.0,35.6,14,15.83,8.65,23.24,-48.08,-63.46,0.329,482,45.2,39.1,2.889,2.389,18.04,-6.86,33.0,77.8,17,10.2
s2a_a12_L15_d40_short70,nextday_pivot,clean,12,25,15,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1660,8.76,6.95,10.47,-50.32,-59.53,0.174,469,22.7,40.2,2.664,2.164,19.31,-8.58,36.0,42.4,20,3.81,3.52,3.99,-27.95,-29.15,0.136,121,12.1,40.5,1.175,0.675,17.77,-9.98,35.0,22.2,10,13.66,10.02,16.78,-47.66,-57.14,0.287,348,32.6,40.3,3.211,2.711,19.92,-8.07,36.0,61.4,21,7.9
s2a_a12_L15_d60_off,nextday_pivot,clean,12,25,15,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,4713,11.41,8.98,15.35,-49.16,-62.73,0.232,694,33.6,39.2,2.709,2.209,18.68,-7.66,33.0,57.6,17,6.14,3.57,7.92,-44.6,-48.79,0.138,216,21.7,41.1,2.137,1.637,19.1,-9.52,32.0,36.3,14,16.14,12.03,23.11,-48.44,-59.28,0.333,484,45.3,39.3,2.909,2.409,18.24,-6.83,33.0,77.7,17,10.9
s2a_a12_L15_d60_short70,nextday_pivot,clean,12,25,15,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1673,10.88,8.18,13.47,-46.42,-56.8,0.234,470,22.7,41.2,3.199,2.699,20.07,-8.57,36.0,42.7,20,5.8,5.24,7.57,-22.42,-23.73,0.259,122,12.2,42.3,2.153,1.653,19.12,-9.94,36.0,22.7,10,14.53,8.99,18.6,-48.23,-65.35,0.301,350,32.8,40.9,3.392,2.892,20.25,-8.13,36.0,61.4,22,7.8
s2a_a12_L25_d20_off,nextday_pivot,clean,12,25,25,0.2,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2345,11.15,9.0,13.42,-51.4,-56.87,0.217,516,25.0,38.8,3.079,2.579,19.37,-7.23,36.0,47.1,17,7.5,7.19,7.99,-27.43,-28.07,0.274,122,12.2,39.3,2.772,2.272,18.47,-7.57,35.0,22.5,13,14.9,10.59,20.02,-51.24,-60.47,0.291,396,37.1,39.0,3.172,2.672,19.38,-7.15,37.0,70.3,17,8.5
s2a_a12_L25_d20_short70,nextday_pivot,clean,12,25,25,0.2,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,769,6.41,4.87,7.78,-38.29,-44.49,0.167,320,15.5,40.1,2.147,1.647,16.57,-7.57,40.0,32.3,15,5.14,5.14,5.14,-20.77,-20.77,0.247,60,6.0,41.7,2.03,1.53,16.01,-7.95,41.0,13.0,11,7.39,4.49,10.08,-38.16,-44.48,0.194,260,24.4,39.7,2.174,1.674,16.71,-7.49,40.0,50.4,15,6.3
s2a_a12_L25_d30_off,nextday_pivot,clean,12,25,25,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,3363,12.14,8.71,14.15,-48.78,-59.38,0.249,556,26.9,41.0,3.277,2.777,19.33,-7.97,37.0,52.5,22,9.26,8.74,9.63,-29.75,-31.11,0.311,155,15.5,43.2,3.369,2.869,19.06,-8.62,34.0,27.5,7,15.88,9.69,20.53,-48.51,-59.34,0.327,401,37.6,41.0,3.348,2.848,19.41,-7.68,39.0,75.9,24,10.4
s2a_a12_L25_d30_short70,nextday_pivot,clean,12,25,25,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1259,10.05,7.91,11.35,-40.9,-53.98,0.246,379,18.3,43.6,3.393,2.893,18.5,-8.34,40.0,38.1,16,7.34,7.34,7.34,-18.38,-18.38,0.4,84,8.4,42.9,3.624,3.124,18.82,-7.77,37.0,16.3,10,12.31,7.72,14.73,-40.38,-55.48,0.305,296,27.7,43.8,3.242,2.742,18.4,-8.56,40.0,58.6,15,7.9
s2a_a12_L25_d40_off,nextday_pivot,clean,12,25,25,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,3703,11.12,7.08,14.35,-46.81,-61.53,0.237,572,27.7,40.6,2.969,2.469,19.67,-8.4,38.0,54.4,22,5.55,4.04,8.29,-45.96,-49.82,0.121,171,17.1,40.4,2.012,1.512,19.35,-9.73,35.0,31.0,10,16.08,9.8,21.72,-46.36,-67.12,0.347,408,38.2,40.3,3.405,2.905,19.68,-7.77,38.0,76.2,20,10.8
s2a_a12_L25_d40_short70,nextday_pivot,clean,12,25,25,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1447,8.64,6.59,10.22,-43.65,-51.76,0.198,407,19.7,42.5,2.814,2.314,18.69,-8.91,39.0,39.8,17,5.31,4.94,5.68,-21.84,-23.1,0.243,104,10.5,40.2,2.028,1.528,19.15,-9.47,35.0,19.1,13,11.64,7.33,14.87,-44.22,-55.72,0.263,303,28.4,43.1,3.079,2.579,18.44,-8.71,40.0,59.2,16,7.2
s2a_a12_L25_d60_off,nextday_pivot,clean,12,25,25,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,3787,11.64,9.14,14.49,-46.2,-54.38,0.252,583,28.2,41.0,3.071,2.571,19.85,-8.56,37.0,54.8,17,7.68,5.65,9.16,-44.01,-47.78,0.175,179,17.9,41.9,2.765,2.265,20.59,-10.11,34.0,32.1,10,15.24,8.42,21.85,-46.53,-57.97,0.327,409,38.3,40.2,3.236,2.736,19.66,-7.76,38.0,76.2,20,9.6
s2a_a12_L25_d60_short70,nextday_pivot,clean,12,25,25,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1493,9.35,7.2,11.75,-44.92,-57.39,0.208,415,20.1,42.6,3.037,2.537,19.46,-9.05,39.0,40.8,16,7.06,6.36,7.85,-22.51,-23.88,0.313,108,10.8,41.7,2.899,2.399,20.7,-9.85,36.0,20.1,12,12.27,8.44,16.45,-44.83,-56.06,0.274,307,28.8,43.2,3.271,2.771,19.15,-8.75,40.0,59.9,17,7.0
s2a_a12_L40_d20_off,nextday_pivot,clean,12,40,40,0.2,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1080,9.48,8.29,10.99,-40.28,-50.38,0.235,353,17.1,37.6,3.276,2.776,20.22,-6.89,40.0,36.0,29,4.88,4.88,4.89,-15.83,-15.84,0.308,50,5.0,30.0,1.272,0.772,19.71,-6.63,43.0,11.6,9,14.04,11.29,15.98,-40.66,-49.97,0.345,302,28.3,38.8,3.646,3.146,20.25,-6.99,40.0,58.8,30,6.6
s2a_a12_L40_d20_short70,nextday_pivot,clean,12,40,40,0.2,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,340,6.23,5.84,6.59,-46.16,-48.21,0.135,201,9.7,40.8,2.638,2.138,17.43,-7.5,42.0,21.7,18,5.92,5.92,5.92,-8.41,-8.41,0.704,19,1.9,47.4,4.906,4.406,16.53,-5.56,59.0,5.9,5,6.48,5.73,7.18,-46.14,-48.19,0.141,182,17.0,40.1,2.4,1.9,17.54,-7.67,41.0,36.5,18,4.5
s2a_a12_L40_d30_off,nextday_pivot,clean,12,40,40,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2133,12.03,10.79,14.5,-42.55,-51.7,0.283,444,21.5,41.4,3.68,3.18,20.35,-8.08,40.0,44.8,16,8.5,7.61,9.34,-23.05,-24.09,0.369,104,10.4,37.5,3.733,3.233,23.33,-8.14,36.0,19.8,9,16.02,11.55,20.26,-41.84,-57.51,0.383,339,31.8,43.3,3.778,3.278,19.48,-8.14,41.0,68.2,17,7.4
s2a_a12_L40_d30_short70,nextday_pivot,clean,12,40,40,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,888,10.3,9.3,10.97,-41.49,-45.83,0.248,306,14.8,44.6,3.935,3.435,19.14,-8.34,43.0,32.8,15,9.06,9.06,9.06,-14.44,-14.44,0.627,55,5.5,45.5,6.573,6.073,23.14,-7.23,42.0,12.0,7,11.05,9.19,12.42,-42.04,-48.38,0.263,251,23.5,44.3,3.305,2.805,18.2,-8.57,43.0,52.3,16,6.3
s2a_a12_L40_d40_off,nextday_pivot,clean,12,40,40,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2597,10.23,6.45,14.04,-46.6,-67.42,0.219,484,23.4,40.3,3.04,2.54,20.64,-8.82,39.0,48.1,20,6.59,5.7,7.43,-42.4,-44.53,0.155,132,13.2,36.4,2.438,1.938,24.03,-9.87,33.0,22.9,20,12.95,7.97,19.13,-48.25,-62.32,0.268,354,33.2,40.9,3.15,2.65,19.67,-8.41,42.0,71.7,19,9.5
s2a_a12_L40_d40_short70,nextday_pivot,clean,12,40,40,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1192,10.83,9.12,12.82,-44.43,-50.54,0.244,356,17.2,44.7,3.831,3.331,20.0,-9.11,41.0,36.4,18,6.33,5.65,6.33,-24.21,-27.4,0.262,80,8.0,38.8,2.933,2.433,22.6,-9.51,36.0,14.7,10,16.06,11.62,18.94,-41.77,-48.63,0.384,276,25.9,46.5,4.321,3.821,19.51,-8.98,42.0,56.9,17,7.4
s2a_a12_L40_d60_off,nextday_pivot,clean,12,40,40,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2812,9.95,6.52,11.29,-49.57,-64.11,0.201,505,24.5,39.6,2.943,2.443,21.34,-9.09,39.0,48.9,21,5.31,3.91,6.92,-45.38,-49.54,0.117,142,14.2,36.4,2.036,1.536,24.22,-10.62,33.0,24.9,21,13.33,6.14,20.68,-49.53,-67.86,0.269,360,33.8,40.8,3.226,2.726,20.06,-8.43,41.0,71.6,18,8.5
s2a_a12_L40_d60_short70,nextday_pivot,clean,12,40,40,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1346,11.09,8.85,12.83,-43.35,-53.74,0.256,375,18.1,44.8,3.846,3.346,20.45,-9.63,40.0,37.9,16,6.39,6.2,6.39,-21.45,-22.85,0.298,91,9.1,39.6,2.889,2.389,23.39,-10.53,35.0,16.6,11,14.65,10.12,18.17,-45.47,-56.09,0.322,284,26.7,46.0,3.967,3.467,19.59,-9.3,42.0,58.0,16,6.9
s2a_a12_L60_d20_off,nextday_pivot,clean,12,60,60,0.2,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,390,7.78,7.61,7.94,-45.46,-47.19,0.171,222,10.7,39.6,3.364,2.864,18.76,-6.72,40.0,22.7,16,5.94,5.94,5.94,-9.74,-9.74,0.61,15,1.5,60.0,5.549,5.049,12.74,-5.24,64.0,5.1,2,9.53,9.2,9.85,-45.44,-47.18,0.21,207,19.4,38.2,3.205,2.705,19.43,-6.81,38.0,39.2,16,4.7
s2a_a12_L60_d20_short70,nextday_pivot,clean,12,60,60,0.2,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,97,4.37,4.37,4.37,-25.82,-25.82,0.169,79,3.8,34.2,0.78,0.28,15.86,-7.05,40.0,7.9,15,5.6,5.6,5.6,-8.45,-8.45,0.663,5,0.5,100.0,9.268,8.768,9.27,0.0,97.0,2.5,0,3.23,3.23,3.23,-25.79,-25.79,0.125,74,6.9,29.7,0.206,-0.294,17.36,-7.05,36.0,12.9,15,3.3
s2a_a12_L60_d30_off,nextday_pivot,clean,12,60,60,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1125,8.97,8.04,10.43,-36.78,-40.05,0.244,330,16.0,40.3,3.185,2.685,19.13,-7.69,41.0,34.1,22,4.81,4.81,4.81,-14.14,-14.14,0.34,46,4.6,39.1,1.51,1.01,16.68,-8.24,41.0,10.2,7,12.87,8.67,15.33,-36.25,-43.58,0.355,284,26.6,40.8,3.447,2.947,19.4,-7.58,41.0,56.5,22,6.1
s2a_a12_L60_d30_short70,nextday_pivot,clean,12,60,60,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,461,5.93,5.21,6.65,-42.99,-48.45,0.138,230,11.1,42.7,2.168,1.668,16.64,-8.64,42.0,24.6,25,3.88,3.88,3.88,-13.8,-13.8,0.281,26,2.6,34.6,-0.734,-1.234,12.78,-7.89,51.0,7.0,8,7.79,6.38,9.2,-42.98,-48.45,0.181,204,19.1,43.7,2.535,2.035,17.02,-8.76,41.0,41.0,25,5.0
s2a_a12_L60_d40_off,nextday_pivot,clean,12,60,60,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1661,10.9,9.38,12.62,-41.11,-47.16,0.265,385,18.6,42.9,3.699,3.199,19.92,-8.47,42.0,40.6,22,9.93,9.71,10.03,-18.82,-18.82,0.528,83,8.3,48.2,5.692,5.192,22.92,-10.2,37.0,16.0,7,11.53,7.99,15.62,-41.22,-47.55,0.28,302,28.3,41.8,3.187,2.687,18.88,-8.07,43.0,63.6,23,7.3
s2a_a12_L60_d40_short70,nextday_pivot,clean,12,60,60,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,881,9.16,8.07,10.95,-35.97,-44.73,0.255,300,14.5,45.4,3.58,3.08,18.57,-8.88,44.0,33.1,13,6.38,6.38,6.38,-16.46,-16.46,0.388,53,5.3,41.5,3.689,3.189,21.92,-9.25,40.0,11.0,8,11.42,8.69,14.53,-37.5,-44.52,0.305,248,23.2,46.2,3.488,2.988,17.9,-8.82,44.0,53.8,13,6.2
s2a_a12_L60_d60_off,nextday_pivot,clean,12,60,60,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2002,8.07,6.33,10.71,-53.97,-63.23,0.15,414,20.0,40.8,2.711,2.211,19.94,-9.25,40.0,42.0,20,7.73,6.76,8.72,-30.61,-32.5,0.252,94,9.4,46.1,3.577,3.077,21.39,-11.73,36.0,17.8,12,7.64,5.05,11.39,-53.94,-61.81,0.142,320,30.0,38.7,2.363,1.863,19.7,-8.57,41.0,64.7,20,8.1
s2a_a12_L60_d60_short70,nextday_pivot,clean,12,60,60,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1191,9.86,8.31,11.01,-48.42,-55.22,0.204,349,16.9,44.6,3.627,3.127,20.19,-9.63,41.0,35.9,19,7.6,7.6,7.6,-18.4,-18.4,0.413,76,7.6,43.4,3.809,3.309,22.63,-10.64,34.0,13.7,7,11.93,8.69,14.74,-48.11,-56.68,0.248,273,25.6,45.0,3.574,3.074,19.48,-9.4,42.0,56.8,19,6.6
s2a_a24_L15_d20_off,nextday_pivot,clean,24,25,15,0.2,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,7209,17.59,13.75,20.25,-51.01,-56.8,0.345,801,38.8,40.2,3.414,2.914,18.31,-6.63,33.0,65.9,20,19.11,16.75,21.69,-27.89,-29.26,0.685,261,26.1,47.5,4.808,4.308,18.92,-7.9,36.0,49.1,12,14.43,8.39,22.82,-50.87,-63.97,0.284,543,50.9,36.9,2.546,2.046,17.43,-6.08,31.0,81.6,20,11.6
s2a_a24_L15_d20_short70,nextday_pivot,clean,24,25,15,0.2,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2397,11.92,9.31,13.03,-50.33,-62.78,0.237,570,27.6,40.8,3.068,2.568,18.47,-7.56,37.0,53.6,18,11.15,11.03,11.45,-23.9,-24.01,0.467,151,15.2,46.7,4.186,3.686,18.11,-8.06,43.0,33.7,10,11.74,7.16,18.18,-50.72,-58.23,0.231,421,39.4,38.7,2.535,2.035,18.53,-7.48,35.0,72.4,18,8.4
s2a_a24_L15_d30_off,nextday_pivot,clean,24,25,15,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,8157,14.87,12.5,17.75,-55.23,-64.28,0.269,830,40.2,38.5,2.987,2.487,18.89,-7.08,33.0,68.9,19,15.96,12.6,17.99,-37.93,-41.19,0.421,295,29.5,43.5,3.901,3.401,19.98,-8.47,36.0,54.1,14,13.94,8.9,22.86,-54.3,-61.9,0.257,543,50.9,36.3,2.481,1.981,17.98,-6.34,31.0,83.0,20,12.0
