cell,phase,params,seeds,window,x_med,cagr_med,cagr_min,cagr_max,cagr_worst_seed,dd_med,dd_worst,calmar_med,n_med,win_med,avg_win,avg_loss,mean_tr,median_tr,streak,tpy,signals,passed_up,yearly_med,runtime_s
p6F_gateNIFTYBEES150,p6f,"{""pivot_n"": 10, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": ""NIFTYBEES"", ""gate_sma"": 150, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,116.42,38.32,34.51,38.98,34.51,-29.5,-33.55,1.273,3333,44.9,11.28,-3.39,3.218,-0.72,36,227.3,38213,25833,"{""2012"": 18.8, ""2013"": 6.0, ""2014"": 88.1, ""2015"": 2.2, ""2016"": 36.4, ""2017"": 93.6, ""2018"": -17.2, ""2019"": 7.6, ""2020"": 82.4, ""2021"": 154.8, ""2022"": 17.0, ""2023"": 78.4, ""2024"": 64.0, ""2025"": 16.9, ""2026"": 7.1}",5.2
p6F_slots8,p6f,"{""pivot_n"": 10, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 8, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.125, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,179.54,42.4,38.95,45.6,38.95,-31.72,-34.85,1.325,2105,43.9,11.29,-3.51,2.938,-0.817,26,143.5,38213,36088,"{""2012"": 25.2, ""2013"": 9.4, ""2014"": 92.4, ""2015"": 7.4, ""2016"": 19.0, ""2017"": 104.4, ""2018"": -10.1, ""2019"": 16.9, ""2020"": 132.9, ""2021"": 117.7, ""2022"": 21.6, ""2023"": 77.2, ""2024"": 68.8, ""2025"": 2.8, ""2026"": 29.8}",4.6
p6F_slots12,p6f,"{""pivot_n"": 10, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 12, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0833, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,189.96,43.02,36.17,49.18,36.17,-28.55,-31.23,1.539,3211,43.6,11.28,-3.55,2.916,-0.841,36,219.0,38213,34990,"{""2012"": 25.6, ""2013"": 5.7, ""2014"": 98.6, ""2015"": 7.0, ""2016"": 24.4, ""2017"": 114.6, ""2018"": -7.0, ""2019"": 13.0, ""2020"": 138.5, ""2021"": 128.0, ""2022"": 20.7, ""2023"": 78.7, ""2024"": 61.4, ""2025"": 7.8, ""2026"": 30.9}",5.4
p6F_slots16,p6f,"{""pivot_n"": 10, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,192.64,43.16,38.08,47.08,38.08,-26.92,-30.29,1.595,4321,43.6,11.24,-3.52,2.902,-0.842,45,294.7,38213,33873,"{""2012"": 29.8, ""2013"": 5.4, ""2014"": 100.3, ""2015"": 1.9, ""2016"": 23.8, ""2017"": 114.5, ""2018"": -8.0, ""2019"": 14.8, ""2020"": 131.1, ""2021"": 125.9, ""2022"": 24.8, ""2023"": 68.8, ""2024"": 65.8, ""2025"": 9.9, ""2026"": 27.0}",5.6
p6F_slots20,p6f,"{""pivot_n"": 10, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 20, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.05, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,198.35,43.43,38.57,45.42,38.57,-24.91,-28.5,1.689,5374,43.5,11.08,-3.52,2.914,-0.852,50,366.5,38213,32822,"{""2012"": 27.6, ""2013"": 6.6, ""2014"": 93.0, ""2015"": 7.0, ""2016"": 26.4, ""2017"": 109.7, ""2018"": -7.6, ""2019"": 14.4, ""2020"": 128.4, ""2021"": 116.8, ""2022"": 27.2, ""2023"": 66.9, ""2024"": 66.2, ""2025"": 7.0, ""2026"": 21.1}",5.9
p6F_slots25,p6f,"{""pivot_n"": 10, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 25, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.04, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,162.48,41.5,40.27,44.2,40.27,-24.27,-24.89,1.751,6644,43.7,11.07,-3.51,2.833,-0.839,56,453.1,38213,31550,"{""2012"": 23.9, ""2013"": 7.2, ""2014"": 94.8, ""2015"": 6.4, ""2016"": 25.5, ""2017"": 107.7, ""2018"": -6.4, ""2019"": 11.6, ""2020"": 113.0, ""2021"": 130.7, ""2022"": 22.2, ""2023"": 65.8, ""2024"": 63.2, ""2025"": 10.4, ""2026"": 24.5}",6.8
p6F_near0.05_rs0,p6f,"{""pivot_n"": 10, ""near_pct"": 0.05, ""rs_min"": 0, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,56.78,31.69,27.37,34.37,27.37,-27.56,-30.34,1.134,4657,42.0,9.39,-3.04,2.206,-0.866,38,317.6,112763,108098,"{""2012"": 44.3, ""2013"": 15.0, ""2014"": 77.2, ""2015"": 8.8, ""2016"": 11.7, ""2017"": 66.8, ""2018"": -15.4, ""2019"": 8.2, ""2020"": 93.7, ""2021"": 86.4, ""2022"": 0.7, ""2023"": 56.3, ""2024"": 41.3, ""2025"": 11.2, ""2026"": 16.6}",10.6
p6F_near0.05_rs50,p6f,"{""pivot_n"": 10, ""near_pct"": 0.05, ""rs_min"": 50, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,117.42,38.4,34.35,41.23,34.35,-30.12,-34.06,1.317,4444,43.3,10.1,-3.21,2.608,-0.834,39,303.1,61126,56622,"{""2012"": 30.5, ""2013"": 8.4, ""2014"": 86.8, ""2015"": 4.1, ""2016"": 20.6, ""2017"": 99.2, ""2018"": -10.0, ""2019"": 20.5, ""2020"": 106.5, ""2021"": 116.6, ""2022"": 7.1, ""2023"": 55.0, ""2024"": 57.2, ""2025"": 8.6, ""2026"": 24.3}",10.0
p6F_near0.05_rs70,p6f,"{""pivot_n"": 10, ""near_pct"": 0.05, ""rs_min"": 70, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,174.62,42.2,39.68,48.04,39.68,-24.52,-27.84,1.697,4304,43.7,11.03,-3.4,2.85,-0.838,43,293.5,36842,32514,"{""2012"": 27.4, ""2013"": 9.0, ""2014"": 95.3, ""2015"": 6.6, ""2016"": 24.1, ""2017"": 115.5, ""2018"": -8.8, ""2019"": 13.0, ""2020"": 107.3, ""2021"": 130.8, ""2022"": 24.1, ""2023"": 58.2, ""2024"": 61.0, ""2025"": 12.4, ""2026"": 36.0}",9.3
p6F_near0.05_rs85,p6f,"{""pivot_n"": 10, ""near_pct"": 0.05, ""rs_min"": 85, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,453.88,51.77,50.36,54.1,50.36,-33.52,-36.13,1.568,3971,45.0,12.26,-3.69,3.506,-0.77,28,270.8,18433,14461,"{""2012"": 32.8, ""2013"": 15.9, ""2014"": 117.2, ""2015"": 7.5, ""2016"": 32.2, ""2017"": 172.6, ""2018"": -18.6, ""2019"": 13.8, ""2020"": 175.0, ""2021"": 149.8, ""2022"": 35.0, ""2023"": 85.4, ""2024"": 69.1, ""2025"": 13.4, ""2026"": 20.3}",8.1
p6F_near0.1_rs0,p6f,"{""pivot_n"": 10, ""near_pct"": 0.1, ""rs_min"": 0, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,61.18,32.38,27.58,34.92,27.58,-28.68,-33.41,1.119,4694,41.9,9.55,-3.09,2.231,-0.897,38,320.1,116148,111453,"{""2012"": 38.4, ""2013"": 16.8, ""2014"": 65.3, ""2015"": 3.6, ""2016"": 8.4, ""2017"": 68.2, ""2018"": -13.9, ""2019"": 11.0, ""2020"": 97.5, ""2021"": 90.8, ""2022"": 2.9, ""2023"": 52.5, ""2024"": 47.9, ""2025"": 7.2, ""2026"": 24.0}",12.9
p6F_near0.1_rs50,p6f,"{""pivot_n"": 10, ""near_pct"": 0.1, ""rs_min"": 50, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,123.55,38.85,34.64,42.76,34.64,-27.73,-32.26,1.366,4450,43.0,10.38,-3.29,2.634,-0.861,33,303.5,63015,58535,"{""2012"": 28.4, ""2013"": 7.9, ""2014"": 81.1, ""2015"": 2.0, ""2016"": 21.2, ""2017"": 94.6, ""2018"": -4.4, ""2019"": 17.2, ""2020"": 104.0, ""2021"": 127.0, ""2022"": 7.8, ""2023"": 76.6, ""2024"": 54.6, ""2025"": 16.4, ""2026"": 21.2}",9.5
p6F_near0.1_rs70,p6f,"{""pivot_n"": 10, ""near_pct"": 0.1, ""rs_min"": 70, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,196.0,43.32,40.8,46.04,40.8,-25.87,-29.61,1.677,4308,43.8,11.14,-3.49,2.907,-0.833,45,293.8,38150,33832,"{""2012"": 29.8, ""2013"": 7.6, ""2014"": 96.2, ""2015"": 4.6, ""2016"": 26.8, ""2017"": 114.8, ""2018"": -8.8, ""2019"": 13.7, ""2020"": 123.4, ""2021"": 126.4, ""2022"": 35.5, ""2023"": 67.2, ""2024"": 71.3, ""2025"": 5.5, ""2026"": 27.4}",8.8
p6F_near0.1_rs85,p6f,"{""pivot_n"": 10, ""near_pct"": 0.1, ""rs_min"": 85, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,428.91,51.19,47.86,58.43,47.86,-35.33,-38.57,1.467,4030,44.6,12.35,-3.77,3.433,-0.822,28,274.9,19179,15148,"{""2012"": 36.0, ""2013"": 14.8, ""2014"": 119.6, ""2015"": 6.8, ""2016"": 32.2, ""2017"": 163.7, ""2018"": -23.0, ""2019"": 19.8, ""2020"": 172.7, ""2021"": 143.4, ""2022"": 34.6, ""2023"": 72.2, ""2024"": 55.2, ""2025"": 14.4, ""2026"": 27.2}",8.0
p6F_near0.2_rs0,p6f,"{""pivot_n"": 10, ""near_pct"": 0.2, ""rs_min"": 0, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,62.06,32.51,27.71,35.28,27.71,-28.97,-33.13,1.068,4661,41.8,9.73,-3.13,2.245,-0.919,30,317.9,116361,111649,"{""2012"": 39.4, ""2013"": 20.5, ""2014"": 67.6, ""2015"": 9.9, ""2016"": 8.2, ""2017"": 71.3, ""2018"": -12.4, ""2019"": 7.4, ""2020"": 104.2, ""2021"": 91.5, ""2022"": 1.2, ""2023"": 54.2, ""2024"": 46.8, ""2025"": 5.0, ""2026"": 23.2}",11.8
p6F_near0.2_rs50,p6f,"{""pivot_n"": 10, ""near_pct"": 0.2, ""rs_min"": 50, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,125.17,39.0,33.39,41.61,33.39,-29.9,-33.03,1.288,4473,43.3,10.37,-3.27,2.618,-0.837,37,305.0,63112,58610,"{""2012"": 28.4, ""2013"": 6.8, ""2014"": 77.7, ""2015"": 5.0, ""2016"": 15.6, ""2017"": 91.6, ""2018"": -7.2, ""2019"": 16.5, ""2020"": 99.0, ""2021"": 124.4, ""2022"": 10.0, ""2023"": 71.4, ""2024"": 60.3, ""2025"": 14.4, ""2026"": 26.5}",10.4
p6F_near0.2_rs70,p6f,"{""pivot_n"": 10, ""near_pct"": 0.2, ""rs_min"": 70, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,192.64,43.16,38.08,47.08,38.08,-26.92,-30.29,1.595,4321,43.6,11.24,-3.52,2.902,-0.842,45,294.7,38213,33873,"{""2012"": 29.8, ""2013"": 5.4, ""2014"": 100.3, ""2015"": 1.9, ""2016"": 23.8, ""2017"": 114.5, ""2018"": -8.0, ""2019"": 14.8, ""2020"": 131.1, ""2021"": 125.9, ""2022"": 24.8, ""2023"": 68.8, ""2024"": 65.8, ""2025"": 9.9, ""2026"": 27.0}",9.0
p6F_near0.2_rs85,p6f,"{""pivot_n"": 10, ""near_pct"": 0.2, ""rs_min"": 85, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,434.25,51.31,49.61,55.99,49.61,-34.0,-37.96,1.55,4009,45.1,12.21,-3.79,3.435,-0.763,28,273.4,19214,15204,"{""2012"": 36.0, ""2013"": 14.8, ""2014"": 119.4, ""2015"": 5.7, ""2016"": 35.0, ""2017"": 157.6, ""2018"": -21.5, ""2019"": 21.1, ""2020"": 159.6, ""2021"": 143.4, ""2022"": 33.4, ""2023"": 69.2, ""2024"": 61.4, ""2025"": 12.7, ""2026"": 28.2}",7.6
p6F_near0.5_rs0,p6f,"{""pivot_n"": 10, ""near_pct"": 0.5, ""rs_min"": 0, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,66.91,33.18,28.39,36.59,28.39,-28.62,-33.13,1.126,4664,41.8,9.77,-3.14,2.28,-0.903,29,318.1,116364,111684,"{""2012"": 39.4, ""2013"": 20.5, ""2014"": 67.6, ""2015"": 9.9, ""2016"": 9.0, ""2017"": 72.1, ""2018"": -12.6, ""2019"": 7.3, ""2020"": 105.6, ""2021"": 97.6, ""2022"": 4.0, ""2023"": 53.4, ""2024"": 48.3, ""2025"": 3.8, ""2026"": 25.9}",11.6
p6F_near0.5_rs50,p6f,"{""pivot_n"": 10, ""near_pct"": 0.5, ""rs_min"": 50, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,125.17,39.0,33.39,41.61,33.39,-29.9,-33.03,1.288,4473,43.3,10.37,-3.27,2.618,-0.837,37,305.0,63112,58610,"{""2012"": 28.4, ""2013"": 6.8, ""2014"": 77.7, ""2015"": 5.0, ""2016"": 15.6, ""2017"": 91.6, ""2018"": -7.2, ""2019"": 16.5, ""2020"": 99.0, ""2021"": 124.4, ""2022"": 10.0, ""2023"": 71.4, ""2024"": 60.3, ""2025"": 14.4, ""2026"": 26.5}",9.5
p6F_near0.5_rs70,p6f,"{""pivot_n"": 10, ""near_pct"": 0.5, ""rs_min"": 70, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,192.64,43.16,38.08,47.08,38.08,-26.92,-30.29,1.595,4321,43.6,11.24,-3.52,2.902,-0.842,45,294.7,38213,33873,"{""2012"": 29.8, ""2013"": 5.4, ""2014"": 100.3, ""2015"": 1.9, ""2016"": 23.8, ""2017"": 114.5, ""2018"": -8.0, ""2019"": 14.8, ""2020"": 131.1, ""2021"": 125.9, ""2022"": 24.8, ""2023"": 68.8, ""2024"": 65.8, ""2025"": 9.9, ""2026"": 27.0}",8.7
p6F_near0.5_rs85,p6f,"{""pivot_n"": 10, ""near_pct"": 0.5, ""rs_min"": 85, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,434.25,51.31,49.61,55.99,49.61,-34.0,-37.96,1.55,4009,45.1,12.21,-3.79,3.435,-0.763,28,273.4,19214,15204,"{""2012"": 36.0, ""2013"": 14.8, ""2014"": 119.4, ""2015"": 5.7, ""2016"": 35.0, ""2017"": 157.6, ""2018"": -21.5, ""2019"": 21.1, ""2020"": 159.6, ""2021"": 143.4, ""2022"": 33.4, ""2023"": 69.2, ""2024"": 61.4, ""2025"": 12.7, ""2026"": 28.2}",8.4
p6F_stop0.06,p6f,"{""pivot_n"": 10, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.06, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,188.95,42.96,37.89,47.87,37.89,-26.73,-29.72,1.633,4327,43.6,11.18,-3.51,2.889,-0.848,45,295.1,38213,33874,"{""2012"": 30.2, ""2013"": 5.3, ""2014"": 102.1, ""2015"": 2.5, ""2016"": 24.8, ""2017"": 109.8, ""2018"": -6.8, ""2019"": 14.8, ""2020"": 133.1, ""2021"": 115.2, ""2022"": 27.6, ""2023"": 70.2, ""2024"": 65.8, ""2025"": 10.6, ""2026"": 24.0}",8.7
p6F_stop0.08,p6f,"{""pivot_n"": 10, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,192.64,43.16,38.08,47.08,38.08,-26.92,-30.29,1.595,4321,43.6,11.24,-3.52,2.902,-0.842,45,294.7,38213,33873,"{""2012"": 29.8, ""2013"": 5.4, ""2014"": 100.3, ""2015"": 1.9, ""2016"": 23.8, ""2017"": 114.5, ""2018"": -8.0, ""2019"": 14.8, ""2020"": 131.1, ""2021"": 125.9, ""2022"": 24.8, ""2023"": 68.8, ""2024"": 65.8, ""2025"": 9.9, ""2026"": 27.0}",5.7
