cell,phase,params,seeds,window,x_med,cagr_med,cagr_min,cagr_max,cagr_worst_seed,dd_med,dd_worst,calmar_med,n_med,win_med,avg_win,avg_loss,mean_tr,median_tr,streak,tpy,signals,passed_up,yearly_med,runtime_s
p6A_piv75_target25,p6,"{""pivot_n"": 75, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""target25"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,23.69,24.09,16.37,32.89,16.37,-31.32,-43.29,0.685,245,46.1,27.36,-9.79,7.135,-8.173,9,16.7,26489,26243,"{""2012"": 15.4, ""2013"": 12.0, ""2014"": 77.4, ""2015"": 5.4, ""2016"": 2.9, ""2017"": 44.0, ""2018"": -14.6, ""2019"": 10.4, ""2020"": 44.2, ""2021"": 53.8, ""2022"": 27.6, ""2023"": 52.8, ""2024"": 24.2, ""2025"": -5.3, ""2026"": 18.5}",4.9
p6A_piv120_sma15,p6,"{""pivot_n"": 120, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,59.45,32.13,25.74,46.09,25.74,-38.51,-48.67,0.822,859,45.1,11.36,-3.79,2.868,-0.749,15,58.6,25390,24530,"{""2012"": 0.7, ""2013"": 10.6, ""2014"": 66.8, ""2015"": 33.4, ""2016"": 5.2, ""2017"": 82.4, ""2018"": -26.4, ""2019"": 10.0, ""2020"": 70.8, ""2021"": 98.8, ""2022"": 35.9, ""2023"": 64.7, ""2024"": 57.2, ""2025"": 10.6, ""2026"": 22.4}",5.2
p6A_piv120_sma20,p6,"{""pivot_n"": 120, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma20"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,75.43,34.28,28.3,44.09,28.3,-37.23,-45.18,0.918,645,45.3,13.97,-4.27,3.889,-0.742,13,44.0,25390,24745,"{""2012"": 15.3, ""2013"": 27.2, ""2014"": 65.5, ""2015"": 37.2, ""2016"": 6.2, ""2017"": 84.6, ""2018"": -18.8, ""2019"": 4.5, ""2020"": 56.8, ""2021"": 64.8, ""2022"": 18.8, ""2023"": 64.0, ""2024"": 47.2, ""2025"": 8.2, ""2026"": 33.2}",5.7
p6A_piv120_sma50,p6,"{""pivot_n"": 120, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,31.57,26.45,20.83,32.97,20.83,-47.6,-57.02,0.561,274,44.6,25.49,-6.65,7.595,-1.462,11,18.7,25390,25116,"{""2012"": 27.0, ""2013"": 22.2, ""2014"": 78.5, ""2015"": -1.7, ""2016"": 39.7, ""2017"": 99.8, ""2018"": -16.6, ""2019"": -4.6, ""2020"": 38.9, ""2021"": 76.6, ""2022"": 11.0, ""2023"": 31.3, ""2024"": 36.3, ""2025"": 3.8, ""2026"": 2.9}",5.1
p6A_piv120_sma150,p6,"{""pivot_n"": 120, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma150"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,20.6,22.79,17.36,36.1,17.36,-50.91,-65.76,0.451,110,45.6,42.77,-8.45,15.142,-3.613,7,7.5,25390,25279,"{""2012"": 34.0, ""2013"": 15.4, ""2014"": 45.2, ""2015"": 28.9, ""2016"": 13.3, ""2017"": 81.6, ""2018"": -25.8, ""2019"": 14.6, ""2020"": 20.2, ""2021"": 37.7, ""2022"": 10.4, ""2023"": 65.6, ""2024"": 31.6, ""2025"": -9.1, ""2026"": 23.0}",5.0
p6A_piv120_target25,p6,"{""pivot_n"": 120, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""target25"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,18.47,22.0,17.47,30.6,17.47,-34.56,-45.2,0.629,238,45.0,27.39,-9.8,6.872,-8.147,10,16.2,25390,25152,"{""2012"": 15.8, ""2013"": 14.8, ""2014"": 68.0, ""2015"": 3.3, ""2016"": -8.6, ""2017"": 52.8, ""2018"": -5.0, ""2019"": 19.4, ""2020"": 64.0, ""2021"": 59.2, ""2022"": 21.6, ""2023"": 32.2, ""2024"": 33.2, ""2025"": 3.3, ""2026"": 5.6}",5.2
p6A_piv252_sma15,p6,"{""pivot_n"": 252, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma15"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,62.86,32.63,21.78,42.81,21.78,-37.06,-47.09,0.89,854,45.5,11.19,-3.81,2.933,-0.675,13,58.2,23765,22911,"{""2012"": -2.4, ""2013"": 6.5, ""2014"": 71.9, ""2015"": 39.4, ""2016"": -3.6, ""2017"": 107.2, ""2018"": -27.6, ""2019"": 12.4, ""2020"": 94.4, ""2021"": 133.8, ""2022"": 26.4, ""2023"": 41.5, ""2024"": 62.6, ""2025"": 20.6, ""2026"": 16.2}",5.9
p6A_piv252_sma20,p6,"{""pivot_n"": 252, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma20"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,62.33,32.52,26.68,39.65,26.68,-32.15,-45.32,1.003,638,45.8,13.76,-4.31,3.733,-0.764,11,43.5,23765,23126,"{""2012"": 13.8, ""2013"": 33.6, ""2014"": 71.9, ""2015"": 24.0, ""2016"": -3.0, ""2017"": 86.5, ""2018"": -24.2, ""2019"": 17.5, ""2020"": 96.7, ""2021"": 87.0, ""2022"": 18.0, ""2023"": 49.5, ""2024"": 50.4, ""2025"": 16.9, ""2026"": 27.0}",6.1
p6A_piv252_sma50,p6,"{""pivot_n"": 252, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,26.7,25.11,21.72,25.93,21.72,-38.39,-47.34,0.615,276,45.3,23.18,-6.58,6.89,-1.579,10,18.8,23765,23489,"{""2012"": 54.9, ""2013"": 13.0, ""2014"": 62.4, ""2015"": 1.0, ""2016"": -16.0, ""2017"": 82.4, ""2018"": -11.4, ""2019"": -7.3, ""2020"": 25.2, ""2021"": 93.3, ""2022"": 15.8, ""2023"": 40.7, ""2024"": 25.3, ""2025"": -3.6, ""2026"": 15.8}",6.0
p6A_piv252_sma150,p6,"{""pivot_n"": 252, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma150"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,12.36,18.7,13.67,26.16,13.67,-46.14,-52.53,0.413,107,44.0,41.02,-8.26,13.07,-2.414,6,7.3,23765,23658,"{""2012"": 39.8, ""2013"": 13.0, ""2014"": 40.2, ""2015"": 26.2, ""2016"": -18.2, ""2017"": 65.2, ""2018"": -20.3, ""2019"": 7.9, ""2020"": 14.2, ""2021"": 52.8, ""2022"": 5.4, ""2023"": 65.0, ""2024"": 37.3, ""2025"": -9.1, ""2026"": 34.8}",5.4
p6A_piv252_target25,p6,"{""pivot_n"": 252, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""target25"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,13.23,19.22,15.52,27.67,15.52,-33.56,-52.51,0.613,238,43.2,27.4,-9.93,6.217,-8.219,10,16.3,23765,23526,"{""2012"": 19.5, ""2013"": 0.4, ""2014"": 39.9, ""2015"": 12.5, ""2016"": -20.1, ""2017"": 55.5, ""2018"": -11.0, ""2019"": 10.4, ""2020"": 30.1, ""2021"": 37.3, ""2022"": 34.0, ""2023"": 73.8, ""2024"": 31.6, ""2025"": -5.8, ""2026"": 8.7}",5.9
p6B_slots3_risk0.01,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 3, ""sizing"": ""risk"", ""risk_pct"": 0.01, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,10.63,17.49,15.62,19.07,15.62,-23.66,-31.34,0.713,280,43.0,26.88,-6.5,8.048,-1.96,11,19.1,29714,1446,"{""2012"": 23.6, ""2013"": 15.7, ""2014"": 25.0, ""2015"": 2.9, ""2016"": 22.4, ""2017"": 42.4, ""2018"": -8.2, ""2019"": 6.7, ""2020"": 30.2, ""2021"": 51.6, ""2022"": 8.4, ""2023"": 26.0, ""2024"": 17.9, ""2025"": -2.6, ""2026"": 9.4}",3.3
p6B_slots3_risk0.015,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 3, ""sizing"": ""risk"", ""risk_pct"": 0.015, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,22.06,23.48,20.72,25.67,20.72,-32.24,-43.01,0.7,280,43.0,26.88,-6.5,8.048,-1.96,11,19.1,29714,1446,"{""2012"": 33.2, ""2013"": 20.4, ""2014"": 35.0, ""2015"": 1.9, ""2016"": 28.9, ""2017"": 62.7, ""2018"": -13.8, ""2019"": 7.5, ""2020"": 43.3, ""2021"": 78.4, ""2022"": 10.4, ""2023"": 36.3, ""2024"": 25.0, ""2025"": -6.2, ""2026"": 11.9}",0.9
p6B_slots3_risk0.02,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 3, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,37.47,28.03,24.28,30.38,24.28,-41.82,-51.75,0.657,281,43.6,26.04,-6.44,7.43,-2.067,10,19.2,29714,1564,"{""2012"": 43.2, ""2013"": 21.9, ""2014"": 59.0, ""2015"": 6.4, ""2016"": 33.3, ""2017"": 73.0, ""2018"": -23.0, ""2019"": 7.4, ""2020"": 40.4, ""2021"": 58.0, ""2022"": 16.2, ""2023"": 40.5, ""2024"": 28.8, ""2025"": -8.8, ""2026"": 27.2}",1.0
p6B_slots3_fixed0.0625,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 3, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,4.84,11.36,10.38,12.18,10.38,-13.35,-15.86,0.828,280,43.0,26.88,-6.5,8.048,-1.96,11,19.1,29714,1446,"{""2012"": 14.1, ""2013"": 10.6, ""2014"": 15.0, ""2015"": 3.9, ""2016"": 14.4, ""2017"": 23.1, ""2018"": -2.1, ""2019"": 5.8, ""2020"": 17.4, ""2021"": 27.1, ""2022"": 6.4, ""2023"": 15.5, ""2024"": 11.1, ""2025"": 1.0, ""2026"": 6.5}",1.0
p6B_slots3_fixed0.1,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 3, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.1, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,7.83,15.07,13.54,16.36,13.54,-19.83,-25.75,0.735,280,43.0,26.88,-6.5,8.048,-1.96,11,19.1,29714,1446,"{""2012"": 19.8, ""2013"": 13.6, ""2014"": 21.0, ""2015"": 3.2, ""2016"": 19.4, ""2017"": 34.6, ""2018"": -5.9, ""2019"": 6.4, ""2020"": 25.0, ""2021"": 41.3, ""2022"": 7.6, ""2023"": 21.8, ""2024"": 15.2, ""2025"": -1.2, ""2026"": 8.2}",0.9
p6B_slots3_fixed0.1875,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 3, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.1875, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,22.06,23.48,20.72,25.67,20.72,-32.24,-43.01,0.7,280,43.0,26.88,-6.5,8.048,-1.96,11,19.1,29714,1446,"{""2012"": 33.2, ""2013"": 20.4, ""2014"": 35.0, ""2015"": 1.9, ""2016"": 28.9, ""2017"": 62.7, ""2018"": -13.8, ""2019"": 7.5, ""2020"": 43.3, ""2021"": 78.4, ""2022"": 10.4, ""2023"": 36.3, ""2024"": 25.0, ""2025"": -6.2, ""2026"": 11.9}",0.9
p6B_slots5_risk0.01,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.01, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,28.58,25.68,19.58,29.98,19.58,-32.37,-37.78,0.774,470,44.0,25.39,-6.58,7.698,-1.867,15,32.1,29714,2220,"{""2012"": 49.6, ""2013"": 19.5, ""2014"": 54.3, ""2015"": 9.1, ""2016"": 16.6, ""2017"": 67.4, ""2018"": -16.6, ""2019"": 5.5, ""2020"": 35.1, ""2021"": 76.8, ""2022"": 7.6, ""2023"": 60.4, ""2024"": 35.2, ""2025"": -10.3, ""2026"": 17.4}",1.2
p6B_slots5_risk0.015,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.015, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,72.26,33.84,26.34,39.87,26.34,-45.39,-49.55,0.712,406,43.6,27.01,-6.53,8.532,-1.786,15,27.7,29714,17645,"{""2012"": 66.3, ""2013"": 20.2, ""2014"": 78.8, ""2015"": 4.2, ""2016"": 23.2, ""2017"": 105.4, ""2018"": -23.1, ""2019"": 6.9, ""2020"": 51.2, ""2021"": 114.4, ""2022"": 1.0, ""2023"": 63.6, ""2024"": 42.0, ""2025"": -12.9, ""2026"": 23.7}",2.3
p6B_slots5_risk0.02,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,48.85,30.35,20.27,44.95,20.27,-42.38,-53.54,0.664,282,43.7,26.71,-6.4,8.528,-1.94,11,19.2,29714,29432,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.0, ""2017"": 74.3, ""2018"": -19.6, ""2019"": 5.0, ""2020"": 38.1, ""2021"": 102.4, ""2022"": 14.4, ""2023"": 69.4, ""2024"": 26.3, ""2025"": -13.3, ""2026"": 11.6}",3.1
p6B_slots5_fixed0.0625,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,8.28,15.5,12.63,17.63,12.63,-17.76,-23.47,0.805,470,44.0,25.39,-6.58,7.698,-1.867,15,32.1,29714,2220,"{""2012"": 26.4, ""2013"": 12.2, ""2014"": 28.1, ""2015"": 6.9, ""2016"": 11.8, ""2017"": 34.4, ""2018"": -7.2, ""2019"": 5.4, ""2020"": 19.8, ""2021"": 38.4, ""2022"": 6.0, ""2023"": 31.8, ""2024"": 19.6, ""2025"": -2.7, ""2026"": 10.4}",1.2
p6B_slots5_fixed0.1,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.1, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,17.73,21.66,16.89,25.08,16.89,-26.37,-32.79,0.76,470,44.0,25.39,-6.58,7.698,-1.867,15,32.1,29714,2220,"{""2012"": 40.2, ""2013"": 16.6, ""2014"": 43.6, ""2015"": 8.2, ""2016"": 15.0, ""2017"": 53.8, ""2018"": -13.2, ""2019"": 5.4, ""2020"": 29.0, ""2021"": 60.9, ""2022"": 6.9, ""2023"": 48.8, ""2024"": 28.8, ""2025"": -7.3, ""2026"": 14.6}",1.2
p6B_slots5_fixed0.1875,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.1875, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,72.26,33.84,26.34,39.87,26.34,-45.39,-49.55,0.712,406,43.6,27.01,-6.53,8.532,-1.786,15,27.7,29714,17645,"{""2012"": 66.3, ""2013"": 20.2, ""2014"": 78.8, ""2015"": 4.2, ""2016"": 23.2, ""2017"": 105.4, ""2018"": -23.1, ""2019"": 6.9, ""2020"": 51.2, ""2021"": 114.4, ""2022"": 1.0, ""2023"": 63.6, ""2024"": 42.0, ""2025"": -12.9, ""2026"": 23.7}",2.2
p6B_slots8_risk0.01,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 8, ""sizing"": ""risk"", ""risk_pct"": 0.01, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,65.46,32.99,25.21,39.35,25.21,-38.37,-48.72,0.829,642,42.6,25.99,-6.53,7.673,-2.261,19,43.8,29714,29072,"{""2012"": 66.0, ""2013"": 16.0, ""2014"": 73.5, ""2015"": 9.0, ""2016"": 26.4, ""2017"": 95.4, ""2018"": -20.6, ""2019"": 12.0, ""2020"": 43.6, ""2021"": 120.2, ""2022"": 9.0, ""2023"": 74.6, ""2024"": 37.8, ""2025"": -13.3, ""2026"": 11.3}",3.7
