signal,structure,symbol,date,expiry,spot,exp_spot,credit,max_risk,pnl,min_vol,year
conn,S3,NTPC,2024-07-19,2024-08-29,364.65,409.9,12.05,12.95,-7.85,4,2024
conn,S1,POWERGRID,2024-07-19,2024-08-29,332.2,333.3,5.4,14.6,5.4,167,2024
conn,S2,POWERGRID,2024-07-19,2024-08-29,332.2,333.3,5.95,9.05,5.95,4,2024
conn,S3,POWERGRID,2024-07-19,2024-08-29,332.2,333.3,8.55,11.45,8.55,10,2024
conn,S1,TATAMOTORS,2024-07-19,2024-08-29,990.0,1121.65,14.9,45.1,14.9,330,2024
conn,S2,TATAMOTORS,2024-07-19,2024-08-29,990.0,1121.65,18.75,31.25,18.75,211,2024
conn,S3,TATAMOTORS,2024-07-19,2024-08-29,990.0,1121.65,23.15,36.85,-26.85,38,2024
conn,S1,TATAPOWER,2024-07-19,2024-08-29,414.15,430.9,8.55,21.45,8.55,430,2024
conn,S2,TATAPOWER,2024-07-19,2024-08-29,414.15,430.9,8.6,11.4,8.6,23,2024
conn,S3,TATAPOWER,2024-07-19,2024-08-29,414.15,430.9,13.3,16.7,13.3,10,2024
conn,S1,ULTRACEMCO,2024-07-19,2024-08-29,11258.3,11222.0,144.1,755.9,144.1,2,2024
conn,S2,ULTRACEMCO,2024-07-19,2024-08-29,11258.3,11222.0,288.25,511.75,210.25,48,2024
conn,S3,ULTRACEMCO,2024-07-19,2024-08-29,11258.3,11222.0,198.8,701.2,198.8,2,2024
conn,S1,VOLTAS,2024-07-19,2024-08-29,1477.55,1788.4,5.5,14.5,5.5,6,2024
conn,S2,VOLTAS,2024-07-19,2024-08-29,1477.55,1788.4,25.1,54.9,25.1,4,2024
conn,S3,VOLTAS,2024-07-19,2024-08-29,1477.55,1788.4,31.5,68.5,-68.5,1,2024
conn,S1,ADANIENT,2024-07-22,2024-08-29,2909.3,2928.0,29.5,170.5,29.5,199,2024
conn,S2,ADANIENT,2024-07-22,2024-08-29,2909.3,2928.0,29.35,70.65,29.35,875,2024
conn,S3,ADANIENT,2024-07-22,2024-08-29,2909.3,2928.0,84.05,115.95,84.05,199,2024
conn,S1,ADANIPORTS,2024-07-22,2024-08-29,1467.35,1476.05,36.2,123.8,36.2,26,2024
conn,S2,ADANIPORTS,2024-07-22,2024-08-29,1467.35,1476.05,24.0,36.0,24.0,111,2024
conn,S3,ADANIPORTS,2024-07-22,2024-08-29,1467.35,1476.05,45.95,114.05,45.95,26,2024
conn,S1,AXISBANK,2024-07-22,2024-08-29,1282.5,1175.4,21.35,78.65,-53.25,32,2024
conn,S2,AXISBANK,2024-07-22,2024-08-29,1282.5,1175.4,27.25,52.75,-52.75,92,2024
conn,S3,AXISBANK,2024-07-22,2024-08-29,1282.5,1175.4,32.55,67.45,-42.05,32,2024
conn,S1,HAVELLS,2024-07-22,2024-08-29,1768.7,1893.25,28.05,91.95,28.05,6,2024
conn,S2,HAVELLS,2024-07-22,2024-08-29,1768.7,1893.25,21.35,38.65,21.35,44,2024
conn,S3,HAVELLS,2024-07-22,2024-08-29,1768.7,1893.25,43.55,76.45,43.55,6,2024
conn,S1,JSWSTEEL,2024-07-22,2024-08-29,888.55,939.7,12.55,47.45,12.55,43,2024
conn,S2,JSWSTEEL,2024-07-22,2024-08-29,888.55,939.7,17.6,32.4,17.6,72,2024
conn,S3,JSWSTEEL,2024-07-22,2024-08-29,888.55,939.7,19.85,40.15,19.85,43,2024
conn,S1,GODREJPROP,2024-07-23,2024-08-29,3151.75,2869.1,54.75,95.25,-95.25,4,2024
conn,S2,GODREJPROP,2024-07-23,2024-08-29,3151.75,2869.1,36.0,114.0,-114.0,2,2024
conn,S3,GODREJPROP,2024-07-23,2024-08-29,3151.75,2869.1,91.65,58.35,-58.35,4,2024
conn,S1,ICICIBANK,2024-07-23,2024-08-29,1226.75,1221.9,17.7,72.3,17.7,59,2024
conn,S2,ICICIBANK,2024-07-23,2024-08-29,1226.75,1221.9,25.75,44.25,17.65,209,2024
conn,S3,ICICIBANK,2024-07-23,2024-08-29,1226.75,1221.9,23.75,66.25,23.75,22,2024
conn,S1,MUTHOOTFIN,2024-07-23,2024-08-29,1733.95,1973.75,32.1,67.9,32.1,89,2024
conn,S2,MUTHOOTFIN,2024-07-23,2024-08-29,1733.95,1973.75,50.0,50.0,50.0,1,2024
conn,S3,MUTHOOTFIN,2024-07-23,2024-08-29,1733.95,1973.75,50.5,49.5,-9.5,1,2024
conn,S1,BAJAJ-AUTO,2024-07-24,2024-08-29,9031.5,10540.5,71.85,728.15,71.85,72,2024
conn,S2,BAJAJ-AUTO,2024-07-24,2024-08-29,9031.5,10540.5,81.1,318.9,81.1,1,2024
conn,S3,BAJAJ-AUTO,2024-07-24,2024-08-29,9031.5,10540.5,143.65,656.35,-256.35,72,2024
conn,S1,SBIN,2024-07-24,2024-08-29,852.0,814.5,13.2,46.8,-2.3,353,2024
conn,S2,SBIN,2024-07-24,2024-08-29,852.0,814.5,14.5,25.5,-21.0,973,2024
conn,S3,SBIN,2024-07-24,2024-08-29,852.0,814.5,19.5,40.5,4.0,353,2024
conn,S1,BANKBARODA,2024-07-25,2024-08-29,237.18,241.48,2.0,18.0,2.0,233,2024
conn,S2,BANKBARODA,2024-07-25,2024-08-29,237.18,241.48,1.95,8.05,1.95,146,2024
conn,S3,BANKBARODA,2024-07-25,2024-08-29,237.18,241.48,4.65,15.35,4.65,233,2024
conn,S1,CHOLAFIN,2024-07-25,2024-08-29,1363.65,1455.6,20.45,59.55,20.45,48,2024
conn,S2,CHOLAFIN,2024-07-25,2024-08-29,1363.65,1455.6,20.45,39.55,20.45,891,2024
conn,S3,CHOLAFIN,2024-07-25,2024-08-29,1363.65,1455.6,30.2,49.8,30.2,2,2024
conn,S1,HINDALCO,2024-07-25,2024-08-29,646.55,700.5,11.85,38.15,11.85,491,2024
conn,S2,HINDALCO,2024-07-25,2024-08-29,646.55,700.5,15.45,24.55,15.45,177,2024
conn,S3,HINDALCO,2024-07-25,2024-08-29,646.55,700.5,16.05,33.95,5.55,161,2024
conn,S1,AXISBANK,2024-07-29,2024-08-29,1170.05,1175.4,9.6,70.4,9.6,991,2024
conn,S2,AXISBANK,2024-07-29,2024-08-29,1170.05,1175.4,18.05,41.95,18.05,1047,2024
conn,S3,AXISBANK,2024-07-29,2024-08-29,1170.05,1175.4,14.5,65.5,14.5,811,2024
conn,S1,HINDUNILVR,2024-07-30,2024-08-29,2691.4,2785.25,18.7,161.3,18.7,34,2024
conn,S2,HINDUNILVR,2024-07-30,2024-08-29,2691.4,2785.25,39.9,100.1,39.9,392,2024
conn,S3,HINDUNILVR,2024-07-30,2024-08-29,2691.4,2785.25,25.45,154.55,25.45,34,2024
conn,S1,BRITANNIA,2024-08-01,2024-08-29,5730.15,5831.4,33.5,316.5,33.5,1,2024
conn,S2,BRITANNIA,2024-08-01,2024-08-29,5730.15,5831.4,177.05,122.95,177.05,1,2024
conn,S3,BRITANNIA,2024-08-01,2024-08-29,5730.15,5831.4,54.15,295.85,54.15,1,2024
conn,S1,AMBUJACEM,2024-08-02,2024-08-29,652.8,612.5,4.85,35.15,-12.65,22,2024
conn,S2,AMBUJACEM,2024-08-02,2024-08-29,652.8,612.5,9.3,20.7,-20.7,628,2024
conn,S3,AMBUJACEM,2024-08-02,2024-08-29,652.8,612.5,8.05,31.95,-9.45,22,2024
conn,S1,BANKBARODA,2024-08-02,2024-08-29,235.58,241.48,2.05,17.95,2.05,308,2024
conn,S2,BANKBARODA,2024-08-02,2024-08-29,235.58,241.48,2.05,7.95,2.05,615,2024
conn,S3,BANKBARODA,2024-08-02,2024-08-29,235.58,241.48,4.85,15.15,4.85,308,2024
conn,S1,BEL,2024-08-02,2024-08-29,302.95,296.2,5.25,14.75,5.25,563,2024
conn,S2,BEL,2024-08-02,2024-08-29,302.95,296.2,6.65,8.35,-2.15,1381,2024
conn,S3,BEL,2024-08-02,2024-08-29,302.95,296.2,7.5,12.5,7.5,563,2024
conn,S1,CUMMINSIND,2024-08-02,2024-08-29,3510.85,3734.85,58.7,141.3,58.7,2632,2024
conn,S2,CUMMINSIND,2024-08-02,2024-08-29,3510.85,3734.85,64.7,85.3,64.7,186,2024
conn,S3,CUMMINSIND,2024-08-02,2024-08-29,3510.85,3734.85,94.6,105.4,94.6,576,2024
conn,S1,EICHERMOT,2024-08-02,2024-08-29,4726.7,4915.9,83.95,216.05,83.95,1648,2024
conn,S2,EICHERMOT,2024-08-02,2024-08-29,4726.7,4915.9,113.15,136.85,113.15,1607,2024
conn,S3,EICHERMOT,2024-08-02,2024-08-29,4726.7,4915.9,108.45,191.55,108.45,933,2024
conn,S1,FEDERALBNK,2024-08-02,2024-08-29,197.71,195.92,2.9,12.1,2.9,9,2024
conn,S2,FEDERALBNK,2024-08-02,2024-08-29,197.71,195.92,3.75,6.25,2.17,259,2024
conn,S3,FEDERALBNK,2024-08-02,2024-08-29,197.71,195.92,3.85,11.15,3.85,9,2024
conn,S1,GODREJPROP,2024-08-02,2024-08-29,3001.55,2869.1,44.6,155.4,13.7,540,2024
conn,S2,GODREJPROP,2024-08-02,2024-08-29,3001.55,2869.1,55.65,94.35,-75.25,139,2024
conn,S3,GODREJPROP,2024-08-02,2024-08-29,3001.55,2869.1,68.35,131.65,37.45,540,2024
conn,S1,GRASIM,2024-08-02,2024-08-29,2706.8,2676.2,29.55,190.45,29.55,2,2024
conn,S2,GRASIM,2024-08-02,2024-08-29,2706.8,2676.2,45.4,74.6,21.6,9,2024
conn,S3,GRASIM,2024-08-02,2024-08-29,2706.8,2676.2,40.5,179.5,40.5,2,2024
conn,S1,HAL,2024-08-02,2024-08-29,4695.75,4601.95,104.9,295.1,104.9,1354,2024
conn,S2,HAL,2024-08-02,2024-08-29,4695.75,4601.95,83.05,116.95,-15.0,2932,2024
conn,S3,HAL,2024-08-02,2024-08-29,4695.75,4601.95,155.85,244.15,155.85,1354,2024
conn,S1,HEROMOTOCO,2024-08-02,2024-08-29,5145.1,5242.95,51.45,348.55,51.45,353,2024
conn,S2,HEROMOTOCO,2024-08-02,2024-08-29,5145.1,5242.95,46.9,153.1,46.9,518,2024
conn,S3,HEROMOTOCO,2024-08-02,2024-08-29,5145.1,5242.95,110.5,289.5,110.5,353,2024
conn,S1,INFY,2024-08-02,2024-08-29,1821.2,1933.35,10.9,109.1,10.9,325,2024
conn,S2,INFY,2024-08-02,2024-08-29,1821.2,1933.35,21.95,58.05,21.95,1678,2024
conn,S3,INFY,2024-08-02,2024-08-29,1821.2,1933.35,16.1,103.9,16.1,325,2024
conn,S1,IRCTC,2024-08-02,2024-08-29,966.4,923.05,17.45,62.55,0.5,245,2024
conn,S2,IRCTC,2024-08-02,2024-08-29,966.4,923.05,15.45,24.55,-21.5,659,2024
conn,S3,IRCTC,2024-08-02,2024-08-29,966.4,923.05,22.5,57.5,5.55,245,2024
conn,S1,M&M,2024-08-02,2024-08-29,2749.65,2757.6,29.1,170.9,29.1,448,2024
conn,S2,M&M,2024-08-02,2024-08-29,2749.65,2757.6,46.9,103.1,46.9,2723,2024
conn,S3,M&M,2024-08-02,2024-08-29,2749.65,2757.6,41.05,158.95,41.05,448,2024
conn,S1,MARICO,2024-08-02,2024-08-29,662.4,660.75,9.1,35.9,9.1,58,2024
conn,S2,MARICO,2024-08-02,2024-08-29,662.4,660.75,10.65,19.35,10.65,94,2024
conn,S3,MARICO,2024-08-02,2024-08-29,662.4,660.75,13.1,31.9,13.1,58,2024
conn,S1,PERSISTENT,2024-08-02,2024-08-29,4636.35,5077.95,70.65,279.35,70.65,35,2024
conn,S2,PERSISTENT,2024-08-02,2024-08-29,4636.35,5077.95,95.5,154.5,95.5,141,2024
conn,S3,PERSISTENT,2024-08-02,2024-08-29,4636.35,5077.95,109.35,240.65,-18.6,35,2024
conn,S1,SBIN,2024-08-02,2024-08-29,847.85,814.5,10.0,50.0,4.5,911,2024
conn,S2,SBIN,2024-08-02,2024-08-29,847.85,814.5,15.45,24.55,-20.05,2759,2024
conn,S3,SBIN,2024-08-02,2024-08-29,847.85,814.5,14.3,45.7,8.8,911,2024
conn,S1,TATASTEEL,2024-08-02,2024-08-29,154.61,149.48,1.25,8.75,0.73,1526,2024
conn,S2,TATASTEEL,2024-08-02,2024-08-29,154.61,149.48,2.05,6.55,-3.47,259,2024
conn,S3,TATASTEEL,2024-08-02,2024-08-29,154.61,149.48,2.55,7.45,2.03,1505,2024
conn,S1,ADANIPORTS,2024-08-05,2024-08-29,1493.85,1476.05,16.6,83.4,16.6,2493,2024
conn,S2,ADANIPORTS,2024-08-05,2024-08-29,1493.85,1476.05,27.6,52.4,3.65,4516,2024
conn,S3,ADANIPORTS,2024-08-05,2024-08-29,1493.85,1476.05,27.15,72.85,27.15,2493,2024
conn,S1,AMBUJACEM,2024-08-05,2024-08-29,636.15,612.5,7.2,32.8,-0.3,791,2024
conn,S2,AMBUJACEM,2024-08-05,2024-08-29,636.15,612.5,12.35,27.65,-15.15,1818,2024
conn,S3,AMBUJACEM,2024-08-05,2024-08-29,636.15,612.5,11.05,28.95,3.55,791,2024
conn,S1,AXISBANK,2024-08-05,2024-08-29,1133.5,1175.4,11.35,68.65,11.35,730,2024
conn,S2,AXISBANK,2024-08-05,2024-08-29,1133.5,1175.4,14.3,35.7,14.3,1624,2024
conn,S3,AXISBANK,2024-08-05,2024-08-29,1133.5,1175.4,15.75,64.25,15.75,730,2024
conn,S1,BANKBARODA,2024-08-05,2024-08-29,231.96,241.48,1.95,13.05,1.95,1404,2024
conn,S2,BANKBARODA,2024-08-05,2024-08-29,231.96,241.48,2.65,9.75,2.65,498,2024
conn,S3,BANKBARODA,2024-08-05,2024-08-29,231.96,241.48,4.15,10.85,4.15,1404,2024
conn,S1,BEL,2024-08-05,2024-08-29,290.25,296.2,4.7,15.3,4.7,2217,2024
conn,S2,BEL,2024-08-05,2024-08-29,290.25,296.2,5.75,9.25,5.75,2038,2024
conn,S3,BEL,2024-08-05,2024-08-29,290.25,296.2,7.15,12.85,7.15,2217,2024
conn,S1,BRITANNIA,2024-08-05,2024-08-29,5697.9,5831.4,56.7,393.3,56.7,535,2024
conn,S2,BRITANNIA,2024-08-05,2024-08-29,5697.9,5831.4,84.9,215.1,84.9,1143,2024
conn,S3,BRITANNIA,2024-08-05,2024-08-29,5697.9,5831.4,78.05,371.95,78.05,535,2024
conn,S1,CHOLAFIN,2024-08-05,2024-08-29,1346.85,1455.6,14.65,85.35,14.65,1079,2024
conn,S2,CHOLAFIN,2024-08-05,2024-08-29,1346.85,1455.6,19.45,40.55,19.45,257,2024
conn,S3,CHOLAFIN,2024-08-05,2024-08-29,1346.85,1455.6,22.4,77.6,6.8,714,2024
conn,S1,CUMMINSIND,2024-08-05,2024-08-29,3497.9,3734.85,70.4,179.6,70.4,19,2024
conn,S2,CUMMINSIND,2024-08-05,2024-08-29,3497.9,3734.85,75.65,124.35,75.65,844,2024
conn,S3,CUMMINSIND,2024-08-05,2024-08-29,3497.9,3734.85,103.85,146.15,103.85,19,2024
conn,S1,DLF,2024-08-05,2024-08-29,810.15,831.9,10.35,49.65,10.35,620,2024
conn,S2,DLF,2024-08-05,2024-08-29,810.15,831.9,11.9,28.1,11.9,1066,2024
conn,S3,DLF,2024-08-05,2024-08-29,810.15,831.9,14.35,45.65,14.35,620,2024
conn,S1,EICHERMOT,2024-08-05,2024-08-29,4675.75,4915.9,87.75,262.25,87.75,476,2024
conn,S2,EICHERMOT,2024-08-05,2024-08-29,4675.75,4915.9,107.45,142.55,107.45,204,2024
conn,S3,EICHERMOT,2024-08-05,2024-08-29,4675.75,4915.9,112.2,237.8,112.2,29,2024
conn,S1,FEDERALBNK,2024-08-05,2024-08-29,192.85,195.92,2.85,12.15,2.85,159,2024
conn,S2,FEDERALBNK,2024-08-05,2024-08-29,192.85,195.92,3.45,6.55,3.45,237,2024
conn,S3,FEDERALBNK,2024-08-05,2024-08-29,192.85,195.92,3.7,11.3,3.7,159,2024
conn,S1,GAIL,2024-08-05,2024-08-29,216.39,223.46,1.85,13.15,1.85,475,2024
conn,S2,GAIL,2024-08-05,2024-08-29,216.39,223.46,2.05,7.95,2.05,823,2024
conn,S3,GAIL,2024-08-05,2024-08-29,216.39,223.46,4.65,10.35,4.65,475,2024
conn,S1,GODREJPROP,2024-08-05,2024-08-29,2835.25,2869.1,34.6,115.4,34.6,482,2024
conn,S2,GODREJPROP,2024-08-05,2024-08-29,2835.25,2869.1,56.2,93.8,56.2,1456,2024
conn,S3,GODREJPROP,2024-08-05,2024-08-29,2835.25,2869.1,55.7,94.3,55.7,482,2024
conn,S1,GRASIM,2024-08-05,2024-08-29,2612.25,2676.2,32.25,147.75,32.25,220,2024
conn,S2,GRASIM,2024-08-05,2024-08-29,2612.25,2676.2,48.1,91.9,48.1,105,2024
conn,S3,GRASIM,2024-08-05,2024-08-29,2612.25,2676.2,43.6,136.4,43.6,27,2024
conn,S1,HAL,2024-08-05,2024-08-29,4591.1,4601.95,102.65,297.35,102.65,1610,2024
conn,S2,HAL,2024-08-05,2024-08-29,4591.1,4601.95,78.95,121.05,78.95,2642,2024
conn,S3,HAL,2024-08-05,2024-08-29,4591.1,4601.95,141.15,258.85,141.15,1610,2024
conn,S1,HAVELLS,2024-08-05,2024-08-29,1784.3,1893.25,23.2,116.8,23.2,543,2024
conn,S2,HAVELLS,2024-08-05,2024-08-29,1784.3,1893.25,25.7,54.3,25.7,364,2024
conn,S3,HAVELLS,2024-08-05,2024-08-29,1784.3,1893.25,33.7,106.3,33.7,543,2024
conn,S1,HCLTECH,2024-08-05,2024-08-29,1562.4,1751.85,16.25,103.75,16.25,1763,2024
conn,S2,HCLTECH,2024-08-05,2024-08-29,1562.4,1751.85,21.7,58.3,21.7,1830,2024
conn,S3,HCLTECH,2024-08-05,2024-08-29,1562.4,1751.85,20.8,99.2,-39.2,551,2024
conn,S1,HEROMOTOCO,2024-08-05,2024-08-29,5057.0,5242.95,43.15,256.85,43.15,448,2024
conn,S2,HEROMOTOCO,2024-08-05,2024-08-29,5057.0,5242.95,77.6,222.4,77.6,1210,2024
conn,S3,HEROMOTOCO,2024-08-05,2024-08-29,5057.0,5242.95,104.5,195.5,104.5,448,2024
conn,S1,HINDALCO,2024-08-05,2024-08-29,614.3,700.5,12.6,37.4,12.6,3,2024
conn,S2,HINDALCO,2024-08-05,2024-08-29,614.3,700.5,11.2,18.8,11.2,1305,2024
conn,S3,HINDALCO,2024-08-05,2024-08-29,614.3,700.5,17.0,33.0,-13.0,3,2024
conn,S1,ICICIBANK,2024-08-05,2024-08-29,1172.6,1221.9,12.6,67.4,12.6,1510,2024
conn,S2,ICICIBANK,2024-08-05,2024-08-29,1172.6,1221.9,18.9,41.1,18.9,1518,2024
conn,S3,ICICIBANK,2024-08-05,2024-08-29,1172.6,1221.9,15.95,64.05,15.95,383,2024
conn,S1,INFY,2024-08-05,2024-08-29,1751.9,1933.35,15.95,104.05,15.95,2437,2024
conn,S2,INFY,2024-08-05,2024-08-29,1751.9,1933.35,25.45,74.55,25.45,3485,2024
conn,S3,INFY,2024-08-05,2024-08-29,1751.9,1933.35,20.4,99.6,-32.95,2207,2024
conn,S1,IOC,2024-08-05,2024-08-29,166.98,173.1,1.9,10.1,1.9,70,2024
conn,S2,IOC,2024-08-05,2024-08-29,166.98,173.1,2.45,7.05,2.45,191,2024
conn,S3,IOC,2024-08-05,2024-08-29,166.98,173.1,3.85,8.15,3.85,70,2024
conn,S1,IRCTC,2024-08-05,2024-08-29,925.5,923.05,15.15,44.85,15.15,890,2024
conn,S2,IRCTC,2024-08-05,2024-08-29,925.5,923.05,15.75,24.25,15.75,887,2024
conn,S3,IRCTC,2024-08-05,2024-08-29,925.5,923.05,19.95,40.05,19.95,890,2024
conn,S1,JINDALSTEL,2024-08-05,2024-08-29,917.85,960.5,18.95,61.05,18.95,418,2024
conn,S2,JINDALSTEL,2024-08-05,2024-08-29,917.85,960.5,15.05,24.95,15.05,1068,2024
conn,S3,JINDALSTEL,2024-08-05,2024-08-29,917.85,960.5,24.3,55.7,24.3,418,2024
conn,S1,JSWSTEEL,2024-08-05,2024-08-29,863.8,939.7,10.65,49.35,10.65,852,2024
conn,S2,JSWSTEEL,2024-08-05,2024-08-29,863.8,939.7,12.8,27.2,12.8,884,2024
conn,S3,JSWSTEEL,2024-08-05,2024-08-29,863.8,939.7,16.1,43.9,-3.6,704,2024
conn,S1,LT,2024-08-05,2024-08-29,3528.0,3683.45,27.2,172.8,27.2,3936,2024
conn,S2,LT,2024-08-05,2024-08-29,3528.0,3683.45,64.1,135.9,64.1,1661,2024
conn,S3,LT,2024-08-05,2024-08-29,3528.0,3683.45,45.85,154.15,45.85,1434,2024
conn,S1,M&M,2024-08-05,2024-08-29,2678.95,2757.6,32.35,167.65,32.35,2617,2024
conn,S2,M&M,2024-08-05,2024-08-29,2678.95,2757.6,48.9,101.1,48.9,1314,2024
conn,S3,M&M,2024-08-05,2024-08-29,2678.95,2757.6,46.2,153.8,46.2,2617,2024
conn,S1,PERSISTENT,2024-08-05,2024-08-29,4536.6,5077.95,61.25,238.75,61.25,479,2024
conn,S2,PERSISTENT,2024-08-05,2024-08-29,4536.6,5077.95,90.6,159.4,90.6,47,2024
conn,S3,PERSISTENT,2024-08-05,2024-08-29,4536.6,5077.95,102.05,197.95,-125.9,258,2024
conn,S1,PNB,2024-08-05,2024-08-29,110.73,112.28,1.15,6.35,1.15,390,2024
conn,S2,PNB,2024-08-05,2024-08-29,110.73,112.28,1.25,3.75,1.25,1808,2024
conn,S3,PNB,2024-08-05,2024-08-29,110.73,112.28,2.9,4.6,2.9,390,2024
conn,S1,SBIN,2024-08-05,2024-08-29,811.65,814.5,10.45,49.55,10.45,506,2024
conn,S2,SBIN,2024-08-05,2024-08-29,811.65,814.5,12.15,27.85,12.15,5041,2024
conn,S3,SBIN,2024-08-05,2024-08-29,811.65,814.5,14.15,45.85,14.15,506,2024
conn,S1,SHREECEM,2024-08-05,2024-08-29,26834.8,24821.35,478.1,1521.9,-700.55,3,2024
conn,S2,SHREECEM,2024-08-05,2024-08-29,26834.8,24821.35,337.7,912.3,-912.3,6,2024
conn,S3,SHREECEM,2024-08-05,2024-08-29,26834.8,24821.35,644.05,1355.95,-534.6,3,2024
conn,S1,TATAMOTORS,2024-08-05,2024-08-29,1016.45,1121.65,15.65,64.35,15.65,1779,2024
conn,S2,TATAMOTORS,2024-08-05,2024-08-29,1016.45,1121.65,16.95,33.05,16.95,3392,2024
conn,S3,TATAMOTORS,2024-08-05,2024-08-29,1016.45,1121.65,21.6,58.4,-10.05,1779,2024
conn,S1,TATASTEEL,2024-08-05,2024-08-29,146.41,149.48,1.65,8.35,1.65,2,2024
conn,S2,TATASTEEL,2024-08-05,2024-08-29,146.41,149.48,1.65,4.75,1.65,645,2024
conn,S3,TATASTEEL,2024-08-05,2024-08-29,146.41,149.48,3.15,6.85,3.15,2,2024
conn,S1,TCS,2024-08-05,2024-08-29,4155.05,4511.8,36.8,263.2,36.8,549,2024
conn,S2,TCS,2024-08-05,2024-08-29,4155.05,4511.8,51.8,148.2,51.8,4240,2024
conn,S3,TCS,2024-08-05,2024-08-29,4155.05,4511.8,47.65,252.35,-14.15,549,2024
conn,S1,TECHM,2024-08-05,2024-08-29,1430.2,1617.8,13.7,86.3,13.7,148,2024
conn,S2,TECHM,2024-08-05,2024-08-29,1430.2,1617.8,17.75,54.25,17.75,188,2024
conn,S3,TECHM,2024-08-05,2024-08-29,1430.2,1617.8,23.45,76.55,-44.55,148,2024
conn,S1,ULTRACEMCO,2024-08-05,2024-08-29,11417.25,11222.0,108.05,791.95,108.05,57,2024
conn,S2,ULTRACEMCO,2024-08-05,2024-08-29,11417.25,11222.0,175.45,424.55,-2.55,445,2024
conn,S3,ULTRACEMCO,2024-08-05,2024-08-29,11417.25,11222.0,150.45,749.55,150.45,57,2024
conn,S1,VOLTAS,2024-08-05,2024-08-29,1451.85,1788.4,19.6,80.4,19.6,694,2024
conn,S2,VOLTAS,2024-08-05,2024-08-29,1451.85,1788.4,29.65,50.35,29.65,269,2024
conn,S3,VOLTAS,2024-08-05,2024-08-29,1451.85,1788.4,28.5,71.5,-31.5,249,2024
conn,S1,BHARTIARTL,2024-08-06,2024-08-29,1443.55,1565.9,12.6,87.4,12.6,2756,2024
conn,S2,BHARTIARTL,2024-08-06,2024-08-29,1443.55,1565.9,17.75,42.25,17.75,2769,2024
conn,S3,BHARTIARTL,2024-08-06,2024-08-29,1443.55,1565.9,16.1,83.9,-9.8,1208,2024
conn,S1,BPCL,2024-08-06,2024-08-29,324.3,356.45,2.15,17.85,2.15,430,2024
conn,S2,BPCL,2024-08-06,2024-08-29,324.3,356.45,2.1,7.9,2.1,931,2024
conn,S3,BPCL,2024-08-06,2024-08-29,324.3,356.45,4.45,15.55,-2.0,430,2024
conn,S1,HDFCLIFE,2024-08-06,2024-08-29,679.6,736.9,7.0,43.0,7.0,172,2024
conn,S2,HDFCLIFE,2024-08-06,2024-08-29,679.6,736.9,10.55,24.45,10.55,61,2024
conn,S3,HDFCLIFE,2024-08-06,2024-08-29,679.6,736.9,10.05,39.95,-1.85,172,2024
conn,S1,MARICO,2024-08-06,2024-08-29,628.5,660.75,7.6,32.4,7.6,115,2024
conn,S2,MARICO,2024-08-06,2024-08-29,628.5,660.75,10.6,19.4,10.6,2192,2024
conn,S3,MARICO,2024-08-06,2024-08-29,628.5,660.75,10.25,29.75,10.25,115,2024
conn,S1,MARUTI,2024-08-06,2024-08-29,12131.1,12453.8,123.85,676.15,123.85,2639,2024
conn,S2,MARUTI,2024-08-06,2024-08-29,12131.1,12453.8,159.15,440.85,159.15,4211,2024
conn,S3,MARUTI,2024-08-06,2024-08-29,12131.1,12453.8,164.45,635.55,164.45,2166,2024
conn,S1,SBILIFE,2024-08-06,2024-08-29,1674.5,1843.7,14.1,105.9,14.1,267,2024
conn,S2,SBILIFE,2024-08-06,2024-08-29,1674.5,1843.7,25.0,55.0,25.0,1116,2024
conn,S3,SBILIFE,2024-08-06,2024-08-29,1674.5,1843.7,18.7,101.3,-25.0,267,2024
conn,S1,TRENT,2024-08-06,2024-08-29,5220.7,7170.65,118.85,281.15,118.85,267,2024
conn,S2,TRENT,2024-08-06,2024-08-29,5220.7,7170.65,79.15,120.85,79.15,812,2024
conn,S3,TRENT,2024-08-06,2024-08-29,5220.7,7170.65,159.85,240.15,-40.15,267,2024
conn,S1,ASIANPAINT,2024-08-08,2024-08-29,3005.4,3115.85,22.45,197.55,22.45,277,2024
conn,S2,ASIANPAINT,2024-08-08,2024-08-29,3005.4,3115.85,39.7,100.3,39.7,274,2024
conn,S3,ASIANPAINT,2024-08-08,2024-08-29,3005.4,3115.85,29.9,190.1,29.9,277,2024
conn,S1,TATAPOWER,2024-08-08,2024-08-29,417.95,430.9,4.8,25.2,4.8,204,2024
conn,S2,TATAPOWER,2024-08-08,2024-08-29,417.95,430.9,8.3,16.7,8.3,526,2024
conn,S3,TATAPOWER,2024-08-08,2024-08-29,417.95,430.9,7.45,22.55,7.45,204,2024
conn,S2,CHOLAFIN,2024-08-13,2024-09-26,1314.9,1641.75,63.85,136.15,63.85,1,2024
conn,S1,DABUR,2024-08-13,2024-09-26,605.85,625.75,3.4,6.6,3.4,2,2024
conn,S2,DABUR,2024-08-13,2024-09-26,605.85,625.75,7.0,13.0,7.0,4,2024
conn,S3,DABUR,2024-08-13,2024-09-26,605.85,625.75,8.45,41.55,8.45,2,2024
conn,S1,IOC,2024-08-13,2024-09-26,160.64,167.73,1.95,13.05,1.95,1,2024
conn,S2,IOC,2024-08-13,2024-09-26,160.64,167.73,2.2,5.3,2.2,4,2024
