path,variant,symbol,timeframe,exit_policy,exit_params,n_signals,mean_net,std_net,median_net,p25_net,p75_net,win_rate,pct_sl_first,composite_score
E,cpr_rsi_rsi40_60_15min,HDFCBANK,15min,T2_TR0.9,tr_pts=0.9;hard_sl=0.9,47,-0.801,1.709,-1.2,-1.575,-0.4,10.638,68.085,-1.656
E,cpr_rsi_rsi40_60_5min,HDFCBANK,5min,T2_TR0.9,tr_pts=0.9;hard_sl=0.9,66,-0.269,2.778,-1.1,-1.4,-0.1,15.152,60.606,-1.658
E,rsi_rsi40_60_10min,HDFCBANK,10min,T1_SL1.35,sl_pts=1.35,67,-0.175,2.966,-1.4,-1.8,0.9,34.328,61.194,-1.658
E,rsi_rsi40_60_5min,ITC,5min,T3_RSI,rsi_cross_50,70,0.045,3.436,-0.4,-1.25,0.763,37.143,61.429,-1.673
E,cpr_rsi_rsi40_60_10min,HDFCBANK,10min,T0,time_only,54,0.122,3.598,0.1,-2.075,2.375,51.852,0.0,-1.677
E,cpr_rsi_rsi40_60_10min,SBIN,10min,T2_TR0.52,tr_pts=0.52;hard_sl=1.05,28,-0.561,2.253,-0.725,-1.312,-0.05,17.857,46.429,-1.687
E,rsi_rsi40_60_15min,HDFCBANK,15min,T4_LVL,level_for_T4_cross,57,-0.539,2.334,-0.9,-1.6,-0.2,24.561,57.895,-1.705
E,cpr_rsi_rsi40_60_5min,ITC,5min,T3_RSI,rsi_cross_50,52,-0.545,2.341,-0.6,-1.312,0.475,38.462,61.538,-1.716
F,priceCPR,HDFCBANK,5min,T4_LVL,level_for_T4_cross,207,-0.09,3.253,-1.1,-1.875,0.55,28.019,63.768,-1.717
E,base_10min,ITC,10min,T0,time_only,57,0.533,4.502,0.25,-1.3,2.1,56.14,0.0,-1.718
E,base_15min,HDFCBANK,15min,T2_TR0.22,tr_pts=0.22;hard_sl=0.9,76,-0.5,2.441,-1.0,-1.4,0.0,5.263,51.316,-1.721
E,rsi_rsi40_60_10min,SBIN,10min,T2_TR0.26,tr_pts=0.26;hard_sl=1.05,34,-0.757,1.939,-0.525,-1.35,-0.012,17.647,41.176,-1.727
E,cpr_10min,SBIN,10min,T2_TR0.26,tr_pts=0.26;hard_sl=1.05,29,-0.617,2.23,-0.65,-1.35,-0.05,13.793,44.828,-1.732
E,rsi_rsi40_60_15min,HDFCBANK,15min,T1_SL0.9,sl_pts=0.9,57,-0.877,1.74,-1.2,-1.6,-1.0,15.789,80.702,-1.747
E,cpr_15min,HDFCBANK,15min,T2_TR0.9,tr_pts=0.9;hard_sl=0.9,58,-0.828,1.852,-1.2,-1.6,-0.475,8.621,70.69,-1.753
E,base_10min,HDFCBANK,10min,T1_SL1.35,sl_pts=1.35,80,0.008,3.528,-1.5,-1.8,1.075,30.0,66.25,-1.756
E,base_5min,HDFCBANK,5min,T2_TR0.22,tr_pts=0.22;hard_sl=0.9,98,-0.262,2.997,-1.0,-1.5,-0.1,13.265,53.061,-1.76
E,base_10min,SBIN,10min,T2_TR0.26,tr_pts=0.26;hard_sl=1.05,39,-0.583,2.354,-0.65,-1.425,-0.025,12.821,46.154,-1.76
F,priceCPR,HDFCBANK,5min,T1_SL1.35,sl_pts=1.35,207,-0.155,3.226,-1.5,-1.9,0.55,27.536,66.184,-1.768
E,rsi_rsi40_60_10min,SBIN,10min,T2_TR0.52,tr_pts=0.52;hard_sl=1.05,34,-0.801,1.934,-0.675,-1.35,-0.012,17.647,44.118,-1.768
E,cpr_15min,HDFCBANK,15min,T4_LVL,level_for_T4_cross,58,-0.295,2.958,-1.05,-1.6,-0.4,20.69,72.414,-1.774
E,base_5min,HDFCBANK,5min,T2_TR0.45,tr_pts=0.45;hard_sl=0.9,98,-0.284,3.001,-1.0,-1.575,-0.1,13.265,54.082,-1.784
E,rsi_rsi40_60_10min,ITC,10min,T0,time_only,50,0.574,4.723,0.3,-1.075,1.862,56.0,0.0,-1.788
E,cpr_rsi_rsi40_60_15min,HDFCBANK,15min,T1_SL0.9,sl_pts=0.9,47,-0.918,1.739,-1.2,-1.6,-1.0,14.894,80.851,-1.788
E,base_10min,SBIN,10min,T2_TR0.52,tr_pts=0.52;hard_sl=1.05,39,-0.612,2.355,-0.75,-1.425,-0.025,12.821,48.718,-1.789
E,cpr_rsi_rsi40_60_15min,HDFCBANK,15min,T4_LVL,level_for_T4_cross,47,-0.628,2.328,-0.9,-1.75,-0.4,19.149,61.702,-1.791
E,cpr_5min,ITC,5min,T3_RSI,rsi_cross_50,53,-0.582,2.421,-0.7,-1.45,0.45,33.962,66.038,-1.792
E,base_15min,HDFCBANK,15min,T1_SL0.45,sl_pts=0.45,76,-0.493,2.608,-0.825,-1.4,-0.675,10.526,89.474,-1.797
E,cpr_10min,SBIN,10min,T2_TR0.52,tr_pts=0.52;hard_sl=1.05,29,-0.683,2.233,-1.1,-1.35,-0.05,13.793,51.724,-1.799
E,cpr_5min,HDFCBANK,5min,T1_SL0.9,sl_pts=0.9,71,-0.326,2.966,-1.2,-1.7,-1.0,21.127,78.873,-1.809
E,base_15min,HDFCBANK,15min,T2_TR0.45,tr_pts=0.45;hard_sl=0.9,76,-0.589,2.448,-1.0,-1.462,-0.175,5.263,55.263,-1.814
E,base_15min,HDFCBANK,15min,T4_LVL,level_for_T4_cross,76,-0.257,3.129,-0.95,-1.6,-0.4,18.421,76.316,-1.821
E,cpr_rsi_rsi40_60_10min,SBIN,10min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,28,0.259,4.179,-0.675,-1.312,0.125,25.0,46.429,-1.831
E,cpr_rsi_rsi40_60_10min,SBIN,10min,T1_SL0.52,sl_pts=0.52,28,-0.709,2.262,-0.775,-1.35,-0.6,17.857,82.143,-1.84
E,base_5min,HDFCBANK,5min,T2_TR0.9,tr_pts=0.9;hard_sl=0.9,98,-0.332,3.025,-1.0,-1.7,-0.1,14.286,59.184,-1.844
E,cpr_10min,SBIN,10min,T1_SL0.52,sl_pts=0.52,29,-0.752,2.197,-0.9,-1.35,-0.6,13.793,86.207,-1.85
E,base_5min,HDFCBANK,5min,T1_SL0.45,sl_pts=0.45,98,-0.43,2.88,-0.85,-1.475,-0.6,15.306,84.694,-1.87
E,cpr_rsi_rsi40_60_5min,HDFCBANK,5min,T1_SL0.9,sl_pts=0.9,66,-0.443,2.877,-1.2,-1.6,-1.0,19.697,80.303,-1.882
E,base_15min,HDFCBANK,15min,T2_TR0.9,tr_pts=0.9;hard_sl=0.9,76,-0.571,2.631,-1.175,-1.5,-0.375,9.211,67.105,-1.886
F,priceCPR,ICICIBANK,5min,T2_TR0.35,tr_pts=0.35;hard_sl=1.4,204,-0.243,3.295,-1.25,-1.8,-0.2,15.196,48.529,-1.891
E,cpr_15min,HDFCBANK,15min,T1_SL0.9,sl_pts=0.9,58,-0.967,1.864,-1.4,-1.6,-1.1,12.069,86.207,-1.899
E,base_15min,ITC,15min,T0,time_only,56,0.453,4.715,-0.025,-1.9,2.275,46.429,0.0,-1.905
E,cpr_rsi_rsi40_60_5min,SBIN,5min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,37,1.081,5.979,-1.05,-1.55,0.5,27.027,51.351,-1.908
E,rsi_rsi40_60_10min,HDFCBANK,10min,T0,time_only,67,0.093,4.005,0.1,-2.4,2.7,52.239,0.0,-1.909
E,cpr_rsi_rsi40_60_10min,ITC,10min,T0,time_only,39,-0.01,3.811,0.5,-1.725,1.6,58.974,0.0,-1.916
E,base_10min,SBIN,10min,T1_SL0.52,sl_pts=0.52,39,-0.756,2.32,-0.9,-1.375,-0.675,12.821,87.179,-1.916
E,cpr_10min,ITC,10min,T0,time_only,42,-0.045,3.763,0.3,-2.088,1.588,54.762,0.0,-1.927
E,rsi_rsi40_60_5min,HDFCBANK,5min,T1_SL0.9,sl_pts=0.9,87,-0.811,2.277,-1.2,-1.75,-1.0,17.241,82.759,-1.949
E,rsi_rsi40_60_10min,SBIN,10min,T1_SL0.52,sl_pts=0.52,34,-0.74,2.423,-0.825,-1.35,-0.6,20.588,79.412,-1.951
F,priceCPR,ICICIBANK,5min,T2_TR0.7,tr_pts=0.7;hard_sl=1.4,204,-0.289,3.344,-1.4,-1.85,-0.2,15.686,50.98,-1.961
E,cpr_5min,HDFCBANK,5min,T1_SL1.35,sl_pts=1.35,71,-0.33,3.265,-1.6,-2.0,0.3,26.761,71.831,-1.962
E,rsi_rsi40_60_15min,HDFCBANK,15min,T1_SL1.35,sl_pts=1.35,57,-0.692,2.562,-1.6,-1.9,-0.2,24.561,71.93,-1.973
E,base_10min,SBIN,10min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,39,-0.069,3.821,-1.1,-1.425,0.0,17.949,51.282,-1.98
E,cpr_rsi_rsi40_60_15min,HDFCBANK,15min,T1_SL1.35,sl_pts=1.35,47,-0.889,2.197,-1.6,-1.975,-1.05,21.277,74.468,-1.988
E,cpr_rsi_rsi40_60_5min,HDFCBANK,5min,T1_SL1.35,sl_pts=1.35,66,-0.462,3.056,-1.6,-1.875,0.4,27.273,71.212,-1.99
E,cpr_5min,SBIN,5min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,37,1.007,5.999,-1.05,-1.55,-0.05,24.324,54.054,-1.993
E,rsi_rsi40_60_10min,SBIN,10min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,34,-0.126,3.783,-0.55,-1.35,0.0,23.529,44.118,-2.018
E,cpr_10min,SBIN,10min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,29,0.053,4.157,-1.15,-1.35,-0.05,20.69,55.172,-2.025
F,priceCPR,ICICIBANK,5min,T1_SL0.7,sl_pts=0.7,204,-0.38,3.293,-1.1,-1.6,-0.75,15.686,82.843,-2.027
E,cpr_15min,ITC,15min,T0,time_only,41,-0.212,3.634,-0.2,-1.7,1.6,43.902,0.0,-2.029
E,cpr_rsi_rsi40_60_5min,SBIN,5min,T1_SL1.05,sl_pts=1.05,37,0.973,6.019,-1.25,-1.6,0.95,29.73,64.865,-2.036
E,base_15min,HDFCBANK,15min,T0,time_only,76,0.147,4.388,-0.35,-2.7,3.225,46.053,0.0,-2.047
E,rsi_rsi40_60_5min,HDFCBANK,5min,T4_LVL,level_for_T4_cross,87,-0.297,3.499,-1.05,-2.3,0.3,27.586,67.816,-2.047
E,rsi_rsi40_60_15min,ITC,15min,T0,time_only,45,0.439,4.978,0.0,-1.45,1.7,48.889,0.0,-2.05
E,cpr_15min,HDFCBANK,15min,T0,time_only,58,-0.042,4.019,-0.025,-2.275,2.8,48.276,0.0,-2.052
E,rsi_rsi40_60_5min,SBIN,5min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,50,0.61,5.383,-1.1,-1.675,-0.012,24.0,54.0,-2.081
E,cpr_10min,HDFCBANK,10min,T0,time_only,61,0.043,4.253,0.2,-2.1,3.0,52.459,0.0,-2.084
E,base_10min,HDFCBANK,10min,T0,time_only,80,0.286,4.755,-0.05,-2.725,3.25,48.75,0.0,-2.091
E,cpr_rsi_rsi40_60_5min,SBIN,5min,T1_SL0.52,sl_pts=0.52,37,0.512,5.217,-0.75,-1.25,-0.55,21.622,78.378,-2.097
E,base_15min,HDFCBANK,15min,T1_SL0.9,sl_pts=0.9,76,-0.711,2.812,-1.3,-1.6,-1.0,13.158,85.526,-2.116
F,priceCPR,ICICIBANK,5min,T2_TR1.4,tr_pts=1.4;hard_sl=1.4,204,-0.426,3.39,-1.5,-1.9,-0.288,16.176,60.784,-2.121
E,cpr_15min,HDFCBANK,15min,T1_SL1.35,sl_pts=1.35,58,-0.588,3.085,-1.6,-1.875,-1.4,20.69,77.586,-2.13
E,cpr_rsi_rsi40_60_5min,HDFCBANK,5min,T4_LVL,level_for_T4_cross,66,-0.479,3.322,-1.0,-2.2,0.4,27.273,66.667,-2.14
E,base_15min,HDFCBANK,15min,T1_SL1.35,sl_pts=1.35,76,-0.411,3.463,-1.5,-1.825,-1.4,21.053,76.316,-2.143
E,rsi_rsi40_60_5min,HDFCBANK,5min,T1_SL1.35,sl_pts=1.35,87,-0.559,3.193,-1.6,-2.0,0.075,26.437,71.264,-2.156
E,rsi_rsi40_60_5min,SBIN,5min,T2_TR0.26,tr_pts=0.26;hard_sl=1.05,50,0.213,4.739,-0.875,-1.6,-0.1,20.0,48.0,-2.156
E,cpr_rsi_rsi40_60_5min,SBIN,5min,T2_TR0.26,tr_pts=0.26;hard_sl=1.05,37,0.466,5.248,-1.05,-1.55,-0.15,21.622,48.649,-2.158
E,cpr_5min,SBIN,5min,T1_SL0.52,sl_pts=0.52,37,0.453,5.229,-0.85,-1.25,-0.55,18.919,81.081,-2.162
E,rsi_rsi40_60_5min,SBIN,5min,T1_SL0.52,sl_pts=0.52,50,0.198,4.721,-0.85,-1.325,-0.562,20.0,80.0,-2.162
E,base_5min,HDFCBANK,5min,T1_SL0.9,sl_pts=0.9,98,-0.575,3.182,-1.25,-1.9,-1.0,18.367,81.633,-2.166
F,priceCPR,RELIANCE,5min,T2_TR0.4,tr_pts=0.4;hard_sl=1.6,206,0.488,5.309,-1.0,-2.05,-0.1,17.961,40.291,-2.166
E,cpr_rsi_rsi40_60_15min,ITC,15min,T0,time_only,37,-0.327,3.686,0.0,-1.55,1.4,48.649,0.0,-2.17
E,cpr_5min,SBIN,5min,T1_SL1.05,sl_pts=1.05,37,0.847,6.047,-1.25,-1.6,-0.4,24.324,70.27,-2.176
E,cpr_rsi_rsi40_60_5min,SBIN,5min,T2_TR0.52,tr_pts=0.52;hard_sl=1.05,37,0.449,5.253,-1.05,-1.55,-0.15,21.622,51.351,-2.178
E,rsi_rsi40_60_5min,SBIN,5min,T2_TR0.52,tr_pts=0.52;hard_sl=1.05,50,0.183,4.748,-1.05,-1.675,-0.1,20.0,50.0,-2.191
E,cpr_rsi_rsi40_60_10min,SBIN,10min,T1_SL1.05,sl_pts=1.05,28,-0.046,4.29,-1.175,-1.737,0.55,28.571,67.857,-2.192
E,base_5min,HDFCBANK,5min,T4_LVL,level_for_T4_cross,98,-0.595,3.194,-1.15,-2.0,-0.6,16.327,81.633,-2.192
E,base_5min,SBIN,5min,T2_TR0.26,tr_pts=0.26;hard_sl=1.05,52,0.066,4.53,-1.05,-1.562,-0.138,17.308,50.0,-2.199
E,cpr_5min,HDFCBANK,5min,T4_LVL,level_for_T4_cross,71,-0.541,3.328,-1.1,-2.25,-0.3,23.944,71.831,-2.205
E,base_5min,SBIN,5min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,52,0.369,5.153,-1.1,-1.6,-0.138,19.231,53.846,-2.207
F,priceCPR,RELIANCE,5min,T1_SL0.8,sl_pts=0.8,206,0.54,5.513,-1.2,-1.8,-0.9,19.417,80.583,-2.217
E,cpr_rsi_rsi40_60_5min,ICICIBANK,5min,T1_SL0.7,sl_pts=0.7,56,-0.493,3.449,-1.175,-1.812,-0.875,10.714,89.286,-2.217
E,base_5min,SBIN,5min,T2_TR0.52,tr_pts=0.52;hard_sl=1.05,52,0.042,4.538,-1.05,-1.6,-0.138,17.308,51.923,-2.227
E,base_5min,SBIN,5min,T1_SL0.52,sl_pts=0.52,52,0.028,4.518,-0.9,-1.35,-0.638,17.308,82.692,-2.231
F,priceCPR,RELIANCE,5min,T2_TR0.8,tr_pts=0.8;hard_sl=1.6,206,0.427,5.329,-1.2,-2.1,-0.1,17.961,44.175,-2.237
E,cpr_5min,SBIN,5min,T2_TR0.26,tr_pts=0.26;hard_sl=1.05,37,0.392,5.262,-1.05,-1.55,-0.25,18.919,51.351,-2.239
E,rsi_rsi40_60_10min,SBIN,10min,T1_SL1.05,sl_pts=1.05,34,-0.197,4.111,-1.25,-1.962,0.612,29.412,64.706,-2.253
E,rsi_rsi40_60_5min,ICICIBANK,5min,T1_SL0.7,sl_pts=0.7,74,-0.193,4.13,-1.2,-1.838,-0.8,13.514,86.486,-2.257
E,cpr_5min,SBIN,5min,T2_TR0.52,tr_pts=0.52;hard_sl=1.05,37,0.374,5.267,-1.05,-1.55,-0.25,18.919,54.054,-2.259
E,rsi_rsi40_60_5min,HDFCBANK,5min,T0,time_only,87,0.169,4.876,0.2,-2.95,3.45,56.322,0.0,-2.269
E,rsi_rsi40_60_5min,SBIN,5min,T1_SL1.05,sl_pts=1.05,50,0.442,5.433,-1.275,-1.738,0.275,26.0,70.0,-2.274
F,priceCPR,HDFCBANK,5min,T0,time_only,207,-0.067,4.422,-0.2,-2.45,2.2,45.894,0.0,-2.278
E,base_5min,HDFCBANK,5min,T1_SL1.35,sl_pts=1.35,98,-0.549,3.461,-1.6,-2.188,-1.362,23.469,75.51,-2.28
E,cpr_5min,ICICIBANK,5min,T1_SL0.7,sl_pts=0.7,58,-0.339,3.903,-1.125,-2.0,-0.8,13.793,86.207,-2.29
E,base_5min,ICICIBANK,5min,T1_SL0.7,sl_pts=0.7,79,-0.158,4.338,-1.15,-2.075,-0.775,15.19,84.81,-2.326
F,priceCPR,RELIANCE,5min,T2_TR1.6,tr_pts=1.6;hard_sl=1.6,206,0.403,5.513,-1.675,-2.2,-0.112,19.903,52.427,-2.354
F,priceCPR,SBIN,5min,T3_RSI,rsi_cross_50,201,0.813,6.338,-0.45,-1.55,1.45,40.299,57.214,-2.356
E,rsi_rsi40_60_10min,RELIANCE,10min,T1_SL0.8,sl_pts=0.8,45,0.803,6.341,-1.3,-2.0,-0.9,20.0,80.0,-2.367
E,cpr_rsi_rsi40_60_5min,HDFCBANK,5min,T0,time_only,66,0.056,4.853,0.2,-2.575,3.15,57.576,0.0,-2.371
E,cpr_rsi_rsi40_60_5min,ICICIBANK,5min,T2_TR0.35,tr_pts=0.35;hard_sl=1.4,56,-0.852,3.039,-1.5,-2.238,-0.475,10.714,53.571,-2.371
E,cpr_rsi_rsi40_60_10min,RELIANCE,10min,T1_SL0.8,sl_pts=0.8,33,0.92,6.589,-1.3,-1.9,-0.9,18.182,81.818,-2.375
E,cpr_5min,ICICIBANK,5min,T2_TR0.35,tr_pts=0.35;hard_sl=1.4,58,-0.372,4.009,-1.5,-2.275,-0.5,13.793,51.724,-2.376
F,priceCPR,ICICIBANK,5min,T1_SL1.4,sl_pts=1.4,204,-0.548,3.672,-1.7,-2.1,-1.4,20.588,77.451,-2.384
E,rsi_rsi40_60_15min,ICICIBANK,15min,T0,time_only,40,0.845,6.463,0.075,-2.712,5.488,52.5,0.0,-2.387
E,base_10min,SBIN,10min,T1_SL1.05,sl_pts=1.05,39,-0.438,3.897,-1.35,-1.975,-1.125,17.949,76.923,-2.387
E,rsi_rsi40_60_5min,ICICIBANK,5min,T2_TR0.35,tr_pts=0.35;hard_sl=1.4,74,-0.915,2.951,-1.6,-2.325,-0.325,10.811,55.405,-2.39
E,cpr_10min,SBIN,10min,T1_SL1.05,sl_pts=1.05,29,-0.278,4.236,-1.35,-1.95,-1.1,20.69,75.862,-2.396
E,cpr_15min,SBIN,15min,T2_TR0.26,tr_pts=0.26;hard_sl=1.05,25,-1.488,1.817,-1.15,-1.75,-0.35,0.0,64.0,-2.397
E,cpr_5min,ICICIBANK,5min,T2_TR0.7,tr_pts=0.7;hard_sl=1.4,58,-0.392,4.018,-1.575,-2.338,-0.425,13.793,53.448,-2.401
E,base_5min,ICICIBANK,5min,T2_TR0.35,tr_pts=0.35;hard_sl=1.4,79,-0.567,3.685,-1.6,-2.325,-0.275,12.658,51.899,-2.41
E,cpr_rsi_rsi40_60_5min,ICICIBANK,5min,T2_TR0.7,tr_pts=0.7;hard_sl=1.4,56,-0.886,3.05,-1.7,-2.362,-0.375,10.714,57.143,-2.411
E,cpr_5min,HDFCBANK,5min,T0,time_only,71,0.049,4.952,0.2,-2.85,3.65,56.338,0.0,-2.427
E,base_5min,ITC,5min,T0,time_only,72,0.133,5.121,0.25,-2.4,1.675,56.944,0.0,-2.427
E,base_5min,ICICIBANK,5min,T2_TR0.7,tr_pts=0.7;hard_sl=1.4,79,-0.387,4.105,-1.6,-2.375,-0.25,13.924,53.165,-2.44
E,cpr_15min,KOTAKBANK,15min,T3_RSI,rsi_cross_50,27,4.281,13.447,1.7,-3.1,7.25,62.963,37.037,-2.442
F,priceCPR,ICICIBANK,5min,T3_RSI,rsi_cross_50,204,-0.297,4.315,-1.175,-2.3,1.262,34.804,60.294,-2.454
E,rsi_rsi40_60_15min,HDFCBANK,15min,T0,time_only,57,-0.516,3.894,-0.6,-2.3,1.55,45.614,0.0,-2.463
E,cpr_rsi_rsi40_60_15min,RELIANCE,15min,T4_LVL,level_for_T4_cross,27,0.798,6.522,-1.9,-3.125,1.375,25.926,70.37,-2.463
E,cpr_5min,ICICIBANK,5min,T2_TR1.4,tr_pts=1.4;hard_sl=1.4,58,-0.23,4.469,-1.75,-2.35,-0.425,15.517,62.069,-2.464
E,base_5min,SBIN,5min,T1_SL1.05,sl_pts=1.05,52,0.119,5.207,-1.35,-1.612,-1.05,19.231,76.923,-2.484
E,rsi_rsi40_60_5min,ICICIBANK,5min,T2_TR0.7,tr_pts=0.7;hard_sl=1.4,74,-0.732,3.515,-1.7,-2.388,-0.262,12.162,58.108,-2.49
E,cpr_rsi_rsi40_60_15min,SBIN,15min,T2_TR0.26,tr_pts=0.26;hard_sl=1.05,23,-1.561,1.883,-1.15,-1.875,-0.325,0.0,65.217,-2.502
E,base_5min,HDFCBANK,5min,T0,time_only,98,0.224,5.457,0.2,-2.9,3.8,53.061,0.0,-2.504
E,cpr_rsi_rsi40_60_5min,RELIANCE,5min,T2_TR0.4,tr_pts=0.4;hard_sl=1.6,42,-0.723,3.573,-1.25,-2.375,-0.3,9.524,47.619,-2.509
E,cpr_rsi_rsi40_60_10min,ICICIBANK,10min,T2_TR0.35,tr_pts=0.35;hard_sl=1.4,41,-0.374,4.295,-1.5,-2.35,-0.3,14.634,53.659,-2.522
E,cpr_rsi_rsi40_60_5min,RELIANCE,5min,T2_TR0.8,tr_pts=0.8;hard_sl=1.6,42,-0.742,3.571,-1.25,-2.375,-0.312,9.524,47.619,-2.527
E,cpr_15min,SBIN,15min,T2_TR0.52,tr_pts=0.52;hard_sl=1.05,25,-1.666,1.737,-1.3,-1.95,-1.05,0.0,76.0,-2.535
E,base_5min,ICICIBANK,5min,T2_TR1.4,tr_pts=1.4;hard_sl=1.4,79,-0.473,4.125,-1.85,-2.4,-0.275,13.924,60.759,-2.536
E,cpr_15min,SBIN,15min,T1_SL0.52,sl_pts=0.52,25,-1.692,1.688,-1.15,-1.85,-0.85,0.0,100.0,-2.536
E,cpr_rsi_rsi40_60_5min,RELIANCE,5min,T2_TR1.6,tr_pts=1.6;hard_sl=1.6,42,-0.611,3.858,-1.7,-2.475,-0.312,11.905,52.381,-2.54
E,cpr_10min,ICICIBANK,10min,T2_TR0.35,tr_pts=0.35;hard_sl=1.4,45,-0.146,4.824,-1.5,-2.35,-0.3,15.556,55.556,-2.558
E,cpr_15min,SBIN,15min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,25,-1.52,2.079,-1.3,-1.95,-1.05,4.0,76.0,-2.559
E,cpr_rsi_rsi40_60_15min,HDFCBANK,15min,T0,time_only,47,-0.691,3.737,-0.7,-2.45,1.1,42.553,0.0,-2.56
E,cpr_rsi_rsi40_60_10min,ICICIBANK,10min,T1_SL0.7,sl_pts=0.7,41,-0.605,3.927,-1.1,-1.65,-0.9,9.756,90.244,-2.568
E,rsi_rsi40_60_15min,KOTAKBANK,15min,T3_RSI,rsi_cross_50,32,3.348,11.836,0.325,-1.862,5.438,53.125,46.875,-2.57
E,cpr_rsi_rsi40_60_5min,ICICIBANK,5min,T2_TR1.4,tr_pts=1.4;hard_sl=1.4,56,-0.738,3.666,-1.85,-2.4,-0.475,12.5,66.071,-2.571
E,rsi_rsi40_60_10min,SBIN,10min,T1_SL1.57,sl_pts=1.57,34,-0.435,4.271,-1.825,-2.425,0.688,32.353,61.765,-2.571
F,priceCPR,RELIANCE,5min,T1_SL1.6,sl_pts=1.6,206,0.438,6.065,-1.925,-2.5,1.125,26.699,71.359,-2.594
F,priceCPR,SBIN,5min,T1_SL0.52,sl_pts=0.52,201,0.772,6.74,-0.7,-1.05,-0.55,22.388,75.622,-2.599
E,rsi_rsi40_60_5min,ITC,5min,T0,time_only,70,-0.028,5.145,0.25,-2.325,1.55,54.286,0.0,-2.6
E,rsi_rsi40_60_10min,ICICIBANK,10min,T1_SL0.7,sl_pts=0.7,51,-0.671,3.861,-1.1,-2.2,-0.9,11.765,88.235,-2.601
E,rsi_rsi40_60_5min,ICICIBANK,5min,T2_TR1.4,tr_pts=1.4;hard_sl=1.4,74,-0.839,3.53,-1.85,-2.4,-0.425,12.162,66.216,-2.604
E,cpr_rsi_rsi40_60_10min,ICICIBANK,10min,T2_TR0.7,tr_pts=0.7;hard_sl=1.4,41,-0.45,4.31,-1.5,-2.35,-0.35,14.634,58.537,-2.605
E,rsi_rsi40_60_10min,ICICIBANK,10min,T2_TR0.35,tr_pts=0.35;hard_sl=1.4,51,-0.517,4.182,-1.5,-2.425,-0.25,15.686,54.902,-2.607
E,base_10min,ICICIBANK,10min,T2_TR0.7,tr_pts=0.7;hard_sl=1.4,61,-0.173,4.887,-1.6,-2.4,-0.2,16.393,55.738,-2.617
E,base_10min,ICICIBANK,10min,T2_TR0.35,tr_pts=0.35;hard_sl=1.4,61,-0.397,4.441,-1.5,-2.35,-0.2,14.754,54.098,-2.617
E,cpr_rsi_rsi40_60_10min,SBIN,10min,T1_SL1.57,sl_pts=1.57,28,-0.373,4.498,-1.975,-2.412,0.762,32.143,64.286,-2.622
E,cpr_rsi_rsi40_60_15min,SBIN,15min,T2_TR0.52,tr_pts=0.52;hard_sl=1.05,23,-1.72,1.807,-1.3,-1.975,-0.975,0.0,73.913,-2.623
E,cpr_10min,ICICIBANK,10min,T1_SL0.7,sl_pts=0.7,45,-0.364,4.539,-1.2,-2.2,-0.95,11.111,88.889,-2.634
E,cpr_10min,ICICIBANK,10min,T2_TR0.7,tr_pts=0.7;hard_sl=1.4,45,-0.214,4.839,-1.65,-2.4,-0.35,15.556,60.0,-2.634
E,base_15min,KOTAKBANK,15min,T3_RSI,rsi_cross_50,39,3.264,11.8,0.2,-3.1,4.85,51.282,48.718,-2.636
E,cpr_rsi_rsi40_60_15min,SBIN,15min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,23,-1.561,2.168,-1.3,-1.975,-0.975,4.348,73.913,-2.645
E,cpr_10min,SBIN,10min,T1_SL1.57,sl_pts=1.57,29,-0.421,4.456,-1.95,-2.35,0.7,27.586,68.966,-2.648
E,cpr_rsi_rsi40_60_15min,RELIANCE,15min,T2_TR0.4,tr_pts=0.4;hard_sl=1.6,27,-1.8,1.7,-1.5,-2.625,-0.4,0.0,48.148,-2.65
F,priceCPR,SBIN,5min,T2_TR0.52,tr_pts=0.52;hard_sl=1.05,201,0.698,6.726,-0.5,-1.3,-0.05,19.403,39.801,-2.665
F,priceCPR,SBIN,5min,T2_TR0.26,tr_pts=0.26;hard_sl=1.05,201,0.682,6.7,-0.5,-1.25,-0.05,18.408,37.313,-2.668
E,cpr_rsi_rsi40_60_15min,SBIN,15min,T1_SL0.52,sl_pts=0.52,23,-1.804,1.728,-1.15,-1.925,-0.875,0.0,100.0,-2.668
E,base_10min,SBIN,10min,T4_LVL,level_for_T4_cross,39,-1.154,3.029,-1.25,-2.3,-0.525,17.949,76.923,-2.668
E,rsi_rsi40_60_10min,ICICIBANK,10min,T2_TR0.7,tr_pts=0.7;hard_sl=1.4,51,-0.577,4.192,-1.6,-2.45,-0.325,15.686,58.824,-2.673
F,priceCPR,ICICIBANK,5min,T1_SL2.1,sl_pts=2.1,204,-0.567,4.216,-2.3,-2.9,0.938,28.431,65.196,-2.675
