venue,dte,cell,scope,n_days,exc_p50,exc_p90,exc_p95,exc_p99,exc_max,term_p50,term_p90,term_p95,term_p99,term_max
NIFTY,2,DEP_1000_1200,all_days,2754,30.5,68.5,87.6,154.4,1304.5,16.8,52.0,68.3,126.4,1133.5
NIFTY,2,DEP_1000_1200,dte_matched,354,31.4,68.7,92.0,129.0,317.6,18.3,51.8,64.9,110.9,193.6
NIFTY,2,DEP_1000_1200,dte_matched_ex2122,161,25.6,59.1,66.8,114.5,130.5,14.1,42.5,54.2,77.0,127.3
NIFTY,2,DEP_1000_1200,all_days,2754,30.5,68.5,87.6,154.4,1304.5,16.8,52.0,68.3,126.4,1133.5
NIFTY,2,DEP_1000_1200,dte_matched,354,31.4,68.7,92.0,129.0,317.6,18.3,51.8,64.9,110.9,193.6
NIFTY,2,DEP_1000_1200,dte_matched_ex2122,161,25.6,59.1,66.8,114.5,130.5,14.1,42.5,54.2,77.0,127.3
NIFTY,2,DEP_1000_1200,all_days,2754,30.5,68.5,87.6,154.4,1304.5,16.8,52.0,68.3,126.4,1133.5
NIFTY,2,DEP_1030_1200,dte_matched,354,26.0,58.6,70.6,116.0,292.7,13.9,42.3,51.3,92.1,169.0
NIFTY,2,DEP_1030_1200,dte_matched_ex2122,161,21.6,48.0,59.9,95.6,116.0,11.1,33.4,42.3,72.1,92.1
NIFTY,2,DEP_1030_1200,all_days,2754,24.9,57.1,71.9,134.1,572.6,13.9,43.0,56.7,106.8,479.7
NIFTY,2,DEP_1030_1200,dte_matched,354,26.0,58.6,70.6,116.0,292.7,13.9,42.3,51.3,92.1,169.0
NIFTY,2,DEP_1030_1200,dte_matched_ex2122,161,21.6,48.0,59.9,95.6,116.0,11.1,33.4,42.3,72.1,92.1
NIFTY,2,DEP_1030_1200,all_days,2754,24.9,57.1,71.9,134.1,572.6,13.9,43.0,56.7,106.8,479.7
NIFTY,2,DEP_1030_1200,dte_matched,354,26.0,58.6,70.6,116.0,292.7,13.9,42.3,51.3,92.1,169.0
NIFTY,2,DEP_1030_1200,dte_matched_ex2122,161,21.6,48.0,59.9,95.6,116.0,11.1,33.4,42.3,72.1,92.1
NIFTY,2,DEP_1030_1200,all_days,2754,24.9,57.1,71.9,134.1,572.6,13.9,43.0,56.7,106.8,479.7
NIFTY,2,DEP_1300_1400,dte_matched,354,23.5,58.4,75.8,114.9,189.2,13.4,43.1,59.3,83.7,161.5
NIFTY,2,DEP_1300_1400,dte_matched_ex2122,161,19.7,40.5,55.6,80.6,95.8,12.5,33.9,44.0,77.5,95.8
NIFTY,2,DEP_1300_1400,all_days,2753,23.6,53.8,71.1,117.4,276.7,13.0,41.8,56.7,99.9,248.0
NIFTY,2,DEP_1300_1400,dte_matched,354,23.5,58.4,75.8,114.9,189.2,13.4,43.1,59.3,83.7,161.5
NIFTY,2,DEP_1300_1400,dte_matched_ex2122,161,19.7,40.5,55.6,80.6,95.8,12.5,33.9,44.0,77.5,95.8
NIFTY,2,DEP_1300_1400,all_days,2753,23.6,53.8,71.1,117.4,276.7,13.0,41.8,56.7,99.9,248.0
NIFTY,2,DEP_1300_1400,dte_matched,354,23.5,58.4,75.8,114.9,189.2,13.4,43.1,59.3,83.7,161.5
NIFTY,2,DEP_1300_1400,dte_matched_ex2122,161,19.7,40.5,55.6,80.6,95.8,12.5,33.9,44.0,77.5,95.8
NIFTY,2,DEP_1300_1400,all_days,2753,23.6,53.8,71.1,117.4,276.7,13.0,41.8,56.7,99.9,248.0
NIFTY,2,DEP_1300_1520,dte_matched,354,41.1,107.2,128.5,191.6,406.2,27.1,80.6,104.9,167.5,381.8
NIFTY,2,DEP_1300_1520,dte_matched_ex2122,161,30.0,68.3,81.8,128.5,139.1,18.6,53.4,66.0,112.3,137.6
NIFTY,2,DEP_1300_1520,all_days,2753,41.5,97.7,121.4,191.6,406.2,25.0,76.1,99.4,164.0,381.8
NIFTY,2,DEP_1300_1520,dte_matched,354,41.1,107.2,128.5,191.6,406.2,27.1,80.6,104.9,167.5,381.8
NIFTY,2,DEP_1300_1520,dte_matched_ex2122,161,30.0,68.3,81.8,128.5,139.1,18.6,53.4,66.0,112.3,137.6
NIFTY,2,DEP_1300_1520,all_days,2753,41.5,97.7,121.4,191.6,406.2,25.0,76.1,99.4,164.0,381.8
NIFTY,2,DEP_1300_1520,dte_matched,354,41.1,107.2,128.5,191.6,406.2,27.1,80.6,104.9,167.5,381.8
NIFTY,2,DEP_1300_1520,dte_matched_ex2122,161,30.0,68.3,81.8,128.5,139.1,18.6,53.4,66.0,112.3,137.6
NIFTY,2,DEP_1300_1520,all_days,2753,41.5,97.7,121.4,191.6,406.2,25.0,76.1,99.4,164.0,381.8
NIFTY,2,G_09:20_120,dte_matched,354,39.4,87.0,97.6,142.0,456.4,22.2,62.2,80.0,103.1,232.0
NIFTY,2,G_09:20_120,dte_matched_ex2122,161,33.2,66.6,79.7,94.2,117.3,20.1,48.8,62.2,79.4,103.4
NIFTY,2,G_09:20_120,all_days,2753,37.5,80.0,98.9,168.8,1304.5,20.8,60.1,79.0,126.7,1100.8
NIFTY,2,G_09:20_120,dte_matched,354,39.4,87.0,97.6,142.0,456.4,22.2,62.2,80.0,103.1,232.0
NIFTY,2,G_09:20_120,dte_matched_ex2122,161,33.2,66.6,79.7,94.2,117.3,20.1,48.8,62.2,79.4,103.4
NIFTY,2,G_09:20_120,all_days,2753,37.5,80.0,98.9,168.8,1304.5,20.8,60.1,79.0,126.7,1100.8
NIFTY,2,G_09:20_120,dte_matched,354,39.4,87.0,97.6,142.0,456.4,22.2,62.2,80.0,103.1,232.0
NIFTY,2,G_09:20_120,dte_matched_ex2122,161,33.2,66.6,79.7,94.2,117.3,20.1,48.8,62.2,79.4,103.4
NIFTY,2,G_09:20_120,all_days,2753,37.5,80.0,98.9,168.8,1304.5,20.8,60.1,79.0,126.7,1100.8
NIFTY,2,G_09:20_60,dte_matched,354,31.7,66.5,83.9,114.9,440.8,18.1,47.5,57.9,88.4,415.5
NIFTY,2,G_09:20_60,dte_matched_ex2122,161,28.1,51.5,61.0,77.6,113.3,15.5,43.9,50.0,64.4,110.9
NIFTY,2,G_09:20_60,all_days,2753,30.5,63.1,77.6,129.5,626.3,17.1,47.1,60.0,98.4,569.8
NIFTY,2,G_09:20_60,dte_matched,354,31.7,66.5,83.9,114.9,440.8,18.1,47.5,57.9,88.4,415.5
NIFTY,2,G_09:20_60,dte_matched_ex2122,161,28.1,51.5,61.0,77.6,113.3,15.5,43.9,50.0,64.4,110.9
NIFTY,2,G_09:20_60,all_days,2753,30.5,63.1,77.6,129.5,626.3,17.1,47.1,60.0,98.4,569.8
NIFTY,2,G_09:20_60,dte_matched,354,31.7,66.5,83.9,114.9,440.8,18.1,47.5,57.9,88.4,415.5
NIFTY,2,G_09:20_60,dte_matched_ex2122,161,28.1,51.5,61.0,77.6,113.3,15.5,43.9,50.0,64.4,110.9
NIFTY,2,G_09:20_60,all_days,2753,30.5,63.1,77.6,129.5,626.3,17.1,47.1,60.0,98.4,569.8
NIFTY,2,G_09:20_90,dte_matched,354,36.4,79.5,93.3,120.4,456.4,19.7,56.2,72.3,96.5,363.5
NIFTY,2,G_09:20_90,dte_matched_ex2122,161,30.1,61.4,73.1,94.2,117.3,17.5,50.2,56.0,72.8,87.8
NIFTY,2,G_09:20_90,all_days,2753,34.8,72.2,89.4,149.0,1304.5,19.4,53.5,70.3,124.8,1167.5
NIFTY,2,G_09:20_90,dte_matched,354,36.4,79.5,93.3,120.4,456.4,19.7,56.2,72.3,96.5,363.5
NIFTY,2,G_09:20_90,dte_matched_ex2122,161,30.1,61.4,73.1,94.2,117.3,17.5,50.2,56.0,72.8,87.8
NIFTY,2,G_09:20_90,all_days,2753,34.8,72.2,89.4,149.0,1304.5,19.4,53.5,70.3,124.8,1167.5
NIFTY,2,G_09:20_90,dte_matched,354,36.4,79.5,93.3,120.4,456.4,19.7,56.2,72.3,96.5,363.5
NIFTY,2,G_09:20_90,dte_matched_ex2122,161,30.1,61.4,73.1,94.2,117.3,17.5,50.2,56.0,72.8,87.8
NIFTY,2,G_09:20_90,all_days,2753,34.8,72.2,89.4,149.0,1304.5,19.4,53.5,70.3,124.8,1167.5
NIFTY,2,G_09:20_H,dte_matched,354,66.7,142.0,179.1,281.2,496.0,43.6,120.8,137.7,195.5,445.3
NIFTY,2,G_09:20_H,dte_matched_ex2122,161,53.1,109.8,135.8,183.5,241.6,32.7,89.0,118.2,153.6,211.9
NIFTY,2,G_09:20_H,all_days,2753,65.8,138.4,174.1,299.2,1777.4,40.5,116.9,144.9,249.6,1556.8
NIFTY,2,G_09:20_H,dte_matched,354,66.7,142.0,179.1,281.2,496.0,43.6,120.8,137.7,195.5,445.3
NIFTY,2,G_09:20_H,dte_matched_ex2122,161,53.1,109.8,135.8,183.5,241.6,32.7,89.0,118.2,153.6,211.9
NIFTY,2,G_09:20_H,all_days,2753,65.8,138.4,174.1,299.2,1777.4,40.5,116.9,144.9,249.6,1556.8
NIFTY,2,G_09:20_H,dte_matched,354,66.7,142.0,179.1,281.2,496.0,43.6,120.8,137.7,195.5,445.3
NIFTY,2,G_09:20_H,dte_matched_ex2122,161,53.1,109.8,135.8,183.5,241.6,32.7,89.0,118.2,153.6,211.9
NIFTY,2,G_09:20_H,all_days,2753,65.8,138.4,174.1,299.2,1777.4,40.5,116.9,144.9,249.6,1556.8
NIFTY,2,G_09:50_120,dte_matched,354,34.4,77.4,88.9,128.6,258.4,18.0,53.6,69.0,101.1,191.3
NIFTY,2,G_09:50_120,dte_matched_ex2122,161,28.7,61.8,78.5,111.6,145.6,13.8,43.7,57.9,88.3,143.7
NIFTY,2,G_09:50_120,all_days,2754,32.4,69.8,88.9,157.6,1304.5,17.6,52.3,68.1,127.3,1071.7
NIFTY,2,G_09:50_120,dte_matched,354,34.4,77.4,88.9,128.6,258.4,18.0,53.6,69.0,101.1,191.3
NIFTY,2,G_09:50_120,dte_matched_ex2122,161,28.7,61.8,78.5,111.6,145.6,13.8,43.7,57.9,88.3,143.7
NIFTY,2,G_09:50_120,all_days,2754,32.4,69.8,88.9,157.6,1304.5,17.6,52.3,68.1,127.3,1071.7
NIFTY,2,G_09:50_120,dte_matched,354,34.4,77.4,88.9,128.6,258.4,18.0,53.6,69.0,101.1,191.3
NIFTY,2,G_09:50_120,dte_matched_ex2122,161,28.7,61.8,78.5,111.6,145.6,13.8,43.7,57.9,88.3,143.7
NIFTY,2,G_09:50_120,all_days,2754,32.4,69.8,88.9,157.6,1304.5,17.6,52.3,68.1,127.3,1071.7
NIFTY,2,G_09:50_60,dte_matched,354,26.0,58.8,74.9,99.9,167.5,13.9,44.0,53.4,88.6,137.5
NIFTY,2,G_09:50_60,dte_matched_ex2122,161,20.8,51.4,64.6,92.8,106.2,10.8,37.1,50.2,63.2,93.8
NIFTY,2,G_09:50_60,all_days,2754,24.0,53.4,68.4,105.3,1304.5,13.5,39.6,53.4,88.0,1167.5
NIFTY,2,G_09:50_60,dte_matched,354,26.0,58.8,74.9,99.9,167.5,13.9,44.0,53.4,88.6,137.5
NIFTY,2,G_09:50_60,dte_matched_ex2122,161,20.8,51.4,64.6,92.8,106.2,10.8,37.1,50.2,63.2,93.8
NIFTY,2,G_09:50_60,all_days,2754,24.0,53.4,68.4,105.3,1304.5,13.5,39.6,53.4,88.0,1167.5
NIFTY,2,G_09:50_60,dte_matched,354,26.0,58.8,74.9,99.9,167.5,13.9,44.0,53.4,88.6,137.5
NIFTY,2,G_09:50_60,dte_matched_ex2122,161,20.8,51.4,64.6,92.8,106.2,10.8,37.1,50.2,63.2,93.8
NIFTY,2,G_09:50_60,all_days,2754,24.0,53.4,68.4,105.3,1304.5,13.5,39.6,53.4,88.0,1167.5
NIFTY,2,G_09:50_90,dte_matched,354,30.4,67.0,81.1,108.1,184.0,16.6,50.4,66.8,90.0,172.2
NIFTY,2,G_09:50_90,dte_matched_ex2122,161,25.6,58.8,72.0,92.8,129.6,13.9,41.3,62.3,78.9,117.1
NIFTY,2,G_09:50_90,all_days,2754,28.2,63.0,80.5,133.1,1304.5,16.0,46.1,62.3,107.3,1100.8
NIFTY,2,G_09:50_90,dte_matched,354,30.4,67.0,81.1,108.1,184.0,16.6,50.4,66.8,90.0,172.2
NIFTY,2,G_09:50_90,dte_matched_ex2122,161,25.6,58.8,72.0,92.8,129.6,13.9,41.3,62.3,78.9,117.1
NIFTY,2,G_09:50_90,all_days,2754,28.2,63.0,80.5,133.1,1304.5,16.0,46.1,62.3,107.3,1100.8
NIFTY,2,G_09:50_90,dte_matched,354,30.4,67.0,81.1,108.1,184.0,16.6,50.4,66.8,90.0,172.2
NIFTY,2,G_09:50_90,dte_matched_ex2122,161,25.6,58.8,72.0,92.8,129.6,13.9,41.3,62.3,78.9,117.1
NIFTY,2,G_09:50_90,all_days,2754,28.2,63.0,80.5,133.1,1304.5,16.0,46.1,62.3,107.3,1100.8
NIFTY,2,G_09:50_H,dte_matched,354,62.5,137.9,169.5,270.8,466.6,35.5,115.5,147.2,215.5,442.4
NIFTY,2,G_09:50_H,dte_matched_ex2122,161,50.0,106.9,123.0,174.5,245.2,29.9,80.5,108.7,157.1,215.5
NIFTY,2,G_09:50_H,all_days,2754,60.1,130.2,169.3,273.6,1777.4,35.7,105.7,137.9,247.5,1556.8
NIFTY,2,G_09:50_H,dte_matched,354,62.5,137.9,169.5,270.8,466.6,35.5,115.5,147.2,215.5,442.4
NIFTY,2,G_09:50_H,dte_matched_ex2122,161,50.0,106.9,123.0,174.5,245.2,29.9,80.5,108.7,157.1,215.5
NIFTY,2,G_09:50_H,all_days,2754,60.1,130.2,169.3,273.6,1777.4,35.7,105.7,137.9,247.5,1556.8
NIFTY,2,G_09:50_H,dte_matched,354,62.5,137.9,169.5,270.8,466.6,35.5,115.5,147.2,215.5,442.4
NIFTY,2,G_09:50_H,dte_matched_ex2122,161,50.0,106.9,123.0,174.5,245.2,29.9,80.5,108.7,157.1,215.5
NIFTY,2,G_09:50_H,all_days,2754,60.1,130.2,169.3,273.6,1777.4,35.7,105.7,137.9,247.5,1556.8
NIFTY,2,G_10:20_120,dte_matched,354,31.8,70.9,83.6,139.1,388.6,16.7,50.9,64.2,104.7,337.8
NIFTY,2,G_10:20_120,dte_matched_ex2122,161,26.0,51.2,70.9,109.6,122.1,13.5,39.5,53.1,71.6,104.7
NIFTY,2,G_10:20_120,all_days,2754,29.7,65.3,85.4,146.2,698.8,16.7,49.2,65.2,113.0,661.7
NIFTY,2,G_10:20_120,dte_matched,354,31.8,70.9,83.6,139.1,388.6,16.7,50.9,64.2,104.7,337.8
NIFTY,2,G_10:20_120,dte_matched_ex2122,161,26.0,51.2,70.9,109.6,122.1,13.5,39.5,53.1,71.6,104.7
NIFTY,2,G_10:20_120,all_days,2754,29.7,65.3,85.4,146.2,698.8,16.7,49.2,65.2,113.0,661.7
NIFTY,2,G_10:20_120,dte_matched,354,31.8,70.9,83.6,139.1,388.6,16.7,50.9,64.2,104.7,337.8
NIFTY,2,G_10:20_120,dte_matched_ex2122,161,26.0,51.2,70.9,109.6,122.1,13.5,39.5,53.1,71.6,104.7
NIFTY,2,G_10:20_120,all_days,2754,29.7,65.3,85.4,146.2,698.8,16.7,49.2,65.2,113.0,661.7
NIFTY,2,G_10:20_60,dte_matched,354,22.2,52.3,65.4,95.0,313.3,11.7,38.3,49.0,76.3,301.3
NIFTY,2,G_10:20_60,dte_matched_ex2122,161,18.7,42.5,46.0,70.9,84.4,9.1,29.9,39.5,59.7,75.0
NIFTY,2,G_10:20_60,all_days,2754,21.2,47.5,62.0,108.1,695.1,11.2,34.9,46.8,90.3,502.3
NIFTY,2,G_10:20_60,dte_matched,354,22.2,52.3,65.4,95.0,313.3,11.7,38.3,49.0,76.3,301.3
NIFTY,2,G_10:20_60,dte_matched_ex2122,161,18.7,42.5,46.0,70.9,84.4,9.1,29.9,39.5,59.7,75.0
NIFTY,2,G_10:20_60,all_days,2754,21.2,47.5,62.0,108.1,695.1,11.2,34.9,46.8,90.3,502.3
NIFTY,2,G_10:20_60,dte_matched,354,22.2,52.3,65.4,95.0,313.3,11.7,38.3,49.0,76.3,301.3
NIFTY,2,G_10:20_60,dte_matched_ex2122,161,18.7,42.5,46.0,70.9,84.4,9.1,29.9,39.5,59.7,75.0
NIFTY,2,G_10:20_60,all_days,2754,21.2,47.5,62.0,108.1,695.1,11.2,34.9,46.8,90.3,502.3
NIFTY,2,G_10:20_90,dte_matched,354,26.2,64.8,76.2,122.1,388.6,14.9,44.1,58.5,96.7,320.7
NIFTY,2,G_10:20_90,dte_matched_ex2122,161,21.4,47.0,62.7,84.4,122.1,11.3,38.7,45.2,75.1,103.2
NIFTY,2,G_10:20_90,all_days,2754,25.8,57.4,73.3,132.3,695.1,13.8,41.4,55.8,105.3,484.8
NIFTY,2,G_10:20_90,dte_matched,354,26.2,64.8,76.2,122.1,388.6,14.9,44.1,58.5,96.7,320.7
NIFTY,2,G_10:20_90,dte_matched_ex2122,161,21.4,47.0,62.7,84.4,122.1,11.3,38.7,45.2,75.1,103.2
NIFTY,2,G_10:20_90,all_days,2754,25.8,57.4,73.3,132.3,695.1,13.8,41.4,55.8,105.3,484.8
NIFTY,2,G_10:20_90,dte_matched,354,26.2,64.8,76.2,122.1,388.6,14.9,44.1,58.5,96.7,320.7
NIFTY,2,G_10:20_90,dte_matched_ex2122,161,21.4,47.0,62.7,84.4,122.1,11.3,38.7,45.2,75.1,103.2
NIFTY,2,G_10:20_90,all_days,2754,25.8,57.4,73.3,132.3,695.1,13.8,41.4,55.8,105.3,484.8
NIFTY,2,G_10:20_H,dte_matched,354,59.1,126.2,157.9,245.5,596.9,38.1,103.6,121.6,207.4,443.8
NIFTY,2,G_10:20_H,dte_matched_ex2122,161,45.9,102.0,120.3,153.2,192.6,28.4,83.5,93.4,124.4,186.5
NIFTY,2,G_10:20_H,all_days,2754,55.4,125.7,155.9,278.0,1142.5,33.3,101.3,128.8,243.4,933.8
NIFTY,2,G_10:20_H,dte_matched,354,59.1,126.2,157.9,245.5,596.9,38.1,103.6,121.6,207.4,443.8
NIFTY,2,G_10:20_H,dte_matched_ex2122,161,45.9,102.0,120.3,153.2,192.6,28.4,83.5,93.4,124.4,186.5
NIFTY,2,G_10:20_H,all_days,2754,55.4,125.7,155.9,278.0,1142.5,33.3,101.3,128.8,243.4,933.8
NIFTY,2,G_10:20_H,dte_matched,354,59.1,126.2,157.9,245.5,596.9,38.1,103.6,121.6,207.4,443.8
NIFTY,2,G_10:20_H,dte_matched_ex2122,161,45.9,102.0,120.3,153.2,192.6,28.4,83.5,93.4,124.4,186.5
NIFTY,2,G_10:20_H,all_days,2754,55.4,125.7,155.9,278.0,1142.5,33.3,101.3,128.8,243.4,933.8
NIFTY,2,G_10:50_120,dte_matched,354,29.4,64.5,86.7,154.7,206.8,16.3,52.5,68.0,125.4,183.8
NIFTY,2,G_10:50_120,dte_matched_ex2122,161,25.4,57.1,70.0,114.7,157.6,13.2,42.3,52.5,73.7,121.2
NIFTY,2,G_10:50_120,all_days,2754,28.9,64.5,84.8,152.0,479.6,16.0,51.2,67.8,122.3,445.3
NIFTY,2,G_10:50_120,dte_matched,354,29.4,64.5,86.7,154.7,206.8,16.3,52.5,68.0,125.4,183.8
NIFTY,2,G_10:50_120,dte_matched_ex2122,161,25.4,57.1,70.0,114.7,157.6,13.2,42.3,52.5,73.7,121.2
NIFTY,2,G_10:50_120,all_days,2754,28.9,64.5,84.8,152.0,479.6,16.0,51.2,67.8,122.3,445.3
NIFTY,2,G_10:50_120,dte_matched,354,29.4,64.5,86.7,154.7,206.8,16.3,52.5,68.0,125.4,183.8
NIFTY,2,G_10:50_120,dte_matched_ex2122,161,25.4,57.1,70.0,114.7,157.6,13.2,42.3,52.5,73.7,121.2
NIFTY,2,G_10:50_120,all_days,2754,28.9,64.5,84.8,152.0,479.6,16.0,51.2,67.8,122.3,445.3
NIFTY,2,G_10:50_60,dte_matched,354,21.0,48.3,62.6,114.7,206.8,11.4,34.9,50.0,81.2,112.0
NIFTY,2,G_10:50_60,dte_matched_ex2122,161,18.0,38.0,52.2,75.1,114.7,9.6,26.4,48.4,53.9,79.6
NIFTY,2,G_10:50_60,all_days,2754,20.2,45.9,58.4,109.5,479.6,10.8,34.2,44.7,80.3,314.3
NIFTY,2,G_10:50_60,dte_matched,354,21.0,48.3,62.6,114.7,206.8,11.4,34.9,50.0,81.2,112.0
NIFTY,2,G_10:50_60,dte_matched_ex2122,161,18.0,38.0,52.2,75.1,114.7,9.6,26.4,48.4,53.9,79.6
NIFTY,2,G_10:50_60,all_days,2754,20.2,45.9,58.4,109.5,479.6,10.8,34.2,44.7,80.3,314.3
NIFTY,2,G_10:50_60,dte_matched,354,21.0,48.3,62.6,114.7,206.8,11.4,34.9,50.0,81.2,112.0
NIFTY,2,G_10:50_60,dte_matched_ex2122,161,18.0,38.0,52.2,75.1,114.7,9.6,26.4,48.4,53.9,79.6
NIFTY,2,G_10:50_60,all_days,2754,20.2,45.9,58.4,109.5,479.6,10.8,34.2,44.7,80.3,314.3
NIFTY,2,G_10:50_90,dte_matched,354,25.7,59.1,78.6,120.3,206.8,14.0,41.7,55.3,101.6,137.5
NIFTY,2,G_10:50_90,dte_matched_ex2122,161,22.5,42.6,64.1,96.7,114.7,11.3,35.6,44.0,75.5,102.8
NIFTY,2,G_10:50_90,all_days,2754,24.7,56.2,73.7,130.1,479.6,14.0,42.0,55.5,96.2,388.3
NIFTY,2,G_10:50_90,dte_matched,354,25.7,59.1,78.6,120.3,206.8,14.0,41.7,55.3,101.6,137.5
NIFTY,2,G_10:50_90,dte_matched_ex2122,161,22.5,42.6,64.1,96.7,114.7,11.3,35.6,44.0,75.5,102.8
NIFTY,2,G_10:50_90,all_days,2754,24.7,56.2,73.7,130.1,479.6,14.0,42.0,55.5,96.2,388.3
NIFTY,2,G_10:50_90,dte_matched,354,25.7,59.1,78.6,120.3,206.8,14.0,41.7,55.3,101.6,137.5
NIFTY,2,G_10:50_90,dte_matched_ex2122,161,22.5,42.6,64.1,96.7,114.7,11.3,35.6,44.0,75.5,102.8
NIFTY,2,G_10:50_90,all_days,2754,24.7,56.2,73.7,130.1,479.6,14.0,42.0,55.5,96.2,388.3
NIFTY,2,G_10:50_H,dte_matched,354,56.5,126.7,166.0,281.9,493.4,36.0,104.5,122.7,182.5,469.3
NIFTY,2,G_10:50_H,dte_matched_ex2122,161,42.2,101.3,116.4,157.6,170.1,25.8,82.3,91.0,120.0,164.5
NIFTY,2,G_10:50_H,all_days,2754,53.6,119.7,154.1,256.1,733.1,31.5,98.1,124.3,210.9,638.4
NIFTY,2,G_10:50_H,dte_matched,354,56.5,126.7,166.0,281.9,493.4,36.0,104.5,122.7,182.5,469.3
NIFTY,2,G_10:50_H,dte_matched_ex2122,161,42.2,101.3,116.4,157.6,170.1,25.8,82.3,91.0,120.0,164.5
NIFTY,2,G_10:50_H,all_days,2754,53.6,119.7,154.1,256.1,733.1,31.5,98.1,124.3,210.9,638.4
NIFTY,2,G_10:50_H,dte_matched,354,56.5,126.7,166.0,281.9,493.4,36.0,104.5,122.7,182.5,469.3
NIFTY,2,G_10:50_H,dte_matched_ex2122,161,42.2,101.3,116.4,157.6,170.1,25.8,82.3,91.0,120.0,164.5
NIFTY,2,G_10:50_H,all_days,2754,53.6,119.7,154.1,256.1,733.1,31.5,98.1,124.3,210.9,638.4
NIFTY,2,G_11:20_120,dte_matched,354,30.9,71.8,95.3,151.0,277.7,16.4,54.8,74.7,114.9,191.7
NIFTY,2,G_11:20_120,dte_matched_ex2122,161,24.4,55.8,79.1,112.7,170.0,12.7,43.5,54.6,92.1,120.1
NIFTY,2,G_11:20_120,all_days,2753,29.3,68.6,88.5,143.3,576.1,16.3,51.3,68.7,120.9,538.8
NIFTY,2,G_11:20_120,dte_matched,354,30.9,71.8,95.3,151.0,277.7,16.4,54.8,74.7,114.9,191.7
NIFTY,2,G_11:20_120,dte_matched_ex2122,161,24.4,55.8,79.1,112.7,170.0,12.7,43.5,54.6,92.1,120.1
NIFTY,2,G_11:20_120,all_days,2753,29.3,68.6,88.5,143.3,576.1,16.3,51.3,68.7,120.9,538.8
NIFTY,2,G_11:20_120,dte_matched,354,30.9,71.8,95.3,151.0,277.7,16.4,54.8,74.7,114.9,191.7
NIFTY,2,G_11:20_120,dte_matched_ex2122,161,24.4,55.8,79.1,112.7,170.0,12.7,43.5,54.6,92.1,120.1
NIFTY,2,G_11:20_120,all_days,2753,29.3,68.6,88.5,143.3,576.1,16.3,51.3,68.7,120.9,538.8
NIFTY,2,G_11:20_60,dte_matched,354,20.6,45.8,57.8,84.7,138.9,11.3,30.9,39.9,77.3,115.3
NIFTY,2,G_11:20_60,dte_matched_ex2122,161,17.2,33.3,43.9,82.2,121.9,9.6,25.8,31.0,73.9,115.3
NIFTY,2,G_11:20_60,all_days,2753,19.9,45.5,57.6,94.4,359.2,11.2,33.0,45.5,75.9,347.8
NIFTY,2,G_11:20_60,dte_matched,354,20.6,45.8,57.8,84.7,138.9,11.3,30.9,39.9,77.3,115.3
NIFTY,2,G_11:20_60,dte_matched_ex2122,161,17.2,33.3,43.9,82.2,121.9,9.6,25.8,31.0,73.9,115.3
NIFTY,2,G_11:20_60,all_days,2753,19.9,45.5,57.6,94.4,359.2,11.2,33.0,45.5,75.9,347.8
NIFTY,2,G_11:20_60,dte_matched,354,20.6,45.8,57.8,84.7,138.9,11.3,30.9,39.9,77.3,115.3
NIFTY,2,G_11:20_60,dte_matched_ex2122,161,17.2,33.3,43.9,82.2,121.9,9.6,25.8,31.0,73.9,115.3
NIFTY,2,G_11:20_60,all_days,2753,19.9,45.5,57.6,94.4,359.2,11.2,33.0,45.5,75.9,347.8
NIFTY,2,G_11:20_90,dte_matched,354,25.6,56.5,77.9,121.0,170.0,13.2,45.2,56.3,98.4,119.3
NIFTY,2,G_11:20_90,dte_matched_ex2122,161,22.7,48.5,56.4,112.7,170.0,11.9,33.9,43.7,60.7,116.7
NIFTY,2,G_11:20_90,all_days,2753,24.8,56.3,73.3,120.0,406.3,13.4,43.8,57.5,98.4,404.6
NIFTY,2,G_11:20_90,dte_matched,354,25.6,56.5,77.9,121.0,170.0,13.2,45.2,56.3,98.4,119.3
NIFTY,2,G_11:20_90,dte_matched_ex2122,161,22.7,48.5,56.4,112.7,170.0,11.9,33.9,43.7,60.7,116.7
NIFTY,2,G_11:20_90,all_days,2753,24.8,56.3,73.3,120.0,406.3,13.4,43.8,57.5,98.4,404.6
NIFTY,2,G_11:20_90,dte_matched,354,25.6,56.5,77.9,121.0,170.0,13.2,45.2,56.3,98.4,119.3
NIFTY,2,G_11:20_90,dte_matched_ex2122,161,22.7,48.5,56.4,112.7,170.0,11.9,33.9,43.7,60.7,116.7
NIFTY,2,G_11:20_90,all_days,2753,24.8,56.3,73.3,120.0,406.3,13.4,43.8,57.5,98.4,404.6
NIFTY,2,G_11:20_H,dte_matched,354,52.8,120.7,148.2,237.8,371.3,32.5,101.3,118.9,195.2,346.8
NIFTY,2,G_11:20_H,dte_matched_ex2122,161,39.6,94.7,117.4,165.5,174.1,21.3,72.2,90.0,118.7,172.6
NIFTY,2,G_11:20_H,all_days,2753,50.8,114.3,142.3,248.4,710.3,30.6,92.7,118.8,195.2,615.8
NIFTY,2,G_11:20_H,dte_matched,354,52.8,120.7,148.2,237.8,371.3,32.5,101.3,118.9,195.2,346.8
NIFTY,2,G_11:20_H,dte_matched_ex2122,161,39.6,94.7,117.4,165.5,174.1,21.3,72.2,90.0,118.7,172.6
NIFTY,2,G_11:20_H,all_days,2753,50.8,114.3,142.3,248.4,710.3,30.6,92.7,118.8,195.2,615.8
