venue,cell,scope,n,exc_p50,exc_p90,exc_p95,exc_p99,exc_max,term_p50,term_p95,term_max
NIFTY,W_1000_1045,monday_all_eras,548,19.8,46.2,59.0,96.4,572.6,11.0,48.5,100.8
NIFTY,W_1000_1045,monday_cur_era,39,19.6,38.0,39.9,74.1,74.1,12.2,31.9,69.6
NIFTY,W_1000_1045,dte_matched,353,21.8,49.8,68.9,96.2,200.3,12.7,54.7,107.9
NIFTY,W_1000_1045,monday_all_eras,548,19.8,46.2,59.0,96.4,572.6,11.0,48.5,100.8
NIFTY,W_1000_1045,monday_cur_era,39,19.6,38.0,39.9,74.1,74.1,12.2,31.9,69.6
NIFTY,W_1000_1045,dte_matched,353,21.8,49.8,68.9,96.2,200.3,12.7,54.7,107.9
NIFTY,W_1000_1045,monday_all_eras,548,19.8,46.2,59.0,96.4,572.6,11.0,48.5,100.8
NIFTY,W_1000_1045,monday_cur_era,39,19.6,38.0,39.9,74.1,74.1,12.2,31.9,69.6
NIFTY,W_1000_1045,dte_matched,353,21.8,49.8,68.9,96.2,200.3,12.7,54.7,107.9
NIFTY,W_1000_1045,monday_all_eras,548,19.8,46.2,59.0,96.4,572.6,11.0,48.5,100.8
NIFTY,W_1000_1045,monday_cur_era,39,19.6,38.0,39.9,74.1,74.1,12.2,31.9,69.6
NIFTY,W_1000_1045,dte_matched,353,21.8,49.8,68.9,96.2,200.3,12.7,54.7,107.9
NIFTY,W_1000_1045,monday_all_eras,548,19.8,46.2,59.0,96.4,572.6,11.0,48.5,100.8
NIFTY,W_1000_1045,monday_cur_era,39,19.6,38.0,39.9,74.1,74.1,12.2,31.9,69.6
NIFTY,W_1000_1045,dte_matched,353,21.8,49.8,68.9,96.2,200.3,12.7,54.7,107.9
NIFTY,W_1000_1045,monday_all_eras,548,19.8,46.2,59.0,96.4,572.6,11.0,48.5,100.8
NIFTY,W_1000_1045,monday_cur_era,39,19.6,38.0,39.9,74.1,74.1,12.2,31.9,69.6
NIFTY,W_1000_1100,dte_matched,353,23.7,56.9,75.6,121.3,200.3,13.2,56.1,142.5
NIFTY,W_1000_1100,monday_all_eras,548,22.0,52.2,66.8,103.0,572.6,12.6,50.8,95.5
NIFTY,W_1000_1100,monday_cur_era,39,21.2,47.3,58.5,104.1,104.1,15.6,40.3,66.3
NIFTY,W_1000_1100,dte_matched,353,23.7,56.9,75.6,121.3,200.3,13.2,56.1,142.5
NIFTY,W_1000_1100,monday_all_eras,548,22.0,52.2,66.8,103.0,572.6,12.6,50.8,95.5
NIFTY,W_1000_1100,monday_cur_era,39,21.2,47.3,58.5,104.1,104.1,15.6,40.3,66.3
NIFTY,W_1000_1100,dte_matched,353,23.7,56.9,75.6,121.3,200.3,13.2,56.1,142.5
NIFTY,W_1000_1100,monday_all_eras,548,22.0,52.2,66.8,103.0,572.6,12.6,50.8,95.5
NIFTY,W_1000_1100,monday_cur_era,39,21.2,47.3,58.5,104.1,104.1,15.6,40.3,66.3
NIFTY,W_1000_1100,dte_matched,353,23.7,56.9,75.6,121.3,200.3,13.2,56.1,142.5
NIFTY,W_1000_1100,monday_all_eras,548,22.0,52.2,66.8,103.0,572.6,12.6,50.8,95.5
NIFTY,W_1000_1100,monday_cur_era,39,21.2,47.3,58.5,104.1,104.1,15.6,40.3,66.3
NIFTY,W_1000_1100,dte_matched,353,23.7,56.9,75.6,121.3,200.3,13.2,56.1,142.5
NIFTY,W_1000_1100,monday_all_eras,548,22.0,52.2,66.8,103.0,572.6,12.6,50.8,95.5
NIFTY,W_1000_1100,monday_cur_era,39,21.2,47.3,58.5,104.1,104.1,15.6,40.3,66.3
NIFTY,W_1000_1100,dte_matched,353,23.7,56.9,75.6,121.3,200.3,13.2,56.1,142.5
NIFTY,W_1000_1100,monday_all_eras,548,22.0,52.2,66.8,103.0,572.6,12.6,50.8,95.5
NIFTY,W_1000_1100,monday_cur_era,39,21.2,47.3,58.5,104.1,104.1,15.6,40.3,66.3
NIFTY,W_1000_1100,dte_matched,353,23.7,56.9,75.6,121.3,200.3,13.2,56.1,142.5
NIFTY,W_1000_1100,monday_all_eras,548,22.0,52.2,66.8,103.0,572.6,12.6,50.8,95.5
NIFTY,W_1000_1100,monday_cur_era,39,21.2,47.3,58.5,104.1,104.1,15.6,40.3,66.3
NIFTY,W_1000_1100,dte_matched,353,23.7,56.9,75.6,121.3,200.3,13.2,56.1,142.5
NIFTY,W_1000_1100,monday_all_eras,548,22.0,52.2,66.8,103.0,572.6,12.6,50.8,95.5
NIFTY,W_1000_1100,monday_cur_era,39,21.2,47.3,58.5,104.1,104.1,15.6,40.3,66.3
NIFTY,W_1000_1100,dte_matched,353,23.7,56.9,75.6,121.3,200.3,13.2,56.1,142.5
NIFTY,W_1000_1100,monday_all_eras,548,22.0,52.2,66.8,103.0,572.6,12.6,50.8,95.5
NIFTY,W_1000_1100,monday_cur_era,39,21.2,47.3,58.5,104.1,104.1,15.6,40.3,66.3
NIFTY,W_1000_1100,dte_matched,353,23.7,56.9,75.6,121.3,200.3,13.2,56.1,142.5
NIFTY,W_1000_1100,monday_all_eras,548,22.0,52.2,66.8,103.0,572.6,12.6,50.8,95.5
NIFTY,W_1000_1100,monday_cur_era,39,21.2,47.3,58.5,104.1,104.1,15.6,40.3,66.3
NIFTY,W_1000_1100,dte_matched,353,23.7,56.9,75.6,121.3,200.3,13.2,56.1,142.5
NIFTY,W_1000_1100,monday_all_eras,548,22.0,52.2,66.8,103.0,572.6,12.6,50.8,95.5
NIFTY,W_1000_1100,monday_cur_era,39,21.2,47.3,58.5,104.1,104.1,15.6,40.3,66.3
NIFTY,W_1000_1115,dte_matched,353,25.7,58.5,83.2,129.2,200.3,13.9,53.2,175.3
NIFTY,W_1000_1115,monday_all_eras,548,24.4,54.4,78.3,114.0,572.6,13.7,55.8,161.6
NIFTY,W_1000_1115,monday_cur_era,39,22.3,49.5,58.5,104.1,104.1,12.9,36.1,75.0
NIFTY,W_1000_1115,dte_matched,353,25.7,58.5,83.2,129.2,200.3,13.9,53.2,175.3
NIFTY,W_1000_1115,monday_all_eras,548,24.4,54.4,78.3,114.0,572.6,13.7,55.8,161.6
NIFTY,W_1000_1115,monday_cur_era,39,22.3,49.5,58.5,104.1,104.1,12.9,36.1,75.0
NIFTY,W_1000_1115,dte_matched,353,25.7,58.5,83.2,129.2,200.3,13.9,53.2,175.3
NIFTY,W_1000_1115,monday_all_eras,548,24.4,54.4,78.3,114.0,572.6,13.7,55.8,161.6
NIFTY,W_1000_1115,monday_cur_era,39,22.3,49.5,58.5,104.1,104.1,12.9,36.1,75.0
NIFTY,W_1000_1115,dte_matched,353,25.7,58.5,83.2,129.2,200.3,13.9,53.2,175.3
NIFTY,W_1000_1115,monday_all_eras,548,24.4,54.4,78.3,114.0,572.6,13.7,55.8,161.6
NIFTY,W_1000_1115,monday_cur_era,39,22.3,49.5,58.5,104.1,104.1,12.9,36.1,75.0
NIFTY,W_1000_1115,dte_matched,353,25.7,58.5,83.2,129.2,200.3,13.9,53.2,175.3
NIFTY,W_1000_1115,monday_all_eras,548,24.4,54.4,78.3,114.0,572.6,13.7,55.8,161.6
NIFTY,W_1000_1115,monday_cur_era,39,22.3,49.5,58.5,104.1,104.1,12.9,36.1,75.0
NIFTY,W_1000_1115,dte_matched,353,25.7,58.5,83.2,129.2,200.3,13.9,53.2,175.3
NIFTY,W_1000_1115,monday_all_eras,548,24.4,54.4,78.3,114.0,572.6,13.7,55.8,161.6
NIFTY,W_1000_1115,monday_cur_era,39,22.3,49.5,58.5,104.1,104.1,12.9,36.1,75.0
NIFTY,W_1000_1115,dte_matched,353,25.7,58.5,83.2,129.2,200.3,13.9,53.2,175.3
NIFTY,W_1000_1115,monday_all_eras,548,24.4,54.4,78.3,114.0,572.6,13.7,55.8,161.6
NIFTY,W_1000_1115,monday_cur_era,39,22.3,49.5,58.5,104.1,104.1,12.9,36.1,75.0
NIFTY,W_1000_1115,dte_matched,353,25.7,58.5,83.2,129.2,200.3,13.9,53.2,175.3
NIFTY,W_1000_1115,monday_all_eras,548,24.4,54.4,78.3,114.0,572.6,13.7,55.8,161.6
NIFTY,W_1000_1115,monday_cur_era,39,22.3,49.5,58.5,104.1,104.1,12.9,36.1,75.0
NIFTY,W_1000_1115,dte_matched,353,25.7,58.5,83.2,129.2,200.3,13.9,53.2,175.3
NIFTY,W_1000_1115,monday_all_eras,548,24.4,54.4,78.3,114.0,572.6,13.7,55.8,161.6
NIFTY,W_1000_1115,monday_cur_era,39,22.3,49.5,58.5,104.1,104.1,12.9,36.1,75.0
NIFTY,W_1000_1115,dte_matched,353,25.7,58.5,83.2,129.2,200.3,13.9,53.2,175.3
NIFTY,W_1000_1115,monday_all_eras,548,24.4,54.4,78.3,114.0,572.6,13.7,55.8,161.6
NIFTY,W_1000_1115,monday_cur_era,39,22.3,49.5,58.5,104.1,104.1,12.9,36.1,75.0
NIFTY,W_1000_1115,dte_matched,353,25.7,58.5,83.2,129.2,200.3,13.9,53.2,175.3
NIFTY,W_1000_1115,monday_all_eras,548,24.4,54.4,78.3,114.0,572.6,13.7,55.8,161.6
NIFTY,W_1000_1115,monday_cur_era,39,22.3,49.5,58.5,104.1,104.1,12.9,36.1,75.0
NIFTY,W_1000_1130,dte_matched,353,26.7,62.7,83.2,154.1,226.6,15.3,63.2,205.2
NIFTY,W_1000_1130,monday_all_eras,548,26.6,58.7,84.9,125.1,572.6,14.0,62.9,217.0
NIFTY,W_1000_1130,monday_cur_era,39,22.8,49.5,73.5,104.1,104.1,12.6,52.6,71.7
NIFTY,W_1000_1130,dte_matched,353,26.7,62.7,83.2,154.1,226.6,15.3,63.2,205.2
NIFTY,W_1000_1130,monday_all_eras,548,26.6,58.7,84.9,125.1,572.6,14.0,62.9,217.0
NIFTY,W_1000_1130,monday_cur_era,39,22.8,49.5,73.5,104.1,104.1,12.6,52.6,71.7
NIFTY,W_1000_1130,dte_matched,353,26.7,62.7,83.2,154.1,226.6,15.3,63.2,205.2
NIFTY,W_1000_1130,monday_all_eras,548,26.6,58.7,84.9,125.1,572.6,14.0,62.9,217.0
NIFTY,W_1000_1130,monday_cur_era,39,22.8,49.5,73.5,104.1,104.1,12.6,52.6,71.7
NIFTY,W_1000_1130,dte_matched,353,26.7,62.7,83.2,154.1,226.6,15.3,63.2,205.2
NIFTY,W_1000_1130,monday_all_eras,548,26.6,58.7,84.9,125.1,572.6,14.0,62.9,217.0
NIFTY,W_1000_1130,monday_cur_era,39,22.8,49.5,73.5,104.1,104.1,12.6,52.6,71.7
NIFTY,W_1000_1130,dte_matched,353,26.7,62.7,83.2,154.1,226.6,15.3,63.2,205.2
NIFTY,W_1000_1130,monday_all_eras,548,26.6,58.7,84.9,125.1,572.6,14.0,62.9,217.0
NIFTY,W_1000_1130,monday_cur_era,39,22.8,49.5,73.5,104.1,104.1,12.6,52.6,71.7
NIFTY,W_1000_1130,dte_matched,353,26.7,62.7,83.2,154.1,226.6,15.3,63.2,205.2
NIFTY,W_1000_1130,monday_all_eras,548,26.6,58.7,84.9,125.1,572.6,14.0,62.9,217.0
NIFTY,W_1000_1130,monday_cur_era,39,22.8,49.5,73.5,104.1,104.1,12.6,52.6,71.7
NIFTY,W_1000_1130,dte_matched,353,26.7,62.7,83.2,154.1,226.6,15.3,63.2,205.2
NIFTY,W_1000_1130,monday_all_eras,548,26.6,58.7,84.9,125.1,572.6,14.0,62.9,217.0
NIFTY,W_1000_1130,monday_cur_era,39,22.8,49.5,73.5,104.1,104.1,12.6,52.6,71.7
NIFTY,W_1000_1130,dte_matched,353,26.7,62.7,83.2,154.1,226.6,15.3,63.2,205.2
NIFTY,W_1000_1130,monday_all_eras,548,26.6,58.7,84.9,125.1,572.6,14.0,62.9,217.0
NIFTY,W_1000_1130,monday_cur_era,39,22.8,49.5,73.5,104.1,104.1,12.6,52.6,71.7
NIFTY,W_1000_1130,dte_matched,353,26.7,62.7,83.2,154.1,226.6,15.3,63.2,205.2
NIFTY,W_1000_1130,monday_all_eras,548,26.6,58.7,84.9,125.1,572.6,14.0,62.9,217.0
NIFTY,W_1000_1130,monday_cur_era,39,22.8,49.5,73.5,104.1,104.1,12.6,52.6,71.7
NIFTY,W_1000_1130,dte_matched,353,26.7,62.7,83.2,154.1,226.6,15.3,63.2,205.2
NIFTY,W_1000_1130,monday_all_eras,548,26.6,58.7,84.9,125.1,572.6,14.0,62.9,217.0
NIFTY,W_1000_1130,monday_cur_era,39,22.8,49.5,73.5,104.1,104.1,12.6,52.6,71.7
NIFTY,W_1000_1130,dte_matched,353,26.7,62.7,83.2,154.1,226.6,15.3,63.2,205.2
NIFTY,W_1000_1130,monday_all_eras,548,26.6,58.7,84.9,125.1,572.6,14.0,62.9,217.0
NIFTY,W_1000_1130,monday_cur_era,39,22.8,49.5,73.5,104.1,104.1,12.6,52.6,71.7
NIFTY,W_1000_1145,dte_matched,353,29.3,70.7,86.3,158.6,226.6,15.9,66.9,162.4
NIFTY,W_1000_1145,monday_all_eras,548,28.1,61.4,86.3,136.2,572.6,15.9,64.9,178.8
NIFTY,W_1000_1145,monday_cur_era,39,24.6,49.5,86.3,104.1,104.1,15.9,57.2,82.4
NIFTY,W_1000_1145,dte_matched,353,29.3,70.7,86.3,158.6,226.6,15.9,66.9,162.4
NIFTY,W_1000_1145,monday_all_eras,548,28.1,61.4,86.3,136.2,572.6,15.9,64.9,178.8
NIFTY,W_1000_1145,monday_cur_era,39,24.6,49.5,86.3,104.1,104.1,15.9,57.2,82.4
NIFTY,W_1000_1145,dte_matched,353,29.3,70.7,86.3,158.6,226.6,15.9,66.9,162.4
NIFTY,W_1000_1145,monday_all_eras,548,28.1,61.4,86.3,136.2,572.6,15.9,64.9,178.8
NIFTY,W_1000_1145,monday_cur_era,39,24.6,49.5,86.3,104.1,104.1,15.9,57.2,82.4
NIFTY,W_1000_1145,dte_matched,353,29.3,70.7,86.3,158.6,226.6,15.9,66.9,162.4
NIFTY,W_1000_1145,monday_all_eras,548,28.1,61.4,86.3,136.2,572.6,15.9,64.9,178.8
NIFTY,W_1000_1145,monday_cur_era,39,24.6,49.5,86.3,104.1,104.1,15.9,57.2,82.4
NIFTY,W_1000_1145,dte_matched,353,29.3,70.7,86.3,158.6,226.6,15.9,66.9,162.4
NIFTY,W_1000_1145,monday_all_eras,548,28.1,61.4,86.3,136.2,572.6,15.9,64.9,178.8
NIFTY,W_1000_1145,monday_cur_era,39,24.6,49.5,86.3,104.1,104.1,15.9,57.2,82.4
NIFTY,W_1000_1145,dte_matched,353,29.3,70.7,86.3,158.6,226.6,15.9,66.9,162.4
NIFTY,W_1000_1145,monday_all_eras,548,28.1,61.4,86.3,136.2,572.6,15.9,64.9,178.8
NIFTY,W_1000_1145,monday_cur_era,39,24.6,49.5,86.3,104.1,104.1,15.9,57.2,82.4
NIFTY,W_1000_1145,dte_matched,353,29.3,70.7,86.3,158.6,226.6,15.9,66.9,162.4
NIFTY,W_1000_1145,monday_all_eras,548,28.1,61.4,86.3,136.2,572.6,15.9,64.9,178.8
NIFTY,W_1000_1145,monday_cur_era,39,24.6,49.5,86.3,104.1,104.1,15.9,57.2,82.4
NIFTY,W_1000_1145,dte_matched,353,29.3,70.7,86.3,158.6,226.6,15.9,66.9,162.4
NIFTY,W_1000_1145,monday_all_eras,548,28.1,61.4,86.3,136.2,572.6,15.9,64.9,178.8
NIFTY,W_1000_1145,monday_cur_era,39,24.6,49.5,86.3,104.1,104.1,15.9,57.2,82.4
NIFTY,W_1000_1145,dte_matched,353,29.3,70.7,86.3,158.6,226.6,15.9,66.9,162.4
NIFTY,W_1000_1145,monday_all_eras,548,28.1,61.4,86.3,136.2,572.6,15.9,64.9,178.8
NIFTY,W_1000_1145,monday_cur_era,39,24.6,49.5,86.3,104.1,104.1,15.9,57.2,82.4
NIFTY,W_1000_1145,dte_matched,353,29.3,70.7,86.3,158.6,226.6,15.9,66.9,162.4
NIFTY,W_1000_1145,monday_all_eras,548,28.1,61.4,86.3,136.2,572.6,15.9,64.9,178.8
NIFTY,W_1000_1145,monday_cur_era,39,24.6,49.5,86.3,104.1,104.1,15.9,57.2,82.4
NIFTY,W_1000_1145,dte_matched,353,29.3,70.7,86.3,158.6,226.6,15.9,66.9,162.4
NIFTY,W_1000_1145,monday_all_eras,548,28.1,61.4,86.3,136.2,572.6,15.9,64.9,178.8
NIFTY,W_1000_1145,monday_cur_era,39,24.6,49.5,86.3,104.1,104.1,15.9,57.2,82.4
NIFTY,W_1000_1200,dte_matched,353,31.1,73.6,87.4,158.6,226.6,17.6,69.9,170.8
NIFTY,W_1000_1200,monday_all_eras,548,30.0,66.0,88.8,151.7,572.6,16.6,69.2,216.1
NIFTY,W_1000_1200,monday_cur_era,39,25.7,59.1,86.3,104.1,104.1,18.0,50.0,52.3
NIFTY,W_1000_1200,dte_matched,353,31.1,73.6,87.4,158.6,226.6,17.6,69.9,170.8
NIFTY,W_1000_1200,monday_all_eras,548,30.0,66.0,88.8,151.7,572.6,16.6,69.2,216.1
NIFTY,W_1000_1200,monday_cur_era,39,25.7,59.1,86.3,104.1,104.1,18.0,50.0,52.3
NIFTY,W_1000_1200,dte_matched,353,31.1,73.6,87.4,158.6,226.6,17.6,69.9,170.8
NIFTY,W_1000_1200,monday_all_eras,548,30.0,66.0,88.8,151.7,572.6,16.6,69.2,216.1
NIFTY,W_1000_1200,monday_cur_era,39,25.7,59.1,86.3,104.1,104.1,18.0,50.0,52.3
NIFTY,W_1000_1200,dte_matched,353,31.1,73.6,87.4,158.6,226.6,17.6,69.9,170.8
NIFTY,W_1000_1200,monday_all_eras,548,30.0,66.0,88.8,151.7,572.6,16.6,69.2,216.1
NIFTY,W_1000_1200,monday_cur_era,39,25.7,59.1,86.3,104.1,104.1,18.0,50.0,52.3
NIFTY,W_1000_1200,dte_matched,353,31.1,73.6,87.4,158.6,226.6,17.6,69.9,170.8
NIFTY,W_1000_1200,monday_all_eras,548,30.0,66.0,88.8,151.7,572.6,16.6,69.2,216.1
NIFTY,W_1000_1200,monday_cur_era,39,25.7,59.1,86.3,104.1,104.1,18.0,50.0,52.3
NIFTY,W_1000_1200,dte_matched,353,31.1,73.6,87.4,158.6,226.6,17.6,69.9,170.8
NIFTY,W_1000_1200,monday_all_eras,548,30.0,66.0,88.8,151.7,572.6,16.6,69.2,216.1
NIFTY,W_1000_1200,monday_cur_era,39,25.7,59.1,86.3,104.1,104.1,18.0,50.0,52.3
NIFTY,W_1000_1200,dte_matched,353,31.1,73.6,87.4,158.6,226.6,17.6,69.9,170.8
NIFTY,W_1000_1200,monday_all_eras,548,30.0,66.0,88.8,151.7,572.6,16.6,69.2,216.1
NIFTY,W_1000_1200,monday_cur_era,39,25.7,59.1,86.3,104.1,104.1,18.0,50.0,52.3
NIFTY,W_1000_1200,dte_matched,353,31.1,73.6,87.4,158.6,226.6,17.6,69.9,170.8
NIFTY,W_1000_1200,monday_all_eras,548,30.0,66.0,88.8,151.7,572.6,16.6,69.2,216.1
NIFTY,W_1000_1200,monday_cur_era,39,25.7,59.1,86.3,104.1,104.1,18.0,50.0,52.3
NIFTY,W_1000_1200,dte_matched,353,31.1,73.6,87.4,158.6,226.6,17.6,69.9,170.8
NIFTY,W_1000_1200,monday_all_eras,548,30.0,66.0,88.8,151.7,572.6,16.6,69.2,216.1
NIFTY,W_1000_1200,monday_cur_era,39,25.7,59.1,86.3,104.1,104.1,18.0,50.0,52.3
NIFTY,W_1000_1200,dte_matched,353,31.1,73.6,87.4,158.6,226.6,17.6,69.9,170.8
NIFTY,W_1000_1200,monday_all_eras,548,30.0,66.0,88.8,151.7,572.6,16.6,69.2,216.1
NIFTY,W_1000_1200,monday_cur_era,39,25.7,59.1,86.3,104.1,104.1,18.0,50.0,52.3
NIFTY,W_1000_1200,dte_matched,353,31.1,73.6,87.4,158.6,226.6,17.6,69.9,170.8
NIFTY,W_1000_1200,monday_all_eras,548,30.0,66.0,88.8,151.7,572.6,16.6,69.2,216.1
NIFTY,W_1000_1200,monday_cur_era,39,25.7,59.1,86.3,104.1,104.1,18.0,50.0,52.3
NIFTY,W_1015_1045,dte_matched,353,17.6,36.2,52.0,85.8,117.4,9.4,36.2,98.5
NIFTY,W_1015_1045,monday_all_eras,548,15.6,34.1,45.1,64.9,572.6,8.3,34.7,90.0
NIFTY,W_1015_1045,monday_cur_era,39,15.1,25.8,31.8,35.0,35.0,8.3,24.8,29.2
NIFTY,W_1015_1045,dte_matched,353,17.6,36.2,52.0,85.8,117.4,9.4,36.2,98.5
NIFTY,W_1015_1045,monday_all_eras,548,15.6,34.1,45.1,64.9,572.6,8.3,34.7,90.0
NIFTY,W_1015_1045,monday_cur_era,39,15.1,25.8,31.8,35.0,35.0,8.3,24.8,29.2
NIFTY,W_1015_1045,dte_matched,353,17.6,36.2,52.0,85.8,117.4,9.4,36.2,98.5
NIFTY,W_1015_1045,monday_all_eras,548,15.6,34.1,45.1,64.9,572.6,8.3,34.7,90.0
NIFTY,W_1015_1045,monday_cur_era,39,15.1,25.8,31.8,35.0,35.0,8.3,24.8,29.2
NIFTY,W_1015_1045,dte_matched,353,17.6,36.2,52.0,85.8,117.4,9.4,36.2,98.5
NIFTY,W_1015_1045,monday_all_eras,548,15.6,34.1,45.1,64.9,572.6,8.3,34.7,90.0
NIFTY,W_1015_1045,monday_cur_era,39,15.1,25.8,31.8,35.0,35.0,8.3,24.8,29.2
NIFTY,W_1015_1045,dte_matched,353,17.6,36.2,52.0,85.8,117.4,9.4,36.2,98.5
NIFTY,W_1015_1045,monday_all_eras,548,15.6,34.1,45.1,64.9,572.6,8.3,34.7,90.0
NIFTY,W_1015_1045,monday_cur_era,39,15.1,25.8,31.8,35.0,35.0,8.3,24.8,29.2
NIFTY,W_1015_1045,dte_matched,353,17.6,36.2,52.0,85.8,117.4,9.4,36.2,98.5
NIFTY,W_1015_1045,monday_all_eras,548,15.6,34.1,45.1,64.9,572.6,8.3,34.7,90.0
NIFTY,W_1015_1045,monday_cur_era,39,15.1,25.8,31.8,35.0,35.0,8.3,24.8,29.2
NIFTY,W_1015_1045,dte_matched,353,17.6,36.2,52.0,85.8,117.4,9.4,36.2,98.5
NIFTY,W_1015_1045,monday_all_eras,548,15.6,34.1,45.1,64.9,572.6,8.3,34.7,90.0
NIFTY,W_1015_1045,monday_cur_era,39,15.1,25.8,31.8,35.0,35.0,8.3,24.8,29.2
NIFTY,W_1015_1045,dte_matched,353,17.6,36.2,52.0,85.8,117.4,9.4,36.2,98.5
NIFTY,W_1015_1045,monday_all_eras,548,15.6,34.1,45.1,64.9,572.6,8.3,34.7,90.0
NIFTY,W_1015_1045,monday_cur_era,39,15.1,25.8,31.8,35.0,35.0,8.3,24.8,29.2
NIFTY,W_1015_1045,dte_matched,353,17.6,36.2,52.0,85.8,117.4,9.4,36.2,98.5
NIFTY,W_1015_1045,monday_all_eras,548,15.6,34.1,45.1,64.9,572.6,8.3,34.7,90.0
NIFTY,W_1015_1045,monday_cur_era,39,15.1,25.8,31.8,35.0,35.0,8.3,24.8,29.2
NIFTY,W_1015_1045,dte_matched,353,17.6,36.2,52.0,85.8,117.4,9.4,36.2,98.5
NIFTY,W_1015_1045,monday_all_eras,548,15.6,34.1,45.1,64.9,572.6,8.3,34.7,90.0
NIFTY,W_1015_1045,monday_cur_era,39,15.1,25.8,31.8,35.0,35.0,8.3,24.8,29.2
NIFTY,W_1015_1045,dte_matched,353,17.6,36.2,52.0,85.8,117.4,9.4,36.2,98.5
NIFTY,W_1015_1045,monday_all_eras,548,15.6,34.1,45.1,64.9,572.6,8.3,34.7,90.0
NIFTY,W_1015_1045,monday_cur_era,39,15.1,25.8,31.8,35.0,35.0,8.3,24.8,29.2
NIFTY,W_1015_1100,dte_matched,353,20.5,43.2,57.9,112.0,140.8,10.9,43.5,121.9
NIFTY,W_1015_1100,monday_all_eras,548,18.1,40.2,56.8,93.1,572.6,9.5,39.7,89.0
NIFTY,W_1015_1100,monday_cur_era,39,17.5,35.0,37.0,62.5,62.5,11.9,26.9,35.6
NIFTY,W_1015_1100,dte_matched,353,20.5,43.2,57.9,112.0,140.8,10.9,43.5,121.9
NIFTY,W_1015_1100,monday_all_eras,548,18.1,40.2,56.8,93.1,572.6,9.5,39.7,89.0
NIFTY,W_1015_1100,monday_cur_era,39,17.5,35.0,37.0,62.5,62.5,11.9,26.9,35.6
NIFTY,W_1015_1100,dte_matched,353,20.5,43.2,57.9,112.0,140.8,10.9,43.5,121.9
NIFTY,W_1015_1100,monday_all_eras,548,18.1,40.2,56.8,93.1,572.6,9.5,39.7,89.0
NIFTY,W_1015_1100,monday_cur_era,39,17.5,35.0,37.0,62.5,62.5,11.9,26.9,35.6
NIFTY,W_1015_1100,dte_matched,353,20.5,43.2,57.9,112.0,140.8,10.9,43.5,121.9
NIFTY,W_1015_1100,monday_all_eras,548,18.1,40.2,56.8,93.1,572.6,9.5,39.7,89.0
NIFTY,W_1015_1100,monday_cur_era,39,17.5,35.0,37.0,62.5,62.5,11.9,26.9,35.6
NIFTY,W_1015_1100,dte_matched,353,20.5,43.2,57.9,112.0,140.8,10.9,43.5,121.9
NIFTY,W_1015_1100,monday_all_eras,548,18.1,40.2,56.8,93.1,572.6,9.5,39.7,89.0
NIFTY,W_1015_1100,monday_cur_era,39,17.5,35.0,37.0,62.5,62.5,11.9,26.9,35.6
NIFTY,W_1015_1100,dte_matched,353,20.5,43.2,57.9,112.0,140.8,10.9,43.5,121.9
NIFTY,W_1015_1100,monday_all_eras,548,18.1,40.2,56.8,93.1,572.6,9.5,39.7,89.0
NIFTY,W_1015_1100,monday_cur_era,39,17.5,35.0,37.0,62.5,62.5,11.9,26.9,35.6
NIFTY,W_1015_1100,dte_matched,353,20.5,43.2,57.9,112.0,140.8,10.9,43.5,121.9
NIFTY,W_1015_1100,monday_all_eras,548,18.1,40.2,56.8,93.1,572.6,9.5,39.7,89.0
NIFTY,W_1015_1100,monday_cur_era,39,17.5,35.0,37.0,62.5,62.5,11.9,26.9,35.6
NIFTY,W_1015_1100,dte_matched,353,20.5,43.2,57.9,112.0,140.8,10.9,43.5,121.9
NIFTY,W_1015_1100,monday_all_eras,548,18.1,40.2,56.8,93.1,572.6,9.5,39.7,89.0
NIFTY,W_1015_1100,monday_cur_era,39,17.5,35.0,37.0,62.5,62.5,11.9,26.9,35.6
NIFTY,W_1015_1100,dte_matched,353,20.5,43.2,57.9,112.0,140.8,10.9,43.5,121.9
NIFTY,W_1015_1100,monday_all_eras,548,18.1,40.2,56.8,93.1,572.6,9.5,39.7,89.0
NIFTY,W_1015_1100,monday_cur_era,39,17.5,35.0,37.0,62.5,62.5,11.9,26.9,35.6
NIFTY,W_1015_1100,dte_matched,353,20.5,43.2,57.9,112.0,140.8,10.9,43.5,121.9
NIFTY,W_1015_1100,monday_all_eras,548,18.1,40.2,56.8,93.1,572.6,9.5,39.7,89.0
NIFTY,W_1015_1100,monday_cur_era,39,17.5,35.0,37.0,62.5,62.5,11.9,26.9,35.6
NIFTY,W_1015_1100,dte_matched,353,20.5,43.2,57.9,112.0,140.8,10.9,43.5,121.9
NIFTY,W_1015_1100,monday_all_eras,548,18.1,40.2,56.8,93.1,572.6,9.5,39.7,89.0
NIFTY,W_1015_1100,monday_cur_era,39,17.5,35.0,37.0,62.5,62.5,11.9,26.9,35.6
NIFTY,W_1015_1115,dte_matched,353,23.0,47.8,62.8,114.7,159.1,11.8,47.2,144.9
NIFTY,W_1015_1115,monday_all_eras,548,20.7,45.5,64.0,105.1,572.6,11.5,46.2,161.6
NIFTY,W_1015_1115,monday_cur_era,39,20.0,42.3,47.1,62.5,62.5,11.8,33.3,46.7
NIFTY,W_1015_1115,dte_matched,353,23.0,47.8,62.8,114.7,159.1,11.8,47.2,144.9
