src,K,slots,stocksig,clock,offset,cagr,maxdd,calmar,sharpe,vol,turnover_yr,exposure
synth20,5,10,momskip126,M,1,24.175,-45.249,0.534,0.687,32.493,61.3,1.003
synth20,5,10,momskip126,M,2,24.533,-41.754,0.588,0.697,32.459,67.33,1.003
synth20,5,10,momskip126,M,3,24.811,-45.65,0.544,0.716,31.434,60.47,1.003
synth20,5,10,momskip126,Q,0,31.829,-42.633,0.747,0.88,32.21,55.18,1.017
synth20,5,10,momskip126,Q,1,28.685,-36.046,0.796,0.807,31.996,48.65,1.004
synth20,5,10,momskip126,Q,2,28.373,-39.102,0.726,0.774,33.635,46.66,1.004
synth20,5,10,momskip126,Q,3,28.181,-38.077,0.74,0.84,29.266,41.96,1.004
synth20,5,10,riskadj126,M,0,19.681,-39.991,0.492,0.602,29.216,53.19,1.006
synth20,5,10,riskadj126,M,1,24.05,-33.911,0.709,0.736,28.594,62.83,1.003
synth20,5,10,riskadj126,M,2,20.539,-45.947,0.447,0.632,28.725,48.2,1.003
synth20,5,10,riskadj126,M,3,24.001,-44.38,0.541,0.735,28.598,56.16,1.003
synth20,5,10,riskadj126,Q,0,32.533,-41.98,0.775,0.904,31.67,51.55,1.016
synth20,5,10,riskadj126,Q,1,33.927,-40.278,0.842,1.009,28.614,57.57,1.004
synth20,5,10,riskadj126,Q,2,32.491,-38.222,0.85,0.975,28.416,53.53,1.004
synth20,5,10,riskadj126,Q,3,32.127,-38.446,0.836,0.896,31.59,51.81,1.004
synth20,5,10,disthigh252,M,0,16.419,-35.631,0.461,0.537,25.716,53.78,1.007
synth20,5,10,disthigh252,M,1,15.378,-48.125,0.32,0.511,24.86,55.27,1.004
synth20,5,10,disthigh252,M,2,17.372,-40.727,0.427,0.589,24.259,55.12,1.004
synth20,5,10,disthigh252,M,3,18.305,-43.653,0.419,0.611,25.004,56.02,1.004
synth20,5,10,disthigh252,Q,0,21.139,-40.195,0.526,0.625,30.741,25.7,1.014
synth20,5,10,disthigh252,Q,1,18.725,-51.366,0.365,0.615,25.719,25.23,1.004
synth20,5,10,disthigh252,Q,2,15.76,-51.535,0.306,0.505,26.787,19.7,1.005
synth20,5,10,disthigh252,Q,3,21.98,-47.547,0.462,0.676,28.594,22.84,1.005
synth20,5,15,mom126,M,0,23.735,-41.504,0.572,0.715,29.389,49.74,1.006
synth20,5,15,mom126,M,1,23.878,-37.148,0.643,0.738,28.156,51.43,1.002
synth20,5,15,mom126,M,2,21.779,-39.621,0.55,0.673,28.452,42.8,1.002
synth20,5,15,mom126,M,3,21.927,-41.7,0.526,0.685,27.845,41.71,1.003
synth20,5,15,mom126,Q,0,27.067,-39.891,0.679,0.801,29.732,32.42,1.015
synth20,5,15,mom126,Q,1,27.404,-38.564,0.711,0.82,29.209,35.5,1.004
synth20,5,15,mom126,Q,2,25.86,-40.398,0.64,0.773,29.44,31.04,1.004
synth20,5,15,mom126,Q,3,29.425,-38.861,0.757,0.878,29.016,35.27,1.004
synth20,5,15,momskip126,M,0,22.574,-39.927,0.565,0.677,29.807,56.93,1.006
synth20,5,15,momskip126,M,1,22.981,-42.977,0.535,0.691,29.577,53.85,1.002
synth20,5,15,momskip126,M,2,23.177,-41.322,0.561,0.693,29.881,55.73,1.003
synth20,5,15,momskip126,M,3,23.68,-42.636,0.555,0.717,29.122,53.54,1.003
synth20,5,15,momskip126,Q,0,29.916,-39.372,0.76,0.854,30.925,41.93,1.015
synth20,5,15,momskip126,Q,1,25.172,-39.751,0.633,0.736,30.605,33.34,1.004
synth20,5,15,momskip126,Q,2,27.899,-39.725,0.702,0.808,30.616,38.18,1.004
synth20,5,15,momskip126,Q,3,28.119,-41.466,0.678,0.839,29.158,35.36,1.004
synth20,5,15,riskadj126,M,0,21.475,-36.604,0.587,0.697,26.224,48.75,1.006
synth20,5,15,riskadj126,M,1,22.708,-34.843,0.652,0.723,26.959,51.39,1.003
synth20,5,15,riskadj126,M,2,19.673,-37.61,0.523,0.639,26.235,43.12,1.003
synth20,5,15,riskadj126,M,3,20.758,-39.587,0.524,0.658,27.267,43.64,1.003
synth20,5,15,riskadj126,Q,0,28.28,-35.568,0.795,0.901,26.513,37.43,1.015
synth20,5,15,riskadj126,Q,1,28.394,-37.183,0.764,0.91,26.275,39.82,1.004
synth20,5,15,riskadj126,Q,2,26.395,-36.468,0.724,0.848,26.312,34.92,1.004
synth20,5,15,riskadj126,Q,3,25.839,-36.356,0.711,0.824,26.674,33.3,1.004
synth20,5,15,disthigh252,M,0,17.92,-39.719,0.451,0.587,25.791,59.44,1.007
synth20,5,15,disthigh252,M,1,19.085,-40.792,0.468,0.651,24.2,65.38,1.003
synth20,5,15,disthigh252,M,2,18.521,-33.657,0.55,0.633,24.028,56.91,1.004
synth20,5,15,disthigh252,M,3,19.258,-34.801,0.553,0.662,23.859,55.39,1.004
synth20,5,15,disthigh252,Q,0,17.278,-42.988,0.402,0.529,29.196,20.54,1.013
synth20,5,15,disthigh252,Q,1,18.656,-46.924,0.398,0.62,25.156,23.83,1.004
synth20,5,15,disthigh252,Q,2,17.115,-46.768,0.366,0.526,29.09,20.52,1.004
synth20,5,15,disthigh252,Q,3,18.129,-45.619,0.397,0.575,27.264,18.18,1.004
synth20,5,20,mom126,M,0,25.031,-39.729,0.63,0.796,26.877,50.02,1.006
synth20,5,20,mom126,M,1,23.971,-41.44,0.578,0.748,27.717,50.53,1.002
synth20,5,20,mom126,M,2,23.115,-39.674,0.583,0.727,27.453,44.1,1.002
synth20,5,20,mom126,M,3,24.59,-44.509,0.552,0.777,27.108,46.8,1.003
synth20,5,20,mom126,Q,0,25.453,-42.407,0.6,0.793,27.621,26.46,1.013
synth20,5,20,mom126,Q,1,24.734,-47.506,0.521,0.77,27.732,27.84,1.003
synth20,5,20,mom126,Q,2,24.5,-44.833,0.546,0.763,27.769,26.55,1.004
synth20,5,20,mom126,Q,3,24.514,-50.662,0.484,0.769,27.432,24.43,1.004
synth20,5,20,momskip126,M,0,23.411,-39.338,0.595,0.728,27.93,50.9,1.006
synth20,5,20,momskip126,M,1,22.639,-43.687,0.518,0.709,27.691,46.92,1.002
synth20,5,20,momskip126,M,2,21.145,-40.663,0.52,0.675,26.973,42.21,1.002
synth20,5,20,momskip126,M,3,22.276,-48.773,0.457,0.707,27.141,43.86,1.003
synth20,5,20,momskip126,Q,0,27.389,-42.131,0.65,0.833,28.455,34.22,1.014
synth20,5,20,momskip126,Q,1,24.793,-40.673,0.61,0.777,27.506,29.85,1.004
synth20,5,20,momskip126,Q,2,24.955,-39.063,0.639,0.768,28.227,29.91,1.004
synth20,5,20,momskip126,Q,3,25.178,-44.854,0.561,0.777,28.045,27.5,1.004
synth20,5,20,riskadj126,M,0,20.806,-36.803,0.565,0.681,25.895,44.7,1.006
synth20,5,20,riskadj126,M,1,21.19,-35.769,0.592,0.683,26.446,44.64,1.002
synth20,5,20,riskadj126,M,2,21.26,-34.95,0.608,0.69,26.167,44.41,1.002
synth20,5,20,riskadj126,M,3,20.772,-39.628,0.524,0.68,25.862,40.72,1.003
synth20,5,20,riskadj126,Q,0,24.296,-38.394,0.633,0.754,27.859,27.69,1.014
synth20,5,20,riskadj126,Q,1,23.479,-42.145,0.557,0.79,24.758,27.42,1.004
synth20,5,20,riskadj126,Q,2,23.123,-39.006,0.593,0.778,24.764,27.26,1.004
synth20,5,20,riskadj126,Q,3,23.402,-44.052,0.531,0.789,24.699,25.9,1.004
synth20,5,20,disthigh252,M,0,17.849,-34.585,0.516,0.601,24.548,50.36,1.006
synth20,5,20,disthigh252,M,1,18.47,-37.022,0.499,0.631,24.061,56.31,1.003
synth20,5,20,disthigh252,M,2,16.96,-31.528,0.538,0.606,22.194,46.67,1.003
synth20,5,20,disthigh252,M,3,19.797,-28.625,0.692,0.699,22.94,56.58,1.004
synth20,5,20,disthigh252,Q,0,17.981,-38.086,0.472,0.597,25.128,19.83,1.012
synth20,5,20,disthigh252,Q,1,18.468,-41.214,0.448,0.578,27.94,23.47,1.004
synth20,5,20,disthigh252,Q,2,17.873,-42.292,0.423,0.594,25.076,19.31,1.004
synth20,5,20,disthigh252,Q,3,17.612,-43.122,0.408,0.584,25.167,19.51,1.004
real8,2,10,mom126,M,0,18.035,-55.527,0.325,0.547,30.073,40.33,1.006
real8,2,10,mom126,M,1,15.049,-51.061,0.295,0.466,28.997,34.43,1.003
real8,2,10,mom126,M,2,15.827,-55.893,0.283,0.494,28.414,31.43,1.003
real8,2,10,mom126,M,3,18.781,-55.742,0.337,0.577,29.132,35.8,1.003
real8,2,10,mom126,Q,0,16.559,-50.279,0.329,0.505,29.891,17.51,1.013
real8,2,10,mom126,Q,1,15.259,-49.885,0.306,0.467,29.997,17.94,1.004
real8,2,10,mom126,Q,2,17.547,-48.692,0.36,0.536,29.677,16.26,1.004
real8,2,10,mom126,Q,3,22.865,-45.76,0.5,0.704,28.523,20.38,1.004
real8,2,10,momskip126,M,0,15.653,-52.462,0.298,0.472,31.048,37.3,1.006
real8,2,10,momskip126,M,1,16.385,-54.427,0.301,0.5,29.891,37.06,1.003
real8,2,10,momskip126,M,2,14.183,-53.118,0.267,0.436,29.502,31.82,1.003
real8,2,10,momskip126,M,3,18.485,-52.577,0.352,0.566,29.329,35.61,1.003
real8,2,10,momskip126,Q,0,16.122,-49.763,0.324,0.498,29.0,18.57,1.013
real8,2,10,momskip126,Q,1,17.202,-49.062,0.351,0.535,28.57,21.43,1.004
real8,2,10,momskip126,Q,2,20.327,-47.126,0.431,0.633,28.223,21.33,1.004
real8,2,10,momskip126,Q,3,21.141,-48.504,0.436,0.668,27.441,21.15,1.004
real8,2,10,riskadj126,M,0,14.739,-54.11,0.272,0.458,28.741,37.63,1.006
real8,2,10,riskadj126,M,1,14.752,-55.376,0.266,0.455,29.28,34.4,1.003
real8,2,10,riskadj126,M,2,12.893,-56.615,0.228,0.404,27.916,31.37,1.003
real8,2,10,riskadj126,M,3,16.089,-55.505,0.29,0.502,28.433,35.53,1.003
real8,2,10,riskadj126,Q,0,16.757,-48.161,0.348,0.524,28.234,18.35,1.014
real8,2,10,riskadj126,Q,1,15.665,-49.443,0.317,0.49,28.323,18.83,1.004
real8,2,10,riskadj126,Q,2,18.382,-49.122,0.374,0.583,27.388,18.96,1.004
real8,2,10,riskadj126,Q,3,20.73,-44.869,0.462,0.658,27.281,22.12,1.004
real8,2,10,disthigh252,M,0,11.263,-56.87,0.198,0.358,25.842,34.69,1.006
real8,2,10,disthigh252,M,1,11.793,-54.977,0.215,0.371,27.042,36.94,1.003
real8,2,10,disthigh252,M,2,8.715,-59.711,0.146,0.266,25.494,29.16,1.003
real8,2,10,disthigh252,M,3,14.226,-56.151,0.253,0.468,25.059,38.42,1.004
real8,2,10,disthigh252,Q,0,10.882,-54.716,0.199,0.34,27.367,13.11,1.012
real8,2,10,disthigh252,Q,1,13.517,-49.183,0.275,0.425,27.85,17.63,1.004
real8,2,10,disthigh252,Q,2,14.753,-55.337,0.267,0.476,26.302,16.19,1.004
real8,2,10,disthigh252,Q,3,16.577,-55.901,0.297,0.539,26.193,17.34,1.004
real8,2,15,mom126,M,0,19.089,-53.659,0.356,0.603,27.588,41.26,1.006
real8,2,15,mom126,M,1,16.772,-52.436,0.32,0.528,27.807,34.34,1.002
real8,2,15,mom126,M,2,15.634,-55.805,0.28,0.498,27.195,30.64,1.002
real8,2,15,mom126,M,3,19.528,-53.584,0.364,0.618,27.48,35.47,1.003
real8,2,15,mom126,Q,0,18.403,-44.711,0.412,0.572,28.495,18.81,1.012
real8,2,15,mom126,Q,1,16.886,-46.072,0.367,0.524,28.695,17.72,1.003
real8,2,15,mom126,Q,2,20.386,-45.336,0.45,0.629,28.676,18.43,1.003
real8,2,15,mom126,Q,3,19.759,-49.873,0.396,0.623,27.625,17.31,1.004
real8,2,15,momskip126,M,0,18.435,-50.268,0.367,0.58,27.82,39.24,1.006
real8,2,15,momskip126,M,1,15.964,-50.959,0.313,0.503,27.774,34.04,1.002
real8,2,15,momskip126,M,2,16.053,-52.944,0.303,0.515,26.697,32.73,1.003
real8,2,15,momskip126,M,3,19.316,-52.687,0.367,0.619,26.875,33.94,1.003
real8,2,15,momskip126,Q,0,16.12,-48.249,0.334,0.51,27.533,16.67,1.013
real8,2,15,momskip126,Q,1,15.008,-47.347,0.317,0.476,27.263,16.57,1.003
real8,2,15,momskip126,Q,2,18.235,-47.329,0.385,0.578,27.403,17.49,1.004
real8,2,15,momskip126,Q,3,19.587,-49.874,0.393,0.625,27.079,17.66,1.004
real8,2,15,riskadj126,M,0,19.332,-51.171,0.378,0.628,26.256,44.81,1.006
real8,2,15,riskadj126,M,1,16.27,-50.063,0.325,0.525,26.42,36.63,1.002
real8,2,15,riskadj126,M,2,16.197,-54.94,0.295,0.53,25.739,33.06,1.003
real8,2,15,riskadj126,M,3,18.377,-52.258,0.352,0.597,26.197,35.75,1.003
real8,2,15,riskadj126,Q,0,17.469,-47.732,0.366,0.561,26.763,18.23,1.013
real8,2,15,riskadj126,Q,1,16.651,-46.164,0.361,0.534,26.818,18.35,1.003
real8,2,15,riskadj126,Q,2,18.795,-47.469,0.396,0.612,26.143,17.87,1.004
real8,2,15,riskadj126,Q,3,19.723,-46.088,0.428,0.64,26.272,18.7,1.004
real8,2,15,disthigh252,M,0,17.336,-50.364,0.344,0.585,24.458,45.1,1.006
real8,2,15,disthigh252,M,1,13.742,-52.637,0.261,0.454,24.615,35.71,1.003
real8,2,15,disthigh252,M,2,13.768,-56.177,0.245,0.457,24.33,34.15,1.003
real8,2,15,disthigh252,M,3,16.487,-53.299,0.309,0.551,24.722,39.53,1.003
real8,2,15,disthigh252,Q,0,17.165,-51.638,0.332,0.569,25.246,17.66,1.013
real8,2,15,disthigh252,Q,1,15.837,-51.557,0.307,0.519,25.595,17.55,1.004
real8,2,15,disthigh252,Q,2,17.151,-55.287,0.31,0.571,25.042,17.1,1.004
real8,2,15,disthigh252,Q,3,17.441,-57.648,0.303,0.581,25.057,16.43,1.004
real8,2,20,mom126,M,0,20.622,-50.23,0.411,0.678,25.746,41.85,1.006
real8,2,20,mom126,M,1,19.455,-53.165,0.366,0.637,25.882,36.67,1.002
real8,2,20,mom126,M,2,18.136,-56.334,0.322,0.598,25.498,32.75,1.002
real8,2,20,mom126,M,3,22.141,-54.107,0.409,0.725,25.853,37.42,1.002
real8,2,20,mom126,Q,0,19.626,-45.456,0.432,0.631,26.687,18.55,1.012
real8,2,20,mom126,Q,1,17.746,-44.969,0.395,0.565,27.212,17.46,1.003
real8,2,20,mom126,Q,2,20.618,-51.743,0.398,0.663,26.631,17.63,1.003
real8,2,20,mom126,Q,3,19.835,-51.042,0.389,0.635,26.927,16.97,1.003
real8,2,20,momskip126,M,0,18.438,-51.443,0.358,0.605,25.763,38.42,1.006
real8,2,20,momskip126,M,1,17.513,-53.155,0.329,0.575,25.616,33.82,1.002
real8,2,20,momskip126,M,2,18.129,-51.993,0.349,0.601,25.249,33.43,1.002
real8,2,20,momskip126,M,3,21.304,-53.712,0.397,0.701,25.677,35.62,1.003
real8,2,20,momskip126,Q,0,17.199,-48.037,0.358,0.553,26.626,16.02,1.013
real8,2,20,momskip126,Q,1,16.378,-48.95,0.335,0.524,26.922,16.12,1.003
real8,2,20,momskip126,Q,2,19.211,-47.967,0.401,0.615,26.869,16.97,1.003
real8,2,20,momskip126,Q,3,18.674,-51.596,0.362,0.61,25.986,15.76,1.003
real8,2,20,riskadj126,M,0,19.966,-48.923,0.408,0.667,25.044,42.16,1.006
real8,2,20,riskadj126,M,1,18.736,-50.193,0.373,0.629,24.811,35.26,1.002
real8,2,20,riskadj126,M,2,17.211,-52.385,0.329,0.576,24.772,32.41,1.002
real8,2,20,riskadj126,M,3,21.214,-50.921,0.417,0.713,24.872,37.93,1.003
real8,2,20,riskadj126,Q,0,17.781,-45.467,0.391,0.579,26.076,17.2,1.012
real8,2,20,riskadj126,Q,1,17.845,-44.969,0.397,0.574,26.708,17.55,1.003
real8,2,20,riskadj126,Q,2,20.33,-46.048,0.441,0.657,26.44,18.19,1.003
real8,2,20,riskadj126,Q,3,20.904,-48.514,0.431,0.686,25.814,18.28,1.004
real8,2,20,disthigh252,M,0,19.319,-51.059,0.378,0.662,24.051,44.93,1.006
real8,2,20,disthigh252,M,1,16.064,-51.223,0.314,0.544,24.06,33.53,1.002
real8,2,20,disthigh252,M,2,16.869,-51.813,0.326,0.582,23.448,35.32,1.003
real8,2,20,disthigh252,M,3,19.192,-52.586,0.365,0.663,23.733,38.26,1.003
real8,2,20,disthigh252,Q,0,19.301,-52.052,0.371,0.648,24.851,18.54,1.013
real8,2,20,disthigh252,Q,1,19.099,-49.151,0.389,0.638,25.024,18.71,1.003
real8,2,20,disthigh252,Q,2,19.792,-49.495,0.4,0.666,24.741,18.6,1.003
real8,2,20,disthigh252,Q,3,20.425,-53.636,0.381,0.693,24.448,18.72,1.004
real8,3,10,mom126,M,0,13.891,-51.654,0.269,0.43,29.161,25.28,1.006
real8,3,10,mom126,M,1,17.296,-47.792,0.362,0.534,28.988,31.74,1.002
real8,3,10,mom126,M,2,13.864,-49.097,0.282,0.429,29.132,27.25,1.003
real8,3,10,mom126,M,3,10.525,-53.702,0.196,0.327,28.013,22.33,1.003
real8,3,10,mom126,Q,0,19.488,-44.972,0.433,0.601,28.762,19.43,1.013
real8,3,10,mom126,Q,1,19.173,-45.118,0.425,0.598,28.226,20.08,1.004
real8,3,10,mom126,Q,2,16.523,-45.136,0.366,0.52,27.808,16.34,1.004
real8,3,10,mom126,Q,3,18.362,-47.141,0.39,0.578,27.778,15.99,1.004
real8,3,10,momskip126,M,0,14.619,-49.859,0.293,0.451,29.316,31.02,1.006
real8,3,10,momskip126,M,1,14.297,-51.215,0.279,0.448,28.058,30.55,1.003
real8,3,10,momskip126,M,2,13.937,-52.606,0.265,0.433,28.77,31.77,1.003
real8,3,10,momskip126,M,3,12.456,-53.737,0.232,0.389,28.213,27.77,1.003
real8,3,10,momskip126,Q,0,16.633,-47.153,0.353,0.525,27.711,16.88,1.013
real8,3,10,momskip126,Q,1,19.985,-45.463,0.44,0.63,27.592,22.26,1.004
real8,3,10,momskip126,Q,2,18.041,-47.126,0.383,0.567,27.838,19.05,1.004
real8,3,10,momskip126,Q,3,20.365,-44.955,0.453,0.652,26.87,19.25,1.004
real8,3,10,riskadj126,M,0,10.66,-46.415,0.23,0.325,30.592,25.1,1.005
real8,3,10,riskadj126,M,1,12.199,-48.044,0.254,0.381,27.896,30.78,1.003
real8,3,10,riskadj126,M,2,11.039,-55.149,0.2,0.343,28.035,28.22,1.003
real8,3,10,riskadj126,M,3,9.375,-57.1,0.164,0.289,27.605,23.78,1.003
real8,3,10,riskadj126,Q,0,16.116,-44.793,0.36,0.523,26.078,17.89,1.013
real8,3,10,riskadj126,Q,1,19.333,-44.238,0.437,0.631,26.033,21.64,1.004
real8,3,10,riskadj126,Q,2,16.924,-45.137,0.375,0.552,25.995,18.26,1.004
real8,3,10,riskadj126,Q,3,18.735,-45.152,0.415,0.617,25.636,19.3,1.004
real8,3,10,disthigh252,M,0,10.429,-50.714,0.206,0.319,28.915,32.62,1.006
real8,3,10,disthigh252,M,1,9.101,-49.807,0.183,0.276,28.76,36.01,1.004
real8,3,10,disthigh252,M,2,8.062,-59.042,0.137,0.242,28.369,32.42,1.004
real8,3,10,disthigh252,M,3,10.522,-55.318,0.19,0.34,23.41,33.48,1.004
real8,3,10,disthigh252,Q,0,10.7,-52.321,0.205,0.331,28.319,12.18,1.012
real8,3,10,disthigh252,Q,1,11.485,-49.218,0.233,0.366,25.859,14.38,1.004
real8,3,10,disthigh252,Q,2,7.246,-50.259,0.144,0.211,24.944,12.07,1.004
real8,3,10,disthigh252,Q,3,10.625,-49.086,0.216,0.339,24.725,12.94,1.005
real8,3,15,mom126,M,0,14.629,-50.353,0.291,0.454,28.6,26.82,1.005
real8,3,15,mom126,M,1,16.647,-48.489,0.343,0.529,27.235,30.7,1.002
real8,3,15,mom126,M,2,17.012,-51.395,0.331,0.54,27.325,30.83,1.002
real8,3,15,mom126,M,3,13.001,-52.075,0.25,0.404,28.432,24.65,1.003
real8,3,15,mom126,Q,0,16.622,-44.492,0.374,0.541,25.978,15.71,1.012
real8,3,15,mom126,Q,1,16.893,-46.232,0.365,0.547,26.288,16.35,1.004
real8,3,15,mom126,Q,2,15.909,-45.357,0.351,0.512,26.499,15.22,1.004
real8,3,15,mom126,Q,3,16.669,-48.369,0.345,0.546,25.675,14.44,1.004
real8,3,15,momskip126,M,0,14.161,-45.928,0.308,0.449,27.177,28.92,1.005
real8,3,15,momskip126,M,1,15.015,-45.824,0.328,0.483,26.4,30.84,1.002
real8,3,15,momskip126,M,2,14.381,-47.405,0.303,0.466,25.954,29.52,1.003
real8,3,15,momskip126,M,3,12.62,-52.378,0.241,0.4,26.865,25.13,1.003
real8,3,15,momskip126,Q,0,16.133,-45.416,0.355,0.523,26.172,16.18,1.012
real8,3,15,momskip126,Q,1,15.52,-46.962,0.33,0.505,25.895,16.31,1.004
real8,3,15,momskip126,Q,2,15.148,-46.923,0.323,0.495,25.532,14.91,1.004
real8,3,15,momskip126,Q,3,18.666,-46.251,0.404,0.618,25.362,16.85,1.004
real8,3,15,riskadj126,M,0,14.155,-46.613,0.304,0.445,27.666,28.18,1.005
real8,3,15,riskadj126,M,1,13.816,-45.778,0.302,0.442,26.455,31.08,1.002
real8,3,15,riskadj126,M,2,14.32,-50.226,0.285,0.462,26.182,29.67,1.002
real8,3,15,riskadj126,M,3,11.835,-53.92,0.22,0.377,25.979,24.05,1.003
real8,3,15,riskadj126,Q,0,15.41,-44.825,0.344,0.511,24.946,15.23,1.013
real8,3,15,riskadj126,Q,1,17.223,-44.314,0.389,0.571,25.217,17.44,1.004
real8,3,15,riskadj126,Q,2,14.08,-44.303,0.318,0.468,24.409,14.66,1.004
real8,3,15,riskadj126,Q,3,16.931,-44.316,0.382,0.577,23.952,15.49,1.004
real8,3,15,disthigh252,M,0,13.04,-44.318,0.294,0.431,24.176,34.51,1.006
real8,3,15,disthigh252,M,1,12.337,-47.169,0.262,0.391,26.237,38.33,1.003
real8,3,15,disthigh252,M,2,11.385,-51.274,0.222,0.367,24.511,34.84,1.003
real8,3,15,disthigh252,M,3,11.513,-50.796,0.227,0.364,26.113,32.25,1.003
real8,3,15,disthigh252,Q,0,13.373,-50.557,0.265,0.442,24.361,12.65,1.012
real8,3,15,disthigh252,Q,1,13.166,-49.883,0.264,0.431,24.849,13.55,1.004
real8,3,15,disthigh252,Q,2,10.768,-52.08,0.207,0.348,23.74,12.4,1.004
real8,3,15,disthigh252,Q,3,10.654,-52.665,0.202,0.343,23.799,11.81,1.004
real8,3,20,mom126,M,0,15.433,-44.103,0.35,0.497,26.465,28.24,1.005
real8,3,20,mom126,M,1,14.966,-49.335,0.303,0.482,26.347,28.55,1.002
real8,3,20,mom126,M,2,15.863,-51.155,0.31,0.51,26.573,29.5,1.002
real8,3,20,mom126,M,3,14.109,-52.248,0.27,0.453,26.342,25.35,1.002
real8,3,20,mom126,Q,0,14.313,-43.751,0.327,0.469,25.28,13.46,1.012
real8,3,20,mom126,Q,1,15.048,-44.604,0.337,0.498,24.933,14.33,1.003
real8,3,20,mom126,Q,2,15.088,-44.193,0.341,0.493,25.545,14.24,1.003
real8,3,20,mom126,Q,3,15.24,-45.936,0.332,0.508,24.619,13.09,1.004
real8,3,20,momskip126,M,0,13.327,-46.464,0.287,0.43,25.791,26.14,1.005
real8,3,20,momskip126,M,1,15.108,-49.769,0.304,0.496,25.342,28.81,1.002
real8,3,20,momskip126,M,2,12.136,-48.263,0.251,0.39,25.538,24.12,1.002
real8,3,20,momskip126,M,3,13.52,-49.484,0.273,0.438,25.62,24.89,1.003
real8,3,20,momskip126,Q,0,14.905,-43.993,0.339,0.492,24.979,14.12,1.012
real8,3,20,momskip126,Q,1,14.718,-48.029,0.306,0.488,24.784,14.27,1.003
real8,3,20,momskip126,Q,2,13.807,-45.854,0.301,0.46,24.173,13.48,1.004
real8,3,20,momskip126,Q,3,15.523,-46.818,0.332,0.526,23.911,13.94,1.004
real8,3,20,riskadj126,M,0,14.632,-42.67,0.343,0.481,25.097,28.34,1.005
real8,3,20,riskadj126,M,1,15.649,-43.415,0.36,0.514,25.336,30.78,1.002
real8,3,20,riskadj126,M,2,14.614,-47.854,0.305,0.481,25.014,27.93,1.002
real8,3,20,riskadj126,M,3,12.636,-48.388,0.261,0.411,24.981,25.23,1.003
real8,3,20,riskadj126,Q,0,15.164,-42.996,0.353,0.512,23.991,14.3,1.012
real8,3,20,riskadj126,Q,1,15.101,-44.429,0.34,0.505,24.461,14.58,1.003
real8,3,20,riskadj126,Q,2,12.892,-44.053,0.293,0.431,23.599,12.57,1.003
real8,3,20,riskadj126,Q,3,14.829,-44.022,0.337,0.506,23.455,13.11,1.004
real8,3,20,disthigh252,M,0,16.115,-42.32,0.381,0.551,23.661,38.42,1.006
real8,3,20,disthigh252,M,1,14.88,-44.934,0.331,0.502,23.926,38.16,1.003
real8,3,20,disthigh252,M,2,13.255,-48.389,0.274,0.44,24.023,34.5,1.003
real8,3,20,disthigh252,M,3,11.674,-49.303,0.237,0.385,23.405,29.65,1.003
real8,3,20,disthigh252,Q,0,16.901,-46.724,0.362,0.587,23.21,15.55,1.012
real8,3,20,disthigh252,Q,1,16.962,-48.387,0.351,0.589,23.256,15.83,1.004
real8,3,20,disthigh252,Q,2,14.707,-45.32,0.325,0.5,23.518,14.38,1.004
real8,3,20,disthigh252,Q,3,13.114,-51.079,0.257,0.451,22.299,11.88,1.004
real8,4,10,mom126,M,0,12.802,-50.411,0.254,0.401,27.945,25.43,1.005
real8,4,10,mom126,M,1,16.929,-50.887,0.333,0.532,27.912,28.93,1.002
real8,4,10,mom126,M,2,12.178,-52.139,0.234,0.38,28.033,21.59,1.003
real8,4,10,mom126,M,3,14.827,-44.151,0.336,0.464,28.141,26.17,1.003
real8,4,10,mom126,Q,0,18.834,-45.955,0.41,0.581,28.84,18.33,1.013
real8,4,10,mom126,Q,1,23.008,-45.441,0.506,0.712,28.271,22.85,1.003
real8,4,10,mom126,Q,2,21.328,-46.132,0.462,0.666,27.936,20.53,1.004
real8,4,10,mom126,Q,3,20.187,-48.377,0.417,0.636,27.633,19.17,1.004
real8,4,10,momskip126,M,0,12.939,-48.171,0.269,0.405,28.208,32.41,1.006
real8,4,10,momskip126,M,1,12.797,-55.484,0.231,0.399,28.295,27.07,1.003
real8,4,10,momskip126,M,2,12.305,-53.151,0.232,0.382,29.11,26.87,1.003
real8,4,10,momskip126,M,3,15.291,-44.526,0.343,0.47,29.47,32.78,1.003
real8,4,10,momskip126,Q,0,18.427,-43.95,0.419,0.583,27.527,19.81,1.013
real8,4,10,momskip126,Q,1,22.444,-43.913,0.511,0.709,27.334,24.38,1.004
real8,4,10,momskip126,Q,2,23.098,-43.733,0.528,0.733,27.086,26.4,1.004
real8,4,10,momskip126,Q,3,23.251,-42.549,0.546,0.733,27.377,24.79,1.004
real8,4,10,riskadj126,M,0,8.321,-48.433,0.172,0.253,27.93,22.56,1.005
real8,4,10,riskadj126,M,1,9.495,-51.449,0.185,0.292,28.065,23.87,1.003
real8,4,10,riskadj126,M,2,11.756,-54.409,0.216,0.368,27.451,25.93,1.003
real8,4,10,riskadj126,M,3,15.833,-41.09,0.385,0.507,26.797,33.52,1.003
real8,4,10,riskadj126,Q,0,17.805,-41.959,0.424,0.579,26.074,19.91,1.013
real8,4,10,riskadj126,Q,1,22.984,-39.976,0.575,0.748,26.067,25.58,1.004
real8,4,10,riskadj126,Q,2,22.353,-39.701,0.563,0.746,25.098,25.99,1.004
