label,start,end,entry,cadence,rank,slots,buffer,state,k,tv_floor,mask,mask_missing,exits,weights,index_gate,gate_action,fill,cost_bps,tax,cash_yield,max_position_pct,n_paths,path_kind,cagr_gross,cagr_net,cagr_net_tax,cagr_net_tax_min,cagr_net_tax_max,cagr_net_tax_worstpath,maxdd,maxdd_worst,calmar,sharpe,trades_per_yr,win_rate,avg_win_pct,avg_loss_pct,expectancy_net_pct,max_losing_streak,turnover_x_nav_yr,avg_pct_invested,capacity_ratio,n_trades,final_x,yearly
A2b_st10_3_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:10_3,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,19.64,19.64,19.64,15.19,26.62,15.19,-29.02,-35.57,0.69,0.82,50.6,37.3,27.27,-7.38,5.93,13,4.98,70.5,0.0038,198,2.02,"{""2018"": [-6.53, -12.15], ""2019"": [13.11, -12.79], ""2020"": [41.47, -16.27], ""2021"": [78.56, -13.1], ""2022"": [-22.62, -29.02]}"
A2b_noexit_N12,2018-08-01,2022-06-30,rebalance,monthly,rs,12,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,21.5,21.5,21.5,15.6,27.73,15.6,-35.36,-39.99,0.61,0.76,43.2,43.6,36.69,-10.46,9.743,14,3.6,88.5,0.0041,169,2.14,"{""2018"": [-12.16, -19.55], ""2019"": [25.55, -16.62], ""2020"": [39.79, -31.81], ""2021"": [89.52, -14.77], ""2022"": [-25.67, -34.35]}"
A2b_st20_3_N12,2018-08-01,2022-06-30,rebalance,monthly,rs,12,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:20_3,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,20.68,20.68,20.68,15.1,23.41,15.1,-30.18,-33.89,0.75,0.92,61.2,37.4,26.41,-6.93,5.825,14,4.97,67.3,0.0033,239,2.09,"{""2018"": [-5.32, -10.55], ""2019"": [14.86, -11.79], ""2020"": [41.28, -15.0], ""2021"": [75.06, -11.41], ""2022"": [-23.62, -30.19]}"
A2b_st10_3_N12,2018-08-01,2022-06-30,rebalance,monthly,rs,12,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:10_3,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,18.83,18.83,18.83,14.34,23.0,14.34,-30.22,-33.76,0.66,0.82,59.7,37.6,26.71,-7.18,5.885,14,4.92,68.4,0.003,233,1.96,"{""2018"": [-5.48, -11.04], ""2019"": [14.34, -11.86], ""2020"": [39.25, -15.87], ""2021"": [71.19, -12.14], ""2022"": [-22.63, -30.22]}"
A2b_noexit_N20,2018-08-01,2022-06-30,rebalance,monthly,rs,20,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,18.72,18.72,18.72,13.32,22.67,13.32,-34.34,-36.38,0.55,0.73,57.8,42.6,35.35,-10.7,9.559,15,3.04,79.1,0.0025,226,1.96,"{""2018"": [-9.97, -14.89], ""2019"": [24.02, -12.41], ""2020"": [33.05, -33.66], ""2021"": [76.12, -12.83], ""2022"": [-25.21, -32.0]}"
A2b_st20_3_N20,2018-08-01,2022-06-30,rebalance,monthly,rs,20,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:20_3,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,17.32,17.32,17.32,14.81,20.12,14.81,-26.58,-28.7,0.64,0.9,89.6,37.8,24.03,-6.75,4.928,16,4.59,59.4,0.0021,350,1.87,"{""2018"": [-4.52, -7.72], ""2019"": [14.38, -7.71], ""2020"": [36.41, -11.17], ""2021"": [61.74, -8.98], ""2022"": [-22.38, -26.58]}"
A2b_st10_3_N20,2018-08-01,2022-06-30,rebalance,monthly,rs,20,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:10_3,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,17.18,17.18,17.18,15.17,19.3,15.17,-27.1,-29.26,0.63,0.85,85.9,37.8,25.34,-7.04,5.25,16,4.36,61.0,0.0019,336,1.86,"{""2018"": [-4.78, -8.05], ""2019"": [14.84, -7.99], ""2020"": [37.36, -11.86], ""2021"": [59.48, -10.46], ""2022"": [-22.09, -27.1]}"
A2b_noexit_N30,2018-08-01,2022-06-30,rebalance,monthly,rs,30,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,16.52,16.52,16.52,12.41,18.3,12.41,-30.83,-36.56,0.52,0.68,72.6,42.6,34.88,-10.48,9.101,18,2.61,68.8,0.0017,284,1.82,"{""2018"": [-5.88, -9.77], ""2019"": [18.39, -7.83], ""2020"": [29.71, -24.91], ""2021"": [59.49, -12.2], ""2022"": [-22.98, -30.16]}"
A2b_st20_3_N30,2018-08-01,2022-06-30,rebalance,monthly,rs,30,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:20_3,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,14.81,14.81,14.81,12.87,16.24,12.87,-23.71,-25.61,0.63,0.86,115.9,37.9,22.25,-6.6,4.432,13,4.08,50.5,0.0014,453,1.72,"{""2018"": [-2.33, -4.94], ""2019"": [9.99, -4.63], ""2020"": [33.4, -10.55], ""2021"": [46.34, -8.79], ""2022"": [-19.26, -23.71]}"
A2b_st10_3_N30,2018-08-01,2022-06-30,rebalance,monthly,rs,30,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:10_3,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,15.35,15.35,15.35,12.45,16.86,12.45,-24.86,-27.76,0.61,0.89,110.7,38.5,23.89,-6.84,4.895,14,3.88,52.2,0.0013,433,1.75,"{""2018"": [-2.52, -4.96], ""2019"": [11.36, -4.77], ""2020"": [33.23, -11.14], ""2021"": [48.22, -10.7], ""2022"": [-19.2, -24.86]}"
A2c_N10_profit_g3,2018-08-01,2022-06-30,rebalance,monthly,profit_g3,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,14.07,14.07,14.07,8.3,19.2,8.3,-39.09,-42.32,0.37,0.5,41.4,40.3,30.89,-10.42,6.33,16,4.12,90.6,0.0038,162,1.67,"{""2018"": [-17.08, -23.4], ""2019"": [23.81, -20.16], ""2020"": [30.91, -38.09], ""2021"": [68.48, -16.36], ""2022"": [-25.86, -36.57]}"
A2c_N10_opm_slope3,2018-08-01,2022-06-30,rebalance,monthly,opm_slope3,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,19.8,19.8,19.8,11.62,26.09,11.62,-39.7,-43.73,0.49,0.7,39.6,42.3,33.14,-10.18,8.379,14,4.04,90.5,0.0045,155,2.03,"{""2018"": [-15.8, -22.99], ""2019"": [32.67, -19.58], ""2020"": [46.67, -33.89], ""2021"": [61.05, -19.96], ""2022"": [-26.66, -39.7]}"
A2c_N10_z_rs_profit,2018-08-01,2022-06-30,rebalance,monthly,z_rs_profit,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,16.83,16.83,16.83,11.79,24.19,11.79,-37.46,-41.49,0.45,0.59,39.1,40.1,33.64,-10.44,7.844,12,3.82,90.7,0.0041,153,1.84,"{""2018"": [-16.3, -23.7], ""2019"": [20.6, -20.93], ""2020"": [33.87, -36.43], ""2021"": [76.91, -16.21], ""2022"": [-23.1, -34.72]}"
A2c_N10_z_rs_opm,2018-08-01,2022-06-30,rebalance,monthly,z_rs_opm,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,19.03,19.03,19.03,13.46,23.19,13.46,-37.07,-42.25,0.5,0.65,38.3,40.5,34.57,-9.92,8.874,13,3.72,90.7,0.004,150,1.98,"{""2018"": [-12.78, -21.1], ""2019"": [27.12, -17.43], ""2020"": [38.14, -33.94], ""2021"": [75.22, -18.37], ""2022"": [-24.76, -36.66]}"
A2c_N10_mcap_desc,2018-08-01,2022-06-30,rebalance,monthly,mcap_desc,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,2.73,2.73,2.73,-0.3,8.48,-0.3,-34.73,-37.32,0.08,-0.03,35.4,39.3,20.35,-9.8,1.818,12,3.31,90.6,0.0012,138,1.11,"{""2018"": [-12.58, -18.59], ""2019"": [33.03, -15.63], ""2020"": [22.41, -34.67], ""2021"": [5.56, -15.74], ""2022"": [-24.21, -33.91]}"
A2d_N10_invvol,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,invvol,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,22.12,22.12,22.12,18.24,29.36,18.24,-34.53,-39.61,0.72,0.8,37.7,42.3,35.83,-10.3,10.075,12,3.63,90.2,0.0053,147,2.19,"{""2018"": [-12.2, -20.62], ""2019"": [24.12, -17.47], ""2020"": [39.75, -30.33], ""2021"": [94.27, -14.83], ""2022"": [-25.54, -34.19]}"
A2d_st20_3_N10_invvol,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:20_3,invvol,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,22.38,22.38,22.38,15.46,24.53,15.46,-27.68,-34.26,0.75,0.99,51.9,37.7,27.04,-7.18,6.007,15,4.99,69.0,0.0043,203,2.2,"{""2018"": [-4.85, -10.87], ""2019"": [16.02, -11.32], ""2020"": [41.91, -15.48], ""2021"": [74.18, -11.11], ""2022"": [-21.57, -27.68]}"
A2e_st20_3_N10_gateB1,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:20_3,equal,niftybees100sma_weekly,block_new,next_open,25.0,True,0.05,0.3,12,offset,15.87,15.87,15.87,12.36,20.39,12.36,-28.53,-35.18,0.56,0.68,48.6,38.1,24.82,-7.13,4.971,14,4.78,62.9,0.004,190,1.78,"{""2018"": [-5.98, -11.59], ""2019"": [12.58, -12.96], ""2020"": [21.54, -11.61], ""2021"": [78.9, -11.14], ""2022"": [-23.19, -28.54]}"
A2f_ctrl_st20_3_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,2.0,,fail,st_trail:20_3,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,12.12,12.12,12.12,5.36,22.9,5.36,-37.79,-42.54,0.32,0.43,75.0,36.8,23.91,-8.95,3.066,17,7.25,72.6,0.0077,293,1.56,"{""2018"": [-19.77, -23.46], ""2019"": [4.01, -29.65], ""2020"": [64.83, -26.49], ""2021"": [69.78, -14.36], ""2022"": [-31.18, -37.31]}"
A2d_st10_3_N10_invvol,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:10_3,invvol,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,20.92,20.92,20.92,16.18,24.57,16.18,-27.89,-35.23,0.74,0.9,50.9,37.3,27.4,-7.41,5.791,13,4.93,69.9,0.0043,199,2.1,"{""2018"": [-5.21, -11.43], ""2019"": [16.99, -11.45], ""2020"": [37.69, -16.55], ""2021"": [74.38, -12.66], ""2022"": [-20.59, -27.89]}"
A2e_st10_3_N10_gateB1,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:10_3,equal,niftybees100sma_weekly,block_new,next_open,25.0,True,0.05,0.3,12,offset,14.71,14.71,14.71,10.85,19.67,10.85,-28.97,-35.48,0.53,0.61,47.3,37.9,25.01,-7.42,5.045,13,4.74,64.2,0.0037,185,1.71,"{""2018"": [-6.53, -12.15], ""2019"": [13.11, -12.79], ""2020"": [20.46, -12.07], ""2021"": [77.11, -13.07], ""2022"": [-22.36, -28.97]}"
A2f_ctrl_st10_3_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,2.0,,fail,st_trail:10_3,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,13.68,13.68,13.68,7.79,23.52,7.79,-38.12,-44.2,0.36,0.48,72.3,36.9,25.29,-9.41,3.257,18,6.85,76.0,0.0075,283,1.65,"{""2018"": [-19.49, -23.77], ""2019"": [1.33, -33.52], ""2020"": [67.06, -31.13], ""2021"": [70.44, -15.59], ""2022"": [-31.62, -38.04]}"
A2e_noexit_N10_gateB1,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,niftybees100sma_weekly,block_new,next_open,25.0,True,0.05,0.3,12,offset,17.26,17.26,17.26,13.22,24.23,13.22,-35.02,-41.29,0.55,0.61,35.1,42.0,33.77,-10.41,8.815,12,3.52,85.2,0.0047,137,1.87,"{""2018"": [-12.55, -20.88], ""2019"": [23.19, -18.29], ""2020"": [16.69, -31.26], ""2021"": [96.43, -15.54], ""2022"": [-23.91, -34.51]}"
A2f_ctrl_noexit_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,2.0,,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,15.09,15.09,15.09,9.46,26.98,9.46,-54.42,-61.04,0.28,0.47,61.2,40.5,33.22,-13.41,5.474,17,5.72,97.9,0.0079,239,1.73,"{""2018"": [-22.97, -31.57], ""2019"": [6.77, -32.57], ""2020"": [74.94, -45.57], ""2021"": [130.96, -19.84], ""2022"": [-43.56, -53.27]}"
A4_g10_k85_tv2_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,24.48,24.48,24.48,19.14,31.39,19.14,-32.03,-37.35,0.8,0.83,32.2,44.1,45.3,-11.38,13.753,10,2.77,96.6,0.0052,126,2.36,"{""2018"": [-14.23, -23.86], ""2019"": [26.13, -20.3], ""2020"": [35.3, -31.68], ""2021"": [87.17, -17.93], ""2022"": [-14.9, -28.29]}"
A4_g10_k85_tv5_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,5.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,24.37,24.37,24.37,19.17,28.5,19.17,-31.23,-35.68,0.79,0.83,32.2,43.1,46.24,-11.08,13.921,11,2.78,95.1,0.0032,126,2.35,"{""2018"": [-11.36, -21.66], ""2019"": [28.26, -18.16], ""2020"": [36.11, -31.04], ""2021"": [74.7, -17.14], ""2022"": [-15.07, -25.75]}"
A4_g10_k90_tv2_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,21.78,21.78,21.78,17.75,28.84,17.75,-35.16,-41.44,0.68,0.77,37.3,42.6,35.84,-10.38,10.529,12,3.68,91.1,0.0047,146,2.16,"{""2018"": [-12.55, -20.88], ""2019"": [23.19, -18.29], ""2020"": [38.99, -31.26], ""2021"": [94.03, -15.53], ""2022"": [-24.0, -34.7]}"
A4_g10_k90_tv5_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,5.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,21.07,21.07,21.07,15.79,27.59,15.79,-35.08,-40.32,0.61,0.74,38.1,43.8,35.99,-10.68,9.553,13,3.72,89.0,0.0029,149,2.11,"{""2018"": [-12.19, -19.87], ""2019"": [25.48, -18.83], ""2020"": [40.09, -29.21], ""2021"": [78.46, -14.85], ""2022"": [-24.25, -31.53]}"
A4_g12_k85_tv2_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,2.0,research/162_quality_summit_optimisation/results/masks162/b6_g12_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,22.37,22.37,22.37,17.71,31.14,17.71,-34.83,-39.59,0.64,0.76,29.4,40.7,52.95,-12.2,13.77,11,2.58,93.5,0.0056,115,2.2,"{""2018"": [-13.64, -21.27], ""2019"": [27.61, -18.98], ""2020"": [38.67, -33.06], ""2021"": [87.25, -17.98], ""2022"": [-18.11, -33.0]}"
A4_g12_k85_tv5_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,5.0,research/162_quality_summit_optimisation/results/masks162/b6_g12_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,20.88,20.88,20.88,13.41,26.01,13.41,-33.59,-40.28,0.62,0.71,28.5,37.3,55.74,-11.88,12.8,13,2.55,91.0,0.0041,111,2.1,"{""2018"": [-12.89, -21.28], ""2019"": [26.81, -19.71], ""2020"": [41.33, -31.59], ""2021"": [77.85, -15.78], ""2022"": [-22.61, -32.06]}"
A4_g12_k90_tv2_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,2.0,research/162_quality_summit_optimisation/results/masks162/b6_g12_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,21.26,21.26,21.26,11.54,27.91,11.54,-39.17,-43.44,0.58,0.72,35.3,43.0,38.42,-10.81,10.331,13,3.52,87.2,0.0048,138,2.13,"{""2018"": [-12.23, -20.33], ""2019"": [22.05, -16.62], ""2020"": [41.88, -32.41], ""2021"": [89.55, -16.26], ""2022"": [-28.52, -39.17]}"
A4_g12_k90_tv5_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,5.0,research/162_quality_summit_optimisation/results/masks162/b6_g12_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,18.55,18.55,18.55,12.95,22.76,12.95,-37.68,-42.83,0.48,0.64,34.6,41.2,38.12,-11.05,8.681,13,3.39,84.4,0.0028,135,1.95,"{""2018"": [-12.94, -20.38], ""2019"": [21.56, -16.86], ""2020"": [41.58, -35.34], ""2021"": [75.22, -14.35], ""2022"": [-28.66, -37.68]}"
A4_g15_k85_tv2_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b5_g15_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,16.18,16.18,16.18,10.53,20.72,10.53,-41.33,-46.92,0.41,0.53,28.6,37.9,51.11,-12.32,11.561,13,2.53,87.2,0.0037,112,1.8,"{""2018"": [-19.16, -24.31], ""2019"": [19.98, -22.4], ""2020"": [21.94, -41.33], ""2021"": [92.47, -15.57], ""2022"": [-20.77, -30.44]}"
A4_g15_k85_tv5_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,5.0,research/160_quality_growth_near_ath/results/masks_study/b5_g15_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,17.27,17.27,17.27,14.08,22.6,14.08,-40.81,-44.83,0.43,0.58,24.9,35.4,58.51,-11.89,13.201,17,2.29,84.7,0.0025,97,1.87,"{""2018"": [-17.14, -22.12], ""2019"": [24.03, -20.62], ""2020"": [26.75, -40.8], ""2021"": [85.59, -14.91], ""2022"": [-21.82, -29.97]}"
A4_g15_k90_tv2_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b5_g15_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,15.4,15.4,15.4,12.65,22.04,12.65,-40.78,-43.23,0.37,0.54,31.2,42.8,36.38,-11.49,8.068,12,3.16,79.8,0.0035,122,1.75,"{""2018"": [-14.05, -17.4], ""2019"": [18.59, -16.96], ""2020"": [35.36, -38.55], ""2021"": [79.38, -14.46], ""2022"": [-27.64, -35.34]}"
A4_g15_k90_tv5_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,5.0,research/160_quality_growth_near_ath/results/masks_study/b5_g15_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,16.94,16.94,16.94,9.96,22.1,9.96,-39.38,-43.71,0.43,0.6,28.2,41.0,40.7,-11.78,8.746,12,2.96,77.6,0.0023,110,1.84,"{""2018"": [-12.43, -16.98], ""2019"": [18.87, -16.28], ""2020"": [37.7, -35.19], ""2021"": [72.86, -14.27], ""2022"": [-26.18, -34.67]}"
A5_k800_N8,2018-08-01,2022-06-30,rebalance,monthly,rs,8,1.5,near,0.8,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,21.75,21.75,21.75,13.9,37.98,13.9,-37.39,-42.02,0.58,0.7,24.8,43.2,52.06,-12.04,15.403,9,2.45,98.7,0.0062,97,2.16,"{""2018"": [-20.67, -26.95], ""2019"": [19.79, -27.13], ""2020"": [48.05, -37.39], ""2021"": [80.61, -17.92], ""2022"": [-11.73, -28.39]}"
A5_k800_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.8,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,23.44,23.44,23.44,19.59,32.7,19.59,-33.79,-36.04,0.69,0.77,28.1,43.0,53.71,-12.57,15.519,12,2.21,98.8,0.0054,110,2.28,"{""2018"": [-18.92, -25.2], ""2019"": [22.99, -24.84], ""2020"": [41.64, -33.78], ""2021"": [83.28, -17.84], ""2022"": [-10.39, -27.43]}"
A5_k800_N12,2018-08-01,2022-06-30,rebalance,monthly,rs,12,1.5,near,0.8,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,23.68,23.68,23.68,17.95,30.23,17.95,-33.5,-34.61,0.7,0.8,32.6,44.3,51.9,-12.58,15.514,11,2.13,98.7,0.0045,127,2.3,"{""2018"": [-15.7, -23.52], ""2019"": [24.54, -21.71], ""2020"": [39.86, -33.5], ""2021"": [80.53, -17.62], ""2022"": [-13.37, -27.23]}"
A5_k800_N15,2018-08-01,2022-06-30,rebalance,monthly,rs,15,1.5,near,0.8,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,21.43,21.43,21.43,15.78,27.82,15.78,-33.7,-35.86,0.63,0.75,37.8,45.0,50.05,-12.51,15.785,13,2.01,98.3,0.0037,148,2.14,"{""2018"": [-12.5, -22.62], ""2019"": [22.0, -19.83], ""2020"": [37.23, -33.7], ""2021"": [78.35, -14.62], ""2022"": [-17.01, -27.19]}"
A5_k825_N8,2018-08-01,2022-06-30,rebalance,monthly,rs,8,1.5,near,0.825,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,22.51,22.51,22.51,14.85,35.74,14.85,-35.29,-36.35,0.64,0.74,25.3,44.1,45.32,-11.78,13.679,11,2.59,98.0,0.0062,99,2.21,"{""2018"": [-17.38, -26.6], ""2019"": [24.96, -23.37], ""2020"": [38.02, -35.28], ""2021"": [80.45, -19.1], ""2022"": [-11.17, -28.22]}"
A5_k825_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.825,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,23.0,23.0,23.0,18.83,32.12,18.83,-33.51,-36.02,0.67,0.77,30.3,43.6,50.12,-12.07,15.297,11,2.51,98.1,0.0051,118,2.25,"{""2018"": [-16.14, -23.89], ""2019"": [28.84, -21.03], ""2020"": [37.09, -33.5], ""2021"": [81.24, -17.42], ""2022"": [-13.96, -27.46]}"
A5_k825_N12,2018-08-01,2022-06-30,rebalance,monthly,rs,12,1.5,near,0.825,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,24.09,24.09,24.09,21.67,31.69,21.67,-32.77,-34.8,0.74,0.83,34.5,44.0,48.85,-11.92,14.88,12,2.36,97.8,0.0042,135,2.33,"{""2018"": [-12.65, -22.77], ""2019"": [25.97, -19.23], ""2020"": [40.44, -32.77], ""2021"": [87.69, -16.8], ""2022"": [-14.12, -27.15]}"
A5_k825_N15,2018-08-01,2022-06-30,rebalance,monthly,rs,15,1.5,near,0.825,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,22.17,22.17,22.17,17.72,28.82,17.72,-34.27,-35.5,0.66,0.79,40.6,43.0,48.72,-11.89,14.2,14,2.23,96.3,0.0034,159,2.19,"{""2018"": [-12.27, -21.82], ""2019"": [24.83, -19.55], ""2020"": [31.31, -34.27], ""2021"": [82.91, -13.7], ""2022"": [-17.52, -27.93]}"
A5_k850_N8,2018-08-01,2022-06-30,rebalance,monthly,rs,8,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,24.13,24.13,24.13,15.98,34.46,15.98,-34.3,-36.42,0.73,0.79,26.8,44.6,45.14,-11.34,13.072,12,2.83,97.0,0.0062,105,2.33,"{""2018"": [-16.14, -26.09], ""2019"": [24.63, -22.0], ""2020"": [41.4, -33.29], ""2021"": [82.61, -19.34], ""2022"": [-13.91, -30.27]}"
