day,arm,kind,level,thresh_comb,dwell,fired,fire_hm,touch_comb,exit_comb,overshoot_pts,gross_lot,net_lot,net_6L,hold_net_lot,hold_net_6L,delta_lot,delta_6L,recovered
2026-06-18,RS2000,rs,2000,294.85,1,0,,,124.75,,1402,1379,8273,1379,8273,0,0,
2026-06-18,RS2000,rs,2000,294.85,2,0,,,124.75,,1402,1379,8273,1379,8273,0,0,
2026-06-18,RS2500,rs,2500,319.85,1,0,,,124.75,,1402,1379,8273,1379,8273,0,0,
2026-06-18,RS2500,rs,2500,319.85,2,0,,,124.75,,1402,1379,8273,1379,8273,0,0,
2026-06-18,RS3000,rs,3000,344.85,1,0,,,124.75,,1402,1379,8273,1379,8273,0,0,
2026-06-18,RS3000,rs,3000,344.85,2,0,,,124.75,,1402,1379,8273,1379,8273,0,0,
2026-06-18,RS4000,rs,4000,394.85,1,0,,,124.75,,1402,1379,8273,1379,8273,0,0,
2026-06-18,RS4000,rs,4000,394.85,2,0,,,124.75,,1402,1379,8273,1379,8273,0,0,
2026-06-18,RS5000,rs,5000,444.85,1,0,,,124.75,,1402,1379,8273,1379,8273,0,0,
2026-06-18,RS5000,rs,5000,444.85,2,0,,,124.75,,1402,1379,8273,1379,8273,0,0,
2026-06-25,FRAC25,frac,0.25,295.94,1,1,14:23,296.05,296.05,0.11,-1186,-1467,-8801,-3618,-21708,2151,12908,0
2026-06-25,FRAC25,frac,0.25,295.94,2,1,14:24,296.05,275.55,0.11,-776,-1057,-6339,-3618,-21708,2561,15369,0
2026-06-25,FRAC30,frac,0.3,307.78,1,1,14:43,382.4,382.4,74.62,-2913,-3195,-19167,-3618,-21708,424,2541,0
2026-06-25,FRAC30,frac,0.3,307.78,2,1,14:44,382.4,393.45,74.62,-3134,-3416,-20494,-3618,-21708,202,1214,0
2026-06-25,FRAC35,frac,0.35,319.61,1,1,14:43,382.4,382.4,62.79,-2913,-3195,-19167,-3618,-21708,424,2541,0
2026-06-25,FRAC35,frac,0.35,319.61,2,1,14:44,382.4,393.45,62.79,-3134,-3416,-20494,-3618,-21708,202,1214,0
2026-06-25,FRAC40,frac,0.4,331.45,1,1,14:43,382.4,382.4,50.95,-2913,-3195,-19167,-3618,-21708,424,2541,0
2026-06-25,FRAC40,frac,0.4,331.45,2,1,14:44,382.4,393.45,50.95,-3134,-3416,-20494,-3618,-21708,202,1214,0
2026-06-25,FRAC50,frac,0.5,355.12,1,1,14:43,382.4,382.4,27.28,-2913,-3195,-19167,-3618,-21708,424,2541,0
2026-06-25,FRAC50,frac,0.5,355.12,2,1,14:44,382.4,393.45,27.28,-3134,-3416,-20494,-3618,-21708,202,1214,0
2026-06-25,FRAC60,frac,0.6,378.8,1,1,14:43,382.4,382.4,3.6,-2913,-3195,-19167,-3618,-21708,424,2541,0
2026-06-25,FRAC60,frac,0.6,378.8,2,1,14:44,382.4,393.45,3.6,-3134,-3416,-20494,-3618,-21708,202,1214,0
2026-06-25,FRAC75,frac,0.75,414.31,1,1,15:02,446.25,446.25,31.94,-4190,-4472,-26833,-3618,-21708,-854,-5124,1
2026-06-25,FRAC75,frac,0.75,414.31,2,1,15:03,446.25,409.85,31.94,-3462,-3744,-22463,-3618,-21708,-126,-754,1
2026-06-25,FRAC100,frac,1.0,473.5,1,0,,,416.3,,-3591,-3618,-21708,-3618,-21708,0,0,
2026-06-25,FRAC100,frac,1.0,473.5,2,0,,,416.3,,-3591,-3618,-21708,-3618,-21708,0,0,
2026-06-25,RS1000,rs,1000,286.75,1,1,14:23,296.05,296.05,9.3,-1186,-1467,-8801,-3618,-21708,2151,12908,0
2026-06-25,RS1000,rs,1000,286.75,2,1,14:24,296.05,275.55,9.3,-776,-1057,-6339,-3618,-21708,2561,15369,0
2026-06-25,RS1500,rs,1500,311.75,1,1,14:43,382.4,382.4,70.65,-2913,-3195,-19167,-3618,-21708,424,2541,0
2026-06-25,RS1500,rs,1500,311.75,2,1,14:44,382.4,393.45,70.65,-3134,-3416,-20494,-3618,-21708,202,1214,0
2026-06-25,RS2000,rs,2000,336.75,1,1,14:43,382.4,382.4,45.65,-2913,-3195,-19167,-3618,-21708,424,2541,0
2026-06-25,RS2000,rs,2000,336.75,2,1,14:44,382.4,393.45,45.65,-3134,-3416,-20494,-3618,-21708,202,1214,0
2026-06-25,RS2500,rs,2500,361.75,1,1,14:43,382.4,382.4,20.65,-2913,-3195,-19167,-3618,-21708,424,2541,0
2026-06-25,RS2500,rs,2500,361.75,2,1,14:44,382.4,393.45,20.65,-3134,-3416,-20494,-3618,-21708,202,1214,0
2026-06-25,RS3000,rs,3000,386.75,1,1,14:44,393.45,393.45,6.7,-3134,-3416,-20494,-3618,-21708,202,1214,0
2026-06-25,RS3000,rs,3000,386.75,2,1,14:46,393.45,336.9,6.7,-2003,-2284,-13705,-3618,-21708,1334,8003,0
2026-06-25,RS4000,rs,4000,436.75,1,1,15:02,446.25,446.25,9.5,-4190,-4472,-26833,-3618,-21708,-854,-5124,1
2026-06-25,RS4000,rs,4000,436.75,2,1,15:03,446.25,409.85,9.5,-3462,-3744,-22463,-3618,-21708,-126,-754,1
2026-06-25,RS5000,rs,5000,486.75,1,0,,,416.3,,-3591,-3618,-21708,-3618,-21708,0,0,
2026-06-25,RS5000,rs,5000,486.75,2,0,,,416.3,,-3591,-3618,-21708,-3618,-21708,0,0,
2026-07-02,FRAC25,frac,0.25,257.88,1,1,14:48,285.0,285.0,27.12,-1574,-1854,-11123,398,2387,-2252,-13510,1
2026-07-02,FRAC25,frac,0.25,257.88,2,1,14:49,285.0,246.15,27.12,-797,-1076,-6459,398,2387,-1474,-8846,1
2026-07-02,FRAC30,frac,0.3,268.19,1,1,14:48,285.0,285.0,16.81,-1574,-1854,-11123,398,2387,-2252,-13510,1
2026-07-02,FRAC30,frac,0.3,268.19,2,1,14:49,285.0,246.15,16.81,-797,-1076,-6459,398,2387,-1474,-8846,1
2026-07-02,FRAC35,frac,0.35,278.51,1,1,14:48,285.0,285.0,6.49,-1574,-1854,-11123,398,2387,-2252,-13510,1
2026-07-02,FRAC35,frac,0.35,278.51,2,1,14:49,285.0,246.15,6.49,-797,-1076,-6459,398,2387,-1474,-8846,1
2026-07-02,FRAC40,frac,0.4,288.82,1,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,FRAC40,frac,0.4,288.82,2,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,FRAC50,frac,0.5,309.45,1,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,FRAC50,frac,0.5,309.45,2,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,FRAC60,frac,0.6,330.08,1,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,FRAC60,frac,0.6,330.08,2,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,FRAC75,frac,0.75,361.03,1,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,FRAC75,frac,0.75,361.03,2,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,FRAC100,frac,1.0,412.6,1,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,FRAC100,frac,1.0,412.6,2,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,RS1000,rs,1000,256.3,1,1,14:48,285.0,285.0,28.7,-1574,-1854,-11123,398,2387,-2252,-13510,1
2026-07-02,RS1000,rs,1000,256.3,2,1,14:49,285.0,246.15,28.7,-797,-1076,-6459,398,2387,-1474,-8846,1
2026-07-02,RS1500,rs,1500,281.3,1,1,14:48,285.0,285.0,3.7,-1574,-1854,-11123,398,2387,-2252,-13510,1
2026-07-02,RS1500,rs,1500,281.3,2,1,14:49,285.0,246.15,3.7,-797,-1076,-6459,398,2387,-1474,-8846,1
2026-07-02,RS2000,rs,2000,306.3,1,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,RS2000,rs,2000,306.3,2,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,RS2500,rs,2500,331.3,1,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,RS2500,rs,2500,331.3,2,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,RS3000,rs,3000,356.3,1,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,RS3000,rs,3000,356.3,2,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,RS4000,rs,4000,406.3,1,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,RS4000,rs,4000,406.3,2,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,RS5000,rs,5000,456.3,1,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-02,RS5000,rs,5000,456.3,2,0,,,185.2,,422,398,2387,398,2387,0,0,
2026-07-09,FRAC25,frac,0.25,318.88,1,1,15:07,364.5,364.5,45.62,-2188,-2470,-14819,-277,-1663,-2193,-13156,1
2026-07-09,FRAC25,frac,0.25,318.88,2,1,15:08,364.5,331.5,45.62,-1528,-1810,-10858,-277,-1663,-1532,-9194,1
2026-07-09,FRAC30,frac,0.3,331.63,1,1,15:07,364.5,364.5,32.87,-2188,-2470,-14819,-277,-1663,-2193,-13156,1
2026-07-09,FRAC30,frac,0.3,331.63,2,1,15:08,364.5,331.5,32.87,-1528,-1810,-10858,-277,-1663,-1532,-9194,1
2026-07-09,FRAC35,frac,0.35,344.38,1,1,15:07,364.5,364.5,20.12,-2188,-2470,-14819,-277,-1663,-2193,-13156,1
2026-07-09,FRAC35,frac,0.35,344.38,2,1,15:08,364.5,331.5,20.12,-1528,-1810,-10858,-277,-1663,-1532,-9194,1
2026-07-09,FRAC40,frac,0.4,357.14,1,1,15:07,364.5,364.5,7.36,-2188,-2470,-14819,-277,-1663,-2193,-13156,1
2026-07-09,FRAC40,frac,0.4,357.14,2,1,15:08,364.5,331.5,7.36,-1528,-1810,-10858,-277,-1663,-1532,-9194,1
2026-07-09,FRAC50,frac,0.5,382.65,1,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,FRAC50,frac,0.5,382.65,2,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,FRAC60,frac,0.6,408.16,1,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,FRAC60,frac,0.6,408.16,2,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,FRAC75,frac,0.75,446.43,1,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,FRAC75,frac,0.75,446.43,2,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,FRAC100,frac,1.0,510.2,1,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,FRAC100,frac,1.0,510.2,2,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,RS1000,rs,1000,305.1,1,1,15:07,364.5,364.5,59.4,-2188,-2470,-14819,-277,-1663,-2193,-13156,1
2026-07-09,RS1000,rs,1000,305.1,2,1,15:08,364.5,331.5,59.4,-1528,-1810,-10858,-277,-1663,-1532,-9194,1
2026-07-09,RS1500,rs,1500,330.1,1,1,15:07,364.5,364.5,34.4,-2188,-2470,-14819,-277,-1663,-2193,-13156,1
2026-07-09,RS1500,rs,1500,330.1,2,1,15:08,364.5,331.5,34.4,-1528,-1810,-10858,-277,-1663,-1532,-9194,1
2026-07-09,RS2000,rs,2000,355.1,1,1,15:07,364.5,364.5,9.4,-2188,-2470,-14819,-277,-1663,-2193,-13156,1
2026-07-09,RS2000,rs,2000,355.1,2,1,15:08,364.5,331.5,9.4,-1528,-1810,-10858,-277,-1663,-1532,-9194,1
2026-07-09,RS2500,rs,2500,380.1,1,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,RS2500,rs,2500,380.1,2,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,RS3000,rs,3000,405.1,1,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,RS3000,rs,3000,405.1,2,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,RS4000,rs,4000,455.1,1,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,RS4000,rs,4000,455.1,2,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,RS5000,rs,5000,505.1,1,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-09,RS5000,rs,5000,505.1,2,0,,,267.65,,-251,-277,-1663,-277,-1663,0,0,
2026-07-16,FRAC25,frac,0.25,250.81,1,1,13:38,254.8,254.8,3.99,-1083,-1362,-8174,467,2803,-1830,-10977,1
2026-07-16,FRAC25,frac,0.25,250.81,2,1,13:39,254.8,252.3,3.99,-1033,-1312,-7874,467,2803,-1779,-10677,1
2026-07-16,FRAC30,frac,0.3,260.85,1,1,13:40,279.4,279.4,18.56,-1575,-1855,-11127,467,2803,-2322,-13930,1
2026-07-16,FRAC30,frac,0.3,260.85,2,1,13:41,279.4,274.5,18.56,-1477,-1757,-10539,467,2803,-2224,-13342,1
2026-07-16,FRAC35,frac,0.35,270.88,1,1,13:40,279.4,279.4,8.52,-1575,-1855,-11127,467,2803,-2322,-13930,1
2026-07-16,FRAC35,frac,0.35,270.88,2,1,13:41,279.4,274.5,8.52,-1477,-1757,-10539,467,2803,-2224,-13342,1
2026-07-16,FRAC40,frac,0.4,280.91,1,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,FRAC40,frac,0.4,280.91,2,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,FRAC50,frac,0.5,300.98,1,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,FRAC50,frac,0.5,300.98,2,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,FRAC60,frac,0.6,321.04,1,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,FRAC60,frac,0.6,321.04,2,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,FRAC75,frac,0.75,351.14,1,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,FRAC75,frac,0.75,351.14,2,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,FRAC100,frac,1.0,401.3,1,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,FRAC100,frac,1.0,401.3,2,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,RS1000,rs,1000,250.65,1,1,13:38,254.8,254.8,4.15,-1083,-1362,-8174,467,2803,-1830,-10977,1
2026-07-16,RS1000,rs,1000,250.65,2,1,13:39,254.8,252.3,4.15,-1033,-1312,-7874,467,2803,-1779,-10677,1
2026-07-16,RS1500,rs,1500,275.65,1,1,13:40,279.4,279.4,3.75,-1575,-1855,-11127,467,2803,-2322,-13930,1
2026-07-16,RS1500,rs,1500,275.65,2,1,13:41,279.4,274.5,3.75,-1477,-1757,-10539,467,2803,-2224,-13342,1
2026-07-16,RS2000,rs,2000,300.65,1,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,RS2000,rs,2000,300.65,2,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,RS2500,rs,2500,325.65,1,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,RS2500,rs,2500,325.65,2,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,RS3000,rs,3000,350.65,1,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,RS3000,rs,3000,350.65,2,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,RS4000,rs,4000,400.65,1,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,RS4000,rs,4000,400.65,2,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,RS5000,rs,5000,450.65,1,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-16,RS5000,rs,5000,450.65,2,0,,,176.1,,491,467,2803,467,2803,0,0,
2026-07-23,FRAC25,frac,0.25,258.0,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC25,frac,0.25,258.0,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC30,frac,0.3,268.32,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC30,frac,0.3,268.32,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC35,frac,0.35,278.64,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC35,frac,0.35,278.64,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC40,frac,0.4,288.96,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC40,frac,0.4,288.96,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC50,frac,0.5,309.6,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC50,frac,0.5,309.6,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC60,frac,0.6,330.24,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC60,frac,0.6,330.24,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC75,frac,0.75,361.2,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC75,frac,0.75,361.2,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC100,frac,1.0,412.8,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,FRAC100,frac,1.0,412.8,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,RS1000,rs,1000,256.4,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,RS1000,rs,1000,256.4,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,RS1500,rs,1500,281.4,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,RS1500,rs,1500,281.4,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,RS2000,rs,2000,306.4,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,RS2000,rs,2000,306.4,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,RS2500,rs,2500,331.4,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,RS2500,rs,2500,331.4,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,RS3000,rs,3000,356.4,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,RS3000,rs,3000,356.4,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,RS4000,rs,4000,406.4,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,RS4000,rs,4000,406.4,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,RS5000,rs,5000,456.4,1,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-23,RS5000,rs,5000,456.4,2,0,,,41.5,,3298,3275,19651,3275,19651,0,0,
2026-07-30,FRAC25,frac,0.25,238.81,1,1,14:23,239.5,239.5,0.69,-969,-1248,-7488,2753,16515,-4000,-24003,1
2026-07-30,FRAC25,frac,0.25,238.81,2,1,14:24,239.5,215.25,0.69,-484,-763,-4576,2753,16515,-3515,-21092,1
2026-07-30,FRAC30,frac,0.3,248.37,1,1,14:31,254.5,254.5,6.13,-1269,-1548,-9288,2753,16515,-4301,-25804,1
2026-07-30,FRAC30,frac,0.3,248.37,2,1,14:33,254.5,190.45,6.13,12,-267,-1599,2753,16515,-3019,-18114,1
2026-07-30,FRAC35,frac,0.35,257.92,1,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,FRAC35,frac,0.35,257.92,2,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,FRAC40,frac,0.4,267.47,1,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,FRAC40,frac,0.4,267.47,2,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,FRAC50,frac,0.5,286.58,1,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,FRAC50,frac,0.5,286.58,2,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,FRAC60,frac,0.6,305.68,1,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,FRAC60,frac,0.6,305.68,2,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,FRAC75,frac,0.75,334.34,1,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,FRAC75,frac,0.75,334.34,2,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,FRAC100,frac,1.0,382.1,1,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,FRAC100,frac,1.0,382.1,2,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,RS1000,rs,1000,241.05,1,1,14:31,254.5,254.5,13.45,-1269,-1548,-9288,2753,16515,-4301,-25804,1
2026-07-30,RS1000,rs,1000,241.05,2,1,14:33,254.5,190.45,13.45,12,-267,-1599,2753,16515,-3019,-18114,1
2026-07-30,RS1500,rs,1500,266.05,1,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,RS1500,rs,1500,266.05,2,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,RS2000,rs,2000,291.05,1,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,RS2000,rs,2000,291.05,2,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,RS2500,rs,2500,316.05,1,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,RS2500,rs,2500,316.05,2,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,RS3000,rs,3000,341.05,1,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,RS3000,rs,3000,341.05,2,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,RS4000,rs,4000,391.05,1,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,RS4000,rs,4000,391.05,2,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,RS5000,rs,5000,441.05,1,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-07-30,RS5000,rs,5000,441.05,2,0,,,52.3,,2775,2753,16515,2753,16515,0,0,
2026-08-06,FRAC25,frac,0.25,840.25,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC25,frac,0.25,840.25,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC30,frac,0.3,873.86,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC30,frac,0.3,873.86,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC35,frac,0.35,907.47,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC35,frac,0.35,907.47,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC40,frac,0.4,941.08,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC40,frac,0.4,941.08,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC50,frac,0.5,1008.3,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC50,frac,0.5,1008.3,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC60,frac,0.6,1075.52,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC60,frac,0.6,1075.52,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC75,frac,0.75,1176.35,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC75,frac,0.75,1176.35,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC100,frac,1.0,1344.4,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,FRAC100,frac,1.0,1344.4,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,RS1000,rs,1000,722.2,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,RS1000,rs,1000,722.2,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,RS1500,rs,1500,747.2,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,RS1500,rs,1500,747.2,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,RS2000,rs,2000,772.2,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,RS2000,rs,2000,772.2,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,RS2500,rs,2500,797.2,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,RS2500,rs,2500,797.2,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,RS3000,rs,3000,822.2,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,RS3000,rs,3000,822.2,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,RS4000,rs,4000,872.2,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,RS4000,rs,4000,872.2,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,RS5000,rs,5000,922.2,1,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-06,RS5000,rs,5000,922.2,2,0,,,436.2,,4720,4680,28082,4680,28082,0,0,
2026-08-13,FRAC25,frac,0.25,249.75,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC25,frac,0.25,249.75,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC30,frac,0.3,259.74,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC30,frac,0.3,259.74,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC35,frac,0.35,269.73,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC35,frac,0.35,269.73,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC40,frac,0.4,279.72,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC40,frac,0.4,279.72,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC50,frac,0.5,299.7,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC50,frac,0.5,299.7,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC60,frac,0.6,319.68,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC60,frac,0.6,319.68,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC75,frac,0.75,349.65,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC75,frac,0.75,349.65,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC100,frac,1.0,399.6,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,FRAC100,frac,1.0,399.6,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,RS1000,rs,1000,249.8,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,RS1000,rs,1000,249.8,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
