venue,entry,T,arm,scope,n,mean,median,win_pct,t,worst,total
NIFTY,09:30,60,RUP2500,ALLDTE,81,107,283,68,1.25,-2752,8637
NIFTY,09:30,60,RUP2500,LIVEDTE,16,648,670,88,5.17,-393,10364
NIFTY,09:30,65,CSL15,ALLDTE,81,91,345,73,0.87,-4771,7390
NIFTY,09:30,65,CSL15,LIVEDTE,16,572,714,88,2.79,-1791,9154
NIFTY,09:30,65,CSL20,ALLDTE,81,82,345,73,0.77,-4569,6649
NIFTY,09:30,65,CSL20,LIVEDTE,16,515,714,88,2.07,-2704,8241
NIFTY,09:30,65,CSL25,ALLDTE,81,82,345,73,0.77,-4569,6649
NIFTY,09:30,65,CSL25,LIVEDTE,16,515,714,88,2.07,-2704,8241
NIFTY,09:30,65,CSL30,ALLDTE,81,128,390,74,1.26,-4569,10406
NIFTY,09:30,65,CSL30,LIVEDTE,16,750,814,94,5.41,-877,11998
NIFTY,09:30,65,MOVE04,ALLDTE,81,122,338,68,1.43,-2236,9911
NIFTY,09:30,65,MOVE04,LIVEDTE,16,750,814,94,5.41,-877,11998
NIFTY,09:30,65,NOSTOP,ALLDTE,81,128,390,74,1.26,-4569,10406
NIFTY,09:30,65,NOSTOP,LIVEDTE,16,750,814,94,5.41,-877,11998
NIFTY,09:30,65,PERLEG30,ALLDTE,81,-166,85,62,-1.27,-6535,-13486
NIFTY,09:30,65,PERLEG30,LIVEDTE,16,-240,77,56,-0.8,-2798,-3844
NIFTY,09:30,65,RUP2500,ALLDTE,81,151,390,74,1.66,-2752,12223
NIFTY,09:30,65,RUP2500,LIVEDTE,16,750,814,94,5.41,-877,11998
NIFTY,10:00,20,CSL15,ALLDTE,82,-201,-128,33,-3.8,-2869,-16466
NIFTY,10:00,20,CSL15,LIVEDTE,15,-190,-65,27,-2.16,-1180,-2843
NIFTY,10:00,20,CSL20,ALLDTE,82,-201,-128,33,-3.8,-2869,-16466
NIFTY,10:00,20,CSL20,LIVEDTE,15,-190,-65,27,-2.16,-1180,-2843
NIFTY,10:00,20,CSL25,ALLDTE,82,-201,-128,33,-3.8,-2869,-16466
NIFTY,10:00,20,CSL25,LIVEDTE,15,-190,-65,27,-2.16,-1180,-2843
NIFTY,10:00,20,CSL30,ALLDTE,82,-201,-128,33,-3.8,-2869,-16466
NIFTY,10:00,20,CSL30,LIVEDTE,15,-190,-65,27,-2.16,-1180,-2843
NIFTY,10:00,20,MOVE04,ALLDTE,82,-201,-128,33,-3.8,-2869,-16466
NIFTY,10:00,20,MOVE04,LIVEDTE,15,-190,-65,27,-2.16,-1180,-2843
NIFTY,10:00,20,NOSTOP,ALLDTE,82,-201,-128,33,-3.8,-2869,-16466
NIFTY,10:00,20,NOSTOP,LIVEDTE,15,-190,-65,27,-2.16,-1180,-2843
NIFTY,10:00,20,PERLEG30,ALLDTE,82,-237,-154,29,-4.38,-3055,-19463
NIFTY,10:00,20,PERLEG30,LIVEDTE,15,-220,-65,27,-1.96,-1644,-3307
NIFTY,10:00,20,RUP2500,ALLDTE,82,-202,-128,33,-3.78,-2947,-16544
NIFTY,10:00,20,RUP2500,LIVEDTE,15,-190,-65,27,-2.16,-1180,-2843
NIFTY,10:00,25,CSL15,ALLDTE,82,-252,-132,35,-3.66,-3896,-20624
NIFTY,10:00,25,CSL15,LIVEDTE,15,-138,-110,33,-2.15,-604,-2065
NIFTY,10:00,25,CSL20,ALLDTE,82,-252,-132,35,-3.66,-3896,-20624
NIFTY,10:00,25,CSL20,LIVEDTE,15,-138,-110,33,-2.15,-604,-2065
NIFTY,10:00,25,CSL25,ALLDTE,82,-250,-132,35,-3.65,-3896,-20490
NIFTY,10:00,25,CSL25,LIVEDTE,15,-138,-110,33,-2.15,-604,-2065
NIFTY,10:00,25,CSL30,ALLDTE,82,-250,-132,35,-3.65,-3896,-20490
NIFTY,10:00,25,CSL30,LIVEDTE,15,-138,-110,33,-2.15,-604,-2065
NIFTY,10:00,25,MOVE04,ALLDTE,82,-251,-132,35,-3.65,-3896,-20551
NIFTY,10:00,25,MOVE04,LIVEDTE,15,-138,-110,33,-2.15,-604,-2065
NIFTY,10:00,25,NOSTOP,ALLDTE,82,-250,-132,35,-3.65,-3896,-20490
NIFTY,10:00,25,NOSTOP,LIVEDTE,15,-138,-110,33,-2.15,-604,-2065
NIFTY,10:00,25,PERLEG30,ALLDTE,82,-268,-132,35,-3.93,-3068,-21942
NIFTY,10:00,25,PERLEG30,LIVEDTE,15,-229,-110,33,-1.74,-1946,-3430
NIFTY,10:00,25,RUP2500,ALLDTE,82,-238,-132,35,-3.87,-2947,-19541
NIFTY,10:00,25,RUP2500,LIVEDTE,15,-138,-110,33,-2.15,-604,-2065
NIFTY,10:00,30,CSL15,ALLDTE,82,-245,-107,38,-3.23,-3952,-20061
NIFTY,10:00,30,CSL15,LIVEDTE,15,-115,-100,33,-1.28,-1010,-1730
NIFTY,10:00,30,CSL20,ALLDTE,82,-245,-107,38,-3.25,-3851,-20119
NIFTY,10:00,30,CSL20,LIVEDTE,15,-115,-100,33,-1.28,-1010,-1730
NIFTY,10:00,30,CSL25,ALLDTE,82,-236,-107,38,-3.19,-3851,-19319
NIFTY,10:00,30,CSL25,LIVEDTE,15,-115,-100,33,-1.28,-1010,-1730
NIFTY,10:00,30,CSL30,ALLDTE,82,-236,-107,38,-3.19,-3851,-19319
NIFTY,10:00,30,CSL30,LIVEDTE,15,-115,-100,33,-1.28,-1010,-1730
NIFTY,10:00,30,MOVE04,ALLDTE,82,-245,-107,38,-3.26,-3896,-20050
NIFTY,10:00,30,MOVE04,LIVEDTE,15,-115,-100,33,-1.28,-1010,-1730
NIFTY,10:00,30,NOSTOP,ALLDTE,82,-236,-107,38,-3.19,-3851,-19319
NIFTY,10:00,30,NOSTOP,LIVEDTE,15,-115,-100,33,-1.28,-1010,-1730
NIFTY,10:00,30,PERLEG30,ALLDTE,82,-250,-115,37,-3.42,-3068,-20491
NIFTY,10:00,30,PERLEG30,LIVEDTE,15,-148,-100,33,-1.3,-1495,-2215
NIFTY,10:00,30,RUP2500,ALLDTE,82,-225,-107,38,-3.31,-2947,-18415
NIFTY,10:00,30,RUP2500,LIVEDTE,15,-115,-100,33,-1.28,-1010,-1730
NIFTY,10:00,35,CSL15,ALLDTE,82,-222,-48,39,-2.9,-3952,-18219
NIFTY,10:00,35,CSL15,LIVEDTE,15,-88,-35,40,-0.75,-1228,-1316
NIFTY,10:00,35,CSL20,ALLDTE,82,-219,-48,39,-2.95,-3565,-17952
NIFTY,10:00,35,CSL20,LIVEDTE,15,-88,-35,40,-0.75,-1228,-1316
NIFTY,10:00,35,CSL25,ALLDTE,82,-206,-48,39,-2.81,-3565,-16869
NIFTY,10:00,35,CSL25,LIVEDTE,15,-88,-35,40,-0.75,-1228,-1316
NIFTY,10:00,35,CSL30,ALLDTE,82,-206,-48,39,-2.81,-3565,-16869
NIFTY,10:00,35,CSL30,LIVEDTE,15,-88,-35,40,-0.75,-1228,-1316
NIFTY,10:00,35,MOVE04,ALLDTE,82,-217,-48,39,-2.82,-3896,-17818
NIFTY,10:00,35,MOVE04,LIVEDTE,15,-88,-35,40,-0.75,-1228,-1316
NIFTY,10:00,35,NOSTOP,ALLDTE,82,-206,-48,39,-2.81,-3565,-16869
NIFTY,10:00,35,NOSTOP,LIVEDTE,15,-88,-35,40,-0.75,-1228,-1316
NIFTY,10:00,35,PERLEG30,ALLDTE,82,-241,-88,38,-3.17,-3068,-19783
NIFTY,10:00,35,PERLEG30,LIVEDTE,15,-111,-35,40,-0.84,-1573,-1661
NIFTY,10:00,35,RUP2500,ALLDTE,82,-198,-48,39,-2.86,-2947,-16251
NIFTY,10:00,35,RUP2500,LIVEDTE,15,-88,-35,40,-0.75,-1228,-1316
NIFTY,10:00,40,CSL15,ALLDTE,82,-198,-46,40,-2.7,-3952,-16237
NIFTY,10:00,40,CSL15,LIVEDTE,15,-35,-19,47,-0.54,-747,-524
NIFTY,10:00,40,CSL20,ALLDTE,82,-195,-46,40,-2.75,-3549,-15993
NIFTY,10:00,40,CSL20,LIVEDTE,15,-35,-19,47,-0.54,-747,-524
NIFTY,10:00,40,CSL25,ALLDTE,82,-197,-46,40,-2.67,-3549,-16132
NIFTY,10:00,40,CSL25,LIVEDTE,15,-35,-19,47,-0.54,-747,-524
NIFTY,10:00,40,CSL30,ALLDTE,82,-197,-46,40,-2.67,-3549,-16132
NIFTY,10:00,40,CSL30,LIVEDTE,15,-35,-19,47,-0.54,-747,-524
NIFTY,10:00,40,MOVE04,ALLDTE,82,-220,-46,40,-2.85,-3896,-18027
NIFTY,10:00,40,MOVE04,LIVEDTE,15,-35,-19,47,-0.54,-747,-524
NIFTY,10:00,40,NOSTOP,ALLDTE,82,-192,-46,40,-2.67,-3549,-15746
NIFTY,10:00,40,NOSTOP,LIVEDTE,15,-35,-19,47,-0.54,-747,-524
NIFTY,10:00,40,PERLEG30,ALLDTE,82,-247,-64,38,-3.08,-3068,-20263
NIFTY,10:00,40,PERLEG30,LIVEDTE,15,-111,-19,47,-0.86,-1888,-1665
NIFTY,10:00,40,RUP2500,ALLDTE,82,-185,-46,40,-2.72,-2947,-15144
NIFTY,10:00,40,RUP2500,LIVEDTE,15,-35,-19,47,-0.54,-747,-524
NIFTY,10:00,45,CSL15,ALLDTE,82,-147,-52,43,-1.94,-3952,-12071
NIFTY,10:00,45,CSL15,LIVEDTE,15,-24,-55,47,-0.4,-572,-361
NIFTY,10:00,45,CSL20,ALLDTE,82,-142,-52,43,-1.98,-3292,-11606
NIFTY,10:00,45,CSL20,LIVEDTE,15,-24,-55,47,-0.4,-572,-361
NIFTY,10:00,45,CSL25,ALLDTE,82,-142,-52,43,-1.92,-3292,-11670
NIFTY,10:00,45,CSL25,LIVEDTE,15,-24,-55,47,-0.4,-572,-361
NIFTY,10:00,45,CSL30,ALLDTE,82,-142,-52,43,-1.92,-3292,-11670
NIFTY,10:00,45,CSL30,LIVEDTE,15,-24,-55,47,-0.4,-572,-361
NIFTY,10:00,45,MOVE04,ALLDTE,82,-172,-62,43,-2.2,-3896,-14111
NIFTY,10:00,45,MOVE04,LIVEDTE,15,-24,-55,47,-0.4,-572,-361
NIFTY,10:00,45,NOSTOP,ALLDTE,82,-130,-52,43,-1.84,-3292,-10647
NIFTY,10:00,45,NOSTOP,LIVEDTE,15,-24,-55,47,-0.4,-572,-361
NIFTY,10:00,45,PERLEG30,ALLDTE,82,-267,-86,40,-3.06,-3068,-21903
NIFTY,10:00,45,PERLEG30,LIVEDTE,15,-120,13,53,-0.8,-2177,-1801
NIFTY,10:00,45,RUP2500,ALLDTE,82,-126,-52,43,-1.84,-2947,-10302
NIFTY,10:00,45,RUP2500,LIVEDTE,15,-24,-55,47,-0.4,-572,-361
NIFTY,10:00,50,CSL15,ALLDTE,82,-150,-22,45,-1.9,-3952,-12296
NIFTY,10:00,50,CSL15,LIVEDTE,15,25,13,60,0.45,-458,376
NIFTY,10:00,50,CSL20,ALLDTE,82,-135,-22,45,-1.84,-3263,-11038
NIFTY,10:00,50,CSL20,LIVEDTE,15,25,13,60,0.45,-458,376
NIFTY,10:00,50,CSL25,ALLDTE,82,-129,-20,46,-1.7,-3263,-10563
NIFTY,10:00,50,CSL25,LIVEDTE,15,25,13,60,0.45,-458,376
NIFTY,10:00,50,CSL30,ALLDTE,82,-129,-20,46,-1.7,-3263,-10563
NIFTY,10:00,50,CSL30,LIVEDTE,15,25,13,60,0.45,-458,376
NIFTY,10:00,50,MOVE04,ALLDTE,82,-179,-22,45,-2.19,-3896,-14717
NIFTY,10:00,50,MOVE04,LIVEDTE,15,-20,13,60,-0.27,-757,-307
NIFTY,10:00,50,NOSTOP,ALLDTE,82,-115,-20,46,-1.61,-3263,-9458
NIFTY,10:00,50,NOSTOP,LIVEDTE,15,25,13,60,0.45,-458,376
NIFTY,10:00,50,PERLEG30,ALLDTE,82,-314,-66,41,-3.06,-4248,-25749
NIFTY,10:00,50,PERLEG30,LIVEDTE,15,-130,13,60,-0.79,-2350,-1943
NIFTY,10:00,50,RUP2500,ALLDTE,82,-111,-20,46,-1.61,-2947,-9142
NIFTY,10:00,50,RUP2500,LIVEDTE,15,25,13,60,0.45,-458,376
NIFTY,10:00,55,CSL15,ALLDTE,82,-130,-38,46,-1.59,-3952,-10627
NIFTY,10:00,55,CSL15,LIVEDTE,15,25,85,60,0.36,-637,376
NIFTY,10:00,55,CSL20,ALLDTE,82,-118,-38,46,-1.52,-3425,-9696
NIFTY,10:00,55,CSL20,LIVEDTE,15,25,85,60,0.36,-637,376
NIFTY,10:00,55,CSL25,ALLDTE,82,-107,-24,48,-1.33,-3425,-8740
NIFTY,10:00,55,CSL25,LIVEDTE,15,25,85,60,0.36,-637,376
NIFTY,10:00,55,CSL30,ALLDTE,82,-107,-24,48,-1.33,-3425,-8740
NIFTY,10:00,55,CSL30,LIVEDTE,15,25,85,60,0.36,-637,376
NIFTY,10:00,55,MOVE04,ALLDTE,82,-155,-38,46,-1.8,-3896,-12729
NIFTY,10:00,55,MOVE04,LIVEDTE,15,-33,72,53,-0.39,-757,-502
NIFTY,10:00,55,NOSTOP,ALLDTE,82,-102,-24,48,-1.3,-3425,-8382
NIFTY,10:00,55,NOSTOP,LIVEDTE,15,25,85,60,0.36,-637,376
NIFTY,10:00,55,PERLEG30,ALLDTE,82,-298,-80,40,-2.98,-3578,-24401
NIFTY,10:00,55,PERLEG30,LIVEDTE,15,-147,72,53,-0.89,-2285,-2212
NIFTY,10:00,55,RUP2500,ALLDTE,82,-96,-24,48,-1.27,-2947,-7904
NIFTY,10:00,55,RUP2500,LIVEDTE,15,25,85,60,0.36,-637,376
NIFTY,10:00,60,CSL15,ALLDTE,82,-131,5,50,-1.57,-3952,-10719
NIFTY,10:00,60,CSL15,LIVEDTE,15,86,160,60,1.18,-529,1284
NIFTY,10:00,60,CSL20,ALLDTE,82,-132,5,50,-1.6,-3549,-10820
NIFTY,10:00,60,CSL20,LIVEDTE,15,86,160,60,1.18,-529,1284
NIFTY,10:00,60,CSL25,ALLDTE,82,-119,24,51,-1.4,-3549,-9756
NIFTY,10:00,60,CSL25,LIVEDTE,15,86,160,60,1.18,-529,1284
NIFTY,10:00,60,CSL30,ALLDTE,82,-119,24,51,-1.4,-3549,-9756
NIFTY,10:00,60,CSL30,LIVEDTE,15,86,160,60,1.18,-529,1284
NIFTY,10:00,60,MOVE04,ALLDTE,82,-155,-8,49,-1.8,-3896,-12732
NIFTY,10:00,60,MOVE04,LIVEDTE,15,6,42,53,0.07,-757,91
NIFTY,10:00,60,NOSTOP,ALLDTE,82,-96,24,51,-1.21,-3549,-7910
NIFTY,10:00,60,NOSTOP,LIVEDTE,15,86,160,60,1.18,-529,1284
NIFTY,10:00,60,PERLEG30,ALLDTE,82,-236,-63,45,-2.28,-4329,-19321
NIFTY,10:00,60,PERLEG30,LIVEDTE,15,-133,42,53,-0.8,-2083,-1989
NIFTY,10:00,60,RUP2500,ALLDTE,82,-89,24,51,-1.17,-2947,-7308
NIFTY,10:00,60,RUP2500,LIVEDTE,15,86,160,60,1.18,-529,1284
NIFTY,10:00,65,CSL15,ALLDTE,82,-106,4,50,-1.23,-3952,-8684
NIFTY,10:00,65,CSL15,LIVEDTE,15,85,134,53,1.0,-458,1278
NIFTY,10:00,65,CSL20,ALLDTE,82,-103,4,50,-1.23,-3311,-8413
NIFTY,10:00,65,CSL20,LIVEDTE,15,85,134,53,1.0,-458,1278
NIFTY,10:00,65,CSL25,ALLDTE,82,-89,13,51,-1.03,-3311,-7294
NIFTY,10:00,65,CSL25,LIVEDTE,15,85,134,53,1.0,-458,1278
NIFTY,10:00,65,CSL30,ALLDTE,82,-89,13,51,-1.03,-3311,-7294
NIFTY,10:00,65,CSL30,LIVEDTE,15,85,134,53,1.0,-458,1278
NIFTY,10:00,65,MOVE04,ALLDTE,82,-151,-11,49,-1.75,-3896,-12384
NIFTY,10:00,65,MOVE04,LIVEDTE,15,-19,-3,47,-0.22,-757,-282
NIFTY,10:00,65,NOSTOP,ALLDTE,82,-49,13,51,-0.63,-3311,-3989
NIFTY,10:00,65,NOSTOP,LIVEDTE,15,85,134,53,1.0,-458,1278
NIFTY,10:00,65,PERLEG30,ALLDTE,82,-308,-140,43,-2.89,-4066,-25290
NIFTY,10:00,65,PERLEG30,LIVEDTE,15,-254,-3,47,-1.15,-2632,-3808
NIFTY,10:00,65,RUP2500,ALLDTE,82,-44,13,51,-0.59,-2947,-3625
NIFTY,10:00,65,RUP2500,LIVEDTE,15,85,134,53,1.0,-458,1278
SENSEX,09:16,20,CSL15,ALLDTE,81,-282,-112,37,-3.52,-2695,-22819
SENSEX,09:16,20,CSL15,LIVEDTE,34,-445,-300,32,-3.28,-2354,-15131
SENSEX,09:16,20,CSL20,ALLDTE,81,-259,-112,37,-3.39,-2840,-20951
SENSEX,09:16,20,CSL20,LIVEDTE,34,-433,-300,32,-3.1,-2840,-14736
SENSEX,09:16,20,CSL25,ALLDTE,81,-244,-112,37,-3.37,-2436,-19764
SENSEX,09:16,20,CSL25,LIVEDTE,34,-398,-300,32,-3.09,-2436,-13549
SENSEX,09:16,20,CSL30,ALLDTE,81,-244,-112,37,-3.37,-2436,-19764
SENSEX,09:16,20,CSL30,LIVEDTE,34,-398,-300,32,-3.09,-2436,-13549
SENSEX,09:16,20,MOVE04,ALLDTE,81,-260,-112,37,-3.38,-2840,-21053
SENSEX,09:16,20,MOVE04,LIVEDTE,34,-397,-272,32,-2.89,-2840,-13496
SENSEX,09:16,20,NOSTOP,ALLDTE,81,-244,-112,37,-3.37,-2436,-19764
SENSEX,09:16,20,NOSTOP,LIVEDTE,34,-398,-300,32,-3.09,-2436,-13549
SENSEX,09:16,20,PERLEG30,ALLDTE,81,-262,-145,36,-3.49,-2490,-21247
SENSEX,09:16,20,PERLEG30,LIVEDTE,34,-348,-294,32,-2.84,-2436,-11847
SENSEX,09:16,20,RUP2500,ALLDTE,81,-250,-112,37,-3.34,-2840,-20256
SENSEX,09:16,20,RUP2500,LIVEDTE,34,-413,-300,32,-3.04,-2840,-14041
SENSEX,09:16,25,CSL15,ALLDTE,81,-258,-166,42,-2.99,-2695,-20934
SENSEX,09:16,25,CSL15,LIVEDTE,34,-410,-170,35,-2.75,-2354,-13933
SENSEX,09:16,25,CSL20,ALLDTE,81,-214,-153,43,-2.65,-2840,-17356
SENSEX,09:16,25,CSL20,LIVEDTE,34,-364,-160,38,-2.43,-2840,-12363
SENSEX,09:16,25,CSL25,ALLDTE,81,-192,-153,43,-2.51,-2442,-15557
SENSEX,09:16,25,CSL25,LIVEDTE,34,-311,-160,38,-2.27,-2442,-10564
SENSEX,09:16,25,CSL30,ALLDTE,81,-192,-153,43,-2.51,-2442,-15557
SENSEX,09:16,25,CSL30,LIVEDTE,34,-311,-160,38,-2.27,-2442,-10564
SENSEX,09:16,25,MOVE04,ALLDTE,81,-235,-153,42,-2.81,-2840,-19066
SENSEX,09:16,25,MOVE04,LIVEDTE,34,-387,-160,35,-2.54,-2840,-13164
SENSEX,09:16,25,NOSTOP,ALLDTE,81,-192,-153,43,-2.51,-2442,-15557
SENSEX,09:16,25,NOSTOP,LIVEDTE,34,-311,-160,38,-2.27,-2442,-10564
SENSEX,09:16,25,PERLEG30,ALLDTE,81,-290,-254,40,-3.23,-3476,-23458
SENSEX,09:16,25,PERLEG30,LIVEDTE,34,-355,-386,35,-2.51,-2442,-12082
SENSEX,09:16,25,RUP2500,ALLDTE,81,-199,-153,43,-2.52,-2840,-16092
SENSEX,09:16,25,RUP2500,LIVEDTE,34,-326,-160,38,-2.26,-2840,-11099
SENSEX,09:16,30,CSL15,ALLDTE,81,-176,-12,48,-1.9,-2695,-14279
SENSEX,09:16,30,CSL15,LIVEDTE,34,-325,-120,41,-2.06,-2354,-11045
SENSEX,09:16,30,CSL20,ALLDTE,81,-152,-12,48,-1.7,-2840,-12319
SENSEX,09:16,30,CSL20,LIVEDTE,34,-322,-120,41,-2.01,-2840,-10942
SENSEX,09:16,30,CSL25,ALLDTE,81,-136,-12,48,-1.57,-2798,-11040
SENSEX,09:16,30,CSL25,LIVEDTE,34,-284,-120,41,-1.85,-2798,-9663
SENSEX,09:16,30,CSL30,ALLDTE,81,-136,-12,48,-1.57,-2798,-11040
SENSEX,09:16,30,CSL30,LIVEDTE,34,-284,-120,41,-1.85,-2798,-9663
SENSEX,09:16,30,MOVE04,ALLDTE,81,-182,-43,47,-2.0,-2840,-14759
SENSEX,09:16,30,MOVE04,LIVEDTE,34,-329,-92,41,-1.97,-2840,-11170
SENSEX,09:16,30,NOSTOP,ALLDTE,81,-136,-12,48,-1.57,-2798,-11040
SENSEX,09:16,30,NOSTOP,LIVEDTE,34,-284,-120,41,-1.85,-2798,-9663
SENSEX,09:16,30,PERLEG30,ALLDTE,81,-178,-74,46,-2.07,-2486,-14427
SENSEX,09:16,30,PERLEG30,LIVEDTE,34,-180,-173,41,-1.42,-2486,-6112
SENSEX,09:16,30,RUP2500,ALLDTE,81,-143,-12,48,-1.6,-2840,-11543
SENSEX,09:16,30,RUP2500,LIVEDTE,34,-299,-120,41,-1.87,-2840,-10150
SENSEX,09:16,35,CSL15,ALLDTE,81,-186,-15,49,-1.95,-2695,-15080
SENSEX,09:16,35,CSL15,LIVEDTE,34,-334,-192,44,-2.1,-2354,-11341
SENSEX,09:16,35,CSL20,ALLDTE,81,-175,-15,49,-1.84,-2980,-14209
SENSEX,09:16,35,CSL20,LIVEDTE,34,-355,-192,44,-2.1,-2840,-12072
SENSEX,09:16,35,CSL25,ALLDTE,81,-144,-15,49,-1.61,-2980,-11633
SENSEX,09:16,35,CSL25,LIVEDTE,34,-279,-192,44,-1.86,-2798,-9496
SENSEX,09:16,35,CSL30,ALLDTE,81,-149,-15,49,-1.64,-3248,-12083
SENSEX,09:16,35,CSL30,LIVEDTE,34,-293,-192,44,-1.87,-3248,-9946
SENSEX,09:16,35,MOVE04,ALLDTE,81,-186,-42,49,-1.96,-3363,-15070
SENSEX,09:16,35,MOVE04,LIVEDTE,34,-348,-104,44,-1.99,-3363,-11819
SENSEX,09:16,35,NOSTOP,ALLDTE,81,-151,-15,49,-1.64,-3363,-12198
SENSEX,09:16,35,NOSTOP,LIVEDTE,34,-296,-192,44,-1.86,-3363,-10061
SENSEX,09:16,35,PERLEG30,ALLDTE,81,-162,8,52,-1.77,-2484,-13141
SENSEX,09:16,35,PERLEG30,LIVEDTE,34,-212,5,53,-1.38,-2484,-7205
SENSEX,09:16,35,RUP2500,ALLDTE,81,-154,-15,49,-1.67,-2840,-12442
SENSEX,09:16,35,RUP2500,LIVEDTE,34,-309,-192,44,-1.91,-2840,-10495
SENSEX,09:16,40,CSL15,ALLDTE,81,-161,-52,48,-1.59,-2695,-13067
SENSEX,09:16,40,CSL15,LIVEDTE,34,-333,-282,41,-2.0,-2354,-11319
SENSEX,09:16,40,CSL20,ALLDTE,81,-154,-52,48,-1.51,-2840,-12508
SENSEX,09:16,40,CSL20,LIVEDTE,34,-379,-282,41,-2.1,-2840,-12894
SENSEX,09:16,40,CSL25,ALLDTE,81,-143,-52,48,-1.41,-2798,-11557
SENSEX,09:16,40,CSL25,LIVEDTE,34,-351,-282,41,-1.97,-2798,-11943
SENSEX,09:16,40,CSL30,ALLDTE,81,-148,-52,48,-1.44,-3248,-12007
SENSEX,09:16,40,CSL30,LIVEDTE,34,-364,-282,41,-1.98,-3248,-12393
SENSEX,09:16,40,MOVE04,ALLDTE,81,-152,-61,46,-1.55,-2919,-12297
SENSEX,09:16,40,MOVE04,LIVEDTE,34,-335,-180,41,-1.89,-2919,-11388
SENSEX,09:16,40,NOSTOP,ALLDTE,81,-144,-52,48,-1.42,-2919,-11678
SENSEX,09:16,40,NOSTOP,LIVEDTE,34,-355,-282,41,-1.97,-2919,-12064
SENSEX,09:16,40,PERLEG30,ALLDTE,81,-37,26,52,-0.42,-2898,-3023
SENSEX,09:16,40,PERLEG30,LIVEDTE,34,15,128,59,0.11,-2898,512
SENSEX,09:16,40,RUP2500,ALLDTE,81,-150,-52,48,-1.45,-2840,-12119
SENSEX,09:16,40,RUP2500,LIVEDTE,34,-363,-282,41,-1.99,-2840,-12347
SENSEX,09:16,45,CSL15,ALLDTE,81,-103,172,56,-0.95,-2695,-8348
SENSEX,09:16,45,CSL15,LIVEDTE,34,-258,126,53,-1.38,-2354,-8766
SENSEX,09:16,45,CSL20,ALLDTE,81,-72,172,56,-0.69,-2840,-5828
SENSEX,09:16,45,CSL20,LIVEDTE,34,-272,126,53,-1.39,-2840,-9235
SENSEX,09:16,45,CSL25,ALLDTE,81,-61,172,56,-0.59,-2798,-4947
SENSEX,09:16,45,CSL25,LIVEDTE,34,-246,126,53,-1.28,-2798,-8354
SENSEX,09:16,45,CSL30,ALLDTE,81,-81,172,56,-0.74,-3944,-6566
SENSEX,09:16,45,CSL30,LIVEDTE,34,-293,126,53,-1.38,-3944,-9973
SENSEX,09:16,45,MOVE04,ALLDTE,81,-106,101,53,-1.0,-3122,-8580
SENSEX,09:16,45,MOVE04,LIVEDTE,34,-277,126,53,-1.39,-3122,-9408
SENSEX,09:16,45,NOSTOP,ALLDTE,81,-65,172,56,-0.62,-3122,-5236
SENSEX,09:16,45,NOSTOP,LIVEDTE,34,-254,126,53,-1.3,-3122,-8643
SENSEX,09:16,45,PERLEG30,ALLDTE,81,-89,49,53,-0.85,-3466,-7228
SENSEX,09:16,45,PERLEG30,LIVEDTE,34,-94,66,56,-0.53,-3466,-3211
SENSEX,09:16,45,RUP2500,ALLDTE,81,-80,172,56,-0.74,-2840,-6460
SENSEX,09:16,45,RUP2500,LIVEDTE,34,-268,126,53,-1.35,-2840,-9098
SENSEX,09:16,50,CSL15,ALLDTE,81,-12,163,54,-0.11,-2695,-989
SENSEX,09:16,50,CSL15,LIVEDTE,34,-182,89,50,-0.96,-2354,-6202
SENSEX,09:16,50,CSL20,ALLDTE,81,17,163,54,0.16,-2840,1385
SENSEX,09:16,50,CSL20,LIVEDTE,34,-220,89,50,-1.08,-2840,-7495
SENSEX,09:16,50,CSL25,ALLDTE,81,28,163,54,0.27,-2798,2281
SENSEX,09:16,50,CSL25,LIVEDTE,34,-194,89,50,-0.97,-2798,-6599
SENSEX,09:16,50,CSL30,ALLDTE,81,8,163,54,0.07,-3944,662
SENSEX,09:16,50,CSL30,LIVEDTE,34,-242,89,50,-1.1,-3944,-8218
SENSEX,09:16,50,MOVE04,ALLDTE,81,-40,24,51,-0.36,-3287,-3216
SENSEX,09:16,50,MOVE04,LIVEDTE,34,-234,-14,47,-1.14,-3287,-7967
SENSEX,09:16,50,NOSTOP,ALLDTE,81,11,163,54,0.1,-3712,855
SENSEX,09:16,50,NOSTOP,LIVEDTE,34,-236,89,50,-1.08,-3712,-8025
SENSEX,09:16,50,PERLEG30,ALLDTE,81,-81,16,51,-0.74,-3466,-6571
SENSEX,09:16,50,PERLEG30,LIVEDTE,34,-137,0,50,-0.75,-3466,-4642
SENSEX,09:16,50,RUP2500,ALLDTE,81,-1,163,54,-0.01,-2840,-69
SENSEX,09:16,50,RUP2500,LIVEDTE,34,-223,89,50,-1.07,-2840,-7570
SENSEX,09:16,55,CSL15,ALLDTE,81,-21,178,57,-0.19,-2695,-1695
SENSEX,09:16,55,CSL15,LIVEDTE,34,-169,66,53,-0.88,-2354,-5753
SENSEX,09:16,55,CSL20,ALLDTE,81,0,178,57,0.0,-3346,2
SENSEX,09:16,55,CSL20,LIVEDTE,34,-224,66,53,-1.05,-3346,-7613
SENSEX,09:16,55,CSL25,ALLDTE,81,6,178,57,0.06,-3442,493
SENSEX,09:16,55,CSL25,LIVEDTE,34,-209,66,53,-0.97,-3442,-7122
