signal,outcome,horizon,is_placebo,ic_raw,t_raw,ic_partial,t_partial,stable_partial,ic_shuffled,abs_partial,placebo_ceiling,pct_raw_surviving,alive,n_raw,ic_partial_NIFTY,ic_partial_SENSEX,ic_raw_NIFTY,ic_raw_SENSEX,ic_shuffled_NIFTY,ic_shuffled_SENSEX,n_partial,n_shuffled,stable_raw,stable_shuffled,t_shuffled
pcr_oi_atm5,fdprem,15,0,0.0134,0.95,-0.0077,-0.58,0,0.0043,0.0077,0.0481,57.5,0,162,0.0031,-0.0185,0.0204,0.0063,0.0073,0.0013,162,156,0,0,0.29
pcr_oi_atm5,fdprem_n,15,0,0.0134,0.95,-0.0077,-0.58,0,0.0043,0.0077,0.0481,57.5,0,162,0.0031,-0.0185,0.0204,0.0063,0.0073,0.0013,162,156,0,0,0.29
dist_wall_pe,fabs,5,0,0.0369,4.27,0.0076,1.04,0,-0.006,0.0076,0.0092,20.6,0,162,-0.0026,0.0178,0.0247,0.049,-0.0059,-0.0061,162,156,0,0,-0.73
mp_dev,fret,15,0,0.174,10.3,-0.0075,-0.55,0,-0.0011,0.0075,0.0198,4.3,0,162,0.0078,-0.0228,0.1601,0.1879,0.0141,-0.0164,162,156,0,0,-0.08
dist_wall_ce,fret,30,0,0.2557,11.7,-0.0075,-0.46,0,0.0117,0.0075,0.0092,2.9,0,162,-0.0242,0.0092,0.2679,0.2435,-0.0186,0.0421,162,156,1,0,0.53
mp_dev,fret,60,0,0.2862,12.18,-0.0074,-0.38,0,-0.017,0.0074,0.0047,2.6,0,162,0.0033,-0.0181,0.2624,0.31,0.0067,-0.0407,162,156,0,0,-0.7
dist_wall_ce,fabs,60,0,-0.0085,-0.4,-0.0074,-0.52,0,0.0452,0.0074,0.0261,87.1,0,162,-0.0065,-0.0082,-0.0245,0.0074,0.0528,0.0375,162,156,0,0,1.96
doi_pe_30,fdprem,15,0,-0.0018,-0.11,-0.0074,-0.46,0,0.0169,0.0074,0.0481,411.1,0,162,0.0089,-0.0238,0.0034,-0.007,0.0221,0.0117,162,156,0,0,1.12
doi_net_15,fdprem,15,0,-0.0196,-1.44,-0.0074,-0.71,0,0.0181,0.0074,0.0481,37.8,0,162,-0.0041,-0.0107,-0.0267,-0.0125,0.0155,0.0208,162,156,0,0,1.28
doi_pe_30,fdprem_n,15,0,-0.0018,-0.11,-0.0074,-0.46,0,0.0169,0.0074,0.0481,411.1,0,162,0.0089,-0.0238,0.0034,-0.007,0.0221,0.0117,162,156,0,0,1.12
doi_net_15,fdprem_n,15,0,-0.0196,-1.44,-0.0074,-0.71,0,0.0181,0.0074,0.0481,37.8,0,162,-0.0041,-0.0107,-0.0267,-0.0125,0.0155,0.0208,162,156,0,0,1.28
dist_wall_ce,fdprem,5,0,0.0087,0.77,-0.0073,-0.84,0,0.005,0.0073,0.0159,83.9,0,162,-0.0106,-0.0041,0.0074,0.01,-0.006,0.016,162,156,0,0,0.56
d_pcr_oi_atm5_15,fdprem,30,0,-0.0074,-0.66,-0.0073,-0.69,0,0.0118,0.0073,0.0491,98.6,0,162,0.0048,-0.0194,0.0055,-0.0204,0.0196,0.0039,162,156,0,0,0.92
dist_wall_ce,fdprem_n,5,0,0.0087,0.77,-0.0073,-0.84,0,0.005,0.0073,0.0159,83.9,0,162,-0.0106,-0.0041,0.0074,0.01,-0.006,0.016,162,156,0,0,0.56
d_pcr_oi_atm5_15,fdprem_n,30,0,-0.0074,-0.66,-0.0073,-0.69,0,0.0118,0.0073,0.0491,98.6,0,162,0.0048,-0.0194,0.0055,-0.0204,0.0196,0.0039,162,156,0,0,0.92
pcr_oi_all,fdprem,15,0,-0.0337,-1.92,-0.0072,-0.47,0,-0.0014,0.0072,0.0481,21.4,0,162,-0.0218,0.0075,-0.0374,-0.03,0.0048,-0.0075,162,156,0,0,-0.08
doi_pe_15,fdprem,30,0,-0.0123,-0.67,-0.0072,-0.53,0,0.0284,0.0072,0.0491,58.5,0,162,0.0052,-0.0196,-0.0102,-0.0143,0.0299,0.027,162,156,0,0,1.56
pcr_oi_all,fdprem_n,15,0,-0.0337,-1.92,-0.0072,-0.47,0,-0.0014,0.0072,0.0481,21.4,0,162,-0.0218,0.0075,-0.0374,-0.03,0.0048,-0.0075,162,156,0,0,-0.08
doi_pe_15,fdprem_n,30,0,-0.0123,-0.67,-0.0072,-0.53,0,0.0284,0.0072,0.0491,58.5,0,162,0.0052,-0.0196,-0.0102,-0.0143,0.0299,0.027,162,156,0,0,1.56
d_prem_15,fret,30,0,-0.0005,-0.03,0.0071,0.44,0,-0.0011,0.0071,0.0092,1420.0,0,162,-0.005,0.0192,-0.0075,0.0064,0.0135,-0.0156,162,156,0,0,-0.07
doi_net_15,fret,60,0,-0.0979,-5.16,0.0071,0.5,0,0.0355,0.0071,0.0047,7.3,0,162,-0.0025,0.0167,-0.1006,-0.0952,0.0417,0.0293,162,156,0,0,1.59
wall_squeeze,fabs,15,0,-0.0052,-0.36,-0.0071,-0.6,0,0.0198,0.0071,0.0046,136.5,0,153,0.0057,-0.0203,0.0125,-0.0237,0.0338,0.0043,153,137,0,0,1.22
pcr_oi_atm5,fdprem,30,0,0.0123,0.65,-0.0071,-0.45,0,-0.0008,0.0071,0.0491,57.7,0,162,0.0075,-0.0217,0.0188,0.0059,-0.0,-0.0016,162,156,0,0,-0.04
pcr_oi_atm5,fdprem_n,30,0,0.0123,0.65,-0.0071,-0.45,0,-0.0008,0.0071,0.0491,57.7,0,162,0.0075,-0.0217,0.0188,0.0059,-0.0,-0.0016,162,156,0,0,-0.04
pcr_oi_atm5,fret,15,0,-0.0737,-5.37,0.007,0.57,0,0.0418,0.007,0.0198,9.5,0,162,0.0094,0.0046,-0.1062,-0.0412,0.044,0.0396,162,156,0,0,2.85
doi_atm_15,fret,30,0,0.0001,0.01,-0.0069,-0.55,0,0.0117,0.0069,0.0092,6900.0,0,162,-0.0087,-0.005,0.012,-0.0118,0.0057,0.0178,162,156,0,0,0.79
mp_drift_30,fabs,15,0,-0.015,-1.31,-0.0068,-0.62,0,0.0112,0.0068,0.0046,45.3,0,160,-0.0176,0.0037,-0.0292,-0.0012,0.0001,0.0219,160,152,0,0,0.88
wall_squeeze,fdprem,30,0,0.0291,1.12,0.0068,0.33,0,-0.0122,0.0068,0.0491,23.4,0,151,0.0021,0.0115,0.0277,0.0305,-0.0072,-0.0176,151,135,0,0,-0.51
wall_squeeze,fdprem_n,30,0,0.0291,1.12,0.0068,0.33,0,-0.0122,0.0068,0.0491,23.4,0,151,0.0021,0.0115,0.0277,0.0305,-0.0072,-0.0176,151,135,0,0,-0.51
placebo_noise,fabs,30,1,-0.0116,-0.64,-0.0067,-0.4,0,0.0104,0.0067,0.0067,57.8,0,162,-0.0108,-0.0026,-0.0118,-0.0114,0.0122,0.0086,162,162,0,0,0.58
d_atm_iv_15,fret,15,0,0.0019,0.14,0.0066,0.41,0,0.0264,0.0066,0.0198,347.4,0,128,-0.0082,0.0214,-0.025,0.0288,0.0294,0.0231,128,92,0,0,1.44
pcr_oi_atm5,fret,60,0,-0.1498,-6.24,-0.0065,-0.41,0,0.0596,0.0065,0.0047,4.3,0,162,-0.0128,-0.0002,-0.1911,-0.1085,0.0658,0.0535,162,156,0,0,2.14
d_pcr_oi_atm5_15,fabs,30,0,-0.0096,-0.78,0.0065,0.6,0,0.0082,0.0065,0.0067,67.7,0,162,0.0064,0.0065,-0.0013,-0.0179,0.0009,0.0155,162,156,0,0,0.75
pcr_oi_atm5,fret,30,0,-0.1145,-6.28,-0.0064,-0.42,0,0.0433,0.0064,0.0092,5.6,0,162,-0.0112,-0.0015,-0.1609,-0.068,0.0468,0.0398,162,156,0,0,2.06
doi_pe_15,fdprem,15,0,-0.0053,-0.37,0.0064,0.51,0,0.0197,0.0064,0.0481,120.8,0,162,0.0133,-0.0004,-0.0132,0.0026,0.018,0.0214,162,156,0,0,1.35
doi_pe_15,fdprem_n,15,0,-0.0053,-0.37,0.0064,0.51,0,0.0197,0.0064,0.0481,120.8,0,162,0.0133,-0.0004,-0.0132,0.0026,0.018,0.0214,162,156,0,0,1.35
doi_wing_15,fdprem,30,0,-0.0154,-0.94,-0.0063,-0.48,0,0.0031,0.0063,0.0491,40.9,0,162,0.0153,-0.0279,0.0044,-0.0353,-0.0076,0.0137,162,156,0,0,0.2
doi_wing_15,fdprem_n,30,0,-0.0154,-0.94,-0.0063,-0.48,0,0.0031,0.0063,0.0491,40.9,0,162,0.0153,-0.0279,0.0044,-0.0353,-0.0076,0.0137,162,156,0,0,0.2
doi_ce_30,fabs,5,0,0.0213,2.68,-0.0062,-0.89,0,0.0031,0.0062,0.0092,29.1,0,162,-0.0099,-0.0026,0.0187,0.0239,-0.0014,0.0076,162,156,0,0,0.37
doi_net_15,fabs,5,0,-0.0183,-2.1,-0.0062,-0.87,0,0.0193,0.0062,0.0092,33.9,0,162,-0.0081,-0.0043,-0.0189,-0.0177,0.0185,0.0201,162,156,0,0,2.34
pcr_oi_all,fabs,15,0,-0.0519,-3.37,-0.0062,-0.51,0,0.0057,0.0062,0.0046,11.9,0,162,0.0104,-0.0227,-0.0374,-0.0665,0.0011,0.0103,162,156,0,0,0.4
pcr_oi_atm10,fabs,15,0,-0.0203,-1.5,0.0062,0.54,0,0.0142,0.0062,0.0046,30.5,0,162,0.0083,0.0041,-0.0123,-0.0283,0.0006,0.0277,162,156,0,0,1.05
doi_pe_5,fabs,30,0,-0.0181,-1.6,-0.0062,-0.69,0,0.0052,0.0062,0.0067,34.3,0,162,-0.0009,-0.0115,-0.0136,-0.0227,0.0077,0.0028,162,156,0,0,0.41
doi_ce_15,fdprem,5,0,0.0124,1.4,0.0061,0.62,0,0.0046,0.0061,0.0159,49.2,0,162,0.0183,-0.0061,0.0243,0.0005,0.0074,0.0018,162,156,0,0,0.55
doi_ce_15,fdprem_n,5,0,0.0124,1.4,0.0061,0.62,0,0.0046,0.0061,0.0159,49.2,0,162,0.0183,-0.0061,0.0243,0.0005,0.0074,0.0018,162,156,0,0,0.55
pcr_vol_atm5,fret,30,0,0.3071,15.58,0.006,0.34,0,-0.0322,0.006,0.0092,2.0,0,162,0.0092,0.0028,0.2977,0.3165,-0.0285,-0.0358,162,156,1,0,-1.47
mp_drift_15,fabs,15,0,-0.0049,-0.45,-0.006,-0.56,0,0.0039,0.006,0.0046,122.4,0,158,-0.0177,0.0054,-0.0168,0.0067,0.0033,0.0044,158,147,0,0,0.33
dist_wall_pe,fdprem,5,0,0.0358,3.26,0.006,0.61,0,0.0072,0.006,0.0159,16.8,0,162,0.0058,0.0063,0.0452,0.0264,0.006,0.0085,162,156,0,0,0.82
dist_wall_pe,fdprem_n,5,0,0.0358,3.26,0.006,0.61,0,0.0072,0.006,0.0159,16.8,0,162,0.0058,0.0063,0.0452,0.0264,0.006,0.0085,162,156,0,0,0.82
dist_wall_ce,fabs,5,0,0.0157,1.59,-0.0059,-0.98,0,0.008,0.0059,0.0092,37.6,0,162,-0.0024,-0.0095,0.0226,0.0088,0.0062,0.0097,162,156,0,0,0.86
doi_ce_15,fdprem,15,0,0.0158,1.14,0.0059,0.5,0,-0.0162,0.0059,0.0481,37.3,0,162,0.0133,-0.0015,0.03,0.0016,-0.011,-0.0213,162,156,0,0,-1.18
doi_ce_15,fdprem_n,15,0,0.0158,1.14,0.0059,0.5,0,-0.0162,0.0059,0.0481,37.3,0,162,0.0133,-0.0015,0.03,0.0016,-0.011,-0.0213,162,156,0,0,-1.18
wall_squeeze,fret,30,0,0.2374,10.13,-0.0058,-0.29,0,0.0078,0.0058,0.0092,2.4,0,151,-0.028,0.0166,0.2485,0.2262,0.0133,0.0018,151,135,1,0,0.33
placebo_negspot,fabs,60,1,0.0119,0.48,0.0058,3.13,0,0.0227,0.0058,0.0261,48.7,0,162,0.0062,0.0054,0.0041,0.0196,0.024,0.0213,162,156,0,0,0.9
pcr_oi_atm10,fdprem,5,0,0.0001,0.02,-0.0058,-0.55,0,0.0012,0.0058,0.0159,5800.0,0,162,0.0056,-0.0171,0.0047,-0.0045,0.0061,-0.0037,162,156,0,0,0.13
pcr_oi_atm10,fdprem_n,5,0,0.0001,0.02,-0.0058,-0.55,0,0.0012,0.0058,0.0159,5800.0,0,162,0.0056,-0.0171,0.0047,-0.0045,0.0061,-0.0037,162,156,0,0,0.13
d_atm_iv_15,fret,30,0,0.0047,0.28,0.0057,0.34,0,0.0062,0.0057,0.0092,121.3,0,128,0.0009,0.0104,-0.0185,0.0279,-0.0006,0.0137,128,92,0,0,0.32
doi_atm_15,fret,15,0,0.0057,0.36,-0.0056,-0.45,0,0.001,0.0056,0.0198,98.2,0,162,-0.0064,-0.0049,0.0133,-0.0018,-0.0047,0.0066,162,156,0,0,0.07
doi_ce_15,fabs,30,0,-0.0049,-0.32,-0.0056,-0.46,0,-0.0169,0.0056,0.0067,114.3,0,162,-0.0066,-0.0046,-0.0014,-0.0085,-0.0235,-0.0103,162,156,0,0,-1.08
pcr_oi_all,fabs,5,0,-0.0402,-3.91,-0.0055,-0.67,0,0.006,0.0055,0.0092,13.7,0,162,0.0009,-0.0119,-0.0364,-0.0441,0.0016,0.0104,162,156,0,0,0.7
skew,fdprem,15,0,0.0272,1.79,0.0055,0.32,0,0.0254,0.0055,0.0481,20.2,0,128,0.0164,-0.0054,0.0315,0.0228,0.0418,0.0076,128,92,0,0,1.22
skew,fdprem_n,15,0,0.0272,1.79,0.0055,0.32,0,0.0254,0.0055,0.0481,20.2,0,128,0.0164,-0.0054,0.0315,0.0228,0.0418,0.0076,128,92,0,0,1.22
d_pcr_oi_atm5_15,fabs,15,0,-0.002,-0.22,0.005,0.61,0,0.0206,0.005,0.0046,250.0,0,162,0.0025,0.0075,0.0005,-0.0046,0.0182,0.023,162,156,0,0,2.14
doi_net_15,fabs,30,0,-0.0069,-0.44,0.0049,0.39,0,0.0163,0.0049,0.0067,71.0,0,162,0.0132,-0.0033,-0.0046,-0.0091,0.0171,0.0155,162,156,0,0,1.01
placebo_prem,fdprem,30,1,-0.3398,-17.86,-0.0049,-1.97,0,0.011,0.0049,0.0491,1.4,0,162,-0.0057,-0.004,-0.3385,-0.3411,-0.0069,0.0289,162,156,1,0,0.48
placebo_prem,fdprem_n,30,1,-0.3398,-17.86,-0.0049,-1.97,0,0.011,0.0049,0.0491,1.4,0,162,-0.0057,-0.004,-0.3385,-0.3411,-0.0069,0.0289,162,156,1,0,0.48
placebo_time,fret,30,1,-0.0532,-2.11,0.0048,1.49,0,-0.0508,0.0048,0.0092,9.0,0,162,0.0031,0.0065,-0.0533,-0.0532,-0.0509,-0.0508,162,162,0,0,-2.01
mp_dev,fdprem,5,0,0.0202,1.97,0.0048,0.44,0,0.0003,0.0048,0.0159,23.8,0,162,0.0191,-0.0096,0.028,0.0123,-0.0071,0.0076,162,156,0,0,0.03
d_atm_iv_15,fdprem,5,0,-0.0481,-5.09,0.0048,0.46,0,0.0088,0.0048,0.0159,10.0,0,128,0.0077,0.0018,-0.0452,-0.051,0.0141,0.0029,128,92,0,0,0.75
mp_dev,fdprem_n,5,0,0.0202,1.97,0.0048,0.44,0,0.0003,0.0048,0.0159,23.8,0,162,0.0191,-0.0096,0.028,0.0123,-0.0071,0.0076,162,156,0,0,0.03
d_atm_iv_15,fdprem_n,5,0,-0.0481,-5.09,0.0048,0.46,0,0.0088,0.0048,0.0159,10.0,0,128,0.0077,0.0018,-0.0452,-0.051,0.0141,0.0029,128,92,0,0,0.75
placebo_noise,fret,60,1,-0.0528,-2.08,0.0047,0.2,0,-0.0868,0.0047,0.0047,8.9,0,162,0.0095,-0.0,-0.0513,-0.0542,-0.0885,-0.0851,162,162,0,1,-2.99
doi_ce_5,fabs,60,0,-0.0088,-0.63,-0.0047,-0.44,0,0.0022,0.0047,0.0261,53.4,0,162,-0.0032,-0.0063,-0.0064,-0.0112,-0.002,0.0064,162,156,0,0,0.14
mp_drift_30,fret,30,0,-0.0477,-2.51,0.0046,0.27,0,0.0383,0.0046,0.0092,9.6,0,160,0.009,0.0002,-0.0527,-0.0429,0.0136,0.0618,160,152,0,0,1.89
mp_dev,fabs,15,0,0.0281,2.09,-0.0046,-0.41,0,-0.025,0.0046,0.0046,16.4,0,162,-0.0207,0.0116,0.0248,0.0314,-0.027,-0.0231,162,156,0,0,-2.16
placebo_noise,fabs,15,1,0.0075,0.55,0.0046,0.37,0,-0.0095,0.0046,0.0046,61.3,0,162,0.0061,0.0032,0.0111,0.0039,-0.0085,-0.0105,162,162,0,0,-0.76
pcr_oi_atm5,fdprem,5,0,0.0087,1.06,-0.0046,-0.46,0,-0.0014,0.0046,0.0159,52.9,0,162,0.0067,-0.0159,0.0137,0.0037,0.0076,-0.0103,162,156,0,0,-0.15
wall_squeeze,fdprem,15,0,0.0104,0.54,-0.0046,-0.28,0,-0.0052,0.0046,0.0481,44.2,0,153,-0.015,0.0063,0.0065,0.0145,-0.0115,0.0018,153,137,0,0,-0.31
pcr_oi_all,fdprem,30,0,-0.0454,-1.86,-0.0046,-0.27,0,-0.0088,0.0046,0.0491,10.1,0,162,-0.0134,0.0041,-0.0445,-0.0463,-0.006,-0.0117,162,156,0,0,-0.35
pcr_oi_atm5,fdprem_n,5,0,0.0087,1.06,-0.0046,-0.46,0,-0.0014,0.0046,0.0159,52.9,0,162,0.0067,-0.0159,0.0137,0.0037,0.0076,-0.0103,162,156,0,0,-0.15
wall_squeeze,fdprem_n,15,0,0.0104,0.54,-0.0046,-0.28,0,-0.0052,0.0046,0.0481,44.2,0,153,-0.015,0.0063,0.0065,0.0145,-0.0115,0.0018,153,137,0,0,-0.31
pcr_oi_all,fdprem_n,30,0,-0.0454,-1.86,-0.0046,-0.27,0,-0.0088,0.0046,0.0491,10.1,0,162,-0.0134,0.0041,-0.0445,-0.0463,-0.006,-0.0117,162,156,0,0,-0.35
pcr_oi_atm10,fabs,5,0,-0.016,-1.69,0.0045,0.58,0,0.0033,0.0045,0.0092,28.1,0,162,0.0079,0.0011,-0.0107,-0.0212,-0.0011,0.0077,162,156,0,0,0.38
d_pcr_oi_all_15,fabs,5,0,-0.0174,-2.01,-0.0045,-0.62,0,0.022,0.0045,0.0092,25.9,0,162,-0.0058,-0.0032,-0.0178,-0.017,0.0206,0.0233,162,156,0,0,2.65
doi_pe_5,fdprem,15,0,-0.0063,-0.56,0.0045,0.51,0,0.0012,0.0045,0.0481,71.4,0,162,0.0065,0.0025,-0.0182,0.0056,-0.0007,0.0031,162,156,0,0,0.09
doi_pe_5,fdprem_n,15,0,-0.0063,-0.56,0.0045,0.51,0,0.0012,0.0045,0.0481,71.4,0,162,0.0065,0.0025,-0.0182,0.0056,-0.0007,0.0031,162,156,0,0,0.09
doi_wing_15,fabs,60,0,-0.0457,-2.82,0.0044,0.3,0,-0.0149,0.0044,0.0261,9.6,0,162,-0.0079,0.0168,-0.0345,-0.0569,-0.0364,0.0065,162,156,0,0,-0.96
pcr_vol_atm5,fret,5,0,0.162,17.16,0.0043,0.4,0,-0.0104,0.0043,0.0107,2.7,0,162,0.019,-0.0105,0.1603,0.1637,-0.0081,-0.0128,162,156,1,0,-1.06
pcr_vol_all,fdprem,60,0,0.0289,0.86,0.0042,0.19,0,0.0197,0.0042,0.0129,14.5,0,162,0.0169,-0.0086,0.0452,0.0126,0.0063,0.033,162,156,0,0,0.57
pcr_vol_all,fdprem_n,60,0,0.0289,0.86,0.0042,0.19,0,0.0197,0.0042,0.0129,14.5,0,162,0.0169,-0.0086,0.0452,0.0126,0.0063,0.033,162,156,0,0,0.57
placebo_time,fret,60,1,-0.0483,-1.39,-0.0041,-1.36,0,-0.0452,0.0041,0.0047,8.5,0,162,-0.0036,-0.0045,-0.0456,-0.0511,-0.0419,-0.0486,162,162,0,0,-1.29
dist_wall_ce,fabs,15,0,0.0107,0.78,0.0041,0.42,0,0.0134,0.0041,0.0046,38.3,0,162,0.0188,-0.0106,0.024,-0.0027,0.026,0.0008,162,156,0,0,0.94
placebo_negspot,fabs,30,1,0.0551,2.69,0.0041,1.91,0,0.0049,0.0041,0.0067,7.4,0,162,0.0034,0.0047,0.0559,0.0544,0.0061,0.0036,162,156,0,0,0.25
d_pcr_oi_all_15,fdprem,5,0,-0.0124,-1.41,0.0041,0.47,0,-0.0005,0.0041,0.0159,33.1,0,162,-0.0032,0.0113,-0.0207,-0.004,-0.0023,0.0013,162,156,0,0,-0.06
d_pcr_oi_all_15,fdprem_n,5,0,-0.0124,-1.41,0.0041,0.47,0,-0.0005,0.0041,0.0159,33.1,0,162,-0.0032,0.0113,-0.0207,-0.004,-0.0023,0.0013,162,156,0,0,-0.06
pcr_oi_atm10,fret,30,0,-0.1665,-9.56,0.004,0.25,0,0.0303,0.004,0.0092,2.4,0,162,-0.0077,0.0157,-0.2032,-0.1298,0.0294,0.0312,162,156,1,0,1.34
doi_wing_15,fabs,5,0,0.0048,0.71,-0.004,-0.61,0,0.0186,0.004,0.0092,83.3,0,162,-0.0022,-0.0059,0.0002,0.0094,0.0233,0.0138,162,156,0,0,2.24
d_pcr_oi_atm5_15,fabs,60,0,-0.0171,-1.32,0.004,0.35,0,-0.0048,0.004,0.0261,23.4,0,162,0.0112,-0.0031,-0.01,-0.0242,-0.0044,-0.0052,162,156,0,0,-0.42
placebo_time,fret,5,1,-0.0256,-2.38,0.0039,1.8,0,-0.0265,0.0039,0.0107,15.2,0,162,0.0049,0.0029,-0.0276,-0.0235,-0.0285,-0.0244,162,162,0,0,-2.5
doi_ce_5,fabs,15,0,0.0006,0.05,0.0038,0.45,0,-0.0196,0.0038,0.0046,633.3,0,162,0.0002,0.0073,-0.0021,0.0032,-0.0256,-0.0136,162,156,0,0,-2.23
placebo_negspot,fabs,15,1,0.05,3.31,0.0038,1.88,0,-0.0064,0.0038,0.0046,7.6,0,162,0.0038,0.0038,0.0507,0.0493,-0.0004,-0.0125,162,156,0,0,-0.46
doi_atm_15,fdprem,5,0,0.0091,1.05,-0.0038,-0.46,0,0.0212,0.0038,0.0159,41.8,0,162,0.0009,-0.0084,0.008,0.0101,0.0131,0.0294,162,156,0,0,2.47
dist_wall_ce,fdprem,15,0,0.019,1.02,-0.0038,-0.28,0,-0.0009,0.0038,0.0481,20.0,0,162,-0.0176,0.0101,0.0164,0.0216,-0.0074,0.0056,162,156,0,0,-0.06
doi_atm_15,fdprem_n,5,0,0.0091,1.05,-0.0038,-0.46,0,0.0212,0.0038,0.0159,41.8,0,162,0.0009,-0.0084,0.008,0.0101,0.0131,0.0294,162,156,0,0,2.47
dist_wall_ce,fdprem_n,15,0,0.019,1.02,-0.0038,-0.28,0,-0.0009,0.0038,0.0481,20.0,0,162,-0.0176,0.0101,0.0164,0.0216,-0.0074,0.0056,162,156,0,0,-0.06
mp_drift_15,fabs,60,0,-0.0009,-0.06,0.0037,0.26,0,0.0065,0.0037,0.0261,411.1,0,157,0.0094,-0.0018,0.0081,-0.0097,0.0286,-0.0145,157,146,0,0,0.41
doi_pe_15,fret,30,0,-0.0251,-1.45,0.0035,0.27,0,0.0358,0.0035,0.0092,13.9,0,162,0.0087,-0.0017,-0.024,-0.0263,0.0369,0.0347,162,156,0,0,1.83
placebo_time,fabs,5,1,-0.0172,-1.8,-0.0035,-2.17,0,-0.021,0.0035,0.0092,20.3,0,162,-0.0053,-0.0016,-0.0147,-0.0197,-0.0176,-0.0245,162,162,0,0,-2.22
dist_wall_ce,fdprem,30,0,0.035,1.41,0.0035,0.22,0,-0.0097,0.0035,0.0491,10.0,0,162,-0.001,0.0079,0.0346,0.0354,-0.0127,-0.0067,162,156,0,0,-0.45
dist_wall_ce,fdprem_n,30,0,0.035,1.41,0.0035,0.22,0,-0.0097,0.0035,0.0491,10.0,0,162,-0.001,0.0079,0.0346,0.0354,-0.0127,-0.0067,162,156,0,0,-0.45
placebo_time,fabs,30,1,-0.002,-0.1,-0.0034,-1.51,0,-0.0045,0.0034,0.0067,170.0,0,162,0.0001,-0.0068,0.0006,-0.0045,-0.0011,-0.0079,162,162,0,0,-0.23
doi_ce_5,fdprem,5,0,0.0065,0.76,0.0034,0.4,0,0.015,0.0034,0.0159,52.3,0,162,0.0084,-0.0016,0.0155,-0.0025,0.0143,0.0158,162,156,0,0,1.9
doi_ce_5,fdprem_n,5,0,0.0065,0.76,0.0034,0.4,0,0.015,0.0034,0.0159,52.3,0,162,0.0084,-0.0016,0.0155,-0.0025,0.0143,0.0158,162,156,0,0,1.9
doi_wing_15,fret,5,0,0.01,1.17,-0.0033,-0.45,0,0.0213,0.0033,0.0107,33.0,0,162,-0.0099,0.0033,0.0129,0.0071,0.0158,0.0267,162,156,0,0,2.43
placebo_negspot,fret,15,1,0.3137,21.47,-0.0033,-1.53,0,0.0055,0.0033,0.0198,1.1,0,162,0.0008,-0.0075,0.3138,0.3136,0.0081,0.0029,162,156,1,0,0.33
mp_drift_15,fdprem,5,0,0.0048,0.54,0.0033,0.35,0,-0.0076,0.0033,0.0159,68.8,0,158,0.0082,-0.0015,0.0134,-0.0037,-0.0242,0.0084,158,147,0,0,-0.94
mp_drift_15,fdprem_n,5,0,0.0048,0.54,0.0033,0.35,0,-0.0076,0.0033,0.0159,68.8,0,158,0.0082,-0.0015,0.0134,-0.0037,-0.0242,0.0084,158,147,0,0,-0.94
placebo_prem,fret,15,1,0.0015,0.06,0.0032,1.27,0,0.0477,0.0032,0.0198,213.3,0,162,0.0035,0.003,-0.0,0.003,0.0621,0.0333,162,156,0,0,2.53
mp_dev,fabs,30,0,0.0349,1.9,0.0032,0.21,0,0.0097,0.0032,0.0067,9.2,0,162,-0.0113,0.0178,0.0345,0.0353,0.0107,0.0087,162,156,0,0,0.6
d_prem_15,fabs,5,0,-0.007,-0.92,0.0031,0.5,0,0.0105,0.0031,0.0092,44.3,0,162,0.0068,-0.0006,-0.0023,-0.0117,0.0179,0.0031,162,156,0,0,1.36
doi_wing_15,fdprem,5,0,-0.0058,-0.72,-0.0031,-0.4,0,0.006,0.0031,0.0159,53.4,0,162,-0.0004,-0.0059,-0.0009,-0.0108,0.0108,0.0012,162,156,0,0,0.72
d_pcr_oi_all_15,fdprem,15,0,-0.0236,-1.71,-0.0031,-0.29,0,0.0181,0.0031,0.0481,13.1,0,162,-0.0001,-0.0061,-0.0309,-0.0162,0.015,0.0211,162,156,0,0,1.28
doi_wing_15,fdprem_n,5,0,-0.0058,-0.72,-0.0031,-0.4,0,0.006,0.0031,0.0159,53.4,0,162,-0.0004,-0.0059,-0.0009,-0.0108,0.0108,0.0012,162,156,0,0,0.72
d_pcr_oi_all_15,fdprem_n,15,0,-0.0236,-1.71,-0.0031,-0.29,0,0.0181,0.0031,0.0481,13.1,0,162,-0.0001,-0.0061,-0.0309,-0.0162,0.015,0.0211,162,156,0,0,1.28
mp_drift_15,fret,5,0,-0.0261,-2.92,-0.003,-0.35,0,-0.0067,0.003,0.0107,11.5,0,158,0.0024,-0.0083,-0.0214,-0.0306,0.0042,-0.0172,158,147,0,0,-0.78
placebo_time,fdprem,5,1,-0.0158,-1.7,0.003,1.25,0,-0.0149,0.003,0.0159,19.0,0,162,0.0027,0.0033,-0.017,-0.0146,-0.0157,-0.0142,162,162,0,0,-1.58
placebo_time,fdprem_n,5,1,-0.0158,-1.7,0.003,1.25,0,-0.0149,0.003,0.0159,19.0,0,162,0.0027,0.0033,-0.017,-0.0146,-0.0157,-0.0142,162,162,0,0,-1.58
doi_atm_15,fret,5,0,0.0055,0.61,-0.0029,-0.36,0,0.0048,0.0029,0.0107,52.7,0,162,-0.0029,-0.0028,0.0137,-0.0028,0.01,-0.0004,162,156,0,0,0.5
