detector,rsi14,above_ema20,above_ema50,above_ema200,ema20_above_50,ema50_above_200,mom_20d,mom_60d,vol_trend,ath_proximity,risk_pct,trade_return,max_gain,exit_reason,days_to_peak,symbol,date,volume_ratio,box_height_pct,breakout_pct
darvas,61.0,1,1,1.0,1,1.0,5.4,17.3,0.8,83.1,14.7,-14.7,50.5,STOP,39,SHREECEM,2006-09-15,2.73,11.0,5.7
darvas,66.8,1,1,0.0,1,,42.5,2.6,0.84,30.2,12.4,-12.4,0.0,STOP,0,SHREECEM,2009-01-07,7.79,14.1,0.1
darvas,72.4,1,1,1.0,1,1.0,9.9,15.4,1.5,98.9,14.2,37.4,47.2,OPEN,108,SHREECEM,2014-08-21,2.0,15.8,0.7
darvas,58.0,1,1,1.0,1,1.0,5.4,10.8,0.87,98.0,10.0,14.4,22.8,OPEN,80,SHREECEM,2015-01-15,3.35,5.3,5.5
darvas,60.8,1,1,1.0,1,1.0,4.5,4.2,1.12,93.9,15.3,-15.3,10.9,STOP,22,SHREECEM,2015-09-18,1.93,15.6,2.1
darvas,64.6,1,1,1.0,1,1.0,9.3,15.6,0.77,99.1,9.8,-9.8,28.0,STOP,68,SHREECEM,2016-06-23,1.82,8.9,1.9
darvas,60.8,1,1,1.0,1,1.0,3.3,28.0,1.03,97.6,7.4,-7.4,0.2,STOP,1,SHREECEM,2016-09-06,2.54,6.0,1.9
darvas,61.5,1,1,1.0,1,1.0,3.3,13.0,1.07,90.0,6.9,8.2,22.1,OPEN,30,SHREECEM,2017-03-29,2.85,6.8,0.6
darvas,58.4,1,1,1.0,1,,5.9,-0.5,0.92,82.1,15.7,-15.7,8.6,STOP,27,SHREECEM,2018-07-24,2.45,17.4,1.0
darvas,60.6,1,1,1.0,1,1.0,7.8,5.4,0.83,87.1,3.6,-3.6,22.6,STOP,62,SHREECEM,2019-03-28,1.86,3.5,0.3
darvas,56.2,1,1,1.0,1,1.0,-0.6,24.8,0.99,94.9,8.9,-8.9,10.1,STOP,29,SHREECEM,2019-05-20,2.05,9.0,0.7
darvas,62.1,1,1,1.0,1,1.0,3.7,15.3,0.71,94.0,9.7,-9.7,15.4,STOP,24,SHREECEM,2020-01-07,3.84,8.1,2.4
darvas,64.0,1,1,1.0,0,1.0,-2.2,-1.6,1.05,88.9,15.2,-15.2,3.8,STOP,8,SHREECEM,2021-09-02,3.09,14.1,3.3
darvas,54.4,1,1,0.0,0,,6.3,-2.0,0.95,84.5,3.5,-3.5,0.3,STOP,1,SHREECEM,2022-01-17,1.65,2.9,0.7
darvas,61.3,1,1,1.0,1,1.0,1.2,8.2,1.61,89.1,13.4,-13.4,0.3,STOP,1,SHREECEM,2024-02-01,6.17,14.0,1.2
darvas,61.0,1,1,1.0,1,1.0,-0.1,8.7,0.85,89.3,6.8,2.8,12.1,OPEN,82,SHREECEM,2025-03-21,1.95,7.0,0.3
darvas,59.2,1,1,1.0,1,1.0,-1.6,9.4,0.87,95.5,7.7,-7.7,1.7,STOP,3,SHREECEM,2025-05-15,4.38,7.8,0.5
flat,51.2,1,1,1.0,1,1.0,2.4,9.1,0.76,91.9,11.5,73.7,83.4,OPEN,86,SHREECEM,2004-11-01,4.46,11.1,1.6
flat,65.1,1,1,1.0,1,1.0,3.1,30.1,1.01,97.0,10.6,34.7,49.6,OPEN,86,SHREECEM,2005-01-04,2.6,10.4,1.3
flat,70.1,1,1,1.0,1,1.0,5.5,20.4,1.22,97.1,10.5,68.8,125.1,OPEN,67,SHREECEM,2006-01-13,1.66,10.7,0.9
flat,61.0,1,1,1.0,1,1.0,5.4,17.3,0.8,83.1,14.7,-14.7,50.5,STOP,39,SHREECEM,2006-09-15,2.73,11.0,5.7
flat,58.3,1,1,1.0,1,1.0,4.0,31.8,0.66,89.3,13.5,-13.5,2.0,STOP,1,SHREECEM,2009-09-18,7.11,9.4,5.8
flat,62.3,1,1,1.0,0,1.0,1.5,-6.5,1.38,79.7,12.1,-12.1,16.0,STOP,41,SHREECEM,2010-09-07,4.48,10.6,2.9
flat,62.4,1,1,1.0,1,1.0,3.0,11.3,0.92,88.7,10.3,-10.3,15.9,STOP,27,SHREECEM,2012-12-31,1.61,9.2,2.2
flat,59.7,1,1,1.0,1,1.0,2.0,14.4,0.75,93.4,10.3,44.5,53.9,OPEN,110,SHREECEM,2014-08-19,1.93,10.1,1.3
flat,58.0,1,1,1.0,1,1.0,5.4,10.8,0.87,98.0,13.3,14.4,22.8,OPEN,80,SHREECEM,2015-01-15,3.35,9.3,5.5
flat,42.2,0,0,1.0,0,1.0,-3.5,-8.4,0.92,85.5,11.5,6.5,20.5,OPEN,113,SHREECEM,2015-05-13,7.82,11.8,1.1
flat,64.6,1,1,1.0,1,1.0,9.3,15.6,0.77,99.1,11.3,-6.3,28.0,OPEN,68,SHREECEM,2016-06-23,1.82,10.7,1.9
flat,65.3,1,1,1.0,1,1.0,6.9,19.8,1.03,98.5,12.4,-12.4,24.4,STOP,62,SHREECEM,2016-07-01,3.86,11.7,2.2
flat,60.8,1,1,1.0,1,1.0,3.3,28.0,1.03,97.6,11.7,-11.7,0.2,STOP,1,SHREECEM,2016-09-06,2.54,11.2,1.9
flat,61.5,1,1,1.0,1,1.0,3.3,13.0,1.07,90.0,11.2,8.2,22.1,OPEN,30,SHREECEM,2017-03-29,2.85,12.0,0.6
flat,64.8,1,1,1.0,1,1.0,3.4,2.6,1.12,90.4,10.6,-10.6,4.6,STOP,28,SHREECEM,2017-09-08,1.61,11.5,0.3
flat,65.8,1,1,1.0,1,,7.1,0.7,0.52,82.9,10.7,-10.7,0.3,STOP,1,SHREECEM,2018-12-19,1.89,9.8,2.0
flat,68.6,1,1,1.0,1,1.0,8.0,15.5,1.14,91.9,10.1,-2.0,17.4,OPEN,56,SHREECEM,2019-04-05,1.62,10.7,0.5
flat,56.2,1,1,1.0,1,1.0,-0.6,24.8,0.99,94.9,9.5,-9.5,10.1,STOP,29,SHREECEM,2019-05-20,2.05,9.7,0.7
flat,65.4,1,1,1.0,1,1.0,1.9,9.6,0.86,91.9,8.5,-8.5,20.5,STOP,53,SHREECEM,2019-11-26,3.25,7.0,2.1
flat,62.1,1,1,1.0,1,1.0,3.7,15.3,0.71,94.0,11.8,-11.8,15.4,STOP,24,SHREECEM,2020-01-07,3.84,10.7,2.4
flat,58.5,1,1,1.0,1,1.0,3.7,17.6,0.85,95.9,11.3,-11.3,3.6,STOP,3,SHREECEM,2020-02-04,1.89,11.8,0.9
flat,56.0,1,1,0.0,1,,2.0,12.9,1.33,67.6,11.4,-11.4,10.2,STOP,2,SHREECEM,2022-09-07,5.85,9.8,2.8
flat,53.2,1,0,0.0,0,,-0.4,-5.8,0.64,75.3,11.9,0.2,19.7,OPEN,102,SHREECEM,2023-09-04,2.57,8.6,4.5
flat,60.0,1,1,1.0,0,1.0,2.8,8.6,1.02,83.7,10.7,10.3,16.9,OPEN,116,SHREECEM,2025-01-31,1.52,12.0,0.0
flat,61.0,1,1,1.0,1,1.0,-0.1,8.7,0.85,89.3,10.7,2.8,12.1,OPEN,82,SHREECEM,2025-03-21,1.95,11.6,0.3
darvas,57.7,1,1,0.0,0,,9.2,-2.5,0.71,65.5,10.0,-10.0,3.4,STOP,7,SHYAMMETL,2022-08-01,1.7,9.3,1.6
darvas,62.6,1,1,1.0,1,,7.0,8.4,2.2,68.0,14.2,-14.2,2.6,STOP,1,SHYAMMETL,2023-01-02,4.31,15.0,1.4
darvas,65.4,1,1,1.0,1,,3.5,10.6,2.07,67.5,7.4,62.6,64.8,OPEN,124,SHYAMMETL,2023-06-07,2.13,7.4,0.6
darvas,68.7,1,1,1.0,1,1.0,16.5,47.9,0.75,95.6,4.2,-4.2,2.8,STOP,1,SHYAMMETL,2023-09-01,3.2,4.1,0.2
darvas,66.7,1,1,1.0,1,1.0,7.5,1.9,1.05,97.6,16.5,21.5,43.4,OPEN,38,SHYAMMETL,2023-12-06,6.6,15.0,4.1
darvas,60.2,1,1,1.0,1,1.0,3.7,22.9,0.92,94.9,13.9,-13.9,1.4,STOP,1,SHYAMMETL,2025-05-15,2.56,14.6,1.4
darvas,66.0,1,1,1.0,1,1.0,7.1,7.5,1.32,96.7,14.0,-14.0,5.2,STOP,5,SHYAMMETL,2025-07-24,4.76,16.1,0.2
flat,57.7,1,1,0.0,0,,9.2,-2.5,0.71,65.5,12.3,-3.2,7.5,OPEN,105,SHYAMMETL,2022-08-01,1.7,11.9,1.9
flat,62.6,1,1,1.0,1,,7.0,8.4,2.2,68.0,13.6,-13.6,2.6,STOP,1,SHYAMMETL,2023-01-02,4.31,11.6,3.7
flat,65.4,1,1,1.0,1,,3.5,10.6,2.07,67.5,11.0,62.6,64.8,OPEN,124,SHYAMMETL,2023-06-07,2.13,11.8,0.6
flat,66.0,1,1,1.0,1,1.0,6.4,16.4,2.23,68.8,14.2,52.6,57.1,OPEN,122,SHYAMMETL,2023-06-14,12.89,11.2,4.9
flat,42.2,0,0,1.0,1,1.0,-1.0,14.7,0.54,87.7,7.5,-7.5,4.6,STOP,4,SHYAMMETL,2023-10-12,3.13,7.7,0.4
flat,66.7,1,1,1.0,1,1.0,7.5,1.9,1.05,97.6,14.7,21.5,43.4,OPEN,38,SHYAMMETL,2023-12-06,6.6,10.2,6.3
flat,60.2,1,1,1.0,1,1.0,3.7,22.9,0.92,94.9,11.2,-11.2,1.4,STOP,1,SHYAMMETL,2025-05-15,2.56,10.5,1.8
flat,65.2,1,1,1.0,1,1.0,10.2,0.4,0.52,94.3,11.0,-11.0,8.8,STOP,10,SHYAMMETL,2025-07-17,2.33,11.5,0.8
darvas,62.7,1,1,,1,,3.5,6.1,0.68,98.0,16.8,-16.8,0.6,STOP,1,SIEMENS,2023-07-31,3.14,18.8,1.1
darvas,61.9,1,1,1.0,1,1.0,5.1,20.8,1.15,95.9,5.8,62.2,82.0,OPEN,96,SIEMENS,2024-02-14,1.56,5.1,1.0
flat,55.8,1,1,,1,,0.2,9.7,0.68,98.0,7.1,-1.2,18.0,OPEN,66,SIEMENS,2023-04-26,2.12,6.1,1.4
flat,62.7,1,1,,1,,3.5,6.1,0.68,98.0,12.7,-12.7,0.6,STOP,1,SIEMENS,2023-07-31,3.14,10.9,3.2
flat,61.9,1,1,,1,,1.3,7.8,0.94,95.0,9.1,-9.1,2.0,STOP,7,SIEMENS,2023-08-31,1.9,9.3,0.6
flat,61.9,1,1,1.0,1,1.0,5.1,20.8,1.15,95.9,9.5,62.2,82.0,OPEN,96,SIEMENS,2024-02-14,1.56,9.3,1.0
flat,61.0,1,1,1.0,0,1.0,2.7,-9.3,0.78,88.8,10.9,-10.9,11.4,STOP,12,SIEMENS,2024-09-27,1.52,11.6,0.5
flat,45.8,0,0,1.0,0,1.0,0.0,-1.5,0.8,84.2,10.8,-10.8,9.4,STOP,15,SIEMENS,2024-11-25,4.57,11.1,1.0
flat,55.7,1,1,0.0,0,,1.0,-2.5,0.75,51.7,11.1,-7.0,2.7,OPEN,53,SIEMENS,2025-09-15,2.55,10.2,2.0
darvas,56.9,1,1,,1,,2.7,7.7,1.18,92.6,7.3,-7.3,21.6,STOP,71,SIGNATURE,2024-06-14,2.32,6.7,1.1
darvas,61.2,1,1,1.0,1,1.0,3.0,9.3,1.06,97.0,12.6,-12.6,4.9,STOP,3,SIGNATURE,2024-09-23,1.74,14.1,0.4
darvas,60.5,1,1,1.0,1,,8.4,22.8,0.83,75.7,7.8,-7.8,2.1,STOP,4,SIGNATURE,2025-06-06,1.53,7.2,1.2
flat,48.1,0,1,,1,,0.3,-8.7,1.19,88.9,9.6,-9.6,0.7,STOP,1,SIGNATURE,2024-06-03,2.4,10.1,0.5
flat,61.2,1,1,1.0,1,1.0,3.0,9.3,1.06,97.0,11.6,-11.6,4.9,STOP,3,SIGNATURE,2024-09-23,1.74,10.9,2.0
darvas,62.0,1,1,,1,,2.6,13.0,1.05,97.5,6.3,-6.3,5.3,STOP,20,SIS,2023-08-08,1.94,5.9,0.8
darvas,59.7,1,1,1.0,1,1.0,1.2,15.8,0.83,94.8,13.2,-13.2,5.0,STOP,1,SIS,2024-01-20,14.74,9.6,5.1
darvas,62.6,1,1,0.0,1,,2.4,3.0,0.58,61.1,10.2,-10.2,13.1,STOP,50,SIS,2025-05-22,6.35,8.4,2.7
darvas,65.7,1,1,0.0,1,,11.2,13.3,1.33,63.3,6.2,-6.2,9.4,STOP,42,SIS,2025-06-03,2.2,4.5,2.1
flat,59.7,1,1,1.0,1,1.0,1.2,15.8,0.83,94.8,13.0,-13.0,5.0,STOP,1,SIS,2024-01-20,14.74,11.8,2.8
flat,62.6,1,1,0.0,1,,2.4,3.0,0.58,61.1,10.2,-9.1,13.1,OPEN,50,SIS,2025-05-22,6.35,8.4,2.7
darvas,59.9,1,1,,1,,7.8,-2.2,0.41,93.4,12.4,92.2,141.1,OPEN,102,SJVN,2023-04-25,2.27,11.0,2.8
darvas,67.4,1,1,,1,,9.5,27.0,1.97,96.7,13.6,121.0,146.7,OPEN,121,SJVN,2023-06-21,3.65,11.8,3.6
darvas,57.0,1,1,1.0,1,1.0,4.7,9.4,0.51,79.0,17.9,-17.9,3.3,STOP,1,SJVN,2024-05-21,2.83,13.0,7.7
darvas,58.3,1,1,0.0,0,,4.5,-3.1,0.74,56.2,16.1,-10.0,8.5,OPEN,18,SJVN,2025-04-22,3.13,17.7,1.3
darvas,58.1,1,1,0.0,1,,3.5,9.0,0.78,57.7,17.2,-17.2,3.2,STOP,1,SJVN,2025-05-16,3.35,18.0,2.4
flat,59.9,1,1,,1,,7.8,-2.2,0.41,93.4,12.4,92.2,141.1,OPEN,102,SJVN,2023-04-25,2.27,10.2,3.6
flat,67.4,1,1,,1,,9.5,27.0,1.97,96.7,13.8,121.0,146.7,OPEN,121,SJVN,2023-06-21,3.65,12.0,3.6
flat,61.2,1,1,1.0,1,1.0,7.0,3.9,0.75,82.3,9.7,-9.7,12.3,STOP,14,SJVN,2024-07-05,1.62,10.7,0.1
darvas,71.7,1,1,,1,,11.2,20.7,0.87,99.2,5.9,-5.9,10.7,STOP,24,SKFINDIA,2023-06-27,3.87,6.0,0.3
darvas,51.4,0,1,0.0,1,,1.6,-2.6,1.08,82.6,18.7,4.0,48.5,OPEN,27,SKFINDIA,2024-05-09,14.68,18.0,4.2
darvas,63.9,1,1,1.0,1,1.0,3.6,46.2,0.69,97.2,19.9,-19.9,6.2,STOP,1,SKFINDIA,2024-06-14,5.02,15.1,8.5
darvas,67.4,1,1,1.0,1,,2.2,26.8,1.26,66.4,9.1,-9.1,1.4,STOP,1,SKFINDIA,2025-07-02,2.5,9.9,0.1
flat,61.6,1,1,,0,,1.8,-0.6,1.11,90.5,11.3,2.0,24.0,OPEN,54,SKFINDIA,2023-05-16,1.79,11.5,1.1
flat,68.8,1,1,,1,,8.4,23.9,1.16,99.0,10.9,-10.9,4.6,STOP,12,SKFINDIA,2023-07-14,2.81,9.7,2.2
flat,51.4,0,1,0.0,1,,1.6,-2.6,1.08,82.6,11.9,4.0,48.5,OPEN,27,SKFINDIA,2024-05-09,14.68,10.5,2.8
flat,67.4,1,1,1.0,1,,2.2,26.8,1.26,66.4,9.9,-9.9,1.4,STOP,1,SKFINDIA,2025-07-02,2.5,10.9,0.1
darvas,63.2,1,1,,1,,6.3,8.7,0.69,94.8,18.7,112.6,145.6,OPEN,116,SOBHA,2023-09-08,9.47,17.0,5.2
darvas,61.8,1,1,,1,,4.6,26.1,1.52,97.4,15.4,115.6,121.1,OPEN,124,SOBHA,2023-10-10,4.77,11.4,6.1
darvas,57.6,1,1,1.0,1,1.0,5.6,41.7,0.64,92.8,15.8,85.5,98.3,OPEN,110,SOBHA,2024-01-03,4.93,15.5,2.8
flat,63.2,1,1,,1,,6.3,8.7,0.69,94.8,18.7,112.6,145.6,OPEN,116,SOBHA,2023-09-08,9.47,11.5,10.4
flat,57.4,1,1,1.0,1,1.0,-3.5,24.3,0.94,71.5,12.0,-12.0,5.2,STOP,5,SOBHA,2025-07-15,4.88,11.9,1.5
darvas,65.2,1,1,,1,,2.9,3.2,2.03,89.0,8.1,-8.1,17.7,STOP,57,SOLARINDS,2018-05-16,2.23,8.0,0.7
darvas,63.3,1,1,,1,,3.0,13.2,2.08,97.5,14.5,-14.5,4.9,STOP,2,SOLARINDS,2018-08-01,4.12,12.9,3.6
darvas,57.6,1,1,1.0,1,,1.5,12.7,1.41,83.2,16.9,-4.9,17.8,OPEN,30,SOLARINDS,2019-05-16,14.42,19.0,1.2
darvas,70.4,1,1,1.0,1,1.0,9.0,7.7,0.86,87.8,15.3,-15.3,14.3,STOP,6,SOLARINDS,2020-01-24,4.27,17.4,0.5
darvas,71.4,1,1,0.0,1,,13.5,12.1,1.24,75.1,9.7,-0.1,14.4,OPEN,45,SOLARINDS,2020-06-26,1.86,8.6,2.0
darvas,70.3,1,1,1.0,1,1.0,3.7,8.9,0.79,83.7,17.3,40.9,44.9,OPEN,125,SOLARINDS,2021-01-12,2.27,18.6,2.0
darvas,73.7,1,1,1.0,1,1.0,15.0,7.7,2.12,97.2,22.6,78.0,89.0,OPEN,121,SOLARINDS,2021-05-31,25.33,17.2,10.2
darvas,55.8,1,1,1.0,1,1.0,2.3,32.5,0.44,94.9,8.7,35.4,72.3,OPEN,78,SOLARINDS,2021-07-30,3.38,7.8,1.5
darvas,63.6,1,1,1.0,1,1.0,3.7,12.8,1.28,98.0,10.1,33.1,62.7,OPEN,49,SOLARINDS,2021-09-13,3.2,10.7,0.4
darvas,72.1,1,1,1.0,1,1.0,15.1,23.6,1.24,98.3,10.1,35.5,38.7,OPEN,36,SOLARINDS,2021-09-30,5.76,7.6,3.4
darvas,67.6,1,1,1.0,1,1.0,12.1,46.1,1.32,98.5,14.1,-6.6,14.2,OPEN,63,SOLARINDS,2022-10-03,1.62,15.4,0.8
darvas,58.5,1,1,1.0,1,1.0,2.1,4.3,0.77,97.7,15.6,-15.6,3.5,STOP,2,SOLARINDS,2022-12-30,4.02,15.4,2.7
darvas,66.2,1,1,1.0,1,1.0,5.5,10.3,0.85,93.0,19.1,40.2,71.4,OPEN,85,SOLARINDS,2024-03-05,4.99,17.8,5.0
darvas,66.4,1,1,1.0,1,1.0,9.3,41.3,0.77,99.5,17.0,-17.0,5.1,STOP,2,SOLARINDS,2024-05-22,1.93,14.4,5.3
flat,52.1,1,0,0.0,0,,-1.4,-1.7,1.04,75.1,11.4,4.4,25.7,OPEN,77,SOLARINDS,2019-03-05,7.38,10.9,1.7
flat,57.6,1,1,1.0,1,,1.5,12.7,1.41,83.2,10.7,-4.9,17.8,OPEN,30,SOLARINDS,2019-05-16,14.42,10.6,1.2
flat,55.8,1,1,1.0,1,1.0,-0.3,8.0,1.09,90.1,12.1,-12.1,1.8,STOP,1,SOLARINDS,2019-06-28,2.32,10.0,3.4
flat,64.7,1,1,0.0,0,,9.3,-15.9,1.33,69.4,12.8,9.0,22.2,OPEN,57,SOLARINDS,2020-06-10,8.54,11.2,3.1
flat,50.0,0,1,1.0,1,1.0,4.7,-2.4,0.29,76.7,10.2,47.6,54.2,OPEN,121,SOLARINDS,2020-12-14,1.51,10.4,0.8
flat,70.3,1,1,1.0,1,1.0,3.7,8.9,0.79,83.7,12.8,40.9,44.9,OPEN,125,SOLARINDS,2021-01-12,2.27,10.8,3.4
flat,55.8,1,1,1.0,1,1.0,2.3,32.5,0.44,94.9,9.1,35.4,72.3,OPEN,78,SOLARINDS,2021-07-30,3.38,8.3,1.5
flat,63.6,1,1,1.0,1,1.0,3.7,12.8,1.28,98.0,11.0,33.1,62.7,OPEN,49,SOLARINDS,2021-09-13,3.2,11.9,0.4
flat,55.8,1,1,1.0,1,1.0,2.9,0.5,1.18,87.6,12.0,31.0,51.9,OPEN,102,SOLARINDS,2022-08-04,4.34,11.5,1.9
flat,58.5,1,1,1.0,1,1.0,2.1,4.3,0.77,97.7,11.3,-11.3,3.5,STOP,2,SOLARINDS,2022-12-30,4.02,9.7,2.8
flat,53.3,1,1,1.0,1,1.0,1.7,8.7,0.53,87.4,12.0,51.4,82.5,OPEN,86,SOLARINDS,2024-03-04,4.24,11.4,2.0
flat,50.1,1,0,1.0,0,1.0,-0.4,-7.0,1.1,77.4,11.6,-11.6,6.5,STOP,3,SOLARINDS,2024-11-28,3.19,10.7,2.1
flat,70.3,1,1,1.0,1,1.0,7.2,53.6,0.76,99.4,10.4,-10.4,1.9,STOP,1,SOLARINDS,2025-06-27,3.34,10.5,1.1
darvas,61.0,1,1,,1,,10.7,34.6,0.4,98.0,17.3,38.3,41.2,OPEN,124,SONATSOFTW,2023-05-16,2.72,14.4,5.7
darvas,61.8,1,1,1.0,1,1.0,6.7,7.4,1.67,98.3,12.9,17.4,47.8,OPEN,84,SONATSOFTW,2023-10-27,4.7,12.0,2.5
darvas,59.3,1,1,1.0,1,1.0,7.4,19.1,0.5,95.6,13.8,-13.8,7.6,STOP,16,SONATSOFTW,2024-02-05,2.55,15.3,0.5
darvas,57.2,1,1,0.0,1,,-0.1,33.4,0.24,47.9,11.1,-11.1,1.7,STOP,6,SONATSOFTW,2025-07-08,3.04,10.4,2.0
flat,63.2,1,1,,1,,3.5,29.4,0.93,97.7,10.9,43.5,50.8,OPEN,103,SONATSOFTW,2023-07-17,2.81,11.2,0.9
flat,61.8,1,1,1.0,1,1.0,6.7,7.4,1.67,98.3,12.9,17.4,47.8,OPEN,84,SONATSOFTW,2023-10-27,4.7,11.0,3.5
flat,57.2,1,1,0.0,1,,-0.1,33.4,0.24,47.9,12.2,-12.2,1.7,STOP,6,SONATSOFTW,2025-07-08,3.04,11.8,2.0
flat,51.7,1,1,0.0,0,,2.3,1.2,0.24,42.7,10.6,-10.6,2.0,STOP,1,SONATSOFTW,2025-11-12,1.96,11.7,0.1
darvas,67.6,1,1,1.0,1,1.0,6.1,29.0,1.3,32.8,20.8,-20.8,10.8,STOP,1,SOUTHBANK,2021-06-21,5.15,19.1,6.0
darvas,55.2,1,1,0.0,0,,0.0,0.0,1.48,22.7,7.2,116.4,163.8,OPEN,91,SOUTHBANK,2022-08-02,8.48,7.1,0.7
darvas,62.9,1,1,1.0,1,,3.4,7.7,2.19,24.1,10.1,113.8,152.2,OPEN,68,SOUTHBANK,2022-09-07,2.53,9.1,1.9
darvas,70.2,1,1,1.0,1,1.0,7.5,82.7,0.78,42.9,14.8,-14.8,35.0,STOP,14,SOUTHBANK,2022-11-25,2.0,12.6,4.2
darvas,59.4,1,1,1.0,1,1.0,4.6,2.3,0.73,49.7,12.7,32.0,46.1,OPEN,85,SOUTHBANK,2023-06-01,4.2,10.2,3.9
darvas,69.1,1,1,1.0,1,1.0,1.4,25.4,1.03,55.6,13.8,31.8,39.0,OPEN,115,SOUTHBANK,2023-07-03,5.07,10.8,4.7
darvas,63.5,1,1,1.0,1,1.0,10.0,35.7,0.84,70.8,10.4,20.0,57.4,OPEN,93,SOUTHBANK,2023-09-18,2.72,11.0,0.6
darvas,68.6,1,1,1.0,1,1.0,8.5,4.9,1.46,77.9,17.2,11.6,44.4,OPEN,32,SOUTHBANK,2023-12-18,2.23,19.9,0.8
darvas,63.9,1,1,1.0,1,1.0,0.2,6.4,1.05,80.3,12.3,-0.1,35.4,OPEN,12,SOUTHBANK,2024-01-16,4.64,9.6,4.0
darvas,66.1,1,1,1.0,0,,5.5,3.2,1.15,69.5,14.8,-14.8,3.6,STOP,20,SOUTHBANK,2024-12-06,2.86,17.3,0.0
darvas,63.7,1,1,1.0,1,,1.1,8.8,0.83,70.3,10.9,-10.9,1.1,STOP,1,SOUTHBANK,2025-01-03,2.61,11.5,0.7
darvas,65.1,1,1,1.0,1,,10.6,9.4,0.97,72.5,14.2,38.1,45.2,OPEN,111,SOUTHBANK,2025-05-15,3.95,13.2,3.0
darvas,66.3,1,1,1.0,1,1.0,7.2,1.6,1.39,84.3,17.3,17.1,21.6,OPEN,27,SOUTHBANK,2025-10-10,11.88,13.8,6.2
flat,49.0,1,0,0.0,0,,-1.6,-9.6,0.95,19.1,13.5,45.9,63.9,OPEN,118,SOUTHBANK,2020-11-18,6.41,11.3,3.9
flat,50.7,1,0,0.0,0,,1.4,-12.0,1.33,23.0,16.5,-16.5,1.8,STOP,1,SOUTHBANK,2022-04-06,5.76,11.7,7.2
flat,55.2,1,1,0.0,0,,0.0,0.0,1.48,22.7,12.5,116.4,163.8,OPEN,91,SOUTHBANK,2022-08-02,8.48,11.3,2.7
flat,62.9,1,1,1.0,1,,3.4,7.7,2.19,24.1,11.3,113.8,152.2,OPEN,68,SOUTHBANK,2022-09-07,2.53,10.6,1.9
flat,52.2,1,0,1.0,0,1.0,6.8,-4.2,0.89,46.9,14.5,38.9,56.5,OPEN,99,SOUTHBANK,2023-05-12,5.34,11.9,4.5
flat,69.1,1,1,1.0,1,1.0,1.4,25.4,1.03,55.6,14.6,31.8,39.0,OPEN,115,SOUTHBANK,2023-07-03,5.07,11.8,4.7
flat,58.2,1,1,1.0,1,1.0,3.3,8.8,0.84,73.7,9.9,12.7,49.4,OPEN,36,SOUTHBANK,2023-12-12,4.53,7.9,2.9
flat,52.2,1,1,1.0,0,1.0,0.5,-6.1,0.83,78.9,11.5,-11.5,4.6,STOP,3,SOUTHBANK,2024-04-25,1.66,11.3,1.5
flat,63.7,1,1,1.0,1,,1.1,8.8,0.83,70.3,10.9,-10.9,1.1,STOP,1,SOUTHBANK,2025-01-03,2.61,11.5,0.7
flat,58.6,1,1,1.0,1,1.0,4.8,-0.2,1.13,81.3,9.0,28.8,33.8,OPEN,30,SOUTHBANK,2025-10-07,4.66,6.8,2.9
darvas,57.6,1,1,,0,,-0.0,,0.77,94.0,11.1,-11.1,22.6,STOP,22,SRF,2018-03-27,1.56,10.5,1.8
darvas,55.6,1,1,1.0,1,1.0,-1.9,18.9,0.67,96.0,7.8,-7.8,2.5,STOP,11,SRF,2019-06-18,2.9,7.5,0.9
darvas,65.7,1,1,1.0,1,1.0,11.6,14.7,1.67,95.8,15.6,-15.6,38.9,STOP,75,SRF,2019-11-06,4.22,17.8,0.6
darvas,58.5,1,1,1.0,1,1.0,-0.1,-8.7,0.65,85.7,13.0,35.2,41.3,OPEN,122,SRF,2020-06-04,2.06,14.1,0.7
darvas,53.7,1,1,1.0,1,1.0,-1.5,26.3,0.72,85.5,8.3,44.8,46.6,OPEN,121,SRF,2020-07-06,3.27,8.9,0.1
darvas,54.2,1,1,1.0,1,1.0,-1.6,4.9,1.03,89.9,8.7,39.9,48.7,OPEN,112,SRF,2020-08-07,3.42,8.5,0.9
darvas,58.0,1,1,1.0,0,1.0,-1.1,-0.9,0.95,93.1,14.3,86.5,91.3,OPEN,124,SRF,2021-04-06,3.02,15.8,0.7
darvas,63.7,1,1,1.0,1,1.0,16.9,15.1,1.02,96.9,7.7,64.0,97.2,OPEN,117,SRF,2021-04-27,1.89,7.1,1.1
darvas,60.2,1,1,1.0,1,1.0,4.0,8.5,1.28,85.7,16.4,-1.3,8.1,OPEN,87,SRF,2023-12-26,2.31,18.9,0.6
darvas,59.1,1,1,1.0,1,1.0,2.1,-0.4,0.82,85.9,12.9,-12.9,6.1,STOP,26,SRF,2024-03-21,2.69,14.4,0.4
darvas,62.1,1,1,0.0,0,,0.6,0.3,1.17,82.1,20.5,19.0,24.4,OPEN,124,SRF,2025-01-09,18.63,12.3,11.9
darvas,66.6,1,1,1.0,1,1.0,19.8,18.6,0.82,93.0,12.2,5.4,17.4,OPEN,109,SRF,2025-01-30,4.61,8.6,4.9
darvas,63.6,1,1,1.0,1,1.0,9.6,6.6,0.84,98.9,5.6,-5.6,4.7,STOP,9,SRF,2025-06-27,3.2,5.7,0.2
flat,57.6,1,1,,0,,-0.0,,0.77,94.0,11.1,-11.1,22.6,STOP,22,SRF,2018-03-27,1.56,10.5,1.8
