detector,rsi14,above_ema20,above_ema50,above_ema200,ema20_above_50,ema50_above_200,mom_20d,mom_60d,vol_trend,ath_proximity,risk_pct,trade_return,max_gain,exit_reason,days_to_peak,symbol,date,volume_ratio,box_height_pct,breakout_pct
darvas,59.2,1,1,1.0,1,1.0,9.2,1.0,0.96,95.5,14.6,-5.7,18.2,OPEN,86,ASTRAL,2024-02-23,4.69,16.1,0.9
darvas,55.7,1,1,1.0,1,1.0,3.8,11.9,0.77,96.4,13.0,-13.0,13.7,STOP,36,ASTRAL,2024-05-10,1.64,14.1,0.7
darvas,54.7,1,0,0.0,0,,6.0,-8.7,1.06,54.5,9.0,5.8,16.2,OPEN,40,ASTRAL,2025-04-22,1.86,9.3,0.5
darvas,55.6,1,1,0.0,0,,4.0,-0.8,0.88,55.4,11.9,3.3,12.3,OPEN,123,ASTRAL,2025-05-19,3.7,13.1,0.4
darvas,58.4,1,1,0.0,1,,3.4,3.6,0.85,59.8,13.8,-13.8,1.7,STOP,5,ASTRAL,2025-11-06,8.75,10.6,4.9
flat,59.2,1,1,1.0,1,1.0,9.2,1.0,0.96,95.5,13.9,-5.7,18.2,OPEN,86,ASTRAL,2024-02-23,4.69,11.1,4.6
flat,60.2,1,1,1.0,1,1.0,3.2,12.3,0.7,95.9,11.3,-11.3,15.9,STOP,43,ASTRAL,2024-04-30,1.61,11.8,0.9
flat,55.7,1,1,1.0,1,1.0,3.8,11.9,0.77,96.4,10.3,-10.3,9.0,STOP,5,ASTRAL,2024-05-10,1.64,11.0,0.4
flat,54.7,1,0,0.0,0,,6.0,-8.7,1.06,54.5,10.0,5.8,16.2,OPEN,40,ASTRAL,2025-04-22,1.86,10.5,0.5
flat,58.4,1,1,0.0,1,,3.4,3.6,0.85,59.8,13.9,-11.3,1.7,OPEN,5,ASTRAL,2025-11-06,8.75,10.7,4.9
darvas,56.6,1,1,,1,,6.1,22.1,0.7,92.7,16.0,6.0,48.4,OPEN,53,ASTRAZEN,2018-06-11,12.26,12.3,6.1
darvas,54.9,1,1,1.0,1,1.0,2.2,-5.2,0.43,82.1,12.0,-2.0,33.6,OPEN,66,ASTRAZEN,2019-02-07,8.31,6.2,7.0
darvas,65.9,1,1,1.0,1,1.0,15.9,36.0,0.61,94.7,12.3,-12.3,22.8,STOP,52,ASTRAZEN,2019-02-27,2.78,10.3,3.4
darvas,64.6,1,1,1.0,1,1.0,2.5,24.3,1.11,96.2,11.9,-11.9,10.0,STOP,22,ASTRAZEN,2019-04-12,2.54,11.2,2.1
darvas,60.7,1,1,1.0,1,1.0,12.9,20.5,0.44,95.0,11.9,-11.9,21.9,STOP,82,ASTRAZEN,2019-10-22,1.64,10.7,2.5
darvas,56.8,1,1,1.0,1,1.0,-1.9,40.9,0.81,94.3,12.9,-12.9,4.3,STOP,11,ASTRAZEN,2019-12-02,3.39,14.7,0.1
darvas,56.9,1,1,1.0,1,1.0,8.3,52.3,0.91,93.7,11.1,18.7,37.3,OPEN,51,ASTRAZEN,2020-06-29,4.61,11.1,1.3
darvas,49.8,1,0,0.0,0,,-3.3,-0.7,0.53,53.1,17.2,13.7,22.5,OPEN,112,ASTRAZEN,2022-05-27,18.82,19.6,1.0
darvas,60.6,1,1,1.0,1,,3.7,7.3,1.22,59.6,12.9,10.2,18.7,OPEN,80,ASTRAZEN,2022-07-12,2.84,13.9,0.8
darvas,57.8,1,1,1.0,1,,4.0,22.2,0.85,62.0,6.3,-6.3,6.7,STOP,23,ASTRAZEN,2022-08-08,4.8,5.9,0.8
darvas,54.1,1,1,1.0,1,1.0,-0.6,7.8,0.51,62.3,10.3,-10.3,1.6,STOP,1,ASTRAZEN,2022-09-12,5.82,9.2,2.1
darvas,65.4,1,1,1.0,1,1.0,6.0,5.5,1.27,66.4,14.2,-6.6,5.4,OPEN,5,ASTRAZEN,2022-11-01,4.0,14.3,2.0
darvas,68.7,1,1,1.0,1,1.0,7.6,8.9,2.42,71.5,15.2,29.0,36.8,OPEN,102,ASTRAZEN,2023-06-14,4.77,16.8,0.9
darvas,65.8,1,1,1.0,1,1.0,2.3,21.5,0.59,78.2,5.1,35.3,82.4,OPEN,119,ASTRAZEN,2023-08-14,11.86,5.1,0.3
darvas,59.1,1,1,1.0,1,1.0,4.1,20.0,0.54,90.6,6.3,14.0,52.8,OPEN,83,ASTRAZEN,2023-10-06,3.56,4.7,1.9
darvas,53.0,1,1,1.0,1,1.0,1.9,7.3,1.14,94.8,13.5,19.9,35.5,OPEN,30,ASTRAZEN,2023-12-22,24.48,8.4,6.6
darvas,66.0,1,1,1.0,1,1.0,1.0,15.5,0.77,93.7,14.3,15.3,36.9,OPEN,62,ASTRAZEN,2025-03-11,5.14,15.5,1.1
darvas,45.1,0,0,1.0,1,1.0,-4.5,19.0,0.37,86.5,16.5,-3.4,14.5,OPEN,9,ASTRAZEN,2025-06-02,22.85,18.1,1.4
flat,55.6,1,0,,0,,4.7,-13.7,0.4,78.3,10.0,65.2,91.7,OPEN,90,ASTRAZEN,2018-04-18,7.54,11.0,0.1
flat,63.6,1,1,,1,,6.3,36.8,0.26,95.7,12.7,-12.7,28.6,STOP,21,ASTRAZEN,2018-07-25,1.58,11.6,2.7
flat,64.6,1,1,1.0,1,1.0,2.5,24.3,1.11,96.2,11.9,-11.9,10.0,STOP,22,ASTRAZEN,2019-04-12,2.54,11.2,2.1
flat,61.5,1,1,1.0,1,1.0,5.3,13.1,1.57,90.7,9.7,-9.7,1.2,STOP,1,ASTRAZEN,2020-12-07,1.62,9.3,1.3
flat,47.5,0,0,0.0,0,,0.1,-2.3,0.8,61.1,7.0,-7.0,5.3,STOP,1,ASTRAZEN,2021-11-26,11.51,5.5,2.0
flat,53.2,1,0,0.0,0,,1.8,-11.3,1.21,53.8,9.2,-9.2,5.1,STOP,2,ASTRAZEN,2022-04-06,2.39,8.8,1.3
flat,57.8,1,1,1.0,1,,4.0,22.2,0.85,62.0,9.2,5.6,14.7,OPEN,61,ASTRAZEN,2022-08-08,4.8,9.8,0.3
flat,54.1,1,1,1.0,1,1.0,-0.6,7.8,0.51,62.3,10.9,-10.9,1.6,STOP,1,ASTRAZEN,2022-09-12,5.82,9.9,2.1
flat,53.1,1,1,1.0,1,1.0,2.7,1.8,0.73,62.8,11.9,-3.7,9.6,OPEN,8,ASTRAZEN,2022-10-27,5.52,9.1,4.1
flat,62.5,1,1,1.0,0,1.0,5.7,-0.0,0.93,67.3,12.9,33.8,40.3,OPEN,112,ASTRAZEN,2023-05-31,16.21,11.5,3.0
flat,59.1,1,1,1.0,1,1.0,4.1,20.0,0.54,90.6,11.1,14.0,52.8,OPEN,83,ASTRAZEN,2023-10-06,3.56,10.4,1.9
flat,53.0,1,1,1.0,1,1.0,1.9,7.3,1.14,94.8,16.0,19.9,35.5,OPEN,30,ASTRAZEN,2023-12-22,24.48,11.7,6.6
flat,33.1,0,0,0.0,0,1.0,-3.1,-17.8,0.29,78.1,15.2,21.3,45.7,OPEN,113,ASTRAZEN,2024-12-30,23.58,10.4,6.9
flat,45.1,0,0,1.0,1,1.0,-4.5,19.0,0.37,86.5,16.5,-3.4,14.5,OPEN,9,ASTRAZEN,2025-06-02,22.85,11.5,7.3
darvas,53.1,1,1,,0,,-1.9,0.9,1.84,81.5,9.8,-9.8,5.3,STOP,28,ATUL,2023-08-01,4.77,10.2,0.6
flat,53.1,1,1,,0,,-1.9,0.9,1.84,81.5,9.8,-9.8,5.3,STOP,28,ATUL,2023-08-01,4.77,10.2,0.6
flat,57.2,1,1,0.0,0,,0.6,-9.6,0.88,80.9,9.7,-9.7,6.5,STOP,20,ATUL,2023-12-05,2.14,10.4,0.3
flat,40.6,0,0,0.0,0,,-0.9,-25.2,1.07,66.5,11.4,-11.4,7.8,STOP,9,ATUL,2025-03-17,1.92,11.8,1.0
darvas,48.1,1,0,,0,,-2.7,-7.6,1.39,87.4,19.3,5.6,17.0,OPEN,30,AUBANK,2023-04-13,16.24,19.1,4.0
darvas,50.0,0,1,0.0,1,,0.6,10.0,1.48,77.3,10.3,-10.3,4.7,STOP,14,AUBANK,2024-06-05,2.05,9.2,2.1
darvas,67.6,1,1,1.0,1,,9.0,2.7,1.3,84.6,14.6,-14.6,7.5,STOP,10,AUBANK,2024-09-05,2.35,16.8,0.3
darvas,59.8,1,1,1.0,1,1.0,2.1,22.5,0.52,85.2,7.7,32.3,34.0,OPEN,125,AUBANK,2025-06-02,1.68,7.5,0.8
flat,60.8,1,0,0.0,0,,4.3,-24.5,1.07,74.4,10.1,18.0,21.7,OPEN,114,AUBANK,2024-04-04,2.97,8.8,2.3
flat,50.0,0,1,0.0,1,,0.6,10.0,1.48,77.3,10.7,-10.7,12.8,STOP,73,AUBANK,2024-06-05,2.05,9.6,2.1
flat,54.9,1,1,0.0,0,,-0.7,1.8,0.64,78.7,12.8,-12.8,9.7,STOP,14,AUBANK,2024-08-30,5.24,10.5,3.8
flat,56.1,1,1,0.0,0,,5.1,-11.7,1.18,72.2,11.4,-11.4,2.4,STOP,14,AUBANK,2025-01-16,2.0,11.4,1.4
flat,59.8,1,1,1.0,1,1.0,2.1,22.5,0.52,85.2,8.8,32.3,34.0,OPEN,125,AUBANK,2025-06-02,1.68,8.8,0.8
flat,73.4,1,1,1.0,1,1.0,6.6,37.7,0.86,92.2,11.8,23.4,25.2,OPEN,121,AUBANK,2025-06-09,1.89,11.0,2.2
darvas,59.8,1,1,1.0,1,1.0,2.6,5.3,0.9,95.8,16.0,-16.0,0.8,STOP,1,AUROPHARMA,2019-04-26,2.53,18.5,0.4
darvas,61.6,1,1,0.0,1,,10.8,24.4,1.31,60.9,15.8,-15.8,13.0,STOP,9,AUROPHARMA,2020-02-07,5.8,12.6,5.5
darvas,64.5,1,1,0.0,0,,8.6,-4.6,1.14,65.1,16.6,-16.6,0.9,STOP,1,AUROPHARMA,2022-03-24,1.99,18.9,0.9
darvas,56.8,1,1,1.0,1,1.0,-1.0,33.4,1.0,57.5,10.5,57.0,62.6,OPEN,121,AUROPHARMA,2023-05-30,4.39,11.3,0.4
darvas,65.9,1,1,1.0,1,1.0,-0.3,28.5,0.88,81.9,9.6,12.1,30.4,OPEN,93,AUROPHARMA,2023-09-13,2.51,8.8,1.7
darvas,54.5,1,1,1.0,1,1.0,5.3,19.4,0.76,82.1,7.6,-7.6,1.1,STOP,8,AUROPHARMA,2023-09-29,3.76,7.4,0.7
darvas,59.6,1,1,1.0,1,1.0,0.2,3.3,0.89,84.8,9.8,25.7,26.6,OPEN,125,AUROPHARMA,2023-11-08,2.29,10.1,0.7
darvas,58.7,1,1,1.0,1,1.0,-2.2,18.2,0.98,95.5,8.8,-8.8,7.8,STOP,26,AUROPHARMA,2023-12-21,2.38,6.4,3.1
darvas,53.5,1,1,1.0,1,1.0,1.7,10.7,0.85,95.8,6.8,12.7,35.2,OPEN,86,AUROPHARMA,2024-05-13,2.02,7.2,0.2
darvas,59.2,1,1,1.0,1,1.0,0.3,12.0,0.95,97.1,9.5,-9.5,22.1,STOP,48,AUROPHARMA,2024-07-05,1.69,9.5,0.9
flat,57.2,1,1,1.0,1,1.0,1.6,12.9,0.73,97.3,7.8,-7.8,0.4,STOP,1,AUROPHARMA,2018-12-04,1.91,8.3,0.2
flat,56.2,1,1,1.0,0,1.0,2.3,0.1,0.76,91.2,10.3,-10.3,3.6,STOP,17,AUROPHARMA,2019-01-10,1.52,10.3,1.1
flat,54.5,1,1,1.0,0,1.0,-1.6,3.4,1.11,90.4,10.1,-10.1,8.4,STOP,31,AUROPHARMA,2019-03-12,2.0,11.1,0.2
flat,59.8,1,1,1.0,1,1.0,2.6,5.3,0.9,95.8,11.3,-11.3,0.8,STOP,1,AUROPHARMA,2019-04-26,2.53,9.6,2.9
flat,56.5,1,1,1.0,1,1.0,5.5,26.6,0.69,97.0,12.7,-12.7,10.6,STOP,6,AUROPHARMA,2020-07-31,1.8,10.9,3.4
flat,55.2,1,1,1.0,0,1.0,2.4,-6.2,0.73,83.8,10.7,21.2,26.8,OPEN,120,AUROPHARMA,2020-11-12,4.33,9.3,2.4
flat,60.2,1,1,0.0,1,,4.2,10.1,0.95,54.1,11.7,-11.7,1.6,STOP,1,AUROPHARMA,2022-08-12,4.04,12.0,1.1
flat,61.8,1,1,0.0,0,,2.7,-1.3,0.8,51.7,10.7,-10.7,1.3,STOP,4,AUROPHARMA,2022-11-02,2.21,11.8,0.1
flat,56.8,1,1,1.0,1,1.0,-1.0,33.4,1.0,57.5,10.7,57.0,62.6,OPEN,121,AUROPHARMA,2023-05-30,4.39,11.5,0.4
flat,72.8,1,1,1.0,1,1.0,6.9,28.0,0.87,74.2,15.2,38.9,40.5,OPEN,124,AUROPHARMA,2023-07-27,3.16,11.7,5.5
flat,65.9,1,1,1.0,1,1.0,-0.3,28.5,0.88,81.9,10.7,12.1,30.4,OPEN,93,AUROPHARMA,2023-09-13,2.51,10.2,1.7
flat,54.5,1,1,1.0,1,1.0,5.3,19.4,0.76,82.1,10.8,20.5,28.7,OPEN,82,AUROPHARMA,2023-09-29,3.76,11.3,0.7
flat,59.6,1,1,1.0,1,1.0,0.2,3.3,0.89,84.8,9.8,25.7,26.6,OPEN,125,AUROPHARMA,2023-11-08,2.29,10.0,0.7
flat,58.7,1,1,1.0,1,1.0,-2.2,18.2,0.98,95.5,12.2,-12.2,7.8,STOP,26,AUROPHARMA,2023-12-21,2.38,10.5,3.1
flat,53.5,1,1,1.0,1,1.0,1.7,10.7,0.85,95.8,9.2,12.7,35.2,OPEN,86,AUROPHARMA,2024-05-13,2.02,10.0,0.2
flat,59.2,1,1,1.0,1,1.0,0.3,12.0,0.95,97.1,9.5,-9.5,22.1,STOP,48,AUROPHARMA,2024-07-05,1.69,9.5,0.9
flat,52.1,1,0,0.0,0,1.0,0.6,-11.7,1.03,79.8,9.6,-9.6,4.5,STOP,3,AUROPHARMA,2024-12-30,2.63,8.8,1.7
darvas,60.6,1,1,,1,,5.8,4.4,1.07,93.4,17.6,62.2,76.6,OPEN,103,AXISBANK,2003-05-26,4.83,13.1,7.2
darvas,42.8,0,0,,1,,-2.8,16.6,0.48,86.4,17.0,134.7,165.1,OPEN,123,AXISBANK,2003-07-03,4.44,14.1,5.6
darvas,67.4,1,1,1.0,1,1.0,12.4,10.4,1.11,77.1,11.8,60.0,88.0,OPEN,107,AXISBANK,2004-10-06,3.27,11.0,2.2
darvas,58.1,1,1,1.0,1,1.0,9.8,19.1,0.59,94.2,10.0,-10.0,11.4,STOP,10,AXISBANK,2005-02-28,2.46,10.1,0.9
darvas,68.9,1,1,1.0,1,1.0,11.6,41.3,1.11,98.0,11.0,-11.0,4.8,STOP,2,AXISBANK,2005-03-10,2.02,12.0,0.4
darvas,63.5,1,1,1.0,1,1.0,9.9,11.6,1.1,98.0,11.0,-11.0,3.0,STOP,1,AXISBANK,2005-08-02,4.83,11.1,1.2
darvas,58.3,1,1,1.0,1,1.0,0.2,25.0,0.98,95.5,17.2,-17.2,2.3,STOP,1,AXISBANK,2006-03-14,11.12,19.0,1.5
darvas,58.1,1,1,1.0,1,1.0,0.8,24.6,1.22,82.3,11.9,25.8,66.1,OPEN,85,AXISBANK,2006-09-27,2.64,10.1,3.1
darvas,59.8,1,1,1.0,1,1.0,14.5,14.5,0.75,95.9,16.0,-5.7,57.5,OPEN,63,AXISBANK,2007-10-15,1.68,12.6,5.7
darvas,58.6,1,1,1.0,1,1.0,2.3,16.6,0.77,71.7,9.7,-9.7,5.8,STOP,8,AXISBANK,2009-09-30,3.47,6.1,4.3
darvas,59.7,1,1,1.0,1,1.0,2.7,7.3,0.95,91.9,7.2,-7.2,6.7,STOP,16,AXISBANK,2010-04-21,2.92,5.8,1.8
darvas,66.6,1,1,1.0,1,1.0,8.2,7.3,0.59,99.1,15.0,-3.7,19.1,OPEN,64,AXISBANK,2010-07-15,2.0,15.1,2.3
darvas,62.1,1,1,1.0,1,1.0,7.5,10.9,0.95,71.7,16.1,19.9,26.1,OPEN,70,AXISBANK,2012-10-18,1.58,16.5,2.4
darvas,63.5,1,1,1.0,1,1.0,2.0,20.1,0.88,86.2,5.6,-5.6,6.4,STOP,11,AXISBANK,2013-01-15,2.36,3.9,2.0
darvas,62.6,1,1,1.0,1,1.0,3.7,17.0,1.24,87.8,7.1,-7.1,2.8,STOP,1,AXISBANK,2013-01-29,5.43,4.4,3.1
darvas,62.8,1,1,1.0,1,1.0,5.0,21.7,1.21,98.3,7.9,11.5,23.8,OPEN,30,AXISBANK,2015-01-19,1.62,6.9,1.6
darvas,55.1,1,1,1.0,1,1.0,-3.6,13.6,1.05,90.7,16.5,-16.5,1.1,STOP,2,AXISBANK,2015-03-02,2.55,15.7,3.5
darvas,59.1,1,1,1.0,1,1.0,6.2,8.1,0.94,89.2,10.6,-10.6,0.2,STOP,1,AXISBANK,2015-07-16,2.4,8.3,3.4
darvas,62.4,1,1,1.0,1,1.0,0.8,16.2,0.89,87.0,12.3,-12.3,8.0,STOP,16,AXISBANK,2016-08-12,1.79,11.2,2.5
darvas,58.2,1,1,1.0,1,1.0,2.5,0.7,1.01,79.4,10.6,-10.6,1.4,STOP,3,AXISBANK,2017-07-20,2.59,9.7,1.9
darvas,61.8,1,1,1.0,1,1.0,8.0,3.2,0.99,84.5,15.5,26.5,27.6,OPEN,123,AXISBANK,2018-07-30,2.33,15.4,2.5
darvas,53.6,1,1,1.0,1,1.0,1.1,1.8,0.84,91.4,9.5,18.9,29.0,OPEN,112,AXISBANK,2018-12-19,1.56,10.0,0.5
darvas,62.4,1,1,1.0,1,1.0,7.7,10.5,0.96,96.0,9.9,12.8,23.5,OPEN,98,AXISBANK,2019-01-09,1.69,8.0,2.8
darvas,57.5,1,1,0.0,1,,5.1,4.4,0.79,53.9,12.6,-12.6,0.0,STOP,0,AXISBANK,2020-07-22,2.11,9.2,4.8
darvas,64.5,1,1,0.0,1,,9.6,16.7,0.76,57.1,18.4,-18.4,4.8,STOP,1,AXISBANK,2020-08-28,1.86,16.6,5.1
darvas,58.7,1,1,1.0,1,1.0,0.9,33.5,0.58,75.5,14.5,13.5,20.2,OPEN,28,AXISBANK,2021-01-05,1.65,12.6,3.8
darvas,52.4,1,1,1.0,1,1.0,6.1,0.2,0.81,90.9,9.8,-9.8,10.6,STOP,38,AXISBANK,2021-08-30,1.89,10.1,0.7
darvas,63.1,1,1,1.0,1,1.0,2.3,13.0,1.02,98.7,10.8,-10.8,0.8,STOP,1,AXISBANK,2021-10-25,3.8,8.6,3.2
darvas,57.6,1,1,1.0,1,1.0,1.3,16.4,0.9,87.1,7.4,-7.4,4.7,STOP,8,AXISBANK,2022-09-08,1.61,7.5,0.5
darvas,71.3,1,1,1.0,1,1.0,8.4,14.2,0.66,99.4,10.5,-10.5,3.3,STOP,19,AXISBANK,2022-12-08,1.6,9.4,2.1
darvas,60.8,1,1,1.0,1,1.0,3.5,18.0,0.93,98.6,8.2,-8.2,5.4,STOP,13,AXISBANK,2024-06-25,1.54,6.5,2.4
darvas,62.2,1,1,1.0,1,,10.2,7.2,1.0,83.1,11.1,0.7,7.4,OPEN,50,AXISBANK,2025-04-16,1.83,8.8,3.4
flat,45.7,0,0,1.0,1,1.0,-2.7,0.1,0.65,81.9,12.5,42.5,119.3,OPEN,47,AXISBANK,2003-11-19,4.93,10.6,3.4
flat,58.1,1,1,1.0,1,1.0,0.8,24.6,1.22,82.3,12.7,25.8,66.1,OPEN,85,AXISBANK,2006-09-27,2.64,11.1,3.1
flat,58.6,1,1,1.0,1,1.0,2.3,16.6,0.77,71.7,10.6,20.1,23.3,OPEN,117,AXISBANK,2009-09-30,3.47,7.2,4.3
flat,59.7,1,1,1.0,1,1.0,2.7,7.3,0.95,91.9,11.1,26.4,30.0,OPEN,125,AXISBANK,2010-04-21,2.92,10.5,1.8
flat,63.5,1,1,1.0,1,1.0,2.0,20.1,0.88,86.2,8.2,-8.2,6.4,STOP,11,AXISBANK,2013-01-15,2.36,6.8,2.0
flat,62.6,1,1,1.0,1,1.0,3.7,17.0,1.24,87.8,10.4,-10.4,2.8,STOP,1,AXISBANK,2013-01-29,5.43,8.2,3.1
flat,55.1,1,1,1.0,0,1.0,0.6,2.8,1.07,94.8,11.4,25.5,56.7,OPEN,91,AXISBANK,2014-10-20,1.87,11.8,0.9
flat,62.8,1,1,1.0,1,1.0,5.0,21.7,1.21,98.3,9.3,11.5,23.8,OPEN,30,AXISBANK,2015-01-19,1.62,9.2,1.0
flat,59.1,1,1,1.0,1,1.0,6.2,8.1,0.94,89.2,12.9,-12.9,0.2,STOP,1,AXISBANK,2015-07-16,2.4,11.1,3.4
flat,62.4,1,1,1.0,1,1.0,0.8,16.2,0.89,87.0,12.3,-12.3,8.0,STOP,16,AXISBANK,2016-08-12,1.79,11.2,2.5
flat,58.2,1,1,1.0,1,1.0,2.5,0.7,1.01,79.4,12.3,-12.3,1.4,STOP,3,AXISBANK,2017-07-20,2.59,12.0,1.9
flat,50.6,1,0,0.0,0,,2.8,-8.1,1.26,79.3,10.2,-10.2,1.7,STOP,3,AXISBANK,2018-04-10,2.83,10.0,1.3
flat,53.6,1,1,1.0,1,1.0,1.1,1.8,0.84,91.4,9.3,18.9,29.0,OPEN,112,AXISBANK,2018-12-19,1.56,9.7,0.5
flat,64.4,1,1,1.0,1,1.0,6.9,21.0,0.89,98.6,11.2,-11.2,6.0,STOP,44,AXISBANK,2019-03-28,1.54,10.7,1.8
flat,53.0,1,0,0.0,0,,2.9,-13.0,1.16,82.2,12.1,-12.1,5.6,STOP,66,AXISBANK,2019-09-23,2.76,9.3,4.0
flat,58.7,1,1,1.0,1,1.0,0.9,33.5,0.58,75.5,13.3,13.5,20.2,OPEN,28,AXISBANK,2021-01-05,1.65,11.0,3.8
flat,52.4,1,1,1.0,1,1.0,6.1,0.2,0.81,90.9,9.8,-9.8,10.6,STOP,38,AXISBANK,2021-08-30,1.89,10.1,0.7
flat,63.1,1,1,1.0,1,1.0,2.3,13.0,1.02,98.7,13.4,-13.4,0.8,STOP,1,AXISBANK,2021-10-25,3.8,12.0,3.2
flat,51.3,1,0,0.0,0,,5.4,-15.2,1.04,76.4,9.7,34.1,41.7,OPEN,116,AXISBANK,2022-07-18,1.54,10.6,0.1
flat,57.6,1,1,1.0,1,1.0,1.3,16.4,0.9,87.1,10.0,11.3,24.4,OPEN,81,AXISBANK,2022-09-08,1.61,10.5,0.5
flat,71.3,1,1,1.0,1,1.0,8.4,14.2,0.66,99.4,10.5,-10.5,3.3,STOP,19,AXISBANK,2022-12-08,1.6,9.4,2.1
flat,54.4,1,1,1.0,0,1.0,1.0,-7.1,1.71,89.1,7.4,9.3,18.7,OPEN,103,AXISBANK,2023-04-24,1.57,7.0,0.9
flat,58.0,1,1,1.0,1,1.0,1.6,6.0,0.76,97.2,9.7,-9.7,0.0,STOP,1,AXISBANK,2024-06-03,2.04,8.2,2.3
flat,62.2,1,1,1.0,1,,10.2,7.2,1.0,83.1,13.5,0.7,7.4,OPEN,50,AXISBANK,2025-04-16,1.83,11.8,3.4
darvas,65.5,1,1,,0,,12.2,-11.9,0.9,51.4,17.7,140.2,146.0,OPEN,122,BAJAJ-AUTO,2009-01-19,2.04,15.7,5.0
darvas,64.1,1,1,1.0,1,1.0,4.1,22.1,1.11,98.7,10.1,-10.1,0.6,STOP,6,BAJAJ-AUTO,2010-01-20,1.8,9.9,1.2
darvas,61.0,1,1,1.0,1,1.0,3.5,19.7,0.98,97.9,9.9,44.1,50.3,OPEN,117,BAJAJ-AUTO,2010-02-17,1.57,10.8,0.2
darvas,60.7,1,1,1.0,1,1.0,7.9,12.9,1.3,98.6,9.6,48.9,52.4,OPEN,122,BAJAJ-AUTO,2010-03-03,1.7,10.4,0.2
darvas,59.2,1,1,1.0,1,1.0,7.6,10.2,0.72,97.3,8.8,45.9,55.2,OPEN,115,BAJAJ-AUTO,2010-03-26,2.16,7.2,2.3
darvas,59.1,1,1,1.0,1,1.0,5.6,22.4,0.85,95.8,7.8,-7.8,7.6,STOP,37,BAJAJ-AUTO,2010-10-01,2.14,7.5,0.8
darvas,58.3,1,1,1.0,1,1.0,2.4,11.5,1.24,88.9,17.8,14.4,19.1,OPEN,121,BAJAJ-AUTO,2011-08-23,1.95,18.2,2.9
darvas,59.9,1,1,1.0,1,1.0,3.4,14.2,0.71,97.7,7.5,-7.5,14.3,STOP,24,BAJAJ-AUTO,2012-11-29,2.78,5.7,2.3
darvas,66.0,1,1,1.0,1,1.0,5.9,14.3,1.2,99.1,4.2,-4.2,11.1,STOP,16,BAJAJ-AUTO,2012-12-11,3.07,2.9,1.5
darvas,56.8,1,1,1.0,1,1.0,3.6,3.2,0.59,85.1,13.8,-13.8,4.3,STOP,5,BAJAJ-AUTO,2013-07-19,3.54,14.1,1.7
darvas,62.6,1,1,1.0,1,1.0,5.2,4.8,0.83,91.9,13.9,16.5,24.7,OPEN,110,BAJAJ-AUTO,2014-06-09,1.77,12.8,3.0
darvas,68.8,1,1,1.0,1,1.0,11.1,22.6,0.99,99.3,5.0,-5.0,1.6,STOP,6,BAJAJ-AUTO,2014-11-14,1.73,4.3,0.9
darvas,59.1,1,1,1.0,1,1.0,5.4,7.6,1.42,97.9,8.4,-8.4,9.0,STOP,22,BAJAJ-AUTO,2016-08-05,1.52,6.9,2.2
darvas,63.3,1,1,1.0,1,1.0,3.4,8.7,1.01,92.1,6.3,-6.3,3.8,STOP,41,BAJAJ-AUTO,2017-03-16,1.57,6.1,0.6
darvas,56.5,1,1,1.0,1,1.0,2.9,4.3,0.7,93.1,8.1,-8.1,1.6,STOP,4,BAJAJ-AUTO,2017-05-11,1.6,7.1,1.7
darvas,68.6,1,1,1.0,1,1.0,7.6,7.4,0.94,97.0,14.1,-9.1,10.5,OPEN,94,BAJAJ-AUTO,2017-09-18,2.66,13.1,3.0
darvas,67.1,1,1,1.0,1,1.0,6.7,14.0,1.18,98.6,5.0,-5.0,9.7,STOP,84,BAJAJ-AUTO,2017-10-03,1.73,5.0,0.2
darvas,59.3,1,1,1.0,1,1.0,3.0,5.5,1.09,98.0,8.0,-8.0,1.6,STOP,1,BAJAJ-AUTO,2018-02-01,1.61,7.8,0.8
darvas,65.8,1,1,1.0,1,,4.5,6.3,1.41,87.0,12.6,-12.6,3.3,STOP,2,BAJAJ-AUTO,2018-07-10,1.97,12.6,1.7
darvas,64.4,1,1,1.0,1,,14.4,3.5,0.84,82.4,15.5,-15.5,8.1,STOP,51,BAJAJ-AUTO,2019-02-27,1.81,18.0,0.3
darvas,64.2,1,1,1.0,1,1.0,8.4,8.0,0.74,90.2,10.8,34.7,37.4,OPEN,46,BAJAJ-AUTO,2020-11-27,2.56,11.3,0.8
darvas,51.6,0,1,1.0,1,1.0,0.8,6.2,0.69,84.4,7.0,-7.0,2.8,STOP,2,BAJAJ-AUTO,2022-04-26,2.97,6.0,1.5
darvas,69.3,1,1,1.0,1,1.0,6.5,13.6,0.84,93.1,17.1,21.2,26.3,OPEN,110,BAJAJ-AUTO,2023-04-11,1.77,18.2,2.1
darvas,63.1,1,1,1.0,1,1.0,5.1,17.6,0.94,97.6,3.9,27.6,28.0,OPEN,125,BAJAJ-AUTO,2023-05-25,2.48,3.7,0.3
darvas,49.4,0,1,1.0,1,1.0,-2.1,14.7,1.04,95.8,6.6,-6.6,2.1,STOP,9,BAJAJ-AUTO,2023-07-05,2.19,5.7,1.2
darvas,63.8,1,1,1.0,1,1.0,5.0,4.2,0.82,97.0,11.5,66.1,75.9,OPEN,120,BAJAJ-AUTO,2023-09-15,4.7,10.0,2.7
darvas,62.6,1,1,1.0,1,1.0,-0.9,5.2,0.99,97.4,10.6,60.4,70.7,OPEN,112,BAJAJ-AUTO,2023-10-19,6.63,7.6,3.9
