detector,rsi14,above_ema20,above_ema50,above_ema200,ema20_above_50,ema50_above_200,mom_20d,mom_60d,vol_trend,ath_proximity,risk_pct,trade_return,max_gain,exit_reason,days_to_peak,symbol,date,volume_ratio,box_height_pct,breakout_pct,stoch_k,stoch_d,macd_hist,macd_positive,macd_bullish,adx,plus_di,minus_di,adx_bullish,atr_pct,bb_pct_b,bb_width,bb_squeeze,supertrend_bull,mfi,cci,williams_r,obv_bullish,psar_bullish,above_ema9,above_ema21,above_ema100,ema9_gt_21,ema20_rising,mom_10d,rsi7,w_above_ema20,w_above_ema50,w_ema20_gt_50,w_rsi,w_macd_positive,w_macd_bullish
darvas,59.3,1,1,1.0,0,1.0,10.3,-0.5,0.84,87.5,12.1,-12.1,4.4,STOP,5,BEL,2024-11-27,1.58,12.7,0.9,98.41,81.22,1.64,1.0,1.0,13.37,34.94,18.54,1.0,3.42,1.0,12.63,0.0,1.0,64.18,140.15,-1.59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.54,83.59,0.0,1.0,1.0,42.17,1.0,0.0
darvas,61.2,1,1,1.0,1,1.0,1.8,18.1,0.8,89.6,19.2,30.4,37.5,OPEN,44,BEL,2025-04-29,2.56,19.7,3.4,96.28,87.7,1.65,1.0,1.0,17.9,38.43,23.25,1.0,3.09,1.01,15.47,0.0,1.0,75.84,147.69,-3.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.26,78.54,1.0,1.0,1.0,54.69,1.0,1.0
flat,63.9,1,1,1.0,1,1.0,5.9,17.2,0.72,61.1,11.1,-11.1,4.8,STOP,7,BEL,2019-10-18,2.36,11.6,0.8,74.36,87.73,0.24,1.0,1.0,12.2,35.44,9.91,1.0,3.06,1.08,12.69,0.0,1.0,64.67,208.45,-25.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.53,95.12,1.0,1.0,1.0,44.93,1.0,1.0
flat,59.8,1,1,1.0,0,,3.3,-10.0,1.22,56.0,9.9,-9.9,3.1,STOP,2,BEL,2020-01-16,2.28,9.1,1.7,88.24,78.85,0.31,0.0,1.0,27.63,35.06,14.76,1.0,2.75,1.11,10.25,0.0,1.0,65.79,243.82,-11.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.47,92.0,0.0,0.0,0.0,41.61,0.0,0.0
flat,58.4,1,1,1.0,1,1.0,0.6,46.2,0.73,53.5,13.4,-13.4,9.4,STOP,4,BEL,2020-08-10,3.45,11.7,3.4,72.39,56.55,-0.02,1.0,0.0,21.55,38.63,14.45,1.0,4.17,1.28,12.61,1.0,1.0,67.89,315.7,-27.61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.9,91.18,1.0,1.0,0.0,66.48,1.0,1.0
flat,55.7,1,1,1.0,1,1.0,1.1,23.7,0.54,81.7,16.6,24.0,35.4,OPEN,97,BEL,2021-06-23,6.81,10.7,8.3,94.9,74.97,0.15,1.0,1.0,13.93,37.62,21.05,1.0,3.26,1.38,13.21,0.0,1.0,79.06,317.6,-5.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.74,79.68,1.0,1.0,1.0,53.47,1.0,1.0
flat,60.8,1,1,1.0,1,1.0,2.6,16.2,0.7,98.5,12.6,-12.6,0.9,STOP,1,BEL,2021-10-18,1.71,11.9,2.3,81.53,75.92,0.11,1.0,1.0,17.81,25.04,12.74,1.0,3.29,1.16,8.23,1.0,1.0,63.53,212.17,-18.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.66,82.87,1.0,1.0,1.0,70.29,1.0,1.0
flat,55.7,1,1,1.0,1,1.0,0.4,4.0,0.78,92.6,11.3,-11.3,3.1,STOP,9,BEL,2022-01-04,1.64,12.0,0.7,89.56,89.01,0.39,1.0,1.0,16.89,25.62,23.13,1.0,2.79,1.0,8.84,0.0,1.0,55.13,177.39,-10.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.35,,1.0,1.0,1.0,52.14,1.0,0.0
flat,63.8,1,1,1.0,1,1.0,-1.1,4.3,0.95,96.5,13.3,33.7,46.8,OPEN,109,BEL,2022-04-07,5.81,11.4,3.4,89.52,82.08,0.7,1.0,1.0,22.41,46.03,8.11,1.0,2.59,1.29,13.24,0.0,1.0,80.72,241.27,-10.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.94,96.86,1.0,1.0,1.0,57.55,1.0,0.0
flat,62.3,1,1,1.0,1,1.0,8.1,-2.4,1.04,94.6,12.1,21.3,35.2,OPEN,40,BEL,2022-07-18,6.38,10.7,2.8,82.45,83.37,0.65,1.0,1.0,25.96,38.44,15.47,1.0,2.8,1.25,11.14,0.0,1.0,67.69,309.72,-17.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.78,83.15,1.0,1.0,1.0,52.63,1.0,0.0
flat,61.6,1,1,1.0,1,1.0,4.1,10.9,0.7,93.3,9.1,30.2,33.2,OPEN,78,BEL,2023-05-22,2.2,9.3,0.6,88.89,73.98,-0.09,1.0,0.0,52.25,32.4,13.49,1.0,1.85,0.89,10.49,0.0,1.0,79.05,107.39,-11.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.94,62.59,1.0,1.0,1.0,74.27,1.0,1.0
flat,71.9,1,1,1.0,1,1.0,5.6,18.2,1.0,98.8,8.6,31.4,36.2,OPEN,124,BEL,2023-06-05,2.66,7.4,1.9,76.83,89.06,0.27,1.0,1.0,41.21,40.06,10.31,1.0,2.1,1.12,8.72,0.0,1.0,69.49,223.07,-23.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.71,96.9,1.0,1.0,1.0,83.06,1.0,1.0
flat,56.6,1,1,1.0,1,1.0,3.3,21.9,1.4,96.6,9.0,45.7,48.1,OPEN,122,BEL,2023-07-11,2.9,9.9,0.0,88.37,69.14,-0.18,1.0,0.0,17.0,21.68,19.51,1.0,2.97,1.01,7.05,0.0,1.0,70.24,140.31,-11.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.94,56.23,1.0,1.0,1.0,82.48,1.0,1.0
flat,59.3,1,1,1.0,1,1.0,1.2,18.6,0.63,98.8,9.4,44.4,50.2,OPEN,121,BEL,2023-07-28,2.23,9.2,1.0,81.33,70.76,-0.11,1.0,0.0,13.04,27.27,14.62,1.0,2.08,1.02,6.63,1.0,1.0,70.64,186.29,-18.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.36,67.57,1.0,1.0,1.0,78.13,1.0,1.0
flat,65.9,1,1,1.0,1,1.0,8.0,17.3,1.07,99.6,12.1,49.1,51.5,OPEN,125,BEL,2023-09-04,1.75,11.7,1.9,88.46,80.44,0.54,1.0,1.0,37.94,35.73,11.99,1.0,2.23,1.11,10.05,0.0,1.0,75.85,204.08,-11.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.74,76.62,1.0,1.0,1.0,72.57,1.0,1.0
flat,63.3,1,1,1.0,1,1.0,8.3,3.8,1.1,99.2,10.4,73.3,119.1,OPEN,124,BEL,2023-12-01,2.93,11.1,0.5,77.99,69.98,0.35,1.0,1.0,56.96,36.25,12.86,1.0,2.3,1.0,8.68,0.0,1.0,65.96,188.99,-22.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4,68.85,1.0,1.0,1.0,62.34,1.0,0.0
flat,63.1,1,1,1.0,1,1.0,2.9,26.3,0.95,98.4,12.1,13.2,37.2,OPEN,37,BEL,2024-05-17,2.56,10.7,2.7,94.94,78.05,0.13,1.0,1.0,18.97,24.74,16.43,1.0,3.15,1.2,8.95,0.0,1.0,62.28,225.59,-5.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.02,75.86,1.0,1.0,1.0,66.71,1.0,1.0
flat,53.0,1,1,1.0,0,1.0,1.4,-5.0,0.94,84.1,11.5,-11.5,6.3,STOP,18,BEL,2024-11-06,2.17,10.4,2.3,94.77,81.28,2.39,1.0,1.0,32.18,26.09,26.65,0.0,3.41,1.08,11.6,0.0,1.0,55.3,170.23,-5.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.36,83.06,1.0,1.0,1.0,41.58,1.0,0.0
flat,67.9,1,1,1.0,1,1.0,3.8,34.8,0.79,97.8,10.8,-10.8,6.8,STOP,7,BEL,2025-06-20,4.12,12.0,0.2,94.26,79.1,-1.58,1.0,0.0,36.83,24.92,19.26,1.0,2.15,1.06,7.01,1.0,1.0,78.29,159.95,-5.74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.49,70.77,1.0,1.0,1.0,86.66,1.0,1.0
flat,55.0,1,1,1.0,0,1.0,-1.0,-3.8,0.91,88.3,9.5,3.5,7.9,OPEN,34,BEL,2025-09-12,1.98,8.9,1.5,98.58,90.56,3.32,0.0,1.0,25.97,34.38,19.2,1.0,2.04,1.19,8.87,0.0,1.0,65.88,210.04,-1.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.09,74.41,1.0,1.0,1.0,44.19,1.0,0.0
darvas,58.4,1,1,,0,,1.1,-8.9,0.91,80.5,14.8,47.9,95.8,OPEN,90,BEML,2023-05-04,16.02,9.8,6.9,84.25,71.59,7.54,1.0,1.0,24.69,48.69,9.24,1.0,2.89,1.32,14.58,0.0,1.0,91.3,266.45,-15.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.5,94.2,0.0,0.0,0.0,28.04,0.0,0.0
darvas,65.3,1,1,,1,,3.4,17.6,0.6,90.9,6.7,63.9,81.6,OPEN,70,BEML,2023-06-01,2.21,4.4,2.6,95.08,80.59,0.3,1.0,1.0,52.56,31.49,6.47,1.0,2.62,1.25,7.5,1.0,1.0,80.11,237.65,-4.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.61,90.35,1.0,1.0,0.0,49.58,0.0,1.0
darvas,65.8,1,1,,1,,3.3,40.7,0.98,96.2,14.3,70.8,87.1,OPEN,114,BEML,2023-07-24,5.75,15.2,1.3,91.88,84.9,4.99,1.0,1.0,22.02,35.63,11.24,1.0,3.14,1.36,12.31,0.0,1.0,81.64,395.04,-8.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.18,89.07,1.0,1.0,1.0,84.64,1.0,1.0
darvas,69.5,1,1,,1,,15.4,46.2,1.0,97.6,11.6,-11.6,25.8,STOP,13,BEML,2023-08-23,2.78,11.7,1.3,85.85,78.0,0.85,1.0,1.0,53.45,30.49,17.29,1.0,4.1,0.96,19.03,0.0,1.0,72.06,165.42,-14.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.62,82.33,1.0,1.0,1.0,85.95,1.0,1.0
darvas,62.4,1,1,1.0,1,1.0,12.0,55.0,0.63,96.1,15.1,-15.1,18.0,STOP,3,BEML,2024-01-30,3.72,11.2,5.9,88.57,73.15,1.74,1.0,1.0,35.41,26.34,17.98,1.0,3.87,1.13,20.0,0.0,1.0,73.1,206.16,-11.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,75.27,1.0,1.0,1.0,79.7,1.0,1.0
darvas,60.7,1,1,1.0,1,1.0,17.3,36.1,0.7,96.0,14.2,-14.2,6.6,STOP,1,BEML,2024-07-05,6.72,11.8,4.3,62.73,69.74,13.79,1.0,1.0,32.83,36.44,11.54,1.0,4.63,1.03,27.08,0.0,1.0,84.27,190.27,-37.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.83,82.29,1.0,1.0,1.0,67.22,1.0,1.0
darvas,62.2,1,1,1.0,1,1.0,10.2,8.1,0.77,75.6,13.7,-13.7,1.9,STOP,1,BEML,2024-11-07,2.21,12.6,2.9,87.8,80.9,19.6,1.0,1.0,13.88,23.74,23.72,1.0,3.97,1.05,15.75,0.0,1.0,72.59,177.45,-12.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.24,86.48,1.0,1.0,1.0,41.63,1.0,0.0
darvas,64.7,1,1,1.0,1,1.0,3.5,10.5,1.02,78.2,16.7,-16.7,4.3,STOP,3,BEML,2024-12-06,1.88,19.7,0.3,88.02,87.06,18.27,1.0,1.0,21.05,41.99,6.82,1.0,3.34,0.83,22.49,0.0,1.0,73.26,100.82,-11.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.28,85.5,1.0,1.0,1.0,56.33,1.0,0.0
darvas,59.9,1,1,1.0,1,1.0,15.3,53.4,0.88,78.1,11.6,-11.6,5.1,STOP,1,BEML,2025-06-20,4.8,11.4,1.5,85.87,67.86,-10.26,1.0,0.0,41.8,21.48,12.11,1.0,4.51,1.24,9.41,1.0,1.0,84.59,182.64,-14.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.52,69.24,1.0,1.0,1.0,77.35,1.0,1.0
flat,58.4,1,1,,0,,1.1,-8.9,0.91,80.5,15.1,47.9,95.8,OPEN,90,BEML,2023-05-04,16.02,10.2,6.9,84.25,71.59,7.54,1.0,1.0,24.69,48.69,9.24,1.0,2.89,1.32,14.58,0.0,1.0,91.3,266.45,-15.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.5,94.2,0.0,0.0,0.0,28.04,0.0,0.0
flat,64.1,1,1,,1,,6.3,23.8,0.6,95.4,9.8,65.4,75.4,OPEN,59,BEML,2023-06-16,1.67,9.9,0.9,90.28,83.1,-0.5,1.0,0.0,53.75,30.41,7.42,1.0,2.24,0.92,12.21,0.0,1.0,79.87,109.6,-9.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.61,61.33,1.0,1.0,0.0,76.39,1.0,1.0
flat,56.4,1,1,,1,,-1.1,33.3,0.77,91.8,9.7,89.2,97.1,OPEN,115,BEML,2023-07-21,3.59,10.2,0.5,93.81,78.72,0.65,1.0,1.0,21.64,25.06,13.88,1.0,2.98,1.22,7.55,1.0,1.0,67.68,224.92,-6.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.13,81.74,1.0,1.0,1.0,75.87,1.0,1.0
flat,50.4,1,0,1.0,0,1.0,-0.6,-9.2,0.69,73.8,14.0,-14.0,3.0,STOP,28,BEML,2025-09-12,6.88,9.8,5.9,92.47,79.53,21.39,1.0,1.0,17.19,32.16,17.31,1.0,3.13,1.25,12.67,0.0,1.0,85.02,246.52,-7.53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.13,71.38,1.0,1.0,1.0,46.75,1.0,0.0
darvas,63.7,1,1,,1,,6.3,15.7,1.69,99.1,9.6,-9.6,19.2,STOP,69,BERGEPAINT,2018-05-22,3.48,8.3,2.1,95.52,85.4,0.74,1.0,1.0,14.8,25.94,18.95,1.0,2.84,1.11,9.41,0.0,1.0,73.24,200.82,-4.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.35,89.08,1.0,1.0,1.0,71.23,1.0,1.0
darvas,57.3,1,1,,1,,4.8,12.0,1.02,96.6,6.5,-6.5,6.6,STOP,11,BERGEPAINT,2018-08-10,3.65,6.0,0.8,92.89,59.92,-0.19,1.0,0.0,54.82,22.58,11.81,1.0,2.63,1.12,7.31,0.0,1.0,58.15,181.18,-7.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.92,63.57,1.0,1.0,1.0,66.61,1.0,1.0
darvas,62.4,1,1,1.0,1,1.0,5.0,9.3,0.8,93.9,12.8,-12.8,1.2,STOP,1,BERGEPAINT,2018-12-19,2.75,11.0,3.3,94.42,94.8,1.26,1.0,1.0,18.36,30.82,17.71,1.0,2.73,1.24,9.64,0.0,1.0,78.14,282.35,-5.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.01,94.14,1.0,1.0,1.0,52.69,1.0,1.0
darvas,65.9,1,1,1.0,1,1.0,9.0,11.6,1.38,95.5,15.8,64.6,72.1,OPEN,123,BERGEPAINT,2019-08-06,5.38,15.1,3.2,89.37,84.38,2.2,1.0,1.0,41.59,38.99,7.54,1.0,2.54,1.02,15.68,0.0,1.0,85.07,145.11,-10.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.26,92.23,1.0,1.0,1.0,57.32,1.0,1.0
darvas,58.6,1,1,1.0,1,1.0,0.1,16.7,0.69,98.2,10.1,3.5,49.4,OPEN,94,BERGEPAINT,2019-09-20,2.97,3.9,7.1,96.9,75.41,0.57,1.0,1.0,17.75,36.19,16.97,1.0,2.28,1.49,8.77,0.0,1.0,74.02,439.13,-3.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.47,82.02,1.0,1.0,1.0,72.54,1.0,1.0
darvas,61.8,1,1,1.0,1,1.0,13.3,21.3,0.89,86.4,13.1,31.3,33.1,OPEN,125,BERGEPAINT,2020-06-24,3.36,12.2,2.5,86.32,75.71,2.62,1.0,1.0,32.41,23.59,14.58,1.0,3.28,1.16,12.03,0.0,1.0,56.23,246.87,-13.68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.33,88.59,1.0,1.0,1.0,57.3,1.0,0.0
darvas,60.5,1,1,1.0,1,1.0,6.1,16.2,0.92,88.6,12.1,32.2,48.2,OPEN,116,BERGEPAINT,2020-08-07,2.32,13.1,0.6,94.09,75.21,1.34,1.0,1.0,22.42,32.55,11.57,1.0,2.51,1.21,9.05,0.0,1.0,43.29,226.16,-5.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.92,93.0,1.0,1.0,1.0,51.79,1.0,1.0
darvas,56.6,1,1,1.0,1,1.0,1.4,8.2,0.47,96.6,7.3,-7.3,3.2,STOP,10,BERGEPAINT,2021-07-07,2.71,7.5,0.4,92.18,59.7,0.31,1.0,1.0,12.6,22.13,8.78,1.0,1.89,1.26,5.18,1.0,1.0,59.86,216.61,-7.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.96,90.4,1.0,1.0,1.0,60.74,1.0,1.0
darvas,54.5,1,0,0.0,0,,5.0,-13.1,0.92,68.4,8.1,-8.1,15.1,STOP,13,BERGEPAINT,2022-07-28,1.75,6.7,2.0,97.77,80.1,3.26,1.0,1.0,12.31,23.71,14.15,1.0,2.34,1.25,6.89,1.0,1.0,73.8,243.83,-2.23,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.42,78.93,0.0,0.0,0.0,28.18,0.0,0.0
darvas,59.2,1,1,1.0,1,1.0,3.8,6.2,1.03,81.9,6.9,-6.9,0.7,STOP,1,BERGEPAINT,2023-12-29,1.6,7.0,0.5,94.7,80.94,1.78,1.0,1.0,14.35,28.65,24.65,1.0,2.1,1.08,6.07,0.0,1.0,60.62,190.18,-5.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.24,59.61,1.0,1.0,1.0,47.51,1.0,0.0
darvas,59.3,1,1,0.0,0,,4.2,-7.7,0.47,70.6,6.0,-6.0,19.6,STOP,47,BERGEPAINT,2024-07-10,1.63,4.1,2.2,85.05,74.19,1.98,1.0,1.0,37.06,25.7,9.92,1.0,1.85,1.19,5.7,1.0,1.0,68.69,190.74,-14.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.15,83.02,0.0,0.0,0.0,36.46,0.0,1.0
darvas,60.9,1,1,1.0,1,,5.0,12.7,0.89,75.6,8.5,-8.5,11.9,STOP,21,BERGEPAINT,2024-08-19,1.54,8.5,0.8,96.77,83.8,0.65,1.0,1.0,14.62,24.8,18.31,1.0,2.75,0.99,8.82,0.0,1.0,69.65,139.71,-3.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.27,70.31,1.0,1.0,0.0,67.47,0.0,1.0
darvas,62.1,1,1,1.0,1,1.0,6.7,19.5,0.85,79.3,4.9,-4.9,5.3,STOP,9,BERGEPAINT,2024-09-04,3.46,5.1,0.1,97.11,79.87,1.19,1.0,1.0,38.36,41.1,9.3,1.0,2.4,0.92,15.76,0.0,1.0,86.58,108.36,-2.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.76,74.59,1.0,1.0,0.0,72.97,1.0,1.0
darvas,58.1,1,1,1.0,1,,0.5,11.1,0.86,70.4,9.6,-0.5,13.0,OPEN,58,BERGEPAINT,2025-04-08,2.38,6.3,4.1,95.24,80.88,2.03,1.0,1.0,15.14,23.8,14.67,1.0,2.75,1.24,8.47,0.0,1.0,53.29,304.12,-4.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.68,83.47,1.0,0.0,0.0,73.99,0.0,1.0
flat,55.4,1,1,,0,,1.5,,1.0,89.3,9.5,14.2,36.3,OPEN,105,BERGEPAINT,2018-03-28,2.61,10.4,0.0,85.21,71.43,0.88,1.0,1.0,13.16,27.22,16.95,1.0,2.42,1.19,5.84,0.0,1.0,58.41,231.23,-14.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.53,82.0,0.0,0.0,0.0,,0.0,0.0
flat,63.8,1,1,,1,,6.6,-2.1,0.96,92.9,10.7,3.8,31.9,OPEN,100,BERGEPAINT,2018-04-06,1.95,11.3,0.6,95.0,87.66,1.69,1.0,1.0,19.89,29.6,15.91,1.0,2.68,1.01,11.36,0.0,1.0,62.37,154.45,-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.24,85.34,1.0,0.0,0.0,,0.0,0.0
flat,63.7,1,1,,1,,6.3,15.7,1.69,99.1,12.0,8.8,19.2,OPEN,69,BERGEPAINT,2018-05-22,3.48,11.4,2.1,95.52,85.4,0.74,1.0,1.0,14.8,25.94,18.95,1.0,2.84,1.11,9.41,0.0,1.0,73.24,200.82,-4.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.35,89.08,1.0,1.0,1.0,71.23,1.0,1.0
flat,57.3,1,1,,1,,4.8,12.0,1.02,96.6,9.6,-9.6,6.6,STOP,11,BERGEPAINT,2018-08-10,3.65,9.7,0.8,92.89,59.92,-0.19,1.0,0.0,54.82,22.58,11.81,1.0,2.63,1.12,7.31,0.0,1.0,58.15,181.18,-7.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.92,63.57,1.0,1.0,1.0,66.61,1.0,1.0
flat,61.7,1,1,,1,,3.8,14.3,1.43,97.1,11.8,-11.8,2.1,STOP,1,BERGEPAINT,2018-08-28,1.67,11.6,1.6,90.92,82.36,0.69,1.0,1.0,39.4,31.62,5.09,1.0,2.63,0.98,12.25,0.0,1.0,76.86,133.8,-9.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.41,75.0,1.0,1.0,1.0,75.76,1.0,1.0
flat,62.4,1,1,1.0,1,1.0,5.0,9.3,0.8,93.9,13.0,-13.0,1.2,STOP,1,BERGEPAINT,2018-12-19,2.75,11.3,3.3,94.42,94.8,1.26,1.0,1.0,18.36,30.82,17.71,1.0,2.73,1.24,9.64,0.0,1.0,78.14,282.35,-5.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.01,94.14,1.0,1.0,1.0,52.69,1.0,1.0
flat,59.1,1,1,1.0,0,1.0,6.6,-5.0,0.89,89.6,11.4,35.2,38.3,OPEN,125,BERGEPAINT,2019-03-26,1.73,11.7,1.0,92.05,85.67,1.62,1.0,1.0,52.25,30.43,6.93,1.0,2.15,1.09,8.4,0.0,1.0,66.64,177.1,-7.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.54,90.21,1.0,1.0,1.0,45.4,1.0,0.0
flat,39.7,0,0,0.0,0,1.0,-3.6,-1.4,1.26,85.9,11.6,49.4,61.6,OPEN,101,BERGEPAINT,2019-05-31,9.75,11.7,1.2,89.09,52.89,1.56,0.0,1.0,33.84,38.42,15.2,1.0,3.03,1.28,10.37,0.0,1.0,70.42,201.87,-10.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.97,71.6,0.0,1.0,1.0,59.89,1.0,0.0
flat,65.9,1,1,1.0,1,1.0,9.0,11.6,1.38,95.5,12.7,64.6,72.1,OPEN,123,BERGEPAINT,2019-08-06,5.38,11.2,3.0,89.37,84.38,2.2,1.0,1.0,41.59,38.99,7.54,1.0,2.54,1.02,15.68,0.0,1.0,85.07,145.11,-10.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.26,92.23,1.0,1.0,1.0,57.32,1.0,1.0
flat,58.6,1,1,1.0,1,1.0,0.1,16.7,0.69,98.2,16.0,3.5,49.4,OPEN,94,BERGEPAINT,2019-09-20,2.97,11.1,7.1,96.9,75.41,0.57,1.0,1.0,17.75,36.19,16.97,1.0,2.28,1.49,8.77,0.0,1.0,74.02,439.13,-3.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.47,82.02,1.0,1.0,1.0,72.54,1.0,1.0
flat,60.5,1,1,1.0,1,1.0,6.1,16.2,0.92,88.6,12.1,32.2,48.2,OPEN,116,BERGEPAINT,2020-08-07,2.32,11.4,2.1,94.09,75.21,1.34,1.0,1.0,22.42,32.55,11.57,1.0,2.51,1.21,9.05,0.0,1.0,43.29,226.16,-5.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.92,93.0,1.0,1.0,1.0,51.79,1.0,1.0
flat,55.9,1,1,1.0,1,1.0,3.9,15.7,0.8,97.0,11.1,12.1,30.6,OPEN,58,BERGEPAINT,2020-10-29,2.44,11.2,1.1,88.47,65.27,-0.18,1.0,0.0,25.14,16.69,17.86,0.0,2.72,1.17,5.83,1.0,1.0,55.7,195.07,-11.53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.44,61.36,1.0,1.0,1.0,84.8,1.0,1.0
flat,51.5,1,1,1.0,0,1.0,0.3,0.1,0.68,89.0,9.3,12.8,17.3,OPEN,81,BERGEPAINT,2021-03-23,1.54,10.2,0.1,88.52,82.54,2.49,0.0,1.0,39.6,16.82,17.07,0.0,3.0,0.95,7.32,1.0,1.0,65.12,204.14,-11.48,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.49,68.76,1.0,1.0,1.0,55.25,1.0,0.0
flat,56.6,1,1,1.0,1,1.0,1.4,8.2,0.47,96.6,9.5,-9.5,3.2,STOP,10,BERGEPAINT,2021-07-07,2.71,10.1,0.4,92.18,59.7,0.31,1.0,1.0,12.6,22.13,8.78,1.0,1.89,1.26,5.18,1.0,1.0,59.86,216.61,-7.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.96,90.4,1.0,1.0,1.0,60.74,1.0,1.0
flat,58.8,1,1,1.0,1,1.0,3.3,15.6,0.85,97.2,7.5,-7.5,0.9,STOP,1,BERGEPAINT,2021-07-20,3.18,7.5,0.6,92.78,74.99,1.35,1.0,1.0,48.33,38.96,8.0,1.0,1.94,1.01,9.17,0.0,1.0,76.04,126.53,-7.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.25,70.57,1.0,1.0,1.0,69.02,1.0,1.0
flat,54.5,1,0,0.0,0,,5.0,-13.1,0.92,68.4,11.1,-11.1,15.1,STOP,13,BERGEPAINT,2022-07-28,1.75,10.5,1.9,97.77,80.1,3.26,1.0,1.0,12.31,23.71,14.15,1.0,2.34,1.25,6.89,1.0,1.0,73.8,243.83,-2.23,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.42,78.93,0.0,0.0,0.0,28.18,0.0,0.0
flat,62.3,1,1,0.0,1,,5.8,-0.1,1.2,67.7,9.0,22.8,23.8,OPEN,125,BERGEPAINT,2023-03-16,2.26,7.9,1.8,97.73,88.99,1.8,1.0,1.0,22.31,32.6,12.95,1.0,2.03,1.02,8.74,0.0,1.0,73.01,152.55,-2.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.97,73.24,1.0,0.0,0.0,41.74,0.0,1.0
flat,67.6,1,1,1.0,1,,3.8,10.0,0.91,71.0,9.0,9.5,30.2,OPEN,95,BERGEPAINT,2023-05-09,1.59,9.7,0.2,89.15,87.57,2.55,1.0,1.0,27.37,35.86,9.3,1.0,1.82,0.91,11.78,0.0,1.0,83.92,125.84,-10.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.68,87.43,1.0,1.0,0.0,71.41,0.0,1.0
