detector,rsi14,above_ema20,above_ema50,above_ema200,ema20_above_50,ema50_above_200,mom_20d,mom_60d,vol_trend,ath_proximity,risk_pct,trade_return,max_gain,exit_reason,days_to_peak,symbol,date,volume_ratio,box_height_pct,breakout_pct,stoch_k,stoch_d,macd_hist,macd_positive,macd_bullish,adx,plus_di,minus_di,adx_bullish,atr_pct,bb_pct_b,bb_width,bb_squeeze,supertrend_bull,mfi,cci,williams_r,obv_bullish,psar_bullish,above_ema9,above_ema21,above_ema100,ema9_gt_21,ema20_rising,mom_10d,rsi7,w_above_ema20,w_above_ema50,w_ema20_gt_50,w_rsi,w_macd_positive,w_macd_bullish
flat,53.0,1,1,0.0,0,,0.9,-2.0,1.19,50.4,11.8,-11.8,16.0,STOP,53,TVTODAY,2019-08-07,3.73,10.8,2.4,77.47,57.06,0.91,1.0,1.0,13.67,26.22,13.88,1.0,4.64,1.2,9.22,1.0,1.0,63.74,256.72,-22.53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.01,62.71,0.0,0.0,0.0,39.99,0.0,1.0
flat,59.1,1,1,0.0,1,,3.7,24.4,0.97,37.8,12.5,-12.5,14.2,STOP,19,TVTODAY,2020-08-11,6.77,11.5,2.5,70.88,56.97,1.13,1.0,1.0,25.63,26.11,13.19,1.0,4.27,1.33,11.6,1.0,1.0,78.9,391.66,-29.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.32,76.41,1.0,0.0,0.0,55.93,0.0,1.0
flat,50.7,1,0,0.0,0,,2.8,-6.3,0.31,36.4,8.3,32.7,45.8,OPEN,102,TVTODAY,2020-11-06,2.75,7.5,1.4,71.16,60.8,1.35,0.0,1.0,26.45,21.15,12.35,1.0,3.5,1.17,7.22,1.0,1.0,76.9,235.8,-28.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.81,72.53,0.0,0.0,0.0,47.69,0.0,0.0
flat,58.5,1,1,1.0,1,1.0,5.8,7.5,1.31,51.7,17.1,25.3,33.4,OPEN,124,TVTODAY,2021-05-20,17.82,11.7,8.0,74.48,63.98,2.07,1.0,1.0,49.79,47.3,5.05,1.0,3.45,1.45,12.9,0.0,1.0,77.19,432.41,-25.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.97,83.4,1.0,1.0,1.0,68.54,1.0,1.0
flat,58.6,1,1,1.0,0,1.0,1.9,-2.5,0.54,53.6,9.8,21.1,47.2,OPEN,66,TVTODAY,2021-09-07,4.11,8.8,1.8,84.02,80.43,2.55,1.0,1.0,14.2,28.96,16.45,1.0,2.95,1.23,10.02,0.0,1.0,69.9,239.98,-15.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.59,95.49,1.0,1.0,1.0,39.01,1.0,0.0
flat,66.3,1,1,1.0,1,1.0,7.7,8.0,1.29,55.9,11.2,18.2,44.6,OPEN,27,TVTODAY,2021-11-03,1.58,11.5,1.1,86.86,74.91,2.43,1.0,1.0,63.6,31.07,2.3,1.0,3.27,1.01,13.23,0.0,1.0,84.91,160.83,-13.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.77,87.97,1.0,1.0,1.0,58.17,1.0,0.0
flat,57.5,1,1,1.0,1,1.0,4.9,0.4,1.35,72.6,11.2,-11.2,3.3,STOP,6,TVTODAY,2022-04-11,1.69,11.9,0.6,88.02,70.47,3.36,1.0,1.0,28.54,27.22,9.77,1.0,3.98,1.02,12.6,0.0,1.0,71.25,156.31,-11.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.15,81.19,1.0,1.0,1.0,43.47,1.0,0.0
flat,51.8,1,1,0.0,0,,-1.1,2.6,0.77,35.4,10.8,15.2,29.9,OPEN,121,TVTODAY,2023-07-17,6.52,8.5,3.4,88.39,64.69,0.77,1.0,1.0,18.39,30.46,7.3,1.0,2.16,1.33,7.73,1.0,1.0,72.04,262.39,-11.61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.53,83.91,0.0,0.0,0.0,50.54,0.0,1.0
flat,57.3,1,1,0.0,1,,2.1,8.6,1.36,37.7,12.0,-12.0,8.4,STOP,5,TVTODAY,2023-08-29,2.85,11.7,1.7,88.79,74.66,0.84,1.0,1.0,14.56,26.42,18.13,1.0,3.5,0.98,11.12,0.0,1.0,73.76,138.11,-11.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.98,89.01,1.0,0.0,0.0,65.61,0.0,1.0
flat,59.2,1,1,1.0,1,,1.5,4.4,0.96,39.1,11.5,-11.5,20.0,STOP,4,TVTODAY,2024-01-04,3.0,8.5,4.1,86.17,75.42,1.16,1.0,1.0,21.58,21.56,14.34,1.0,3.06,1.36,7.16,1.0,1.0,73.68,351.29,-13.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.26,78.83,1.0,0.0,0.0,48.2,0.0,1.0
flat,63.5,1,1,1.0,1,1.0,8.1,6.7,0.78,44.5,13.8,-13.8,17.9,STOP,3,TVTODAY,2024-07-29,4.5,11.6,4.1,78.66,78.32,1.21,1.0,1.0,44.27,29.19,12.29,1.0,3.77,1.3,10.4,0.0,1.0,78.79,303.8,-21.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.27,85.54,1.0,1.0,1.0,62.46,1.0,1.0
darvas,51.7,1,0,,0,,4.1,-0.9,0.83,84.3,8.6,14.9,15.5,OPEN,125,UBL,2023-06-07,4.16,8.3,1.0,93.59,73.59,4.86,1.0,1.0,29.78,32.63,16.21,1.0,1.67,1.16,6.55,0.0,1.0,68.2,175.44,-6.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.59,71.29,0.0,0.0,0.0,52.39,0.0,1.0
darvas,62.9,1,1,,1,,1.3,8.8,1.08,89.0,4.1,-4.1,0.7,STOP,1,UBL,2023-07-06,1.69,3.1,1.2,93.59,77.79,2.21,1.0,1.0,58.39,23.93,2.04,1.0,1.78,1.13,4.81,1.0,1.0,71.46,219.74,-6.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8,96.38,1.0,0.0,0.0,59.38,0.0,1.0
darvas,62.8,1,1,,1,,2.1,7.9,0.55,92.5,9.8,2.2,14.8,OPEN,82,UBL,2023-09-07,4.79,7.2,3.4,94.5,89.82,10.29,1.0,1.0,30.87,37.62,12.87,1.0,1.92,1.39,8.54,0.0,1.0,87.42,331.28,-5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.48,89.98,1.0,1.0,0.0,64.54,1.0,1.0
darvas,66.3,1,1,1.0,1,1.0,6.3,12.4,1.04,98.6,6.8,-6.8,6.9,STOP,6,UBL,2023-12-29,1.97,6.4,0.9,96.94,71.99,2.18,1.0,1.0,60.67,26.93,8.54,1.0,2.41,1.2,5.96,0.0,1.0,71.61,243.88,-3.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.05,78.49,1.0,1.0,1.0,61.44,1.0,1.0
darvas,65.2,1,1,1.0,1,1.0,8.1,-0.9,1.27,97.5,18.9,-2.0,8.6,OPEN,108,UBL,2024-04-24,9.21,15.8,6.4,94.5,86.9,14.02,1.0,1.0,70.9,36.81,0.64,1.0,2.62,1.25,15.71,0.0,1.0,74.27,236.59,-5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.57,90.35,1.0,1.0,1.0,55.06,1.0,1.0
darvas,64.8,1,1,1.0,1,1.0,3.4,8.6,1.27,97.3,14.5,-14.5,2.9,STOP,1,UBL,2025-02-01,4.18,12.4,4.1,92.99,92.97,18.3,1.0,1.0,25.64,34.71,15.48,1.0,3.24,1.15,14.75,0.0,1.0,85.41,194.79,-7.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.57,81.07,1.0,1.0,1.0,56.4,1.0,1.0
flat,51.7,1,0,,0,,4.1,-0.9,0.83,84.3,9.9,14.9,15.5,OPEN,125,UBL,2023-06-07,4.16,9.9,1.0,93.59,73.59,4.86,1.0,1.0,29.78,32.63,16.21,1.0,1.67,1.16,6.55,0.0,1.0,68.2,175.44,-6.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.59,71.29,0.0,0.0,0.0,52.39,0.0,1.0
flat,59.7,1,1,,1,,5.2,3.0,1.09,87.1,7.8,12.7,17.0,OPEN,121,UBL,2023-06-16,2.93,8.5,0.0,86.34,74.11,4.07,1.0,1.0,35.94,28.07,12.0,1.0,1.81,0.96,7.85,0.0,1.0,69.74,146.98,-13.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.38,55.74,1.0,0.0,0.0,51.73,0.0,1.0
flat,62.9,1,1,,1,,1.3,8.8,1.08,89.0,7.2,22.3,23.5,OPEN,125,UBL,2023-07-06,1.69,6.5,1.2,93.59,77.79,2.21,1.0,1.0,58.39,23.93,2.04,1.0,1.78,1.13,4.81,1.0,1.0,71.46,219.74,-6.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8,96.38,1.0,0.0,0.0,59.38,0.0,1.0
flat,62.8,1,1,,1,,2.1,7.9,0.55,92.5,11.6,2.2,14.8,OPEN,82,UBL,2023-09-07,4.79,9.2,3.6,94.5,89.82,10.29,1.0,1.0,30.87,37.62,12.87,1.0,1.92,1.39,8.54,0.0,1.0,87.42,331.28,-5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.48,89.98,1.0,1.0,0.0,64.54,1.0,1.0
flat,66.3,1,1,1.0,1,1.0,6.3,12.4,1.04,98.6,11.4,13.8,22.3,OPEN,112,UBL,2023-12-29,1.97,11.9,0.9,96.94,71.99,2.18,1.0,1.0,60.67,26.93,8.54,1.0,2.41,1.2,5.96,0.0,1.0,71.61,243.88,-3.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.05,78.49,1.0,1.0,1.0,61.44,1.0,1.0
flat,61.5,1,1,1.0,1,1.0,5.4,-0.3,1.48,94.7,10.3,14.3,20.0,OPEN,118,UBL,2024-04-08,2.06,10.8,0.6,93.31,84.08,13.24,1.0,1.0,25.18,25.35,8.17,1.0,2.5,1.04,10.34,0.0,1.0,57.2,165.66,-6.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.74,87.28,1.0,1.0,1.0,52.1,1.0,0.0
flat,65.2,1,1,1.0,1,1.0,8.1,-0.9,1.27,97.5,16.9,-2.0,8.6,OPEN,108,UBL,2024-04-24,9.21,11.3,8.1,94.5,86.9,14.02,1.0,1.0,70.9,36.81,0.64,1.0,2.62,1.25,15.71,0.0,1.0,74.27,236.59,-5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.57,90.35,1.0,1.0,1.0,55.06,1.0,1.0
flat,64.8,1,1,1.0,1,1.0,3.4,8.6,1.27,97.3,14.2,-14.2,2.9,STOP,1,UBL,2025-02-01,4.18,11.9,4.1,92.99,92.97,18.3,1.0,1.0,25.64,34.71,15.48,1.0,3.24,1.15,14.75,0.0,1.0,85.41,194.79,-7.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.57,81.07,1.0,1.0,1.0,56.4,1.0,1.0
darvas,58.1,1,1,1.0,1,1.0,6.6,12.7,1.59,88.0,10.7,26.9,61.5,OPEN,7,UCOBANK,2024-01-30,2.46,9.5,2.3,79.13,62.35,0.15,1.0,1.0,29.24,27.19,11.73,1.0,4.38,1.07,9.89,0.0,1.0,57.67,185.58,-20.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.04,65.99,1.0,1.0,1.0,61.38,1.0,0.0
darvas,59.0,1,1,1.0,1,1.0,-0.1,-1.8,0.74,80.6,17.7,-17.7,2.2,STOP,5,UCOBANK,2024-05-27,4.67,18.5,2.5,92.31,86.46,0.74,1.0,1.0,18.18,36.55,6.17,1.0,3.7,1.09,19.21,0.0,1.0,75.77,150.5,-7.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.1,95.19,1.0,1.0,1.0,43.87,1.0,0.0
darvas,62.0,1,1,0.0,0,,5.2,-9.1,1.14,46.8,10.8,-10.8,1.1,STOP,5,UCOBANK,2025-06-02,4.26,8.5,3.4,82.08,62.56,0.37,1.0,1.0,27.02,40.79,7.2,1.0,2.95,1.27,12.55,0.0,1.0,72.6,334.01,-17.92,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.46,98.87,0.0,0.0,0.0,38.82,0.0,1.0
flat,63.3,1,1,,1,,4.4,11.6,1.0,84.1,10.8,45.0,68.5,OPEN,52,UCOBANK,2023-07-05,1.66,11.5,0.5,84.13,77.07,0.2,1.0,1.0,21.82,31.09,11.61,1.0,3.32,1.07,10.21,0.0,1.0,83.78,191.06,-15.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.23,95.83,1.0,0.0,0.0,63.3,0.0,1.0
flat,62.4,1,1,,1,,4.6,11.8,1.31,87.0,12.3,102.6,132.4,OPEN,120,UCOBANK,2023-08-16,3.06,11.6,2.2,90.67,80.34,0.16,1.0,1.0,16.24,23.08,14.34,1.0,3.36,1.12,10.89,0.0,1.0,72.72,175.15,-9.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.61,85.71,1.0,1.0,0.0,52.12,1.0,1.0
flat,58.1,1,1,1.0,1,1.0,6.6,12.7,1.59,88.0,10.7,26.9,61.5,OPEN,7,UCOBANK,2024-01-30,2.46,10.8,1.2,79.13,62.35,0.15,1.0,1.0,29.24,27.19,11.73,1.0,4.38,1.07,9.89,0.0,1.0,57.67,185.58,-20.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.04,65.99,1.0,1.0,1.0,61.38,1.0,0.0
flat,63.7,1,1,0.0,0,,3.8,0.6,1.1,42.9,10.5,-5.2,10.1,OPEN,28,UCOBANK,2025-09-19,2.91,11.3,0.4,89.07,85.44,0.3,1.0,1.0,27.13,36.23,5.79,1.0,2.31,1.12,10.88,0.0,1.0,81.7,207.25,-10.93,1.0,1.0,1.0,1.0,0.0,1.0,1.0,8.49,83.78,0.0,0.0,0.0,35.27,0.0,1.0
flat,57.4,1,1,0.0,1,,4.9,-3.8,1.22,43.5,11.1,-11.1,7.5,STOP,14,UCOBANK,2025-10-10,4.13,11.5,0.9,85.53,66.36,0.09,1.0,1.0,42.19,31.82,17.38,1.0,2.68,0.99,8.96,0.0,1.0,68.08,141.98,-14.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.65,77.18,1.0,0.0,0.0,47.25,0.0,1.0
flat,65.0,1,1,0.0,1,,7.9,14.8,1.54,47.0,11.4,-11.4,0.7,STOP,1,UCOBANK,2025-11-03,1.97,11.8,1.0,83.11,75.7,0.12,1.0,1.0,33.54,28.39,13.96,1.0,3.14,1.01,10.36,0.0,1.0,82.49,172.14,-16.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.71,70.94,1.0,0.0,0.0,60.16,0.0,1.0
darvas,62.2,1,1,0.0,0,,12.6,-4.8,1.4,68.9,8.8,-8.8,31.1,STOP,35,UGROCAP,2022-07-27,1.55,8.9,0.7,90.42,88.69,0.94,1.0,1.0,34.1,14.26,27.23,0.0,3.7,0.91,14.83,0.0,1.0,65.96,152.96,-9.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.03,77.44,0.0,0.0,0.0,35.45,0.0,0.0
darvas,66.0,1,1,1.0,1,1.0,9.6,24.3,0.83,80.9,15.1,-15.1,7.8,STOP,13,UGROCAP,2022-08-30,3.21,14.9,2.5,90.96,83.82,0.31,1.0,1.0,38.02,36.07,18.09,1.0,3.62,1.12,14.67,0.0,1.0,69.07,199.98,-9.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.85,72.79,1.0,1.0,1.0,73.44,1.0,1.0
darvas,59.6,1,1,1.0,1,1.0,3.5,32.8,0.77,96.0,18.4,3.3,20.6,OPEN,22,UGROCAP,2023-07-19,6.87,14.8,6.7,81.49,59.89,1.57,1.0,1.0,19.33,37.89,17.53,1.0,4.57,1.37,16.79,0.0,1.0,75.84,379.06,-18.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.1,86.4,1.0,1.0,1.0,74.32,1.0,1.0
darvas,60.5,1,1,1.0,0,,11.5,-4.0,1.49,82.8,11.9,-11.9,12.1,STOP,1,UGROCAP,2024-05-02,6.43,9.3,3.9,97.48,76.73,2.57,1.0,1.0,27.33,31.38,11.05,1.0,4.49,1.3,13.44,0.0,1.0,86.82,279.32,-2.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.1,95.77,0.0,1.0,1.0,40.42,0.0,0.0
flat,59.3,1,1,0.0,1,,7.1,2.6,1.88,69.1,16.3,70.0,85.1,OPEN,86,UGROCAP,2023-04-18,7.68,10.9,7.7,71.3,62.17,1.83,1.0,1.0,36.92,37.58,11.2,1.0,4.7,1.24,16.88,0.0,1.0,62.7,235.72,-28.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.44,81.1,1.0,0.0,0.0,53.29,0.0,1.0
flat,55.2,1,1,1.0,1,1.0,0.1,8.1,0.67,92.1,11.8,-11.8,2.0,STOP,1,UGROCAP,2023-10-27,3.05,11.9,1.3,79.95,76.3,2.29,1.0,1.0,31.01,31.03,13.4,1.0,4.52,1.07,13.06,0.0,1.0,73.23,202.38,-20.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.24,62.79,1.0,1.0,1.0,76.33,1.0,0.0
flat,60.8,1,1,0.0,0,,3.0,-8.3,0.9,79.5,12.2,-12.2,2.9,STOP,5,UGROCAP,2024-09-17,3.34,10.9,2.7,87.28,82.72,3.2,0.0,1.0,28.45,33.26,6.68,1.0,3.23,1.31,11.94,0.0,1.0,65.4,320.16,-12.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.42,78.63,0.0,0.0,1.0,27.87,0.0,0.0
flat,61.8,1,1,0.0,0,,7.1,-0.7,0.97,57.0,10.0,-10.0,2.0,STOP,1,UGROCAP,2025-09-05,1.63,11.0,0.1,96.65,92.1,1.59,1.0,1.0,19.54,18.27,12.43,1.0,3.52,1.0,11.9,0.0,1.0,68.26,152.41,-3.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.83,90.35,0.0,0.0,0.0,52.64,0.0,1.0
darvas,65.1,1,1,1.0,1,1.0,6.0,22.5,1.08,95.9,13.9,-13.9,19.1,STOP,29,ULTRACEMCO,2005-08-12,1.95,15.3,0.8,96.3,77.9,1.34,1.0,1.0,42.89,34.44,6.9,1.0,4.1,1.11,14.46,0.0,1.0,72.81,198.4,-3.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.58,73.38,1.0,1.0,1.0,65.04,1.0,1.0
darvas,65.7,1,1,1.0,1,1.0,8.3,25.2,0.72,99.2,9.6,-9.6,53.8,STOP,39,ULTRACEMCO,2006-03-01,3.43,7.0,3.4,80.29,82.3,0.61,1.0,1.0,30.68,21.17,8.04,1.0,3.41,1.07,13.23,0.0,1.0,54.8,220.01,-19.71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.2,87.72,1.0,1.0,1.0,70.99,1.0,1.0
darvas,60.6,1,1,1.0,1,1.0,6.0,33.2,0.79,85.8,7.5,-1.2,58.3,OPEN,93,ULTRACEMCO,2006-09-05,1.52,7.0,1.0,88.72,86.56,-0.08,1.0,0.0,21.05,13.96,20.89,0.0,2.87,0.92,8.48,1.0,1.0,62.59,160.2,-11.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.97,75.15,1.0,1.0,1.0,59.64,1.0,1.0
darvas,60.6,1,1,1.0,1,1.0,1.7,15.5,0.81,97.4,9.1,-9.1,32.9,STOP,32,ULTRACEMCO,2006-12-04,1.78,7.8,2.0,95.54,71.76,2.4,1.0,1.0,12.91,22.75,20.07,1.0,3.07,1.21,6.65,0.0,1.0,60.07,223.59,-4.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.44,90.88,1.0,1.0,1.0,77.2,1.0,0.0
darvas,48.5,0,0,0.0,0,,-2.4,12.7,0.46,65.0,9.9,11.1,33.8,OPEN,75,ULTRACEMCO,2007-06-28,4.88,10.3,0.7,94.14,65.09,3.29,1.0,1.0,14.75,28.58,7.46,1.0,2.79,1.16,9.46,0.0,1.0,58.61,172.43,-5.86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.12,73.21,0.0,0.0,1.0,54.12,0.0,0.0
darvas,56.2,1,1,1.0,1,,4.3,-6.1,1.39,73.9,9.4,-9.4,20.4,STOP,100,ULTRACEMCO,2010-09-07,4.66,8.2,2.1,94.87,58.4,3.56,1.0,1.0,57.74,41.12,7.24,1.0,3.25,1.2,11.79,0.0,1.0,79.09,195.98,-5.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.27,79.78,0.0,1.0,1.0,47.26,0.0,0.0
darvas,55.1,1,1,1.0,1,1.0,2.2,21.0,1.36,89.9,7.4,-7.4,2.9,STOP,6,ULTRACEMCO,2010-11-29,3.44,7.7,0.2,82.44,65.92,2.01,1.0,1.0,14.03,16.16,15.79,1.0,2.87,0.99,6.81,0.0,1.0,75.07,122.89,-17.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.71,82.73,1.0,1.0,1.0,72.68,1.0,1.0
darvas,55.1,1,1,1.0,1,,2.2,0.4,1.37,81.8,10.6,32.5,40.9,OPEN,121,ULTRACEMCO,2011-08-23,2.4,10.5,1.2,83.44,67.29,2.09,1.0,1.0,17.23,29.65,25.05,1.0,3.26,1.04,8.33,0.0,1.0,39.03,173.86,-16.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.77,64.81,0.0,0.0,1.0,39.16,0.0,0.0
darvas,62.2,1,1,1.0,1,1.0,3.5,8.0,1.17,95.2,13.7,13.6,26.6,OPEN,72,ULTRACEMCO,2011-12-07,4.01,13.8,1.9,92.79,88.16,6.99,1.0,1.0,22.13,33.18,9.79,1.0,2.71,1.1,9.71,0.0,1.0,64.26,198.1,-7.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.02,85.38,1.0,1.0,1.0,63.74,1.0,1.0
darvas,68.4,1,1,1.0,1,1.0,6.6,12.8,1.14,92.4,6.2,27.8,39.5,OPEN,54,ULTRACEMCO,2014-03-27,2.32,4.6,1.9,82.98,78.15,0.3,1.0,1.0,59.61,30.53,10.88,1.0,2.21,0.96,12.32,0.0,1.0,77.95,129.35,-17.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.8,78.45,1.0,1.0,1.0,61.62,1.0,1.0
darvas,64.4,1,1,1.0,1,1.0,0.8,30.8,1.34,97.8,16.4,6.7,23.0,OPEN,23,ULTRACEMCO,2014-05-16,3.71,16.9,2.4,63.57,83.73,22.23,1.0,1.0,33.31,50.11,11.9,1.0,3.57,1.0,19.52,0.0,1.0,62.79,176.95,-36.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.65,97.43,1.0,1.0,1.0,68.86,1.0,1.0
darvas,59.4,1,1,1.0,1,1.0,-0.5,26.3,0.82,97.7,12.7,-12.7,0.8,STOP,2,ULTRACEMCO,2015-03-02,1.78,8.8,5.3,97.9,67.92,9.73,1.0,1.0,19.06,37.34,11.01,1.0,3.02,1.36,11.83,0.0,1.0,64.59,291.88,-2.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.27,75.34,1.0,1.0,1.0,77.01,1.0,1.0
darvas,64.4,1,1,1.0,1,1.0,8.4,8.2,1.16,89.1,17.1,27.9,32.8,OPEN,116,ULTRACEMCO,2016-03-18,1.53,18.1,2.2,98.35,92.12,12.67,1.0,1.0,20.73,36.69,14.14,1.0,2.31,0.98,13.39,0.0,1.0,70.09,144.56,-1.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.65,78.93,1.0,1.0,1.0,56.32,0.0,1.0
darvas,58.0,1,1,1.0,1,1.0,5.3,20.5,0.97,93.2,5.5,-5.5,5.5,STOP,2,ULTRACEMCO,2016-04-13,1.82,5.6,0.3,81.47,52.97,-5.92,1.0,0.0,39.68,23.45,14.28,1.0,2.5,0.89,10.03,0.0,1.0,59.26,125.99,-18.53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.81,64.31,1.0,1.0,1.0,64.77,1.0,1.0
darvas,56.0,1,1,1.0,1,1.0,3.9,16.5,0.79,96.3,5.6,-5.6,6.6,STOP,14,ULTRACEMCO,2016-08-18,1.73,5.1,0.8,94.57,58.23,-3.21,1.0,0.0,40.16,26.72,17.06,1.0,2.43,1.12,7.08,0.0,1.0,66.41,166.09,-5.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.63,62.89,1.0,1.0,1.0,76.3,1.0,1.0
darvas,63.2,1,1,1.0,1,1.0,5.9,20.6,1.01,98.4,6.8,-6.8,2.5,STOP,5,ULTRACEMCO,2016-08-31,1.77,5.3,1.9,91.32,70.65,5.03,1.0,1.0,15.24,34.75,17.9,1.0,2.47,1.14,9.66,0.0,1.0,54.41,226.13,-8.68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.9,72.87,1.0,1.0,1.0,73.22,1.0,1.0
darvas,55.7,1,1,1.0,1,1.0,-1.3,3.6,1.06,90.3,4.8,4.8,18.7,OPEN,49,ULTRACEMCO,2017-03-02,4.04,4.7,0.4,85.22,74.72,-8.0,1.0,0.0,20.55,17.58,16.54,1.0,1.83,1.04,3.66,1.0,1.0,71.16,170.04,-14.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8,62.44,1.0,1.0,1.0,63.63,1.0,1.0
darvas,60.4,1,1,1.0,1,1.0,2.2,7.7,0.82,97.2,11.1,-11.1,1.8,STOP,2,ULTRACEMCO,2018-01-15,1.82,12.3,0.2,85.84,74.79,14.65,1.0,1.0,29.31,34.71,9.67,1.0,1.6,1.12,6.33,1.0,1.0,66.6,194.05,-14.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.21,89.13,1.0,1.0,1.0,69.44,1.0,1.0
darvas,62.9,1,1,1.0,1,,4.3,6.9,1.02,88.7,8.6,-8.6,17.1,STOP,32,ULTRACEMCO,2019-04-05,1.64,8.3,1.0,95.85,76.42,9.94,1.0,1.0,16.09,31.46,10.63,1.0,2.33,1.14,7.89,0.0,1.0,65.33,187.89,-4.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.63,86.77,1.0,1.0,0.0,50.47,0.0,1.0
darvas,58.8,1,1,1.0,1,1.0,5.6,30.6,0.96,95.9,10.2,-10.2,2.7,STOP,5,ULTRACEMCO,2019-05-20,1.82,9.3,1.9,93.55,68.81,-2.52,1.0,0.0,44.8,26.81,17.99,1.0,2.36,1.0,13.41,0.0,1.0,60.05,146.08,-6.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.66,68.97,1.0,1.0,1.0,77.78,1.0,1.0
darvas,53.5,1,1,0.0,1,,-0.9,15.3,0.69,78.7,13.0,33.8,37.7,OPEN,116,ULTRACEMCO,2020-07-28,4.12,9.9,4.6,83.96,54.14,13.8,1.0,1.0,23.49,36.51,14.52,1.0,2.38,1.37,8.21,0.0,1.0,65.48,290.59,-16.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.69,81.17,0.0,0.0,0.0,57.17,0.0,1.0
darvas,65.7,1,1,1.0,1,1.0,9.8,10.3,0.91,85.9,13.6,57.1,62.4,OPEN,125,ULTRACEMCO,2020-10-08,1.6,14.2,1.4,97.69,93.68,44.95,1.0,1.0,18.46,31.25,17.0,1.0,2.61,1.16,13.61,0.0,1.0,76.72,216.64,-2.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.32,88.52,1.0,1.0,0.0,57.14,1.0,1.0
