date,type,ref
2019-05-31,ENTRY,CGCL
2019-05-31,ENTRY,DCBBANK
2019-05-31,ENTRY,RAMCOCEM
2019-05-31,ENTRY,IOLCP
2019-05-31,ENTRY,DEEPAKNTR
2019-06-28,EXIT_RS_ROTATION,PVRINOX
2019-06-28,EXIT_RS_ROTATION,CUB
2019-06-28,EXIT_RS_ROTATION,ICICIGI
2019-06-28,EXIT_RS_ROTATION,CGCL
2019-06-28,EXIT_RS_ROTATION,DEEPAKNTR
2019-06-28,ENTRY,DCMSHRIRAM
2019-06-28,ENTRY,GODREJPROP
2019-06-28,ENTRY,HDFCAMC
2019-06-28,ENTRY,OBEROIRLTY
2019-06-28,ENTRY,AARTIIND
2019-07-19,EXIT_REGIME_CHUNK,to_75%
2019-07-26,EXIT_REGIME_CHUNK,to_50%
2019-07-31,EXIT_PERSTOCK_SMA,MUTHOOTFIN
2019-07-31,EXIT_PERSTOCK_SMA,MANAPPURAM
2019-07-31,EXIT_PERSTOCK_SMA,IGL
2019-07-31,EXIT_TRAIL12,ATGL
2019-07-31,EXIT_PERSTOCK_SMA,DCBBANK
2019-07-31,EXIT_PERSTOCK_SMA,RAMCOCEM
2019-07-31,EXIT_TRAIL12,IOLCP
2019-07-31,EXIT_PERSTOCK_SMA,DCMSHRIRAM
2019-07-31,EXIT_TRAIL12,GODREJPROP
2019-07-31,EXIT_RS_ROTATION,OBEROIRLTY
2019-07-31,EXIT_RS_ROTATION,AARTIIND
2019-07-31,ENTRY,ICICIGI
2019-07-31,ENTRY,SBILIFE
2019-07-31,ENTRY,RITES
2019-07-31,ENTRY,HDFCLIFE
2019-07-31,ENTRY,TORNTPOWER
2019-07-31,ENTRY,GSPL
2019-07-31,ENTRY,VBL
2019-07-31,ENTRY,VGUARD
2019-07-31,ENTRY,AUBANK
2019-07-31,ENTRY,BERGEPAINT
2019-07-31,ENTRY,LALPATHLAB
2019-08-02,EXIT_REGIME_CHUNK,to_25%
2019-08-09,EXIT_REGIME_CHUNK,to_0%
2019-09-30,ENTRY,HDFCAMC
2019-09-30,ENTRY,SBILIFE
2019-09-30,ENTRY,SIEMENS
2019-09-30,ENTRY,LALPATHLAB
2019-09-30,ENTRY,TRENT
2019-09-30,ENTRY,BERGEPAINT
2019-09-30,ENTRY,RITES
2019-09-30,ENTRY,KEI
2019-09-30,ENTRY,WHIRLPOOL
2019-09-30,ENTRY,PIIND
2019-09-30,ENTRY,CGCL
2019-09-30,ENTRY,MCX
2019-09-30,ENTRY,ICICIGI
2019-09-30,ENTRY,GSPL
2019-09-30,ENTRY,GUJGASLTD
2019-10-04,EXIT_REGIME_CHUNK,to_75%
2019-10-11,EXIT_REGIME_CHUNK,to_50%
2019-10-31,EXIT_RS_ROTATION,CGCL
2019-10-31,EXIT_RS_ROTATION,GSPL
2019-10-31,EXIT_RS_ROTATION,GUJGASLTD
2019-10-31,ENTRY,NAM-INDIA
2019-10-31,ENTRY,ABBOTINDIA
2019-10-31,ENTRY,TATACONSUM
2019-11-29,EXIT_TRAIL12,SIEMENS
2019-11-29,EXIT_TRAIL12,KEI
2019-11-29,EXIT_RS_ROTATION,RITES
2019-11-29,EXIT_RS_ROTATION,ICICIGI
2019-11-29,ENTRY,POLYCAB
2019-11-29,ENTRY,PFIZER
2019-11-29,ENTRY,SANOFI
2019-11-29,ENTRY,AAVAS
2019-12-31,EXIT_TRAIL12,HDFCAMC
2019-12-31,EXIT_RS_ROTATION,LALPATHLAB
2019-12-31,EXIT_RS_ROTATION,TRENT
2019-12-31,EXIT_RS_ROTATION,TATACONSUM
2019-12-31,ENTRY,ADANIGREEN
2019-12-31,ENTRY,CREDITACC
2019-12-31,ENTRY,GUJGASLTD
2019-12-31,ENTRY,IGL
2020-01-31,EXIT_TRAIL12,POLYCAB
2020-01-31,EXIT_TRAIL12,ADANIGREEN
2020-01-31,EXIT_RS_ROTATION,SBILIFE
2020-01-31,EXIT_RS_ROTATION,MCX
2020-01-31,EXIT_RS_ROTATION,SANOFI
2020-01-31,ENTRY,COROMANDEL
2020-01-31,ENTRY,RELAXO
2020-01-31,ENTRY,MANAPPURAM
2020-01-31,ENTRY,AUBANK
2020-01-31,ENTRY,LALPATHLAB
2020-02-01,EXIT_REGIME_CHUNK,to_75%
2020-02-28,EXIT_REGIME_CHUNK,to_75%
2020-02-28,EXIT_PERSTOCK_SMA,WHIRLPOOL
2020-02-28,EXIT_TRAIL12,CREDITACC
2020-02-28,EXIT_TRAIL12,IGL
2020-02-28,EXIT_TRAIL12,RELAXO
2020-02-28,EXIT_PERSTOCK_SMA,MANAPPURAM
2020-02-28,EXIT_RS_ROTATION,NAM-INDIA
2020-02-28,EXIT_RS_ROTATION,AAVAS
2020-02-28,ENTRY,POLYCAB
2020-02-28,ENTRY,DEEPAKNTR
2020-02-28,ENTRY,TRENT
2020-02-28,ENTRY,MUTHOOTFIN
2020-02-28,ENTRY,ATUL
2020-02-28,ENTRY,MCX
2020-02-28,ENTRY,ALKEM
2020-03-06,EXIT_REGIME_CHUNK,to_50%
2020-03-13,EXIT_REGIME_CHUNK,to_25%
2020-03-20,EXIT_REGIME_CHUNK,to_0%
2020-06-30,ENTRY,IOLCP
2020-06-30,ENTRY,GMMPFAUDLR
2020-06-30,ENTRY,GRANULES
2020-06-30,ENTRY,NAVINFLUOR
2020-06-30,ENTRY,APLLTD
2020-06-30,ENTRY,JBCHEPHARM
2020-06-30,ENTRY,RALLIS
2020-06-30,ENTRY,IPCALAB
2020-06-30,ENTRY,DIXON
2020-06-30,ENTRY,COROMANDEL
2020-06-30,ENTRY,ASTRAZEN
2020-06-30,ENTRY,GUJGASLTD
2020-06-30,ENTRY,TORNTPHARM
2020-06-30,ENTRY,SANOFI
2020-06-30,ENTRY,IEX
2020-07-31,EXIT_RS_ROTATION,GUJGASLTD
2020-07-31,EXIT_RS_ROTATION,TORNTPHARM
2020-07-31,EXIT_RS_ROTATION,IEX
2020-07-31,ENTRY,LAURUSLABS
2020-07-31,ENTRY,DEEPAKNTR
2020-07-31,ENTRY,SYNGENE
2020-08-31,EXIT_TRAIL12,IOLCP
2020-08-31,EXIT_TRAIL12,GMMPFAUDLR
2020-08-31,EXIT_TRAIL12,APLLTD
2020-08-31,EXIT_RS_ROTATION,RALLIS
2020-08-31,EXIT_RS_ROTATION,IPCALAB
2020-08-31,EXIT_RS_ROTATION,DEEPAKNTR
2020-08-31,ENTRY,ADANIGREEN
2020-08-31,ENTRY,CDSL
2020-08-31,ENTRY,INDIAMART
2020-08-31,ENTRY,BAYERCROP
2020-08-31,ENTRY,LTIM
2020-08-31,ENTRY,ATGL
2020-09-30,EXIT_TRAIL12,JBCHEPHARM
2020-09-30,EXIT_TRAIL12,DIXON
2020-09-30,EXIT_RS_ROTATION,NAVINFLUOR
2020-09-30,EXIT_RS_ROTATION,COROMANDEL
2020-09-30,EXIT_RS_ROTATION,SANOFI
2020-09-30,EXIT_RS_ROTATION,BAYERCROP
2020-09-30,ENTRY,BSOFT
2020-09-30,ENTRY,AFFLE
2020-09-30,ENTRY,COHANCE
2020-09-30,ENTRY,APLAPOLLO
2020-09-30,ENTRY,MPHASIS
2020-09-30,ENTRY,COFORGE
2020-10-30,EXIT_TRAIL12,BSOFT
2020-10-30,EXIT_PERSTOCK_SMA,COHANCE
2020-10-30,EXIT_TRAIL12,COFORGE
2020-10-30,EXIT_RS_ROTATION,ASTRAZEN
2020-10-30,EXIT_RS_ROTATION,LTIM
2020-10-30,EXIT_RS_ROTATION,AFFLE
2020-10-30,ENTRY,ADANIENT
2020-10-30,ENTRY,DIXON
2020-10-30,ENTRY,TATAELXSI
2020-10-30,ENTRY,JKCEMENT
2020-10-30,ENTRY,NAVINFLUOR
2020-10-30,ENTRY,METROPOLIS
2020-11-27,EXIT_TRAIL12,INDIAMART
2020-11-27,EXIT_RS_ROTATION,MPHASIS
2020-11-27,EXIT_RS_ROTATION,METROPOLIS
2020-11-27,ENTRY,COHANCE
2020-11-27,ENTRY,BSOFT
2020-11-27,ENTRY,AFFLE
2020-12-31,EXIT_PERSTOCK_SMA,GRANULES
2020-12-31,EXIT_TRAIL12,ADANIGREEN
2020-12-31,EXIT_RS_ROTATION,SYNGENE
2020-12-31,EXIT_RS_ROTATION,JKCEMENT
2020-12-31,EXIT_RS_ROTATION,NAVINFLUOR
2020-12-31,ENTRY,FSL
2020-12-31,ENTRY,PERSISTENT
2020-12-31,ENTRY,ASTRAL
2020-12-31,ENTRY,KAJARIACER
2020-12-31,ENTRY,ADANIENSOL
2021-01-29,EXIT_PERSTOCK_SMA,CDSL
2021-01-29,EXIT_TRAIL12,FSL
2021-01-29,EXIT_RS_ROTATION,ADANIENT
2021-01-29,EXIT_RS_ROTATION,COHANCE
2021-01-29,ENTRY,DEEPAKNTR
2021-01-29,ENTRY,CROMPTON
2021-01-29,ENTRY,LTIM
2021-01-29,ENTRY,CHAMBLFERT
2021-02-26,EXIT_TRAIL12,BSOFT
2021-02-26,EXIT_TRAIL12,LTIM
2021-02-26,EXIT_RS_ROTATION,LAURUSLABS
2021-02-26,EXIT_RS_ROTATION,CROMPTON
2021-02-26,ENTRY,TATACHEM
2021-02-26,ENTRY,PRAJIND
2021-02-26,ENTRY,ADANIGREEN
2021-02-26,ENTRY,NEULANDLAB
2021-03-31,EXIT_TRAIL12,DIXON
2021-03-31,EXIT_TRAIL12,ASTRAL
2021-03-31,EXIT_TRAIL12,CHAMBLFERT
2021-03-31,EXIT_TRAIL12,ADANIGREEN
2021-03-31,EXIT_RS_ROTATION,PERSISTENT
2021-03-31,EXIT_RS_ROTATION,TATACHEM
2021-03-31,EXIT_RS_ROTATION,NEULANDLAB
2021-03-31,ENTRY,DALBHARAT
2021-03-31,ENTRY,BAJAJELEC
2021-03-31,ENTRY,JKCEMENT
2021-03-31,ENTRY,GUJGASLTD
2021-03-31,ENTRY,AUBANK
2021-03-31,ENTRY,POLYCAB
2021-03-31,ENTRY,LTTS
2021-04-30,EXIT_PERSTOCK_SMA,AUBANK
2021-04-30,EXIT_RS_ROTATION,KAJARIACER
2021-04-30,EXIT_RS_ROTATION,JKCEMENT
2021-04-30,EXIT_RS_ROTATION,POLYCAB
2021-04-30,ENTRY,ADANIPOWER
2021-04-30,ENTRY,DIXON
2021-04-30,ENTRY,HAPPSTMNDS
2021-04-30,ENTRY,IEX
2021-05-31,EXIT_TRAIL12,PRAJIND
2021-05-31,EXIT_RS_ROTATION,AFFLE
2021-05-31,EXIT_RS_ROTATION,DALBHARAT
2021-05-31,EXIT_RS_ROTATION,BAJAJELEC
2021-05-31,EXIT_RS_ROTATION,LTTS
2021-05-31,EXIT_RS_ROTATION,ADANIPOWER
2021-05-31,EXIT_RS_ROTATION,IEX
2021-05-31,ENTRY,PERSISTENT
2021-05-31,ENTRY,CDSL
2021-05-31,ENTRY,HFCL
2021-05-31,ENTRY,JSWENERGY
2021-05-31,ENTRY,FSL
2021-05-31,ENTRY,BALRAMCHIN
2021-05-31,ENTRY,CYIENT
2021-06-30,EXIT_PERSTOCK_SMA,ATGL
2021-06-30,EXIT_TRAIL12,ADANIENSOL
2021-06-30,EXIT_RS_ROTATION,DEEPAKNTR
2021-06-30,ENTRY,PRAJIND
2021-06-30,ENTRY,POLYCAB
2021-06-30,ENTRY,CONCOR
2021-07-30,EXIT_TRAIL12,CDSL
2021-07-30,EXIT_TRAIL12,HFCL
2021-07-30,EXIT_TRAIL12,FSL
2021-07-30,EXIT_RS_ROTATION,TATAELXSI
2021-07-30,EXIT_RS_ROTATION,DIXON
2021-07-30,EXIT_RS_ROTATION,HAPPSTMNDS
2021-07-30,EXIT_RS_ROTATION,POLYCAB
2021-07-30,EXIT_RS_ROTATION,CONCOR
2021-07-30,ENTRY,BSE
2021-07-30,ENTRY,DEEPAKNTR
2021-07-30,ENTRY,BIRLACORPN
2021-07-30,ENTRY,GLAND
2021-07-30,ENTRY,CAMS
2021-07-30,ENTRY,ROUTE
2021-07-30,ENTRY,DALBHARAT
2021-07-30,ENTRY,GSPL
2021-08-31,EXIT_TRAIL12,PRAJIND
2021-08-31,EXIT_RS_ROTATION,APLAPOLLO
2021-08-31,EXIT_RS_ROTATION,GUJGASLTD
2021-08-31,EXIT_RS_ROTATION,BSE
2021-08-31,EXIT_RS_ROTATION,DEEPAKNTR
2021-08-31,EXIT_RS_ROTATION,BIRLACORPN
2021-08-31,EXIT_RS_ROTATION,ROUTE
2021-08-31,EXIT_RS_ROTATION,GSPL
2021-08-31,ENTRY,MAXHEALTH
2021-08-31,ENTRY,ADANIENSOL
2021-08-31,ENTRY,TATAELXSI
2021-08-31,ENTRY,SRF
2021-08-31,ENTRY,BSOFT
2021-08-31,ENTRY,MPHASIS
2021-08-31,ENTRY,LALPATHLAB
2021-08-31,ENTRY,JKLAKSHMI
2021-09-30,EXIT_TRAIL12,GLAND
2021-09-30,EXIT_PERSTOCK_SMA,CAMS
2021-09-30,EXIT_TRAIL12,DALBHARAT
2021-09-30,EXIT_TRAIL12,ADANIENSOL
2021-09-30,EXIT_TRAIL12,LALPATHLAB
2021-09-30,EXIT_PERSTOCK_SMA,JKLAKSHMI
2021-09-30,EXIT_RS_ROTATION,BSOFT
2021-09-30,ENTRY,ANGELONE
2021-09-30,ENTRY,LXCHEM
2021-09-30,ENTRY,JSL
2021-09-30,ENTRY,JUBLINGREA
2021-09-30,ENTRY,BSE
2021-09-30,ENTRY,TRIDENT
2021-09-30,ENTRY,IEX
2021-10-29,EXIT_TRAIL12,JSWENERGY
2021-10-29,EXIT_PERSTOCK_SMA,BALRAMCHIN
2021-10-29,EXIT_TRAIL12,CYIENT
2021-10-29,EXIT_TRAIL12,MAXHEALTH
2021-10-29,EXIT_TRAIL12,SRF
2021-10-29,EXIT_TRAIL12,ANGELONE
2021-10-29,EXIT_TRAIL12,LXCHEM
2021-10-29,EXIT_TRAIL12,JUBLINGREA
2021-10-29,EXIT_TRAIL12,IEX
2021-10-29,ENTRY,RADICO
2021-10-29,ENTRY,LTTS
2021-10-29,ENTRY,LTIM
2021-10-29,ENTRY,MTARTECH
2021-10-29,ENTRY,OBEROIRLTY
2021-10-29,ENTRY,ADANIENSOL
2021-10-29,ENTRY,ABFRL
2021-10-29,ENTRY,BATAINDIA
2021-10-29,ENTRY,ASTRAL
2021-11-30,EXIT_TRAIL12,TATAELXSI
2021-11-30,EXIT_PERSTOCK_SMA,MPHASIS
2021-11-30,EXIT_TRAIL12,JSL
2021-11-30,EXIT_TRAIL12,OBEROIRLTY
2021-11-30,EXIT_TRAIL12,ABFRL
2021-11-30,EXIT_TRAIL12,BATAINDIA
2021-11-30,EXIT_RS_ROTATION,ADANIENSOL
2021-11-30,ENTRY,LODHA
2021-11-30,ENTRY,KPITTECH
2021-11-30,ENTRY,KEI
2021-11-30,ENTRY,MAXHEALTH
2021-11-30,ENTRY,CDSL
2021-11-30,ENTRY,BSOFT
2021-11-30,ENTRY,APLAPOLLO
2021-12-17,EXIT_REGIME_CHUNK,to_75%
2021-12-24,EXIT_REGIME_CHUNK,to_50%
2021-12-31,EXIT_REGIME_CHUNK,to_25%
2021-12-31,EXIT_TRAIL12,BSE
2021-12-31,EXIT_TRAIL12,LODHA
2021-12-31,EXIT_RS_ROTATION,LTTS
2021-12-31,EXIT_RS_ROTATION,LTIM
2021-12-31,EXIT_RS_ROTATION,ASTRAL
2021-12-31,EXIT_RS_ROTATION,CDSL
2021-12-31,ENTRY,JSL
2021-12-31,ENTRY,PRESTIGE
2021-12-31,ENTRY,ZENSARTECH
2021-12-31,ENTRY,CHAMBLFERT
2021-12-31,ENTRY,PAGEIND
2021-12-31,ENTRY,ADANIGREEN
2022-01-31,EXIT_TRAIL12,RADICO
2022-01-31,EXIT_TRAIL12,MTARTECH
2022-01-31,EXIT_TRAIL12,KPITTECH
2022-01-31,EXIT_TRAIL12,KEI
2022-01-31,EXIT_PERSTOCK_SMA,MAXHEALTH
2022-01-31,EXIT_TRAIL12,BSOFT
2022-01-31,EXIT_PERSTOCK_SMA,APLAPOLLO
2022-01-31,EXIT_PERSTOCK_SMA,ZENSARTECH
2022-01-31,EXIT_RS_ROTATION,PERSISTENT
2022-01-31,EXIT_RS_ROTATION,TRIDENT
2022-01-31,EXIT_RS_ROTATION,CHAMBLFERT
2022-01-31,ENTRY,ADANIENSOL
2022-01-31,ENTRY,ATGL
2022-01-31,ENTRY,TATAELXSI
2022-01-31,ENTRY,INDHOTEL
2022-01-31,ENTRY,POLYCAB
2022-01-31,ENTRY,ABFRL
2022-01-31,ENTRY,HAL
2022-01-31,ENTRY,KAJARIACER
2022-01-31,ENTRY,BATAINDIA
2022-01-31,ENTRY,BALRAMCHIN
2022-01-31,ENTRY,VBL
2022-02-04,EXIT_REGIME_CHUNK,to_50%
2022-02-11,EXIT_REGIME_CHUNK,to_25%
2022-02-18,EXIT_REGIME_CHUNK,to_0%
2022-04-29,ENTRY,ADANIPOWER
2022-04-29,ENTRY,GNFC
2022-04-29,ENTRY,POONAWALLA
2022-04-29,ENTRY,ATGL
2022-04-29,ENTRY,WELCORP
2022-04-29,ENTRY,ANGELONE
2022-04-29,ENTRY,JKPAPER
2022-04-29,ENTRY,EASEMYTRIP
2022-04-29,ENTRY,ADANIENSOL
2022-04-29,ENTRY,LINDEINDIA
2022-04-29,ENTRY,CHAMBLFERT
2022-04-29,ENTRY,GUJALKALI
2022-04-29,ENTRY,KEI
2022-04-29,ENTRY,DEVYANI
2022-04-29,ENTRY,APLAPOLLO
2022-05-06,EXIT_REGIME_CHUNK,to_25%
2022-05-13,EXIT_REGIME_CHUNK,to_0%
2022-07-29,ENTRY,ATGL
2022-07-29,ENTRY,BDL
2022-07-29,ENTRY,ADANIENSOL
2022-07-29,ENTRY,EASEMYTRIP
2022-07-29,ENTRY,VBL
2022-07-29,ENTRY,CUMMINSIND
2022-07-29,ENTRY,COROMANDEL
2022-07-29,ENTRY,TRENT
2022-07-29,ENTRY,WELCORP
2022-07-29,ENTRY,PAGEIND
2022-07-29,ENTRY,TIINDIA
2022-07-29,ENTRY,TORNTPHARM
2022-07-29,ENTRY,KEI
2022-07-29,ENTRY,SIEMENS
2022-07-29,ENTRY,CONCOR
2022-08-30,EXIT_PERSTOCK_SMA,EASEMYTRIP
2022-08-30,EXIT_RS_ROTATION,CUMMINSIND
2022-08-30,EXIT_RS_ROTATION,TORNTPHARM
2022-08-30,ENTRY,DEEPAKFERT
2022-08-30,ENTRY,POONAWALLA
2022-08-30,ENTRY,BEML
2022-09-30,EXIT_TRAIL12,ADANIENSOL
2022-09-30,EXIT_TRAIL12,BEML
2022-09-30,EXIT_RS_ROTATION,ATGL
2022-09-30,EXIT_RS_ROTATION,VBL
2022-09-30,EXIT_RS_ROTATION,KEI
2022-09-30,EXIT_RS_ROTATION,SIEMENS
2022-09-30,EXIT_RS_ROTATION,CONCOR
2022-09-30,EXIT_RS_ROTATION,DEEPAKFERT
2022-09-30,EXIT_RS_ROTATION,POONAWALLA
2022-09-30,ENTRY,HBLENGINE
2022-09-30,ENTRY,APOLLOTYRE
2022-09-30,ENTRY,FLUOROCHEM
2022-09-30,ENTRY,LEMONTREE
2022-09-30,ENTRY,MSUMI
2022-09-30,ENTRY,ESCORTS
2022-09-30,ENTRY,INDIACEM
2022-09-30,ENTRY,GHCL
2022-09-30,ENTRY,MAXHEALTH
2022-10-31,EXIT_PERSTOCK_SMA,COROMANDEL
2022-10-31,EXIT_PERSTOCK_SMA,WELCORP
2022-10-31,EXIT_TRAIL12,HBLENGINE
2022-10-31,EXIT_TRAIL12,INDIACEM
2022-10-31,EXIT_RS_ROTATION,PAGEIND
2022-10-31,EXIT_RS_ROTATION,GHCL
2022-10-31,EXIT_RS_ROTATION,MAXHEALTH
2022-10-31,ENTRY,BLS
2022-10-31,ENTRY,DEEPAKFERT
2022-10-31,ENTRY,NMDC
2022-10-31,ENTRY,CAMPUS
2022-10-31,ENTRY,ATGL
2022-10-31,ENTRY,RAYMOND
2022-10-31,ENTRY,KEI
2022-11-30,EXIT_PERSTOCK_SMA,FLUOROCHEM
2022-11-30,EXIT_PERSTOCK_SMA,DEEPAKFERT
2022-11-30,EXIT_PERSTOCK_SMA,CAMPUS
2022-11-30,EXIT_RS_ROTATION,BDL
2022-11-30,EXIT_RS_ROTATION,TRENT
2022-11-30,EXIT_RS_ROTATION,KEI
2022-11-30,ENTRY,CUMMINSIND
2022-11-30,ENTRY,KPITTECH
2022-11-30,ENTRY,PIIND
2022-11-30,ENTRY,EASEMYTRIP
2022-11-30,ENTRY,BHARATFORG
2022-11-30,ENTRY,MRF
2022-12-30,EXIT_TRAIL12,LEMONTREE
2022-12-30,EXIT_PERSTOCK_SMA,MSUMI
2022-12-30,EXIT_TRAIL12,BLS
2022-12-30,EXIT_TRAIL12,EASEMYTRIP
2022-12-30,EXIT_RS_ROTATION,ESCORTS
2022-12-30,EXIT_RS_ROTATION,CUMMINSIND
2022-12-30,ENTRY,RCF
2022-12-30,ENTRY,IRB
2022-12-30,ENTRY,BDL
2022-12-30,ENTRY,JKPAPER
2022-12-30,ENTRY,POONAWALLA
2022-12-30,ENTRY,PHOENIXLTD
2023-01-27,EXIT_REGIME_CHUNK,to_75%
2023-01-31,EXIT_PERSTOCK_SMA,TIINDIA
2023-01-31,EXIT_PERSTOCK_SMA,ATGL
2023-01-31,EXIT_PERSTOCK_SMA,PIIND
2023-01-31,EXIT_PERSTOCK_SMA,POONAWALLA
2023-01-31,EXIT_PERSTOCK_SMA,PHOENIXLTD
2023-01-31,EXIT_RS_ROTATION,BHARATFORG
2023-01-31,EXIT_RS_ROTATION,RCF
2023-01-31,EXIT_RS_ROTATION,IRB
2023-01-31,ENTRY,GRSE
2023-01-31,ENTRY,BLS
2023-01-31,ENTRY,POLYCAB
2023-01-31,ENTRY,PARADEEP
2023-01-31,ENTRY,CUMMINSIND
2023-01-31,ENTRY,NHPC
2023-01-31,ENTRY,KEI
2023-01-31,ENTRY,APLAPOLLO
2023-02-03,EXIT_REGIME_CHUNK,to_50%
2023-02-10,EXIT_REGIME_CHUNK,to_25%
2023-02-17,EXIT_REGIME_CHUNK,to_0%
2023-04-28,ENTRY,RVNL
2023-04-28,ENTRY,PFC
2023-04-28,ENTRY,RAYMOND
2023-04-28,ENTRY,TRITURBINE
2023-04-28,ENTRY,APOLLOTYRE
2023-04-28,ENTRY,KEI
2023-04-28,ENTRY,CUMMINSIND
2023-04-28,ENTRY,POLYCAB
2023-04-28,ENTRY,ABBOTINDIA
2023-04-28,ENTRY,APLAPOLLO
2023-04-28,ENTRY,HBLENGINE
2023-04-28,ENTRY,NAVINFLUOR
2023-04-28,ENTRY,NHPC
2023-04-28,ENTRY,BDL
2023-04-28,ENTRY,SYNGENE
2023-05-31,EXIT_TRAIL12,RVNL
2023-05-31,EXIT_PERSTOCK_SMA,APLAPOLLO
2023-05-31,EXIT_RS_ROTATION,PFC
2023-05-31,EXIT_RS_ROTATION,RAYMOND
2023-05-31,EXIT_RS_ROTATION,HBLENGINE
2023-05-31,ENTRY,IRCON
2023-05-31,ENTRY,MAXHEALTH
2023-05-31,ENTRY,CANFINHOME
2023-05-31,ENTRY,GODREJCP
2023-05-31,ENTRY,ASTRAL
2023-06-30,EXIT_RS_ROTATION,ABBOTINDIA
2023-06-30,EXIT_RS_ROTATION,NAVINFLUOR
2023-06-30,EXIT_RS_ROTATION,NHPC
2023-06-30,EXIT_RS_ROTATION,BDL
2023-06-30,EXIT_RS_ROTATION,MAXHEALTH
2023-06-30,ENTRY,JINDALSAW
2023-06-30,ENTRY,DATAPATTNS
2023-06-30,ENTRY,HBLENGINE
2023-06-30,ENTRY,M&MFIN
2023-06-30,ENTRY,TRENT
2023-07-31,EXIT_TRAIL12,CANFINHOME
2023-07-31,EXIT_TRAIL12,JINDALSAW
2023-07-31,EXIT_TRAIL12,M&MFIN
2023-07-31,EXIT_RS_ROTATION,APOLLOTYRE
2023-07-31,EXIT_RS_ROTATION,GODREJCP
2023-07-31,EXIT_RS_ROTATION,ASTRAL
2023-07-31,EXIT_RS_ROTATION,DATAPATTNS
2023-07-31,ENTRY,EQUITASBNK
2023-07-31,ENTRY,NCC
2023-07-31,ENTRY,CYIENT
2023-07-31,ENTRY,KALYANKJIL
2023-07-31,ENTRY,TEJASNET
2023-07-31,ENTRY,LODHA
2023-07-31,ENTRY,COLPAL
2023-08-31,EXIT_PERSTOCK_SMA,CUMMINSIND
2023-08-31,EXIT_RS_ROTATION,TRITURBINE
2023-08-31,EXIT_RS_ROTATION,SYNGENE
2023-08-31,EXIT_RS_ROTATION,EQUITASBNK
2023-08-31,EXIT_RS_ROTATION,LODHA
2023-08-31,EXIT_RS_ROTATION,COLPAL
2023-08-31,ENTRY,JINDALSAW
2023-08-31,ENTRY,BSE
2023-08-31,ENTRY,COCHINSHIP
2023-08-31,ENTRY,ZENSARTECH
2023-08-31,ENTRY,GRSE
2023-08-31,ENTRY,BLS
2023-09-29,EXIT_TRAIL12,BLS
2023-09-29,EXIT_RS_ROTATION,POLYCAB
2023-09-29,EXIT_RS_ROTATION,CYIENT
2023-09-29,EXIT_RS_ROTATION,COCHINSHIP
2023-09-29,EXIT_RS_ROTATION,ZENSARTECH
2023-09-29,ENTRY,RAILTEL
2023-09-29,ENTRY,UJJIVANSFB
2023-09-29,ENTRY,HUDCO
2023-09-29,ENTRY,CHENNPETRO
2023-09-29,ENTRY,LODHA
2023-10-27,EXIT_REGIME_CHUNK,to_75%
2023-10-31,EXIT_PERSTOCK_SMA,KEI
2023-10-31,EXIT_TRAIL12,IRCON
2023-10-31,EXIT_PERSTOCK_SMA,NCC
2023-10-31,EXIT_TRAIL12,GRSE
2023-10-31,EXIT_TRAIL12,UJJIVANSFB
2023-10-31,EXIT_TRAIL12,HUDCO
2023-10-31,EXIT_RS_ROTATION,KALYANKJIL
2023-10-31,EXIT_RS_ROTATION,RAILTEL
2023-10-31,ENTRY,ANGELONE
2023-10-31,ENTRY,BSOFT
2023-10-31,ENTRY,MCX
2023-10-31,ENTRY,SUPREMEIND
2023-10-31,ENTRY,ESCORTS
2023-10-31,ENTRY,NMDC
2023-10-31,ENTRY,INDIANB
2023-10-31,ENTRY,COLPAL
2023-11-03,EXIT_REGIME_CHUNK,to_50%
2023-11-30,EXIT_PERSTOCK_SMA,TEJASNET
2023-11-30,EXIT_RS_ROTATION,ESCORTS
2023-11-30,EXIT_RS_ROTATION,INDIANB
2023-11-30,EXIT_RS_ROTATION,COLPAL
2023-11-30,ENTRY,KALYANKJIL
2023-11-30,ENTRY,GMDCLTD
2023-11-30,ENTRY,SJVN
2023-11-30,ENTRY,RAILTEL
2023-12-29,EXIT_TRAIL12,JINDALSAW
2023-12-29,EXIT_RS_ROTATION,BSE
2023-12-29,EXIT_RS_ROTATION,LODHA
2023-12-29,EXIT_RS_ROTATION,SUPREMEIND
2023-12-29,ENTRY,HSCL
2023-12-29,ENTRY,HINDCOPPER
2023-12-29,ENTRY,HUDCO
2023-12-29,ENTRY,BEML
2024-01-31,EXIT_TRAIL12,ANGELONE
2024-01-31,EXIT_RS_ROTATION,NMDC
2024-01-31,EXIT_RS_ROTATION,KALYANKJIL
2024-01-31,EXIT_RS_ROTATION,SJVN
2024-01-31,ENTRY,NBCC
2024-01-31,ENTRY,IRB
2024-01-31,ENTRY,PRESTIGE
2024-01-31,ENTRY,MRPL
2024-02-29,EXIT_TRAIL12,HBLENGINE
2024-02-29,EXIT_PERSTOCK_SMA,GMDCLTD
2024-02-29,EXIT_TRAIL12,BEML
2024-02-29,EXIT_TRAIL12,NBCC
2024-02-29,EXIT_TRAIL12,MRPL
2024-02-29,EXIT_RS_ROTATION,CHENNPETRO
2024-02-29,EXIT_RS_ROTATION,HSCL
